Word	Welsh-cy	Valence	Arousal	Dominance
snowmageddon	moch eira	0.375	0.575	0.472
snowman	dyn eira	0.776	0.291	0.323
snowplow	gwen eira	0.449	0.480	0.493
snowstorm	stormydd eira	0.204	0.833	0.629
snowy	eira	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	snubbed	0.265	0.528	0.279
snuff	snuff	0.357	0.470	0.377
snug	snug	0.867	0.173	0.500
snuggle	snuggle	0.781	0.390	0.350
snuggled	wedi ei fagu	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	snuggling	0.683	0.585	0.373
soak	ewch ati	0.480	0.370	0.240
soaked	wedi ysgwyd	0.365	0.462	0.358
soaking	yn blino	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	sebon	0.531	0.163	0.311
soapbox	soapbox	0.500	0.415	0.393
soapy	sebon	0.552	0.373	0.355
soar	clwydo	0.790	0.740	0.718
soaring	yn codi	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	sobr	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	sobrrwydd	0.680	0.310	0.583
soc	soc	0.427	0.431	0.380
soccer	pêl-droed	0.698	0.837	0.644
sociable	cymdeithasol	0.854	0.459	0.627
social	cymdeithasol	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	sosialaeth	0.510	0.500	0.560
socialist	sosialaidd	0.448	0.400	0.543
socialite	cymdeithasu	0.684	0.668	0.570
socialize	cymdeithasu	0.907	0.683	0.726
society	cymdeithas	0.674	0.464	0.782
sociology	cymdeithaseg	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	sock	0.500	0.167	0.290
socket	soced	0.583	0.469	0.377
sod	swyd	0.427	0.383	0.333
soda	soda	0.688	0.314	0.364
soda/pop	soda / pop	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	sodiwm	0.490	0.340	0.291
sofa	soffa	0.583	0.106	0.263
soft	meddal	0.760	0.179	0.232
softball	pêl feddal	0.735	0.630	0.518
soften	meddalu	0.694	0.194	0.392
softener	meddalydd	0.745	0.300	0.373
softening	meddalu	0.700	0.255	0.361
softly	yn feddal	0.517	0.206	0.304
softness	meddal	0.875	0.086	0.402
software	meddalwedd	0.561	0.280	0.570
soggy	soggy	0.312	0.350	0.241
sohappy	mor hapus	0.949	0.673	0.681
soil	pridd	0.350	0.180	0.356
soiled	wedi difetha	0.106	0.529	0.213
soiree	soiree	0.729	0.692	0.578
sojourn	aros	0.514	0.243	0.509
solace	llonydd	0.776	0.294	0.453
solar	solar	0.622	0.452	0.645
solarium	solariwm	0.602	0.356	0.421
solder	sodrwr	0.439	0.510	0.611
soldering	sodro	0.573	0.536	0.538
soldier	milwr	0.392	0.708	0.768
sole	unig	0.427	0.194	0.279
solemn	yn ddifrifol	0.708	0.370	0.709
solicit	yn ceisio	0.620	0.490	0.604
solicitation	cyfreithlondeb	0.612	0.519	0.415
solicitor	cyfreithiwr	0.600	0.479	0.802
solid	solet	0.667	0.304	0.763
solidarity	undod	0.792	0.407	0.781
solidification	cadarnhau	0.480	0.500	0.827
solidified	cadarnhau	0.633	0.415	0.745
solidify	solidify	0.583	0.318	0.754
solidity	sicrwydd	0.745	0.444	0.850
solitaire	solitaire	0.365	0.227	0.279
solitary	unig	0.224	0.202	0.268
solitude	unigedd	0.208	0.226	0.358
solo	unig	0.438	0.190	0.325
solubility	hydoddedd	0.506	0.360	0.442
soluble	hydoddadwy	0.542	0.272	0.409
solucky	NO TRANSLATION	0.573	0.529	0.615
solution	ateb	0.790	0.339	0.664
solve	datrys	0.656	0.530	0.688
solvency	solfedd	0.604	0.296	0.605
solvent	toddydd	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatig	0.438	0.406	0.444
somber	somber	0.184	0.500	0.380
some anticipation	rhywfaint o ragweld	0.423	0.482	0.472
some disgust	rhywfaint o warth	0.094	0.657	0.321
some surprise	rhywfaint o syndod	0.827	0.849	0.500
some trust	rhywfaint o ymddiriedaeth	0.594	0.451	0.547
somersault	somersault	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	braidd yn negyddol	0.208	0.480	0.150
somewhat positive	braidd yn gadarnhaol	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	mab	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	cân	0.854	0.413	0.500
songwriter	ysgrifennwr cân	0.844	0.558	0.713
sonic	sonig	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonnet	0.718	0.294	0.404
sonorous	yn swnllyd	0.646	0.580	0.442
soot	huddygl	0.375	0.328	0.292
soothe	sownd	0.817	0.194	0.412
soothing	lliniaru	0.625	0.179	0.519
sophisticated	soffistigedig	0.865	0.481	0.845
sophistication	soffistigedigaeth	0.792	0.472	0.704
sophomore	sophomore	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	soppy	0.510	0.355	0.297
soprano	soprano	0.552	0.550	0.685
sorcerer	chwiliwr	0.377	0.633	0.632
sorcery	chwilfrydedd	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	galar	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	sorely	0.284	0.727	0.370
soreness	dolur	0.113	0.843	0.302
sorghum	sorghum	0.469	0.358	0.420
sorority	sorordeb	0.635	0.637	0.627
sorrow	tristwch	0.052	0.235	0.164
sorrowful	yn dristus	0.049	0.422	0.163
sorry	Mae'n ddrwg gennyf	0.406	0.362	0.212
sort	didoli	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	didoli	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	yn soscared	0.229	0.652	0.319
soscary	sboscari	0.301	0.660	0.414
soslow	soslow	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	NO TRANSLATION	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	enaid	0.770	0.220	0.510
soulful	enaid	0.755	0.331	0.500
soulless	anaml	0.125	0.591	0.400
soulmate	enaid	0.890	0.500	0.628
sound	sain	0.765	0.623	0.398
sounding	swnio	0.690	0.500	0.558
soundness	cadernid	0.780	0.377	0.893
soundproof	di-dor	0.490	0.390	0.409
soundtrack	trac sain	0.630	0.559	0.518
soup	cawl	0.602	0.245	0.269
sour	sur	0.276	0.594	0.373
source	ffynhonnell	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	i'r de	0.562	0.265	0.429
southbound	i'r de	0.510	0.370	0.395
southeast	ddwyrain	0.510	0.283	0.413
southern	deheuol	0.552	0.269	0.370
southpaw	southpaw	0.542	0.389	0.404
southwest	i'r de-orllewin	0.406	0.314	0.355
souvenir	cofroddion	0.844	0.311	0.466
sovereign	sofran	0.698	0.500	0.885
sovereignty	sofraniaeth	0.719	0.529	0.886
soviet	soviet	0.347	0.580	0.536
sow	hau	0.667	0.430	0.446
soy	soi	0.438	0.250	0.286
soy sauce	saws soî	0.573	0.382	0.318
soybean	ffa soia	0.521	0.250	0.293
spa	sba	0.622	0.151	0.386
space	gofod	0.800	0.317	0.573
spacecraft	llong ofod	0.646	0.698	0.680
spaceman	llewyrydd	0.688	0.577	0.848
spaceship	llong ofod	0.643	0.781	0.664
spacing	gofod	0.621	0.425	0.507
spacious	eang	0.880	0.365	0.557
spade	paw	0.469	0.667	0.529
spaghetti	sbageti	0.729	0.353	0.288
spam	sbam	0.188	0.354	0.304
spammers	sbamwyr	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	spank	0.112	0.882	0.642
spanking	rhychwantu	0.194	0.736	0.392
spar	spar	0.417	0.438	0.536
spare	sbâr	0.552	0.398	0.411
spareribs	spareribs	0.635	0.431	0.395
sparingly	anaml iawn	0.510	0.353	0.518
spark	chwistrell	0.688	0.745	0.529
sparkle	sgleinio	0.819	0.765	0.510
sparkling	ysgubol	0.700	0.418	0.598
sparkly	yn ysgubol	0.885	0.590	0.726
sparring	yn rhuthro	0.292	0.870	0.704
sparrow	geifr	0.583	0.460	0.327
sparse	yn fras	0.240	0.367	0.209
spasm	spasm	0.194	0.594	0.366
spastic	spastic	0.240	0.541	0.491
spat	ysbwriel	0.427	0.413	0.309
spatial	gofodol	0.604	0.625	0.645
spatter	ysbwriel	0.292	0.630	0.315
spatula	sbatwla	0.302	0.198	0.369
spawn	seinio	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	siaradwch	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	siaradwr	0.604	0.660	0.723
speakerphone	ffôn siaradwr	0.531	0.569	0.560
speaking	siarad	0.753	0.590	0.575
spear	ysgwydd	0.510	0.601	0.500
spec	spec	0.583	0.426	0.691
special	arbennig	0.844	0.602	0.730
specialist	arbenigol	0.760	0.562	0.877
speciality	arbenigedd	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	yn arbennig	0.847	0.398	0.714
specialty	arbenigedd	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	rhywogaeth	0.561	0.330	0.645
specific	yn benodol	0.656	0.388	0.691
specification	fanyleb	0.552	0.479	0.602
specify	nodwch	0.656	0.405	0.600
specimen	sbesimen	0.531	0.444	0.568
speck	darn	0.418	0.245	0.343
speckled	darn	0.449	0.263	0.254
specs	specs	0.540	0.398	0.618
spectacle	sbectol	0.812	0.745	0.762
spectacles	sbectol	0.816	0.775	0.648
spectacular	ysblennydd	0.947	0.740	0.887
spectator	gwyliwr	0.694	0.560	0.667
specter	sbectrwm	0.265	0.723	0.540
spectral	sbectol	0.430	0.667	0.500
spectrometer	sbectromedr	0.500	0.452	0.490
spectrophotometer	sbectroffotomedr	0.500	0.484	0.500
spectroscopy	sbectrosgopeg	0.470	0.541	0.570
spectrum	sbectrwm	0.312	0.700	0.527
speculate	dyfalu	0.398	0.602	0.553
speculation	dyfalu	0.325	0.683	0.394
speculative	hapfasnachol	0.276	0.591	0.464
speculum	sbeswl	0.417	0.469	0.433
speech	lleferydd	0.656	0.470	0.688
speechless	heb siarad	0.459	0.320	0.315
speed	cyflymder	0.719	0.849	0.658
speedboat	cwch cyflym	0.635	0.858	0.612
speedily	yn gyflym	0.688	0.740	0.665
speeding	cyflymu	0.438	0.908	0.645
speedometer	cyflymder	0.427	0.549	0.579
speedway	cyflymder	0.667	0.519	0.416
speedy	yn gyflym	0.625	0.625	0.793
spell	sillafu	0.385	0.380	0.368
spellbound	sillafu	0.531	0.647	0.387
spelling	sillafu	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	gwario	0.672	0.745	0.429
spender	gwarantwr	0.312	0.692	0.377
spending	gwario	0.333	0.556	0.330
spent	gwario	0.296	0.296	0.263
sperm	sberm	0.396	0.706	0.453
spew	ysbwriel	0.260	0.651	0.573
sphere	sffer	0.633	0.277	0.500
spherical	sfferig	0.550	0.308	0.500
sphincter	sffincter	0.347	0.633	0.375
sphinx	sffinx	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	sbeis	0.594	0.439	0.384
spicy	sbeislyd	0.440	0.733	0.610
spider	pry cop	0.229	0.569	0.430
spiders	pryfed cop	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	spigot	0.380	0.346	0.423
spike	spike	0.382	0.510	0.408
spiked	ysbeidiol	0.281	0.613	0.407
spiky	spiky	0.284	0.657	0.587
spill	gollwng	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	sbin	0.551	0.422	0.345
spinach	sbigoglys	0.583	0.200	0.368
spinal	asgwrn cefn	0.312	0.491	0.296
spindle	rindyn	0.552	0.410	0.360
spine	asgwrn cefn	0.495	0.461	0.600
spineless	di-dor	0.344	0.387	0.321
spinner	ysbwriel	0.458	0.593	0.471
spinning	nyddu	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	spiny	0.167	0.639	0.528
spiral	troellog	0.490	0.624	0.361
spire	ysbwriel	0.354	0.358	0.389
spirit	ysbryd	0.786	0.370	0.621
spirited	ysbrydol	0.854	0.587	0.734
spirits	ysbrydion	0.583	0.847	0.545
spiritual	ysbrydol	0.938	0.327	0.564
spirituality	ysbrydolrwydd	0.865	0.281	0.667
spit	ysbwriel	0.149	0.545	0.436
spite	er gwaethaf	0.080	0.600	0.317
spiteful	yn ofnadwy	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	spittoon	0.276	0.426	0.280
splash	sblash	0.521	0.412	0.281
splat	splat	0.510	0.433	0.385
splatter	ysbwriel	0.312	0.596	0.352
spleen	gwenyn	0.448	0.255	0.396
splendid	yn wych	0.896	0.740	0.810
splendor	ysblander	0.927	0.612	0.850
splice	splice	0.386	0.460	0.377
spline	spline	0.490	0.398	0.407
splint	splint	0.179	0.400	0.343
splinter	ysbwriel	0.136	0.422	0.325
split	rhaniad	0.344	0.618	0.410
splitting	rhannu	0.188	0.598	0.375
splurge	ysbwriel	0.365	0.481	0.542
spoil	difetha	0.146	0.723	0.328
spoiler	spoiler	0.347	0.527	0.380
spoiling	difetha	0.135	0.678	0.306
spoils	difetha	0.388	0.760	0.481
spoke	siarad	0.635	0.433	0.483
spoken	siarad	0.551	0.363	0.545
spokesman	llefarydd	0.720	0.480	0.611
spokesperson	llefarydd	0.573	0.453	0.615
sponge	sbwng	0.551	0.192	0.219
spongy	sboniog	0.469	0.324	0.344
sponsor	noddwr	0.729	0.537	0.800
sponsorship	nawdd	0.854	0.608	0.696
spontaneity	ddigymelldeb	0.817	0.698	0.655
spontaneous	yn ddigymell	0.780	0.578	0.655
spoof	llawr	0.490	0.594	0.381
spook	ysbryd	0.327	0.887	0.322
spooky	arswydus	0.104	0.858	0.380
spool	ysbwriel	0.397	0.389	0.312
spoon	llwy	0.479	0.236	0.259
spoonful	llwybro	0.582	0.208	0.308
sporadic	yn ysbeidiol	0.333	0.394	0.500
spore	spore	0.480	0.408	0.231
sport	chwaraeon	0.865	0.700	0.657
sporting	chwaraeon	0.917	0.656	0.675
sports	chwaraeon	0.833	0.683	0.587
sports car	car chwaraeon	0.759	0.696	0.669
sportsman	chwaraeonwr	0.755	0.735	0.713
sportsmanship	chwaraeon chwaraeon	0.890	0.582	0.694
sportswriter	ysgrifennwr chwaraeon	0.760	0.551	0.566
sporty	chwaraeon	0.735	0.713	0.648
spot	spot	0.510	0.180	0.336
spotless	ddi-fwg	0.792	0.327	0.726
spotlight	goleuadau	0.688	0.353	0.519
spotted	gweld	0.354	0.472	0.295
spotter	gwarchodwr	0.542	0.491	0.644
spotty	ysbrydol	0.281	0.606	0.241
spousal	ysbwriel	0.656	0.582	0.632
spouse	priod	0.750	0.600	0.645
spout	brithyll	0.438	0.357	0.309
sprain	ysbwriel	0.063	0.580	0.384
sprawl	ysgythru	0.600	0.596	0.672
spray	chwistrell	0.438	0.410	0.333
spread	lledaenu	0.570	0.583	0.651
spreader	lledr	0.510	0.480	0.500
spree	ysbwriel	0.564	0.663	0.474
spring	gwanwyn	0.837	0.370	0.481
springtime	gwanwyn	0.837	0.439	0.722
sprinkle	chwistrellu	0.635	0.404	0.380
sprinkler	chwistrellu	0.510	0.434	0.473
sprinkling	chwistrellu	0.677	0.510	0.466
sprint	sbrint	0.549	0.649	0.528
sprite	ffynhonnell	0.561	0.438	0.625
sprout	ffynhonnell	0.582	0.565	0.443
spruce	sbriws	0.604	0.288	0.380
spud	sbwd	0.403	0.423	0.349
spunk	spunk	0.438	0.632	0.473
spunky	spunky	0.646	0.879	0.755
spur	ysbwriel	0.378	0.545	0.340
spurious	ysbrydol	0.178	0.480	0.343
spurred	ysbeidiol	0.562	0.684	0.472
spurt	ysbwriel	0.448	0.550	0.475
spy	ysbïwr	0.260	0.686	0.530
squabble	sgwbl	0.173	0.850	0.500
squad	sgwad	0.552	0.711	0.806
squadron	sgwadron	0.469	0.686	0.787
squall	sgwâr	0.191	0.833	0.655
squamous	squamous	0.344	0.446	0.418
squander	chwiliwch	0.240	0.755	0.529
square	sgwâr	0.509	0.340	0.291
squash	sboncen	0.531	0.667	0.410
squat	sgwatio	0.330	0.550	0.453
squatter	sgwatiwr	0.390	0.361	0.565
squaw	sgwâr	0.428	0.441	0.398
squawk	sgwisg	0.265	0.480	0.245
squeak	gwasgu	0.271	0.679	0.300
squeaky	squeaky	0.229	0.771	0.367
squeal	squeal	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	squeamish	0.176	0.656	0.453
squeeze	gwasgu	0.458	0.676	0.532
squeezing	gwasgu	0.260	0.598	0.557
squelch	sgwrsio	0.271	0.510	0.462
squid	sgwid	0.497	0.398	0.357
squint	sgwban	0.385	0.461	0.452
squire	sgwâr	0.479	0.459	0.710
squirm	sgwrsio	0.235	0.824	0.373
squirrel	wiwer	0.592	0.358	0.333
squirt	squirt	0.406	0.460	0.255
squish	sgwisg	0.260	0.788	0.481
squishy	yn ysgubol	0.516	0.333	0.307
stab	stab	0.167	0.882	0.595
stabbed	stabbed	0.031	0.875	0.431
stability	sefydlogrwydd	0.812	0.264	0.849
stabilize	sefydlogi	0.839	0.427	0.722
stabilizer	sefydlogwr	0.688	0.353	0.767
stable	sefydlog	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	stack	0.470	0.282	0.427
stadium	stadiwm	0.635	0.679	0.611
staff	staff	0.745	0.274	0.627
stag	stag	0.594	0.250	0.389
stage	cam	0.592	0.306	0.473
stagecoach	stagecoach	0.516	0.519	0.627
stagehand	stephand	0.420	0.684	0.555
stagger	stagger	0.531	0.620	0.458
staggering	yn syfrdanol	0.520	0.657	0.683
stagnant	stagnant	0.300	0.500	0.208
stagnation	marwolaeth	0.276	0.324	0.396
staid	sefyllfa	0.385	0.290	0.634
stain	staen	0.453	0.324	0.264
stained	wedi'i staenio	0.245	0.460	0.209
stainless	di-staen	0.594	0.329	0.618
stair	grisiau	0.375	0.354	0.345
staircase	grisiau	0.469	0.347	0.440
stairs	grisiau	0.510	0.439	0.342
stairway	grisiau	0.562	0.510	0.407
stairwell	grisiau	0.510	0.292	0.333
stake	rhan	0.406	0.608	0.460
stakeout	rhagarweiniol	0.344	0.546	0.600
stale	stale	0.235	0.461	0.286
stalemate	annisgwyl	0.296	0.354	0.267
stalk	stalk	0.436	0.272	0.395
stalker	stalker	0.177	0.930	0.639
stall	stondin	0.370	0.245	0.292
stallion	stondin	0.628	0.596	0.779
stalls	stondinau	0.582	0.378	0.451
stalwart	stalwart	0.812	0.430	0.691
stamina	stamina	0.664	0.694	0.877
stamp	stamp	0.438	0.327	0.441
stampede	stampio	0.235	0.875	0.683
stance	safiad	0.604	0.333	0.609
stand	sefyll	0.600	0.324	0.509
standard	safonol	0.673	0.143	0.605
standardize	safoni	0.684	0.353	0.729
standardized	wedi'i safoni	0.610	0.324	0.607
standby	wrth gefn	0.260	0.224	0.386
standing	sefyll	0.604	0.317	0.425
standoff	sefyll	0.333	0.840	0.558
standpoint	safbwynt	0.585	0.388	0.652
standstill	standstill	0.441	0.203	0.500
standup	sefyll i fyny	0.633	0.583	0.550
stanza	cyfnod	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	staple	0.542	0.306	0.438
stapler	stapler	0.370	0.264	0.394
star	seren	0.833	0.418	0.560
star fruit	ffrwyth seren	0.701	0.433	0.427
starboard	serenfwrdd	0.531	0.388	0.558
starch	starts	0.507	0.354	0.312
stardom	stardom	0.844	0.786	0.689
stardust	stardust	0.843	0.410	0.549
stare	sefyll	0.541	0.430	0.538
starfish	seren môr	0.680	0.320	0.421
stargazing	stargazing	0.802	0.461	0.709
staring	yn syfrdanu	0.542	0.306	0.423
stark	stark	0.330	0.630	0.577
starlet	seren	0.806	0.471	0.587
starlight	golau seren	0.908	0.368	0.611
starling	starling	0.500	0.490	0.514
starry	serennog	0.438	0.643	0.434
stars	sêr	0.796	0.521	0.484
starship	sêr	0.740	0.719	0.704
start	dechrau	0.684	0.430	0.589
starter	dechrau	0.667	0.461	0.827
startle	brysur	0.276	0.817	0.417
startled	yn synnu	0.333	0.865	0.526
startling	syfrdanol	0.750	0.768	0.830
starvation	ynfyd	0.240	0.592	0.284
starve	llyfn	0.073	0.729	0.402
starved	wedi llofruddio	0.097	0.689	0.219
starving	halogi	0.163	0.670	0.336
stash	stash	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	wladwriaeth	0.562	0.320	0.604
stately	yn ddirgel	0.830	0.728	0.915
statement	datganiad	0.688	0.608	0.825
stateroom	stateroom	0.653	0.380	0.441
stateside	wladwriaeth	0.643	0.480	0.708
statesman	dynodwr	0.510	0.490	0.736
static	statig	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	ystadegau	0.542	0.290	0.527
station	gorsaf	0.688	0.367	0.519
stationary	stondin	0.408	0.240	0.484
stationery	deunydd ysgrifennu	0.570	0.120	0.455
statistic	ystadegyn	0.508	0.420	0.609
statistical	ystadegol	0.714	0.353	0.627
statistician	ystadegydd	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	statwari	0.561	0.281	0.500
statue	cerflun	0.542	0.153	0.570
statuette	ystadegol	0.677	0.433	0.518
stature	statws	0.470	0.353	0.664
status	statws	0.658	0.377	0.588
statute	statud	0.592	0.330	0.673
statutory	statudol	0.510	0.376	0.539
staunch	yn syfrdanol	0.480	0.363	0.833
stave	stave	0.417	0.333	0.424
stay	aros	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	arhosodd	0.497	0.270	0.395
stays	yn aros	0.633	0.363	0.564
stead	cyson	0.551	0.214	0.510
steadfast	yn gadarn	0.771	0.433	0.800
steady	cyson	0.680	0.186	0.763
steak	stêc	0.625	0.359	0.315
steakhouse	stacdy	0.802	0.379	0.547
steal	dwyn	0.021	0.856	0.528
stealing	dwyn	0.086	0.913	0.455
stealth	llym	0.520	0.270	0.452
stealthily	yn llym	0.763	0.294	0.458
stealthy	yn llym	0.380	0.363	0.534
steam	stêm	0.469	0.413	0.421
steamboat	steamat	0.708	0.500	0.633
steamer	stêm	0.510	0.442	0.528
steaming	stemio	0.592	0.553	0.402
steamroller	steamroller	0.396	0.567	0.667
steamship	stamio	0.469	0.490	0.569
steamy	steamy	0.479	0.538	0.445
steel	dur	0.521	0.420	0.714
steep	serth	0.312	0.612	0.321
steeple	steeple	0.625	0.519	0.500
steer	llywio	0.469	0.490	0.527
steering	llywio	0.580	0.431	0.660
stellar	stellar	0.796	0.580	0.769
stem	cas	0.615	0.191	0.336
stench	stench	0.104	0.570	0.298
stencil	stensil	0.500	0.327	0.421
stenographer	genenograffydd	0.510	0.408	0.589
step	cam	0.531	0.321	0.347
stepdaughter	merch ferch	0.510	0.510	0.432
stepfather	llys-tad	0.396	0.491	0.611
stepmother	llysfedd	0.427	0.530	0.484
steppe	steppe	0.427	0.321	0.379
steps	camau	0.511	0.349	0.373
stepson	stepson	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereosgopig	0.363	0.417	0.574
stereotype	stereoteip	0.151	0.422	0.612
stereotyped	stereoteipio	0.375	0.510	0.436
sterile	anffafriol	0.302	0.471	0.291
sterility	anhwylderau	0.201	0.519	0.414
sterilize	sterileiddio	0.406	0.510	0.520
sterling	sterling	0.529	0.481	0.615
stern	braidd	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	steroid	0.360	0.706	0.681
stethoscope	stethosgop	0.427	0.377	0.490
stew	stew	0.667	0.373	0.250
steward	stiward	0.633	0.238	0.550
stewardess	stiwardes	0.625	0.491	0.491
stewardship	stiwardiaeth	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	ffoniwch	0.396	0.364	0.382
sticker	sticer	0.583	0.306	0.346
sticking	glynu	0.486	0.425	0.356
stickler	sticer	0.385	0.471	0.417
stickup	gludiog	0.453	0.537	0.434
sticky	gludiog	0.385	0.569	0.292
stiff	stiff	0.158	0.459	0.569
stiffen	stiffen	0.360	0.582	0.719
stiffness	stiffrwydd	0.323	0.500	0.657
stifle	stifle	0.240	0.764	0.427
stifled	stifled	0.229	0.731	0.193
stifling	stifling	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	marw-enedigaeth	0.092	0.809	0.291
stillborn	marw-anedig	0.271	0.519	0.337
stillness	parhad	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	stilts	0.439	0.577	0.300
stimulant	symbylydd	0.441	0.794	0.745
stimulate	ysgogi	0.792	0.798	0.754
stimulating	ysgogol	0.740	0.804	0.809
stimulation	ysgogiad	0.708	0.821	0.702
stimulus	ysgogiad	0.771	0.779	0.750
sting	plymio	0.163	0.651	0.373
stinger	stinger	0.279	0.625	0.508
stinging	plymio	0.260	0.730	0.459
stingy	stingy	0.094	0.548	0.283
stink	stink	0.042	0.481	0.180
stinker	stinker	0.163	0.567	0.275
stinking	ysgubol	0.041	0.657	0.264
stinky	stinky	0.092	0.558	0.176
stint	amseroedd	0.490	0.326	0.342
stipend	stipend	0.604	0.546	0.614
stipulate	yn nodi	0.570	0.546	0.623
stipulation	pennu	0.469	0.622	0.654
stir	droi	0.448	0.773	0.453
stirring	yn troi	0.582	0.702	0.558
stitch	pwyth	0.306	0.538	0.357
stitching	pwytho	0.510	0.382	0.345
stock	stoc	0.594	0.418	0.407
stockade	stocfa	0.375	0.402	0.500
stockbroker	brocer stoc	0.417	0.676	0.802
stockholder	deiliad stoc	0.573	0.625	0.716
stocking	stocio	0.594	0.324	0.688
stockings	stociau	0.458	0.365	0.382
stockpile	stoc stoc	0.542	0.315	0.425
stockroom	ystafell stoc	0.562	0.312	0.406
stocks	stociau	0.573	0.598	0.586
stoic	dwyn	0.427	0.473	0.602
stole	dwyn	0.135	0.760	0.384
stolen	wedi'i ddwyn	0.156	0.646	0.308
stomach	stumog	0.367	0.402	0.438
stomachache	stomachache	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	stomped	0.229	0.684	0.406
stone	carreg	0.216	0.183	0.561
stoned	golchi	0.177	0.796	0.375
stonewall	Stonewall	0.337	0.457	0.655
stoneware	cerrig	0.458	0.300	0.443
stony	yn wyllt	0.356	0.494	0.525
stooge	stooge	0.438	0.406	0.163
stool	stôl	0.448	0.269	0.302
stools	carthion	0.459	0.382	0.327
stoop	pwyso	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	stopio	0.280	0.510	0.490
stopover	cwympo	0.531	0.327	0.575
stoppage	stopio	0.224	0.491	0.445
stopper	stopiwr	0.365	0.336	0.390
stopping	stopio	0.388	0.382	0.473
stopwatch	stopwatch	0.469	0.521	0.482
storage	storio	0.698	0.406	0.564
store	storio	0.646	0.538	0.407
storefront	storfa	0.580	0.217	0.457
storehouse	storfa	0.570	0.250	0.491
storeroom	storfa	0.560	0.217	0.588
storing	storio	0.630	0.378	0.548
storm	storm	0.188	0.940	0.543
storming	yn rhyfeddu	0.265	0.910	0.669
