Word	Catalan-ca	Valence	Arousal	Dominance
readjustment	reajustament	0.560	0.563	0.510
readout	llegir	0.590	0.250	0.518
ready	llest	0.770	0.388	0.648
readytogo	llest per anar	0.667	0.654	0.578
reaffirm	reafirmar	0.750	0.559	0.654
reagent	reactiu	0.385	0.698	0.642
real	real	0.719	0.510	0.717
realism	realisme	0.740	0.545	0.670
realist	realista	0.720	0.572	0.809
realistic	realista	0.700	0.520	0.783
reality	realitat	0.786	0.365	0.787
realization	realització	0.554	0.510	0.836
realize	adonar-se	0.757	0.462	0.647
realm	reialme	0.708	0.509	0.878
realtor	agent de béns arrels	0.429	0.471	0.582
realty	Realty	0.633	0.471	0.648
ream	ream	0.490	0.173	0.346
reap	collir	0.677	0.422	0.623
reaper	segador	0.340	0.565	0.464
reappear	tornar a aparèixer	0.688	0.625	0.632
rear	darrere	0.459	0.520	0.284
rearrange	reordenar	0.656	0.510	0.729
rearrangement	reordenació	0.542	0.527	0.769
reason	raó	0.781	0.455	0.712
reasonable	raonable	0.902	0.337	0.726
reasonableness	raonabilitat	0.729	0.448	0.665
reasoning	raonament	0.729	0.365	0.729
reasons	raons	0.583	0.460	0.571
reassemble	tornar a muntar	0.552	0.540	0.589
reassign	reassignar	0.359	0.490	0.559
reassignment	reassignació	0.551	0.480	0.415
reassurance	tranquil·litat	0.875	0.127	0.593
reassure	tranquil·litzar	0.837	0.306	0.630
reassured	tranquil·litat	0.854	0.186	0.519
reassuring	tranquil·litzador	0.847	0.308	0.691
rebate	descompte	0.667	0.569	0.510
rebel	rebel	0.235	0.830	0.555
rebellion	rebel·lió	0.245	0.843	0.746
rebellious	rebel	0.344	0.880	0.663
rebels	rebels	0.135	0.860	0.609
rebirth	renaixement	0.781	0.712	0.780
reboot	reiniciar	0.673	0.577	0.519
reborn	renéixer	0.802	0.618	0.737
rebound	rebot	0.521	0.480	0.506
rebuild	reconstruir	0.656	0.557	0.519
rebuke	reprensió	0.115	0.677	0.429
rebut	Rebut	0.154	0.519	0.573
rebuttal	refutació	0.312	0.690	0.540
recalcitrant	recalcitrant	0.357	0.624	0.580
recall	recordar	0.583	0.351	0.525
recant	recant	0.333	0.575	0.482
recap	recapitular	0.602	0.578	0.667
recapture	recaptura	0.333	0.656	0.658
recast	refosa	0.367	0.481	0.500
recede	retrocedir	0.231	0.449	0.245
receding	retrocedint	0.224	0.418	0.333
receipt	rebut	0.542	0.230	0.415
receipts	rebuts	0.320	0.333	0.381
receive	rebre	0.740	0.462	0.551
received	rebut	0.646	0.436	0.561
receiver	receptor	0.583	0.464	0.586
receiving	rebent	0.719	0.562	0.623
recent	recent	0.592	0.365	0.589
receptacle	receptacle	0.500	0.451	0.426
reception	recepció	0.694	0.375	0.567
receptionist	recepcionista	0.677	0.430	0.385
receptive	receptiva	0.729	0.519	0.639
receptor	receptor	0.417	0.360	0.510
recess	recés	0.646	0.510	0.367
recesses	recessos	0.367	0.470	0.379
recession	recessió	0.368	0.398	0.373
recharge	recarrega	0.584	0.702	0.664
recheck	tornar a comprovar	0.440	0.490	0.529
recherche	NO TRANSLATION	0.458	0.490	0.363
recidivism	reincidència	0.245	0.520	0.558
recipe	recepta	0.698	0.271	0.415
recipient	destinatari	0.604	0.324	0.679
reciprocal	recíproc	0.677	0.520	0.660
reciprocate	recíprocament	0.760	0.460	0.618
reciprocity	reciprocitat	0.740	0.673	0.556
recital	recital	0.838	0.440	0.572
recitation	recitació	0.708	0.519	0.462
recite	recitar	0.688	0.398	0.453
reckless	imprudent	0.262	0.788	0.279
recklessness	imprudència	0.292	0.763	0.380
reckon	comptes	0.643	0.420	0.472
reckoning	comptes	0.418	0.622	0.532
reclaim	recuperar	0.469	0.724	0.648
reclamation	reclamació	0.573	0.750	0.548
recline	reclinada	0.460	0.404	0.418
reclining	reclinable	0.448	0.312	0.317
recluse	reclusa	0.240	0.490	0.446
recognition	reconeixement	0.833	0.587	0.726
recognizable	reconegut	0.625	0.400	0.609
recognize	reconèixer	0.760	0.315	0.600
recognized	reconegut	0.875	0.458	0.786
recoil	retrocés	0.089	0.429	0.259
recollect	recordeu	0.688	0.491	0.602
recollection	record	0.722	0.337	0.566
recombinant	recombinant	0.561	0.519	0.463
recombination	recombinació	0.510	0.492	0.602
recommend	recomano	0.812	0.439	0.672
recommendation	recomanació	0.912	0.388	0.664
recompense	recompensa	0.844	0.620	0.853
recon	recon	0.500	0.447	0.400
reconcile	reconciliar	0.760	0.470	0.625
reconciliation	reconciliació	0.896	0.570	0.604
reconfigure	reconfigurar	0.429	0.500	0.658
reconnaissance	reconeixement	0.729	0.604	0.712
reconnect	torna a connectar	0.630	0.548	0.667
reconsider	reconsiderar	0.448	0.442	0.582
reconsideration	reconsideració	0.531	0.459	0.611
reconstitution	reconstitució	0.587	0.461	0.783
reconstruct	reconstruir	0.740	0.618	0.718
reconstruction	reconstrucció	0.625	0.719	0.667
reconstructive	reconstructiva	0.596	0.444	0.722
reconvene	tornar a convocar	0.490	0.529	0.560
record	registre	0.552	0.421	0.500
recorder	gravadora	0.551	0.374	0.481
recording	enregistrament	0.573	0.537	0.474
recount	recompte	0.479	0.402	0.509
recoup	recuperació	0.719	0.422	0.575
recourse	recurs	0.402	0.337	0.598
recover	recuperar	0.918	0.510	0.647
recoverable	recuperable	0.780	0.388	0.709
recovery	recuperació	0.781	0.402	0.737
recreate	recrear	0.724	0.545	0.616
recreation	recreació	0.909	0.632	0.660
recreational	recreatiu	0.896	0.686	0.479
recruit	reclutar	0.551	0.654	0.633
recruiter	reclutador	0.662	0.630	0.690
recruiting	reclutament	0.448	0.787	0.693
recruitment	reclutament	0.479	0.645	0.591
recruits	reclutes	0.396	0.653	0.593
rectal	rectal	0.344	0.618	0.410
rectangle	rectangle	0.479	0.225	0.438
rectangular	rectangular	0.438	0.240	0.307
rectification	rectificació	0.449	0.560	0.695
rectify	rectificar	0.625	0.480	0.634
rector	rector	0.458	0.406	0.862
rectory	rectoria	0.490	0.373	0.704
rectum	recte	0.438	0.443	0.491
recumbent	reclinat	0.429	0.370	0.352
recuperation	recuperació	0.688	0.418	0.500
recur	es repeteix	0.479	0.500	0.416
recurrence	recurrència	0.490	0.538	0.615
recurrent	recurrent	0.552	0.500	0.561
recurring	recurrent	0.370	0.560	0.445
recursion	recursió	0.312	0.580	0.543
recursive	recursiu	0.459	0.590	0.561
recursively	recursivament	0.427	0.519	0.618
recycle	reciclar	0.521	0.392	0.526
recycled	reciclat	0.561	0.316	0.409
recycling	reciclatge	0.552	0.320	0.509
red	vermell	0.427	0.385	0.377
reddish	vermellós	0.521	0.337	0.328
redecorate	Redecorar	0.602	0.444	0.490
redeem	redimir	0.633	0.469	0.491
redeemed	redimit	0.625	0.378	0.434
redemption	redempció	0.376	0.408	0.545
redesign	redisseny	0.622	0.460	0.396
redhead	pèl-roja	0.677	0.549	0.518
redheaded	pèl-roja	0.510	0.520	0.428
redirect	redirigir	0.469	0.360	0.648
redneck	camp ací	0.401	0.500	0.348
redness	enrogiment	0.151	0.470	0.417
redo	tornar a fer	0.481	0.500	0.535
redress	reparació	0.677	0.558	0.649
reduce	reduir	0.219	0.304	0.336
reduced	reduït	0.229	0.365	0.204
reduction	reducció	0.365	0.382	0.240
redundancy	redundància	0.316	0.262	0.589
redundant	redundant	0.210	0.500	0.527
redwood	sequoia	0.592	0.350	0.443
reed	canya	0.490	0.350	0.307
reef	arrecife	0.583	0.490	0.456
reefer	reefer	0.500	0.453	0.421
reefs	esculls	0.531	0.471	0.455
reek	reek	0.177	0.480	0.311
reel	bobina	0.449	0.332	0.395
reelection	reelecció	0.541	0.673	0.681
reeling	estrenyent	0.327	0.542	0.267
reenactment	recreació	0.771	0.592	0.768
reentry	tornar a entrar	0.604	0.449	0.500
reestablish	restablir	0.635	0.490	0.692
ref	ref	0.469	0.380	0.368
refer	ref	0.506	0.358	0.558
referee	àrbitre	0.531	0.644	0.778
reference	referència	0.633	0.312	0.595
referendum	referèndum	0.510	0.469	0.643
referral	referència	0.694	0.314	0.603
refill	recàrrega	0.670	0.400	0.464
refine	refinar	0.653	0.460	0.640
refined	refinat	0.850	0.430	0.653
refinement	refinament	0.719	0.387	0.709
refinery	refineria	0.646	0.444	0.565
refining	refinat	0.694	0.466	0.664
refit	refit	0.500	0.577	0.506
reflect	reflecteixen	0.698	0.342	0.472
reflecting	reflectint	0.590	0.408	0.471
reflection	reflexió	0.710	0.500	0.528
reflective	reflexiva	0.656	0.292	0.735
reflector	reflector	0.479	0.510	0.500
reflex	reflex	0.583	0.460	0.538
reflux	reflux	0.281	0.559	0.347
reform	reforma	0.531	0.490	0.797
reformation	reforma	0.809	0.500	0.558
reformer	reformador	0.562	0.569	0.905
refraction	refracció	0.388	0.471	0.526
refractor	refractor	0.510	0.541	0.433
refractory	refractari	0.520	0.357	0.588
refrain	abstenir-se	0.314	0.373	0.277
refraining	estrenyent	0.418	0.453	0.404
refresh	actualització	0.719	0.640	0.689
refreshed	actualitzat	0.910	0.377	0.480
refreshing	refrescant	0.936	0.520	0.571
refreshment	refresc	0.667	0.410	0.352
refrigerate	refrigerar	0.635	0.357	0.457
refrigeration	refrigeració	0.735	0.392	0.500
refrigerator	nevera	0.677	0.260	0.391
refuel	repostatge	0.592	0.445	0.500
refuge	refugi	0.640	0.238	0.481
refugee	refugiat	0.379	0.607	0.327
refund	reemborsament	0.541	0.528	0.430
refurbish	reformar	0.656	0.633	0.541
refusal	negativa	0.052	0.610	0.321
refuse	refuse	0.180	0.520	0.331
refused	es va negar	0.163	0.475	0.188
refusing	refusant	0.143	0.670	0.203
refutation	refutació	0.312	0.726	0.566
refute	refutar	0.312	0.731	0.583
regain	recuperar	0.729	0.520	0.759
regal	regal	0.643	0.459	0.556
regalia	Regalia	0.760	0.441	0.556
regard	respecte	0.802	0.336	0.809
regatta	regata	0.740	0.471	0.435
regency	regència	0.520	0.472	0.630
regenerate	regenerar	0.782	0.607	0.767
regeneration	regeneració	0.760	0.640	0.845
regent	regent	0.680	0.529	0.675
reggae	reggae	0.698	0.520	0.500
regime	règim	0.290	0.668	0.773
regimen	règim	0.428	0.538	0.840
regiment	regiment	0.469	0.722	0.755
regimental	regimental	0.292	0.637	0.817
region	regió	0.540	0.295	0.712
regional	regional	0.620	0.400	0.607
regionalism	regionalisme	0.640	0.500	0.773
register	registreu-vos	0.490	0.412	0.654
registrar	registrador	0.599	0.537	0.574
registration	registre	0.622	0.396	0.574
registry	registre	0.573	0.320	0.583
regress	tornada	0.255	0.442	0.300
regression	regressió	0.312	0.500	0.324
regressive	regressiu	0.302	0.434	0.363
regret	lamenta	0.230	0.623	0.331
regretful	lamentable	0.167	0.480	0.188
regrettable	lamentable	0.104	0.374	0.245
regretted	lamentat	0.352	0.540	0.368
regretting	lamentant	0.255	0.567	0.273
regroup	reagrupar	0.633	0.602	0.797
regular	regular	0.435	0.188	0.558
regularity	regularitat	0.663	0.337	0.585
regulars	regulars	0.729	0.327	0.508
regulate	regular	0.510	0.275	0.481
regulated	regulat	0.531	0.269	0.483
regulation	regulació	0.542	0.425	0.667
regulator	regulador	0.500	0.336	0.668
regulatory	regulador	0.531	0.448	0.528
regurgitation	regurgitació	0.160	0.647	0.315
rehab	rehabilitació	0.531	0.450	0.593
rehabilitate	rehabilitar	0.671	0.538	0.642
rehabilitation	rehabilitació	0.406	0.528	0.606
rehash	rehash	0.405	0.451	0.403
rehearsal	assaig	0.667	0.470	0.500
rehearse	assajar	0.588	0.622	0.500
reign	regnar	0.806	0.567	0.873
reigning	regnant	0.677	0.632	0.870
reimburse	reemborsar	0.680	0.418	0.527
reimbursement	reemborsament	0.653	0.610	0.567
rein	regna	0.500	0.357	0.438
reincarnation	reencarnació	0.786	0.747	0.676
reindeer	rens	0.592	0.336	0.396
reinforce	reforçar	0.604	0.583	0.760
reinforcement	reforç	0.729	0.702	0.902
reinforcements	reforços	0.646	0.719	0.875
reins	riqueses	0.480	0.448	0.545
reinstall	torneu a instal·lar	0.458	0.500	0.745
reinstate	restablir	0.760	0.551	0.596
reinstatement	reintegrament	0.729	0.521	0.707
reinvest	reinvertir	0.570	0.627	0.763
reinvestment	reinversió	0.582	0.622	0.782
reiterate	reiterar	0.422	0.451	0.655
reject	rebutjar	0.060	0.647	0.370
rejected	rebutjada	0.102	0.480	0.250
rejection	rebuig	0.080	0.704	0.330
rejects	rebutja	0.083	0.637	0.422
rejoice	alegra't	0.827	0.650	0.698
rejoicing	alegria	0.811	0.637	0.592
rejoin	tornar a unir	0.655	0.548	0.556
rejuvenate	rejovenir	0.776	0.588	0.767
rejuvenated	rejovenit	0.809	0.673	0.700
rekindle	torna a créixer	0.656	0.520	0.788
relapse	recidiva	0.173	0.460	0.303
relate	relacionar-se	0.653	0.500	0.623
related	relacionat	0.677	0.365	0.519
relation	relació	0.857	0.604	0.625
relationship	relació	0.867	0.566	0.589
relative	familiar	0.500	0.378	0.386
relativity	relativitat	0.594	0.393	0.615
relax	relax	0.927	0.250	0.375
relaxant	relaxant	0.878	0.087	0.357
relaxation	relaxació	0.873	0.161	0.381
relaxed	relaxat	0.865	0.090	0.382
relaxing	relaxant	0.854	0.157	0.475
relay	relé	0.738	0.542	0.543
release	alliberament	0.740	0.606	0.741
released	alliberat	0.844	0.490	0.651
relegation	relegació	0.375	0.500	0.434
relentless	implacable	0.333	0.713	0.904
relevance	pertinença	0.710	0.599	0.791
relevancy	rellevància	0.724	0.481	0.673
relevant	rellevant	0.719	0.608	0.764
reliability	fiabilitat	0.917	0.380	0.696
reliable	fiable	0.912	0.241	0.875
reliance	confiança	0.844	0.431	0.853
relic	relíquia	0.646	0.452	0.591
relics	relíquies	0.719	0.580	0.579
relief	alleujament	0.844	0.278	0.481
relieve	alleujar	0.813	0.183	0.536
relieved	alleujat	0.896	0.314	0.391
relieving	alleujament	0.740	0.255	0.455
relight	Relight	0.560	0.588	0.519
religion	religió	0.646	0.320	0.755
religious	religiosa	0.740	0.238	0.696
relinquish	renunciar	0.265	0.606	0.286
relish	gaudeix	0.854	0.610	0.632
relive	reviure	0.750	0.650	0.693
reload	recarregar	0.562	0.611	0.571
relocate	reubicar	0.500	0.594	0.640
relocation	reubicació	0.396	0.500	0.475
reluctance	reticència	0.240	0.606	0.373
reluctant	reticent	0.292	0.630	0.432
rely	confieu	0.812	0.429	0.616
remain	romanen	0.709	0.365	0.731
remainder	resta	0.398	0.357	0.324
remaining	romanent	0.449	0.290	0.296
remains	queda	0.610	0.240	0.565
remake	remake	0.583	0.488	0.642
remand	reclam	0.245	0.446	0.318
remark	observació	0.561	0.325	0.716
remarkable	notable	0.880	0.573	0.720
remarkably	notablement	0.688	0.618	0.868
remarry	tornar a casar-se	0.653	0.791	0.540
rematch	revenja	0.469	0.798	0.627
remedial	remei	0.369	0.418	0.509
remedy	remei	0.625	0.283	0.491
remember	recorda	0.776	0.422	0.454
remembered	recordat	0.916	0.333	0.588
remembering	recordant	0.535	0.386	0.509
remembrance	record	0.812	0.250	0.519
remind	recorda	0.721	0.415	0.563
reminder	recordatori	0.552	0.423	0.589
reminisce	recorda	0.903	0.490	0.363
reminiscent	que recorda	0.500	0.481	0.611
reminiscing	recordant	0.688	0.431	0.418
remiss	remiss	0.190	0.650	0.325
remission	remissió	0.418	0.330	0.518
remit	remit	0.510	0.509	0.473
remittance	remesa	0.684	0.479	0.454
remnant	romanent	0.367	0.312	0.388
remodel	remodelació	0.604	0.647	0.693
remorse	remordiment	0.103	0.673	0.377
remorseful	remordedor	0.347	0.429	0.250
remote	remot	0.458	0.333	0.477
remoteness	llunyania	0.323	0.510	0.339
removal	eliminació	0.245	0.540	0.368
remove	eliminar	0.292	0.539	0.472
remover	removedor	0.337	0.443	0.526
remuneration	remuneració	0.792	0.760	0.607
renaissance	renaixement	0.771	0.670	0.767
renal	renal	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	representar	0.541	0.395	0.448
rendering	representació	0.531	0.434	0.667
rendezvous	trobada	0.750	0.490	0.658
rendition	lliurament	0.417	0.360	0.398
renegade	renegat	0.140	0.640	0.509
renegotiate	renegociar	0.580	0.702	0.708
renew	renovar	0.868	0.481	0.713
renewal	renovació	0.770	0.710	0.672
renounce	renunciar	0.156	0.490	0.552
renovate	renovar	0.878	0.549	0.755
renovated	renovat	0.783	0.406	0.657
renovation	renovació	0.816	0.590	0.779
renown	fama	0.693	0.475	0.693
renowned	reconegut	0.844	0.481	0.697
rent	llogar	0.344	0.429	0.446
rental	lloguer	0.510	0.370	0.308
renter	inquilí	0.590	0.301	0.371
renunciation	renúncia	0.260	0.578	0.336
reopen	tornar a obrir	0.656	0.528	0.568
reorganization	reorganització	0.622	0.587	0.754
reorganize	reorganitzar	0.667	0.590	0.722
rep	rep	0.520	0.510	0.640
repaint	repintar	0.622	0.382	0.308
repair	reparació	0.583	0.460	0.589
repairman	reparador	0.582	0.426	0.707
reparation	reparació	0.531	0.615	0.732
repay	pagar	0.469	0.632	0.592
repayment	reemborsament	0.479	0.490	0.474
repeal	derogació	0.260	0.480	0.482
repeat	repetir	0.490	0.529	0.552
repeated	repetit	0.429	0.472	0.314
repeatedly	repetidament	0.479	0.575	0.500
repeater	repetidor	0.479	0.426	0.430
repel	repel·lir	0.224	0.620	0.441
repellant	repellant	0.292	0.620	0.426
repellent	repel·lent	0.286	0.500	0.491
repelling	repel·lint	0.184	0.633	0.429
repent	penedit	0.449	0.422	0.386
repentance	penediment	0.417	0.604	0.324
repentant	penedit	0.326	0.500	0.200
repertoire	repertori	0.633	0.594	0.667
repertory	repertori	0.562	0.473	0.528
repetition	repetició	0.375	0.519	0.396
repetitive	repetitiu	0.320	0.438	0.362
rephrase	reescriure	0.547	0.451	0.549
replace	reemplaçar	0.417	0.520	0.500
replacement	reemplaçament	0.385	0.519	0.500
replay	repetició	0.612	0.522	0.761
replenish	reposar	0.615	0.336	0.689
replete	replet	0.552	0.497	0.670
replica	rèplica	0.480	0.520	0.493
replicate	replicar	0.480	0.630	0.585
replication	replicació	0.342	0.618	0.510
reply	respon	0.762	0.290	0.596
report	informe	0.583	0.444	0.575
reported	reportat	0.418	0.442	0.567
reporter	periodista	0.531	0.550	0.604
repose	repòs	0.469	0.100	0.330
reposition	reposicionament	0.408	0.529	0.509
repository	dipòsit	0.406	0.396	0.500
repossess	recuperació	0.418	0.667	0.552
reprehensible	reprensible	0.316	0.569	0.351
represent	representar	0.781	0.433	0.861
representation	representació	0.677	0.542	0.750
representative	representant	0.704	0.366	0.694
represented	representat	0.724	0.444	0.688
representing	representant	0.796	0.464	0.833
repress	reprimir	0.208	0.612	0.536
repressed	reprimit	0.188	0.337	0.311
repression	repressió	0.214	0.764	0.481
reprieve	reprimiu	0.531	0.471	0.574
reprimand	reprimenda	0.153	0.528	0.465
reprint	reimpressió	0.510	0.449	0.527
reprisal	represàlia	0.125	0.788	0.545
reprise	reprise	0.459	0.500	0.464
reproach	retret	0.240	0.755	0.384
reproduce	reproduir	0.823	0.622	0.760
reproduction	reproducció	0.800	0.736	0.713
reproductive	reproductiva	0.770	0.604	0.856
reprogram	Reprogramar	0.519	0.404	0.557
reptile	rèptil	0.350	0.566	0.365
republic	República	0.635	0.340	0.830
republican	republicà	0.398	0.551	0.664
repudiation	repudi	0.167	0.686	0.274
repugnance	repugnància	0.062	0.684	0.425
repugnant	repugnant	0.061	0.735	0.453
repulsion	repulsió	0.247	0.673	0.353
repulsive	repulsiu	0.146	0.775	0.425
repurchase	recompra	0.531	0.592	0.557
reputable	reputable	0.781	0.462	0.919
reputation	reputació	0.740	0.542	0.721
repute	reputació	0.729	0.500	0.702
reputed	reputat	0.439	0.528	0.627
request	sol·licitud	0.625	0.471	0.618
requiem	requiem	0.475	0.382	0.426
require	requereixen	0.398	0.439	0.560
required	obligatori	0.583	0.509	0.700
requirement	requeriment	0.510	0.439	0.728
requisite	requisit	0.448	0.363	0.609
requisition	requeriment	0.478	0.510	0.649
reread	rellegir	0.448	0.377	0.492
reroute	reroute	0.540	0.598	0.598
rerun	torna a executar	0.333	0.620	0.529
reschedule	reprogramar	0.438	0.422	0.537
rescind	rescindir	0.347	0.380	0.391
rescission	rescisió	0.333	0.529	0.360
rescue	rescatar	0.806	0.926	0.850
research	recerca	0.633	0.663	0.741
researcher	investigador	0.569	0.510	0.857
resection	resecció	0.375	0.482	0.500
resemblance	semblant	0.743	0.216	0.570
resemble	s'assemblen	0.602	0.388	0.463
resembling	s'assembla	0.592	0.250	0.529
resent	ressentir	0.073	0.553	0.163
resentful	ressentit	0.120	0.608	0.324
resentment	ressentiment	0.163	0.745	0.528
reservation	reserva	0.688	0.343	0.561
reserve	reserva	0.585	0.289	0.589
reserved	reservat	0.594	0.316	0.583
reserves	reserves	0.653	0.363	0.520
reservoir	embassament	0.531	0.276	0.462
reset	reset	0.490	0.450	0.574
reside	resideix	0.451	0.440	0.455
residence	residència	0.615	0.382	0.585
residences	residències	0.618	0.418	0.509
residency	residència	0.694	0.357	0.679
resident	resident	0.592	0.327	0.500
residential	residencial	0.720	0.210	0.589
residual	residual	0.448	0.288	0.327
residue	residu	0.354	0.330	0.183
resign	resignar	0.250	0.543	0.273
resignation	renúncia	0.145	0.392	0.310
resigned	resignat	0.240	0.170	0.268
resilience	resistència	0.531	0.440	0.667
resilient	resistent	0.542	0.540	0.801
resin	resina	0.284	0.308	0.400
resist	resistir	0.414	0.676	0.651
resistance	resistència	0.427	0.694	0.796
resistant	resistent	0.592	0.585	0.815
resisting	resistint	0.408	0.776	0.789
resistive	resistent	0.396	0.519	0.651
resolute	resolt	0.771	0.510	0.712
resolutely	resoldre	0.714	0.453	0.805
resolution	resolució	0.780	0.550	0.745
resolve	resoldre	0.710	0.472	0.750
resolved	resolt	0.735	0.357	0.683
resonance	ressonància	0.541	0.426	0.629
resonant	ressonant	0.542	0.633	0.663
resonate	ressò	0.582	0.610	0.644
resonator	ressonador	0.469	0.608	0.519
resort	resort	0.573	0.441	0.632
resounding	ressonant	0.490	0.708	0.596
resource	recurs	0.740	0.357	0.749
resourceful	enginyós	0.906	0.704	0.886
resources	recursos	0.604	0.348	0.627
respect	respecte	0.927	0.344	0.758
respectability	respectabilitat	0.875	0.407	0.912
respectable	respectable	0.850	0.350	0.889
respected	respectat	0.908	0.441	0.853
respectful	respectuós	0.951	0.386	0.814
respecting	respectant	0.837	0.321	0.720
respective	respectives	0.625	0.413	0.721
respects	respecte	0.840	0.387	0.824
respiration	respiració	0.760	0.377	0.669
respirator	respirador	0.433	0.398	0.453
respiratory	respiratori	0.500	0.450	0.552
respite	descans	0.600	0.373	0.420
resplendent	resplendent	0.905	0.673	0.755
respond	respon	0.573	0.435	0.594
respondent	respondre	0.449	0.455	0.480
response	resposta	0.615	0.500	0.472
responsibility	responsabilitat	0.760	0.500	0.852
responsible	responsable	0.837	0.527	0.833
responsive	sensible	0.816	0.569	0.573
rest	descans	0.907	0.167	0.300
restart	reinicia	0.531	0.519	0.554
restaurant	restaurant	0.847	0.406	0.500
rested	descansat	0.792	0.235	0.462
restful	tranquil	0.781	0.116	0.413
restitution	restitució	0.583	0.542	0.643
restless	inquiet	0.219	0.810	0.304
restlessness	inquietud	0.083	0.794	0.397
restock	repoblar	0.510	0.538	0.645
restoration	restauració	0.755	0.426	0.734
restorative	restaurador	0.633	0.510	0.703
restore	restaurar	0.765	0.490	0.625
restored	restaurada	0.892	0.410	0.728
restoring	restauració	0.820	0.490	0.783
restrain	refrenar	0.134	0.696	0.434
restrained	restringit	0.354	0.590	0.509
restraining	restricció	0.296	0.702	0.672
restraint	restricció	0.167	0.618	0.520
restrict	restringir	0.115	0.539	0.577
restricted	restringit	0.276	0.500	0.407
restriction	restricció	0.130	0.590	0.569
restrictive	restrictiu	0.215	0.596	0.500
restroom	lavabo	0.653	0.279	0.267
result	resultat	0.812	0.490	0.652
resultant	resultant	0.670	0.441	0.637
resume	resum	0.573	0.411	0.586
resumption	represa	0.637	0.528	0.653
resurrect	ressuscitar	0.781	0.725	0.817
resurrection	resurrecció	0.708	0.740	0.759
resuscitate	ressuscitar	0.531	0.696	0.818
resuscitation	reanimació	0.753	0.768	0.795
retail	venda al detall	0.510	0.353	0.411
retailer	minorista	0.708	0.439	0.595
retain	retenir	0.367	0.451	0.630
retainer	retenidor	0.396	0.422	0.356
retaining	retenint	0.417	0.559	0.632
retake	reprendre	0.616	0.471	0.591
retaliate	prendre represàlies	0.111	0.812	0.595
retaliation	represàlia	0.156	0.812	0.491
retaliatory	represàlia	0.194	0.865	0.598
retard	Retard	0.194	0.347	0.222
retardation	retard	0.125	0.360	0.155
retarded	retardat	0.302	0.462	0.161
retards	retards	0.362	0.434	0.218
retention	retenció	0.344	0.490	0.558
retentive	retentiva	0.439	0.482	0.491
rethink	repensar	0.480	0.423	0.583
reticent	reticent	0.396	0.519	0.500
retina	retina	0.490	0.255	0.342
retinal	retinal	0.531	0.343	0.475
retire	jubilar-se	0.398	0.392	0.186
retired	es va retirar	0.270	0.259	0.301
retirement	jubilació	0.250	0.324	0.255
retiring	retirar-se	0.408	0.376	0.214
retold	retold	0.459	0.385	0.352
retort	retort	0.417	0.520	0.481
retrace	retrocedir	0.250	0.482	0.317
retract	retractar	0.316	0.443	0.358
retraction	retracció	0.312	0.491	0.427
retractor	retractor	0.354	0.590	0.557
retreat	retir	0.500	0.519	0.312
retrenchment	retrocés	0.230	0.650	0.384
retrial	procés de nou	0.500	0.577	0.593
retribution	retribució	0.625	0.490	0.708
retrieval	recuperació	0.700	0.440	0.704
retrieve	recuperar	0.740	0.576	0.705
retriever	retriever	0.459	0.500	0.464
retro	retro	0.650	0.276	0.321
retroactive	retroactiva	0.521	0.452	0.655
retrograde	retrògrad	0.208	0.464	0.415
retrospect	retrospectiva	0.406	0.500	0.538
retrospective	retrospectiva	0.594	0.481	0.528
retrospectively	retrospectivament	0.516	0.400	0.560
return	tornada	0.602	0.412	0.463
reunion	reunió	0.837	0.500	0.672
reunite	reunir	0.656	0.550	0.657
reunited	reunits	0.708	0.439	0.658
rev	rev	0.367	0.422	0.353
reveal	revelar	0.493	0.637	0.526
revel	revel	0.740	0.705	0.684
revelation	revelació	0.879	0.500	0.865
revelations	revelacions	0.729	0.655	0.600
revels	divertiments	0.827	0.683	0.647
revenge	venjança	0.230	0.940	0.627
revenue	ingressos	0.873	0.510	0.854
reverberation	reverberació	0.390	0.639	0.551
revere	revere	0.750	0.562	0.608
reverence	reverència	0.643	0.347	0.516
reverend	Reverend	0.650	0.337	0.576
reverent	reverent	0.551	0.490	0.694
reverie	reverie	0.667	0.413	0.471
reversal	reversió	0.380	0.510	0.591
reverse	invers	0.539	0.415	0.461
reversion	reversió	0.458	0.538	0.425
revert	reverteix	0.380	0.451	0.519
reverting	tornant	0.562	0.385	0.544
review	revisió	0.667	0.408	0.636
reviewer	revisor	0.562	0.344	0.500
revise	revisar	0.500	0.469	0.509
revision	revisió	0.417	0.459	0.710
revisit	revisit	0.552	0.530	0.509
revival	revitalització	0.823	0.664	0.597
revive	reviure	0.676	0.780	0.778
revocation	revocació	0.260	0.610	0.673
revoke	revocar	0.251	0.696	0.737
revolt	revolta	0.343	0.878	0.658
revolting	revoltant	0.102	0.690	0.300
revolution	revolució	0.417	0.902	0.798
revolutionary	revolucionari	0.635	0.887	0.824
revolutionize	revolucionar	0.684	0.816	0.904
revolve	girar	0.592	0.546	0.402
revolver	revòlver	0.194	0.796	0.750
revolving	giratori	0.602	0.570	0.580
revue	revue	0.594	0.350	0.420
revulsion	repulsió	0.104	0.765	0.343
revving	revving	0.604	0.875	0.879
reward	recompensa	0.948	0.694	0.783
rewarding	gratificant	0.958	0.637	0.783
rewind	rebobinar	0.460	0.551	0.431
