Word	Croatian-hr	Valence	Arousal	Dominance
smuggling	krijumčarenje	0.229	0.783	0.510
smut	pornografija	0.357	0.360	0.349
snack	užina	0.646	0.407	0.345
snacks	grickalice	0.781	0.480	0.306
snafu	nered	0.375	0.549	0.274
snag	uloviti	0.417	0.250	0.339
snags	snags	0.177	0.721	0.490
snail	puž	0.480	0.104	0.296
snake	zmija	0.276	0.750	0.549
snakes	zmije	0.176	0.662	0.606
snakeskin	zmijske	0.276	0.696	0.391
snap	puckanje	0.344	0.517	0.352
snapper	snapper	0.417	0.429	0.245
snappy	lijep	0.573	0.592	0.418
snapshot	snimak	0.573	0.578	0.588
snare	zamka	0.229	0.850	0.466
snarl	uvrnuti	0.430	0.787	0.455
snarling	režao	0.312	0.704	0.491
snatch	trzaj	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	doušnik	0.281	0.745	0.449
sneaker	osoba koja se vrzma	0.794	0.479	0.389
sneakers	tenisice	0.604	0.548	0.349
sneaking	puzav	0.203	0.755	0.545
sneaky	tajni	0.240	0.740	0.560
sneer	podsmijeh	0.133	0.755	0.345
sneeze	kihanje	0.271	0.442	0.336
sneezing	kihanje	0.434	0.570	0.345
snicker	kikotanje	0.708	0.693	0.409
snide	sarkastičan	0.186	0.723	0.455
sniff	njuškati	0.396	0.500	0.318
snip	odrezati	0.417	0.327	0.268
snipe	šljuka	0.198	0.915	0.491
sniper	snajper	0.167	0.870	0.853
snippet	isječak	0.612	0.410	0.368
snippy	ohol	0.418	0.491	0.481
snitch	potkazivanje	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	njuškalo	0.134	0.740	0.434
snoopy	Snoopy	0.573	0.534	0.291
snooty	nadut	0.390	0.455	0.446
snooze	drijemež	0.235	0.357	0.282
snore	hrkanje	0.245	0.610	0.481
snorkel	dihalica	0.510	0.470	0.327
snort	frka	0.469	0.531	0.413
snot	bale	0.214	0.340	0.269
snotty	odvratan	0.180	0.382	0.200
snout	njuška	0.276	0.385	0.241
snow	snijeg	0.667	0.363	0.309
snowball	grudva snijega	0.717	0.444	0.321
snowboard	snowboarda	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	snježni dan	0.602	0.500	0.440
snowfall	padanje snijega	0.675	0.280	0.455
snowflake	pahuljica	0.748	0.192	0.260
snowing	snijeg	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	snjegović	0.776	0.291	0.323
snowplow	ralica	0.449	0.480	0.493
snowstorm	mećava	0.204	0.833	0.629
snowy	snježan	0.656	0.304	0.357
snub	prćast	0.229	0.412	0.228
snubbed	ignorirane	0.265	0.528	0.279
snuff	burmut	0.357	0.470	0.377
snug	lagodan	0.867	0.173	0.500
snuggle	priljubiti se	0.781	0.390	0.350
snuggled	snuggled	0.552	0.439	0.314
snuggles	snuggles	0.670	0.340	0.287
snuggling	snuggling	0.683	0.585	0.373
soak	upiti	0.480	0.370	0.240
soaked	prokisao	0.365	0.462	0.358
soaking	natapanje	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	sapun	0.531	0.163	0.311
soapbox	improvizirana govornica	0.500	0.415	0.393
soapy	sapunast	0.552	0.373	0.355
soar	lebdjeti	0.790	0.740	0.718
soaring	uzvišen	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	otrijezniti	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	trijeznost	0.680	0.310	0.583
soc	Soc	0.427	0.431	0.380
soccer	nogomet	0.698	0.837	0.644
sociable	društven	0.854	0.459	0.627
social	socijalni	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	socijalizam	0.510	0.500	0.560
socialist	socijalista	0.448	0.400	0.543
socialite	član višeg društva	0.684	0.668	0.570
socialize	druženje	0.907	0.683	0.726
society	društvo	0.674	0.464	0.782
sociology	sociologija	0.615	0.439	0.694
sociopath	sociopat	0.104	0.863	0.439
sock	čarapa	0.500	0.167	0.290
socket	utičnica	0.583	0.469	0.377
sod	travnjak	0.427	0.383	0.333
soda	soda	0.688	0.314	0.364
soda/pop	gazirano piće	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	natrij	0.490	0.340	0.291
sofa	sofa	0.583	0.106	0.263
soft	mekan	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	ublažiti	0.694	0.194	0.392
softener	omekšivač	0.745	0.300	0.373
softening	omekšavanje	0.700	0.255	0.361
softly	nježno	0.517	0.206	0.304
softness	mekoća	0.875	0.086	0.402
software	softver	0.561	0.280	0.570
soggy	vlažan	0.312	0.350	0.241
sohappy	sohappy	0.949	0.673	0.681
soil	tlo	0.350	0.180	0.356
soiled	zamazan	0.106	0.529	0.213
soiree	soare	0.729	0.692	0.578
sojourn	boraviti	0.514	0.243	0.509
solace	utjeha	0.776	0.294	0.453
solar	solarni	0.622	0.452	0.645
solarium	solarijum	0.602	0.356	0.421
solder	lem	0.439	0.510	0.611
soldering	lemljenje	0.573	0.536	0.538
soldier	vojnik	0.392	0.708	0.768
sole	jedini	0.427	0.194	0.279
solemn	svečan	0.708	0.370	0.709
solicit	tražiti	0.620	0.490	0.604
solicitation	zahtjev	0.612	0.519	0.415
solicitor	zamjenik	0.600	0.479	0.802
solid	solidan	0.667	0.304	0.763
solidarity	solidarnost	0.792	0.407	0.781
solidification	očvršćavanje	0.480	0.500	0.827
solidified	očvrsnuo	0.633	0.415	0.745
solidify	očvrsnuti	0.583	0.318	0.754
solidity	čvrstoća	0.745	0.444	0.850
solitaire	pasijans	0.365	0.227	0.279
solitary	usamljen	0.224	0.202	0.268
solitude	samoća	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	topljivost	0.506	0.360	0.442
soluble	topljiv	0.542	0.272	0.409
solucky	tako sretan	0.573	0.529	0.615
solution	riješenje	0.790	0.339	0.664
solve	riješiti	0.656	0.530	0.688
solvency	solventnost	0.604	0.296	0.605
solvent	otapalo	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatski	0.438	0.406	0.444
somber	tmuran	0.184	0.500	0.380
some anticipation	neko očekivanje	0.423	0.482	0.472
some disgust	neki gađenje	0.094	0.657	0.321
some surprise	neko iznenađenje	0.827	0.849	0.500
some trust	neko povjerenje	0.594	0.451	0.547
somersault	prevrtanje preko glave	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	nešto negativno	0.208	0.480	0.150
somewhat positive	nešto pozitivno	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	sin	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	pjesma	0.854	0.413	0.500
songwriter	kompozitor	0.844	0.558	0.713
sonic	zvučni	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonet	0.718	0.294	0.404
sonorous	zvučan	0.646	0.580	0.442
soot	čađ	0.375	0.328	0.292
soothe	umiriti	0.817	0.194	0.412
soothing	umirujući	0.625	0.179	0.519
sophisticated	sofisticirana	0.865	0.481	0.845
sophistication	profinjenost	0.792	0.472	0.704
sophomore	student druge godine	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	mokar	0.510	0.355	0.297
soprano	sopran	0.552	0.550	0.685
sorcerer	čarobnjak	0.377	0.633	0.632
sorcery	vračanje	0.279	0.740	0.640
sordid	pogan	0.219	0.555	0.447
sore	bolan	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	ljuto	0.284	0.727	0.370
soreness	osjetljivost	0.113	0.843	0.302
sorghum	kineska šećerna trska	0.469	0.358	0.420
sorority	kolo sestara	0.635	0.637	0.627
sorrow	tuga	0.052	0.235	0.164
sorrowful	žalostan	0.049	0.422	0.163
sorry	Oprosti	0.406	0.362	0.212
sort	vrsta	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	sortiranje	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	jako uplašen	0.229	0.652	0.319
soscary	tako zastrašujuće	0.301	0.660	0.414
soslow	tako sporo	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	tako slatko	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	duša	0.770	0.220	0.510
soulful	duševan	0.755	0.331	0.500
soulless	bezdušan	0.125	0.591	0.400
soulmate	srodna duša	0.890	0.500	0.628
sound	zvuk	0.765	0.623	0.398
sounding	zvučni	0.690	0.500	0.558
soundness	zdravlje	0.780	0.377	0.893
soundproof	zvučno izolovan	0.490	0.390	0.409
soundtrack	zvučna traka	0.630	0.559	0.518
soup	juha	0.602	0.245	0.269
sour	kiseo	0.276	0.594	0.373
source	izvor	0.740	0.318	0.684
sourpuss	sourpuss	0.188	0.620	0.382
south	jug	0.562	0.265	0.429
southbound	jug	0.510	0.370	0.395
southeast	jugoistok	0.510	0.283	0.413
southern	južni	0.552	0.269	0.370
southpaw	ljevak	0.542	0.389	0.404
southwest	jugozapadno	0.406	0.314	0.355
souvenir	suvenir	0.844	0.311	0.466
sovereign	suveren	0.698	0.500	0.885
sovereignty	suverenost	0.719	0.529	0.886
soviet	sovjetski	0.347	0.580	0.536
sow	krmača	0.667	0.430	0.446
soy	soja	0.438	0.250	0.286
soy sauce	umak od soje	0.573	0.382	0.318
soybean	soja	0.521	0.250	0.293
spa	banja	0.622	0.151	0.386
space	prostor	0.800	0.317	0.573
spacecraft	kosmički brod	0.646	0.698	0.680
spaceman	astronaut	0.688	0.577	0.848
spaceship	svemirski brod	0.643	0.781	0.664
spacing	razmak	0.621	0.425	0.507
spacious	prostran	0.880	0.365	0.557
spade	pik	0.469	0.667	0.529
spaghetti	špageti	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	spameri	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	španijel	0.561	0.435	0.385
spank	pljuska	0.112	0.882	0.642
spanking	šopanje	0.194	0.736	0.392
spar	jarboli	0.417	0.438	0.536
spare	rezervni	0.552	0.398	0.411
spareribs	rezervna rebra	0.635	0.431	0.395
sparingly	štedljivo	0.510	0.353	0.518
spark	iskra	0.688	0.745	0.529
sparkle	iskra	0.819	0.765	0.510
sparkling	pjenušav	0.700	0.418	0.598
sparkly	svjetlucavi	0.885	0.590	0.726
sparring	boksovanje	0.292	0.870	0.704
sparrow	vrabac	0.583	0.460	0.327
sparse	rijedak	0.240	0.367	0.209
spasm	grč	0.194	0.594	0.366
spastic	spastički	0.240	0.541	0.491
spat	svađa	0.427	0.413	0.309
spatial	prostorni	0.604	0.625	0.645
spatter	prskanje	0.292	0.630	0.315
spatula	lopatica	0.302	0.198	0.369
spawn	mrijest	0.542	0.586	0.709
spaz	SPAZ	0.443	0.500	0.268
speak	govoriti	0.765	0.472	0.500
speakeasy	Speakeasy	0.680	0.536	0.442
speaker	zvučnik	0.604	0.660	0.723
speakerphone	zvučnik	0.531	0.569	0.560
speaking	govor	0.753	0.590	0.575
spear	koplje	0.510	0.601	0.500
spec	špekulacija	0.583	0.426	0.691
special	poseban	0.844	0.602	0.730
specialist	specijalista	0.760	0.562	0.877
speciality	specijalitet	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	posebno	0.847	0.398	0.714
specialty	specijalitet	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	vrsta	0.561	0.330	0.645
specific	specifično	0.656	0.388	0.691
specification	specifikacija	0.552	0.479	0.602
specify	odrediti	0.656	0.405	0.600
specimen	primjerak	0.531	0.444	0.568
speck	mrljica	0.418	0.245	0.343
speckled	šaren	0.449	0.263	0.254
specs	naočale	0.540	0.398	0.618
spectacle	spektakl	0.812	0.745	0.762
spectacles	naočale	0.816	0.775	0.648
spectacular	spektakularan	0.947	0.740	0.887
spectator	gledalac	0.694	0.560	0.667
specter	spektar	0.265	0.723	0.540
spectral	avetinjski	0.430	0.667	0.500
spectrometer	spektrometar	0.500	0.452	0.490
spectrophotometer	spektrofotometar	0.500	0.484	0.500
spectroscopy	spektroskopija	0.470	0.541	0.570
spectrum	spektar	0.312	0.700	0.527
speculate	nagađati	0.398	0.602	0.553
speculation	spekulacija	0.325	0.683	0.394
speculative	spekulativan	0.276	0.591	0.464
speculum	spekulum	0.417	0.469	0.433
speech	govor	0.656	0.470	0.688
speechless	bez riječi	0.459	0.320	0.315
speed	ubrzati	0.719	0.849	0.658
speedboat	brzi motorni čamac	0.635	0.858	0.612
speedily	brzo	0.688	0.740	0.665
speeding	prebrza vožnja	0.438	0.908	0.645
speedometer	brzinomjer	0.427	0.549	0.579
speedway	autocesta	0.667	0.519	0.416
speedy	brz	0.625	0.625	0.793
spell	čarolija	0.385	0.380	0.368
spellbound	potresen	0.531	0.647	0.387
spelling	pravopis	0.594	0.357	0.398
spencer	jedro	0.510	0.394	0.367
spend	potrošiti	0.672	0.745	0.429
spender	rasipnik	0.312	0.692	0.377
spending	trošenje	0.333	0.556	0.330
spent	potrošen	0.296	0.296	0.263
sperm	sperma	0.396	0.706	0.453
spew	bljuvanje	0.260	0.651	0.573
sphere	sfera	0.633	0.277	0.500
spherical	sferni	0.550	0.308	0.500
sphincter	sfinkter	0.347	0.633	0.375
sphinx	sfinga	0.604	0.324	0.490
spic	osoba koja govori španski	0.302	0.455	0.451
spice	začiniti	0.594	0.439	0.384
spicy	začinjeno	0.440	0.733	0.610
spider	pauk	0.229	0.569	0.430
spiders	pauci	0.260	0.696	0.368
spiffy	spiffy	0.615	0.582	0.470
spigot	slavina	0.380	0.346	0.423
spike	šiljak	0.382	0.510	0.408
spiked	sa šiljcima	0.281	0.613	0.407
spiky	šiljat	0.284	0.657	0.587
spill	prosuti	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	zavrtiti	0.551	0.422	0.345
spinach	špinat	0.583	0.200	0.368
spinal	spinalni	0.312	0.491	0.296
spindle	vreteno	0.552	0.410	0.360
spine	kičma	0.495	0.461	0.600
spineless	beskičmen	0.344	0.387	0.321
spinner	pauk	0.458	0.593	0.471
spinning	predenje	0.594	0.610	0.481
spinster	usidjelica	0.357	0.368	0.345
spiny	trnovit	0.167	0.639	0.528
spiral	spirala	0.490	0.624	0.361
spire	spirala	0.354	0.358	0.389
spirit	duh	0.786	0.370	0.621
spirited	odlučan	0.854	0.587	0.734
spirits	duhovi	0.583	0.847	0.545
spiritual	duhovni	0.938	0.327	0.564
spirituality	duhovnost	0.865	0.281	0.667
spit	pljunuti	0.149	0.545	0.436
spite	inat	0.080	0.600	0.317
spiteful	zlurad	0.073	0.710	0.330
spitfire	prznica	0.233	0.623	0.566
spittoon	pljuvaonica	0.276	0.426	0.280
splash	uprskati	0.521	0.412	0.281
splat	znakić	0.510	0.433	0.385
splatter	brčkanje	0.312	0.596	0.352
spleen	slezena	0.448	0.255	0.396
splendid	sjajan	0.896	0.740	0.810
splendor	sjaj	0.927	0.612	0.850
splice	pletenica	0.386	0.460	0.377
spline	dugačka	0.490	0.398	0.407
splint	udlaga	0.179	0.400	0.343
splinter	cijepati	0.136	0.422	0.325
split	podjela	0.344	0.618	0.410
splitting	cijepanje	0.188	0.598	0.375
splurge	razmetanje	0.365	0.481	0.542
spoil	plijen	0.146	0.723	0.328
spoiler	spojler	0.347	0.527	0.380
spoiling	razmaziti	0.135	0.678	0.306
spoils	plijen	0.388	0.760	0.481
spoke	govorio	0.635	0.433	0.483
spoken	govorni	0.551	0.363	0.545
spokesman	govornik	0.720	0.480	0.611
spokesperson	glasnogovornik	0.573	0.453	0.615
sponge	spužva	0.551	0.192	0.219
spongy	porozan	0.469	0.324	0.344
sponsor	sponzor	0.729	0.537	0.800
sponsorship	pokroviteljstvo	0.854	0.608	0.696
spontaneity	spontanost	0.817	0.698	0.655
spontaneous	spontan	0.780	0.578	0.655
spoof	humoreska	0.490	0.594	0.381
spook	avet	0.327	0.887	0.322
spooky	jezivo	0.104	0.858	0.380
spool	kalem	0.397	0.389	0.312
spoon	žlica	0.479	0.236	0.259
spoonful	puna žlica	0.582	0.208	0.308
sporadic	sporadičan	0.333	0.394	0.500
spore	spora	0.480	0.408	0.231
sport	sport	0.865	0.700	0.657
sporting	sportski	0.917	0.656	0.675
sports	sportski	0.833	0.683	0.587
sports car	sportski auto	0.759	0.696	0.669
sportsman	sportista	0.755	0.735	0.713
sportsmanship	srčanost	0.890	0.582	0.694
sportswriter	sportswriter	0.760	0.551	0.566
sporty	hrabar	0.735	0.713	0.648
spot	mjesto	0.510	0.180	0.336
spotless	besprijekoran	0.792	0.327	0.726
spotlight	reflektor	0.688	0.353	0.519
spotted	umrljan	0.354	0.472	0.295
spotter	osmatrač	0.542	0.491	0.644
spotty	nedosljedan	0.281	0.606	0.241
spousal	supružnički	0.656	0.582	0.632
spouse	suprug	0.750	0.600	0.645
spout	sisak	0.438	0.357	0.309
sprain	uganuti	0.063	0.580	0.384
sprawl	širenje	0.600	0.596	0.672
spray	sprej	0.438	0.410	0.333
spread	širenje	0.570	0.583	0.651
spreader	širilac	0.510	0.480	0.500
spree	pijanka	0.564	0.663	0.474
spring	Proljeće	0.837	0.370	0.481
springtime	proljeće	0.837	0.439	0.722
sprinkle	posipati	0.635	0.404	0.380
sprinkler	prskalica	0.510	0.434	0.473
sprinkling	prskanje	0.677	0.510	0.466
sprint	sprint	0.549	0.649	0.528
sprite	duh	0.561	0.438	0.625
sprout	izboj, mladica	0.582	0.565	0.443
spruce	dotjerati	0.604	0.288	0.380
spud	krumpir	0.403	0.423	0.349
spunk	hrabrost	0.438	0.632	0.473
spunky	hrabar	0.646	0.879	0.755
spur	mamuza	0.378	0.545	0.340
spurious	podmetnut	0.178	0.480	0.343
spurred	potaknuo	0.562	0.684	0.472
spurt	špricati	0.448	0.550	0.475
spy	špijun	0.260	0.686	0.530
squabble	svađa	0.173	0.850	0.500
squad	odjeljenje	0.552	0.711	0.806
squadron	eskadra	0.469	0.686	0.787
squall	vrištati	0.191	0.833	0.655
squamous	skvamozne	0.344	0.446	0.418
squander	proćerdati	0.240	0.755	0.529
square	kvadrat	0.509	0.340	0.291
squash	tikva	0.531	0.667	0.410
squat	čučanj	0.330	0.550	0.453
squatter	šljapkati	0.390	0.361	0.565
squaw	indijanka	0.428	0.441	0.398
squawk	vrisnuti	0.265	0.480	0.245
squeak	škripa	0.271	0.679	0.300
squeaky	kreštav	0.229	0.771	0.367
squeal	cika	0.250	0.731	0.375
squealer	dostavljač	0.541	0.519	0.330
squeamish	gadljiv	0.176	0.656	0.453
squeeze	iscijediti	0.458	0.676	0.532
squeezing	cijeđenje	0.260	0.598	0.557
squelch	mljackanje	0.271	0.510	0.462
squid	lignja	0.497	0.398	0.357
squint	škiljiti	0.385	0.461	0.452
squire	štitonoša	0.479	0.459	0.710
squirm	migoljiti	0.235	0.824	0.373
squirrel	vjeverica	0.592	0.358	0.333
squirt	špricati	0.406	0.460	0.255
squish	mljackati	0.260	0.788	0.481
squishy	squishy	0.516	0.333	0.307
stab	ubosti	0.167	0.882	0.595
stabbed	izbo	0.031	0.875	0.431
stability	stabilnost	0.812	0.264	0.849
stabilize	stabilizirati	0.839	0.427	0.722
stabilizer	stabilizator	0.688	0.353	0.767
stable	stabilan	0.725	0.204	0.735
staccato	stakato	0.396	0.500	0.427
stack	stog	0.470	0.282	0.427
stadium	stadion	0.635	0.679	0.611
staff	osoblje	0.745	0.274	0.627
stag	jelen	0.594	0.250	0.389
stage	faza	0.592	0.306	0.473
stagecoach	poštanska kočija	0.516	0.519	0.627
stagehand	kazališni radnik	0.420	0.684	0.555
stagger	teturati	0.531	0.620	0.458
staggering	zapanjujući	0.520	0.657	0.683
stagnant	ustajao	0.300	0.500	0.208
stagnation	stagnacija	0.276	0.324	0.396
staid	staložen	0.385	0.290	0.634
stain	mrlja	0.453	0.324	0.264
stained	bojen	0.245	0.460	0.209
stainless	nehrđajući	0.594	0.329	0.618
stair	stepenik	0.375	0.354	0.345
staircase	stubište	0.469	0.347	0.440
stairs	stube	0.510	0.439	0.342
stairway	stepenište	0.562	0.510	0.407
stairwell	vertikalni otvor za stepenište	0.510	0.292	0.333
stake	ulog	0.406	0.608	0.460
stakeout	stakeout	0.344	0.546	0.600
stale	mokraća	0.235	0.461	0.286
stalemate	pat	0.296	0.354	0.267
stalk	stabljika	0.436	0.272	0.395
stalker	lovac koji se prikrada	0.177	0.930	0.639
stall	odugovlačenje	0.370	0.245	0.292
stallion	ždrijebac	0.628	0.596	0.779
stalls	konjušnica	0.582	0.378	0.451
stalwart	snažan	0.812	0.430	0.691
stamina	izdržljivost	0.664	0.694	0.877
stamp	pečat	0.438	0.327	0.441
stampede	divlje bjekstvo	0.235	0.875	0.683
stance	stav	0.604	0.333	0.609
stand	stajati	0.600	0.324	0.509
standard	standard	0.673	0.143	0.605
standardize	normirati	0.684	0.353	0.729
standardized	tipiziran	0.610	0.324	0.607
standby	pričekaj	0.260	0.224	0.386
standing	stajati	0.604	0.317	0.425
standoff	uzdržljivost	0.333	0.840	0.558
standpoint	stanovište	0.585	0.388	0.652
standstill	zastoj	0.441	0.203	0.500
standup	ustani	0.633	0.583	0.550
stanza	strofa	0.612	0.343	0.297
staph	Staph	0.375	0.480	0.412
staple	spajalica	0.542	0.306	0.438
stapler	heftalica	0.370	0.264	0.394
star	zvijezda	0.833	0.418	0.560
star fruit	zvijezda voća	0.701	0.433	0.427
starboard	desna strana broda	0.531	0.388	0.558
starch	škrob	0.507	0.354	0.312
stardom	položaj filmske zvijezde	0.844	0.786	0.689
stardust	Zvjezdana prašina	0.843	0.410	0.549
stare	buljiti	0.541	0.430	0.538
starfish	morska zvijezda	0.680	0.320	0.421
stargazing	do zvijezda	0.802	0.461	0.709
staring	zurenje	0.542	0.306	0.423
stark	sasvim	0.330	0.630	0.577
starlet	starleta	0.806	0.471	0.587
starlight	svjetlost zvijezda	0.908	0.368	0.611
starling	čvorak	0.500	0.490	0.514
starry	zvjezdani	0.438	0.643	0.434
stars	zvijezde	0.796	0.521	0.484
starship	brod	0.740	0.719	0.704
start	početak	0.684	0.430	0.589
starter	starter	0.667	0.461	0.827
startle	uzdrhtati	0.276	0.817	0.417
startled	iznenadio	0.333	0.865	0.526
startling	potresan	0.750	0.768	0.830
starvation	gladovanje	0.240	0.592	0.284
starve	umirati od gladi	0.073	0.729	0.402
starved	izgladneo	0.097	0.689	0.219
starving	gladan	0.163	0.670	0.336
stash	skriti	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	država	0.562	0.320	0.604
stately	veličanstven	0.830	0.728	0.915
statement	izjava	0.688	0.608	0.825
stateroom	brodska kabina	0.653	0.380	0.441
stateside	u kontinentalnom djelu Amerike	0.643	0.480	0.708
statesman	državnik	0.510	0.490	0.736
static	statički	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statika	0.542	0.290	0.527
station	stanica	0.688	0.367	0.519
stationary	stacionaran	0.408	0.240	0.484
stationery	pribor za pisanje	0.570	0.120	0.455
statistic	statistički	0.508	0.420	0.609
statistical	statistički	0.714	0.353	0.627
statistician	statističar	0.571	0.360	0.703
stator	statora	0.281	0.453	0.557
statuary	vajarstvo	0.561	0.281	0.500
statue	kip	0.542	0.153	0.570
statuette	statueta	0.677	0.433	0.518
stature	stas	0.470	0.353	0.664
status	status	0.658	0.377	0.588
statute	statut	0.592	0.330	0.673
statutory	propisan zakonom	0.510	0.376	0.539
staunch	vjeran	0.480	0.363	0.833
stave	kitica	0.417	0.333	0.424
stay	boravak	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	ostao	0.497	0.270	0.395
stays	ostaje	0.633	0.363	0.564
stead	Stead	0.551	0.214	0.510
steadfast	postojan	0.771	0.433	0.800
steady	postojan	0.680	0.186	0.763
steak	odrezak	0.625	0.359	0.315
steakhouse	steakhouse	0.802	0.379	0.547
steal	ukrasti	0.021	0.856	0.528
stealing	krađa	0.086	0.913	0.455
stealth	potajno	0.520	0.270	0.452
stealthily	potajno	0.763	0.294	0.458
stealthy	nečujan	0.380	0.363	0.534
steam	para	0.469	0.413	0.421
steamboat	parobrod	0.708	0.500	0.633
steamer	parobrod	0.510	0.442	0.528
steaming	parenje	0.592	0.553	0.402
steamroller	parni valjak	0.396	0.567	0.667
steamship	parobrod	0.469	0.490	0.569
steamy	pun pare	0.479	0.538	0.445
steel	željezo	0.521	0.420	0.714
steep	strm	0.312	0.612	0.321
steeple	zvonik	0.625	0.519	0.500
steer	upravljati	0.469	0.490	0.527
steering	upravljanja	0.580	0.431	0.660
stellar	zvjezdani	0.796	0.580	0.769
stem	stabljika	0.615	0.191	0.336
stench	smrad	0.104	0.570	0.298
stencil	matrica	0.500	0.327	0.421
stenographer	stenograf	0.510	0.408	0.589
step	korak	0.531	0.321	0.347
stepdaughter	pastorka	0.510	0.510	0.432
stepfather	očuh	0.396	0.491	0.611
stepmother	maćeha	0.427	0.530	0.484
steppe	stepa	0.427	0.321	0.379
steps	koraci	0.511	0.349	0.373
stepson	posinak	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoskopski	0.363	0.417	0.574
stereotype	stereotip	0.151	0.422	0.612
stereotyped	stereotipan	0.375	0.510	0.436
sterile	sterilan	0.302	0.471	0.291
sterility	sterilnost	0.201	0.519	0.414
sterilize	sterilizirati	0.406	0.510	0.520
sterling	pravi	0.529	0.481	0.615
stern	krma	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	steroidni	0.360	0.706	0.681
stethoscope	stetoskop	0.427	0.377	0.490
stew	paprikaš	0.667	0.373	0.250
steward	konobar	0.633	0.238	0.550
stewardess	stjuardesa	0.625	0.491	0.491
stewardship	položaj upravnika	0.551	0.440	0.617
stfu	STFU	0.292	0.500	0.390
stick	štap	0.396	0.364	0.382
sticker	naljepnica	0.583	0.306	0.346
sticking	lijepljenje	0.486	0.425	0.356
stickler	cjepidlaka	0.385	0.471	0.417
stickup	stršati	0.453	0.537	0.434
sticky	ljepljiv	0.385	0.569	0.292
stiff	krut	0.158	0.459	0.569
stiffen	ukrutiti	0.360	0.582	0.719
stiffness	krutost	0.323	0.500	0.657
stifle	gušiti	0.240	0.764	0.427
stifled	ugušena	0.229	0.731	0.193
stifling	zagušljiv	0.163	0.858	0.608
stigma	stigma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stilet	0.396	0.430	0.427
stillbirth	mrtvorođenče	0.092	0.809	0.291
stillborn	mrtvorođen	0.271	0.519	0.337
stillness	tišina	0.729	0.125	0.339
stillwaiting	još čekam	0.344	0.393	0.420
stilts	štulama	0.439	0.577	0.300
stimulant	stimulativan	0.441	0.794	0.745
stimulate	stimulirati	0.792	0.798	0.754
stimulating	stimuliranje	0.740	0.804	0.809
stimulation	stimulacija	0.708	0.821	0.702
stimulus	stimulans	0.771	0.779	0.750
sting	ubosti	0.163	0.651	0.373
stinger	žaoka	0.279	0.625	0.508
stinging	koji žeže	0.260	0.730	0.459
stingy	škrt	0.094	0.548	0.283
stink	smrad	0.042	0.481	0.180
stinker	smrdljivac	0.163	0.567	0.275
stinking	smrdljiv	0.041	0.657	0.264
