Word	Korean-ko	Valence	Arousal	Dominance
swoop	급습	0.479	0.618	0.446
sword	검	0.438	0.653	0.713
swordfish	황새치	0.564	0.520	0.442
swordplay	펜싱	0.616	0.750	0.528
swordsman	검객	0.395	0.857	0.696
sycamore	플라타너스	0.500	0.401	0.527
syllable	음절	0.448	0.250	0.417
syllabus	강의 계획서	0.736	0.370	0.643
symbiotic	공생	0.832	0.425	0.406
symbol	상징	0.643	0.388	0.527
symbolic	상징적 인	0.670	0.385	0.574
symbolically	상징적으로	0.582	0.385	0.648
symbolism	상징주의	0.688	0.347	0.640
symbolize	상징하다	0.633	0.327	0.673
symmetric	대칭의	0.745	0.212	0.588
symmetrical	대칭의	0.542	0.263	0.569
symmetry	대칭	0.604	0.274	0.500
sympathetic	교감 신경	0.796	0.434	0.609
sympathize	공감하다	0.770	0.627	0.644
sympathy	동정	0.827	0.497	0.634
symphonic	교향곡	0.775	0.545	0.566
symphony	교향곡	0.765	0.490	0.600
symposium	심포지엄	0.573	0.394	0.644
symptom	징후	0.380	0.529	0.434
symptomatic	증상의	0.367	0.434	0.491
synagogue	유태 교회당	0.531	0.300	0.544
synapse	시냅스	0.660	0.471	0.491
synaptic	시냅스	0.573	0.553	0.622
sync	동조	0.802	0.440	0.670
synchronize	동기화하다	0.781	0.361	0.654
synchronous	동기식의	0.600	0.538	0.545
syncope	졸도	0.245	0.538	0.398
syndicate	신디케이트	0.439	0.491	0.673
syndrome	증후군	0.229	0.510	0.246
synergistic	시너지 효과가있는	0.571	0.550	0.547
synergy	시너지 효과	0.667	0.510	0.720
synod	총회	0.469	0.377	0.574
synonym	동의어	0.615	0.210	0.433
synonymous	동의어	0.480	0.323	0.400
synopsis	개요	0.541	0.390	0.482
synoptic	종관	0.561	0.510	0.596
syntax	통사론	0.531	0.346	0.559
synthesis	합성	0.604	0.315	0.377
synthesizer	합성기	0.500	0.410	0.592
synthetic	인조	0.396	0.350	0.519
syphilis	매독	0.071	0.606	0.245
syringe	주사기	0.250	0.680	0.330
syrup	시럽	0.620	0.223	0.318
system	체계	0.615	0.346	0.764
systematic	체계적인	0.617	0.444	0.594
systematically	체계적으로	0.690	0.390	0.651
t-shirt	티셔츠	0.815	0.286	0.284
tab	탭	0.594	0.208	0.308
tabasco	타바스코	0.375	0.546	0.404
tabby	태비	0.510	0.426	0.387
tabernacle	장막	0.408	0.480	0.605
table	표	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	식탁보	0.480	0.165	0.215
tablespoon	큰 스푼	0.490	0.353	0.245
tablet	태블릿	0.562	0.330	0.438
tableware	식기류	0.677	0.250	0.276
tabloid	정제	0.438	0.365	0.444
taboo	금기	0.198	0.794	0.482
tabular	표의	0.438	0.330	0.462
tabulate	표로 만들다	0.480	0.403	0.598
tabulation	표	0.396	0.346	0.526
tachometer	유속계	0.398	0.394	0.518
tacit	말로 나타내지 않은	0.459	0.340	0.473
tack	압정	0.365	0.431	0.431
tackle	태클	0.365	0.686	0.569
tackled	태클 된	0.438	0.612	0.569
tackling	태클	0.480	0.694	0.613
tacky	초라한	0.245	0.490	0.373
taco	타코	0.561	0.353	0.277
tact	재치	0.550	0.417	0.417
tactful	재치 있는	0.704	0.292	0.537
tactic	술책	0.531	0.434	0.798
tactical	전술적 인	0.594	0.481	0.684
tactics	전술	0.583	0.676	0.774
tactile	촉각의	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	올챙이	0.350	0.434	0.218
taffeta	태 피터	0.604	0.279	0.405
taffy	태피	0.448	0.431	0.204
tag	꼬리표	0.612	0.353	0.375
tail	꼬리	0.480	0.272	0.293
tailed	꼬리가 달린	0.438	0.358	0.351
tailgate	뒷문	0.323	0.340	0.398
tailings	찌끼	0.439	0.311	0.446
taillight	테일 라이트	0.479	0.367	0.283
tailor	재단사	0.573	0.206	0.450
tailoring	양복점 경영	0.673	0.540	0.566
tailpipe	배기관	0.460	0.429	0.409
taint	더러움	0.141	0.425	0.226
take	갖다	0.828	0.537	0.348
takeoff	이륙	0.755	0.884	0.626
takeout	테이크 아웃	0.736	0.392	0.368
takeover	인수	0.663	0.531	0.861
taker	잡는 사람	0.375	0.521	0.618
talcum	활석	0.500	0.196	0.291
tale	이야기	0.663	0.300	0.336
talent	재능	0.959	0.607	0.811
talented	재간 있는	0.939	0.635	0.938
talisman	부적	0.704	0.542	0.642
talk	이야기	0.833	0.346	0.594
talkative	수다스러운	0.562	0.673	0.535
talker	연설자	0.500	0.604	0.552
tall	긴	0.725	0.591	0.538
tallies	집계표	0.551	0.290	0.402
tallow	수지 양초	0.344	0.283	0.290
tally	계정	0.542	0.420	0.518
talon	발톱	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	탬버린	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	테이머	0.385	0.783	0.815
taming	길들이기	0.569	0.514	0.575
tamper	조작하다	0.184	0.802	0.545
tampon	탐폰	0.396	0.394	0.345
tan	탠 껍질	0.643	0.460	0.444
tandem	협력 관계	0.552	0.406	0.485
tang	당나라	0.594	0.383	0.340
tangent	접선	0.573	0.373	0.454
tangerine	귤	0.571	0.271	0.395
tangible	명백한	0.646	0.350	0.679
tangle	얽힘	0.354	0.545	0.254
tangled	얽힌	0.260	0.539	0.316
tango	탱고	0.622	0.560	0.430
tank	탱크	0.431	0.454	0.634
tank top	탱크 탑	0.610	0.371	0.371
tanker	탱커	0.520	0.647	0.713
tanned	검게 그을린	0.615	0.550	0.491
tantalizing	탄탈	0.525	0.788	0.625
tantamount	동등한	0.633	0.288	0.670
tantrum	언짢은 기분	0.219	0.817	0.404
taoism	도교	0.490	0.250	0.456
tap	꼭지	0.461	0.370	0.349
tape	줄자	0.531	0.277	0.254
tape measure	줄자	0.406	0.250	0.360
taper	작은 초	0.541	0.410	0.415
tapering	점점 가늘어지는	0.344	0.380	0.237
tapestry	태피스트리	0.520	0.176	0.362
tapeworm	촌충	0.357	0.334	0.331
tapioca	타피오카	0.594	0.297	0.324
taps	도청 장치	0.448	0.378	0.409
tar	타르	0.438	0.440	0.570
tarantula	타란툴라 거미	0.260	0.718	0.544
tardiness	지각	0.296	0.452	0.260
tardy	더딘	0.204	0.592	0.293
target	목표	0.633	0.573	0.798
targeted	목표로 삼은	0.573	0.537	0.573
targeting	타겟팅	0.510	0.420	0.580
tariff	관세	0.459	0.402	0.491
tarmac	타맥	0.357	0.302	0.398
tarnish	흐림	0.204	0.441	0.342
tarot	타로	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	체재	0.392	0.413	0.388
tart	타르트	0.719	0.380	0.219
tartan	격자 무늬 모직물	0.448	0.423	0.389
tartar	치석	0.214	0.351	0.212
task	태스크	0.550	0.353	0.500
tassel	술	0.552	0.330	0.307
taste	미각	0.802	0.406	0.465
tasteful	멋을 아는	0.918	0.458	0.625
tasteless	맛없는	0.146	0.196	0.148
tasting	시식	0.781	0.603	0.600
tasty	맛좋은	0.959	0.786	0.555
tat	싸구려	0.429	0.380	0.404
tattler	수다쟁이	0.417	0.530	0.434
tattletale	자동 표시기	0.633	0.406	0.317
tattoo	문신	0.490	0.602	0.525
taught	가르쳤다	0.814	0.481	0.642
taunt	조롱	0.083	0.696	0.355
taupe	짙은 회갈색	0.406	0.340	0.386
taut	긴장된	0.432	0.704	0.457
tavern	선술집	0.516	0.577	0.475
tawdry	토우 드리	0.375	0.510	0.398
tawny	황갈색의	0.551	0.398	0.400
tax	세	0.260	0.481	0.534
taxed	과세 한	0.255	0.456	0.500
taxi	택시	0.542	0.362	0.430
taxicab	택시	0.479	0.430	0.355
taxonomy	분류학	0.370	0.410	0.630
taxpayer	납세자	0.592	0.528	0.647
tea	차	0.698	0.163	0.370
teach	가르치다	0.840	0.510	0.852
teacher	선생	0.760	0.404	0.885
teaching	가르치는	0.822	0.444	0.736
teacup	찻잔	0.633	0.135	0.277
teahouse	찻집	0.802	0.314	0.288
teal	물오리	0.540	0.293	0.321
team	팀	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	팀 동료	0.865	0.449	0.660
teamwork	팀워크	0.918	0.490	0.773
teapot	주전자	0.479	0.110	0.309
tear	찢다	0.404	0.620	0.327
tearful	눈물 어린	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	눈물이 많은	0.167	0.473	0.216
tease	볶다	0.317	0.790	0.432
teaser	괴롭히는 사람	0.510	0.558	0.534
teasing	놀리는	0.235	0.725	0.352
teaspoon	티스푼	0.521	0.330	0.221
teat	젖꼭지	0.612	0.469	0.328
teatime	차 시간	0.847	0.159	0.339
tech	기술	0.684	0.491	0.732
technical	전문인	0.510	0.490	0.736
technicality	전문적 사항	0.632	0.471	0.661
technician	기술자	0.592	0.510	0.713
technique	기술	0.760	0.414	0.593
techno	테크노	0.561	0.539	0.500
technological	기술적 인	0.680	0.452	0.815
technology	과학 기술	0.776	0.490	0.825
ted	테드	0.712	0.453	0.336
teddy bear	테디 베어	0.890	0.170	0.192
tedious	지루한	0.104	0.406	0.241
tedium	지겨움	0.224	0.331	0.298
tee	티	0.459	0.373	0.377
teeming	풍부한	0.582	0.550	0.727
teen	비탄	0.729	0.531	0.568
teenage	십대	0.667	0.673	0.558
teenager	십대	0.781	0.593	0.527
teens	열대	0.653	0.660	0.440
teensy	십대	0.520	0.427	0.347
teeny	자그마한	0.427	0.418	0.216
teeth	이	0.520	0.388	0.427
teething	치니	0.396	0.471	0.474
teflon	테플론	0.354	0.245	0.434
telegram	전보	0.561	0.542	0.550
telegraph	전신	0.594	0.423	0.400
telekinesis	격동	0.582	0.646	0.667
telemetry	원격 측정법	0.460	0.382	0.611
telepathic	텔레파시의	0.602	0.490	0.642
telepathy	텔레파시	0.594	0.510	0.588
telephone	전화	0.694	0.520	0.425
telescope	망원경	0.531	0.340	0.500
telescopic	신축성있는	0.490	0.290	0.660
telethon	텔레 톤	0.643	0.641	0.473
teletype	텔레타이프	0.532	0.392	0.455
televised	방영 된	0.625	0.519	0.518
television	텔레비전	0.633	0.391	0.547
tell	텔	0.551	0.350	0.457
teller	말하는 사람	0.500	0.395	0.443
telling	말함	0.719	0.441	0.527
telltale	경렴	0.240	0.663	0.426
temp	임시 직원	0.490	0.440	0.314
temper	기질	0.633	0.623	0.818
tempera	템페라 화법	0.458	0.318	0.245
temperament	기질	0.420	0.625	0.703
temperamental	변덕스러운	0.316	0.774	0.608
temperance	절제	0.500	0.294	0.639
temperate	삼가는	0.469	0.394	0.593
temperature	온도	0.521	0.559	0.473
tempered	단련 된	0.583	0.437	0.667
tempest	대소동	0.245	0.843	0.653
template	주형	0.479	0.311	0.411
temple	신전	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	일시적인	0.500	0.413	0.360
temporarily	일시적으로	0.500	0.365	0.373
temporary	일시적인	0.458	0.415	0.324
tempt	유혹하다	0.210	0.677	0.500
temptation	유혹	0.365	0.817	0.560
tempting	유혹하는	0.615	0.740	0.519
temptress	유혹	0.427	0.787	0.667
ten	십	0.562	0.260	0.406
tenable	유지할 수 있는	0.741	0.412	0.636
tenacious	끈기 있는	0.724	0.658	0.692
tenacity	끈기	0.740	0.657	0.889
tenancy	차용	0.500	0.458	0.605
tenant	거주자	0.385	0.360	0.398
tend	지키다	0.604	0.398	0.412
tendency	경향	0.684	0.500	0.675
tender	부드러운	0.630	0.520	0.509
tenderfoot	신참자	0.469	0.421	0.438
tenderness	유연함	0.949	0.276	0.367
tending	돌봐주는	0.622	0.556	0.594
tendon	건	0.341	0.271	0.463
tenement	아파트	0.470	0.384	0.550
tenet	주의	0.667	0.333	0.636
tenets	교리	0.734	0.357	0.667
tenfold	십배	0.469	0.418	0.500
tennis	테니스	0.622	0.519	0.431
tenor	테너	0.587	0.451	0.500
tense	시제	0.396	0.439	0.655
tensile	인장력	0.458	0.510	0.618
tension	장력	0.304	0.810	0.529
tent	텐트	0.510	0.275	0.333
tentacle	촉수	0.370	0.559	0.398
tentative	시험	0.582	0.657	0.534
tenth	제십	0.510	0.349	0.382
tenths	십분의 일	0.406	0.294	0.284
tenuous	얇은	0.398	0.263	0.276
tenure	보유	0.615	0.472	0.611
tepee	천막	0.500	0.337	0.373
tepid	미지근한	0.337	0.327	0.237
tequila	테킬라	0.612	0.710	0.536
teriyaki	테리 야키	0.646	0.449	0.431
term	기간	0.450	0.255	0.598
terminal	단말기	0.316	0.434	0.483
terminate	끝내다	0.171	0.410	0.441
termination	종료	0.344	0.472	0.545
terminator	종결 자	0.370	0.663	0.737
terminology	술어	0.612	0.284	0.566
terminus	말단	0.281	0.382	0.615
termite	흰개미	0.265	0.480	0.408
terms	자귀	0.490	0.362	0.645
tern	세 개 한 세트	0.573	0.365	0.309
ternary	세 개 한 벌	0.550	0.406	0.480
terrace	테라스	0.615	0.269	0.411
terrain	지역	0.540	0.300	0.472
terrestrial	지구의	0.542	0.413	0.582
terrible	무서운	0.061	0.849	0.604
terribly	몹시	0.061	0.731	0.430
terrier	테리어	0.562	0.540	0.431
terrific	훌륭한	0.859	0.650	0.821
terrified	겁에 질린	0.090	0.902	0.387
terrifies	겁 먹은	0.083	0.923	0.500
terrify	겁나게 하다	0.052	0.889	0.509
terrifying	겁나게 하는	0.031	0.836	0.602
territorial	지방 수비병	0.405	0.600	0.766
territory	영토	0.625	0.469	0.676
terror	공포	0.069	0.902	0.415
terrorism	테러	0.060	0.971	0.673
terrorist	테러리스트	0.019	0.930	0.679
terrorists	테러리스트	0.062	0.967	0.688
terrorize	겁 먹게하다	0.041	0.907	0.577
terse	간결한	0.542	0.393	0.409
tertiary	제삼기	0.500	0.350	0.431
test	테스트	0.449	0.500	0.509
testament	성서	0.594	0.420	0.806
testicle	고환	0.458	0.651	0.410
testicular	고환	0.388	0.680	0.453
testify	증언하다	0.521	0.650	0.741
testimonial	증명서	0.541	0.538	0.750
testimony	고백	0.615	0.578	0.643
testosterone	테스토스테론	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	파상풍	0.133	0.577	0.368
tether	밧줄	0.323	0.620	0.407
tethered	닿는	0.260	0.472	0.351
tetrahedral	사면체	0.595	0.468	0.423
text	본문	0.604	0.157	0.402
textbook	교과서	0.622	0.235	0.526
textile	직물	0.604	0.235	0.395
textural	조직의	0.660	0.296	0.445
texture	조직	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	감사	0.958	0.353	0.526
thankful	감사하는	0.969	0.344	0.714
thankgod	thankgod	0.823	0.451	0.466
thanking	감사	0.917	0.538	0.658
thankless	감사없는	0.146	0.500	0.497
thanks	감사	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	추수 감사절	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	풀 지풍	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	혈종	0.510	0.546	0.618
thaw	해동	0.438	0.321	0.327
theater	극장	0.760	0.635	0.516
theatrical	연극	0.720	0.690	0.546
theatrics	연극	0.694	0.539	0.486
thebest	가장	0.760	0.596	0.719
theft	훔침	0.135	0.867	0.394
theism	유신론	0.460	0.431	0.481
theistic	유신 론적 인	0.397	0.365	0.509
thelife	생활	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	테마	0.541	0.176	0.427
theocracy	신정	0.490	0.427	0.722
theocratic	신탁의	0.380	0.480	0.605
theologian	신학자	0.521	0.304	0.759
theological	신학 적	0.480	0.363	0.683
theology	신학	0.448	0.330	0.711
theorem	정리	0.500	0.296	0.615
theoretical	이론적 인	0.615	0.270	0.546
theory	이론	0.583	0.314	0.529
therapeutic	학의	0.625	0.275	0.680
therapeutics	치료학	0.552	0.343	0.625
therapist	치료사	0.468	0.430	0.679
therapy	요법	0.490	0.353	0.607
thereabouts	그 당시	0.427	0.365	0.285
thereof	그	0.542	0.265	0.281
therewith	그래서	0.462	0.317	0.398
thermal	열의	0.480	0.360	0.509
thermocouple	열전대	0.406	0.406	0.422
thermodynamics	열역학	0.510	0.594	0.678
thermometer	온도계	0.400	0.327	0.473
thermos	보온병	0.582	0.255	0.328
thermostat	온도 조절기	0.439	0.480	0.321
thesaurus	시소러스	0.520	0.480	0.509
thesis	명제	0.583	0.582	0.552
thick	두꺼운	0.449	0.433	0.596
thicken	두껍게 하다	0.406	0.398	0.509
thickening	농화	0.448	0.355	0.434
thicket	덤불	0.385	0.373	0.324
thickness	두께	0.552	0.370	0.443
thief	도둑	0.088	0.888	0.443
thigh	대퇴골	0.469	0.433	0.588
thimble	골무	0.490	0.192	0.218
thin	얇은	0.469	0.337	0.356
thing	맡은 일	0.449	0.222	0.260
things	소지품	0.519	0.250	0.368
thingy	물건	0.458	0.312	0.158
think	생각한다	0.786	0.408	0.618
thinker	사상가	0.706	0.386	0.764
thinking	생각	0.720	0.308	0.595
third	제삼	0.551	0.187	0.304
thirds	1/3	0.402	0.327	0.345
thirst	갈증	0.298	0.519	0.307
thirsty	물기 없는	0.281	0.660	0.310
thirteen	열셋	0.459	0.385	0.331
thirteenth	열세 번째	0.408	0.330	0.425
thirty	서른	0.562	0.349	0.316
thistle	엉겅퀴 훈장	0.427	0.423	0.357
thither	갑자기	0.500	0.270	0.316
thong	가죽 끈	0.467	0.596	0.269
thorn	가시	0.296	0.541	0.427
thorny	어려운	0.177	0.690	0.500
thorough	철저한	0.467	0.350	0.558
thoroughbred	우수한	0.669	0.740	0.716
thoroughfare	도로	0.582	0.481	0.490
thought	생각	0.780	0.315	0.571
thoughtful	인정 있는	0.667	0.290	0.527
thoughtfulness	사려 깊은	0.867	0.269	0.667
thoughtless	인정 없는	0.194	0.580	0.452
thoughts	생각들	0.745	0.382	0.691
thousand	천	0.663	0.355	0.480
thrash	뒹굴다	0.260	0.510	0.472
thread	실	0.646	0.184	0.209
threat	위협	0.135	0.865	0.667
threaten	위협하다	0.104	0.958	0.590
threatened	위협당한	0.052	0.928	0.354
threatening	험악한	0.071	0.875	0.652
three	세	0.653	0.225	0.377
threefold	요소이 있는	0.521	0.400	0.534
threesome	삼인조	0.490	0.676	0.560
thresh	뒹굴다	0.490	0.417	0.500
threshold	문지방	0.531	0.519	0.575
thrice	세 번	0.469	0.442	0.462
thrift	절약	0.760	0.217	0.649
thrifty	무성한	0.604	0.380	0.676
thrill	스릴	0.888	0.837	0.711
thrilled	감동적인	0.898	0.818	0.807
thriller	스릴러	0.490	0.796	0.645
thrilling	떨리는	0.930	0.827	0.782
thrive	잘 자라다	0.948	0.529	0.772
thriving	번성하는	0.865	0.521	0.779
throat	목	0.350	0.538	0.346
throb	진동	0.500	0.673	0.556
throbbing	동계	0.645	0.808	0.491
throes	진통	0.146	0.760	0.235
throne	왕좌	0.724	0.606	0.887
throng	군중	0.480	0.810	0.706
throttle	조절판	0.562	0.804	0.750
throw	던지다	0.344	0.770	0.623
throwback	후퇴	0.280	0.454	0.356
thrower	던지는 사람	0.470	0.690	0.717
thrown	던진	0.500	0.550	0.619
thrush	아구창	0.306	0.490	0.454
thrust	추력	0.510	0.647	0.663
thruster	추진기	0.698	0.812	0.719
thud	쿵	0.255	0.686	0.620
thug	자객	0.240	0.882	0.667
thumb	무지	0.673	0.271	0.361
thumbprint	지문	0.510	0.347	0.451
thump	때림	0.280	0.792	0.608
thumper	거대한 것	0.354	0.623	0.457
thumping	탁 치는	0.214	0.755	0.566
thunder	우뢰	0.296	0.916	0.526
thunderbolt	벼락	0.418	0.719	0.642
thunderclap	벼락치기	0.390	0.833	0.607
thundering	우뢰 같은	0.337	0.778	0.700
thunderstorm	뇌우	0.135	0.860	0.784
thunderstruck	뇌우	0.194	0.716	0.509
thwart	방해하다	0.281	0.684	0.409
thx	고마워	0.562	0.425	0.461
thyme	백리향	0.561	0.255	0.325
thyroid	갑상선	0.234	0.455	0.373
tiara	보석 달린 머리 장식	0.719	0.300	0.472
tibia	경골	0.450	0.302	0.425
tic	안면 경련	0.271	0.438	0.250
tick	진드기	0.521	0.386	0.412
ticked	똑딱 거리는	0.469	0.386	0.455
ticker	증권 시세 표시기	0.479	0.471	0.509
ticket	티켓	0.684	0.387	0.434
tickle	간지럼	0.760	0.727	0.342
tickled	간질이는	0.755	0.707	0.364
ticklish	불안정한	0.823	0.814	0.345
tidal	조력	0.592	0.539	0.519
tidal wave	해일	0.240	0.894	0.736
tidbit	맛있는 가벼운 음식	0.552	0.382	0.385
tide	조류	0.541	0.556	0.420
tidings	소식	0.610	0.510	0.694
tidy	잡동사니 그릇	0.760	0.208	0.647
tie	넥타이	0.663	0.464	0.431
tier	층	0.520	0.245	0.560
tiff	사소한 말다툼	0.531	0.415	0.343
tiger	호랑이	0.479	0.765	0.664
tighten	죄다	0.388	0.487	0.627
tightness	견고성	0.344	0.606	0.759
tightrope	팽팽한 줄	0.354	0.653	0.279
tights	타이츠	0.583	0.343	0.269
tilde	틸데	0.520	0.314	0.321
tile	타일	0.429	0.245	0.348
tiling	기와	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	경작	0.552	0.591	0.540
tiller	경운기	0.448	0.410	0.290
tilt	경사	0.365	0.549	0.463
tilting	틸팅	0.459	0.384	0.340
timber	재목	0.332	0.202	0.386
timberland	삼림지	0.550	0.415	0.571
timbre	음색	0.460	0.480	0.296
time	시각	0.604	0.288	0.609
timeless	영원한	0.408	0.468	0.583
timeliness	적시	0.760	0.404	0.582
timely	때마침	0.865	0.387	0.591
timeout	타임 아웃	0.344	0.433	0.322
timepiece	계시기	0.650	0.279	0.461
timer	시간제 노동자	0.469	0.433	0.500
times	타임스	0.490	0.279	0.439
timetable	시간표	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	소심한	0.327	0.276	0.132
timidity	소심	0.333	0.358	0.153
timing	타이밍	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	팅크	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	은박지	0.448	0.284	0.311
tinge	엷은 색조	0.469	0.292	0.264
tingle	얼얼함	0.460	0.560	0.264
tingling	따끔 따끔한	0.427	0.615	0.340
tinker	땜장이	0.396	0.528	0.275
tinkering	땜질 인	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	딸랑 딸랑 울리다	0.612	0.530	0.324
tinnitus	이명	0.384	0.536	0.411
tinsel	싸고 야한 것	0.663	0.521	0.473
tint	색조	0.582	0.292	0.273
tiny	작은	0.479	0.196	0.125
tip	팁	0.708	0.221	0.518
tipper	지퍼	0.427	0.571	0.431
tipster	정보 제공자	0.490	0.462	0.490
tipsy	기운	0.510	0.625	0.570
tiptoe	발끝	0.510	0.490	0.407
tirade	장황한 연설	0.378	0.587	0.532
tire	타이어	0.438	0.385	0.381
tired	피곤한	0.125	0.317	0.191
tiredness	피로감	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	지칠 줄 모르는	0.657	0.750	0.645
tiresome	귀찮은	0.240	0.542	0.153
tiring	지루한	0.153	0.510	0.176
tissue	조직	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	젖꼭지	0.402	0.539	0.388
titan	타이탄	0.598	0.653	0.811
titanic	거대한	0.427	0.786	0.795
titanium	티탄	0.520	0.470	0.704
tithe	십일조	0.507	0.276	0.385
title	표제	0.708	0.356	0.574
titled	제목의	0.677	0.240	0.658
titty	젖액	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	두꺼비	0.302	0.452	0.196
toast	토스트	0.740	0.382	0.356
toaster	빵 굽는 사람	0.542	0.337	0.387
toasty	토스 티지	0.698	0.461	0.396
tobacco	담배	0.327	0.546	0.387
toby	남자 이름	0.427	0.375	0.330
tod	토드	0.469	0.330	0.384
today	오늘	0.806	0.306	0.362
toddler	유아	0.812	0.469	0.368
toe	발가락	0.406	0.221	0.293
toenail	발톱	0.530	0.380	0.306
toffee	태피	0.658	0.510	0.396
tofu	두부	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	함께	0.874	0.392	0.658
togetherness	공생	0.906	0.360	0.635
toil	수고	0.558	0.510	0.583
toilet	화장실	0.490	0.290	0.233
toils	수고하다	0.480	0.710	0.482
token	토큰	0.510	0.418	0.414
tolerable	웬만한	0.750	0.350	0.374
tolerance	공차	0.875	0.206	0.649
tolerant	관대 한	0.765	0.192	0.618
tolerate	참다	0.724	0.430	0.588
toleration	관용	0.776	0.442	0.727
toll	희생	0.296	0.422	0.453
tomahawk	큰 도끼	0.510	0.642	0.504
tomato	토마토	0.550	0.183	0.275
tomatoes	토마토	0.615	0.240	0.272
tomb	무덤	0.112	0.500	0.343
tombstone	묘비	0.204	0.441	0.311
tomcat	수코양이	0.520	0.412	0.386
tome	나에게	0.429	0.316	0.492
tomorrow	내일	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	음정	0.551	0.355	0.411
toner	토너	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	...집게	0.500	0.459	0.321
tongue	혀	0.542	0.432	0.482
tonic	토닉	0.541	0.360	0.500
tonnage	선박	0.323	0.382	0.590
tonsils	편도선	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	수단	0.490	0.350	0.594
toolbox	도구 상자	0.531	0.316	0.472
tooling	압형	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	불다	0.500	0.481	0.373
tooth	이	0.439	0.250	0.367
toothache	치통	0.188	0.853	0.412
toothbrush	칫솔	0.517	0.330	0.321
toothed	이가 있는	0.449	0.394	0.352
toothless	이가없는	0.312	0.541	0.272
toothpaste	치약	0.510	0.290	0.371
toothpick	이쑤시개	0.561	0.216	0.185
toots	찌르다	0.552	0.480	0.451
top	상단	0.760	0.400	0.554
topaz	황옥	0.643	0.325	0.384
topic	이야기	0.520	0.276	0.427
topical	뉴스 영화	0.561	0.340	0.500
topless	토플리스	0.625	0.765	0.414
topographic	지형	0.604	0.378	0.558
topographical	지세	0.438	0.350	0.538
topography	지형	0.469	0.357	0.506
topple	넘어 뜨리다	0.198	0.820	0.573
topside	위쪽	0.708	0.466	0.598
tor	토르	0.337	0.430	0.418
torch	토치	0.531	0.630	0.545
torment	고통	0.057	0.750	0.387
tormented	괴로워하는	0.071	0.855	0.323
torn	찢어진	0.153	0.510	0.283
tornado	폭풍	0.260	0.896	0.784
torpedo	수뢰	0.219	0.794	0.707
torque	토크	0.466	0.375	0.406
torrent	급류	0.541	0.745	0.676
torrid	열렬한	0.281	0.625	0.517
torsion	비틀림	0.312	0.651	0.402
torso	몸통	0.408	0.394	0.473
tort	사범	0.229	0.635	0.455
tortious	불법의	0.312	0.724	0.491
tortoise	남생이	0.673	0.078	0.250
tortuous	비뚤어진	0.194	0.755	0.382
torture	고문	0.115	0.878	0.555
tortured	고문 된	0.062	0.890	0.361
toss	던져 올림	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	합계	0.771	0.286	0.714
totality	전체	0.688	0.443	0.717
totally	전적으로	0.820	0.422	0.702
tote	운반	0.510	0.398	0.625
totem	토템	0.639	0.350	0.571
touch	접촉	0.646	0.477	0.455
touchdown	접지	0.667	0.770	0.586
touched	만진	0.592	0.380	0.404
touching	만지고있는	0.760	0.439	0.491
touchy	다루기 어려운	0.323	0.510	0.343
