Word	Esperanto-eo	Valence	Arousal	Dominance
reconfigure	rekonstrui	0.429	0.500	0.658
reconnaissance	rekono	0.729	0.604	0.712
reconnect	rekonekti	0.630	0.548	0.667
reconsider	reconsideri	0.448	0.442	0.582
reconsideration	reconsideracio	0.531	0.459	0.611
reconstitution	rekonstruo	0.587	0.461	0.783
reconstruct	rekonstrui	0.740	0.618	0.718
reconstruction	rekonstruo	0.625	0.719	0.667
reconstructive	rekonstruaj	0.596	0.444	0.722
reconvene	kunvenu	0.490	0.529	0.560
record	registri	0.552	0.421	0.500
recorder	registristo	0.551	0.374	0.481
recording	registrado	0.573	0.537	0.474
recount	Rekono	0.479	0.402	0.509
recoup	rekuperi	0.719	0.422	0.575
recourse	recurso	0.402	0.337	0.598
recover	rekuperi	0.918	0.510	0.647
recoverable	reakirebla	0.780	0.388	0.709
recovery	Retrovo	0.781	0.402	0.737
recreate	amuzi	0.724	0.545	0.616
recreation	amuzaĵo	0.909	0.632	0.660
recreational	distra	0.896	0.686	0.479
recruit	rekruti	0.551	0.654	0.633
recruiter	rekrutinto	0.662	0.630	0.690
recruiting	varbante	0.448	0.787	0.693
recruitment	rekrutado	0.479	0.645	0.591
recruits	rekrutoj	0.396	0.653	0.593
rectal	rekta	0.344	0.618	0.410
rectangle	rektangulo	0.479	0.225	0.438
rectangular	rektangula	0.438	0.240	0.307
rectification	ĝustigo	0.449	0.560	0.695
rectify	ĝustigi	0.625	0.480	0.634
rector	rektoro	0.458	0.406	0.862
rectory	rectoryjo	0.490	0.373	0.704
rectum	rekta	0.438	0.443	0.491
recumbent	kuŝejo	0.429	0.370	0.352
recuperation	reakiro	0.688	0.418	0.500
recur	recur	0.479	0.500	0.416
recurrence	recurrenco	0.490	0.538	0.615
recurrent	recurrente	0.552	0.500	0.561
recurring	recurrente	0.370	0.560	0.445
recursion	rekursio	0.312	0.580	0.543
recursive	rekursie	0.459	0.590	0.561
recursively	rekursie	0.427	0.519	0.618
recycle	recikli	0.521	0.392	0.526
recycled	reciklita	0.561	0.316	0.409
recycling	reciklado	0.552	0.320	0.509
red	ruĝa	0.427	0.385	0.377
reddish	ruĝeta	0.521	0.337	0.328
redecorate	redecorate	0.602	0.444	0.490
redeem	elaĉeti	0.633	0.469	0.491
redeemed	elaĉetitaj	0.625	0.378	0.434
redemption	redención	0.376	0.408	0.545
redesign	rediseño	0.622	0.460	0.396
redhead	ruĝa	0.677	0.549	0.518
redheaded	Redheaded	0.510	0.520	0.428
redirect	alidirektilo	0.469	0.360	0.648
redneck	ruĝa	0.401	0.500	0.348
redness	ruĝeco	0.151	0.470	0.417
redo	redo	0.481	0.500	0.535
redress	redreso	0.677	0.558	0.649
reduce	redukti	0.219	0.304	0.336
reduced	reduktita	0.229	0.365	0.204
reduction	redukto	0.365	0.382	0.240
redundancy	redundo	0.316	0.262	0.589
redundant	redunda	0.210	0.500	0.527
redwood	ruĝa	0.592	0.350	0.443
reed	kano	0.490	0.350	0.307
reef	rifo	0.583	0.490	0.456
reefer	reefer	0.500	0.453	0.421
reefs	rifoj	0.531	0.471	0.455
reek	reek	0.177	0.480	0.311
reel	ruelo	0.449	0.332	0.395
reelection	reelekto	0.541	0.673	0.681
reeling	svingante	0.327	0.542	0.267
reenactment	restarigo	0.771	0.592	0.768
reentry	reveni	0.604	0.449	0.500
reestablish	restarigi	0.635	0.490	0.692
ref	ref	0.469	0.380	0.368
refer	raportu	0.506	0.358	0.558
referee	arbitraciisto	0.531	0.644	0.778
reference	referenco	0.633	0.312	0.595
referendum	referendumo	0.510	0.469	0.643
referral	referenco	0.694	0.314	0.603
refill	replenigi	0.670	0.400	0.464
refine	rafini	0.653	0.460	0.640
refined	rafinita	0.850	0.430	0.653
refinement	refinado	0.719	0.387	0.709
refinery	rafinejo	0.646	0.444	0.565
refining	rafinante	0.694	0.466	0.664
refit	refit	0.500	0.577	0.506
reflect	reflekti	0.698	0.342	0.472
reflecting	reflektante	0.590	0.408	0.471
reflection	reflekto	0.710	0.500	0.528
reflective	reflekta	0.656	0.292	0.735
reflector	reflektoro	0.479	0.510	0.500
reflex	reflekso	0.583	0.460	0.538
reflux	refluo	0.281	0.559	0.347
reform	reformo	0.531	0.490	0.797
reformation	reformado	0.809	0.500	0.558
reformer	reformanto	0.562	0.569	0.905
refraction	refrakto	0.388	0.471	0.526
refractor	refractor	0.510	0.541	0.433
refractory	refractario	0.520	0.357	0.588
refrain	refreno	0.314	0.373	0.277
refraining	refrenante	0.418	0.453	0.404
refresh	refreŝigi	0.719	0.640	0.689
refreshed	refresxigita	0.910	0.377	0.480
refreshing	refrescanta	0.936	0.520	0.571
refreshment	malvarmeta trinkaĵo	0.667	0.410	0.352
refrigerate	fridujo	0.635	0.357	0.457
refrigeration	refrigeración	0.735	0.392	0.500
refrigerator	refrigerador	0.677	0.260	0.391
refuel	refuel	0.592	0.445	0.500
refuge	rifuĝo	0.640	0.238	0.481
refugee	rifuĝinto	0.379	0.607	0.327
refund	rekompenco	0.541	0.528	0.430
refurbish	renovigi	0.656	0.633	0.541
refusal	rifuzo	0.052	0.610	0.321
refuse	rifuzi	0.180	0.520	0.331
refused	rifuzis	0.163	0.475	0.188
refusing	rifuzante	0.143	0.670	0.203
refutation	refutacio	0.312	0.726	0.566
refute	refute	0.312	0.731	0.583
regain	reakiri	0.729	0.520	0.759
regal	regia	0.643	0.459	0.556
regalia	Reĝaleco	0.760	0.441	0.556
regard	rigardu	0.802	0.336	0.809
regatta	regatta	0.740	0.471	0.435
regency	regenteco	0.520	0.472	0.630
regenerate	regeneras	0.782	0.607	0.767
regeneration	regenerado	0.760	0.640	0.845
regent	regento	0.680	0.529	0.675
reggae	reggae	0.698	0.520	0.500
regime	reĝimo	0.290	0.668	0.773
regimen	reĝimo	0.428	0.538	0.840
regiment	regimento	0.469	0.722	0.755
regimental	regimenta	0.292	0.637	0.817
region	regiono	0.540	0.295	0.712
regional	regiona	0.620	0.400	0.607
regionalism	regionismo	0.640	0.500	0.773
register	registri	0.490	0.412	0.654
registrar	registro	0.599	0.537	0.574
registration	registriĝo	0.622	0.396	0.574
registry	registro	0.573	0.320	0.583
regress	regreso	0.255	0.442	0.300
regression	regresiĝo	0.312	0.500	0.324
regressive	regresiga	0.302	0.434	0.363
regret	bedaŭras	0.230	0.623	0.331
regretful	bedaŭrinde	0.167	0.480	0.188
regrettable	bedaŭrinde	0.104	0.374	0.245
regretted	bedaŭrinde	0.352	0.540	0.368
regretting	bedaŭrinde	0.255	0.567	0.273
regroup	reagrupi	0.633	0.602	0.797
regular	regulaj	0.435	0.188	0.558
regularity	reguleco	0.663	0.337	0.585
regulars	regulaj	0.729	0.327	0.508
regulate	reguligi	0.510	0.275	0.481
regulated	reguligita	0.531	0.269	0.483
regulation	reguligo	0.542	0.425	0.667
regulator	reguligilo	0.500	0.336	0.668
regulatory	reguliga	0.531	0.448	0.528
regurgitation	regurgitado	0.160	0.647	0.315
rehab	rehabilitación	0.531	0.450	0.593
rehabilitate	rehabiliti	0.671	0.538	0.642
rehabilitation	rehabilitación	0.406	0.528	0.606
rehash	rehaŝi	0.405	0.451	0.403
rehearsal	provo	0.667	0.470	0.500
rehearse	ekzamenu	0.588	0.622	0.500
reign	reĝado	0.806	0.567	0.873
reigning	reĝante	0.677	0.632	0.870
reimburse	reembolsi	0.680	0.418	0.527
reimbursement	reembolso	0.653	0.610	0.567
rein	kondukilo	0.500	0.357	0.438
reincarnation	reencarniĝo	0.786	0.747	0.676
reindeer	boaco	0.592	0.336	0.396
reinforce	plifortigi	0.604	0.583	0.760
reinforcement	plifortigo	0.729	0.702	0.902
reinforcements	plifortigoj	0.646	0.719	0.875
reins	kondukiloj	0.480	0.448	0.545
reinstall	reinstali	0.458	0.500	0.745
reinstate	restarigi	0.760	0.551	0.596
reinstatement	restarigo	0.729	0.521	0.707
reinvest	reinvesti	0.570	0.627	0.763
reinvestment	reinvestiĝo	0.582	0.622	0.782
reiterate	ripetas	0.422	0.451	0.655
reject	malakcepti	0.060	0.647	0.370
rejected	malakceptita	0.102	0.480	0.250
rejection	malakcepto	0.080	0.704	0.330
rejects	malakceptas	0.083	0.637	0.422
rejoice	ĝoju	0.827	0.650	0.698
rejoicing	ĝojante	0.811	0.637	0.592
rejoin	Revenu	0.655	0.548	0.556
rejuvenate	rejuvenate	0.776	0.588	0.767
rejuvenated	rejuvenecigita	0.809	0.673	0.700
rekindle	rekoni ĝin	0.656	0.520	0.788
relapse	recidivo	0.173	0.460	0.303
relate	raporti	0.653	0.500	0.623
related	rilataj	0.677	0.365	0.519
relation	rilato	0.857	0.604	0.625
relationship	rilato	0.867	0.566	0.589
relative	parenco	0.500	0.378	0.386
relativity	relativeco	0.594	0.393	0.615
relax	malstreĉiĝi	0.927	0.250	0.375
relaxant	malstreĉa	0.878	0.087	0.357
relaxation	malstreĉiĝo	0.873	0.161	0.381
relaxed	malstreĉita	0.865	0.090	0.382
relaxing	relajante	0.854	0.157	0.475
relay	relajso	0.738	0.542	0.543
release	liberigo	0.740	0.606	0.741
released	liberigita	0.844	0.490	0.651
relegation	malakcepto	0.375	0.500	0.434
relentless	senĉese	0.333	0.713	0.904
relevance	graveco	0.710	0.599	0.791
relevancy	graveco	0.724	0.481	0.673
relevant	grava	0.719	0.608	0.764
reliability	fidindeco	0.917	0.380	0.696
reliable	fidinda	0.912	0.241	0.875
reliance	fidindeco	0.844	0.431	0.853
relic	relikvo	0.646	0.452	0.591
relics	relikvoj	0.719	0.580	0.579
relief	reliefon	0.844	0.278	0.481
relieve	malpezigi	0.813	0.183	0.536
relieved	malpezigita	0.896	0.314	0.391
relieving	malpezigante	0.740	0.255	0.455
relight	relekti	0.560	0.588	0.519
religion	religio	0.646	0.320	0.755
religious	religia	0.740	0.238	0.696
relinquish	forlasi	0.265	0.606	0.286
relish	gaja	0.854	0.610	0.632
relive	revivas	0.750	0.650	0.693
reload	reŝargi	0.562	0.611	0.571
relocate	translokiĝi	0.500	0.594	0.640
relocation	translokigo	0.396	0.500	0.475
reluctance	reticencia	0.240	0.606	0.373
reluctant	renuente	0.292	0.630	0.432
rely	fidu	0.812	0.429	0.616
remain	restu	0.709	0.365	0.731
remainder	restaĵo	0.398	0.357	0.324
remaining	restante	0.449	0.290	0.296
remains	restas	0.610	0.240	0.565
remake	remake	0.583	0.488	0.642
remand	remando	0.245	0.446	0.318
remark	rimarko	0.561	0.325	0.716
remarkable	rimarkinda	0.880	0.573	0.720
remarkably	notinde	0.688	0.618	0.868
remarry	remarry	0.653	0.791	0.540
rematch	reveno	0.469	0.798	0.627
remedial	remedial	0.369	0.418	0.509
remedy	rimedo	0.625	0.283	0.491
remember	memoru	0.776	0.422	0.454
remembered	memorita	0.916	0.333	0.588
remembering	memorante	0.535	0.386	0.509
remembrance	memoro	0.812	0.250	0.519
remind	memoru	0.721	0.415	0.563
reminder	memorigilo	0.552	0.423	0.589
reminisce	memoru	0.903	0.490	0.363
reminiscent	memoras	0.500	0.481	0.611
reminiscing	memorante	0.688	0.431	0.418
remiss	pardono	0.190	0.650	0.325
remission	pardono	0.418	0.330	0.518
remit	remit	0.510	0.509	0.473
remittance	remendado	0.684	0.479	0.454
remnant	restaĵo	0.367	0.312	0.388
remodel	remodela	0.604	0.647	0.693
remorse	remordigo	0.103	0.673	0.377
remorseful	remordiga	0.347	0.429	0.250
remote	malproksima	0.458	0.333	0.477
remoteness	malproksimeco	0.323	0.510	0.339
removal	forigo	0.245	0.540	0.368
remove	forigi	0.292	0.539	0.472
remover	forigi	0.337	0.443	0.526
remuneration	rekompenco	0.792	0.760	0.607
renaissance	renaskiĝo	0.771	0.670	0.767
renal	rena	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	redonu	0.541	0.395	0.448
rendering	pruntante	0.531	0.434	0.667
rendezvous	sendube	0.750	0.490	0.658
rendition	prezento	0.417	0.360	0.398
renegade	renegata	0.140	0.640	0.509
renegotiate	renegocia	0.580	0.702	0.708
renew	renovigi	0.868	0.481	0.713
renewal	renovigo	0.770	0.710	0.672
renounce	rezigni	0.156	0.490	0.552
renovate	renovigi	0.878	0.549	0.755
renovated	renovigita	0.783	0.406	0.657
renovation	renovigo	0.816	0.590	0.779
renown	renoma	0.693	0.475	0.693
renowned	renoma	0.844	0.481	0.697
rent	luo	0.344	0.429	0.446
rental	luo	0.510	0.370	0.308
renter	luas	0.590	0.301	0.371
renunciation	rezigno	0.260	0.578	0.336
reopen	remalfermu	0.656	0.528	0.568
reorganization	reorganizo	0.622	0.587	0.754
reorganize	reorganizi	0.667	0.590	0.722
rep	rep	0.520	0.510	0.640
repaint	repaint	0.622	0.382	0.308
repair	riparo	0.583	0.460	0.589
repairman	riparo	0.582	0.426	0.707
reparation	riparo	0.531	0.615	0.732
repay	repagi	0.469	0.632	0.592
repayment	repago	0.479	0.490	0.474
repeal	ripeti	0.260	0.480	0.482
repeat	ripeti	0.490	0.529	0.552
repeated	ripetis	0.429	0.472	0.314
repeatedly	ree	0.479	0.575	0.500
repeater	ripetilo	0.479	0.426	0.430
repel	ripeti	0.224	0.620	0.441
repellant	repelisto	0.292	0.620	0.426
repellent	repelente	0.286	0.500	0.491
repelling	ripetante	0.184	0.633	0.429
repent	penti	0.449	0.422	0.386
repentance	pento	0.417	0.604	0.324
repentant	pento	0.326	0.500	0.200
repertoire	repertuaro	0.633	0.594	0.667
repertory	repertuaro	0.562	0.473	0.528
repetition	ripeto	0.375	0.519	0.396
repetitive	ripetema	0.320	0.438	0.362
rephrase	riparigi	0.547	0.451	0.549
replace	anstataŭi	0.417	0.520	0.500
replacement	anstataŭas	0.385	0.519	0.500
replay	ripeto	0.612	0.522	0.761
replenish	replenigi	0.615	0.336	0.689
replete	plenplena	0.552	0.497	0.670
replica	replikas	0.480	0.520	0.493
replicate	repliku	0.480	0.630	0.585
replication	replikado	0.342	0.618	0.510
reply	respondu	0.762	0.290	0.596
report	raporto	0.583	0.444	0.575
reported	raportis	0.418	0.442	0.567
reporter	raportisto	0.531	0.550	0.604
repose	repose	0.469	0.100	0.330
reposition	anstataŭigo	0.408	0.529	0.509
repository	repositorio	0.406	0.396	0.500
repossess	anstataŭo	0.418	0.667	0.552
reprehensible	nekonata	0.316	0.569	0.351
represent	reprezentas	0.781	0.433	0.861
representation	reprezento	0.677	0.542	0.750
representative	reprezentanto	0.704	0.366	0.694
represented	reprezentita	0.724	0.444	0.688
representing	reprezentanta	0.796	0.464	0.833
repress	subpremi	0.208	0.612	0.536
repressed	subpremita	0.188	0.337	0.311
repression	subpremo	0.214	0.764	0.481
reprieve	riprocxi	0.531	0.471	0.574
reprimand	riprocado	0.153	0.528	0.465
reprint	reimpreso	0.510	0.449	0.527
reprisal	represalio	0.125	0.788	0.545
reprise	reprise	0.459	0.500	0.464
reproach	riproĉe	0.240	0.755	0.384
reproduce	reprodukti	0.823	0.622	0.760
reproduction	reprodukto	0.800	0.736	0.713
reproductive	reprodukta	0.770	0.604	0.856
reprogram	riprogramo	0.519	0.404	0.557
reptile	reptilio	0.350	0.566	0.365
republic	respubliko	0.635	0.340	0.830
republican	respublika	0.398	0.551	0.664
repudiation	malakcepti	0.167	0.686	0.274
repugnance	repugnance	0.062	0.684	0.425
repugnant	kontraŭa	0.061	0.735	0.453
repulsion	repulsado	0.247	0.673	0.353
repulsive	malklara	0.146	0.775	0.425
repurchase	repreni	0.531	0.592	0.557
reputable	Reklama	0.781	0.462	0.919
reputation	reputacio	0.740	0.542	0.721
repute	kverelo	0.729	0.500	0.702
reputed	konata	0.439	0.528	0.627
request	peto	0.625	0.471	0.618
requiem	Rekviemo	0.475	0.382	0.426
require	postulas	0.398	0.439	0.560
required	postulita	0.583	0.509	0.700
requirement	postulo	0.510	0.439	0.728
requisite	necesa	0.448	0.363	0.609
requisition	kondiĉo	0.478	0.510	0.649
reread	relegita	0.448	0.377	0.492
reroute	ripeti	0.540	0.598	0.598
rerun	reiru	0.333	0.620	0.529
reschedule	transdono	0.438	0.422	0.537
rescind	nuligi	0.347	0.380	0.391
rescission	forigo	0.333	0.529	0.360
rescue	rekupero	0.806	0.926	0.850
research	esplorado	0.633	0.663	0.741
researcher	esploristo	0.569	0.510	0.857
resection	resección	0.375	0.482	0.500
resemblance	simile	0.743	0.216	0.570
resemble	similas	0.602	0.388	0.463
resembling	simile	0.592	0.250	0.529
resent	resentiĝas	0.073	0.553	0.163
resentful	resentema	0.120	0.608	0.324
resentment	rankoro	0.163	0.745	0.528
reservation	rezervo	0.688	0.343	0.561
reserve	rezervo	0.585	0.289	0.589
reserved	rezervita	0.594	0.316	0.583
reserves	rezervoj	0.653	0.363	0.520
reservoir	baseno	0.531	0.276	0.462
reset	restarigi	0.490	0.450	0.574
reside	loĝi	0.451	0.440	0.455
residence	loĝejo	0.615	0.382	0.585
residences	restadejoj	0.618	0.418	0.509
residency	loĝejo	0.694	0.357	0.679
resident	loĝanto	0.592	0.327	0.500
residential	loĝejo	0.720	0.210	0.589
residual	postrestanta	0.448	0.288	0.327
residue	restaĵo	0.354	0.330	0.183
resign	rezigni	0.250	0.543	0.273
resignation	rezigno	0.145	0.392	0.310
resigned	rezignis	0.240	0.170	0.268
resilience	resileco	0.531	0.440	0.667
resilient	fortika	0.542	0.540	0.801
resin	rezino	0.284	0.308	0.400
resist	rezisti	0.414	0.676	0.651
resistance	rezisto	0.427	0.694	0.796
resistant	imuna	0.592	0.585	0.815
resisting	rezistante	0.408	0.776	0.789
resistive	resistiva	0.396	0.519	0.651
resolute	solvita	0.771	0.510	0.712
resolutely	solve	0.714	0.453	0.805
resolution	rezolucio	0.780	0.550	0.745
resolve	solvi	0.710	0.472	0.750
resolved	solvita	0.735	0.357	0.683
resonance	resono	0.541	0.426	0.629
resonant	resona	0.542	0.633	0.663
resonate	resoni	0.582	0.610	0.644
resonator	resonanto	0.469	0.608	0.519
resort	resort	0.573	0.441	0.632
resounding	resona	0.490	0.708	0.596
resource	rimedo	0.740	0.357	0.749
resourceful	Rimarkinda	0.906	0.704	0.886
resources	rimedoj	0.604	0.348	0.627
respect	respekto	0.927	0.344	0.758
respectability	respektebleco	0.875	0.407	0.912
respectable	respektinda	0.850	0.350	0.889
respected	respektita	0.908	0.441	0.853
respectful	respektema	0.951	0.386	0.814
respecting	respektante	0.837	0.321	0.720
respective	respektiva	0.625	0.413	0.721
respects	respektoj	0.840	0.387	0.824
respiration	spirado	0.760	0.377	0.669
respirator	respirador	0.433	0.398	0.453
respiratory	spira	0.500	0.450	0.552
respite	Respito	0.600	0.373	0.420
resplendent	Gloro	0.905	0.673	0.755
respond	respondu	0.573	0.435	0.594
respondent	respondanto	0.449	0.455	0.480
response	respondo	0.615	0.500	0.472
responsibility	respondeco	0.760	0.500	0.852
responsible	respondeca	0.837	0.527	0.833
responsive	respondema	0.816	0.569	0.573
rest	ripozo	0.907	0.167	0.300
restart	rekomenci	0.531	0.519	0.554
restaurant	restoracio	0.847	0.406	0.500
rested	ripozis	0.792	0.235	0.462
restful	ripoza	0.781	0.116	0.413
restitution	restituo	0.583	0.542	0.643
restless	maltrankvila	0.219	0.810	0.304
restlessness	inquietud	0.083	0.794	0.397
restock	ripozo	0.510	0.538	0.645
restoration	restarigo	0.755	0.426	0.734
restorative	restariga	0.633	0.510	0.703
restore	restaŭri	0.765	0.490	0.625
restored	restarigita	0.892	0.410	0.728
restoring	restarigo	0.820	0.490	0.783
restrain	bremsi	0.134	0.696	0.434
restrained	ĉesita	0.354	0.590	0.509
restraining	restriktante	0.296	0.702	0.672
restraint	regado	0.167	0.618	0.520
restrict	restrikti	0.115	0.539	0.577
restricted	restriktita	0.276	0.500	0.407
restriction	limigo	0.130	0.590	0.569
restrictive	restrikta	0.215	0.596	0.500
restroom	ĉambro	0.653	0.279	0.267
result	rezulto	0.812	0.490	0.652
resultant	rezulto	0.670	0.441	0.637
resume	rekomenci	0.573	0.411	0.586
resumption	rekomencas	0.637	0.528	0.653
resurrect	revivigi	0.781	0.725	0.817
resurrection	reviviĝo	0.708	0.740	0.759
resuscitate	resuski	0.531	0.696	0.818
resuscitation	resuziĝo	0.753	0.768	0.795
retail	detalisto	0.510	0.353	0.411
retailer	komercisto	0.708	0.439	0.595
retain	reteni	0.367	0.451	0.630
retainer	konservanto	0.396	0.422	0.356
retaining	konservado	0.417	0.559	0.632
retake	reprenu	0.616	0.471	0.591
retaliate	retaliate	0.111	0.812	0.595
retaliation	reprezalioj	0.156	0.812	0.491
retaliatory	retaliatorio	0.194	0.865	0.598
retard	prokrasto	0.194	0.347	0.222
retardation	prokrasto	0.125	0.360	0.155
retarded	retardita	0.302	0.462	0.161
retards	retardoj	0.362	0.434	0.218
retention	retención	0.344	0.490	0.558
retentive	retenta	0.439	0.482	0.491
rethink	repensi	0.480	0.423	0.583
reticent	maltrankvila	0.396	0.519	0.500
retina	retino	0.490	0.255	0.342
retinal	retino	0.531	0.343	0.475
retire	retiriĝi	0.398	0.392	0.186
retired	retiriĝis	0.270	0.259	0.301
retirement	izoliteco	0.250	0.324	0.255
retiring	retiriĝante	0.408	0.376	0.214
retold	retold	0.459	0.385	0.352
retort	repliko	0.417	0.520	0.481
retrace	reen	0.250	0.482	0.317
retract	retiriĝas	0.316	0.443	0.358
retraction	retraktado	0.312	0.491	0.427
retractor	retractor	0.354	0.590	0.557
retreat	retiriĝi	0.500	0.519	0.312
retrenchment	retiriĝado	0.230	0.650	0.384
retrial	retrial	0.500	0.577	0.593
retribution	repago	0.625	0.490	0.708
retrieval	rekuperi	0.700	0.440	0.704
retrieve	rekuperi	0.740	0.576	0.705
retriever	retriever	0.459	0.500	0.464
retro	retro	0.650	0.276	0.321
retroactive	retroaktiva	0.521	0.452	0.655
retrograde	rekte	0.208	0.464	0.415
retrospect	retrospekta	0.406	0.500	0.538
retrospective	retrospekta	0.594	0.481	0.528
retrospectively	retrospekte	0.516	0.400	0.560
return	revenu	0.602	0.412	0.463
reunion	kunveno	0.837	0.500	0.672
reunite	kunvenu	0.656	0.550	0.657
reunited	kunvenitaj	0.708	0.439	0.658
rev	rev	0.367	0.422	0.353
reveal	malkaŝi	0.493	0.637	0.526
revel	Revel	0.740	0.705	0.684
revelation	revelacio	0.879	0.500	0.865
revelations	revelacioj	0.729	0.655	0.600
revels	raboj	0.827	0.683	0.647
revenge	venĝo	0.230	0.940	0.627
revenue	enspezoj	0.873	0.510	0.854
reverberation	reverberado	0.390	0.639	0.551
revere	malĝojo	0.750	0.562	0.608
reverence	riverenco	0.643	0.347	0.516
reverend	reverendo	0.650	0.337	0.576
reverent	reverente	0.551	0.490	0.694
reverie	reverie	0.667	0.413	0.471
reversal	renversado	0.380	0.510	0.591
reverse	reversa	0.539	0.415	0.461
reversion	reverso	0.458	0.538	0.425
revert	reverti	0.380	0.451	0.519
reverting	revertante	0.562	0.385	0.544
review	recenzo	0.667	0.408	0.636
reviewer	recenzisto	0.562	0.344	0.500
revise	revizii	0.500	0.469	0.509
revision	revizio	0.417	0.459	0.710
revisit	revizi	0.552	0.530	0.509
revival	renaskiĝo	0.823	0.664	0.597
revive	revivi	0.676	0.780	0.778
revocation	revokado	0.260	0.610	0.673
revoke	revoki	0.251	0.696	0.737
revolt	ribelo	0.343	0.878	0.658
revolting	ribelante	0.102	0.690	0.300
revolution	revolucio	0.417	0.902	0.798
revolutionary	revolucia	0.635	0.887	0.824
revolutionize	revolucii	0.684	0.816	0.904
revolve	revolvero	0.592	0.546	0.402
revolver	revolvero	0.194	0.796	0.750
revolving	revolvanta	0.602	0.570	0.580
revue	revuo	0.594	0.350	0.420
revulsion	revulsion	0.104	0.765	0.343
revving	revivante	0.604	0.875	0.879
reward	rekompenco	0.948	0.694	0.783
rewarding	rekompencante	0.958	0.637	0.783
rewind	renversi	0.460	0.551	0.431
rewire	ripeti	0.365	0.462	0.406
rewrite	reescribi	0.490	0.500	0.434
rhapsody	rapazo	0.708	0.490	0.460
rhetoric	retoriko	0.417	0.429	0.504
rhetorical	retoriko	0.417	0.569	0.635
rheumatism	reŭmatismo	0.219	0.472	0.418
rhinestone	Rinestone	0.531	0.551	0.408
rhino	rinocero	0.531	0.549	0.555
rhinoceros	Rinocero	0.556	0.656	0.569
rhubarb	rubobelo	0.582	0.304	0.340
rhyme	rimo	0.667	0.249	0.481
rhyming	rimedo	0.729	0.410	0.500
rhythm	ritmo	0.771	0.759	0.573
rhythmic	rítmica	0.714	0.642	0.664
rhythmical	rítmica	0.844	0.694	0.632
rib	costilla	0.490	0.349	0.351
ribbed	ribbed	0.365	0.378	0.409
ribbon	rubando	0.719	0.288	0.357
rice	rizo	0.667	0.208	0.330
rich	riĉa	0.882	0.627	0.905
riches	riĉeco	0.958	0.694	0.880
richness	riĉeco	0.896	0.833	0.922
rick	rick	0.459	0.420	0.444
rickety	rickety	0.224	0.402	0.241
rickshaw	Rickshaw	0.438	0.594	0.402
ricochet	malakcepto	0.287	0.618	0.430
rid	liberigu	0.194	0.408	0.327
riddance	kapablo	0.323	0.562	0.472
riddle	enigmo	0.521	0.583	0.543
riddled	ekbruligita	0.281	0.861	0.422
ride	rajdi	0.806	0.465	0.472
rider	rajdanto	0.635	0.627	0.574
ridge	kresto	0.484	0.402	0.349
ridicule	ridindulo	0.143	0.745	0.255
ridiculed	ridindigita	0.112	0.806	0.212
ridiculous	ridinda	0.159	0.594	0.245
riding	rajdante	0.694	0.654	0.620
rife	riĉa	0.570	0.561	0.692
riff	riff	0.521	0.551	0.343
riffraff	riffraff	0.360	0.404	0.397
rifle	fusilo	0.329	0.900	0.718
rifleman	fusilo	0.245	0.863	0.767
rifles	fusiloj	0.337	0.864	0.765
rift	rift	0.246	0.519	0.289
rig	riglilo	0.542	0.382	0.746
rigged	rigida	0.188	0.510	0.412
rigging	rigado	0.510	0.518	0.440
right	dekstre	0.740	0.352	0.710
righteous	justa	0.823	0.385	0.790
righteousness	justeco	0.802	0.660	0.897
rightful	justa	0.837	0.358	0.821
rightly	juste	0.740	0.471	0.782
righty	rajto	0.750	0.314	0.786
rigid	rigida	0.357	0.552	0.591
rigidity	rigideco	0.198	0.530	0.726
rigor	rigoreco	0.375	0.745	0.713
rigorous	strikta	0.438	0.818	0.847
rim	rimeno	0.510	0.397	0.302
rind	ŝelo	0.542	0.280	0.491
ring	ringo	0.677	0.427	0.464
ringer	ŝnurilo	0.573	0.604	0.347
ringing	sonante	0.724	0.598	0.693
ringleader	sidejo	0.520	0.550	0.640
ringmaster	rondmastro	0.630	0.622	0.732
ringside	ringoj	0.500	0.644	0.411
rink	pinto	0.551	0.392	0.392
rinse	rinse	0.663	0.168	0.409
riot	ribelo	0.061	0.946	0.586
rioting	ripozante	0.156	0.949	0.560
riotous	riotaj	0.163	0.837	0.588
riots	tumultoj	0.099	0.882	0.564
rip	ripozu en paco	0.146	0.676	0.365
riparian	riparia	0.552	0.408	0.412
ripe	matura	0.671	0.337	0.670
ripen	maturiĝi	0.755	0.373	0.671
ripening	maturigado	0.615	0.490	0.759
ripper	rapida	0.219	0.887	0.642
ripple	ripeto	0.500	0.453	0.370
rippling	ripetante	0.500	0.480	0.327
rise	leviĝi	0.667	0.593	0.745
rising	leviĝanta	0.750	0.602	0.696
risk	risko	0.240	0.816	0.438
risky	riska	0.224	0.922	0.700
risotto	risotto	0.802	0.454	0.234
rite	rito	0.378	0.570	0.606
ritual	ceremoniaro	0.375	0.520	0.508
ritualistic	ceremoniaro	0.450	0.583	0.540
rival	rivalo	0.286	0.605	0.574
rivalry	rivaleco	0.192	0.765	0.538
river	rivero	0.688	0.392	0.605
riverbank	riverbordo	0.684	0.300	0.330
riverbed	rivero	0.610	0.233	0.421
riverboat	riverboat	0.561	0.347	0.462
