Word	Chinese (Simplified)-zh-CN	Valence	Arousal	Dominance
sanctify	圣化	0.673	0.443	0.783
sanctimonious	道貌岸然	0.240	0.365	0.327
sanction	制裁	0.201	0.750	0.517
sanctioned	制裁	0.323	0.696	0.391
sanctity	尊严	0.771	0.330	0.628
sanctuary	避难所	0.863	0.226	0.575
sanctum	书房	0.521	0.438	0.657
sand	砂	0.582	0.279	0.304
sandal	檀香	0.490	0.283	0.333
sandbox	砂箱	0.573	0.274	0.264
sander	砂光机	0.438	0.580	0.445
sandman	桑德曼	0.479	0.469	0.388
sandpaper	砂纸	0.417	0.425	0.404
sands	沙滩	0.646	0.304	0.377
sandstorm	沙暴	0.324	0.821	0.629
sandwich	三明治	0.672	0.314	0.310
sandy	沙	0.406	0.265	0.296
sane	明智的	0.760	0.235	0.670
sanguine	乐观	0.520	0.560	0.545
sanitarium	疗养院	0.448	0.645	0.570
sanitary	卫浴	0.458	0.320	0.425
sanitation	卫生	0.742	0.312	0.500
sanity	明智	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	圣诞老人	0.735	0.286	0.509
sap	树液	0.470	0.298	0.258
sapiens	智人	0.480	0.453	0.584
sapphire	蓝宝石	0.770	0.472	0.651
sappy	汁液	0.583	0.469	0.330
sarcasm	讽刺	0.125	0.685	0.346
sarcastic	讽刺	0.397	0.781	0.298
sarcoma	肉瘤	0.260	0.519	0.402
sarcophagus	石棺	0.271	0.561	0.435
sardine	沙丁鱼	0.541	0.236	0.236
sardonic	讽刺	0.208	0.679	0.446
sarsaparilla	菝葜	0.542	0.488	0.345
sash	窗扇	0.480	0.298	0.333
sashimi	生鱼片	0.704	0.310	0.359
sassafras	黄樟	0.469	0.388	0.471
sassy	时髦	0.271	0.704	0.320
satanic	撒旦	0.062	0.843	0.720
satchel	书包	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	卫星	0.562	0.409	0.764
satin	缎	0.519	0.396	0.481
satire	讽刺	0.458	0.655	0.472
satirical	讽刺	0.323	0.615	0.538
satisfaction	满意	0.939	0.637	0.673
satisfactorily	满意地	0.765	0.570	0.802
satisfactory	满意的	0.959	0.569	0.702
satisfied	满意	0.959	0.510	0.685
satisfy	满足	0.867	0.790	0.705
satisfying	满意的	0.890	0.606	0.814
saturate	饱和	0.281	0.680	0.467
saturated	饱和的	0.474	0.700	0.442
saturation	饱和	0.255	0.582	0.583
satyr	色狼	0.280	0.639	0.500
sauce	酱	0.562	0.515	0.288
saucepan	平底锅	0.347	0.264	0.321
saucer	茶托	0.510	0.327	0.337
saucy	俏皮	0.250	0.653	0.391
sauerkraut	酸菜	0.531	0.454	0.336
sauna	桑拿	0.781	0.350	0.455
sausage	香肠	0.542	0.429	0.300
savage	野蛮人	0.204	0.931	0.605
savagery	野蛮	0.219	0.907	0.711
savanna	稀树草原	0.606	0.147	0.394
savannah	大草原	0.729	0.212	0.309
savant	学者	0.781	0.451	0.818
save	保存	0.770	0.439	0.682
saver	保护程序	0.745	0.382	0.802
saving	保存	0.663	0.230	0.621
savings	储	0.776	0.431	0.608
savior	救主	0.920	0.469	0.804
savor	品尝	0.827	0.552	0.526
savory	香香	0.812	0.717	0.619
savvy	精明	0.719	0.520	0.706
saw	锯	0.316	0.541	0.518
sawdust	锯末	0.398	0.279	0.241
sawmill	锯木厂	0.427	0.378	0.434
sax	萨克斯	0.573	0.465	0.409
saxophone	萨克管	0.688	0.444	0.482
say	说	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	痂	0.354	0.330	0.272
scabbard	刀鞘	0.325	0.219	0.217
scaffold	脚手架	0.480	0.500	0.336
scaffolding	脚手架	0.496	0.366	0.545
scalding	烫	0.271	0.540	0.381
scale	规模	0.310	0.350	0.577
scales	秤	0.439	0.330	0.491
scallop	扇贝	0.490	0.363	0.331
scalp	头皮	0.347	0.346	0.302
scalpel	解剖刀	0.302	0.700	0.482
scaly	有鳞的	0.281	0.481	0.358
scam	诈骗	0.042	0.745	0.418
scamp	恶棍	0.458	0.464	0.371
scampi	虾	0.531	0.448	0.224
scan	扫描	0.479	0.423	0.470
scandal	丑闻	0.122	0.821	0.557
scandalous	诽谤性的	0.135	0.907	0.556
scanner	扫描器	0.531	0.356	0.567
scanty	微薄的	0.287	0.333	0.127
scape	花茎	0.290	0.625	0.536
scapegoat	替罪羊	0.184	0.685	0.481
scar	瘢痕	0.146	0.500	0.397
scarab	金龟子	0.406	0.458	0.267
scarce	稀缺	0.292	0.324	0.218
scarcely	几乎没有	0.082	0.412	0.160
scarcity	缺乏	0.167	0.500	0.182
scare	吓	0.122	0.910	0.264
scarecrow	稻草人	0.219	0.274	0.349
scared	害怕	0.146	0.828	0.185
scares	恐慌	0.122	0.847	0.386
scarf	围巾	0.750	0.224	0.224
scarier	可怕	0.156	0.846	0.472
scariest	最可怕的	0.167	0.863	0.538
scarlet	猩红	0.507	0.390	0.411
scary	害怕	0.062	0.952	0.528
scat	赶去	0.337	0.548	0.409
scatter	分散	0.229	0.620	0.404
scattered	疏散	0.208	0.380	0.238
scattering	散射	0.347	0.550	0.394
scavenger	清道夫	0.177	0.578	0.408
scenario	脚本	0.667	0.510	0.683
scene	现场	0.570	0.340	0.578
scenery	风景	0.745	0.253	0.592
scenic	名胜	0.684	0.548	0.756
scent	香味	0.633	0.410	0.491
scented	香	0.865	0.509	0.431
scepter	珽	0.630	0.300	0.670
sceptical	怀疑的	0.214	0.387	0.466
scepticism	怀疑论	0.292	0.444	0.550
schadenfreude	幸灾乐祸	0.354	0.640	0.463
schedule	时间表	0.510	0.380	0.480
schematic	概要	0.490	0.284	0.647
scheme	方案	0.521	0.269	0.577
schilling	先令	0.367	0.410	0.418
schism	分裂	0.280	0.569	0.386
schizophrenia	精神分裂症	0.092	0.880	0.435
schizophrenic	精神分裂症	0.102	0.958	0.433
schlep	拖带	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	杜松子酒	0.583	0.567	0.417
schnitzel	肉片	0.365	0.430	0.382
scholar	学者	0.694	0.421	0.731
scholarly	书香	0.750	0.466	0.709
scholarship	奖学金	0.866	0.490	0.625
scholastic	学力	0.500	0.470	0.491
school	学校	0.765	0.423	0.633
schoolboy	男生	0.623	0.385	0.441
schoolgirl	女学生	0.760	0.521	0.415
schoolhouse	校舍	0.602	0.407	0.672
schooling	教育	0.582	0.462	0.640
schoolmaster	校长	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	学校工作	0.479	0.500	0.481
schoolyard	校园	0.684	0.529	0.440
schooner	大篷车	0.635	0.408	0.427
sciatica	坐骨神经痛	0.286	0.443	0.393
science	科学	0.588	0.429	0.741
scientific	科学	0.653	0.510	0.836
scientist	科学家	0.562	0.500	0.790
scifi	科幻	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	闪烁	0.650	0.736	0.612
scintillation	闪烁	0.576	0.579	0.573
scintillator	闪烁	0.583	0.670	0.510
scion	幼芽	0.490	0.380	0.451
scissors	剪刀	0.458	0.462	0.302
scoff	嘲笑	0.125	0.686	0.306
scold	骂	0.194	0.755	0.626
scolding	痛骂	0.071	0.833	0.417
scone	烤饼	0.418	0.287	0.229
scoop	舀	0.583	0.543	0.640
scoot	溜走	0.510	0.490	0.412
scooter	摩托车	0.510	0.587	0.371
scope	范围	0.656	0.386	0.718
scorch	烧焦	0.214	0.689	0.491
scorching	酷热	0.406	0.635	0.464
score	得分了	0.670	0.388	0.589
scoreboard	记分牌	0.667	0.484	0.472
scorer	记分员	0.730	0.608	0.764
scores	分数	0.594	0.469	0.629
scorn	轻蔑	0.110	0.721	0.356
scorned	蔑视	0.062	0.529	0.226
scornful	轻视	0.173	0.608	0.368
scorpion	蝎	0.198	0.745	0.600
scotch	苏格兰人	0.578	0.520	0.615
scoundrel	恶棍	0.094	0.740	0.412
scour	冲刷	0.388	0.602	0.632
scourge	灾害	0.214	0.640	0.302
scout	侦察	0.656	0.611	0.763
scowl	皱眉头	0.302	0.600	0.413
scrabble	乱涂	0.625	0.412	0.399
scram	急停	0.306	0.485	0.409
scramble	争夺	0.469	0.744	0.500
scrambled	炒	0.451	0.535	0.539
scrambler	扰码器	0.417	0.550	0.444
scrambling	扰码	0.421	0.810	0.731
scrap	废料	0.156	0.339	0.173
scrapbook	剪贴簿	0.562	0.274	0.432
scrape	刮	0.365	0.615	0.384
scrapie	羊瘙痒病	0.306	0.706	0.231
scraping	刮	0.265	0.479	0.305
scrappy	斗志旺盛	0.301	0.375	0.406
scratch	刮	0.276	0.625	0.270
scratchy	发痒的	0.235	0.610	0.436
scrawny	骨瘦如柴	0.276	0.422	0.245
scream	惊叫	0.188	0.863	0.594
screamer	骇人听闻的标题	0.156	0.670	0.392
screaming	尖叫	0.245	0.901	0.460
screech	尖叫	0.214	0.802	0.306
screen	屏幕	0.670	0.300	0.417
screening	筛查	0.562	0.570	0.709
screenplay	剧本	0.500	0.406	0.518
screenwriter	编剧	0.571	0.500	0.712
screw	拧	0.385	0.460	0.377
screwball	怪僻	0.271	0.680	0.505
screwdriver	螺丝刀	0.520	0.519	0.439
screwed	拧	0.302	0.520	0.464
screwy	扭曲	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	涂	0.429	0.453	0.358
scribe	隶	0.541	0.264	0.491
scrimmage	混战	0.367	0.660	0.411
scrip	便条	0.430	0.462	0.455
script	脚本	0.610	0.450	0.527
scriptural	圣经	0.551	0.250	0.596
scripture	圣经	0.745	0.270	0.630
scroll	滚动	0.375	0.630	0.409
scrotum	阴囊	0.396	0.653	0.361
scrounge	蹭	0.210	0.565	0.397
scrounger	scrounger	0.323	0.490	0.358
scrub	擦洗	0.417	0.420	0.500
scruffy	邋遢	0.194	0.435	0.176
scrumptious	美味	0.959	0.650	0.566
scrupulous	一丝不苟	0.545	0.685	0.602
scrutinize	细察	0.458	0.587	0.573
scrutiny	审查	0.500	0.653	0.658
scuba	水肺	0.542	0.494	0.456
scuff	磨损	0.165	0.560	0.376
scuffle	打架	0.146	0.800	0.529
scullery	碗碟	0.469	0.337	0.353
sculptor	雕塑家	0.653	0.431	0.694
sculpture	雕塑	0.750	0.346	0.490
sculptured	雕塑	0.708	0.373	0.557
scum	浮渣	0.357	0.380	0.218
scumbag	人渣	0.240	0.591	0.278
scurry	疾走	0.398	0.647	0.509
scurvy	坏血病	0.354	0.462	0.312
scuttle	天窗	0.438	0.398	0.430
sea	海	0.833	0.353	0.589
seaboard	海岸	0.663	0.356	0.507
seafood	海鲜	0.656	0.500	0.328
seagull	海鸥	0.635	0.245	0.314
seal	密封	0.490	0.218	0.518
seals	密封件	0.412	0.241	0.402
seam	接缝	0.427	0.250	0.414
seaman	水手	0.520	0.510	0.672
seamless	无缝	0.459	0.140	0.302
seamstress	裁缝	0.535	0.288	0.389
seaport	海港	0.594	0.317	0.491
sear	烤焦	0.490	0.553	0.600
search	搜索	0.635	0.580	0.462
searching	搜索	0.534	0.657	0.466
searchlight	探照灯	0.622	0.510	0.552
seared	香煎	0.229	0.410	0.398
seashore	海滨	0.796	0.310	0.375
seasick	晕船	0.115	0.683	0.245
seaside	海滨	0.887	0.520	0.508
season	季节	0.792	0.410	0.519
seasonal	时令的	0.592	0.273	0.305
seasoned	老练	0.812	0.570	0.509
seasoning	调味料	0.633	0.388	0.479
seat	座位	0.542	0.281	0.434
seatbelt	安全带	0.656	0.314	0.726
seating	休息	0.552	0.265	0.286
seawater	海水	0.760	0.197	0.491
seaweed	海草	0.446	0.286	0.382
sec	秒	0.490	0.385	0.380
secession	分裂	0.323	0.561	0.509
secluded	僻	0.357	0.265	0.240
seclusion	隔离	0.230	0.558	0.505
second	第二	0.490	0.210	0.250
second cousin	第二个表弟	0.698	0.360	0.441
secondary	次要	0.636	0.375	0.260
secondhand	二手	0.194	0.389	0.283
secrecy	保密	0.294	0.549	0.475
secret	秘密	0.479	0.580	0.509
secretariat	秘书处	0.518	0.459	0.597
secretary	秘书	0.612	0.426	0.561
secrete	分泌	0.427	0.567	0.518
secretion	分泌	0.354	0.582	0.529
secretive	隐秘	0.390	0.250	0.538
secretly	偷偷	0.525	0.404	0.479
sect	教派	0.265	0.667	0.526
sectarian	宗派	0.260	0.606	0.517
section	部分	0.500	0.269	0.421
sectional	截	0.427	0.415	0.464
sector	扇形	0.594	0.190	0.569
secular	世俗	0.463	0.461	0.520
secularism	世俗主义	0.367	0.440	0.559
secure	安全	0.844	0.380	0.914
securities	证券	0.750	0.304	0.852
security	安全	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	稳重	0.656	0.157	0.345
sedation	镇静	0.510	0.270	0.398
sedative	镇静剂	0.314	0.273	0.352
sedentary	久坐不动	0.292	0.185	0.273
sedge	茢	0.406	0.396	0.339
sediment	沉淀	0.438	0.306	0.372
sedimentary	沉积	0.398	0.265	0.500
sedition	煽动叛乱	0.327	0.557	0.591
seduce	勾引	0.462	0.864	0.689
seducer	诱惑	0.704	0.812	0.775
seducing	诱惑	0.569	0.794	0.708
seduction	诱惑	0.510	0.891	0.618
seductive	妖媚	0.771	0.821	0.667
see	看到	0.635	0.269	0.312
seed	种子	0.656	0.135	0.306
seedling	幼苗	0.406	0.343	0.423
seeds	种子	0.731	0.269	0.418
seedy	褴褛的	0.229	0.390	0.325
seek	寻求	0.622	0.429	0.482
seeker	导引头	0.646	0.464	0.553
seem	似乎	0.471	0.302	0.298
seemingly	似乎	0.490	0.410	0.356
seer	先见者	0.604	0.481	0.740
seesaw	跷跷板	0.570	0.559	0.410
seething	沸腾	0.312	0.821	0.642
segment	分割	0.469	0.290	0.440
segregate	分离	0.290	0.627	0.440
segregated	隔离	0.164	0.575	0.411
segregation	隔离	0.302	0.545	0.390
seismic	地震	0.323	0.925	0.578
seize	抢占	0.656	0.644	0.673
seizure	发作	0.177	0.775	0.462
seldom	很少	0.323	0.379	0.287
select	选择	0.615	0.406	0.602
selection	选择	0.594	0.340	0.595
selective	可选择的	0.612	0.347	0.706
selectman	selectman	0.552	0.547	0.609
selenium	硒	0.469	0.408	0.336
self	自	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	自私	0.061	0.637	0.495
selfishness	自私	0.200	0.686	0.453
selfless	无私	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	卖	0.618	0.608	0.605
seller	卖家	0.635	0.471	0.635
sellout	卖完	0.398	0.490	0.465
seltzer	苏打水	0.448	0.452	0.406
semantics	语义	0.698	0.394	0.569
semaphore	信号	0.552	0.374	0.598
semblance	外表	0.500	0.471	0.442
semen	精液	0.500	0.755	0.471
semester	学期	0.521	0.327	0.482
semi	半	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	分号	0.378	0.255	0.318
seminal	精	0.459	0.413	0.566
seminar	研讨会	0.583	0.360	0.623
seminary	修院	0.594	0.367	0.589
semiotics	符号学	0.449	0.417	0.596
senate	参议院	0.490	0.349	0.836
senator	参议员	0.391	0.422	0.821
send	发送	0.663	0.480	0.537
sender	寄件人	0.542	0.449	0.509
senescence	衰老	0.378	0.456	0.394
senile	衰老	0.280	0.211	0.305
senior	前辈	0.561	0.415	0.536
seniority	排行	0.408	0.427	0.602
senor	SENOR	0.527	0.217	0.630
senorita	senorita	0.765	0.550	0.500
sensation	感觉	0.781	0.663	0.673
sensational	轰动的	0.938	0.827	0.858
sense	感	0.781	0.417	0.474
senseless	无意义	0.125	0.388	0.136
senses	感官	0.740	0.461	0.693
sensibility	感性	0.583	0.423	0.448
sensible	明智	0.625	0.454	0.312
sensibly	理智	0.786	0.337	0.396
sensitive	敏感	0.714	0.426	0.254
sensitivity	灵敏度	0.750	0.417	0.395
sensor	传感器	0.571	0.377	0.542
sensory	感觉的	0.583	0.480	0.442
sensual	声色	0.730	0.790	0.642
sensuality	淫荡	0.844	0.840	0.632
sensuous	感觉上的	0.854	0.798	0.625
sentence	句子	0.625	0.265	0.548
sentencing	宣判	0.120	0.782	0.561
sentient	有情	0.583	0.417	0.363
sentiment	情绪	0.765	0.451	0.639
sentimental	感伤	0.583	0.378	0.312
sentimentality	感伤	0.771	0.548	0.319
sentinel	哨兵	0.531	0.602	0.845
sentry	哨兵	0.470	0.547	0.684
separable	可分离	0.469	0.390	0.368
separate	分离	0.240	0.514	0.349
separately	分别	0.310	0.365	0.368
separation	分割	0.198	0.592	0.409
separatist	分裂	0.245	0.627	0.537
sepia	乌贼	0.448	0.270	0.345
sepsis	脓血症	0.229	0.452	0.327
sept	九月	0.521	0.333	0.361
septic	化粪池	0.281	0.462	0.425
septum	隔膜	0.276	0.423	0.410
sequel	续集	0.650	0.480	0.574
sequence	序列	0.543	0.350	0.529
sequent	序贯	0.531	0.423	0.591
sequestered	隔离	0.160	0.863	0.427
sequestration	封存	0.177	0.860	0.500
serenade	小夜曲	0.875	0.570	0.491
serendipity	意外发现	0.677	0.413	0.500
serene	安详	0.802	0.132	0.370
serenity	宁静	0.900	0.122	0.557
sergeant	军士	0.408	0.600	0.833
serial	串行	0.469	0.350	0.472
serialize	连载	0.500	0.455	0.593
series	系列	0.622	0.431	0.420
serif	衬线	0.531	0.417	0.415
serious	严重	0.500	0.455	0.619
seriousness	严肃	0.439	0.365	0.750
sermon	讲道	0.417	0.507	0.615
serpent	蛇	0.115	0.696	0.679
serpentine	蛇纹石	0.576	0.646	0.329
serrated	锯齿形	0.388	0.435	0.418
serum	血清	0.520	0.231	0.443
servant	仆人	0.340	0.408	0.331
serve	服务	0.622	0.400	0.384
server	服务器	0.656	0.356	0.536
service	服务	0.684	0.408	0.535
serviceable	维修	0.834	0.400	0.684
servile	低三下四	0.439	0.327	0.415
servitude	奴役	0.250	0.490	0.250
sesame	芝麻	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	会议	0.510	0.481	0.491
sessions	会议	0.646	0.578	0.650
set	组	0.521	0.482	0.630
setback	挫折	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	二传手	0.541	0.455	0.473
settle	解决	0.833	0.520	0.772
settled	安定	0.521	0.510	0.473
settlement	沉降	0.635	0.412	0.723
settler	定居者	0.573	0.453	0.519
settlor	委托人	0.531	0.434	0.534
setup	建立	0.667	0.398	0.635
seven	七	0.672	0.265	0.373
seventeen	十七	0.585	0.296	0.321
seventh	第七	0.500	0.245	0.288
seventy	七十	0.625	0.353	0.446
sever	断绝	0.156	0.635	0.451
severable	可分	0.406	0.451	0.398
severally	个别	0.719	0.298	0.600
severance	遣散	0.396	0.620	0.541
severe	严重	0.164	0.735	0.635
severely	严重	0.219	0.673	0.700
severity	严重	0.260	0.712	0.661
sew	缝	0.510	0.340	0.340
sewage	污水	0.255	0.343	0.339
sewer	下水道	0.286	0.367	0.282
sewerage	下水道	0.208	0.450	0.198
sewing	针线活	0.625	0.337	0.356
sex	性别	0.803	0.939	0.704
sexist	性别歧视	0.255	0.798	0.411
sexual	有性	0.584	0.959	0.640
sexuality	性欲	0.670	0.898	0.657
sexy	性感的	0.865	0.945	0.802
shabby	破旧	0.235	0.519	0.259
shack	窝棚	0.396	0.425	0.339
shackle	铁链	0.276	0.580	0.414
shade	阴凉处	0.388	0.265	0.278
shades	色调	0.490	0.300	0.380
shading	阴影	0.420	0.324	0.318
shadow	阴影	0.302	0.343	0.158
shadowy	神出鬼没	0.135	0.373	0.330
shady	阴凉	0.323	0.509	0.375
shaft	轴	0.549	0.275	0.472
shag	粗毛	0.417	0.462	0.340
shaggy	毛茸茸	0.510	0.302	0.321
shake	摇	0.439	0.689	0.539
shakedown	勒索	0.286	0.692	0.481
shaken	动摇	0.344	0.657	0.333
shaker	振动筛	0.520	0.728	0.518
shaking	发抖	0.275	0.849	0.255
shaky	摇摇欲坠	0.260	0.734	0.223
shall	应	0.510	0.385	0.412
shallow	浅	0.427	0.298	0.351
shallows	浅滩	0.388	0.368	0.368
sham	假	0.354	0.602	0.395
shaman	巫	0.490	0.531	0.604
shambles	废墟	0.271	0.696	0.287
shame	耻辱	0.060	0.670	0.155
shamed	羞愧	0.135	0.567	0.218
shameful	可耻	0.040	0.680	0.264
shameless	不要脸	0.274	0.713	0.407
shampoo	洗头	0.604	0.180	0.250
shanghai	上海	0.551	0.450	0.509
shank	刀柄	0.530	0.393	0.286
shanty	窝棚	0.427	0.459	0.255
shape	形状	0.592	0.240	0.422
shapely	身材匀称	0.771	0.441	0.830
shard	碎片	0.388	0.407	0.426
share	分享	0.759	0.548	0.545
shareholder	股东	0.656	0.632	0.915
sharing	分享	0.827	0.462	0.545
shark	鲨鱼	0.260	0.845	0.596
sharp	尖锐	0.459	0.585	0.585
sharpen	削尖	0.582	0.694	0.611
sharpened	削尖	0.573	0.647	0.727
sharpener	卷笔刀	0.532	0.435	0.327
sharpness	锐度	0.729	0.385	0.653
sharpshooter	狙击手	0.240	0.929	0.764
shatter	打碎	0.108	0.821	0.464
shattered	破灭	0.097	0.806	0.309
shattering	惊天动地	0.135	0.760	0.475
shave	刮胡子	0.521	0.410	0.480
shaver	剃须刀	0.418	0.450	0.392
shaving	刮	0.500	0.469	0.353
shawl	披肩	0.720	0.365	0.230
sheaf	捆	0.396	0.387	0.456
shear	剪断	0.286	0.647	0.388
shears	剪	0.429	0.527	0.254
sheath	鞘	0.460	0.314	0.342
sheathing	护套	0.378	0.480	0.642
shed	棚	0.427	0.402	0.470
sheen	光泽	0.812	0.510	0.712
sheep	羊	0.604	0.206	0.161
sheepdog	牧羊犬	0.684	0.442	0.529
sheepish	羞怯	0.326	0.441	0.205
sheer	绝对	0.604	0.250	0.481
sheet	片	0.439	0.174	0.302
sheik	酋长	0.521	0.579	0.708
shelf	架	0.561	0.202	0.366
shell	贝壳	0.615	0.408	0.391
shellfish	贝类	0.594	0.412	0.393
shelling	炮轰	0.337	0.917	0.773
shelter	庇护	0.704	0.229	0.569
sheltered	避风	0.590	0.377	0.717
shelters	候车亭	0.582	0.333	0.482
shelved	搁置	0.306	0.166	0.321
shepherd	牧羊人	0.656	0.304	0.610
sherbet	果子露	0.592	0.363	0.348
sheriff	郡治安官	0.602	0.541	0.802
sherry	雪莉酒	0.594	0.477	0.315
shield	屏蔽	0.510	0.373	0.663
shift	转移	0.479	0.610	0.491
shifting	移	0.518	0.548	0.546
shifty	腥	0.365	0.687	0.483
shilling	先令	0.521	0.342	0.430
shimmer	发微光	0.745	0.562	0.656
shimmering	闪闪发光的	0.844	0.648	0.904
shimmy	摆振	0.478	0.476	0.462
shin	胫	0.459	0.500	0.231
shindig	狂欢	0.552	0.560	0.491
shine	闪耀	0.844	0.539	0.741
shiner	发光体	0.740	0.510	0.556
shingle	卵石	0.510	0.200	0.410
shining	闪亮的	0.885	0.673	0.812
shiny	闪亮	0.885	0.604	0.787
ship	船	0.646	0.500	0.439
shipment	装船	0.582	0.440	0.452
shipping	运输	0.622	0.327	0.443
shipshape	井然有序	0.594	0.480	0.474
shipwreck	沉船	0.268	0.768	0.373
shipyard	船厂	0.398	0.583	0.595
shire	郡	0.479	0.257	0.609
shirt	衬衫	0.698	0.186	0.231
shit	拉屎	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	蠢蛋	0.120	0.645	0.302
shitless	狂妄	0.271	0.545	0.333
shitload	shitload	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	低劣	0.020	0.679	0.163
shiver	发抖	0.260	0.765	0.236
shivering	发抖的	0.122	0.663	0.373
shoals	滩涂	0.396	0.408	0.375
shock	休克	0.286	0.821	0.453
shocked	吃惊	0.292	0.773	0.375
shocker	令人震惊	0.235	0.804	0.616
shocking	触目惊心	0.378	0.853	0.833
shockingly	令人吃惊	0.510	0.924	0.721
shoddy	以次充好	0.082	0.463	0.179
shoe	鞋	0.517	0.225	0.288
shoelace	鞋带	0.396	0.280	0.307
shoemaker	鞋匠	0.396	0.269	0.491
shoes	鞋	0.729	0.324	0.210
shoeshine	擦鞋	0.392	0.387	0.325
shook	震撼	0.163	0.759	0.509
shoot	射击	0.092	0.926	0.625
shooter	射手	0.224	0.814	0.774
shooting	射击	0.276	0.931	0.602
shootout	枪战	0.080	0.927	0.615
shop	店	0.725	0.632	0.565
shopkeeper	店主	0.677	0.510	0.730
shoplifter	扒手	0.167	0.830	0.500
shoplifting	行窃	0.152	0.833	0.441
shopper	购物者	0.646	0.615	0.741
shopping	购物	0.915	0.445	0.630
shore	支撑	0.542	0.304	0.204
shoreline	海岸线	0.677	0.296	0.529
shorn	剪毛	0.396	0.415	0.400
short	短	0.184	0.264	0.237
short story	短篇故事	0.697	0.321	0.348
shortage	短缺	0.094	0.455	0.198
shortcake	酥	0.677	0.359	0.398
shortcoming	缺点	0.195	0.370	0.258
shortcut	捷径	0.594	0.308	0.426
shorten	缩短	0.302	0.382	0.460
shortening	缩短	0.286	0.333	0.385
shorthand	速记	0.459	0.450	0.461
shortly	不久	0.582	0.310	0.360
shortness	短小	0.459	0.280	0.272
shorts	短裤	0.622	0.481	0.287
shortstop	游击手	0.418	0.529	0.450
shortwave	短波	0.460	0.271	0.368
shot	射击	0.144	0.750	0.569
shotgun	滑膛枪	0.200	0.868	0.684
shoulder	肩	0.562	0.286	0.406
shout	喊	0.229	0.925	0.444
shove	推	0.306	0.690	0.602
shovel	铲	0.427	0.308	0.267
shoveling	铲	0.265	0.620	0.537
show	显示	0.673	0.771	0.719
showbiz	演艺圈	0.661	0.713	0.598
showboat	爱现	0.618	0.625	0.509
showcase	橱窗	0.521	0.255	0.415
showdown	摊牌	0.302	0.950	0.692
shower	淋浴	0.669	0.346	0.336
showgirl	歌女	0.633	0.694	0.481
showing	展示	0.622	0.540	0.491
showoff	炫耀	0.344	0.598	0.463
showroom	展厅	0.740	0.441	0.536
showy	华丽的	0.698	0.657	0.661
shrapnel	弹片	0.240	0.740	0.681
shred	撕碎	0.224	0.750	0.627
shrew	泼妇	0.306	0.463	0.390
shrewd	精明	0.551	0.673	0.816
shriek	尖叫	0.459	0.827	0.491
shrill	尖锐	0.312	0.721	0.640
shrimp	虾	0.571	0.361	0.425
shrine	神社	0.802	0.255	0.574
shrink	收缩	0.385	0.453	0.272
shrinking	萎缩	0.190	0.400	0.217
shrivel	萎缩	0.160	0.409	0.143
shroud	裹尸布	0.417	0.457	0.389
shrub	灌木	0.531	0.340	0.340
shrubbery	灌木	0.490	0.267	0.332
shrug	耸	0.208	0.296	0.278
shrunk	压缩	0.163	0.354	0.218
shrunken	瘪	0.500	0.373	0.221
shudder	不寒而栗	0.344	0.791	0.559
shuddering	发抖的	0.302	0.802	0.638
shuffle	拖曳	0.459	0.450	0.556
shuffleboard	沙狐球	0.531	0.459	0.377
shuffling	洗牌	0.521	0.408	0.293
shun	顺	0.418	0.604	0.389
shunned	回避	0.271	0.464	0.367
shunt	分流	0.312	0.500	0.470
shut	关闭	0.240	0.352	0.311
shutdown	关掉	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	快门	0.191	0.380	0.482
shuttle	穿梭	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	害羞	0.280	0.153	0.132
shyness	害羞	0.312	0.265	0.246
shyster	讼棍	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	兄弟	0.857	0.340	0.636
sic	SIC	0.370	0.459	0.380
sick	生病	0.104	0.431	0.136
sickbay	医务室	0.296	0.510	0.345
