Word	Basque-eu	Valence	Arousal	Dominance
undesirable	txarrak	0.177	0.644	0.260
undesired	nahi ez diren	0.156	0.441	0.235
undetectable	undetectable	0.438	0.539	0.604
undetected	undetected	0.224	0.304	0.268
undetermined	Zehaztu gabeko	0.265	0.256	0.353
undeveloped	garatu gabeko	0.292	0.330	0.254
undignified	undignified	0.122	0.627	0.308
undirected	undirected	0.330	0.417	0.310
undisclosed	gabeko	0.479	0.361	0.314
undiscovered	gabeko	0.438	0.347	0.261
undisputed	ukaezina	0.646	0.588	0.673
undisturbed	undisturbed	0.725	0.287	0.434
undivided	undivided	0.510	0.380	0.490
undo	desegin	0.365	0.444	0.349
undoing	desegin	0.219	0.452	0.298
undoubted	undoubted	0.592	0.461	0.740
undress	biluzten	0.438	0.900	0.336
undressed	biluztu	0.375	0.755	0.356
undue	bidegabeko	0.156	0.573	0.318
undying	undying	0.708	0.500	0.773
unearned	sortzeko dauden	0.177	0.340	0.213
unearth	unearth	0.427	0.635	0.545
uneasiness	uneasiness	0.190	0.798	0.241
uneasy	deseroso	0.115	0.598	0.349
uneducated	familiak	0.177	0.350	0.246
unemployed	langabezian	0.094	0.481	0.230
unemployment	langabezia	0.094	0.400	0.297
unencumbered	unencumbered	0.604	0.280	0.472
unending	unending	0.385	0.519	0.454
unequal	desorekatua	0.118	0.433	0.202
unequalled	parerik	0.562	0.470	0.769
unequivocal	argia	0.604	0.415	0.615
unequivocally	unequivocally	0.521	0.668	0.554
unethical	unethical	0.104	0.433	0.269
uneven	irregularra	0.125	0.457	0.240
uneventful	uneventful	0.510	0.343	0.410
unexpected	ustekabeko	0.500	0.720	0.333
unexpectedly	ustekabean	0.354	0.759	0.462
unexplainable	unexplainable	0.260	0.448	0.610
unexplained	unexplained	0.271	0.531	0.349
unexplored	esploratu gabeko	0.401	0.640	0.388
unfailing	unfailing	0.625	0.635	0.594
unfair	bidegabeko	0.173	0.472	0.190
unfairness	unfairness	0.170	0.817	0.336
unfaithful	unfaithful	0.031	0.806	0.298
unfamiliar	Ohituta	0.219	0.558	0.273
unfavorable	kontrako	0.133	0.450	0.232
unfeeling	unfeeling	0.235	0.377	0.345
unfettered	unfettered	0.569	0.650	0.586
unfinished	amaitu gabeko	0.188	0.368	0.264
unfit	ezgaitasuna	0.250	0.368	0.185
unflinching	unflinching	0.667	0.606	0.882
unfold	zabaltzen	0.612	0.510	0.520
unfollow	jarraitzeari	0.281	0.337	0.293
unforeseen	ezusteko	0.255	0.714	0.500
unforgettable	ahaztezina	0.833	0.561	0.660
unforgivable	barkaezina	0.276	0.743	0.490
unforgiving	unforgiving	0.406	0.630	0.793
unfortunate	Penagarria	0.073	0.487	0.195
unfortunately	tamalez	0.104	0.494	0.281
unfounded	unfounded	0.271	0.520	0.410
unfreeze	unfreeze	0.458	0.297	0.375
unfriendly	unfriendly	0.173	0.670	0.458
unfulfilled	bete	0.184	0.426	0.268
unfurnished	unfurnished	0.316	0.333	0.272
unglued	unglued	0.378	0.446	0.352
ungodly	ungodly	0.296	0.423	0.388
ungrateful	esker txarreko	0.219	0.461	0.275
unguarded	unguarded	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	zorigaitzaren	0.083	0.630	0.222
unhappy	zorigaiztoko	0.112	0.500	0.155
unharmed	unharmed	0.740	0.378	0.491
unhealthy	Osasungaitz	0.115	0.549	0.214
unheard	unheard	0.344	0.539	0.500
unhelpful	unhelpful	0.104	0.320	0.118
unhindered	duela	0.729	0.441	0.725
unholy	unholy	0.327	0.560	0.445
unhook	unhook	0.375	0.592	0.310
unicorn	unicorn	0.776	0.510	0.480
unidentified	identificado	0.385	0.361	0.199
unification	bateratzea	0.688	0.345	0.788
unified	bateratu	0.729	0.439	0.764
uniform	uniforme	0.570	0.245	0.655
uniformed	uniformedun	0.469	0.519	0.589
uniformity	uniformetasuna	0.745	0.353	0.538
uniformly	uniformeki	0.625	0.333	0.704
unimaginable	pentsaezinak	0.573	0.634	0.589
unimpeachable	unimpeachable	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	garrantzirik	0.281	0.240	0.175
unimpressed	unimpressed	0.198	0.302	0.327
unimproved	unimproved	0.163	0.377	0.144
uninfected	uninfected	0.688	0.304	0.389
uninformed	uninformed	0.156	0.370	0.182
uninhabited	inor bizi	0.301	0.230	0.221
uninitiated	uninitiated	0.271	0.288	0.288
uninspired	uninspired	0.163	0.243	0.260
unintelligible	ulertezina	0.208	0.472	0.283
unintended	ustekabeko	0.438	0.385	0.349
unintentional	nahigabe	0.333	0.538	0.306
unintentionally	nahigabe	0.460	0.490	0.286
uninterested	uninterested	0.365	0.240	0.328
uninteresting	izanarren	0.153	0.235	0.228
uninterrupted	etenik gabe	0.500	0.434	0.527
uninvited	Gonbidapen gabeko	0.090	0.385	0.307
union	batasuna	0.854	0.226	0.766
unique	berezia	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	batera	0.510	0.439	0.583
unit	unitate	0.562	0.235	0.578
unitary	unitario	0.531	0.239	0.641
unite	elkartu	0.781	0.375	0.610
united	Batua	0.781	0.431	0.783
unity	batasuna	0.837	0.288	0.658
universal	unibertsala	0.802	0.417	0.833
universality	unibertsaltasuna	0.796	0.410	0.840
universe	unibertsoa	0.694	0.454	0.839
university	unibertsitate	0.735	0.574	0.741
unjust	bidegabea	0.115	0.625	0.278
unjustifiable	Justifikaziorik	0.115	0.596	0.394
unjustified	justifikatu	0.288	0.541	0.314
unkind	unkind	0.135	0.409	0.310
unknowable	unknowable	0.347	0.540	0.396
unknown	ezezaguna	0.357	0.450	0.204
unlawful	legez kanpokoa	0.094	0.759	0.402
unleash	unleash	0.479	0.775	0.559
unlicensed	unlicensed	0.306	0.574	0.196
unlike	ez bezala	0.439	0.439	0.418
unlikely	zaila	0.271	0.293	0.245
unlimited	mugagabea	0.750	0.623	0.679
unlisted	argitaratu gabeko	0.365	0.265	0.218
unload	deskargatu	0.656	0.639	0.573
unloaded	deskargatu	0.469	0.380	0.331
unlock	desblokeatzeko	0.582	0.442	0.592
unlucky	unlucky	0.073	0.395	0.198
unmanageable	unmanageable	0.177	0.666	0.482
unmanned	gidatu gabeko	0.235	0.441	0.324
unmarked	markatu	0.416	0.294	0.433
unmarried	ezkongabea	0.438	0.480	0.545
unmask	agerian	0.323	0.690	0.520
unmatched	datozenak	0.776	0.536	0.771
unmistakable	nahastezina	0.602	0.571	0.765
unmitigated	unmitigated	0.649	0.427	0.422
unmoved	unmoved	0.184	0.355	0.360
unnamed	izenik	0.316	0.189	0.284
unnatural	ez naturalak	0.153	0.587	0.434
unnecessary	alferrikako	0.219	0.358	0.190
unneeded	beharrezkoa ez bada	0.177	0.375	0.245
unnoticed	oharkabean	0.302	0.440	0.260
unnumbered	zenbatu gabeko	0.406	0.255	0.331
unobserved	ikusle izan gabe	0.398	0.255	0.257
unobstructed	unobstructed	0.583	0.440	0.573
unobtrusive	unobtrusive	0.447	0.327	0.402
unoccupied	hutsen	0.258	0.245	0.412
unofficial	ofizialak ez	0.260	0.302	0.255
unopened	ireki gabeko	0.542	0.340	0.265
unopposed	unopposed	0.615	0.375	0.537
unordered	orden gabeko	0.224	0.482	0.190
unorganised	unorganized	0.250	0.500	0.212
unorganized	unorganized	0.260	0.657	0.173
unorthodox	unorthodox	0.340	0.480	0.441
unpack	Deskonprimitu	0.531	0.528	0.445
unpaid	ordaindu gabeko	0.300	0.413	0.365
unparalleled	paregabeko	0.708	0.306	0.538
unpleasant	desatseginak	0.122	0.612	0.185
unpleasantness	unpleasantness	0.062	0.724	0.264
unplug	deskonektatzea	0.239	0.441	0.404
unplugged	unplugged	0.367	0.375	0.318
unpopular	atseginak	0.073	0.441	0.164
unprecedented	aurrekaririk	0.500	0.491	0.658
unpredictable	ezusteko	0.429	0.769	0.515
unprepared	unprepared	0.204	0.450	0.152
unpretentious	unpretentious	0.510	0.296	0.410
unproductive	emankor	0.100	0.324	0.237
unprofessional	unprofessional	0.042	0.370	0.170
unprofitable	errentagarriak	0.163	0.376	0.217
unprotected	babesik	0.150	0.582	0.197
unproven	unproven	0.296	0.427	0.216
unprovoked	unprovoked	0.565	0.327	0.385
unpublished	argitaragabeak	0.406	0.480	0.481
unpunished	zigorrik gabe geratuko	0.292	0.594	0.519
unqualified	gabeko	0.170	0.433	0.173
unquestionable	ukaezina	0.469	0.450	0.843
unquestionably	Zalantzarik gabe	0.500	0.630	0.750
unquestioned	zalantzan	0.562	0.509	0.746
unquote	unquote	0.388	0.363	0.517
unravel	argitzeko	0.378	0.598	0.455
unreachable	dabilela	0.208	0.679	0.557
unread	irakurri gabe	0.458	0.240	0.214
unreal	irreala	0.173	0.431	0.296
unrealistic	unrealistic	0.229	0.500	0.245
unreasonable	arrazoizkoa	0.115	0.702	0.264
unrecorded	unrecorded	0.241	0.351	0.350
unregistered	erregistratu gabeko	0.255	0.337	0.266
unregulated	arautu gabeko	0.344	0.454	0.421
unrelated	zerikusirik	0.302	0.270	0.264
unrelenting	unrelenting	0.500	0.790	0.875
unreliable	ezinda	0.108	0.480	0.240
unremarkable	unremarkable	0.271	0.155	0.230
unrepentant	unrepentant	0.240	0.445	0.413
unrequited	unrequited	0.143	0.441	0.179
unresolved	konpondu	0.135	0.441	0.173
unresponsive	erantzuten	0.108	0.282	0.244
unrest	istiluetan	0.102	0.577	0.231
unrestrained	unrestrained	0.385	0.775	0.627
unrestricted	mugarik gabeko	0.698	0.458	0.644
unromantic	unromantic	0.208	0.316	0.307
unruly	unruly	0.240	0.745	0.547
unsafe	unsafe	0.115	0.562	0.147
unsanitary	unsanitary	0.063	0.592	0.269
unsatisfactory	unsatisfactory	0.122	0.520	0.189
unsatisfied	bete gabeko	0.200	0.547	0.241
unsavory	unsavory	0.071	0.637	0.353
unscathed	onik aterako	0.625	0.308	0.611
unscheduled	unscheduled	0.312	0.436	0.300
unscientific	unscientific	0.396	0.317	0.321
unscrew	unscrew	0.333	0.462	0.396
unscrupulous	unscrupulous	0.094	0.727	0.465
unseat	unseat	0.229	0.500	0.312
unseen	ikusezin	0.427	0.351	0.421
unselfish	unselfish	0.615	0.353	0.377
unsettled	unsettled	0.208	0.647	0.170
unsightly	unsightly	0.226	0.559	0.373
unsolicited	eskatu gabeko	0.094	0.339	0.280
unsolved	geraldian	0.146	0.390	0.235
unsophisticated	unsophisticated	0.327	0.491	0.339
unsound	unsound	0.146	0.222	0.272
unspeakable	unspeakable	0.327	0.567	0.393
unspecified	zehaztu gabe	0.240	0.365	0.165
unspoken	unspoken	0.177	0.260	0.208
unstable	ezegonkorra	0.167	0.587	0.150
unsteady	unsteady	0.122	0.500	0.190
unstoppable	geldiezina	0.625	0.887	0.862
unsuccessful	arrakastarik	0.140	0.318	0.106
unsuitable	desegokiak	0.188	0.528	0.300
unsung	unsung	0.296	0.330	0.314
unsupervised	unsupervised	0.478	0.481	0.442
unsupported	onartu gabeko	0.260	0.450	0.221
unsure	ziur	0.143	0.580	0.217
unsurpassed	unsurpassed	0.694	0.569	0.798
unsuspecting	sineskorren	0.302	0.509	0.413
unsustainable	jasanezina	0.255	0.650	0.406
unsweetened	unsweetened	0.396	0.263	0.300
unsympathetic	unsympathetic	0.163	0.620	0.281
untamed	Untamed	0.429	0.778	0.709
untenable	untenable	0.143	0.637	0.425
untested	untested	0.302	0.296	0.348
unthinkable	pentsaezina	0.365	0.480	0.481
untidy	untidy	0.106	0.610	0.254
untie	askatu	0.542	0.463	0.472
untimely	untimely	0.245	0.676	0.233
untitled	untitled	0.213	0.240	0.240
untold	untold	0.240	0.367	0.191
untouchable	ukiezina	0.490	0.602	0.683
untouched	bereganatzea	0.531	0.276	0.600
untoward	untoward	0.122	0.555	0.291
untraceable	untraceable	0.321	0.674	0.574
untrained	untrained	0.149	0.529	0.282
untranslated	itzuli gabeko	0.271	0.188	0.264
untroubled	untroubled	0.750	0.213	0.653
untrue	gezurra	0.031	0.500	0.188
untrustworthy	konfidantzarik	0.097	0.449	0.287
unturned	unturned	0.312	0.255	0.316
unused	erabili gabeko	0.344	0.231	0.234
unusual	ezohiko	0.429	0.433	0.361
unusually	ohiz	0.385	0.406	0.358
unutterable	unutterable	0.406	0.592	0.538
unveil	ezagutzea	0.439	0.442	0.562
unveiling	Obaba	0.569	0.570	0.675
unverified	egiaztatu gabeko	0.214	0.365	0.180
unwanted	nahigabeko	0.177	0.546	0.205
unwarranted	gabekoak	0.091	0.500	0.345
unwary	unwary	0.286	0.417	0.402
unwashed	garbitu gabe utzi	0.365	0.427	0.360
unwavering	unwavering	0.740	0.630	0.858
unwed	unwed	0.541	0.595	0.459
unwelcome	unwelcome	0.115	0.480	0.269
unwell	ondoezik	0.143	0.640	0.221
unwilling	bake	0.302	0.316	0.179
unwillingly	gogoz	0.204	0.548	0.182
unwillingness	gogo	0.204	0.311	0.113
unwind	unwind	0.837	0.181	0.394
unwise	zentzuzkoa	0.141	0.610	0.304
unwitting	unwitting	0.260	0.526	0.344
unwittingly	oharkabean	0.312	0.510	0.264
unworthy	unworthy	0.194	0.433	0.226
unwrap	unwrap	0.604	0.491	0.557
unwritten	unwritten	0.367	0.384	0.272
unyielding	unyielding	0.367	0.806	0.738
unzip	unzip	0.378	0.520	0.538
upbeat	upbeat	0.878	0.531	0.802
upbringing	upbringing	0.677	0.490	0.600
upcoming	datozen	0.688	0.460	0.550
update	eguneratzea	0.698	0.535	0.802
upgrade	berritze	0.786	0.500	0.670
upheaval	askok ekin	0.290	0.830	0.570
uphill	maldan gora	0.396	0.723	0.572
uphold	defendatu	0.698	0.321	0.561
upholstery	tapizeria	0.592	0.270	0.386
upkeep	sostengatzeko	0.590	0.442	0.685
upland	upland	0.719	0.578	0.607
uplands	uplands	0.615	0.471	0.577
uplift	uplift	0.656	0.779	0.771
uplifting	eredugarria	0.771	0.548	0.605
uplink	uplink	0.544	0.510	0.595
upload	igo	0.638	0.683	0.696
upper	goiko	0.740	0.529	0.868
uppercut	uppercut	0.410	0.600	0.550
uppity	uppity	0.465	0.546	0.417
upright	tente	0.667	0.373	0.600
uprising	altxamendu	0.561	0.777	0.704
uproar	iskanbila	0.271	0.902	0.462
upscale	upscale	0.698	0.526	0.846
upset	ixilik	0.071	0.680	0.330
upshot	upshot	0.693	0.490	0.716
upstairs	goian	0.663	0.408	0.645
upstanding	upstanding	0.851	0.390	0.708
upstart	upstart	0.449	0.500	0.455
uptight	uptight	0.184	0.716	0.333
upward	gorantz	0.792	0.481	0.620
upwards	gorantz	0.724	0.439	0.638
uranium	uranioa	0.375	0.580	0.490
urban	hiri-	0.561	0.528	0.644
urchin	triku	0.417	0.510	0.373
urge	eskatzea	0.418	0.680	0.653
urgency	premia	0.429	0.908	0.543
urgent	premiazko	0.327	0.918	0.623
urinal	pixatokia	0.214	0.510	0.306
urinalysis	urinalysis	0.344	0.532	0.398
urinate	txiza	0.360	0.500	0.353
urination	urination	0.271	0.441	0.232
urine	gernu	0.375	0.361	0.169
urn	urn	0.194	0.520	0.295
usable	erabilgarri	0.812	0.455	0.611
usage	erabilera	0.646	0.360	0.426
use	erabilera	0.438	0.358	0.409
used	erabilitako	0.354	0.306	0.287
useful	baliagarria	0.833	0.411	0.726
usefully	erabilgarritasun	0.650	0.481	0.760
usefulness	erabilgarritasuna	0.806	0.519	0.741
useless	Ezertarako	0.052	0.342	0.184
user	erabiltzaile	0.629	0.347	0.442
usher	Usher	0.521	0.440	0.519
usual	ohikoa	0.625	0.221	0.400
usurp	usurpatzen	0.125	0.818	0.433
usurped	usurpatu	0.292	0.780	0.438
usury	lukurreriaren	0.344	0.679	0.430
utensil	Tramankulua	0.573	0.279	0.383
uterus	umetokian	0.551	0.420	0.510
utilitarian	utilitario	0.427	0.363	0.639
utility	utilitatea	0.622	0.400	0.704
utilization	erabilera	0.562	0.469	0.706
utilize	erabili	0.694	0.445	0.545
utmost	onenak	0.719	0.740	0.858
utopian	utopikoaren	0.542	0.327	0.552
utter	utter	0.531	0.422	0.549
utterance	esaldi	0.542	0.640	0.704
utterly	erabat	0.633	0.440	0.673
vacancy	lanpostu hutsa	0.643	0.311	0.418
vacant	hutsik	0.578	0.220	0.464
vacate	hustu	0.357	0.490	0.397
vacation	oporrak	0.840	0.490	0.598
vaccination	txertoen	0.530	0.578	0.621
vaccine	txerto	0.500	0.520	0.555
vacuolar	vacuolar	0.439	0.370	0.439
vacuole	vacuole	0.490	0.406	0.481
vacuous	vacuous	0.354	0.267	0.304
vacuum	hutsean	0.327	0.196	0.134
vagabond	vagabond	0.384	0.531	0.144
vagina	baginaren	0.551	0.870	0.500
vaginal	baginako	0.449	0.765	0.420
vagrancy	erromestasuna	0.219	0.567	0.277
vagrant	vagrant	0.265	0.548	0.250
vague	vague	0.271	0.335	0.083
vagueness	vagueness	0.150	0.324	0.221
vainly	alferrik	0.365	0.283	0.169
valance	valance	0.424	0.286	0.371
vale	vale	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	Valentine	0.888	0.615	0.510
valet	autoak	0.635	0.406	0.389
valiant	hazkarren	0.880	0.745	0.904
valid	baliozko	0.693	0.353	0.565
validate	balioztatzeko	0.760	0.431	0.745
validation	balidazio	0.655	0.460	0.720
validity	baliozkotasun	0.646	0.470	0.706
valium	valium	0.419	0.398	0.443
valley	bailara	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	baliotsua	0.899	0.547	0.798
valuables	baliozko	0.790	0.625	0.759
valuation	balioespen	0.615	0.480	0.795
value	balio	0.875	0.582	0.802
valve	balbula	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	banpiroa	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	vandal	0.135	0.792	0.473
vandalism	bandalismoa	0.083	0.904	0.509
vane	Vane	0.561	0.280	0.231
vanguard	abangoardia	0.693	0.640	0.780
vanilla	bainila	0.706	0.216	0.284
vanish	desagertu	0.236	0.480	0.347
vanished	desagertu	0.208	0.566	0.255
vanishing	desagertzen	0.292	0.550	0.322
vanity	Vanity	0.260	0.540	0.439
vanquish	vanquish	0.708	0.760	0.804
vanquished	garaitua	0.496	0.529	0.176
vanquishing	vanquishing	0.600	0.748	0.764
vantage	talaia	0.740	0.632	0.788
vapor	lurruna	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	aldagai	0.620	0.407	0.400
variance	bariantza	0.540	0.405	0.509
variation	aldakuntza	0.635	0.561	0.406
variations	aldakuntzak	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	varicose	0.235	0.462	0.368
varied	anitza	0.604	0.701	0.472
variegated	variegated	0.398	0.549	0.406
variety	barietate	0.714	0.472	0.598
various	hainbat	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	barniz	0.448	0.353	0.361
varsity	varsity	0.710	0.594	0.670
vary	aldatu egiten dira	0.521	0.373	0.413
varying	desberdinak	0.552	0.471	0.385
vascular	vascular	0.516	0.451	0.627
vase	vase	0.638	0.225	0.215
vasectomy	basektomia	0.208	0.663	0.431
vassal	basailu	0.417	0.525	0.196
vast	zabala	0.520	0.535	0.545
vat	BEZa	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	ganga	0.490	0.378	0.644
vaulted	ganga	0.417	0.460	0.542
vaulting	jauziko	0.510	0.323	0.520
veal	txekor	0.438	0.337	0.410
vector	bektorea	0.538	0.308	0.482
veer	veer	0.469	0.430	0.338
vega	vega	0.510	0.333	0.434
vegan	vegan	0.490	0.226	0.357
vegetable	barazki	0.551	0.120	0.289
vegetarian	begetarianoa	0.562	0.255	0.407
vegetarianism	vegetarianism	0.510	0.269	0.407
vegetation	landaretza	0.740	0.177	0.500
vegetative	begetatiboan	0.500	0.270	0.351
veggie	veggie	0.602	0.245	0.409
vehement	sutsua	0.500	0.500	0.575
vehicle	ibilgailu	0.641	0.565	0.500
veil	veil	0.500	0.235	0.415
veiled	veiled	0.370	0.317	0.324
vein	Ildo	0.347	0.373	0.318
veined	veined	0.487	0.459	0.294
vellum	vellum	0.500	0.349	0.321
velocity	abiadura	0.673	0.769	0.783
velour	velor	0.670	0.292	0.412
velvet	Velvet	0.663	0.226	0.304
velvety	belusatua	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	Vendetta	0.198	0.784	0.583
vending	saltzaileekin	0.417	0.565	0.549
vendor	saltzaile	0.541	0.541	0.627
veneer	xafla	0.490	0.265	0.289
venerable	agurgarri	0.708	0.369	0.600
veneration	begirune	0.745	0.650	0.712
venereal	benereoak	0.302	0.654	0.424
venetian	venetian	0.633	0.373	0.464
vengeance	mendeku	0.103	0.927	0.719
vengeful	vengeful	0.150	0.840	0.561
venison	orein	0.510	0.422	0.296
venom	pozoia	0.125	0.770	0.491
venomous	venomous	0.159	0.841	0.636
venous	venous	0.406	0.571	0.453
vent	vent	0.479	0.519	0.529
ventilation	aireztapen	0.719	0.451	0.568
ventilator	haizagailua	0.471	0.353	0.344
venting	venting	0.375	0.388	0.418
ventricle	bentrikuluaren	0.520	0.387	0.464
ventricular	bentrikulu	0.440	0.549	0.475
ventriloquist	ventriloquist	0.552	0.600	0.526
venture	venture	0.893	0.810	0.644
venue	Euskalduna Jauregian	0.727	0.316	0.395
veracity	egiazkoak	0.735	0.724	0.798
veranda	behatokiko	0.743	0.343	0.439
verb	aditz	0.582	0.312	0.414
verbal	hitzezko	0.520	0.291	0.562
verbatim	hitzez hitz	0.562	0.255	0.574
verbiage	ipurdi	0.429	0.560	0.535
verbose	Luze	0.439	0.480	0.635
verbosity	verbosity	0.300	0.491	0.451
verdant	osaturiko	0.600	0.260	0.389
verdict	epaia	0.325	0.689	0.800
verge	zorian	0.500	0.337	0.305
verification	egiaztapen	0.750	0.276	0.642
verified	egiaztatu	0.781	0.367	0.677
verify	egiaztatzeko	0.761	0.481	0.704
verily	zinez	0.713	0.351	0.585
veritable	benetako	0.794	0.330	0.759
vermin	vermin	0.167	0.712	0.385
vermouth	vermouth	0.503	0.480	0.425
vernacular	herri	0.479	0.453	0.615
vernal	udaberriko	0.553	0.402	0.451
veronica	veronica	0.594	0.399	0.402
versatile	polifazetikoa	0.906	0.625	0.714
versatility	aldakortasunari	0.878	0.585	0.750
verse	Elortza	0.667	0.269	0.336
version	Bertsio	0.604	0.423	0.538
versus	aurka	0.310	0.500	0.447
vert	vert	0.490	0.375	0.434
vertebra	vertebra	0.427	0.330	0.532
vertebral	orno	0.308	0.434	0.525
vertex	erpina	0.316	0.510	0.491
vertical	bertikala	0.520	0.387	0.492
vertically	bertikalean	0.534	0.385	0.545
vertigo	bertigoa	0.292	0.655	0.445
verve	Verve	0.724	0.840	0.693
very negative	Oso negatiboa	0.062	0.521	0.148
very positive	Oso positiboa	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	besikula	0.359	0.509	0.379
vesicular	besikulako	0.214	0.440	0.483
vessel	ontzi	0.490	0.398	0.538
vest	txaleko	0.667	0.380	0.371
vested	gainbegiratze	0.663	0.415	0.648
vestibule	atari	0.541	0.385	0.422
vestige	aztarna	0.562	0.470	0.454
vet	albaitaria	0.531	0.400	0.644
veteran	Beterano	0.560	0.431	0.759
veterinarian	albaitari	0.582	0.418	0.542
veterinary	albaitaritza	0.656	0.450	0.603
veto	beto	0.271	0.462	0.509
vexed	haserretu	0.115	0.802	0.413
viability	bideragarritasuna	0.776	0.500	0.684
viable	bideragarria	0.656	0.320	0.667
viaduct	biaduktu	0.420	0.440	0.662
vial	vial	0.594	0.346	0.445
vibe	vibe	0.710	0.480	0.517
vibes	vibes	0.635	0.688	0.574
vibrant	kartsua	0.771	0.824	0.782
vibrate	dardara	0.500	0.698	0.604
vibration	bibrazio	0.583	0.657	0.528
vibrator	vibrator	0.479	0.798	0.500
vibratory	bibrazio	0.542	0.690	0.527
vicar	Bikario	0.531	0.370	0.555
vicarious	vicarious	0.479	0.452	0.517
vice	bizioa	0.296	0.778	0.480
viceroy	erregeordeak	0.541	0.481	0.712
vicinity	inguruan	0.700	0.353	0.466
vicious	gurpil	0.208	0.694	0.407
victim	biktima	0.115	0.676	0.202
victimized	biktima	0.115	0.644	0.273
victor	victor	0.802	0.587	0.796
victoria	victoria	0.896	0.811	0.837
victorious	garaile	0.884	0.886	0.946
victory	garaipena	0.938	0.735	0.931
video	video	0.646	0.577	0.427
video game	bideo-joko	0.707	0.765	0.414
videotape	bideo	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	ikuspegi	0.896	0.292	0.555
viewer	ikusle	0.592	0.358	0.558
viewing	viewing	0.690	0.394	0.598
viewpoint	ikuspuntu	0.673	0.306	0.644
vigil	Vigil	0.521	0.480	0.491
vigilance	zaintza	0.490	0.615	0.724
vigilant	adi	0.469	0.643	0.791
vigilante	Vigilante	0.418	0.627	0.720
vignette	vignette	0.717	0.283	0.382
vigor	indarra	0.860	0.755	0.811
vigorous	kementsu	0.857	0.770	0.897
viking	bikingo	0.541	0.755	0.605
vile	vile	0.083	0.537	0.553
villa	villa	0.698	0.290	0.345
village	herrixka	0.684	0.367	0.336
villager	Baserritar	0.710	0.387	0.509
villain	villain	0.177	0.892	0.590
villainous	villainous	0.122	0.840	0.470
vinaigrette	ozpin	0.490	0.286	0.300
vindicate	erreibindikatu	0.656	0.596	0.767
vindicated	aldarrikatu	0.615	0.480	0.609
vindication	aldarrikapen	0.531	0.632	0.764
vindictive	vindictive	0.092	0.830	0.500
vine	mahats	0.531	0.292	0.405
vinegar	ozpina	0.276	0.370	0.356
vineyard	mahastian:	0.806	0.382	0.595
vintage	vintage	0.680	0.390	0.481
vinyl	binilo	0.490	0.241	0.440
viola	biola	0.521	0.461	0.481
violate	bortxatu	0.061	0.970	0.519
violation	urratzeagatik	0.083	0.892	0.413
violence	indarkeria	0.061	0.933	0.719
violent	bortitza	0.112	0.918	0.616
violently	bortizki	0.120	0.970	0.527
violet	morea	0.688	0.272	0.401
violin	biolina	0.823	0.396	0.389
violinist	biolin	0.804	0.302	0.538
viper	suge	0.173	0.846	0.632
viral	biral	0.240	0.612	0.518
virgin	birjina	0.622	0.433	0.462
virginal	birjina	0.673	0.577	0.464
virginity	birjintasuna	0.691	0.676	0.576
virility	virility	0.684	0.670	0.718
virology	birologia	0.418	0.569	0.562
virtual	birtual	0.598	0.532	0.463
virtually	birtualki	0.594	0.521	0.625
virtue	bertute	0.896	0.443	0.827
virtuoso	birtuoso	0.929	0.591	0.863
virtuous	bertutetsu	0.890	0.530	0.822
virulence	birulentzia	0.094	0.533	0.438
virus	birusa	0.277	0.740	0.443
visa	visa	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	biskositate	0.417	0.521	0.454
viscous	likatsua	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	ikuspena	0.750	0.444	0.676
visible	ikusgai	0.750	0.342	0.509
visibly	nabarmenki	0.724	0.373	0.591
vision	ikusmen	0.708	0.447	0.742
visionary	ameslari	0.823	0.565	0.791
visit	bisita	0.771	0.443	0.445
visitation	Visitación	0.729	0.346	0.534
visiting	Bisitariek	0.729	0.440	0.519
visitor	bisitaria	0.646	0.480	0.461
visor	bisera	0.396	0.490	0.265
vista	vista	0.698	0.390	0.450
visual	entzunezko	0.813	0.462	0.462
visualize	bistaratu	0.635	0.431	0.537
vital	ezinbesteko	0.750	0.716	0.847
vitality	bizitasun	0.923	0.565	0.869
vitals	vitals	0.704	0.604	0.798
vitamin	bitamina	0.827	0.330	0.560
vitreous	vitreous	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
