Word	Urdu-ur	Valence	Arousal	Dominance
terrifies	خوفناک	0.083	0.923	0.500
terrify	خوفناک	0.052	0.889	0.509
terrifying	خوفناک	0.031	0.836	0.602
territorial	علاقائی	0.405	0.600	0.766
territory	علاقہ	0.625	0.469	0.676
terror	دہشت گردی	0.069	0.902	0.415
terrorism	دہشت گردی	0.060	0.971	0.673
terrorist	دہشت گرد	0.019	0.930	0.679
terrorists	دہشت گردی	0.062	0.967	0.688
terrorize	دہشت گردی	0.041	0.907	0.577
terse	جھگڑا	0.542	0.393	0.409
tertiary	تیریری	0.500	0.350	0.431
test	ٹیسٹ	0.449	0.500	0.509
testament	عہد نامہ	0.594	0.420	0.806
testicle	امتحان	0.458	0.651	0.410
testicular	امتحان	0.388	0.680	0.453
testify	گواہی دینا	0.521	0.650	0.741
testimonial	تعریف	0.541	0.538	0.750
testimony	گواہی	0.615	0.578	0.643
testosterone	ٹیسٹوسٹیرون	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	تیتانوس	0.133	0.577	0.368
tether	ٹھیر	0.323	0.620	0.407
tethered	tethered	0.260	0.472	0.351
tetrahedral	ٹیٹراڈالل	0.595	0.468	0.423
text	متن	0.604	0.157	0.402
textbook	درسی کتاب	0.622	0.235	0.526
textile	ٹیکسٹائل	0.604	0.235	0.395
textural	ٹیکسٹائل	0.660	0.296	0.445
texture	ساخت	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	شکریہ	0.958	0.353	0.526
thankful	شکر گزار	0.969	0.344	0.714
thankgod	خدا کا شکر ہے	0.823	0.451	0.466
thanking	شکریہ	0.917	0.538	0.658
thankless	شکریہ	0.146	0.500	0.497
thanks	شکریہ	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	یوم تشکر	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	چیچ	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	thumumurgurgy	0.510	0.546	0.618
thaw	پھول	0.438	0.321	0.327
theater	تھیٹر	0.760	0.635	0.516
theatrical	تھیٹر	0.720	0.690	0.546
theatrics	تھیٹر	0.694	0.539	0.486
thebest	بہترین	0.760	0.596	0.719
theft	چوری	0.135	0.867	0.394
theism	اسزم	0.460	0.431	0.481
theistic	حقیقت پسندی	0.397	0.365	0.509
thelife	زندگی	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	خیالیہ	0.541	0.176	0.427
theocracy	تسکری	0.490	0.427	0.722
theocratic	عروج	0.380	0.480	0.605
theologian	ماہرین	0.521	0.304	0.759
theological	حیاتیات	0.480	0.363	0.683
theology	نظریہ	0.448	0.330	0.711
theorem	پروم	0.500	0.296	0.615
theoretical	نظریاتی	0.615	0.270	0.546
theory	نظریہ	0.583	0.314	0.529
therapeutic	علاج	0.625	0.275	0.680
therapeutics	علاج	0.552	0.343	0.625
therapist	تھراپسٹ	0.468	0.430	0.679
therapy	تھراپی	0.490	0.353	0.607
thereabouts	وہاں	0.427	0.365	0.285
thereof	اس کے	0.542	0.265	0.281
therewith	اس کے ساتھ	0.462	0.317	0.398
thermal	تھرمل	0.480	0.360	0.509
thermocouple	thermocouple	0.406	0.406	0.422
thermodynamics	ترمیم	0.510	0.594	0.678
thermometer	ترمامیٹر	0.400	0.327	0.473
thermos	ترمام	0.582	0.255	0.328
thermostat	ترمامیٹر	0.439	0.480	0.321
thesaurus	تھسوورس	0.520	0.480	0.509
thesis	تھیس	0.583	0.582	0.552
thick	موٹی	0.449	0.433	0.596
thicken	موٹی	0.406	0.398	0.509
thickening	موٹائی	0.448	0.355	0.434
thicket	ٹکٹ	0.385	0.373	0.324
thickness	موٹائی	0.552	0.370	0.443
thief	چور	0.088	0.888	0.443
thigh	ران	0.469	0.433	0.588
thimble	thimble	0.490	0.192	0.218
thin	پتلی	0.469	0.337	0.356
thing	چیز	0.449	0.222	0.260
things	چیزیں	0.519	0.250	0.368
thingy	بات	0.458	0.312	0.158
think	سوچنا	0.786	0.408	0.618
thinker	سوچنے والا	0.706	0.386	0.764
thinking	سوچنا	0.720	0.308	0.595
third	تیسرے	0.551	0.187	0.304
thirds	تیسرے	0.402	0.327	0.345
thirst	پیاس	0.298	0.519	0.307
thirsty	پیاسا	0.281	0.660	0.310
thirteen	تہرہ	0.459	0.385	0.331
thirteenth	تیرہیں	0.408	0.330	0.425
thirty	تیس	0.562	0.349	0.316
thistle	thistle	0.427	0.423	0.357
thither	تو	0.500	0.270	0.316
thong	thong	0.467	0.596	0.269
thorn	پھول	0.296	0.541	0.427
thorny	سینگ	0.177	0.690	0.500
thorough	مکمل	0.467	0.350	0.558
thoroughbred	اچھی طرح سے	0.669	0.740	0.716
thoroughfare	اچھی طرح سے	0.582	0.481	0.490
thought	سوچا	0.780	0.315	0.571
thoughtful	فکر مند	0.667	0.290	0.527
thoughtfulness	فکر مند	0.867	0.269	0.667
thoughtless	بے نظیر	0.194	0.580	0.452
thoughts	خیالات	0.745	0.382	0.691
thousand	ہزار	0.663	0.355	0.480
thrash	پھینکنا	0.260	0.510	0.472
thread	دھاگے	0.646	0.184	0.209
threat	خطرہ	0.135	0.865	0.667
threaten	خطرہ	0.104	0.958	0.590
threatened	دھمکی دی	0.052	0.928	0.354
threatening	دھمکی	0.071	0.875	0.652
three	تین	0.653	0.225	0.377
threefold	تین گنا	0.521	0.400	0.534
threesome	threesome کے	0.490	0.676	0.560
thresh	دباؤ	0.490	0.417	0.500
threshold	حد	0.531	0.519	0.575
thrice	تیسری	0.469	0.442	0.462
thrift	غصہ	0.760	0.217	0.649
thrifty	رشوت	0.604	0.380	0.676
thrill	پریشان	0.888	0.837	0.711
thrilled	خوشگوار	0.898	0.818	0.807
thriller	رومانچک	0.490	0.796	0.645
thrilling	زبردست	0.930	0.827	0.782
thrive	پھیلاؤ	0.948	0.529	0.772
thriving	خوشگوار	0.865	0.521	0.779
throat	حلق	0.350	0.538	0.346
throb	فورا	0.500	0.673	0.556
throbbing	پھینکنا	0.645	0.808	0.491
throes	تھیلے	0.146	0.760	0.235
throne	تخت	0.724	0.606	0.887
throng	مضبوط	0.480	0.810	0.706
throttle	دباؤ	0.562	0.804	0.750
throw	پھینک دو	0.344	0.770	0.623
throwback	پھینک دو	0.280	0.454	0.356
thrower	پھینک	0.470	0.690	0.717
thrown	پھینک دیا	0.500	0.550	0.619
thrush	کچلنے	0.306	0.490	0.454
thrust	زور	0.510	0.647	0.663
thruster	دباؤ	0.698	0.812	0.719
thud	دھوکہ / فشنگ	0.255	0.686	0.620
thug	ٹھگ	0.240	0.882	0.667
thumb	انگوٹھے	0.673	0.271	0.361
thumbprint	انگوٹھے کا نشان	0.510	0.347	0.451
thump	پھینکنا	0.280	0.792	0.608
thumper	تھامپر	0.354	0.623	0.457
thumping	تھکاوٹ	0.214	0.755	0.566
thunder	گرج	0.296	0.916	0.526
thunderbolt	تھنڈربالٹ	0.418	0.719	0.642
thunderclap	تھنڈرکلپ	0.390	0.833	0.607
thundering	پھول	0.337	0.778	0.700
thunderstorm	طوفان	0.135	0.860	0.784
thunderstruck	پھول	0.194	0.716	0.509
thwart	ختم	0.281	0.684	0.409
thx	شکریہ	0.562	0.425	0.461
thyme	تھائی	0.561	0.255	0.325
thyroid	تائیرائیڈ	0.234	0.455	0.373
tiara	تارا	0.719	0.300	0.472
tibia	ٹبیا	0.450	0.302	0.425
tic	tic	0.271	0.438	0.250
tick	ٹینک	0.521	0.386	0.412
ticked	چاٹ لیا	0.469	0.386	0.455
ticker	ٹکر	0.479	0.471	0.509
ticket	ٹکٹ	0.684	0.387	0.434
tickle	ٹائل	0.760	0.727	0.342
tickled	ٹکڑا	0.755	0.707	0.364
ticklish	ticklish	0.823	0.814	0.345
tidal	سمندری	0.592	0.539	0.519
tidal wave	سمندری لہر	0.240	0.894	0.736
tidbit	tidbit	0.552	0.382	0.385
tide	لہر	0.541	0.556	0.420
tidings	خوشخبری	0.610	0.510	0.694
tidy	صاف	0.760	0.208	0.647
tie	ٹائی	0.663	0.464	0.431
tier	ٹائر	0.520	0.245	0.560
tiff	ٹف	0.531	0.415	0.343
tiger	چیتا	0.479	0.765	0.664
tighten	سخت	0.388	0.487	0.627
tightness	تنگی	0.344	0.606	0.759
tightrope	تنگی	0.354	0.653	0.279
tights	ٹائٹس	0.583	0.343	0.269
tilde	ٹلیڈا	0.520	0.314	0.321
tile	ٹائل	0.429	0.245	0.348
tiling	ٹائلنگ	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	کرایہ	0.552	0.591	0.540
tiller	تکلیف	0.448	0.410	0.290
tilt	جھگڑا	0.365	0.549	0.463
tilting	جھکنا	0.459	0.384	0.340
timber	لکڑی	0.332	0.202	0.386
timberland	لکڑی	0.550	0.415	0.571
timbre	ٹرم	0.460	0.480	0.296
time	وقت	0.604	0.288	0.609
timeless	گزرا	0.408	0.468	0.583
timeliness	زمانہ	0.760	0.404	0.582
timely	بروقت	0.865	0.387	0.591
timeout	وقت ختم	0.344	0.433	0.322
timepiece	ٹائم	0.650	0.279	0.461
timer	ٹائمر	0.469	0.433	0.500
times	اوقات	0.490	0.279	0.439
timetable	نظام الاوقات	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	ٹائڈڈ	0.327	0.276	0.132
timidity	ٹھوس	0.333	0.358	0.153
timing	وقت	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	ٹکنچر	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	NO TRANSLATION	0.448	0.284	0.311
tinge	ٹنگ	0.469	0.292	0.264
tingle	ٹائل	0.460	0.560	0.264
tingling	ٹنگنگ	0.427	0.615	0.340
tinker	ٹنکر	0.396	0.528	0.275
tinkering	ٹکرانا	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	ٹینکنگنگ	0.612	0.530	0.324
tinnitus	ٹنیٹس	0.384	0.536	0.411
tinsel	tinsel	0.663	0.521	0.473
tint	ٹنٹ	0.582	0.292	0.273
tiny	چھوٹے	0.479	0.196	0.125
tip	ٹپ	0.708	0.221	0.518
tipper	ٹپر	0.427	0.571	0.431
tipster	تجاویز	0.490	0.462	0.490
tipsy	تجاویز	0.510	0.625	0.570
tiptoe	ٹپٹو	0.510	0.490	0.407
tirade	ٹائر	0.378	0.587	0.532
tire	ٹائر	0.438	0.385	0.381
tired	تھکا ہوا	0.125	0.317	0.191
tiredness	تھکاوٹ	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	ٹیرر	0.657	0.750	0.645
tiresome	تھکاوٹ	0.240	0.542	0.153
tiring	تھکاوٹ	0.153	0.510	0.176
tissue	ٹشو	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	ٹائٹ	0.402	0.539	0.388
titan	ٹائٹین	0.598	0.653	0.811
titanic	ٹائٹینک	0.427	0.786	0.795
titanium	ٹائٹینیم	0.520	0.470	0.704
tithe	ٹائٹی	0.507	0.276	0.385
title	عنوان	0.708	0.356	0.574
titled	عنوان	0.677	0.240	0.658
titty	titty	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	مالا	0.302	0.452	0.196
toast	ٹوسٹ	0.740	0.382	0.356
toaster	ٹوسٹر	0.542	0.337	0.387
toasty	toasty	0.698	0.461	0.396
tobacco	تمباکو	0.327	0.546	0.387
toby	تاجر	0.427	0.375	0.330
tod	tod	0.469	0.330	0.384
today	آج	0.806	0.306	0.362
toddler	چھوٹا بچہ	0.812	0.469	0.368
toe	پیر	0.406	0.221	0.293
toenail	toenail	0.530	0.380	0.306
toffee	ٹافی	0.658	0.510	0.396
tofu	ٹوفو	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	ایک دوسرے کے ساتھ	0.874	0.392	0.658
togetherness	ہم آہنگی	0.906	0.360	0.635
toil	پریشان	0.558	0.510	0.583
toilet	ٹوائلٹ	0.490	0.290	0.233
toils	ٹول	0.480	0.710	0.482
token	ٹوکن	0.510	0.418	0.414
tolerable	رواداری	0.750	0.350	0.374
tolerance	رواداری	0.875	0.206	0.649
tolerant	روادار	0.765	0.192	0.618
tolerate	برداشت کرنا	0.724	0.430	0.588
toleration	رواداری	0.776	0.442	0.727
toll	ٹول	0.296	0.422	0.453
tomahawk	ٹماہاک	0.510	0.642	0.504
tomato	ٹماٹر	0.550	0.183	0.275
tomatoes	ٹماٹر	0.615	0.240	0.272
tomb	قبر	0.112	0.500	0.343
tombstone	قبرستان	0.204	0.441	0.311
tomcat	ٹامٹ	0.520	0.412	0.386
tome	مجھکو	0.429	0.316	0.492
tomorrow	کل	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	سر	0.551	0.355	0.411
toner	ٹونر	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	زبانیں	0.500	0.459	0.321
tongue	زبان	0.542	0.432	0.482
tonic	ٹنک	0.541	0.360	0.500
tonnage	ٹننی	0.323	0.382	0.590
tonsils	tonsils	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	آلے	0.490	0.350	0.594
toolbox	ٹول باکس	0.531	0.316	0.472
tooling	ٹولنگ	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	ٹوٹ	0.500	0.481	0.373
tooth	دانت	0.439	0.250	0.367
toothache	دانتوں کا درد	0.188	0.853	0.412
toothbrush	دانتوں کا برش	0.517	0.330	0.321
toothed	ٹوٹا ہوا	0.449	0.394	0.352
toothless	دانت	0.312	0.541	0.272
toothpaste	ٹوتھ پیسٹ	0.510	0.290	0.371
toothpick	دانتوں کا ٹکڑا	0.561	0.216	0.185
toots	ٹوٹ	0.552	0.480	0.451
top	اوپر	0.760	0.400	0.554
topaz	سبزی	0.643	0.325	0.384
topic	موضوع	0.520	0.276	0.427
topical	بنیادی	0.561	0.340	0.500
topless	تکلیف	0.625	0.765	0.414
topographic	سب سے اوپر	0.604	0.378	0.558
topographical	ٹرنگرافیکل	0.438	0.350	0.538
topography	سرپرستی	0.469	0.357	0.506
topple	گرانے	0.198	0.820	0.573
topside	سب سے اوپر کی طرف	0.708	0.466	0.598
tor	ٹار	0.337	0.430	0.418
torch	مشعل	0.531	0.630	0.545
torment	عذاب	0.057	0.750	0.387
tormented	عذاب	0.071	0.855	0.323
torn	پھینک دیا	0.153	0.510	0.283
tornado	طوفان	0.260	0.896	0.784
torpedo	ٹریپیڈو	0.219	0.794	0.707
torque	torque	0.466	0.375	0.406
torrent	مشیر	0.541	0.745	0.676
torrid	ٹراؤنڈ	0.281	0.625	0.517
torsion	ٹرس	0.312	0.651	0.402
torso	ٹورسو	0.408	0.394	0.473
tort	تشدد	0.229	0.635	0.455
tortious	مظلوم	0.312	0.724	0.491
tortoise	کچھی	0.673	0.078	0.250
tortuous	تشدد	0.194	0.755	0.382
torture	تشدد	0.115	0.878	0.555
tortured	تشدد	0.062	0.890	0.361
toss	ٹاس	0.418	0.725	0.575
tot	NO TRANSLATION	0.602	0.431	0.311
total	کل	0.771	0.286	0.714
totality	مجموعی طور پر	0.688	0.443	0.717
totally	مکمل طور پر	0.820	0.422	0.702
tote	ٹوٹ	0.510	0.398	0.625
totem	totem	0.639	0.350	0.571
touch	چھونا	0.646	0.477	0.455
touchdown	touchdown	0.667	0.770	0.586
touched	چھوا دیا	0.592	0.380	0.404
touching	چھونے	0.760	0.439	0.491
touchy	لچکدار	0.323	0.510	0.343
tough	مشکل	0.344	0.588	0.742
toughen	سخت	0.458	0.683	0.711
toughness	سختی	0.552	0.618	0.837
toupee	چھوٹا	0.323	0.270	0.324
tour	ٹور	0.663	0.545	0.543
tourism	سیاحت	0.823	0.531	0.545
tourist	سیاحت	0.745	0.480	0.430
tourmaline	ٹورملین	0.448	0.513	0.441
tournament	ٹورنامنٹ	0.694	0.740	0.611
tourniquet	ٹورنیکیٹ	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	ٹاور	0.531	0.500	0.508
towel	تولیہ	0.630	0.208	0.286
tower	ٹاور	0.606	0.380	0.644
towering	ٹاور	0.500	0.690	0.806
town	شہر	0.551	0.299	0.627
townhouse	قصبے کا گھر	0.622	0.400	0.443
township	شہر	0.531	0.292	0.667
townspeople	شہریوں	0.677	0.466	0.569
toxic	زہریلا	0.008	0.885	0.492
toxicity	زہریلا	0.104	0.865	0.491
toxicology	زہریلا	0.302	0.736	0.574
toxin	زہریلا	0.115	0.654	0.456
toy	کھلونا	0.878	0.420	0.275
toymaker	طومار	0.755	0.510	0.536
trace	ٹریس	0.573	0.346	0.483
traceable	traceable	0.602	0.370	0.535
tracer	ٹرینر	0.573	0.327	0.645
traces	نشانیاں	0.482	0.448	0.389
trachea	ٹریچا	0.448	0.509	0.387
tracing	ٹریکنگ	0.418	0.591	0.565
track	ٹریک کریں	0.448	0.433	0.526
tracker	ٹریکر	0.398	0.744	0.731
tract	نالی	0.406	0.422	0.339
tractable	خرابی	0.635	0.500	0.469
traction	کرشن	0.429	0.585	0.648
tractor	ٹریکٹر	0.449	0.580	0.619
trade	تجارت	0.561	0.544	0.690
trademark	ٹریڈ مارک	0.667	0.344	0.750
trader	تاجر	0.562	0.632	0.854
tradesman	تاجر	0.531	0.431	0.664
trading	ٹریڈنگ	0.635	0.602	0.705
tradition	روایت	0.830	0.430	0.750
traditional	روایتی	0.677	0.221	0.604
traffic	ٹریفک	0.323	0.559	0.518
traffic light	ٹریفک کااشارہ	0.490	0.469	0.479
trafficking	قاچاق	0.250	0.710	0.399
tragedies	سانحہ	0.100	0.910	0.442
tragedy	سانحہ	0.052	0.843	0.340
tragic	المناک	0.048	0.904	0.396
trail	ٹریل	0.600	0.322	0.455
trailer	ٹریلر	0.541	0.490	0.473
train	ٹرین	0.666	0.705	0.620
train set	ٹرین سیٹ	0.604	0.598	0.464
trained	تربیت یافتہ	0.771	0.538	0.645
trainee	ٹرینین	0.627	0.408	0.352
trainer	ٹرینر	0.698	0.719	0.824
training	تربیت	0.714	0.776	0.788
trait	نمائش	0.469	0.365	0.453
traitor	غدار	0.112	0.796	0.491
traitorous	غدار	0.073	0.745	0.412
trajectory	پرجوش	0.653	0.558	0.779
tram	ٹرام	0.667	0.628	0.492
tramp	چراغ	0.108	0.510	0.182
trample	تناؤ	0.235	0.764	0.562
trampoline	ٹرامپولین	0.604	0.690	0.391
tramway	ٹرام وے	0.615	0.538	0.543
trance	ٹرانس	0.469	0.481	0.382
tranquil	پرسکون	0.917	0.094	0.355
tranquility	آرام	0.840	0.135	0.442
tranquilizer	ٹرانجائزر	0.510	0.236	0.596
transact	ٹرانسمیشن	0.521	0.625	0.680
transaction	ٹرانزیکشن	0.650	0.577	0.579
transatlantic	ٹرانسمیٹک	0.724	0.596	0.706
transceiver	ٹرانسیور	0.510	0.490	0.537
transcend	منتقل	0.604	0.771	0.726
transcendence	ٹرانسمیشن	0.656	0.608	0.754
transcendent	معتبر	0.667	0.600	0.824
transcendental	ماورائ	0.635	0.652	0.842
transcribe	ٹرانسمیشن	0.500	0.394	0.573
transcriber	ٹرانسبربر	0.490	0.420	0.615
transcript	نقل	0.639	0.398	0.528
transcription	نقل و حمل	0.592	0.455	0.615
transfer	منتقلی	0.702	0.490	0.519
transference	ٹرانسمیشن	0.592	0.294	0.551
transferred	منتقل	0.480	0.450	0.409
transfixed	منتقلی	0.427	0.660	0.528
transform	تبدیل کریں	0.735	0.667	0.696
transformation	تبدیلی	0.796	0.618	0.770
transformer	ٹرانسفارمر	0.582	0.582	0.723
transfusion	منتقلی	0.417	0.730	0.557
transgression	بغاوت	0.158	0.890	0.611
transient	عارضی	0.510	0.405	0.430
transistor	ٹرانجسٹر	0.480	0.480	0.444
transit	ٹرانزٹ	0.439	0.590	0.588
transition	منتقلی	0.605	0.561	0.558
transitional	منتقلی	0.573	0.472	0.491
transitive	ترسیلی	0.479	0.377	0.414
transitory	منتقلی	0.438	0.450	0.407
translate	ترجمہ کریں	0.604	0.423	0.462
translation	ترجمہ	0.633	0.435	0.598
translator	مترجم	0.760	0.412	0.473
translocation	ترجمہ	0.367	0.612	0.564
translucent	مترجم	0.600	0.500	0.389
transmission	ٹرانسمیشن	0.688	0.490	0.611
transmit	منتقلی	0.836	0.581	0.673
transmitter	ٹرانسمیٹر	0.520	0.511	0.719
transmutation	ٹرانسمیشن	0.438	0.740	0.737
transom	ٹرانسوم	0.375	0.385	0.417
transparency	شفافیت	0.847	0.260	0.587
transparent	شفاف	0.542	0.330	0.667
transplant	ٹرانسپلانٹ	0.445	0.806	0.620
transplantation	ٹرانسپلانٹیشن	0.531	0.694	0.610
transponder	ٹرانسمیٹر	0.564	0.575	0.565
transport	نقل و حمل	0.613	0.627	0.605
transportation	نقل و حمل	0.667	0.560	0.472
transporter	ٹرانسپورٹر	0.615	0.625	0.750
transpose	منتقلی	0.440	0.585	0.467
transposition	ٹرانسمیشن	0.312	0.451	0.555
transsexual	ٹرانسفارمر	0.264	0.815	0.423
transverse	منتقلی	0.429	0.429	0.525
transvestite	ٹرانسویٹائٹ	0.270	0.675	0.373
trap	نیٹ ورک	0.104	0.610	0.391
trapdoor	ٹریپر دروازے	0.094	0.670	0.462
trapeze	ٹریپیز	0.542	0.625	0.566
trapped	پھنس گیا	0.135	0.615	0.380
trapper	ٹریپر	0.296	0.654	0.491
trapping	ٹریفک	0.333	0.621	0.491
trappings	ٹریفک	0.458	0.462	0.370
traps	نیٹ ورک	0.235	0.673	0.481
trash	ردی کی ٹوکری	0.163	0.541	0.154
trashy	ردی کی ٹوکری	0.071	0.380	0.161
trauma	صدمہ	0.112	0.792	0.453
traumatic	صدمہ	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	سفر	0.931	0.689	0.535
traveler	مسافر	0.837	0.571	0.700
traveling	سفر	0.900	0.750	0.582
traverse	گزرنا	0.571	0.590	0.629
travesty	لچکدار	0.354	0.644	0.407
trawl	ٹرال	0.255	0.590	0.464
trawler	ٹریلر	0.316	0.430	0.405
tray	ٹرے	0.549	0.250	0.345
treacherous	غدار	0.112	0.815	0.402
treachery	غداری	0.104	0.852	0.448
tread	چلنا	0.510	0.520	0.426
treadmill	ٹریڈمل	0.459	0.636	0.436
treason	غداری	0.094	0.806	0.552
treasure	خزانہ	0.927	0.592	0.821
treasured	خزانہ	0.849	0.471	0.730
treasurer	خزانچی	0.694	0.456	0.755
treasures	خزانے	0.867	0.771	0.842
treasury	خزانہ	0.812	0.541	0.736
treat	علاج کرو	0.573	0.571	0.436
treatable	علاج	0.780	0.302	0.560
treatise	علاج	0.604	0.407	0.613
treatment	علاج	0.663	0.386	0.620
treaty	معاہدہ	0.646	0.382	0.667
treble	ٹیلر	0.358	0.471	0.466
tree	درخت	0.670	0.118	0.442
trees	درخت	0.653	0.137	0.537
trek	ٹریک	0.469	0.530	0.535
trellis	ٹریلس	0.299	0.500	0.389
tremble	ذرا	0.177	0.878	0.388
trembling	تمباکو نوشی	0.177	0.824	0.324
tremendous	زبردست	0.600	0.888	0.773
tremendously	بہت زیادہ	0.719	0.722	0.661
tremor	زبردست	0.104	0.833	0.455
trench	خندق	0.429	0.760	0.429
trend	رجحان	0.625	0.458	0.706
trending	رجحان	0.750	0.472	0.600
trendy	جدید	0.713	0.520	0.536
trepidation	ڈپریشن	0.582	0.594	0.464
trespass	تسلسل	0.229	0.670	0.613
triad	ٹراد	0.469	0.413	0.528
triage	triage	0.398	0.433	0.479
trial	آزمائش	0.438	0.663	0.612
triangle	مثلث	0.562	0.269	0.352
triangular	مثلث	0.430	0.320	0.397
triangulate	مثلث	0.408	0.380	0.517
triathlon	ٹرریتھولون	0.521	0.853	0.663
tribal	قبائلی	0.417	0.404	0.482
tribe	قبیلے	0.664	0.486	0.516
tribulation	مصیبت	0.448	0.612	0.484
tribunal	ٹربیونل	0.410	0.670	0.797
tribune	ٹریفک	0.610	0.585	0.556
tributary	خراج تحسین	0.615	0.463	0.616
tribute	خراج تحسین	0.684	0.573	0.700
trick	چال	0.542	0.700	0.409
trickery	چالاکی	0.146	0.798	0.336
trickle	چیلنج	0.500	0.196	0.231
trickster	ٹرکٹر	0.375	0.680	0.446
tricky	مشکل	0.219	0.651	0.500
tricycle	tricycle	0.633	0.402	0.368
trident	ٹرایلی	0.403	0.606	0.609
trifle	trifle	0.271	0.296	0.221
trifling	trifling	0.375	0.418	0.183
trig	ٹرک	0.438	0.417	0.415
trigger	ٹرگر	0.271	0.804	0.660
trigonometry	trigonometry	0.396	0.400	0.616
trillion	ٹریلین	0.592	0.420	0.623
trilogy	تدوین	0.615	0.520	0.664
trim	ٹرم	0.500	0.466	0.430
trimester	ٹرمسٹر	0.783	0.336	0.538
trimmer	ٹرمر	0.260	0.548	0.529
trimming	trimming	0.500	0.478	0.325
trine	ٹائن	0.396	0.365	0.317
trinity	تثلیث	0.635	0.346	0.660
trinket	ٹکرانا	0.521	0.352	0.368
trio	تین	0.521	0.613	0.473
trip	سفر	0.875	0.643	0.538
tripartite	دورہ وار	0.500	0.480	0.539
tripe	سفر	0.312	0.361	0.438
triple	ٹرپل	0.585	0.385	0.481
triplet	ٹرپل	0.622	0.510	0.618
triplicate	دریافت	0.684	0.545	0.717
tripod	تپائی	0.406	0.388	0.483
tripping	ٹرپلنگ	0.276	0.594	0.293
trite	ٹرائٹ	0.458	0.418	0.290
tritium	ٹریٹیم	0.412	0.471	0.422
triumph	فتح	0.969	0.798	0.926
triumphant	فتح	0.949	0.837	0.972
trivia	ٹیوٹییا	0.690	0.490	0.473
trivial	معمولی	0.406	0.387	0.337
troll	troll	0.378	0.627	0.327
trolley	ٹرالی	0.562	0.558	0.464
trombone	ٹرمون	0.562	0.500	0.500
troop	فوجوں	0.375	0.696	0.750
trooper	فوجی	0.458	0.694	0.713
troops	فوجی	0.385	0.718	0.804
trophy	ٹرافی	0.947	0.643	0.676
tropic	ٹھنڈا	0.740	0.529	0.536
tropical	اشنکٹبندیی	0.740	0.461	0.509
tropics	ٹراپس	0.740	0.383	0.412
trot	ٹروٹ	0.531	0.664	0.396
trouble	مصیبت	0.135	0.811	0.452
troubled	پریشان کن	0.167	0.627	0.385
troublemaker	مصیبت ساز	0.260	0.900	0.596
troubles	مصیبتیں	0.051	0.854	0.269
troublesome	مصیبت	0.283	0.894	0.404
trough	گرت	0.500	0.308	0.340
troupe	گروپ	0.625	0.406	0.557
trousers	پتلون	0.625	0.314	0.442
trout	ٹراؤنڈ	0.516	0.387	0.298
trowel	trowel	0.470	0.418	0.250
truce	ٹرروس	0.688	0.441	0.453
truck	ٹرک	0.531	0.368	0.546
trucker	ٹرکر	0.494	0.609	0.500
truckload	ٹرک لوڈ	0.480	0.450	0.534
truculent	خراب	0.210	0.731	0.498
true	صحیح	0.896	0.436	0.777
truelove	سچا پیار	0.860	0.600	0.587
truffle	ٹرگل	0.677	0.323	0.418
truism	تعصب	0.521	0.422	0.480
trump	ٹرم	0.640	0.716	0.898
trumpet	جھگڑا	0.573	0.570	0.393
trumpeter	ٹرمپٹر	0.673	0.600	0.676
truncate	چکن	0.323	0.600	0.412
truncated	ختم ہوگیا	0.316	0.602	0.439
trundle	چراغ	0.507	0.270	0.414
trunk	ٹرنک	0.271	0.167	0.404
truss	ٹرراس	0.521	0.482	0.569
trust	اعتماد	0.888	0.547	0.741
trustee	ٹرسٹی	0.531	0.442	0.658
