Word	Maori-mi	Valence	Arousal	Dominance
triangle	tapatoru	0.562	0.269	0.352
triangular	tapatoru	0.430	0.320	0.397
triangulate	tapatoru	0.408	0.380	0.517
triathlon	triathlon	0.521	0.853	0.663
tribal	iwi	0.417	0.404	0.482
tribe	iwi	0.664	0.486	0.516
tribulation	Tuhinga o mua	0.448	0.612	0.484
tribunal	karauna	0.410	0.670	0.797
tribune	rangatira	0.610	0.585	0.556
tributary	te kaipupuri	0.615	0.463	0.616
tribute	takoha	0.684	0.573	0.700
trick	tinihanga	0.542	0.700	0.409
trickery	tinihanga	0.146	0.798	0.336
trickle	Tuhinga o mua	0.500	0.196	0.231
trickster	pupuhi	0.375	0.680	0.446
tricky	ngawari	0.219	0.651	0.500
tricycle	tricycle	0.633	0.402	0.368
trident	kaitiaki	0.403	0.606	0.609
trifle	Tuhinga o mua	0.271	0.296	0.221
trifling	Tuhinga o mua	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	tīmata	0.271	0.804	0.660
trigonometry	te papakoki	0.396	0.400	0.616
trillion	piriona	0.592	0.420	0.623
trilogy	Tuhinga o mua	0.615	0.520	0.664
trim	tapiri	0.500	0.466	0.430
trimester	Tuhinga o mua	0.783	0.336	0.538
trimmer	whakapaipai	0.260	0.548	0.529
trimming	te tarai	0.500	0.478	0.325
trine	Tuhinga	0.396	0.365	0.317
trinity	triniti	0.635	0.346	0.660
trinket	trinket	0.521	0.352	0.368
trio	toru	0.521	0.613	0.473
trip	haerenga	0.875	0.643	0.538
tripartite	Tuhinga o mua	0.500	0.480	0.539
tripe	Tuhinga	0.312	0.361	0.438
triple	toru	0.585	0.385	0.481
triplet	Tuhinga o mua	0.622	0.510	0.618
triplicate	Tuhinga o mua	0.684	0.545	0.717
tripod	tripod	0.406	0.388	0.483
tripping	tarai	0.276	0.594	0.293
trite	Tuhinga	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	Tuhinga o mua	0.969	0.798	0.926
triumphant	ka angitu	0.949	0.837	0.972
trivia	Tuhinga o mua	0.690	0.490	0.473
trivial	iti	0.406	0.387	0.337
troll	Tuhinga	0.378	0.627	0.327
trolley	Tuhinga o mua	0.562	0.558	0.464
trombone	trombone	0.562	0.500	0.500
troop	rōpū	0.375	0.696	0.750
trooper	kaiwhai	0.458	0.694	0.713
troops	nga hoia	0.385	0.718	0.804
trophy	Tuhinga o mua	0.947	0.643	0.676
tropic	nui rawa	0.740	0.529	0.536
tropical	rohewhenua	0.740	0.461	0.509
tropics	nga taiao	0.740	0.383	0.412
trot	trot	0.531	0.664	0.396
trouble	raru	0.135	0.811	0.452
troubled	raruraru	0.167	0.627	0.385
troublemaker	he raruraru	0.260	0.900	0.596
troubles	raru	0.051	0.854	0.269
troublesome	raruraru	0.283	0.894	0.404
trough	Tuhinga o mua	0.500	0.308	0.340
troupe	rōpū	0.625	0.406	0.557
trousers	potae	0.625	0.314	0.442
trout	tohi	0.516	0.387	0.298
trowel	Tuhinga o mua	0.470	0.418	0.250
truce	Tuhinga o mua	0.688	0.441	0.453
truck	taraka	0.531	0.368	0.546
trucker	Tuhinga o mua	0.494	0.609	0.500
truckload	potae	0.480	0.450	0.534
truculent	paraoa	0.210	0.731	0.498
true	Tuhinga	0.896	0.436	0.777
truelove	pono	0.860	0.600	0.587
truffle	Tuhinga o mua	0.677	0.323	0.418
truism	Tuhinga o mua	0.521	0.422	0.480
trump	tetere	0.640	0.716	0.898
trumpet	tetere	0.573	0.570	0.393
trumpeter	whakawera	0.673	0.600	0.676
truncate	turi	0.323	0.600	0.412
truncated	ka poipoia	0.316	0.602	0.439
trundle	Tuhinga	0.507	0.270	0.414
trunk	poraka	0.271	0.167	0.404
truss	Tuhinga	0.521	0.482	0.569
trust	whakawhirinaki	0.888	0.547	0.741
trustee	kaitiaki	0.531	0.442	0.658
trusting	te ti'aturi	0.857	0.508	0.750
trustworthy	pono	0.969	0.315	0.824
trusty	whakawhirinaki	0.863	0.398	0.696
truth	pono	0.971	0.400	0.685
truthful	pono	0.708	0.467	0.807
truthfulness	pono	0.920	0.549	0.808
try	ngana	0.604	0.551	0.556
tryout	Tuhinga	0.459	0.539	0.472
tryouts	tryouts	0.490	0.602	0.594
tsunami	tsunami	0.042	0.944	0.684
tub	pupuhi	0.449	0.235	0.265
tuba	te mihi	0.542	0.402	0.381
tubby	tubby	0.427	0.423	0.353
tube	ngongo	0.418	0.279	0.409
tuberculosis	mate pukupuku	0.214	0.519	0.424
tubing	ngongo	0.438	0.363	0.358
tubular	pupuhi	0.458	0.361	0.464
tubule	potae	0.500	0.330	0.333
tuck	Tuhinga o mua	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	Rāhina	0.469	0.184	0.330
tufted	ka takahia	0.500	0.510	0.406
tug	tug	0.320	0.604	0.558
tugboat	tuitoat	0.271	0.510	0.652
tuition	kura	0.531	0.372	0.436
tulip	tulip	0.730	0.189	0.356
tumble	kape	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	ka takahia	0.312	0.471	0.427
tummy	tummy	0.427	0.365	0.230
tumor	koko	0.102	0.664	0.324
tumour	koko	0.092	0.627	0.464
tumult	pakanga	0.271	0.640	0.636
tumultuous	pakanga	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	tuna	0.531	0.386	0.304
tunable	ka taea	0.510	0.364	0.582
tune	oro	0.708	0.479	0.426
tunic	Tuhinga	0.531	0.248	0.391
tuning	whakahou	0.719	0.390	0.635
tunnel	kohanga	0.312	0.490	0.412
turban	potae	0.469	0.386	0.426
turbidity	Tuhinga o mua	0.184	0.607	0.393
turbine	turupine	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	Tuhinga o mua	0.062	0.922	0.532
turbulent	pupuhi	0.302	0.792	0.612
turd	piko	0.240	0.519	0.383
turf	Tuhinga	0.531	0.192	0.295
turkey	korukoru	0.634	0.245	0.247
turmeric	turmeric	0.542	0.316	0.312
turmoil	raruraru	0.198	0.888	0.417
turn	tahuri	0.531	0.398	0.482
turnaround	hurihuri	0.560	0.654	0.407
turned	tahuri	0.630	0.538	0.583
turning	tahuri	0.510	0.684	0.420
turnip	kapi	0.561	0.183	0.254
turnkey	huringa	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	whakawhiti	0.641	0.692	0.898
turnover	Tuhinga	0.490	0.392	0.512
turnpike	turnpike	0.459	0.434	0.462
turntable	whakaheke	0.531	0.455	0.406
turpentine	turpentine	0.320	0.539	0.571
turquoise	turquoise	0.786	0.226	0.357
turret	Tuhinga o mua	0.494	0.500	0.588
turtle	whee	0.291	0.102	0.271
turtleneck	turtleneck	0.583	0.398	0.327
tussle	tussle	0.333	0.919	0.691
tutelage	tutelage	0.393	0.442	0.609
tutor	kaiwhakaako	0.750	0.346	0.826
tutoring	whakangungu	0.663	0.402	0.702
tutu	tutu	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	tuxedo	0.694	0.354	0.519
tv	tv	0.622	0.380	0.393
twain	twain	0.541	0.255	0.370
twat	Tuhinga	0.292	0.459	0.404
twats	nga manga	0.406	0.588	0.383
tweak	tweak	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	tweezers	0.493	0.408	0.295
twelfth	tekau ma rua	0.521	0.292	0.527
twelve	tekau ma rua	0.490	0.298	0.412
twentieth	te rua tekau	0.469	0.297	0.346
twenty	rua tekau	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	manga	0.378	0.288	0.236
twilight	Tuhinga o mua	0.622	0.341	0.633
twill	Tuhinga	0.449	0.415	0.353
twin	ruarua	0.688	0.363	0.453
twine	twine	0.521	0.380	0.337
twinge	Tuhinga	0.316	0.720	0.471
twinkle	whakamaha	0.719	0.724	0.610
twins	mahanga	0.760	0.473	0.602
twirl	Tuhinga	0.552	0.647	0.409
twist	whakaheke	0.375	0.469	0.337
twisted	he rereke	0.071	0.736	0.311
twister	tiu	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	whakawhiti	0.510	0.740	0.548
twitching	whakawhitinga	0.292	0.700	0.482
twitchy	Tuhinga	0.094	0.918	0.281
two	rua	0.520	0.200	0.404
two step	e rua nga taahiraa	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	rua rua	0.573	0.333	0.551
twosome	Tuhinga	0.583	0.544	0.500
tycoon	Tuhinga	0.682	0.596	0.867
tyke	tahua	0.500	0.388	0.300
type	momo	0.500	0.284	0.364
typewriter	kaituhi	0.542	0.373	0.418
typhoid	typhoid	0.265	0.458	0.401
typhoon	huringa	0.323	0.796	0.697
typical	angamaheni	0.635	0.206	0.426
typically	te nuinga	0.569	0.377	0.559
typist	kaituhi	0.551	0.559	0.528
typo	typo	0.224	0.415	0.255
typography	tahua	0.480	0.334	0.574
tyrannical	whakatikatika	0.167	0.860	0.731
tyranny	tukino	0.112	0.792	0.705
tyrant	kino	0.115	0.850	0.683
tyre	te mauiui	0.480	0.358	0.407
ubiquitous	he waahi	0.635	0.571	0.884
ubiquity	Tuhinga	0.578	0.490	0.595
ugliness	ugliness	0.094	0.407	0.267
ugly	kino	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	uku	0.513	0.358	0.365
ulcer	mate	0.286	0.596	0.377
ulterior	Tuhinga o mua	0.375	0.509	0.490
ultimate	Tuhinga	0.648	0.645	0.544
ultimately	i te mutunga	0.385	0.480	0.558
ultimatum	Tuhinga	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ultrasound	0.573	0.594	0.600
ultraviolet	ultraviolet	0.604	0.448	0.673
umbilical	umbilical	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	umanga	0.583	0.246	0.255
umpire	umpire	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	ka tukuna	0.292	0.614	0.488
unabated	kaore i te tau	0.532	0.420	0.466
unable	kaore	0.132	0.459	0.193
unacceptable	kāore e whakaaetia ana	0.133	0.479	0.330
unaccompanied	kaore i uru	0.292	0.376	0.297
unaccountable	kāore e taea te whakaatu	0.180	0.600	0.543
unaccounted	kāore i te mōhiotia	0.410	0.338	0.361
unacknowledged	kāore i te mōhiohia	0.240	0.269	0.116
unadulterated	kaore i te whakahaeretia	0.570	0.420	0.528
unaffected	kaore i pa	0.542	0.265	0.571
unafraid	kaua e wehi	0.500	0.520	0.655
unaided	Tuhinga	0.290	0.410	0.336
unaltered	kaore i taatatia	0.571	0.269	0.598
unambiguous	kaore ano kia kitea	0.406	0.390	0.578
unanimity	unanimity	0.490	0.407	0.706
unanimous	unanimous	0.656	0.380	0.682
unanimously	kotahi	0.686	0.333	0.738
unannounced	Tuhinga kaore	0.240	0.588	0.291
unanswered	kāore i whakautuhia	0.276	0.361	0.219
unanticipated	kaore i whakaaro	0.255	0.775	0.327
unappreciated	kaore i whakahuahia	0.143	0.431	0.209
unapproved	kaore i whakaaetia	0.184	0.471	0.254
unarmed	kaore i te kaha	0.427	0.420	0.241
unassisted	Tuhinga kaore	0.302	0.320	0.211
unassuming	kaore i te whakaari	0.490	0.230	0.471
unattached	kaore i raupapa	0.192	0.439	0.283
unattainable	kore e taea	0.220	0.635	0.571
unattended	kaore i aroa	0.255	0.400	0.167
unattractive	kaore e ahuareka	0.177	0.307	0.208
unauthorized	kaore i whakaaetia	0.260	0.448	0.259
unavailable	kore e wātea	0.323	0.281	0.159
unavoidable	kore e taea	0.350	0.580	0.445
unaware	kore e mohio	0.208	0.355	0.310
unbalanced	kaore i te tau	0.302	0.596	0.343
unbearable	kore e taea	0.125	0.798	0.447
unbeatable	kāore e taea te tuku	0.735	0.719	0.681
unbeaten	unbeaten	0.854	0.760	0.828
unbecoming	kaore e taea	0.123	0.471	0.288
unbelief	whakaponokore	0.265	0.582	0.407
unbelievable	whakaponokore	0.771	0.790	0.717
unbiased	kaore i te whakaaro	0.625	0.378	0.618
unborn	kaore i whanau	0.312	0.300	0.216
unbound	unbound	0.354	0.402	0.283
unbounded	Tuhinga	0.646	0.600	0.736
unbreakable	kore e taea te wehe	0.653	0.573	0.759
unbridled	kaore i raupapa	0.396	0.759	0.448
unbroken	kaore i pakaru	0.550	0.224	0.602
unbutton	whakapae	0.479	0.539	0.311
uncalled	ka wehe	0.344	0.294	0.222
uncanny	kairangi	0.469	0.461	0.430
uncaring	Tuhinga o mua	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	kāore i te mōhio	0.363	0.500	0.164
uncertainty	kaore i te waimarie	0.064	0.494	0.282
unchallenged	unchallenged	0.552	0.394	0.545
unchangeable	he rereke	0.375	0.442	0.709
unchanged	kaore i whakarereke	0.490	0.204	0.237
uncharted	kaore i te tau	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	kaore i te mate	0.133	0.600	0.400
unclaimed	kāore i whakahuatia	0.316	0.346	0.278
uncle	uncle	0.653	0.255	0.578
unclean	poke	0.133	0.529	0.134
unclear	kaore i te marama	0.229	0.463	0.202
uncomfortable	kaore i te pai	0.188	0.610	0.214
uncommon	Tuhinga o mua	0.459	0.429	0.373
uncommonly	he kore noa	0.626	0.490	0.778
uncomplicated	he raruraru	0.740	0.260	0.453
uncompromising	kaore i te whakaari	0.320	0.531	0.613
unconcerned	kaore i te hiahia	0.562	0.283	0.298
unconditional	Tuhinga	0.760	0.493	0.715
unconfirmed	kāore i whakamanahia	0.334	0.321	0.339
unconnected	kaore i hono	0.188	0.265	0.213
unconscionable	kaore e taea	0.208	0.618	0.429
unconscious	kaore i mohio	0.240	0.356	0.195
unconsciousness	te pohehe	0.177	0.440	0.121
unconstitutional	tikanga kore	0.230	0.588	0.491
unconstrained	kaore i tuhia	0.653	0.640	0.635
uncontested	kaore i te whakawakia	0.510	0.471	0.689
uncontrollable	kaore e taea te whakahaere	0.265	0.790	0.626
uncontrolled	kaore i te whakakore	0.188	0.891	0.544
unconventional	kaore he mahi	0.177	0.509	0.288
unconvinced	kaore ano kia puta	0.409	0.458	0.228
unconvincing	kaore ano kia puta	0.190	0.532	0.144
uncooked	kaore i whakakorehia	0.312	0.321	0.241
uncooperative	kaore i te whakahaere	0.250	0.422	0.246
uncorrelated	kaore i taatutia	0.333	0.327	0.316
uncouth	Tuhinga	0.080	0.761	0.350
uncover	wherahia	0.771	0.552	0.648
uncritical	kaore he mana	0.480	0.367	0.412
uncut	whakaheke	0.448	0.422	0.278
undead	undead	0.367	0.635	0.406
undecided	Tuhinga o mua	0.286	0.433	0.127
undefeated	Tuhinga kaore	0.833	0.752	0.825
undefined	kāore i tautuhia	0.260	0.418	0.350
undeniable	kāore e taea te whakautu	0.552	0.473	0.778
underage	whakaheke	0.469	0.461	0.300
underbelly	Tuhinga	0.406	0.423	0.361
undercover	ka kitea	0.388	0.627	0.483
undercurrent	takaro	0.357	0.582	0.520
underdog	Tuhinga	0.250	0.410	0.226
underestimate	he iti noa iho	0.413	0.464	0.193
undergo	Tuhinga ka whai mai	0.398	0.554	0.339
undergraduate	paetahi	0.583	0.500	0.559
underground	raro	0.396	0.455	0.452
underhanded	Tuhinga o mua	0.188	0.415	0.527
underlay	whakaheke	0.521	0.365	0.458
underlie	Tuhinga o mua	0.323	0.378	0.275
underline	raina	0.480	0.412	0.509
underlying	te kaupapa	0.480	0.445	0.452
undermine	whakaheke	0.316	0.491	0.413
undermined	takahia	0.365	0.409	0.394
underneath	i raro nei	0.450	0.265	0.158
underpaid	i raro i te utu	0.146	0.413	0.209
underpants	kapi	0.448	0.473	0.276
underprivileged	kaore i paheketia	0.167	0.449	0.172
underrated	whakahekehia	0.208	0.520	0.333
underscore	whakapumautia	0.375	0.275	0.306
undersea	i raro	0.545	0.490	0.425
undersecretary	Tuhinga o mua	0.459	0.377	0.594
undersized	Tuhinga ka whai mai	0.316	0.425	0.298
understaffed	kaore i whakamana	0.148	0.444	0.302
understand	mārama	0.760	0.374	0.643
understandable	mārama	0.776	0.363	0.566
understanding	te māramatanga	0.865	0.304	0.689
understatement	Tuhinga o mua	0.347	0.480	0.473
understood	ka marama	0.780	0.441	0.686
understudy	Tuhinga o mua	0.378	0.402	0.420
undertake	mahi	0.796	0.702	0.754
undertaker	kaihoko	0.363	0.696	0.611
undertaking	Tuhinga	0.667	0.530	0.696
undertow	Tuhinga o mua	0.327	0.639	0.231
underwear	kakahu	0.610	0.546	0.375
underwood	raro i raro	0.510	0.453	0.510
underworld	raro	0.177	0.676	0.613
underwrite	Tuhinga o mua	0.416	0.520	0.423
underwriter	kaituhi	0.571	0.327	0.620
undeserved	kaore i whakaaetia	0.219	0.552	0.283
undesirable	kore e pai	0.177	0.644	0.260
undesired	e hiahiatia ana	0.156	0.441	0.235
undetectable	kāore e taea te kite	0.438	0.539	0.604
undetected	kaore i kitea	0.224	0.304	0.268
undetermined	kāore i whakaotihia	0.265	0.256	0.353
undeveloped	kaore i te whakawhanakehia	0.292	0.330	0.254
undignified	kāore i te tohu	0.122	0.627	0.308
undirected	ka whakakorehia	0.330	0.417	0.310
undisclosed	kāore i tohua	0.479	0.361	0.314
undiscovered	kāore i kitea	0.438	0.347	0.261
undisputed	kaore i tuhia	0.646	0.588	0.673
undisturbed	kaore i te noho	0.725	0.287	0.434
undivided	ka wehewehea	0.510	0.380	0.490
undo	whakatika	0.365	0.444	0.349
undoing	whakaheke	0.219	0.452	0.298
undoubted	kore rawa	0.592	0.461	0.740
undress	tarai	0.438	0.900	0.336
undressed	kaore i pa	0.375	0.755	0.356
undue	Tuhinga	0.156	0.573	0.318
undying	e kore e ngaro	0.708	0.500	0.773
unearned	kaore i rawe	0.177	0.340	0.213
unearth	Tuhinga	0.427	0.635	0.545
uneasiness	pouri	0.190	0.798	0.241
uneasy	pouri	0.115	0.598	0.349
uneducated	kāore i te ako	0.177	0.350	0.246
unemployed	kore he mahi	0.094	0.481	0.230
unemployment	kore mahi	0.094	0.400	0.297
unencumbered	Tuhinga kaore	0.604	0.280	0.472
unending	ka mutu	0.385	0.519	0.454
unequal	he rereke	0.118	0.433	0.202
unequalled	kaore i te	0.562	0.470	0.769
unequivocal	Tuhinga	0.604	0.415	0.615
unequivocally	kore	0.521	0.668	0.554
unethical	Tuhinga	0.104	0.433	0.269
uneven	Tuhinga	0.125	0.457	0.240
uneventful	Tuhinga o mua	0.510	0.343	0.410
unexpected	kaore i whakaaro	0.500	0.720	0.333
unexpectedly	kaore i te whakaaro	0.354	0.759	0.462
unexplainable	kahore e taea te rapu	0.260	0.448	0.610
unexplained	unxplained	0.271	0.531	0.349
unexplored	Tuhinga kaore	0.401	0.640	0.388
unfailing	kore	0.625	0.635	0.594
unfair	he tika	0.173	0.472	0.190
unfairness	Tuhinga kore	0.170	0.817	0.336
unfaithful	kore he	0.031	0.806	0.298
unfamiliar	kaore i mohiotia	0.219	0.558	0.273
unfavorable	he kino	0.133	0.450	0.232
unfeeling	te whakawhitiwhiti	0.235	0.377	0.345
unfettered	kaore	0.569	0.650	0.586
unfinished	kāore i oti	0.188	0.368	0.264
unfit	kore he	0.250	0.368	0.185
unflinching	whakaheke	0.667	0.606	0.882
unfold	ka puta	0.612	0.510	0.520
unfollow	whakaheke	0.281	0.337	0.293
unforeseen	kaore i kitea	0.255	0.714	0.500
unforgettable	wareware	0.833	0.561	0.660
unforgivable	kore e taea te muru	0.276	0.743	0.490
unforgiving	te wareware	0.406	0.630	0.793
unfortunate	pouri	0.073	0.487	0.195
unfortunately	kaore	0.104	0.494	0.281
unfounded	kaore i te papa	0.271	0.520	0.410
unfreeze	te whakaheke	0.458	0.297	0.375
unfriendly	he kore aroha	0.173	0.670	0.458
unfulfilled	kaore i oti	0.184	0.426	0.268
unfurnished	kua kore	0.316	0.333	0.272
unglued	kaore i tahuna	0.378	0.446	0.352
ungodly	kino	0.296	0.423	0.388
ungrateful	kahore he whakawhetai	0.219	0.461	0.275
unguarded	kāore i te tiaki	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	te pouri	0.083	0.630	0.222
unhappy	pouri	0.112	0.500	0.155
unharmed	kaore i mate	0.740	0.378	0.491
unhealthy	haurangi	0.115	0.549	0.214
unheard	kaore e rongo	0.344	0.539	0.500
unhelpful	unhelpful	0.104	0.320	0.118
unhindered	Tuhinga kaore	0.729	0.441	0.725
unholy	unholy	0.327	0.560	0.445
unhook	unhook	0.375	0.592	0.310
unicorn	kauhau	0.776	0.510	0.480
unidentified	kaore i mohiotia	0.385	0.361	0.199
unification	unification	0.688	0.345	0.788
unified	whakakotahi	0.729	0.439	0.764
uniform	tauera	0.570	0.245	0.655
uniformed	ka whakakotahi	0.469	0.519	0.589
uniformity	Tuhinga	0.745	0.353	0.538
uniformly	he pai	0.625	0.333	0.704
unimaginable	kaore e taea te korero	0.573	0.634	0.589
unimpeachable	kore e taea te korero	0.684	0.550	0.784
unimpeached	kaore i te whakakore	0.458	0.335	0.433
unimportant	he mea iti	0.281	0.240	0.175
unimpressed	kāore i te whakaheke	0.198	0.302	0.327
unimproved	kaore i whakawhiwhia	0.163	0.377	0.144
uninfected	kaore i mate	0.688	0.304	0.389
uninformed	kaore i te mohiotia	0.156	0.370	0.182
uninhabited	kaore i noho	0.301	0.230	0.221
uninitiated	kaore i whakaurua	0.271	0.288	0.288
uninspired	kaore i whakatupuria	0.163	0.243	0.260
unintelligible	kaore i te mohio	0.208	0.472	0.283
unintended	kaore i aro	0.438	0.385	0.349
unintentional	me te kore e mohio	0.333	0.538	0.306
unintentionally	kaore i mohio	0.460	0.490	0.286
uninterested	kāore i te pai	0.365	0.240	0.328
uninteresting	kaore e pai ana	0.153	0.235	0.228
uninterrupted	ka mutu	0.500	0.434	0.527
uninvited	kaore i whakawakia	0.090	0.385	0.307
union	uniana	0.854	0.226	0.766
unique	ahurei	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	unison	0.510	0.439	0.583
unit	wae	0.562	0.235	0.578
unitary	kotahi	0.531	0.239	0.641
unite	unite	0.781	0.375	0.610
united	kotahi	0.781	0.431	0.783
unity	kotahitanga	0.837	0.288	0.658
universal	ao	0.802	0.417	0.833
universality	Tuhinga o mua	0.796	0.410	0.840
universe	ao	0.694	0.454	0.839
university	whare wānanga	0.735	0.574	0.741
unjust	kino	0.115	0.625	0.278
unjustifiable	kore e taea	0.115	0.596	0.394
unjustified	kāore i te tika	0.288	0.541	0.314
unkind	kino	0.135	0.409	0.310
unknowable	kore e taea te korero	0.347	0.540	0.396
unknown	unknown	0.357	0.450	0.204
unlawful	kore he ture	0.094	0.759	0.402
unleash	tuku	0.479	0.775	0.559
unlicensed	kaore i te raihana	0.306	0.574	0.196
unlike	kaore ano	0.439	0.439	0.418
unlikely	kāore pea	0.271	0.293	0.245
unlimited	mutunga	0.750	0.623	0.679
unlisted	kāore i tohua	0.365	0.265	0.218
unload	wehe	0.656	0.639	0.573
unloaded	wewete	0.469	0.380	0.331
unlock	iriti	0.582	0.442	0.592
unlucky	he angitu	0.073	0.395	0.198
unmanageable	kāore e taea te whakahaere	0.177	0.666	0.482
unmanned	unmanned	0.235	0.441	0.324
unmarked	kāore i tohua	0.416	0.294	0.433
unmarried	marena	0.438	0.480	0.545
unmask	unmask	0.323	0.690	0.520
unmatched	kaore i taatatia	0.776	0.536	0.771
unmistakable	kore e taea te whakaatu	0.602	0.571	0.765
unmitigated	kaore i tukuna	0.649	0.427	0.422
unmoved	Tuhinga	0.184	0.355	0.360
unnamed	kore ingoa	0.316	0.189	0.284
unnatural	he taiao	0.153	0.587	0.434
unnecessary	kaore e tika	0.219	0.358	0.190
unneeded	whakaheke	0.177	0.375	0.245
unnoticed	kaore i kitea	0.302	0.440	0.260
unnumbered	he iti noa	0.406	0.255	0.331
unobserved	kaore i rawe	0.398	0.255	0.257
unobstructed	kaore i pakaru	0.583	0.440	0.573
unobtrusive	unobtrusive	0.447	0.327	0.402
unoccupied	kaore i noho	0.258	0.245	0.412
unofficial	kaore he mana	0.260	0.302	0.255
unopened	kaore i tuwhera	0.542	0.340	0.265
unopposed	kaore i whakakorehia	0.615	0.375	0.537
unordered	kaore i pai	0.224	0.482	0.190
unorganised	unorganized	0.250	0.500	0.212
unorganized	unorganized	0.260	0.657	0.173
unorthodox	Tuhingakore	0.340	0.480	0.441
unpack	whakaekea	0.531	0.528	0.445
unpaid	kore utu	0.300	0.413	0.365
unparalleled	kaore i te whakaari	0.708	0.306	0.538
unpleasant	kino	0.122	0.612	0.185
unpleasantness	kino	0.062	0.724	0.264
unplug	kaupae	0.239	0.441	0.404
unplugged	ka werohia	0.367	0.375	0.318
unpopular	kaore i te noho	0.073	0.441	0.164
unprecedented	Tuhinga kaore	0.500	0.491	0.658
unpredictable	kaore e mohiotia	0.429	0.769	0.515
unprepared	kaore i rite	0.204	0.450	0.152
unpretentious	Tuhinga o mua	0.510	0.296	0.410
unproductive	kore he hua	0.100	0.324	0.237
unprofessional	he kore mahi	0.042	0.370	0.170
unprofitable	he huakore	0.163	0.376	0.217
unprotected	kaore i tiakina	0.150	0.582	0.197
unproven	kaore i pa	0.296	0.427	0.216
unprovoked	kaore i raatau	0.565	0.327	0.385
unpublished	kore i panuitia	0.406	0.480	0.481
unpunished	kore utu	0.292	0.594	0.519
unqualified	kaore i tohua	0.170	0.433	0.173
unquestionable	Tuhinga	0.469	0.450	0.843
unquestionably	kaore	0.500	0.630	0.750
unquestioned	kāore i te whakahua	0.562	0.509	0.746
unquote	Tuhinga	0.388	0.363	0.517
unravel	wehe	0.378	0.598	0.455
unreachable	kore e taea te hoko	0.208	0.679	0.557
unread	kāore i pānuihia	0.458	0.240	0.214
unreal	he kore noa	0.173	0.431	0.296
unrealistic	he kore tika	0.229	0.500	0.245
unreasonable	he kore noa	0.115	0.702	0.264
unrecorded	kaore i te whakawhiti	0.241	0.351	0.350
unregistered	kaore i rehitatia	0.255	0.337	0.266
unregulated	kāore i te ture	0.344	0.454	0.421
unrelated	kāore i te hono	0.302	0.270	0.264
unrelenting	kaore i te whakaari	0.500	0.790	0.875
unreliable	kaore e taea	0.108	0.480	0.240
unremarkable	kaore e taea te korero	0.271	0.155	0.230
unrepentant	kore e ripeneta	0.240	0.445	0.413
unrequited	kaore i te korero	0.143	0.441	0.179
unresolved	kaore i te awhina	0.135	0.441	0.173
unresponsive	kaore e aro	0.108	0.282	0.244
unrest	raruraru	0.102	0.577	0.231
unrestrained	kaore i rawekehia	0.385	0.775	0.627
unrestricted	kaore i rawekehia	0.698	0.458	0.644
unromantic	unromantic	0.208	0.316	0.307
unruly	te tutu	0.240	0.745	0.547
unsafe	haumaru	0.115	0.562	0.147
unsanitary	matekore	0.063	0.592	0.269
unsatisfactory	kāore i te pai	0.122	0.520	0.189
unsatisfied	kāore i te pai	0.200	0.547	0.241
unsavory	he raruraru	0.071	0.637	0.353
unscathed	Tuhinga ka whai mai	0.625	0.308	0.611
unscheduled	kāore i tautuhia	0.312	0.436	0.300
unscientific	Tuhinga o mua	0.396	0.317	0.321
unscrew	whakaheke	0.333	0.462	0.396
unscrupulous	he kore noa	0.094	0.727	0.465
unseat	unseat	0.229	0.500	0.312
unseen	ka kitea	0.427	0.351	0.421
unselfish	kore ake	0.615	0.353	0.377
unsettled	kaore i tino raru	0.208	0.647	0.170
unsightly	kore	0.226	0.559	0.373
unsolicited	kāore i te whakahua	0.094	0.339	0.280
unsolved	kaore i pakaru	0.146	0.390	0.235
unsophisticated	kaore i te rongoa	0.327	0.491	0.339
unsound	kaore he korero	0.146	0.222	0.272
