Word	Thai-th	Valence	Arousal	Dominance
purchaser	ผู้ซื้อ	0.510	0.549	0.673
purchasing	การจัดซื้อ	0.667	0.653	0.661
pure	บริสุทธิ์	0.811	0.306	0.652
purebliss	NO TRANSLATION	0.625	0.451	0.526
puree	น้ำซุปข้น	0.708	0.255	0.208
purely	หมดจด	0.684	0.441	0.536
purgatory	นรก	0.255	0.705	0.413
purge	ล้าง	0.125	0.566	0.327
purification	การฟอก	0.847	0.452	0.774
purify	ชำระล้าง	0.823	0.304	0.746
purist	คนเจ้าระเบียบ	0.625	0.418	0.575
purity	ความบริสุทธิ์	0.823	0.205	0.712
purple	สีม่วง	0.700	0.298	0.330
purport	ความหมาย	0.663	0.377	0.684
purpose	วัตถุประสงค์	0.800	0.534	0.782
purposely	จงใจ	0.646	0.706	0.703
purr	เสียงฟี้อย่างแมว	0.604	0.460	0.302
purring	purring	0.748	0.330	0.271
purse	เงิน	0.656	0.176	0.306
pursuance	การเจริญรอยตาม	0.552	0.500	0.559
pursue	ไล่ตาม	0.417	0.783	0.536
pursuing	การใฝ่หา	0.483	0.906	0.690
pursuit	การแสวงหา	0.643	0.453	0.617
purveyor	คนส่งอาหาร	0.643	0.480	0.843
purview	ข่าย	0.635	0.480	0.681
pus	หนอง	0.135	0.431	0.226
push	ดัน	0.417	0.608	0.524
pusher	ผู้ยื่น	0.323	0.828	0.585
pushing	ใจเร่งเร้า	0.396	0.644	0.731
pushover	เสน่ห์ดึงดูด	0.347	0.558	0.375
pushy	รุก	0.080	0.906	0.741
puss	แมว	0.306	0.582	0.236
pussy	หี	0.323	0.759	0.409
pussycat	แมวเหมียว	0.541	0.290	0.196
put	ใส่	0.520	0.398	0.510
putative	สมมุติ	0.510	0.480	0.410
putrid	เน่าเหม็น	0.146	0.620	0.385
puts	ทำให้	0.428	0.407	0.369
putt	พัต	0.480	0.500	0.418
putter	ไม้แบน	0.371	0.394	0.381
putty	ผงสำหรับอุดรู	0.438	0.304	0.314
puzzle	ปริศนา	0.537	0.471	0.525
puzzled	งงงวย	0.204	0.500	0.272
puzzling	ทำให้งง	0.296	0.644	0.353
pygmy	ขจิริด	0.357	0.373	0.317
pylon	เสา	0.417	0.288	0.370
pyramid	ปิรามิด	0.740	0.390	0.635
pyramidal	เสี้ยม	0.613	0.385	0.600
pyrotechnics	การเล่นดอกไม้เพลิง	0.561	0.821	0.532
python	หลาม	0.219	0.618	0.618
quack	นักต้มตุ๋น	0.530	0.451	0.625
quad	รูปสี่เหลี่ยม	0.520	0.441	0.391
quadrangle	จัตุรัส	0.458	0.589	0.573
quadrant	วอด	0.500	0.269	0.482
quadratic	สมการกำลังสอง	0.430	0.385	0.471
quadrature	การสร้างพื้นที่สี่เหลี่ยมจัตุรัส	0.458	0.363	0.472
quadruple	สี่เท่า	0.510	0.400	0.589
quadrupole	quadrupole	0.450	0.425	0.386
quagmire	หล่ม	0.318	0.480	0.413
quail	นกกระทา	0.500	0.318	0.287
quaint	แปลกตา	0.625	0.463	0.474
quake	สั่นสะเทือน	0.110	0.824	0.672
qualifications	คุณสมบัติ	0.776	0.576	0.750
qualified	มีคุณสมบัติ	0.760	0.520	0.815
qualify	มีคุณสมบัติ	0.730	0.594	0.520
qualifying	ที่พรรณา	0.788	0.577	0.789
qualities	ลักษณะ	0.844	0.510	0.731
quality	คุณภาพ	0.896	0.443	0.852
quandary	ความไม่แน่ใจ	0.208	0.575	0.422
quantify	หาจำนวน	0.719	0.459	0.721
quantitative	เชิงปริมาณ	0.604	0.460	0.667
quantitatively	อย่างเกี่ยวกับปริมาณ	0.510	0.491	0.713
quantity	ปริมาณ	0.520	0.472	0.783
quantum	ควอนตัม	0.704	0.500	0.600
quarantine	กักกัน	0.160	0.577	0.589
quarrel	ทะเลาะ	0.112	0.929	0.496
quarry	เหมืองหิน	0.378	0.426	0.450
quart	ควอร์ต	0.439	0.265	0.436
quarter	ย่าน	0.568	0.296	0.509
quarterback	ตำแหน่งกองหลัง	0.677	0.726	0.767
quartered	quartered	0.296	0.870	0.395
quarterly	รายไตรมาส	0.604	0.380	0.448
quartermaster	นายทหารฝ่ายพลาธิการ	0.551	0.580	0.661
quarters	ไตรมาส	0.510	0.412	0.480
quartet	สี่	0.479	0.377	0.472
quartile	ควอไทล์	0.438	0.445	0.445
quarto	NO TRANSLATION	0.458	0.396	0.393
quartz	ผลึก	0.704	0.292	0.481
quash	ล้มล้าง	0.271	0.689	0.518
quasi	เสมือน	0.510	0.343	0.330
quaternary	ประกอบด้วยสี่	0.491	0.370	0.509
quay	NO TRANSLATION	0.542	0.209	0.442
queasiness	ความอึดอัดใจ	0.230	0.594	0.135
queasy	อึดอัดใจ	0.250	0.587	0.225
queen	พระราชินี	0.875	0.692	0.860
queer	เกย์	0.286	0.610	0.304
quell	ระงับ	0.388	0.696	0.434
quench	ดับ	0.385	0.344	0.333
query	สอบถาม	0.521	0.420	0.467
quest	การแสวงหา	0.643	0.716	0.545
question	คำถาม	0.510	0.410	0.509
questionable	น่าสงสัย	0.268	0.551	0.365
questioning	การซักถาม	0.438	0.696	0.509
questionnaire	แบบสอบถาม	0.385	0.327	0.606
queue	คิว	0.458	0.344	0.365
queues	NO TRANSLATION	0.385	0.479	0.269
quibble	เล่นลิ้น	0.312	0.685	0.466
quiche	อาหารฝรั่งเศสชนิดหนึ่ง	0.500	0.456	0.396
quick	รวดเร็ว	0.704	0.755	0.750
quicken	เร่ง	0.686	0.750	0.799
quickie	กุ๊กกิ๊ก	0.600	0.700	0.431
quickly	อย่างรวดเร็ว	0.784	0.850	0.636
quickness	ความรวดเร็ว	0.774	0.635	0.740
quicksand	บริเวณทรายดูด	0.219	0.740	0.508
quicksilver	ปรอท	0.417	0.441	0.529
quid	ชาน	0.479	0.378	0.327
quiescent	นิ่ง	0.500	0.160	0.305
quiet	เงียบ	0.792	0.105	0.431
quietly	เงียบ ๆ	0.561	0.125	0.321
quill	ปากกาขนนก	0.521	0.216	0.263
quilt	ผ้าห่ม	0.643	0.123	0.226
quince	ผลไม้ขนาดเล็ก	0.557	0.368	0.474
quinine	ควินิน	0.418	0.461	0.375
quintet	กลุ่มห้าคน	0.560	0.560	0.500
quirk	มุมแหลม	0.490	0.384	0.618
quirky	ที่เล่นโวหาร	0.708	0.373	0.564
quit	เลิก	0.469	0.559	0.488
quits	สละ	0.229	0.480	0.352
quitter	NO TRANSLATION	0.260	0.460	0.321
quiver	สั่น	0.320	0.452	0.335
quivering	ที่สั่นเทา	0.407	0.776	0.342
quiz	ทดสอบ	0.462	0.610	0.527
quorum	องค์ประชุม	0.615	0.544	0.602
quota	โควต้า	0.427	0.410	0.400
quotation	การอ้าง	0.796	0.590	0.461
quote	อ้างอิง	0.680	0.550	0.430
quotes	คำพูด	0.625	0.578	0.520
quotient	ผลหาร	0.615	0.290	0.580
rabbi	อาจารย์ในศาสนายิว	0.459	0.362	0.723
rabbit	กระต่าย	0.685	0.330	0.241
rabble	สามัญชน	0.184	0.602	0.292
rabid	บ้า	0.089	0.827	0.454
rabies	พิษสุนัขบ้า	0.115	0.750	0.382
raccoon	สัตว์คล้ายหมีเล็ก	0.541	0.435	0.320
race	แข่ง	0.592	0.426	0.658
racehorse	ม้าแข่ง	0.719	0.702	0.600
racer	ผู้แข่ง	0.480	0.631	0.678
racetrack	ลู่วิ่ง	0.708	0.808	0.624
racial	เกี่ยวกับเชื้อชาติ	0.292	0.519	0.513
racism	ลัทธิชนชาติ	0.122	0.673	0.487
racist	ชนชั้น	0.061	0.673	0.482
rack	ชั้น	0.385	0.373	0.409
racket	แร็กเกต	0.520	0.356	0.352
racketeering	การฉ้อโกง	0.167	0.877	0.697
racking	ที่ดึง	0.411	0.442	0.375
racquetball	แร็กเก็ต	0.582	0.667	0.444
racy	มีชีวิตชีวา	0.427	0.566	0.390
radar	เรดาร์	0.521	0.615	0.579
radial	เป็นแฉก	0.439	0.404	0.500
radiance	ความสว่าง	0.796	0.625	0.719
radiant	เปล่งปลั่ง	0.888	0.717	0.791
radiate	เปล่ง	0.719	0.735	0.738
radiation	การแผ่รังสี	0.167	0.741	0.536
radiator	หม้อน้ำรถยนต์	0.385	0.452	0.475
radical	รุนแรง	0.500	0.792	0.811
radically	อย่างรุนแรง	0.552	0.731	0.715
radio	วิทยุ	0.573	0.402	0.358
radioactive	กัมมันตรังสี	0.190	0.798	0.741
radioactivity	กัมมันตภาพรังสี	0.240	0.910	0.696
radiograph	ภาพรังสี	0.561	0.490	0.491
radiography	การถ่ายภาพรังสี	0.469	0.614	0.543
radiologist	รังสีแพทย์	0.490	0.423	0.634
radiology	รังสีวิทยา	0.459	0.460	0.574
radish	หัวไชเท้า	0.500	0.316	0.398
radium	แร่เรเดียม	0.469	0.360	0.517
radius	รัศมี	0.521	0.324	0.500
radon	เรดอน	0.323	0.418	0.375
raffle	หวย	0.640	0.510	0.454
raft	แพ	0.510	0.229	0.228
rag	เศษผ้า	0.255	0.226	0.180
rage	ความโกรธ	0.082	0.888	0.658
ragemode	NO TRANSLATION	0.363	0.663	0.454
ragetweet	NO TRANSLATION	0.398	0.551	0.431
ragged	มอมแมม	0.198	0.519	0.226
raggedy	ตุ๊กตา	0.198	0.531	0.314
raging	ที่บ้าคลั่ง	0.219	0.927	0.598
rags	ยาจก	0.434	0.309	0.198
ragtime	จังหวะของดนตรีชนิดหนึ่ฃของนิโกร	0.469	0.602	0.398
raid	โจมตี	0.350	0.726	0.560
raider	ผู้ตรวจค้น	0.302	0.860	0.525
rail	ทางรถไฟ	0.470	0.500	0.526
railing	ความคับแค้นใจ	0.551	0.298	0.440
railroad	ทางรถไฟ	0.591	0.592	0.500
railway	ทางรถไฟ	0.613	0.615	0.623
raiment	เสื้อผ้า	0.667	0.402	0.377
rain	ฝน	0.542	0.388	0.330
rainbow	รุ้ง	0.878	0.350	0.462
rainbow trout	เรนโบว์เทราท์	0.700	0.462	0.330
rainbows	รุ้ง	0.875	0.517	0.402
raincoat	เสื้อกันฝน	0.458	0.300	0.525
raindrops	เม็ดฝน	0.698	0.337	0.311
rainfall	ปริมาณน้ำฝน	0.604	0.314	0.378
rainforest	ป่าฝน	0.612	0.375	0.398
rainmaker	Rainmaker	0.448	0.509	0.544
rainstorm	พายุฝน	0.392	0.535	0.377
rainy	ฝนตก	0.610	0.451	0.433
rainyday	วันที่ฝนตก	0.520	0.380	0.315
raise	ยก	0.885	0.685	0.765
raised	ยก	0.656	0.326	0.643
raisin	ลูกเกด	0.594	0.235	0.246
raising	การยก	0.735	0.519	0.643
rake	คราด	0.410	0.286	0.314
rally	การชุมนุม	0.612	0.680	0.554
ram	แกะ	0.406	0.452	0.388
ramble	เลื้อย	0.615	0.464	0.440
rambling	ท่องเที่ยว	0.448	0.510	0.528
ramp	ทางลาด	0.490	0.517	0.357
rampage	อาละวาด	0.240	0.875	0.509
rampant	แผลงฤทธิ์	0.490	0.788	0.526
rampart	ป้อมปราการ	0.322	0.520	0.538
ramrod	ไม้กระทุ้งดินปืน	0.406	0.408	0.349
ranch	ฟาร์มปศุสัตว์	0.357	0.420	0.409
rancher	เจ้าของฟาร์มปศุสัตว์	0.510	0.520	0.543
rancid	หืน	0.156	0.451	0.214
random	สุ่ม	0.490	0.520	0.321
randomly	สุ่ม	0.410	0.594	0.302
randomness	สุ่ม	0.418	0.449	0.433
randy	มีตัณหา	0.490	0.394	0.481
range	พิสัย	0.490	0.472	0.615
ranger	ตำรวจท้องถิ่น	0.526	0.545	0.705
rank	ยศ	0.531	0.380	0.686
ranking	การจัดอันดับ	0.540	0.592	0.680
ransom	ค่าไถ่	0.582	0.800	0.565
rant	พูดจาโผงผาง	0.219	0.774	0.482
ranting	ที่คุยโว	0.181	0.755	0.500
rap	เคาะ	0.604	0.575	0.464
rape	ข่มขืน	0.062	0.856	0.527
rapid	รวดเร็ว	0.667	0.788	0.768
rapidity	ความรวดเร็ว	0.667	0.798	0.806
rapids	น้ำเชี่ยว	0.573	0.817	0.788
rapist	ข่มขืน	0.062	0.906	0.571
rapper	แร็ป	0.550	0.755	0.482
rapping	เคาะ	0.565	0.716	0.417
rapport	NO TRANSLATION	0.771	0.664	0.567
rapt	ครอบงำ	0.521	0.736	0.510
raptor	แร็ปเตอร์	0.270	0.773	0.612
raptors	แร็พเตอร์	0.280	0.565	0.591
rapture	ความปลาบปลื้มใจ	0.439	0.883	0.567
rare	หายาก	0.396	0.413	0.236
rarely	ไม่ค่อยมี	0.408	0.367	0.366
rarity	ความหายาก	0.646	0.548	0.364
rascal	คนพาล	0.169	0.706	0.445
rash	ผื่น	0.219	0.820	0.491
raspberries	ราสเบอรี่	0.802	0.278	0.333
raspberry	ราสเบอร์รี่	0.735	0.336	0.291
rat	หนู	0.271	0.567	0.255
ratchet	วงล้อ	0.449	0.520	0.343
rate	อัตรา	0.521	0.297	0.407
ratification	สัตยาบัน	0.653	0.577	0.609
ratify	ให้สัตยาบัน	0.750	0.462	0.716
rating	อันดับ	0.663	0.679	0.637
ratio	อัตราส่วน	0.560	0.461	0.741
ration	ปันส่วน	0.521	0.346	0.390
rational	มีเหตุผล	0.775	0.347	0.632
rationale	เหตุผล	0.656	0.400	0.815
rationalism	หลักการให้หรือใช้เหตุผล	0.562	0.500	0.676
rationality	ความมีเหตุผล	0.633	0.510	0.767
rationalize	หาเหตุผลเข้าข้างตนเอง	0.633	0.400	0.746
rationing	การปันส่วน	0.396	0.404	0.540
rattan	หวาย	0.434	0.334	0.377
rattle	สั่น	0.490	0.429	0.268
rattled	rattled	0.354	0.641	0.330
rattler	งูกะปะ	0.396	0.730	0.455
rattlesnake	งูกะปะ	0.188	0.803	0.613
ratty	โกโรโกโส	0.354	0.450	0.358
raucous	แหบ	0.316	0.740	0.538
ravage	ทำลาย	0.214	0.755	0.575
rave	คลั่ง	0.490	0.637	0.420
raven	ดำขลับ	0.479	0.446	0.426
ravenous	หิวมาก	0.406	0.700	0.509
ravine	หุบ	0.354	0.673	0.413
raving	เพ้อ	0.312	0.764	0.358
ravioli	ราวีโอลี่	0.656	0.281	0.308
ravishing	มีเสน่ห์	0.745	0.833	0.830
raw	ดิบ	0.143	0.349	0.342
rawhide	หนังที่ยังไม่ได้ฟอก	0.292	0.360	0.327
rawr	Rawr	0.457	0.635	0.406
ray	รังสี	0.550	0.670	0.538
razor	มีดโกน	0.260	0.610	0.481
reach	มาถึง	0.719	0.625	0.690
react	เกิดปฏิกิริยา	0.500	0.716	0.717
reaction	ปฏิกิริยา	0.470	0.811	0.706
reactionary	แย้ง	0.406	0.573	0.690
reactive	ปฏิกิริยา	0.434	0.817	0.721
reactor	เครื่องปฏิกรณ์	0.438	0.794	0.772
read	อ่าน	0.740	0.283	0.611
reader	ผู้อ่าน	0.776	0.224	0.602
readership	จำนวนผู้อ่านทั้งหมด	0.698	0.306	0.422
readily	อย่างง่ายดาย	0.740	0.290	0.547
readiness	การเตรียมความพร้อม	0.708	0.531	0.700
reading	การอ่าน	0.781	0.183	0.415
readjustment	การปรับใหม่	0.560	0.563	0.510
readout	อ่านออกเสียง	0.590	0.250	0.518
ready	พร้อมแล้ว	0.770	0.388	0.648
readytogo	พร้อมที่จะไป	0.667	0.654	0.578
reaffirm	รับร้องใหม่	0.750	0.559	0.654
reagent	น้ำยา	0.385	0.698	0.642
real	จริง	0.719	0.510	0.717
realism	สัจนิยม	0.740	0.545	0.670
realist	ผู้นิยมความจริง	0.720	0.572	0.809
realistic	เหมือนจริง	0.700	0.520	0.783
reality	ความจริง	0.786	0.365	0.787
realization	การสำนึก	0.554	0.510	0.836
realize	ตระหนักถึง	0.757	0.462	0.647
realm	ดินแดน	0.708	0.509	0.878
realtor	นายหน้า	0.429	0.471	0.582
realty	อสังหาริมทรัพย์	0.633	0.471	0.648
ream	เบิก	0.490	0.173	0.346
reap	เก็บเกี่ยว	0.677	0.422	0.623
reaper	เครื่องเกี่ยวข้าว	0.340	0.565	0.464
reappear	เกิดขึ้นอีกครั้ง	0.688	0.625	0.632
rear	ด้านหลัง	0.459	0.520	0.284
rearrange	จัดใหม่	0.656	0.510	0.729
rearrangement	การปรับปรุงใหม่	0.542	0.527	0.769
reason	เหตุผล	0.781	0.455	0.712
reasonable	เหมาะสม	0.902	0.337	0.726
reasonableness	ความเหมาะสม	0.729	0.448	0.665
reasoning	เหตุผล	0.729	0.365	0.729
reasons	เหตุผล	0.583	0.460	0.571
reassemble	รวมกันอีกครั้ง	0.552	0.540	0.589
reassign	กำหนดใหม่	0.359	0.490	0.559
reassignment	การกำหนดใหม่	0.551	0.480	0.415
reassurance	การรับรอง	0.875	0.127	0.593
reassure	สร้างความมั่นใจ	0.837	0.306	0.630
reassured	มั่นใจ	0.854	0.186	0.519
reassuring	ซึ่งทำให้อุ่นใจ	0.847	0.308	0.691
rebate	เงินคืน	0.667	0.569	0.510
rebel	กบฏ	0.235	0.830	0.555
rebellion	กบฏ	0.245	0.843	0.746
rebellious	กระด้างกระเดื่อง	0.344	0.880	0.663
rebels	กบฏ	0.135	0.860	0.609
rebirth	การเกิดใหม่	0.781	0.712	0.780
reboot	รีบูต	0.673	0.577	0.519
reborn	เกิดใหม่	0.802	0.618	0.737
rebound	การตอบสนอง	0.521	0.480	0.506
rebuild	สร้างใหม่	0.656	0.557	0.519
rebuke	ด่า	0.115	0.677	0.429
rebut	โต้แย้ง	0.154	0.519	0.573
rebuttal	การโต้แย้ง	0.312	0.690	0.540
recalcitrant	พยศ	0.357	0.624	0.580
recall	จำ	0.583	0.351	0.525
recant	ถอนคำพูด	0.333	0.575	0.482
recap	ปะยางรถ	0.602	0.578	0.667
recapture	รำลึก	0.333	0.656	0.658
recast	แต่งใหม่	0.367	0.481	0.500
recede	ถอยห่าง	0.231	0.449	0.245
receding	ซึ่งถอยห่าง	0.224	0.418	0.333
receipt	ใบเสร็จรับเงิน	0.542	0.230	0.415
receipts	รายรับ	0.320	0.333	0.381
receive	รับ	0.740	0.462	0.551
received	ที่ได้รับ	0.646	0.436	0.561
receiver	ผู้รับ	0.583	0.464	0.586
receiving	การได้รับ	0.719	0.562	0.623
recent	เมื่อเร็ว ๆ นี้	0.592	0.365	0.589
receptacle	ที่รองรับ	0.500	0.451	0.426
reception	แผนกต้อนรับ	0.694	0.375	0.567
receptionist	พนักงานต้อนรับ	0.677	0.430	0.385
receptive	เปิดกว้าง	0.729	0.519	0.639
receptor	ตัวรับ	0.417	0.360	0.510
recess	ย่อมุม	0.646	0.510	0.367
recesses	หลืบ	0.367	0.470	0.379
recession	ภาวะถดถอย	0.368	0.398	0.373
recharge	เติมเงิน	0.584	0.702	0.664
recheck	รั้งใหม่	0.440	0.490	0.529
recherche	NO TRANSLATION	0.458	0.490	0.363
recidivism	การย้อนกลับไปใหม่	0.245	0.520	0.558
recipe	สูตรอาหาร	0.698	0.271	0.415
recipient	ผู้รับ	0.604	0.324	0.679
reciprocal	ซึ่งกันและกัน	0.677	0.520	0.660
reciprocate	ตอบสนอง	0.760	0.460	0.618
reciprocity	ความสัมพันธ์ซึ่งกันและกัน	0.740	0.673	0.556
recital	การบรรยาย	0.838	0.440	0.572
recitation	การบรรยาย	0.708	0.519	0.462
recite	ท่อง	0.688	0.398	0.453
reckless	บ้าบิ่น	0.262	0.788	0.279
recklessness	ความชะล่าใจ	0.292	0.763	0.380
reckon	คำนวณ	0.643	0.420	0.472
reckoning	การคำนวณ	0.418	0.622	0.532
reclaim	เรียกคืน	0.469	0.724	0.648
reclamation	การบุกเบิก	0.573	0.750	0.548
recline	หนุน	0.460	0.404	0.418
reclining	นอน	0.448	0.312	0.317
recluse	สันโดษ	0.240	0.490	0.446
recognition	ได้รับการยอมรับ	0.833	0.587	0.726
recognizable	เตือนใจ	0.625	0.400	0.609
recognize	รับรู้	0.760	0.315	0.600
recognized	ได้รับการยอมรับ	0.875	0.458	0.786
recoil	หดตัว	0.089	0.429	0.259
recollect	จำได้	0.688	0.491	0.602
recollection	จำได้	0.722	0.337	0.566
recombinant	recombinant	0.561	0.519	0.463
recombination	รวมตัวกันอีก	0.510	0.492	0.602
recommend	แนะนำ	0.812	0.439	0.672
recommendation	ข้อเสนอแนะ	0.912	0.388	0.664
recompense	ตอบแทน	0.844	0.620	0.853
recon	ลาดตระเวน	0.500	0.447	0.400
reconcile	คืนดี	0.760	0.470	0.625
reconciliation	การประนีประนอม	0.896	0.570	0.604
reconfigure	กำหนดค่า	0.429	0.500	0.658
reconnaissance	การลาดตระเวน	0.729	0.604	0.712
reconnect	เชื่อมต่อ	0.630	0.548	0.667
reconsider	พิจารณาทบทวน	0.448	0.442	0.582
reconsideration	การพิจารณาใหม่	0.531	0.459	0.611
reconstitution	ปฏิสังขรณ์	0.587	0.461	0.783
reconstruct	บูรณะ	0.740	0.618	0.718
reconstruction	การก่อสร้างใหม่	0.625	0.719	0.667
reconstructive	เข่า	0.596	0.444	0.722
reconvene	reconvene	0.490	0.529	0.560
record	บันทึก	0.552	0.421	0.500
recorder	เครื่องบันทึก	0.551	0.374	0.481
recording	การบันทึก	0.573	0.537	0.474
recount	เล่าขาน	0.479	0.402	0.509
recoup	ชดใช้	0.719	0.422	0.575
recourse	การขอความช่วยเหลือ	0.402	0.337	0.598
recover	กู้	0.918	0.510	0.647
recoverable	รับคืน	0.780	0.388	0.709
recovery	การฟื้นตัว	0.781	0.402	0.737
recreate	สร้างใหม่	0.724	0.545	0.616
recreation	การพักผ่อนหย่อนใจ	0.909	0.632	0.660
recreational	พักผ่อนหย่อนใจ	0.896	0.686	0.479
recruit	รับสมัคร	0.551	0.654	0.633
recruiter	ผู้รับคนใหม่	0.662	0.630	0.690
recruiting	การสรรหา	0.448	0.787	0.693
recruitment	การรับสมัคร	0.479	0.645	0.591
recruits	การรับสมัคร	0.396	0.653	0.593
rectal	เกี่ยวกับลำไส้ตรง	0.344	0.618	0.410
rectangle	สี่เหลี่ยมผืนผ้า	0.479	0.225	0.438
rectangular	เป็นมุมฉาก	0.438	0.240	0.307
rectification	การทำให้ถูกต้อง	0.449	0.560	0.695
rectify	ปรับปรุงแก้ไข	0.625	0.480	0.634
rector	อธิบดี	0.458	0.406	0.862
rectory	บ้านพักของอธิการโบสถ์	0.490	0.373	0.704
rectum	ไส้ตรง	0.438	0.443	0.491
recumbent	ขี้เกียจ	0.429	0.370	0.352
recuperation	การพักฟื้น	0.688	0.418	0.500
recur	เกิดขึ้นอีก	0.479	0.500	0.416
recurrence	การเกิดขึ้นอีก	0.490	0.538	0.615
recurrent	เกิดขึ้นอีก	0.552	0.500	0.561
recurring	การคืน	0.370	0.560	0.445
recursion	เรียกซ้ำ	0.312	0.580	0.543
recursive	recursive	0.459	0.590	0.561
recursively	ซ้ำ	0.427	0.519	0.618
recycle	รีไซเคิล	0.521	0.392	0.526
recycled	ใช้แล้ว	0.561	0.316	0.409
recycling	การรีไซเคิล	0.552	0.320	0.509
red	สีแดง	0.427	0.385	0.377
reddish	แดง	0.521	0.337	0.328
redecorate	ประดับใหม่	0.602	0.444	0.490
redeem	ไถ่ถอน	0.633	0.469	0.491
redeemed	แลก	0.625	0.378	0.434
redemption	การไถ่ถอน	0.376	0.408	0.545
redesign	ออกแบบ	0.622	0.460	0.396
redhead	มีผมสีแดง	0.677	0.549	0.518
redheaded	แดง	0.510	0.520	0.428
redirect	เปลี่ยนเส้นทาง	0.469	0.360	0.648
redneck	ใจแคบ	0.401	0.500	0.348
redness	สีแดง	0.151	0.470	0.417
redo	ทำซ้ำ	0.481	0.500	0.535
redress	แก้ไข	0.677	0.558	0.649
reduce	ลด	0.219	0.304	0.336
reduced	ที่ลดลง	0.229	0.365	0.204
reduction	การลดลง	0.365	0.382	0.240
redundancy	ความฟุ่มเฟือย	0.316	0.262	0.589
redundant	ซ้ำซาก	0.210	0.500	0.527
redwood	เรดวู้ด	0.592	0.350	0.443
reed	กก	0.490	0.350	0.307
reef	โขดหิน	0.583	0.490	0.456
reefer	ผู้ลดใบเรือ	0.500	0.453	0.421
reefs	แนวปะการัง	0.531	0.471	0.455
reek	ไอ	0.177	0.480	0.311
reel	รอก	0.449	0.332	0.395
reelection	เลือกตั้ง	0.541	0.673	0.681
reeling	หน้ามืด	0.327	0.542	0.267
reenactment	แนคท์	0.771	0.592	0.768
reentry	ย้อน	0.604	0.449	0.500
reestablish	กอบกู้	0.635	0.490	0.692
ref	อ้าง	0.469	0.380	0.368
refer	อ้างถึง	0.506	0.358	0.558
referee	ผู้ตัดสิน	0.531	0.644	0.778
reference	การอ้างอิง	0.633	0.312	0.595
referendum	ประชามติ	0.510	0.469	0.643
referral	การอ้างอิง	0.694	0.314	0.603
refill	เติมเงิน	0.670	0.400	0.464
refine	ปรับแต่ง	0.653	0.460	0.640
refined	กลั่น	0.850	0.430	0.653
refinement	ความประณีต	0.719	0.387	0.709
refinery	โรงกลั่น	0.646	0.444	0.565
refining	การฟอก	0.694	0.466	0.664
refit	อานิสงส์	0.500	0.577	0.506
reflect	สะท้อน	0.698	0.342	0.472
reflecting	สะท้อนให้เห็นถึง	0.590	0.408	0.471
reflection	การสะท้อน	0.710	0.500	0.528
reflective	อย่างไตร่ตรอง	0.656	0.292	0.735
reflector	กล้องส่องทางไกล	0.479	0.510	0.500
reflex	สะท้อน	0.583	0.460	0.538
reflux	กรดไหลย้อน	0.281	0.559	0.347
reform	ปฏิรูป	0.531	0.490	0.797
reformation	การปฏิรูป	0.809	0.500	0.558
reformer	นักปฏิรูป	0.562	0.569	0.905
refraction	การหักเห	0.388	0.471	0.526
refractor	นอกครู	0.510	0.541	0.433
refractory	อาละวาด	0.520	0.357	0.588
refrain	ละเว้น	0.314	0.373	0.277
refraining	การอด	0.418	0.453	0.404
refresh	รีเฟรช	0.719	0.640	0.689
refreshed	สดชื่น	0.910	0.377	0.480
refreshing	รวย	0.936	0.520	0.571
refreshment	เครื่องดื่ม	0.667	0.410	0.352
refrigerate	แช่เย็น	0.635	0.357	0.457
refrigeration	การแช่เย็น	0.735	0.392	0.500
refrigerator	ตู้เย็น	0.677	0.260	0.391
refuel	เติมเชื้อเพลิงแก่	0.592	0.445	0.500
refuge	ที่หลบภัย	0.640	0.238	0.481
refugee	ผู้ลี้ภัย	0.379	0.607	0.327
refund	คืนเงินให้	0.541	0.528	0.430
refurbish	ทำให้ใหม่	0.656	0.633	0.541
refusal	การปฏิเสธ	0.052	0.610	0.321
refuse	ปฏิเสธ	0.180	0.520	0.331
refused	ปฏิเสธ	0.163	0.475	0.188
refusing	ปฏิเสธ	0.143	0.670	0.203
refutation	การพิสูจน์	0.312	0.726	0.566
refute	หักล้าง	0.312	0.731	0.583
regain	ฟื้น	0.729	0.520	0.759
regal	ของกษัตริย์	0.643	0.459	0.556
regalia	เครื่องราชกกุธภัณฑ์	0.760	0.441	0.556
regard	คำนึงถึง	0.802	0.336	0.809
regatta	การแข่งเรือ	0.740	0.471	0.435
regency	รีเจนซี่	0.520	0.472	0.630
regenerate	งอกใหม่	0.782	0.607	0.767
regeneration	การฟื้นฟู	0.760	0.640	0.845
regent	อุปราช	0.680	0.529	0.675
reggae	เร้กเก้	0.698	0.520	0.500
regime	ระบบการปกครอง	0.290	0.668	0.773
regimen	ระบบการปกครอง	0.428	0.538	0.840
regiment	กองทหาร	0.469	0.722	0.755
regimental	ของกรมทหาร	0.292	0.637	0.817
region	ภูมิภาค	0.540	0.295	0.712
regional	ของแคว้น	0.620	0.400	0.607
regionalism	ภูมิภาค	0.640	0.500	0.773
register	การลงทะเบียน	0.490	0.412	0.654
registrar	นายทะเบียน	0.599	0.537	0.574
registration	การลงทะเบียน	0.622	0.396	0.574
registry	รีจิสทรี	0.573	0.320	0.583
regress	ถอยหลัง	0.255	0.442	0.300
regression	การถอยหลัง	0.312	0.500	0.324
regressive	ถอยหลัง	0.302	0.434	0.363
