Word	Chinese (Traditional)-zh-TW	Valence	Arousal	Dominance
transsexual	換性者	0.264	0.815	0.423
transverse	橫	0.429	0.429	0.525
transvestite	易裝癖	0.270	0.675	0.373
trap	陷阱	0.104	0.610	0.391
trapdoor	暗門	0.094	0.670	0.462
trapeze	飛人	0.542	0.625	0.566
trapped	被困	0.135	0.615	0.380
trapper	捕獸	0.296	0.654	0.491
trapping	誘捕	0.333	0.621	0.491
trappings	服飾	0.458	0.462	0.370
traps	陷阱	0.235	0.673	0.481
trash	垃圾	0.163	0.541	0.154
trashy	沒用	0.071	0.380	0.161
trauma	外傷	0.112	0.792	0.453
traumatic	創傷	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	旅行	0.931	0.689	0.535
traveler	遊客	0.837	0.571	0.700
traveling	旅行	0.900	0.750	0.582
traverse	橫過	0.571	0.590	0.629
travesty	滑稽戲	0.354	0.644	0.407
trawl	拖網	0.255	0.590	0.464
trawler	拖網漁船	0.316	0.430	0.405
tray	托盤	0.549	0.250	0.345
treacherous	奸詐	0.112	0.815	0.402
treachery	背信棄義	0.104	0.852	0.448
tread	踏	0.510	0.520	0.426
treadmill	跑步機	0.459	0.636	0.436
treason	叛逆	0.094	0.806	0.552
treasure	寶藏	0.927	0.592	0.821
treasured	寶	0.849	0.471	0.730
treasurer	出納員	0.694	0.456	0.755
treasures	珍品	0.867	0.771	0.842
treasury	金庫	0.812	0.541	0.736
treat	對待	0.573	0.571	0.436
treatable	可治療	0.780	0.302	0.560
treatise	論文	0.604	0.407	0.613
treatment	治療	0.663	0.386	0.620
treaty	條約	0.646	0.382	0.667
treble	三重	0.358	0.471	0.466
tree	樹	0.670	0.118	0.442
trees	樹木	0.653	0.137	0.537
trek	跋涉	0.469	0.530	0.535
trellis	網格	0.299	0.500	0.389
tremble	顫抖	0.177	0.878	0.388
trembling	發抖	0.177	0.824	0.324
tremendous	巨大	0.600	0.888	0.773
tremendously	異常	0.719	0.722	0.661
tremor	震	0.104	0.833	0.455
trench	溝	0.429	0.760	0.429
trend	趨勢	0.625	0.458	0.706
trending	趨勢	0.750	0.472	0.600
trendy	新潮	0.713	0.520	0.536
trepidation	不安	0.582	0.594	0.464
trespass	侵入	0.229	0.670	0.613
triad	黑社會	0.469	0.413	0.528
triage	分流	0.398	0.433	0.479
trial	審訊	0.438	0.663	0.612
triangle	三角形	0.562	0.269	0.352
triangular	三角形的	0.430	0.320	0.397
triangulate	三角	0.408	0.380	0.517
triathlon	鐵人三項	0.521	0.853	0.663
tribal	部落的	0.417	0.404	0.482
tribe	部落	0.664	0.486	0.516
tribulation	苦難	0.448	0.612	0.484
tribunal	法庭	0.410	0.670	0.797
tribune	論壇	0.610	0.585	0.556
tributary	支流	0.615	0.463	0.616
tribute	貢	0.684	0.573	0.700
trick	招	0.542	0.700	0.409
trickery	詭計	0.146	0.798	0.336
trickle	潺	0.500	0.196	0.231
trickster	騙子	0.375	0.680	0.446
tricky	狡猾	0.219	0.651	0.500
tricycle	三輪車	0.633	0.402	0.368
trident	三叉戟	0.403	0.606	0.609
trifle	瑣事	0.271	0.296	0.221
trifling	輕微	0.375	0.418	0.183
trig	TRIG	0.438	0.417	0.415
trigger	觸發	0.271	0.804	0.660
trigonometry	三角	0.396	0.400	0.616
trillion	兆	0.592	0.420	0.623
trilogy	三部曲	0.615	0.520	0.664
trim	修剪	0.500	0.466	0.430
trimester	三個月	0.783	0.336	0.538
trimmer	微調	0.260	0.548	0.529
trimming	修剪	0.500	0.478	0.325
trine	三合	0.396	0.365	0.317
trinity	三位一體	0.635	0.346	0.660
trinket	飾品	0.521	0.352	0.368
trio	三人	0.521	0.613	0.473
trip	旅	0.875	0.643	0.538
tripartite	三方	0.500	0.480	0.539
tripe	肚	0.312	0.361	0.438
triple	三倍	0.585	0.385	0.481
triplet	三重	0.622	0.510	0.618
triplicate	一式三份	0.684	0.545	0.717
tripod	鼎	0.406	0.388	0.483
tripping	跳閘	0.276	0.594	0.293
trite	平凡的	0.458	0.418	0.290
tritium	氚	0.412	0.471	0.422
triumph	勝利	0.969	0.798	0.926
triumphant	凱	0.949	0.837	0.972
trivia	瑣事	0.690	0.490	0.473
trivial	不重要的	0.406	0.387	0.337
troll	拖釣	0.378	0.627	0.327
trolley	手推車	0.562	0.558	0.464
trombone	長號	0.562	0.500	0.500
troop	部隊	0.375	0.696	0.750
trooper	士兵	0.458	0.694	0.713
troops	軍隊	0.385	0.718	0.804
trophy	杯	0.947	0.643	0.676
tropic	熱帶	0.740	0.529	0.536
tropical	熱帶	0.740	0.461	0.509
tropics	熱帶	0.740	0.383	0.412
trot	小跑	0.531	0.664	0.396
trouble	麻煩	0.135	0.811	0.452
troubled	苦惱	0.167	0.627	0.385
troublemaker	麻煩製造者	0.260	0.900	0.596
troubles	麻煩	0.051	0.854	0.269
troublesome	麻煩	0.283	0.894	0.404
trough	槽	0.500	0.308	0.340
troupe	劇團	0.625	0.406	0.557
trousers	長褲	0.625	0.314	0.442
trout	鱒魚	0.516	0.387	0.298
trowel	鏝	0.470	0.418	0.250
truce	休戰	0.688	0.441	0.453
truck	卡車	0.531	0.368	0.546
trucker	卡車司機	0.494	0.609	0.500
truckload	整車	0.480	0.450	0.534
truculent	忮	0.210	0.731	0.498
true	真正	0.896	0.436	0.777
truelove	真愛	0.860	0.600	0.587
truffle	松露	0.677	0.323	0.418
truism	老生常談	0.521	0.422	0.480
trump	王牌	0.640	0.716	0.898
trumpet	喇叭	0.573	0.570	0.393
trumpeter	喇叭手	0.673	0.600	0.676
truncate	截短	0.323	0.600	0.412
truncated	截	0.316	0.602	0.439
trundle	滾動	0.507	0.270	0.414
trunk	樹幹	0.271	0.167	0.404
truss	桁架	0.521	0.482	0.569
trust	相信	0.888	0.547	0.741
trustee	受託人	0.531	0.442	0.658
trusting	信任的	0.857	0.508	0.750
trustworthy	可靠	0.969	0.315	0.824
trusty	可靠	0.863	0.398	0.696
truth	真相	0.971	0.400	0.685
truthful	真實	0.708	0.467	0.807
truthfulness	真實性	0.920	0.549	0.808
try	嘗試	0.604	0.551	0.556
tryout	試用	0.459	0.539	0.472
tryouts	選拔賽	0.490	0.602	0.594
tsunami	海嘯	0.042	0.944	0.684
tub	桶	0.449	0.235	0.265
tuba	大號	0.542	0.402	0.381
tubby	短粗的	0.427	0.423	0.353
tube	管	0.418	0.279	0.409
tuberculosis	結核	0.214	0.519	0.424
tubing	管道	0.438	0.363	0.358
tubular	管狀的	0.458	0.361	0.464
tubule	小管	0.500	0.330	0.333
tuck	掖	0.367	0.473	0.361
tucker	塔克	0.475	0.558	0.429
tuesday	星期二	0.469	0.184	0.330
tufted	簇絨	0.500	0.510	0.406
tug	拖船	0.320	0.604	0.558
tugboat	拖船	0.271	0.510	0.652
tuition	學費	0.531	0.372	0.436
tulip	鬱金香	0.730	0.189	0.356
tumble	下跌	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	滾草	0.312	0.471	0.427
tummy	趴著	0.427	0.365	0.230
tumor	瘤	0.102	0.664	0.324
tumour	瘤	0.092	0.627	0.464
tumult	騷動	0.271	0.640	0.636
tumultuous	洶	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	金槍魚	0.531	0.386	0.304
tunable	可調	0.510	0.364	0.582
tune	調	0.708	0.479	0.426
tunic	中山裝	0.531	0.248	0.391
tuning	調音	0.719	0.390	0.635
tunnel	隧道	0.312	0.490	0.412
turban	頭巾	0.469	0.386	0.426
turbidity	濁	0.184	0.607	0.393
turbine	渦輪	0.520	0.549	0.575
turbo	渦輪	0.583	0.729	0.596
turbulence	動亂	0.062	0.922	0.532
turbulent	洶湧	0.302	0.792	0.612
turd	糞	0.240	0.519	0.383
turf	草皮	0.531	0.192	0.295
turkey	火雞	0.634	0.245	0.247
turmeric	薑黃	0.542	0.316	0.312
turmoil	動盪	0.198	0.888	0.417
turn	轉	0.531	0.398	0.482
turnaround	迴轉	0.560	0.654	0.407
turned	轉身	0.630	0.538	0.583
turning	車削	0.510	0.684	0.420
turnip	蕪菁	0.561	0.183	0.254
turnkey	獄卒	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	結果發現	0.641	0.692	0.898
turnover	周轉	0.490	0.392	0.512
turnpike	收費公路	0.459	0.434	0.462
turntable	轉盤	0.531	0.455	0.406
turpentine	松節油	0.320	0.539	0.571
turquoise	綠松石	0.786	0.226	0.357
turret	砲塔	0.494	0.500	0.588
turtle	龜	0.291	0.102	0.271
turtleneck	高領毛衣	0.583	0.398	0.327
tussle	爭論	0.333	0.919	0.691
tutelage	監護	0.393	0.442	0.609
tutor	導師	0.750	0.346	0.826
tutoring	家教	0.663	0.402	0.702
tutu	蓬蓬裙	0.583	0.276	0.233
tux	晚禮服	0.531	0.365	0.462
tuxedo	晚禮服	0.694	0.354	0.519
tv	電視	0.622	0.380	0.393
twain	TWAIN	0.541	0.255	0.370
twat	娘們	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	擰	0.440	0.462	0.452
tweed	斜紋軟呢	0.510	0.440	0.412
tweet	鳴叫	0.659	0.490	0.537
tweezers	鑷子	0.493	0.408	0.295
twelfth	第十二	0.521	0.292	0.527
twelve	十二	0.490	0.298	0.412
twentieth	第二十	0.469	0.297	0.346
twenty	二十	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	枝條	0.378	0.288	0.236
twilight	暮	0.622	0.341	0.633
twill	斜紋	0.449	0.415	0.353
twin	雙胞胎	0.688	0.363	0.453
twine	纏繞	0.521	0.380	0.337
twinge	劇痛	0.316	0.720	0.471
twinkle	眨眼	0.719	0.724	0.610
twins	雙胞胎	0.760	0.473	0.602
twirl	捻	0.552	0.647	0.409
twist	捻	0.375	0.469	0.337
twisted	扭曲	0.071	0.736	0.311
twister	撚線機	0.330	0.680	0.647
twit	TWIT	0.194	0.653	0.198
twitch	抽搐	0.510	0.740	0.548
twitching	抽搐	0.292	0.700	0.482
twitchy	顛簸	0.094	0.918	0.281
two	二	0.520	0.200	0.404
two step	兩步	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	雙重	0.573	0.333	0.551
twosome	兩人一組	0.583	0.544	0.500
tycoon	巨頭	0.682	0.596	0.867
tyke	泰克	0.500	0.388	0.300
type	類型	0.500	0.284	0.364
typewriter	打字機	0.542	0.373	0.418
typhoid	傷寒症	0.265	0.458	0.401
typhoon	颱風	0.323	0.796	0.697
typical	典型	0.635	0.206	0.426
typically	一般	0.569	0.377	0.559
typist	打字員	0.551	0.559	0.528
typo	錯字	0.224	0.415	0.255
typography	活版印刷	0.480	0.334	0.574
tyrannical	強橫	0.167	0.860	0.731
tyranny	暴政	0.112	0.792	0.705
tyrant	暴君	0.115	0.850	0.683
tyre	胎	0.480	0.358	0.407
ubiquitous	普及	0.635	0.571	0.884
ubiquity	無處不在	0.578	0.490	0.595
ugliness	醜陋	0.094	0.407	0.267
ugly	醜陋	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	四弦琴	0.513	0.358	0.365
ulcer	潰瘍	0.286	0.596	0.377
ulterior	別有用心	0.375	0.509	0.490
ultimate	最終	0.648	0.645	0.544
ultimately	最終	0.385	0.480	0.558
ultimatum	最後通牒	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	超聲	0.573	0.594	0.600
ultraviolet	紫外線	0.604	0.448	0.673
umbilical	臍帶	0.398	0.406	0.333
umbra	本影	0.408	0.400	0.337
umbrella	雨傘	0.583	0.246	0.255
umpire	裁判	0.520	0.592	0.755
umpteen	許許多多	0.510	0.460	0.611
unabashed	滿不在乎	0.292	0.614	0.488
unabated	不減	0.532	0.420	0.466
unable	無法	0.132	0.459	0.193
unacceptable	不可接受	0.133	0.479	0.330
unaccompanied	舉目無親	0.292	0.376	0.297
unaccountable	莫名其妙	0.180	0.600	0.543
unaccounted	下落不明	0.410	0.338	0.361
unacknowledged	未確認	0.240	0.269	0.116
unadulterated	純正	0.570	0.420	0.528
unaffected	未受影響	0.542	0.265	0.571
unafraid	不害怕	0.500	0.520	0.655
unaided	獨立的	0.290	0.410	0.336
unaltered	不變	0.571	0.269	0.598
unambiguous	明確的	0.406	0.390	0.578
unanimity	一致	0.490	0.407	0.706
unanimous	一致	0.656	0.380	0.682
unanimously	一致	0.686	0.333	0.738
unannounced	暗訪	0.240	0.588	0.291
unanswered	懸而未決	0.276	0.361	0.219
unanticipated	意外	0.255	0.775	0.327
unappreciated	賞識	0.143	0.431	0.209
unapproved	未經批准	0.184	0.471	0.254
unarmed	徒手	0.427	0.420	0.241
unassisted	獨力的	0.302	0.320	0.211
unassuming	謙遜	0.490	0.230	0.471
unattached	獨立的	0.192	0.439	0.283
unattainable	高不可攀	0.220	0.635	0.571
unattended	無人值守	0.255	0.400	0.167
unattractive	沒有吸引力	0.177	0.307	0.208
unauthorized	擅自	0.260	0.448	0.259
unavailable	不可用	0.323	0.281	0.159
unavoidable	不免	0.350	0.580	0.445
unaware	不知道	0.208	0.355	0.310
unbalanced	不平衡	0.302	0.596	0.343
unbearable	不堪忍受	0.125	0.798	0.447
unbeatable	無與倫比	0.735	0.719	0.681
unbeaten	不敗	0.854	0.760	0.828
unbecoming	不雅觀	0.123	0.471	0.288
unbelief	不信	0.265	0.582	0.407
unbelievable	難以置信的	0.771	0.790	0.717
unbiased	不偏不倚	0.625	0.378	0.618
unborn	腹中	0.312	0.300	0.216
unbound	未綁定	0.354	0.402	0.283
unbounded	無界	0.646	0.600	0.736
unbreakable	牢不可破	0.653	0.573	0.759
unbridled	恣意	0.396	0.759	0.448
unbroken	綿綿	0.550	0.224	0.602
unbutton	解開	0.479	0.539	0.311
uncalled	多餘	0.344	0.294	0.222
uncanny	神秘的	0.469	0.461	0.430
uncaring	冷漠	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	不確定	0.363	0.500	0.164
uncertainty	不確定	0.064	0.494	0.282
unchallenged	不成問題	0.552	0.394	0.545
unchangeable	不可改變的	0.375	0.442	0.709
unchanged	不變	0.490	0.204	0.237
uncharted	未知	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	野蠻	0.133	0.600	0.400
unclaimed	無人認領	0.316	0.346	0.278
uncle	叔叔	0.653	0.255	0.578
unclean	骯髒	0.133	0.529	0.134
unclear	不明	0.229	0.463	0.202
uncomfortable	不舒服	0.188	0.610	0.214
uncommon	罕見	0.459	0.429	0.373
uncommonly	罕有	0.626	0.490	0.778
uncomplicated	簡單	0.740	0.260	0.453
uncompromising	堅定的	0.320	0.531	0.613
unconcerned	漠不關心	0.562	0.283	0.298
unconditional	無條件的	0.760	0.493	0.715
unconfirmed	未經證實	0.334	0.321	0.339
unconnected	懸空	0.188	0.265	0.213
unconscionable	過度的	0.208	0.618	0.429
unconscious	無意識	0.240	0.356	0.195
unconsciousness	神誌不清	0.177	0.440	0.121
unconstitutional	違憲	0.230	0.588	0.491
unconstrained	不受約束	0.653	0.640	0.635
uncontested	無可爭議	0.510	0.471	0.689
uncontrollable	不可控	0.265	0.790	0.626
uncontrolled	不受控制	0.188	0.891	0.544
unconventional	非傳統的	0.177	0.509	0.288
unconvinced	不服氣	0.409	0.458	0.228
unconvincing	不能令人信服	0.190	0.532	0.144
uncooked	生	0.312	0.321	0.241
uncooperative	不合作	0.250	0.422	0.246
uncorrelated	不相關	0.333	0.327	0.316
uncouth	粗野	0.080	0.761	0.350
uncover	揭露	0.771	0.552	0.648
uncritical	不加批判	0.480	0.367	0.412
uncut	完整無缺	0.448	0.422	0.278
undead	亡靈	0.367	0.635	0.406
undecided	未定	0.286	0.433	0.127
undefeated	不敗	0.833	0.752	0.825
undefined	未定義	0.260	0.418	0.350
undeniable	不可否認	0.552	0.473	0.778
underage	未成年	0.469	0.461	0.300
underbelly	軟肋	0.406	0.423	0.361
undercover	秘密	0.388	0.627	0.483
undercurrent	暗流	0.357	0.582	0.520
underdog	弱旅	0.250	0.410	0.226
underestimate	低估	0.413	0.464	0.193
undergo	經歷	0.398	0.554	0.339
undergraduate	大學本科	0.583	0.500	0.559
underground	地下	0.396	0.455	0.452
underhanded	人手不足	0.188	0.415	0.527
underlay	底襯	0.521	0.365	0.458
underlie	背後	0.323	0.378	0.275
underline	強調	0.480	0.412	0.509
underlying	底層	0.480	0.445	0.452
undermine	破壞	0.316	0.491	0.413
undermined	破壞	0.365	0.409	0.394
underneath	下	0.450	0.265	0.158
underpaid	少繳	0.146	0.413	0.209
underpants	內褲	0.448	0.473	0.276
underprivileged	弱勢	0.167	0.449	0.172
underrated	被低估	0.208	0.520	0.333
underscore	下劃線	0.375	0.275	0.306
undersea	海底	0.545	0.490	0.425
undersecretary	副國務卿	0.459	0.377	0.594
undersized	矮小	0.316	0.425	0.298
understaffed	人手不足	0.148	0.444	0.302
understand	理解	0.760	0.374	0.643
understandable	可理解	0.776	0.363	0.566
understanding	理解	0.865	0.304	0.689
understatement	輕描淡寫	0.347	0.480	0.473
understood	了解	0.780	0.441	0.686
understudy	替補	0.378	0.402	0.420
undertake	承擔	0.796	0.702	0.754
undertaker	殯儀館	0.363	0.696	0.611
undertaking	承諾	0.667	0.530	0.696
undertow	暗潮	0.327	0.639	0.231
underwear	內衣	0.610	0.546	0.375
underwood	木頭下	0.510	0.453	0.510
underworld	地獄	0.177	0.676	0.613
underwrite	包銷	0.416	0.520	0.423
underwriter	承銷商	0.571	0.327	0.620
undeserved	不當	0.219	0.552	0.283
undesirable	不可取	0.177	0.644	0.260
undesired	不需要	0.156	0.441	0.235
undetectable	檢測不到	0.438	0.539	0.604
undetected	未被發現	0.224	0.304	0.268
undetermined	未確定	0.265	0.256	0.353
undeveloped	未開發	0.292	0.330	0.254
undignified	不體面	0.122	0.627	0.308
undirected	無方向	0.330	0.417	0.310
undisclosed	未公開	0.479	0.361	0.314
undiscovered	未被發現	0.438	0.347	0.261
undisputed	無可爭議	0.646	0.588	0.673
undisturbed	不受干擾	0.725	0.287	0.434
undivided	一心一意	0.510	0.380	0.490
undo	解開	0.365	0.444	0.349
undoing	撤消	0.219	0.452	0.298
undoubted	無疑的	0.592	0.461	0.740
undress	脫衣服	0.438	0.900	0.336
undressed	脫了衣服	0.375	0.755	0.356
undue	過度的	0.156	0.573	0.318
undying	不朽	0.708	0.500	0.773
unearned	不勞而獲	0.177	0.340	0.213
unearth	挖掘	0.427	0.635	0.545
uneasiness	局促	0.190	0.798	0.241
uneasy	不安	0.115	0.598	0.349
uneducated	沒有受過教育	0.177	0.350	0.246
unemployed	失業的	0.094	0.481	0.230
unemployment	失業	0.094	0.400	0.297
unencumbered	支配	0.604	0.280	0.472
unending	無止境	0.385	0.519	0.454
unequal	不等	0.118	0.433	0.202
unequalled	無比	0.562	0.470	0.769
unequivocal	明確的	0.604	0.415	0.615
unequivocally	明確	0.521	0.668	0.554
unethical	不道德的	0.104	0.433	0.269
uneven	不均勻的	0.125	0.457	0.240
uneventful	平安	0.510	0.343	0.410
unexpected	意外	0.500	0.720	0.333
unexpectedly	不料	0.354	0.759	0.462
unexplainable	無法解釋的	0.260	0.448	0.610
unexplained	原因不明	0.271	0.531	0.349
unexplored	未開發	0.401	0.640	0.388
unfailing	經久不衰	0.625	0.635	0.594
unfair	不公平	0.173	0.472	0.190
unfairness	不平	0.170	0.817	0.336
unfaithful	不忠	0.031	0.806	0.298
unfamiliar	陌生	0.219	0.558	0.273
unfavorable	不利	0.133	0.450	0.232
unfeeling	冷酷	0.235	0.377	0.345
unfettered	不受約束	0.569	0.650	0.586
unfinished	未完成	0.188	0.368	0.264
unfit	不適當	0.250	0.368	0.185
unflinching	堅定不移	0.667	0.606	0.882
unfold	展開	0.612	0.510	0.520
unfollow	取消關注	0.281	0.337	0.293
unforeseen	意外	0.255	0.714	0.500
unforgettable	難忘	0.833	0.561	0.660
unforgivable	不可饒恕	0.276	0.743	0.490
unforgiving	無情	0.406	0.630	0.793
unfortunate	不幸的	0.073	0.487	0.195
unfortunately	不幸	0.104	0.494	0.281
unfounded	杞人憂天	0.271	0.520	0.410
unfreeze	解凍	0.458	0.297	0.375
unfriendly	不友好	0.173	0.670	0.458
unfulfilled	未了	0.184	0.426	0.268
unfurnished	空屋	0.316	0.333	0.272
unglued	脫膠	0.378	0.446	0.352
ungodly	惡人	0.296	0.423	0.388
ungrateful	忘恩負義	0.219	0.461	0.275
unguarded	無人防守的	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	不幸	0.083	0.630	0.222
unhappy	不快樂	0.112	0.500	0.155
unharmed	安然無恙	0.740	0.378	0.491
unhealthy	不良	0.115	0.549	0.214
unheard	聞所未聞	0.344	0.539	0.500
unhelpful	無益	0.104	0.320	0.118
unhindered	入無人之境	0.729	0.441	0.725
unholy	邪惡	0.327	0.560	0.445
unhook	解開	0.375	0.592	0.310
unicorn	獨角獸	0.776	0.510	0.480
unidentified	未確認的	0.385	0.361	0.199
unification	統一	0.688	0.345	0.788
unified	統一	0.729	0.439	0.764
uniform	制服	0.570	0.245	0.655
uniformed	穿制服	0.469	0.519	0.589
uniformity	均勻性	0.745	0.353	0.538
uniformly	均勻	0.625	0.333	0.704
unimaginable	不可思議	0.573	0.634	0.589
unimpeachable	無可指責	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	不重要	0.281	0.240	0.175
unimpressed	不為所動	0.198	0.302	0.327
unimproved	未改良	0.163	0.377	0.144
uninfected	未感染	0.688	0.304	0.389
uninformed	不知情	0.156	0.370	0.182
uninhabited	無人	0.301	0.230	0.221
uninitiated	外行	0.271	0.288	0.288
uninspired	平庸	0.163	0.243	0.260
unintelligible	不知所云	0.208	0.472	0.283
unintended	意外	0.438	0.385	0.349
unintentional	無意	0.333	0.538	0.306
unintentionally	無意中	0.460	0.490	0.286
uninterested	無心戀戰	0.365	0.240	0.328
uninteresting	枯燥	0.153	0.235	0.228
uninterrupted	不斷	0.500	0.434	0.527
uninvited	不速之	0.090	0.385	0.307
union	聯盟	0.854	0.226	0.766
unique	獨特	0.823	0.347	0.661
unisex	男女皆宜的	0.492	0.417	0.417
unison	齊奏	0.510	0.439	0.583
unit	單元	0.562	0.235	0.578
unitary	酉	0.531	0.239	0.641
unite	團結	0.781	0.375	0.610
united	聯合的	0.781	0.431	0.783
unity	統一	0.837	0.288	0.658
universal	普遍	0.802	0.417	0.833
universality	普遍性	0.796	0.410	0.840
universe	宇宙	0.694	0.454	0.839
university	大學	0.735	0.574	0.741
unjust	不公	0.115	0.625	0.278
unjustifiable	無理	0.115	0.596	0.394
unjustified	不合理	0.288	0.541	0.314
unkind	刻薄	0.135	0.409	0.310
unknowable	不可知	0.347	0.540	0.396
unknown	未知	0.357	0.450	0.204
unlawful	非法的	0.094	0.759	0.402
unleash	發揮	0.479	0.775	0.559
unlicensed	無牌	0.306	0.574	0.196
unlike	不像	0.439	0.439	0.418
unlikely	不會	0.271	0.293	0.245
unlimited	無限	0.750	0.623	0.679
unlisted	非上市	0.365	0.265	0.218
unload	卸下	0.656	0.639	0.573
unloaded	卸載	0.469	0.380	0.331
unlock	開鎖	0.582	0.442	0.592
unlucky	不幸的	0.073	0.395	0.198
unmanageable	不可收拾	0.177	0.666	0.482
unmanned	無人	0.235	0.441	0.324
unmarked	無人盯防	0.416	0.294	0.433
unmarried	未婚	0.438	0.480	0.545
unmask	拆穿	0.323	0.690	0.520
unmatched	獨一無二	0.776	0.536	0.771
unmistakable	明白的	0.602	0.571	0.765
unmitigated	十足	0.649	0.427	0.422
unmoved	不動搖	0.184	0.355	0.360
unnamed	無名	0.316	0.189	0.284
unnatural	不自然	0.153	0.587	0.434
unnecessary	不必要	0.219	0.358	0.190
unneeded	不需要	0.177	0.375	0.245
unnoticed	被忽視	0.302	0.440	0.260
unnumbered	門牌	0.406	0.255	0.331
unobserved	未觀測到	0.398	0.255	0.257
unobstructed	通暢	0.583	0.440	0.573
unobtrusive	不顯眼的	0.447	0.327	0.402
unoccupied	沒人住	0.258	0.245	0.412
unofficial	非官方	0.260	0.302	0.255
unopened	未開封	0.542	0.340	0.265
unopposed	不反對	0.615	0.375	0.537
unordered	無序	0.224	0.482	0.190
unorganised	無組織的	0.250	0.500	0.212
unorganized	無組織的	0.260	0.657	0.173
unorthodox	非正統的	0.340	0.480	0.441
unpack	解壓	0.531	0.528	0.445
unpaid	未付	0.300	0.413	0.365
unparalleled	空前的	0.708	0.306	0.538
unpleasant	不愉快	0.122	0.612	0.185
unpleasantness	不愉快	0.062	0.724	0.264
unplug	拔	0.239	0.441	0.404
unplugged	不插電	0.367	0.375	0.318
unpopular	不得人心	0.073	0.441	0.164
unprecedented	史無前例	0.500	0.491	0.658
unpredictable	不可預料的	0.429	0.769	0.515
unprepared	措手不及	0.204	0.450	0.152
unpretentious	謙遜	0.510	0.296	0.410
unproductive	非生產性	0.100	0.324	0.237
unprofessional	不專業	0.042	0.370	0.170
unprofitable	無利可圖	0.163	0.376	0.217
unprotected	無保護	0.150	0.582	0.197
unproven	未經證實	0.296	0.427	0.216
unprovoked	無緣無故	0.565	0.327	0.385
unpublished	未公佈	0.406	0.480	0.481
unpunished	逍遙法外	0.292	0.594	0.519
unqualified	不合格	0.170	0.433	0.173
unquestionable	不容置疑	0.469	0.450	0.843
unquestionably	毫無疑問	0.500	0.630	0.750
unquestioned	不容置疑	0.562	0.509	0.746
unquote	引文結束	0.388	0.363	0.517
unravel	繹	0.378	0.598	0.455
unreachable	無法訪問	0.208	0.679	0.557
unread	未讀	0.458	0.240	0.214
unreal	虛幻	0.173	0.431	0.296
unrealistic	不切實際	0.229	0.500	0.245
unreasonable	不合理	0.115	0.702	0.264
unrecorded	未記錄	0.241	0.351	0.350
unregistered	未註冊	0.255	0.337	0.266
unregulated	不受管制	0.344	0.454	0.421
unrelated	無關	0.302	0.270	0.264
unrelenting	無情	0.500	0.790	0.875
unreliable	靠不住	0.108	0.480	0.240
unremarkable	不起眼	0.271	0.155	0.230
unrepentant	死不悔改	0.240	0.445	0.413
unrequited	不求回報	0.143	0.441	0.179
unresolved	未解決	0.135	0.441	0.173
unresponsive	反應遲鈍	0.108	0.282	0.244
unrest	動盪	0.102	0.577	0.231
unrestrained	自在	0.385	0.775	0.627
unrestricted	無限制	0.698	0.458	0.644
unromantic	平淡	0.208	0.316	0.307
unruly	不羈	0.240	0.745	0.547
unsafe	不安全	0.115	0.562	0.147
unsanitary	不衛生	0.063	0.592	0.269
unsatisfactory	不滿意	0.122	0.520	0.189
unsatisfied	不滿意	0.200	0.547	0.241
unsavory	難吃的	0.071	0.637	0.353
unscathed	毫髮無損	0.625	0.308	0.611
unscheduled	不定期	0.312	0.436	0.300
unscientific	不科學	0.396	0.317	0.321
unscrew	拔螺絲	0.333	0.462	0.396
unscrupulous	不擇手段	0.094	0.727	0.465
unseat	拉下馬	0.229	0.500	0.312
unseen	看不見	0.427	0.351	0.421
unselfish	無私	0.615	0.353	0.377
unsettled	憧	0.208	0.647	0.170
unsightly	難看	0.226	0.559	0.373
unsolicited	不請自來	0.094	0.339	0.280
unsolved	未解	0.146	0.390	0.235
unsophisticated	淳樸	0.327	0.491	0.339
unsound	不健全	0.146	0.222	0.272
unspeakable	無法形容	0.327	0.567	0.393
unspecified	不明	0.240	0.365	0.165
unspoken	潛	0.177	0.260	0.208
unstable	不穩定	0.167	0.587	0.150
unsteady	不穩定	0.122	0.500	0.190
unstoppable	勢不可擋	0.625	0.887	0.862
unsuccessful	不成功	0.140	0.318	0.106
unsuitable	不當	0.188	0.528	0.300
unsung	幕後	0.296	0.330	0.314
