Word	Malay-ms	Valence	Arousal	Dominance
tough	sukar	0.344	0.588	0.742
toughen	toughen	0.458	0.683	0.711
toughness	kekuatan	0.552	0.618	0.837
toupee	toupee	0.323	0.270	0.324
tour	pelancongan	0.663	0.545	0.543
tourism	pelancongan	0.823	0.531	0.545
tourist	pelancong	0.745	0.480	0.430
tourmaline	turmalin	0.448	0.513	0.441
tournament	kejohanan	0.694	0.740	0.611
tourniquet	tourniquet	0.335	0.521	0.398
tout	NO TRANSLATION	0.480	0.538	0.375
tow	tunda	0.531	0.500	0.508
towel	tuala	0.630	0.208	0.286
tower	menara	0.606	0.380	0.644
towering	menjulang tinggi	0.500	0.690	0.806
town	bandar	0.551	0.299	0.627
townhouse	rumah bandar	0.622	0.400	0.443
township	perbandaran	0.531	0.292	0.667
townspeople	penduduk bandar	0.677	0.466	0.569
toxic	toksik	0.008	0.885	0.492
toxicity	ketoksikan	0.104	0.865	0.491
toxicology	toksikologi	0.302	0.736	0.574
toxin	toksin	0.115	0.654	0.456
toy	mainan	0.878	0.420	0.275
toymaker	toymaker	0.755	0.510	0.536
trace	jejak	0.573	0.346	0.483
traceable	boleh dikesan	0.602	0.370	0.535
tracer	pengesan	0.573	0.327	0.645
traces	jejak	0.482	0.448	0.389
trachea	trakea	0.448	0.509	0.387
tracing	mengesan	0.418	0.591	0.565
track	trek	0.448	0.433	0.526
tracker	tracker	0.398	0.744	0.731
tract	saluran	0.406	0.422	0.339
tractable	boleh dikendalikan	0.635	0.500	0.469
traction	daya tarikan	0.429	0.585	0.648
tractor	traktor	0.449	0.580	0.619
trade	perdagangan	0.561	0.544	0.690
trademark	tanda dagangan	0.667	0.344	0.750
trader	pedagang	0.562	0.632	0.854
tradesman	pedagang	0.531	0.431	0.664
trading	perdagangan	0.635	0.602	0.705
tradition	tradisi	0.830	0.430	0.750
traditional	tradisional	0.677	0.221	0.604
traffic	lalu lintas	0.323	0.559	0.518
traffic light	lampu isyarat	0.490	0.469	0.479
trafficking	pemerdagangan	0.250	0.710	0.399
tragedies	tragedi	0.100	0.910	0.442
tragedy	tragedi	0.052	0.843	0.340
tragic	tragik	0.048	0.904	0.396
trail	jejak	0.600	0.322	0.455
trailer	treler	0.541	0.490	0.473
train	kereta api	0.666	0.705	0.620
train set	set kereta api	0.604	0.598	0.464
trained	terlatih	0.771	0.538	0.645
trainee	pelatih	0.627	0.408	0.352
trainer	jurulatih	0.698	0.719	0.824
training	latihan	0.714	0.776	0.788
trait	sifatnya	0.469	0.365	0.453
traitor	pengkhianat	0.112	0.796	0.491
traitorous	peniaga	0.073	0.745	0.412
trajectory	trajektori	0.653	0.558	0.779
tram	trem	0.667	0.628	0.492
tramp	tramp	0.108	0.510	0.182
trample	menginjak-injak	0.235	0.764	0.562
trampoline	trampolin	0.604	0.690	0.391
tramway	trem	0.615	0.538	0.543
trance	berkhayal	0.469	0.481	0.382
tranquil	tenang	0.917	0.094	0.355
tranquility	ketenangan	0.840	0.135	0.442
tranquilizer	penenang	0.510	0.236	0.596
transact	berurus niaga	0.521	0.625	0.680
transaction	transaksi	0.650	0.577	0.579
transatlantic	transatlantik	0.724	0.596	0.706
transceiver	transceiver	0.510	0.490	0.537
transcend	melampaui batas	0.604	0.771	0.726
transcendence	transendensi	0.656	0.608	0.754
transcendent	transenden	0.667	0.600	0.824
transcendental	transendental	0.635	0.652	0.842
transcribe	transkripsi	0.500	0.394	0.573
transcriber	transcriber	0.490	0.420	0.615
transcript	transkrip	0.639	0.398	0.528
transcription	transkripsi	0.592	0.455	0.615
transfer	pemindahan	0.702	0.490	0.519
transference	pemindahan	0.592	0.294	0.551
transferred	dipindahkan	0.480	0.450	0.409
transfixed	diubah suai	0.427	0.660	0.528
transform	ubah	0.735	0.667	0.696
transformation	transformasi	0.796	0.618	0.770
transformer	pengubah	0.582	0.582	0.723
transfusion	transfusi	0.417	0.730	0.557
transgression	pelanggaran	0.158	0.890	0.611
transient	sementara	0.510	0.405	0.430
transistor	transistor	0.480	0.480	0.444
transit	transit	0.439	0.590	0.588
transition	peralihan	0.605	0.561	0.558
transitional	peralihan	0.573	0.472	0.491
transitive	transitif	0.479	0.377	0.414
transitory	sementara	0.438	0.450	0.407
translate	menterjemah	0.604	0.423	0.462
translation	terjemahan	0.633	0.435	0.598
translator	penterjemah	0.760	0.412	0.473
translocation	translocation	0.367	0.612	0.564
translucent	lut	0.600	0.500	0.389
transmission	penghantaran	0.688	0.490	0.611
transmit	menghantar	0.836	0.581	0.673
transmitter	pemancar	0.520	0.511	0.719
transmutation	transmutasi	0.438	0.740	0.737
transom	transom	0.375	0.385	0.417
transparency	ketelusan	0.847	0.260	0.587
transparent	telus	0.542	0.330	0.667
transplant	pemindahan	0.445	0.806	0.620
transplantation	pemindahan	0.531	0.694	0.610
transponder	transponder	0.564	0.575	0.565
transport	pengangkutan	0.613	0.627	0.605
transportation	pengangkutan	0.667	0.560	0.472
transporter	pengangkut	0.615	0.625	0.750
transpose	transpose	0.440	0.585	0.467
transposition	transposisi	0.312	0.451	0.555
transsexual	transeksual	0.264	0.815	0.423
transverse	melintang	0.429	0.429	0.525
transvestite	melayari	0.270	0.675	0.373
trap	perangkap	0.104	0.610	0.391
trapdoor	pintu perangkap	0.094	0.670	0.462
trapeze	trapeze	0.542	0.625	0.566
trapped	terperangkap	0.135	0.615	0.380
trapper	penangkap	0.296	0.654	0.491
trapping	memerangkap	0.333	0.621	0.491
trappings	perangkap	0.458	0.462	0.370
traps	perangkap	0.235	0.673	0.481
trash	sampah	0.163	0.541	0.154
trashy	sampah	0.071	0.380	0.161
trauma	trauma	0.112	0.792	0.453
traumatic	traumatik	0.062	0.885	0.427
travail	NO TRANSLATION	0.500	0.677	0.620
travel	perjalanan	0.931	0.689	0.535
traveler	pengembara	0.837	0.571	0.700
traveling	perjalanan	0.900	0.750	0.582
traverse	melintasi	0.571	0.590	0.629
travesty	travesty	0.354	0.644	0.407
trawl	trawl	0.255	0.590	0.464
trawler	trawler	0.316	0.430	0.405
tray	dulang	0.549	0.250	0.345
treacherous	khianat	0.112	0.815	0.402
treachery	pengkhianatan	0.104	0.852	0.448
tread	bunga	0.510	0.520	0.426
treadmill	treadmill	0.459	0.636	0.436
treason	pengkhianatan	0.094	0.806	0.552
treasure	harta karun	0.927	0.592	0.821
treasured	dihargai	0.849	0.471	0.730
treasurer	bendahari	0.694	0.456	0.755
treasures	khazanah	0.867	0.771	0.842
treasury	perbendaharaan	0.812	0.541	0.736
treat	merawat	0.573	0.571	0.436
treatable	boleh dirawat	0.780	0.302	0.560
treatise	risalah	0.604	0.407	0.613
treatment	rawatan	0.663	0.386	0.620
treaty	perjanjian	0.646	0.382	0.667
treble	treble	0.358	0.471	0.466
tree	pokok	0.670	0.118	0.442
trees	pokok	0.653	0.137	0.537
trek	trek	0.469	0.530	0.535
trellis	trellis	0.299	0.500	0.389
tremble	menggeletar	0.177	0.878	0.388
trembling	menggeletar	0.177	0.824	0.324
tremendous	sangat hebat	0.600	0.888	0.773
tremendously	sangat hebat	0.719	0.722	0.661
tremor	gegaran	0.104	0.833	0.455
trench	parit	0.429	0.760	0.429
trend	trend	0.625	0.458	0.706
trending	trend	0.750	0.472	0.600
trendy	bergaya	0.713	0.520	0.536
trepidation	gentar	0.582	0.594	0.464
trespass	perceraian	0.229	0.670	0.613
triad	triad	0.469	0.413	0.528
triage	triase	0.398	0.433	0.479
trial	percubaan	0.438	0.663	0.612
triangle	segi tiga	0.562	0.269	0.352
triangular	segi tiga	0.430	0.320	0.397
triangulate	triangulasi	0.408	0.380	0.517
triathlon	triatlon	0.521	0.853	0.663
tribal	puak	0.417	0.404	0.482
tribe	suku	0.664	0.486	0.516
tribulation	kesusahan	0.448	0.612	0.484
tribunal	tribunal	0.410	0.670	0.797
tribune	tribun	0.610	0.585	0.556
tributary	anak sungai	0.615	0.463	0.616
tribute	penghormatan	0.684	0.573	0.700
trick	helah	0.542	0.700	0.409
trickery	penipuan	0.146	0.798	0.336
trickle	menetes	0.500	0.196	0.231
trickster	penipu	0.375	0.680	0.446
tricky	sukar	0.219	0.651	0.500
tricycle	tricycle	0.633	0.402	0.368
trident	trident	0.403	0.606	0.609
trifle	sedikit sekali	0.271	0.296	0.221
trifling	tidak semestinya	0.375	0.418	0.183
trig	trig	0.438	0.417	0.415
trigger	pencetus	0.271	0.804	0.660
trigonometry	trigonometri	0.396	0.400	0.616
trillion	trilion	0.592	0.420	0.623
trilogy	trilogi	0.615	0.520	0.664
trim	trim	0.500	0.466	0.430
trimester	trimester	0.783	0.336	0.538
trimmer	pemangkas	0.260	0.548	0.529
trimming	memotong	0.500	0.478	0.325
trine	trine	0.396	0.365	0.317
trinity	triniti	0.635	0.346	0.660
trinket	perhiasan	0.521	0.352	0.368
trio	trio	0.521	0.613	0.473
trip	perjalanan	0.875	0.643	0.538
tripartite	tripartit	0.500	0.480	0.539
tripe	tripe	0.312	0.361	0.438
triple	triple	0.585	0.385	0.481
triplet	triplet	0.622	0.510	0.618
triplicate	tiga kali ganda	0.684	0.545	0.717
tripod	tripod	0.406	0.388	0.483
tripping	tersadung	0.276	0.594	0.293
trite	trite	0.458	0.418	0.290
tritium	tritium	0.412	0.471	0.422
triumph	kemenangan	0.969	0.798	0.926
triumphant	kejayaan	0.949	0.837	0.972
trivia	trivia	0.690	0.490	0.473
trivial	remeh	0.406	0.387	0.337
troll	troll	0.378	0.627	0.327
trolley	troli	0.562	0.558	0.464
trombone	trombon	0.562	0.500	0.500
troop	tentera	0.375	0.696	0.750
trooper	pengawal	0.458	0.694	0.713
troops	tentera	0.385	0.718	0.804
trophy	trofi	0.947	0.643	0.676
tropic	tropika	0.740	0.529	0.536
tropical	tropika	0.740	0.461	0.509
tropics	kawasan tropika	0.740	0.383	0.412
trot	trot	0.531	0.664	0.396
trouble	masalah	0.135	0.811	0.452
troubled	bermasalah	0.167	0.627	0.385
troublemaker	pembuat masalah	0.260	0.900	0.596
troubles	masalah	0.051	0.854	0.269
troublesome	menyusahkan	0.283	0.894	0.404
trough	palung	0.500	0.308	0.340
troupe	rombongan	0.625	0.406	0.557
trousers	Seluar panjang	0.625	0.314	0.442
trout	trout	0.516	0.387	0.298
trowel	trowel	0.470	0.418	0.250
truce	gencatan senjata	0.688	0.441	0.453
truck	trak	0.531	0.368	0.546
trucker	trucker	0.494	0.609	0.500
truckload	trak	0.480	0.450	0.534
truculent	pucuk	0.210	0.731	0.498
true	BENAR	0.896	0.436	0.777
truelove	cinta sejati	0.860	0.600	0.587
truffle	truffle	0.677	0.323	0.418
truism	truism	0.521	0.422	0.480
trump	trump	0.640	0.716	0.898
trumpet	sangkakala	0.573	0.570	0.393
trumpeter	trumpeter	0.673	0.600	0.676
truncate	truncate	0.323	0.600	0.412
truncated	dipenggal	0.316	0.602	0.439
trundle	trundle	0.507	0.270	0.414
trunk	batang	0.271	0.167	0.404
truss	kekuda	0.521	0.482	0.569
trust	amanah	0.888	0.547	0.741
trustee	pemegang amanah	0.531	0.442	0.658
trusting	mempercayai	0.857	0.508	0.750
trustworthy	boleh dipercayai	0.969	0.315	0.824
trusty	amanah	0.863	0.398	0.696
truth	kebenaran	0.971	0.400	0.685
truthful	jujur	0.708	0.467	0.807
truthfulness	kebenaran	0.920	0.549	0.808
try	cuba	0.604	0.551	0.556
tryout	cubaan	0.459	0.539	0.472
tryouts	cubaan	0.490	0.602	0.594
tsunami	tsunami	0.042	0.944	0.684
tub	tab mandi	0.449	0.235	0.265
tuba	tuba	0.542	0.402	0.381
tubby	tabby	0.427	0.423	0.353
tube	tiub	0.418	0.279	0.409
tuberculosis	batuk kering	0.214	0.519	0.424
tubing	tiub	0.438	0.363	0.358
tubular	tiub	0.458	0.361	0.464
tubule	tubule	0.500	0.330	0.333
tuck	tuck	0.367	0.473	0.361
tucker	tucker	0.475	0.558	0.429
tuesday	masanya	0.469	0.184	0.330
tufted	berumbai	0.500	0.510	0.406
tug	tug	0.320	0.604	0.558
tugboat	kapal tunda	0.271	0.510	0.652
tuition	tuisyen	0.531	0.372	0.436
tulip	tulip	0.730	0.189	0.356
tumble	jatuh	0.276	0.556	0.272
tumbler	NO TRANSLATION	0.520	0.260	0.352
tumbleweed	tumbleweed	0.312	0.471	0.427
tummy	perut	0.427	0.365	0.230
tumor	tumor	0.102	0.664	0.324
tumour	tumor	0.092	0.627	0.464
tumult	kegelisahan	0.271	0.640	0.636
tumultuous	tergesa-gesa	0.208	0.622	0.590
tun	NO TRANSLATION	0.386	0.413	0.364
tuna	tuna	0.531	0.386	0.304
tunable	merdu	0.510	0.364	0.582
tune	tune	0.708	0.479	0.426
tunic	jubah	0.531	0.248	0.391
tuning	penalaan	0.719	0.390	0.635
tunnel	terowong	0.312	0.490	0.412
turban	serban	0.469	0.386	0.426
turbidity	kekeruhan	0.184	0.607	0.393
turbine	turbin	0.520	0.549	0.575
turbo	turbo	0.583	0.729	0.596
turbulence	pergolakan	0.062	0.922	0.532
turbulent	bergolak	0.302	0.792	0.612
turd	turd	0.240	0.519	0.383
turf	turf	0.531	0.192	0.295
turkey	ayam belanda	0.634	0.245	0.247
turmeric	kunyit	0.542	0.316	0.312
turmoil	kekacauan	0.198	0.888	0.417
turn	berpaling	0.531	0.398	0.482
turnaround	pusing	0.560	0.654	0.407
turned	berpaling	0.630	0.538	0.583
turning	berpaling	0.510	0.684	0.420
turnip	lobak	0.561	0.183	0.254
turnkey	turnkey	0.531	0.382	0.427
turnoff	NO TRANSLATION	0.312	0.560	0.327
turnout	muncul sebagai	0.641	0.692	0.898
turnover	perolehan	0.490	0.392	0.512
turnpike	tolakan	0.459	0.434	0.462
turntable	turntable	0.531	0.455	0.406
turpentine	turpentin	0.320	0.539	0.571
turquoise	biru	0.786	0.226	0.357
turret	menara	0.494	0.500	0.588
turtle	penyu	0.291	0.102	0.271
turtleneck	turtleneck	0.583	0.398	0.327
tussle	perebutan	0.333	0.919	0.691
tutelage	tunjuk ajar	0.393	0.442	0.609
tutor	tutor	0.750	0.346	0.826
tutoring	tutor	0.663	0.402	0.702
tutu	tutu	0.583	0.276	0.233
tux	tux	0.531	0.365	0.462
tuxedo	tuxedo	0.694	0.354	0.519
tv	tv	0.622	0.380	0.393
twain	dua	0.541	0.255	0.370
twat	twat	0.292	0.459	0.404
twats	twats	0.406	0.588	0.383
tweak	tweak	0.440	0.462	0.452
tweed	tweed	0.510	0.440	0.412
tweet	tweet	0.659	0.490	0.537
tweezers	pinset	0.493	0.408	0.295
twelfth	kedua belas	0.521	0.292	0.527
twelve	dua belas	0.490	0.298	0.412
twentieth	dua puluh	0.469	0.297	0.346
twenty	dua puluh	0.520	0.292	0.286
twerp	twerp	0.408	0.443	0.384
twig	ranting	0.378	0.288	0.236
twilight	senja	0.622	0.341	0.633
twill	twill	0.449	0.415	0.353
twin	kembar	0.688	0.363	0.453
twine	twine	0.521	0.380	0.337
twinge	twinge	0.316	0.720	0.471
twinkle	twinkle	0.719	0.724	0.610
twins	kembar	0.760	0.473	0.602
twirl	berputar	0.552	0.647	0.409
twist	twist	0.375	0.469	0.337
twisted	berpintal	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	berkedut	0.510	0.740	0.548
twitching	berkeringat	0.292	0.700	0.482
twitchy	twitchy	0.094	0.918	0.281
two	dua	0.520	0.200	0.404
two step	dua langkah	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	dua lipatan	0.573	0.333	0.551
twosome	dua orang	0.583	0.544	0.500
tycoon	hartawan	0.682	0.596	0.867
tyke	tyke	0.500	0.388	0.300
type	jenis	0.500	0.284	0.364
typewriter	mesin taip	0.542	0.373	0.418
typhoid	kepialu	0.265	0.458	0.401
typhoon	taufan	0.323	0.796	0.697
typical	tipikal	0.635	0.206	0.426
typically	biasanya	0.569	0.377	0.559
typist	pelapis	0.551	0.559	0.528
typo	kesilapan menaip	0.224	0.415	0.255
typography	tipografi	0.480	0.334	0.574
tyrannical	kejam	0.167	0.860	0.731
tyranny	kezaliman	0.112	0.792	0.705
tyrant	tiran	0.115	0.850	0.683
tyre	tayar	0.480	0.358	0.407
ubiquitous	di mana-mana sahaja	0.635	0.571	0.884
ubiquity	di mana-mana	0.578	0.490	0.595
ugliness	kehodohan	0.094	0.407	0.267
ugly	hodoh	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	ulser	0.286	0.596	0.377
ulterior	lisan	0.375	0.509	0.490
ultimate	muktamad	0.648	0.645	0.544
ultimately	akhirnya	0.385	0.480	0.558
ultimatum	ultimatum	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ultrasound	0.573	0.594	0.600
ultraviolet	ultraviolet	0.604	0.448	0.673
umbilical	umbilical	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	payung	0.583	0.246	0.255
umpire	pengadil	0.520	0.592	0.755
umpteen	lagi	0.510	0.460	0.611
unabashed	tidak terkecuali	0.292	0.614	0.488
unabated	tanpa henti	0.532	0.420	0.466
unable	tidak dapat	0.132	0.459	0.193
unacceptable	tidak boleh diterima	0.133	0.479	0.330
unaccompanied	tidak disertakan	0.292	0.376	0.297
unaccountable	tidak dapat dipertanggungjawabkan	0.180	0.600	0.543
unaccounted	tidak dapat dipertimbangkan	0.410	0.338	0.361
unacknowledged	tidak diketahui	0.240	0.269	0.116
unadulterated	tidak berwarna	0.570	0.420	0.528
unaffected	tidak terjejas	0.542	0.265	0.571
unafraid	tidak takut	0.500	0.520	0.655
unaided	tanpa bantuan	0.290	0.410	0.336
unaltered	tidak berubah	0.571	0.269	0.598
unambiguous	tidak jelas	0.406	0.390	0.578
unanimity	kesepakatan	0.490	0.407	0.706
unanimous	sebulat suara	0.656	0.380	0.682
unanimously	sebulat suara	0.686	0.333	0.738
unannounced	tidak diumumkan	0.240	0.588	0.291
unanswered	tidak dijawab	0.276	0.361	0.219
unanticipated	tidak dijangka	0.255	0.775	0.327
unappreciated	tidak dihargai	0.143	0.431	0.209
unapproved	tidak diluluskan	0.184	0.471	0.254
unarmed	tidak bersenjata	0.427	0.420	0.241
unassisted	tidak dibantu	0.302	0.320	0.211
unassuming	sederhana	0.490	0.230	0.471
unattached	tidak terikat	0.192	0.439	0.283
unattainable	tidak dapat dicapai	0.220	0.635	0.571
unattended	tanpa pengawasan	0.255	0.400	0.167
unattractive	tidak menarik	0.177	0.307	0.208
unauthorized	tanpa kebenaran	0.260	0.448	0.259
unavailable	tidak ada	0.323	0.281	0.159
unavoidable	tidak dapat dielakkan	0.350	0.580	0.445
unaware	tidak menyedari	0.208	0.355	0.310
unbalanced	tidak seimbang	0.302	0.596	0.343
unbearable	tidak tertanggung	0.125	0.798	0.447
unbeatable	tak terkalahkan	0.735	0.719	0.681
unbeaten	tak terkalahkan	0.854	0.760	0.828
unbecoming	tidak sepatutnya	0.123	0.471	0.288
unbelief	ketidakpercayaan	0.265	0.582	0.407
unbelievable	sukar dipercayai	0.771	0.790	0.717
unbiased	tidak berat sebelah	0.625	0.378	0.618
unborn	tidak lahir	0.312	0.300	0.216
unbound	tidak terkawal	0.354	0.402	0.283
unbounded	tidak terkawal	0.646	0.600	0.736
unbreakable	tidak dapat dipecahkan	0.653	0.573	0.759
unbridled	tidak terkawal	0.396	0.759	0.448
unbroken	tidak terputus	0.550	0.224	0.602
unbutton	unbutton	0.479	0.539	0.311
uncalled	tidak dijawab	0.344	0.294	0.222
uncanny	luar biasa	0.469	0.461	0.430
uncaring	tidak peduli	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	tidak pasti	0.363	0.500	0.164
uncertainty	ketidakpastian	0.064	0.494	0.282
unchallenged	tidak dicela	0.552	0.394	0.545
unchangeable	tidak berubah	0.375	0.442	0.709
unchanged	tidak berubah	0.490	0.204	0.237
uncharted	belum dipetakan	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	tidak bertamadun	0.133	0.600	0.400
unclaimed	tidak dituntut	0.316	0.346	0.278
uncle	bapa saudara	0.653	0.255	0.578
unclean	haram	0.133	0.529	0.134
unclear	tidak jelas	0.229	0.463	0.202
uncomfortable	tidak selesa	0.188	0.610	0.214
uncommon	tidak biasa	0.459	0.429	0.373
uncommonly	tidak biasa	0.626	0.490	0.778
uncomplicated	tidak rumit	0.740	0.260	0.453
uncompromising	tanpa kompromi	0.320	0.531	0.613
unconcerned	tidak peduli	0.562	0.283	0.298
unconditional	tanpa syarat	0.760	0.493	0.715
unconfirmed	belum disahkan	0.334	0.321	0.339
unconnected	tidak berkaitan	0.188	0.265	0.213
unconscionable	tidak dapat disangkal	0.208	0.618	0.429
unconscious	tidak sedarkan diri	0.240	0.356	0.195
unconsciousness	tidak sedarkan diri	0.177	0.440	0.121
unconstitutional	tidak berperlembagaan	0.230	0.588	0.491
unconstrained	tidak terkawal	0.653	0.640	0.635
uncontested	tidak bertanding	0.510	0.471	0.689
uncontrollable	tidak terkawal	0.265	0.790	0.626
uncontrolled	tidak terkawal	0.188	0.891	0.544
unconventional	tidak konvensional	0.177	0.509	0.288
unconvinced	tidak yakin	0.409	0.458	0.228
unconvincing	tidak menentu	0.190	0.532	0.144
uncooked	tidak matang	0.312	0.321	0.241
uncooperative	tidak berkerjasama	0.250	0.422	0.246
uncorrelated	tidak kisah	0.333	0.327	0.316
uncouth	uncouth	0.080	0.761	0.350
uncover	mendedahkan	0.771	0.552	0.648
uncritical	tidak kritikal	0.480	0.367	0.412
uncut	tidak dipotong	0.448	0.422	0.278
undead	undead	0.367	0.635	0.406
undecided	belum pasti	0.286	0.433	0.127
undefeated	undefeated	0.833	0.752	0.825
undefined	undefined	0.260	0.418	0.350
undeniable	tidak dapat dinafikan	0.552	0.473	0.778
underage	di bawah umur	0.469	0.461	0.300
underbelly	underbelly	0.406	0.423	0.361
undercover	menyamar	0.388	0.627	0.483
undercurrent	undercurrent	0.357	0.582	0.520
underdog	underdog	0.250	0.410	0.226
underestimate	meremehkan	0.413	0.464	0.193
undergo	menjalani	0.398	0.554	0.339
undergraduate	sarjana muda	0.583	0.500	0.559
underground	bawah tanah	0.396	0.455	0.452
underhanded	terperangkap	0.188	0.415	0.527
underlay	asas	0.521	0.365	0.458
underlie	mendahului	0.323	0.378	0.275
underline	garis bawah	0.480	0.412	0.509
underlying	asasnya	0.480	0.445	0.452
undermine	melemahkan	0.316	0.491	0.413
undermined	melemahkan	0.365	0.409	0.394
underneath	di bawah	0.450	0.265	0.158
underpaid	underpaid	0.146	0.413	0.209
underpants	seluar dalam	0.448	0.473	0.276
underprivileged	kurang bernasib baik	0.167	0.449	0.172
underrated	direndahkan	0.208	0.520	0.333
underscore	menggariskan	0.375	0.275	0.306
undersea	bawah laut	0.545	0.490	0.425
undersecretary	di bawah Setiausaha	0.459	0.377	0.594
undersized	berukuran kecil	0.316	0.425	0.298
understaffed	kekurangan	0.148	0.444	0.302
understand	faham	0.760	0.374	0.643
understandable	difahami	0.776	0.363	0.566
understanding	pemahaman	0.865	0.304	0.689
understatement	merosot	0.347	0.480	0.473
understood	faham	0.780	0.441	0.686
understudy	understudy	0.378	0.402	0.420
undertake	mengusahakan	0.796	0.702	0.754
undertaker	pengusaha	0.363	0.696	0.611
undertaking	akujanji	0.667	0.530	0.696
undertow	berniaga	0.327	0.639	0.231
underwear	seluar dalam	0.610	0.546	0.375
underwood	underwood	0.510	0.453	0.510
underworld	bawah tanah	0.177	0.676	0.613
underwrite	underwrite	0.416	0.520	0.423
underwriter	penaja jamin	0.571	0.327	0.620
undeserved	tidak layak	0.219	0.552	0.283
undesirable	tidak diingini	0.177	0.644	0.260
undesired	yang tidak diingini	0.156	0.441	0.235
undetectable	tidak dapat dikesan	0.438	0.539	0.604
undetected	tidak dapat dikesan	0.224	0.304	0.268
undetermined	tidak dapat ditentukan	0.265	0.256	0.353
undeveloped	tidak berkembang	0.292	0.330	0.254
undignified	tidak bermaruah	0.122	0.627	0.308
undirected	tidak diarahkan	0.330	0.417	0.310
undisclosed	tidak didedahkan	0.479	0.361	0.314
undiscovered	belum ditemui	0.438	0.347	0.261
undisputed	tidak dipertikaikan	0.646	0.588	0.673
undisturbed	tidak terganggu	0.725	0.287	0.434
undivided	tidak berbelah bahagi	0.510	0.380	0.490
undo	undo	0.365	0.444	0.349
undoing	undoing	0.219	0.452	0.298
undoubted	tidak diragui	0.592	0.461	0.740
undress	baju bulu	0.438	0.900	0.336
undressed	dilepaskan bajunya	0.375	0.755	0.356
undue	tidak wajar	0.156	0.573	0.318
undying	tidak berkesudahan	0.708	0.500	0.773
unearned	tidak diperolehi	0.177	0.340	0.213
unearth	menggali	0.427	0.635	0.545
uneasiness	kesakitan	0.190	0.798	0.241
uneasy	tidak selesa	0.115	0.598	0.349
uneducated	tidak berpendidikan	0.177	0.350	0.246
unemployed	menganggur	0.094	0.481	0.230
unemployment	pengangguran	0.094	0.400	0.297
unencumbered	tiada halangan	0.604	0.280	0.472
unending	tidak berkesudahan	0.385	0.519	0.454
unequal	tidak sama	0.118	0.433	0.202
unequalled	tidak berdaya	0.562	0.470	0.769
unequivocal	tegas	0.604	0.415	0.615
unequivocally	tegas	0.521	0.668	0.554
unethical	tidak beretika	0.104	0.433	0.269
uneven	tidak sekata	0.125	0.457	0.240
uneventful	tidak teratur	0.510	0.343	0.410
unexpected	tidak dijangka	0.500	0.720	0.333
unexpectedly	tidak disangka-sangka	0.354	0.759	0.462
unexplainable	tidak dapat dijelaskan	0.260	0.448	0.610
unexplained	tidak dapat dijelaskan	0.271	0.531	0.349
unexplored	belum dijelajahi	0.401	0.640	0.388
unfailing	tidak berkesudahan	0.625	0.635	0.594
unfair	tidak adil	0.173	0.472	0.190
unfairness	ketidakadilan	0.170	0.817	0.336
unfaithful	tidak setia	0.031	0.806	0.298
unfamiliar	tidak dikenali	0.219	0.558	0.273
unfavorable	tidak menguntungkan	0.133	0.450	0.232
unfeeling	tidak berperasaan	0.235	0.377	0.345
unfettered	tidak terkawal	0.569	0.650	0.586
unfinished	belum selesai	0.188	0.368	0.264
unfit	tidak layak	0.250	0.368	0.185
unflinching	tidak berkesudahan	0.667	0.606	0.882
unfold	terungkap	0.612	0.510	0.520
unfollow	unfollow	0.281	0.337	0.293
unforeseen	tidak dijangka	0.255	0.714	0.500
unforgettable	tidak dapat dilupakan	0.833	0.561	0.660
unforgivable	tidak boleh dimaafkan	0.276	0.743	0.490
unforgiving	tidak bertanggungjawab	0.406	0.630	0.793
unfortunate	malang	0.073	0.487	0.195
unfortunately	malangnya	0.104	0.494	0.281
unfounded	tidak berasas	0.271	0.520	0.410
unfreeze	unfreeze	0.458	0.297	0.375
unfriendly	tidak mesra	0.173	0.670	0.458
unfulfilled	tidak dipenuhi	0.184	0.426	0.268
unfurnished	tidak dipenuhi	0.316	0.333	0.272
unglued	unglued	0.378	0.446	0.352
ungodly	tidak bermoral	0.296	0.423	0.388
ungrateful	tidak bersyukur	0.219	0.461	0.275
unguarded	tidak dibalas	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	tidak senang	0.083	0.630	0.222
unhappy	tidak berpuas hati	0.112	0.500	0.155
unharmed	tidak selamat	0.740	0.378	0.491
unhealthy	tidak sihat	0.115	0.549	0.214
unheard	tidak pernah terdengar	0.344	0.539	0.500
unhelpful	tidak membantu	0.104	0.320	0.118
unhindered	tidak terhalang	0.729	0.441	0.725
unholy	tidak suci	0.327	0.560	0.445
unhook	melepaskan diri	0.375	0.592	0.310
unicorn	unicorn	0.776	0.510	0.480
unidentified	tidak dikenali	0.385	0.361	0.199
