Word	Shona-sn	Valence	Arousal	Dominance
respectable	kuremekedzwa	0.850	0.350	0.889
respected	kuremekedzwa	0.908	0.441	0.853
respectful	kuremekedza	0.951	0.386	0.814
respecting	respecting	0.837	0.321	0.720
respective	respectively	0.625	0.413	0.721
respects	kuremekedza	0.840	0.387	0.824
respiration	respiration	0.760	0.377	0.669
respirator	respirator	0.433	0.398	0.453
respiratory	kuporesa	0.500	0.450	0.552
respite	respite	0.600	0.373	0.420
resplendent	rinokudzwa	0.905	0.673	0.755
respond	pindura	0.573	0.435	0.594
respondent	mhinduro	0.449	0.455	0.480
response	mhinduro	0.615	0.500	0.472
responsibility	mutoro	0.760	0.500	0.852
responsible	responsible	0.837	0.527	0.833
responsive	responsive	0.816	0.569	0.573
rest	zorora	0.907	0.167	0.300
restart	kutangazve	0.531	0.519	0.554
restaurant	restaurant	0.847	0.406	0.500
rested	akazorora	0.792	0.235	0.462
restful	kuzorora	0.781	0.116	0.413
restitution	kudzorera	0.583	0.542	0.643
restless	kusingaperi	0.219	0.810	0.304
restlessness	kusagadzikana	0.083	0.794	0.397
restock	restock	0.510	0.538	0.645
restoration	kudzorerwa	0.755	0.426	0.734
restorative	kudzorerazve	0.633	0.510	0.703
restore	kudzorera	0.765	0.490	0.625
restored	akadzorerwa	0.892	0.410	0.728
restoring	kudzorera	0.820	0.490	0.783
restrain	kudzivisa	0.134	0.696	0.434
restrained	kudziviswa	0.354	0.590	0.509
restraining	kudzivisa	0.296	0.702	0.672
restraint	kudzivisa	0.167	0.618	0.520
restrict	kurega	0.115	0.539	0.577
restricted	rakasununguka	0.276	0.500	0.407
restriction	kudziviswa	0.130	0.590	0.569
restrictive	kudzivirira	0.215	0.596	0.500
restroom	restroom	0.653	0.279	0.267
result	result	0.812	0.490	0.652
resultant	resultant	0.670	0.441	0.637
resume	dzokazve	0.573	0.411	0.586
resumption	resumption	0.637	0.528	0.653
resurrect	kumutsa	0.781	0.725	0.817
resurrection	kumuka	0.708	0.740	0.759
resuscitate	resuscitate	0.531	0.696	0.818
resuscitation	kudzorerazve	0.753	0.768	0.795
retail	retail	0.510	0.353	0.411
retailer	mutengesi	0.708	0.439	0.595
retain	retain	0.367	0.451	0.630
retainer	retainer	0.396	0.422	0.356
retaining	kuchengeta	0.417	0.559	0.632
retake	dzoka	0.616	0.471	0.591
retaliate	dzoserera	0.111	0.812	0.595
retaliation	kutsiva	0.156	0.812	0.491
retaliatory	kutsiva	0.194	0.865	0.598
retard	kurega	0.194	0.347	0.222
retardation	kukanganisa	0.125	0.360	0.155
retarded	rakarasika	0.302	0.462	0.161
retards	retards	0.362	0.434	0.218
retention	kuchengetedza	0.344	0.490	0.558
retentive	retentive	0.439	0.482	0.491
rethink	rethink	0.480	0.423	0.583
reticent	reticent	0.396	0.519	0.500
retina	retina	0.490	0.255	0.342
retinal	retinal	0.531	0.343	0.475
retire	retire	0.398	0.392	0.186
retired	retired	0.270	0.259	0.301
retirement	kurega basa	0.250	0.324	0.255
retiring	retiring	0.408	0.376	0.214
retold	dzokera	0.459	0.385	0.352
retort	dzokai	0.417	0.520	0.481
retrace	dzokera	0.250	0.482	0.317
retract	dzokai	0.316	0.443	0.358
retraction	ret retract	0.312	0.491	0.427
retractor	retarenda	0.354	0.590	0.557
retreat	dzoka	0.500	0.519	0.312
retrenchment	kuderedzwa	0.230	0.650	0.384
retrial	retrial	0.500	0.577	0.593
retribution	retribution	0.625	0.490	0.708
retrieval	kudzorera	0.700	0.440	0.704
retrieve	retrieve	0.740	0.576	0.705
retriever	retriever	0.459	0.500	0.464
retro	retro	0.650	0.276	0.321
retroactive	retroactive	0.521	0.452	0.655
retrograde	dzorerazve	0.208	0.464	0.415
retrospect	retrospect	0.406	0.500	0.538
retrospective	retrospective	0.594	0.481	0.528
retrospectively	retrospectively	0.516	0.400	0.560
return	dzoka	0.602	0.412	0.463
reunion	reunion	0.837	0.500	0.672
reunite	reunite	0.656	0.550	0.657
reunited	reunited	0.708	0.439	0.658
rev	rev	0.367	0.422	0.353
reveal	ratidza	0.493	0.637	0.526
revel	revel	0.740	0.705	0.684
revelation	Zvakazarurwa	0.879	0.500	0.865
revelations	Zvakazarurirwa	0.729	0.655	0.600
revels	mheremhere	0.827	0.683	0.647
revenge	kutsiva	0.230	0.940	0.627
revenue	mari	0.873	0.510	0.854
reverberation	reverberation	0.390	0.639	0.551
revere	kuremekedza	0.750	0.562	0.608
reverence	reverence	0.643	0.347	0.516
reverend	reverend	0.650	0.337	0.576
reverent	kuremekedza	0.551	0.490	0.694
reverie	reverie	0.667	0.413	0.471
reversal	kuchinja	0.380	0.510	0.591
reverse	reverse	0.539	0.415	0.461
reversion	reversion	0.458	0.538	0.425
revert	dzokera	0.380	0.451	0.519
reverting	kudzoka	0.562	0.385	0.544
review	kudzokorora	0.667	0.408	0.636
reviewer	muongorori	0.562	0.344	0.500
revise	dzokorora	0.500	0.469	0.509
revision	revision	0.417	0.459	0.710
revisit	revisit	0.552	0.530	0.509
revival	rumutsiriro	0.823	0.664	0.597
revive	rukazve	0.676	0.780	0.778
revocation	kuregererwa	0.260	0.610	0.673
revoke	dzosa	0.251	0.696	0.737
revolt	kumukira	0.343	0.878	0.658
revolting	revolting	0.102	0.690	0.300
revolution	revolution	0.417	0.902	0.798
revolutionary	revolutionary	0.635	0.887	0.824
revolutionize	revolutionize	0.684	0.816	0.904
revolve	revolve	0.592	0.546	0.402
revolver	revolver	0.194	0.796	0.750
revolving	revolving	0.602	0.570	0.580
revue	revue	0.594	0.350	0.420
revulsion	revulsion	0.104	0.765	0.343
revving	revving	0.604	0.875	0.879
reward	mubayiro	0.948	0.694	0.783
rewarding	mubayiro	0.958	0.637	0.783
rewind	rewind	0.460	0.551	0.431
rewire	rewire	0.365	0.462	0.406
rewrite	rewrite	0.490	0.500	0.434
rhapsody	rhapsody	0.708	0.490	0.460
rhetoric	rhetoric	0.417	0.429	0.504
rhetorical	rhetorical	0.417	0.569	0.635
rheumatism	rheumatism	0.219	0.472	0.418
rhinestone	rhinestone	0.531	0.551	0.408
rhino	rhino	0.531	0.549	0.555
rhinoceros	rhinoceros	0.556	0.656	0.569
rhubarb	rhubarb	0.582	0.304	0.340
rhyme	rhyme	0.667	0.249	0.481
rhyming	rhyming	0.729	0.410	0.500
rhythm	rhythm	0.771	0.759	0.573
rhythmic	rhythmic	0.714	0.642	0.664
rhythmical	rhythmical	0.844	0.694	0.632
rib	rib	0.490	0.349	0.351
ribbed	ribbed	0.365	0.378	0.409
ribbon	ribhoni	0.719	0.288	0.357
rice	rice	0.667	0.208	0.330
rich	mupfumi	0.882	0.627	0.905
riches	pfuma	0.958	0.694	0.880
richness	upfumi	0.896	0.833	0.922
rick	rick	0.459	0.420	0.444
rickety	rickety	0.224	0.402	0.241
rickshaw	rickshaw	0.438	0.594	0.402
ricochet	ricochet	0.287	0.618	0.430
rid	chibvisa	0.194	0.408	0.327
riddance	riddance	0.323	0.562	0.472
riddle	chirabwe	0.521	0.583	0.543
riddled	riddled	0.281	0.861	0.422
ride	kukwira	0.806	0.465	0.472
rider	mutasvi	0.635	0.627	0.574
ridge	ridge	0.484	0.402	0.349
ridicule	kuseka	0.143	0.745	0.255
ridiculed	kuseka	0.112	0.806	0.212
ridiculous	ridiculous	0.159	0.594	0.245
riding	riding	0.694	0.654	0.620
rife	rife	0.570	0.561	0.692
riff	riff	0.521	0.551	0.343
riffraff	riffraff	0.360	0.404	0.397
rifle	mfuti	0.329	0.900	0.718
rifleman	rifleman	0.245	0.863	0.767
rifles	pfuti	0.337	0.864	0.765
rift	rift	0.246	0.519	0.289
rig	rig	0.542	0.382	0.746
rigged	rigged	0.188	0.510	0.412
rigging	rigging	0.510	0.518	0.440
right	rudyi	0.740	0.352	0.710
righteous	vakarurama	0.823	0.385	0.790
righteousness	kururama	0.802	0.660	0.897
rightful	zvakakodzera	0.837	0.358	0.821
rightly	zvakarurama	0.740	0.471	0.782
righty	zvakarurama	0.750	0.314	0.786
rigid	zvakasimba	0.357	0.552	0.591
rigidity	kuoma	0.198	0.530	0.726
rigor	rigor	0.375	0.745	0.713
rigorous	zvakasimba	0.438	0.818	0.847
rim	rim	0.510	0.397	0.302
rind	rind	0.542	0.280	0.491
ring	ring	0.677	0.427	0.464
ringer	ringer	0.573	0.604	0.347
ringing	ringing	0.724	0.598	0.693
ringleader	ringleader	0.520	0.550	0.640
ringmaster	ringmaster	0.630	0.622	0.732
ringside	ringside	0.500	0.644	0.411
rink	rink	0.551	0.392	0.392
rinse	rinse	0.663	0.168	0.409
riot	riot	0.061	0.946	0.586
rioting	rioting	0.156	0.949	0.560
riotous	riotous	0.163	0.837	0.588
riots	mhirizhonga	0.099	0.882	0.564
rip	rip	0.146	0.676	0.365
riparian	riparian	0.552	0.408	0.412
ripe	ripe	0.671	0.337	0.670
ripen	ripen	0.755	0.373	0.671
ripening	ripening	0.615	0.490	0.759
ripper	ripper	0.219	0.887	0.642
ripple	ripple	0.500	0.453	0.370
rippling	rippling	0.500	0.480	0.327
rise	simuka	0.667	0.593	0.745
rising	kuwedzera	0.750	0.602	0.696
risk	ngozi	0.240	0.816	0.438
risky	ngozi	0.224	0.922	0.700
risotto	risotto	0.802	0.454	0.234
rite	rite	0.378	0.570	0.606
ritual	tsika	0.375	0.520	0.508
ritualistic	ritualistic	0.450	0.583	0.540
rival	rival	0.286	0.605	0.574
rivalry	rivalry	0.192	0.765	0.538
river	rwizi	0.688	0.392	0.605
riverbank	riverbank	0.684	0.300	0.330
riverbed	rwizi	0.610	0.233	0.421
riverboat	rwizi	0.561	0.347	0.462
rivet	rivet	0.458	0.306	0.405
riveted	riveted	0.385	0.439	0.443
riveting	riveting	0.448	0.544	0.394
roach	roach	0.146	0.598	0.259
road	mugwagwa	0.656	0.404	0.404
roadblock	roadblock	0.337	0.669	0.490
roadhouse	roadhouse	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	roadrunner	0.490	0.702	0.590
roads	migwagwa	0.677	0.448	0.496
roadside	roadside	0.500	0.569	0.472
roadster	roadster	0.531	0.622	0.473
roadtrip	rwendo nenzira	0.677	0.596	0.519
roadway	roadway	0.562	0.206	0.509
roadworks	roadworks	0.562	0.538	0.509
roam	roam	0.510	0.550	0.444
roar	bopha	0.427	0.816	0.675
roaring	kuomba	0.449	0.817	0.634
roast	roast	0.521	0.541	0.311
roasted	yakagochwa	0.615	0.520	0.339
rob	rob	0.112	0.840	0.500
robber	mbavha	0.135	0.772	0.481
robbery	kupamba	0.133	0.843	0.435
robe	jasi	0.594	0.216	0.298
robin	robin	0.552	0.363	0.393
robot	robot	0.441	0.337	0.543
robotic	robotic	0.417	0.602	0.657
robotics	robotics	0.592	0.600	0.763
robust	rakasimba	0.667	0.604	0.719
roc	roc	0.427	0.510	0.415
rock	dombo	0.623	0.236	0.557
rocker	rocker	0.615	0.704	0.625
rocket	rocket	0.664	0.824	0.774
rocks	matombo	0.365	0.209	0.543
rod	tsvimbo	0.479	0.319	0.355
rodent	rodent	0.323	0.577	0.279
rodeo	rodeo	0.490	0.676	0.588
roe	roe	0.490	0.382	0.398
rogue	rogue	0.334	0.713	0.636
role	basa	0.552	0.260	0.464
roll	mupumburu	0.469	0.510	0.172
roller	roller	0.521	0.394	0.345
rollercoaster	munzeerere	0.802	0.910	0.651
rollers	rollers	0.490	0.365	0.336
rollicking	rollicking	0.878	0.806	0.552
rolling	rolling	0.510	0.606	0.321
roman	roman	0.615	0.475	0.639
romance	romance	0.980	0.682	0.587
romantic	romantic	0.936	0.531	0.598
romanticism	romanticism	0.854	0.521	0.593
romp	romp	0.610	0.640	0.417
roof	denga	0.602	0.226	0.342
rooftop	padenga	0.571	0.471	0.461
rook	rook	0.380	0.400	0.510
rookie	rookie	0.583	0.370	0.198
room	nzvimbo	0.729	0.283	0.445
roomful	roomful	0.786	0.425	0.634
roommate	muvakidzani	0.750	0.481	0.480
rooms	makamuri	0.677	0.241	0.386
roomy	roomy	0.760	0.342	0.736
roost	roost	0.500	0.410	0.345
rooster	jongwe	0.459	0.385	0.275
root	mudzi	0.602	0.279	0.508
root beer	mudzi waini	0.582	0.520	0.415
rooted	rooted	0.510	0.527	0.718
rope	tambo	0.385	0.280	0.345
ropes	tambo	0.458	0.304	0.402
rosary	rosary	0.806	0.140	0.430
rose	rose	0.865	0.276	0.386
rosemary	rosemary	0.688	0.381	0.425
rosette	rosette	0.469	0.410	0.310
roster	roster	0.531	0.306	0.381
rosy	rosy	0.940	0.528	0.755
rot	rot	0.031	0.558	0.301
rota	rota	0.320	0.462	0.209
rotary	rotary	0.573	0.462	0.528
rotate	rotate	0.458	0.470	0.492
rotation	kutenderera	0.670	0.520	0.550
rote	rote	0.561	0.481	0.696
rotor	rotor	0.500	0.458	0.404
rotten	yakaora	0.104	0.590	0.327
rotting	kuora	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	redge	0.562	0.400	0.382
rough	rough	0.406	0.794	0.632
roughly	roughly	0.448	0.539	0.463
roughneck	roughneck	0.323	0.640	0.491
roughness	roughness	0.214	0.578	0.490
roulette	roulette	0.326	0.690	0.422
round	kumativi ose	0.552	0.434	0.311
roundabout	roundabout	0.490	0.425	0.495
rounded	akapoteredza	0.592	0.391	0.396
roundup	roundup	0.520	0.580	0.474
rouse	simuka	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	kumutsa	0.714	0.517	0.692
rout	tsika	0.163	0.625	0.233
route	nzira	0.583	0.353	0.518
routine	tsika	0.365	0.219	0.333
rove	rove	0.457	0.400	0.400
rover	rover	0.510	0.538	0.421
roving	roving	0.583	0.442	0.491
row	mutsara	0.427	0.275	0.406
rowboat	rowboat	0.455	0.393	0.353
rowdy	rowdy	0.255	0.900	0.518
rowing	rowing	0.458	0.443	0.467
royal	royal	0.796	0.430	0.759
royalty	royalty	0.832	0.571	0.833
rub	rub	0.521	0.565	0.400
rubber	rubber	0.460	0.217	0.315
rubbers	rubbers	0.604	0.360	0.414
rubbing	rubbing	0.406	0.569	0.440
rubbish	rubbish	0.198	0.454	0.164
rubble	rubble	0.308	0.509	0.289
rubdown	rubdown	0.561	0.491	0.404
rubric	rubric	0.427	0.260	0.500
ruby	ruby	0.663	0.408	0.544
ruckus	ruckus	0.271	0.706	0.411
rudder	rudder	0.439	0.469	0.509
ruddy	ruddy	0.490	0.630	0.395
rude	rude	0.061	0.821	0.402
rudeness	rudeness	0.280	0.819	0.692
rudimentary	rudimentary	0.286	0.321	0.509
rudiments	rudiments	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	shingairira	0.173	0.429	0.225
ruff	ruff	0.365	0.510	0.375
ruffian	ruffian	0.130	0.824	0.463
ruffle	ruffle	0.443	0.561	0.518
rug	rug	0.520	0.240	0.245
rugby	rugby	0.677	0.820	0.708
rugged	rugged	0.561	0.569	0.793
ruin	kuparadzwa	0.125	0.588	0.192
ruination	kuparadza	0.184	0.582	0.209
ruined	zvakaparadzwa	0.135	0.564	0.194
ruinous	zvinoparadza	0.255	0.690	0.275
ruins	matongo	0.250	0.490	0.248
rule	mutongi	0.567	0.427	0.593
ruler	mutongi	0.440	0.400	0.631
ruling	kutonga	0.177	0.566	0.410
rum	rum	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	rumble	0.367	0.745	0.613
rummage	rummage	0.243	0.615	0.289
rumor	rumor	0.255	0.582	0.282
rumored	rumored	0.427	0.604	0.318
rump	rump	0.449	0.425	0.396
rumpus	rumpus	0.448	0.531	0.422
run	runha	0.542	0.787	0.543
runaround	runaround	0.448	0.519	0.349
runaway	tiza	0.271	0.770	0.402
rundown	rundown	0.520	0.296	0.465
runes	runes	0.438	0.300	0.304
rung	rung	0.510	0.355	0.368
runner	mumhanyi	0.459	0.747	0.632
running	kumhanya	0.730	0.858	0.442
running shoes	running shoes	0.653	0.573	0.491
runny	runny	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	runway	0.585	0.373	0.406
rupture	rupture	0.125	0.633	0.430
rural	kumaruwa	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	rush	0.406	0.809	0.546
rushing	rushing	0.398	0.821	0.529
rust	rust	0.281	0.265	0.321
rusted	rusted	0.286	0.357	0.302
rustic	rustic	0.369	0.657	0.491
rustle	rustle	0.333	0.538	0.394
rustler	rustler	0.281	0.830	0.429
rusty	rusty	0.271	0.345	0.231
rut	rut	0.333	0.310	0.392
ruth	ruth	0.469	0.427	0.444
ruthless	utsinye	0.208	0.850	0.670
rye	rye rye	0.490	0.298	0.411
sabbatical	sabbatical	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	sable	0.449	0.596	0.500
sabotage	sabotage	0.135	0.906	0.500
saboteur	saboteur	0.250	0.804	0.407
sac	sac	0.344	0.245	0.226
sack	sack	0.385	0.337	0.264
sacrament	sakaramende	0.690	0.316	0.700
sacred	chitsvene	0.833	0.375	0.862
sacrifice	chibayiro	0.208	0.833	0.534
sacrifices	zvibayiro	0.281	0.717	0.538
sacrificial	zvibayiro	0.198	0.755	0.452
sacrilege	sacrilege	0.281	0.708	0.491
sacrilegious	kunyadzisa	0.146	0.736	0.449
sad	suwa	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	saddens	0.104	0.436	0.144
saddle	chigaro	0.510	0.509	0.306
sadist	sadist	0.042	0.918	0.500
sadistic	sadistic	0.031	0.906	0.618
sadly	kusuruvara	0.047	0.255	0.216
sadness	kusuruvara	0.052	0.288	0.164
safari	safari	0.663	0.673	0.640
safe	akachengeteka	0.898	0.306	0.759
safeguard	kuchengetedza	0.786	0.624	0.700
safekeeping	kuchengetedza	0.653	0.510	0.586
safety	kuchengeteka	0.708	0.491	0.868
saffron	safron	0.443	0.373	0.349
sag	sag	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	sage	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	ngarava	0.615	0.220	0.325
sailboat	chikepe	0.719	0.392	0.381
sailing	muchikepe	0.667	0.520	0.500
sailor	chikepe	0.500	0.588	0.500
saint	saint	0.812	0.240	0.693
sainted	sainted	0.708	0.296	0.676
saintly	saintly	0.865	0.286	0.591
sake	nekuda	0.490	0.573	0.407
salad	saladi	0.750	0.260	0.307
salamander	salamander	0.410	0.362	0.309
salami	salami	0.667	0.360	0.339
salary	muhoro	0.786	0.480	0.652
sale	kutengeswa	0.647	0.602	0.573
salesgirl	salesgirl	0.582	0.490	0.605
salesman	salesman	0.643	0.559	0.664
salient	salient	0.600	0.573	0.702
saline	saline	0.430	0.340	0.385
saliva	saliva	0.214	0.265	0.236
sally	sally	0.604	0.390	0.451
salmon	saumoni	0.760	0.250	0.444
salmonella	salmonella	0.167	0.608	0.312
salon	salon	0.531	0.296	0.463
saloon	saloon	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	munyu	0.323	0.312	0.306
salted	salted	0.333	0.400	0.304
saltwater	saltwater	0.327	0.330	0.364
salty	salty	0.388	0.531	0.288
salutary	salutary	0.885	0.360	0.686
salutation	salutation	0.878	0.417	0.500
salute	salute	0.833	0.542	0.681
salvage	salvage	0.622	0.510	0.832
salvation	ruponeso	0.857	0.480	0.800
salve	salve	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	sameness	0.531	0.330	0.484
sample	samples	0.521	0.187	0.452
samurai	samurai	0.562	0.736	0.838
sanatorium	sanatorium	0.469	0.490	0.491
sanctification	kucheneswa	0.770	0.431	0.816
sanctified	mutsvene	0.792	0.240	0.612
sanctify	tsvenesa	0.673	0.443	0.783
sanctimonious	sanctimonious	0.240	0.365	0.327
sanction	chirevo	0.201	0.750	0.517
sanctioned	anogamuchirwa	0.323	0.696	0.391
sanctity	utsvene	0.771	0.330	0.628
sanctuary	nzvimbo tsvene	0.863	0.226	0.575
sanctum	sanctum	0.521	0.438	0.657
sand	jecha	0.582	0.279	0.304
sandal	sandal	0.490	0.283	0.333
sandbox	sandbox	0.573	0.274	0.264
sander	sander	0.438	0.580	0.445
sandman	sandman	0.479	0.469	0.388
sandpaper	sandpaper	0.417	0.425	0.404
sands	sanda	0.646	0.304	0.377
sandstorm	sandstorm	0.324	0.821	0.629
sandwich	sandwich	0.672	0.314	0.310
sandy	sandy	0.406	0.265	0.296
sane	sane	0.760	0.235	0.670
sanguine	sanguine	0.520	0.560	0.545
sanitarium	sanitarium	0.448	0.645	0.570
sanitary	utsanana	0.458	0.320	0.425
sanitation	utsanana	0.742	0.312	0.500
sanity	sanity	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	santa	0.735	0.286	0.509
sap	sap	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	sifafiri	0.770	0.472	0.651
sappy	sappy	0.583	0.469	0.330
sarcasm	kunyomba	0.125	0.685	0.346
sarcastic	sarcastic	0.397	0.781	0.298
sarcoma	sarcoma	0.260	0.519	0.402
sarcophagus	sarcophagus	0.271	0.561	0.435
sardine	sardine	0.541	0.236	0.236
sardonic	sardonic	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	sash	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	sassafras	0.469	0.388	0.471
sassy	sassy	0.271	0.704	0.320
satanic	satani	0.062	0.843	0.720
satchel	satchel	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	satellite	0.562	0.409	0.764
satin	satin	0.519	0.396	0.481
satire	satire	0.458	0.655	0.472
satirical	satirical	0.323	0.615	0.538
satisfaction	kugutsikana	0.939	0.637	0.673
satisfactorily	zvinogutsa	0.765	0.570	0.802
satisfactory	inogutsa	0.959	0.569	0.702
satisfied	kugutsikana	0.959	0.510	0.685
satisfy	kugutsa	0.867	0.790	0.705
satisfying	kugutsa	0.890	0.606	0.814
saturate	kuzadza	0.281	0.680	0.467
saturated	saturated	0.474	0.700	0.442
saturation	kuzadza	0.255	0.582	0.583
satyr	satyr	0.280	0.639	0.500
sauce	muto	0.562	0.515	0.288
saucepan	saucepan	0.347	0.264	0.321
saucer	saucer	0.510	0.327	0.337
saucy	saucy	0.250	0.653	0.391
sauerkraut	sauerkraut	0.531	0.454	0.336
sauna	sauna	0.781	0.350	0.455
sausage	sausage	0.542	0.429	0.300
savage	savage	0.204	0.931	0.605
savagery	savagery	0.219	0.907	0.711
savanna	savanna	0.606	0.147	0.394
savannah	savanna	0.729	0.212	0.309
savant	savant	0.781	0.451	0.818
save	save	0.770	0.439	0.682
saver	saver	0.745	0.382	0.802
saving	kuponesa	0.663	0.230	0.621
savings	kuchengetedza	0.776	0.431	0.608
savior	muponesi	0.920	0.469	0.804
savor	kunhuwirira	0.827	0.552	0.526
savory	savory	0.812	0.717	0.619
savvy	savvy	0.719	0.520	0.706
saw	akaona	0.316	0.541	0.518
sawdust	sawdust	0.398	0.279	0.241
sawmill	sawmill	0.427	0.378	0.434
sax	sax	0.573	0.465	0.409
saxophone	saxophone	0.688	0.444	0.482
say	taura	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	scab	0.354	0.330	0.272
scabbard	scabbard	0.325	0.219	0.217
scaffold	scaffold	0.480	0.500	0.336
scaffolding	scaffolding	0.496	0.366	0.545
scalding	scalding	0.271	0.540	0.381
scale	scale	0.310	0.350	0.577
scales	zviyero	0.439	0.330	0.491
scallop	scallop	0.490	0.363	0.331
scalp	scalp	0.347	0.346	0.302
scalpel	scalpel	0.302	0.700	0.482
scaly	scaly	0.281	0.481	0.358
scam	scam	0.042	0.745	0.418
scamp	scamp	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	scan	0.479	0.423	0.470
scandal	kunyadzisa	0.122	0.821	0.557
scandalous	kunyadzisa	0.135	0.907	0.556
scanner	scanner	0.531	0.356	0.567
scanty	scanty	0.287	0.333	0.127
scape	scape	0.290	0.625	0.536
scapegoat	scapegoat	0.184	0.685	0.481
scar	chikafu	0.146	0.500	0.397
scarab	scarab	0.406	0.458	0.267
scarce	zvishoma	0.292	0.324	0.218
scarcely	hapana	0.082	0.412	0.160
scarcity	kushayikwa	0.167	0.500	0.182
scare	kutyisa	0.122	0.910	0.264
scarecrow	scarecrow	0.219	0.274	0.349
scared	vanotya	0.146	0.828	0.185
scares	dambudziko	0.122	0.847	0.386
scarf	chikafu	0.750	0.224	0.224
scarier	zvinotyisa	0.156	0.846	0.472
scariest	chinotyisa	0.167	0.863	0.538
scarlet	tsvuku	0.507	0.390	0.411
scary	chinotyisa	0.062	0.952	0.528
scat	scat	0.337	0.548	0.409
scatter	kuparadzira	0.229	0.620	0.404
scattered	vakaparadzirwa	0.208	0.380	0.238
scattering	kuparadzira	0.347	0.550	0.394
scavenger	scavenger	0.177	0.578	0.408
scenario	mamiriro ezvinhu	0.667	0.510	0.683
scene	chiitiko	0.570	0.340	0.578
scenery	chinzvimbo	0.745	0.253	0.592
scenic	chinoshamisa	0.684	0.548	0.756
scent	kunhuhwirira	0.633	0.410	0.491
scented	zvinonhuwira	0.865	0.509	0.431
scepter	tsvimbo	0.630	0.300	0.670
sceptical	kusava nechokwadi	0.214	0.387	0.466
scepticism	kunyunyuta	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	purogiramu	0.510	0.380	0.480
schematic	zvirongwa	0.490	0.284	0.647
scheme	chikwata	0.521	0.269	0.577
schilling	schilling	0.367	0.410	0.418
schism	schism	0.280	0.569	0.386
schizophrenia	schizophrenia	0.092	0.880	0.435
schizophrenic	schizophrenic	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	schnapps	0.583	0.567	0.417
schnitzel	schnitzel	0.365	0.430	0.382
scholar	nyanzvi	0.694	0.421	0.731
scholarly	nyanzvi	0.750	0.466	0.709
scholarship	scholarship	0.866	0.490	0.625
scholastic	scholastic	0.500	0.470	0.491
school	chikoro	0.765	0.423	0.633
schoolboy	mwana wechikoro	0.623	0.385	0.441
schoolgirl	chikoro chikoro	0.760	0.521	0.415
schoolhouse	chikoro chechikoro	0.602	0.407	0.672
schooling	chikoro	0.582	0.462	0.640
schoolmaster	mudzidzisi wechikoro	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	chikoro chechikoro	0.479	0.500	0.481
schoolyard	chikoro chechikoro	0.684	0.529	0.440
schooner	schooner	0.635	0.408	0.427
sciatica	sciatica	0.286	0.443	0.393
science	sayenzi	0.588	0.429	0.741
scientific	sayenzi	0.653	0.510	0.836
scientist	musayendisiti	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	kupenya	0.650	0.736	0.612
scintillation	scintillation	0.576	0.579	0.573
scintillator	scintillator	0.583	0.670	0.510
scion	scion	0.490	0.380	0.451
scissors	chigero	0.458	0.462	0.302
scoff	kuseka	0.125	0.686	0.306
scold	fungidzira	0.194	0.755	0.626
scolding	kupopota	0.071	0.833	0.417
scone	kukanganisa	0.418	0.287	0.229
scoop	scoop	0.583	0.543	0.640
scoot	scoot	0.510	0.490	0.412
scooter	scooter	0.510	0.587	0.371
scope	zviyero	0.656	0.386	0.718
scorch	kutsva	0.214	0.689	0.491
scorching	kupisa	0.406	0.635	0.464
score	pota	0.670	0.388	0.589
scoreboard	scoreboard	0.667	0.484	0.472
scorer	scorer	0.730	0.608	0.764
scores	scores	0.594	0.469	0.629
scorn	kusekwa	0.110	0.721	0.356
