Word	Polish-pl	Valence	Arousal	Dominance
recommendation	zalecenie	0.912	0.388	0.664
recompense	nagroda	0.844	0.620	0.853
recon	zwiad	0.500	0.447	0.400
reconcile	pogodzić	0.760	0.470	0.625
reconciliation	pojednanie	0.896	0.570	0.604
reconfigure	zmienić konfigurację	0.429	0.500	0.658
reconnaissance	rozpoznawczy	0.729	0.604	0.712
reconnect	na nowo połączyć	0.630	0.548	0.667
reconsider	zrewidować	0.448	0.442	0.582
reconsideration	zrewidowanie	0.531	0.459	0.611
reconstitution	rekonstytucja	0.587	0.461	0.783
reconstruct	zrekonstruować	0.740	0.618	0.718
reconstruction	rekonstrukcja	0.625	0.719	0.667
reconstructive	rekonstrukcyjny	0.596	0.444	0.722
reconvene	złączyć się	0.490	0.529	0.560
record	rekord	0.552	0.421	0.500
recorder	rejestrator	0.551	0.374	0.481
recording	nagranie	0.573	0.537	0.474
recount	opowiadać	0.479	0.402	0.509
recoup	odzyskać	0.719	0.422	0.575
recourse	uciekanie się	0.402	0.337	0.598
recover	wyzdrowieć	0.918	0.510	0.647
recoverable	odzyskiwalna	0.780	0.388	0.709
recovery	poprawa	0.781	0.402	0.737
recreate	odtwarzać	0.724	0.545	0.616
recreation	rekreacja	0.909	0.632	0.660
recreational	rekreacyjny	0.896	0.686	0.479
recruit	rekrut	0.551	0.654	0.633
recruiter	rekrutujący	0.662	0.630	0.690
recruiting	rekrutacyjny	0.448	0.787	0.693
recruitment	rekrutacja	0.479	0.645	0.591
recruits	rekruci	0.396	0.653	0.593
rectal	odbytniczy	0.344	0.618	0.410
rectangle	prostokąt	0.479	0.225	0.438
rectangular	prostokątny	0.438	0.240	0.307
rectification	sprostowanie	0.449	0.560	0.695
rectify	prostować	0.625	0.480	0.634
rector	rektor	0.458	0.406	0.862
rectory	probostwo	0.490	0.373	0.704
rectum	odbytnica	0.438	0.443	0.491
recumbent	leżący	0.429	0.370	0.352
recuperation	regeneracja	0.688	0.418	0.500
recur	powtarzać się	0.479	0.500	0.416
recurrence	nawrót	0.490	0.538	0.615
recurrent	nawracający	0.552	0.500	0.561
recurring	powtarzające się	0.370	0.560	0.445
recursion	rekurencja	0.312	0.580	0.543
recursive	rekurencyjny	0.459	0.590	0.561
recursively	rekurencyjnie	0.427	0.519	0.618
recycle	recykling	0.521	0.392	0.526
recycled	z recyklingu	0.561	0.316	0.409
recycling	recykling	0.552	0.320	0.509
red	czerwony	0.427	0.385	0.377
reddish	czerwonawy	0.521	0.337	0.328
redecorate	odmalować	0.602	0.444	0.490
redeem	wykupić	0.633	0.469	0.491
redeemed	wykorzystany	0.625	0.378	0.434
redemption	odkupienie	0.376	0.408	0.545
redesign	przeprojektowanie	0.622	0.460	0.396
redhead	rudowłosy	0.677	0.549	0.518
redheaded	rudowłosa	0.510	0.520	0.428
redirect	przeadresować	0.469	0.360	0.648
redneck	wieśniak	0.401	0.500	0.348
redness	czerwień	0.151	0.470	0.417
redo	przerobić	0.481	0.500	0.535
redress	wyrównać	0.677	0.558	0.649
reduce	zmniejszyć	0.219	0.304	0.336
reduced	zredukowany	0.229	0.365	0.204
reduction	zmniejszenie	0.365	0.382	0.240
redundancy	nadmierność	0.316	0.262	0.589
redundant	zbędny	0.210	0.500	0.527
redwood	sekwoja	0.592	0.350	0.443
reed	trzcina	0.490	0.350	0.307
reef	rafa	0.583	0.490	0.456
reefer	refujący marynarz	0.500	0.453	0.421
reefs	rafy	0.531	0.471	0.455
reek	smród	0.177	0.480	0.311
reel	rolka	0.449	0.332	0.395
reelection	reelekcja	0.541	0.673	0.681
reeling	nawijanie	0.327	0.542	0.267
reenactment	rekonstrukcja	0.771	0.592	0.768
reentry	powrót	0.604	0.449	0.500
reestablish	przywrócić	0.635	0.490	0.692
ref	ref	0.469	0.380	0.368
refer	odnosić się	0.506	0.358	0.558
referee	Sędzia	0.531	0.644	0.778
reference	odniesienie	0.633	0.312	0.595
referendum	referendum	0.510	0.469	0.643
referral	skierowanie	0.694	0.314	0.603
refill	wkład	0.670	0.400	0.464
refine	oczyścić	0.653	0.460	0.640
refined	rafinowany	0.850	0.430	0.653
refinement	udoskonalenie	0.719	0.387	0.709
refinery	rafineria	0.646	0.444	0.565
refining	rafinacja	0.694	0.466	0.664
refit	remont	0.500	0.577	0.506
reflect	odzwierciedlić	0.698	0.342	0.472
reflecting	odzwierciedlając	0.590	0.408	0.471
reflection	odbicie	0.710	0.500	0.528
reflective	odblaskowy	0.656	0.292	0.735
reflector	reflektor	0.479	0.510	0.500
reflex	odruch	0.583	0.460	0.538
reflux	odpływ	0.281	0.559	0.347
reform	reforma	0.531	0.490	0.797
reformation	reformacja	0.809	0.500	0.558
reformer	reformator	0.562	0.569	0.905
refraction	refrakcja	0.388	0.471	0.526
refractor	refraktor	0.510	0.541	0.433
refractory	oporny	0.520	0.357	0.588
refrain	refren	0.314	0.373	0.277
refraining	powstrzymywanie się	0.418	0.453	0.404
refresh	odświeżać	0.719	0.640	0.689
refreshed	odświeżony	0.910	0.377	0.480
refreshing	orzeźwiający	0.936	0.520	0.571
refreshment	odświeżenie	0.667	0.410	0.352
refrigerate	zamrażać	0.635	0.357	0.457
refrigeration	chłodzenie	0.735	0.392	0.500
refrigerator	lodówka	0.677	0.260	0.391
refuel	tankować	0.592	0.445	0.500
refuge	schronienie	0.640	0.238	0.481
refugee	uchodźca	0.379	0.607	0.327
refund	zwrot	0.541	0.528	0.430
refurbish	odnawiać	0.656	0.633	0.541
refusal	odmowa	0.052	0.610	0.321
refuse	odrzucać	0.180	0.520	0.331
refused	odmówił	0.163	0.475	0.188
refusing	odmowa	0.143	0.670	0.203
refutation	obalenie	0.312	0.726	0.566
refute	obalić	0.312	0.731	0.583
regain	wracać	0.729	0.520	0.759
regal	królewski	0.643	0.459	0.556
regalia	regalia	0.760	0.441	0.556
regard	wzgląd	0.802	0.336	0.809
regatta	regaty	0.740	0.471	0.435
regency	regencja	0.520	0.472	0.630
regenerate	zregenerować	0.782	0.607	0.767
regeneration	regeneracja	0.760	0.640	0.845
regent	regent	0.680	0.529	0.675
reggae	reggae	0.698	0.520	0.500
regime	reżim	0.290	0.668	0.773
regimen	reżim	0.428	0.538	0.840
regiment	pułk	0.469	0.722	0.755
regimental	pułkowy	0.292	0.637	0.817
region	region	0.540	0.295	0.712
regional	regionalny	0.620	0.400	0.607
regionalism	regionalizm	0.640	0.500	0.773
register	zarejestrować	0.490	0.412	0.654
registrar	rejestrator	0.599	0.537	0.574
registration	rejestracja	0.622	0.396	0.574
registry	rejestr	0.573	0.320	0.583
regress	regres	0.255	0.442	0.300
regression	regresja	0.312	0.500	0.324
regressive	regresyjny	0.302	0.434	0.363
regret	żal	0.230	0.623	0.331
regretful	skruszony	0.167	0.480	0.188
regrettable	godny pożałowania	0.104	0.374	0.245
regretted	żałować	0.352	0.540	0.368
regretting	żałować	0.255	0.567	0.273
regroup	przegrupować	0.633	0.602	0.797
regular	regularny	0.435	0.188	0.558
regularity	prawidłowość	0.663	0.337	0.585
regulars	stali bywalcy	0.729	0.327	0.508
regulate	regulować	0.510	0.275	0.481
regulated	regulowane	0.531	0.269	0.483
regulation	regulacja	0.542	0.425	0.667
regulator	regulator	0.500	0.336	0.668
regulatory	regulacyjne	0.531	0.448	0.528
regurgitation	niedomykalność	0.160	0.647	0.315
rehab	odwyk	0.531	0.450	0.593
rehabilitate	zrehabilitować	0.671	0.538	0.642
rehabilitation	rehabilitacja	0.406	0.528	0.606
rehash	rehash	0.405	0.451	0.403
rehearsal	powtórka	0.667	0.470	0.500
rehearse	odbywać próby	0.588	0.622	0.500
reign	królować	0.806	0.567	0.873
reigning	panujące	0.677	0.632	0.870
reimburse	zwracać koszty	0.680	0.418	0.527
reimbursement	zwrot kosztów	0.653	0.610	0.567
rein	wodza	0.500	0.357	0.438
reincarnation	reinkarnacja	0.786	0.747	0.676
reindeer	renifer	0.592	0.336	0.396
reinforce	wzmacniać	0.604	0.583	0.760
reinforcement	wzmocnienie	0.729	0.702	0.902
reinforcements	wzmocnienia	0.646	0.719	0.875
reins	lejce	0.480	0.448	0.545
reinstall	ponownie zainstalować	0.458	0.500	0.745
reinstate	przywracać na stanowisko	0.760	0.551	0.596
reinstatement	przywrócenie	0.729	0.521	0.707
reinvest	zainwestować ponownie	0.570	0.627	0.763
reinvestment	reinwestycja	0.582	0.622	0.782
reiterate	powtarzać	0.422	0.451	0.655
reject	odrzucać	0.060	0.647	0.370
rejected	odrzucony	0.102	0.480	0.250
rejection	odmowa	0.080	0.704	0.330
rejects	odrzuca	0.083	0.637	0.422
rejoice	cieszyć	0.827	0.650	0.698
rejoicing	radość	0.811	0.637	0.592
rejoin	zareplikować	0.655	0.548	0.556
rejuvenate	odmładzać	0.776	0.588	0.767
rejuvenated	odmłodzony	0.809	0.673	0.700
rekindle	ożywiać	0.656	0.520	0.788
relapse	recydywa	0.173	0.460	0.303
relate	odnosić się	0.653	0.500	0.623
related	związane z	0.677	0.365	0.519
relation	relacja	0.857	0.604	0.625
relationship	związek	0.867	0.566	0.589
relative	krewny	0.500	0.378	0.386
relativity	względność	0.594	0.393	0.615
relax	zrelaksować się	0.927	0.250	0.375
relaxant	środek zwiotczający	0.878	0.087	0.357
relaxation	relaks	0.873	0.161	0.381
relaxed	zrelaksowany	0.865	0.090	0.382
relaxing	odprężający	0.854	0.157	0.475
relay	przekaźnik	0.738	0.542	0.543
release	wydanie	0.740	0.606	0.741
released	wydany	0.844	0.490	0.651
relegation	relegacja	0.375	0.500	0.434
relentless	bezwzględny	0.333	0.713	0.904
relevance	stosowność	0.710	0.599	0.791
relevancy	trafność	0.724	0.481	0.673
relevant	istotnych	0.719	0.608	0.764
reliability	niezawodność	0.917	0.380	0.696
reliable	niezawodny	0.912	0.241	0.875
reliance	poleganie	0.844	0.431	0.853
relic	relikt	0.646	0.452	0.591
relics	zwłoki	0.719	0.580	0.579
relief	ulga	0.844	0.278	0.481
relieve	odciążyć	0.813	0.183	0.536
relieved	ulżyło	0.896	0.314	0.391
relieving	łagodzi	0.740	0.255	0.455
relight	relight	0.560	0.588	0.519
religion	religia	0.646	0.320	0.755
religious	religijny	0.740	0.238	0.696
relinquish	porzucić	0.265	0.606	0.286
relish	smakować	0.854	0.610	0.632
relive	przeżyć ponownie	0.750	0.650	0.693
reload	przeładować	0.562	0.611	0.571
relocate	przenieść się	0.500	0.594	0.640
relocation	przeniesienie	0.396	0.500	0.475
reluctance	niechęć	0.240	0.606	0.373
reluctant	niechętny	0.292	0.630	0.432
rely	polegać	0.812	0.429	0.616
remain	pozostawać	0.709	0.365	0.731
remainder	reszta	0.398	0.357	0.324
remaining	pozostały	0.449	0.290	0.296
remains	szczątki	0.610	0.240	0.565
remake	przerobić	0.583	0.488	0.642
remand	tymczasowo	0.245	0.446	0.318
remark	uwaga	0.561	0.325	0.716
remarkable	znakomity	0.880	0.573	0.720
remarkably	wybitnie	0.688	0.618	0.868
remarry	o ponowne zajęcie	0.653	0.791	0.540
rematch	rewanż	0.469	0.798	0.627
remedial	naprawczy	0.369	0.418	0.509
remedy	zaradzić	0.625	0.283	0.491
remember	Zapamiętaj	0.776	0.422	0.454
remembered	zapamiętany	0.916	0.333	0.588
remembering	pamiętając	0.535	0.386	0.509
remembrance	pamięć	0.812	0.250	0.519
remind	przypominać	0.721	0.415	0.563
reminder	przypomnienie	0.552	0.423	0.589
reminisce	opowiadać wspomnienia	0.903	0.490	0.363
reminiscent	pamiętny	0.500	0.481	0.611
reminiscing	wspominam	0.688	0.431	0.418
remiss	niedbały	0.190	0.650	0.325
remission	umorzenie	0.418	0.330	0.518
remit	przekazać	0.510	0.509	0.473
remittance	przekaz	0.684	0.479	0.454
remnant	pozostałość	0.367	0.312	0.388
remodel	przebudować	0.604	0.647	0.693
remorse	wyrzuty sumienia	0.103	0.673	0.377
remorseful	skruszony	0.347	0.429	0.250
remote	zdalny	0.458	0.333	0.477
remoteness	odosobnienie	0.323	0.510	0.339
removal	usuwanie	0.245	0.540	0.368
remove	usunąć	0.292	0.539	0.472
remover	zmywacz	0.337	0.443	0.526
remuneration	wynagrodzenie	0.792	0.760	0.607
renaissance	renesans	0.771	0.670	0.767
renal	nerkowy	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	renderowanie	0.541	0.395	0.448
rendering	wykonanie	0.531	0.434	0.667
rendezvous	spotkanie	0.750	0.490	0.658
rendition	wykonanie	0.417	0.360	0.398
renegade	renegat	0.140	0.640	0.509
renegotiate	renegocjować	0.580	0.702	0.708
renew	odnowić	0.868	0.481	0.713
renewal	odnowienie	0.770	0.710	0.672
renounce	zrzec się	0.156	0.490	0.552
renovate	odnawiać	0.878	0.549	0.755
renovated	odnowiony	0.783	0.406	0.657
renovation	renowacja	0.816	0.590	0.779
renown	rozgłos	0.693	0.475	0.693
renowned	słynny	0.844	0.481	0.697
rent	wynajem	0.344	0.429	0.446
rental	wynajem	0.510	0.370	0.308
renter	lokator	0.590	0.301	0.371
renunciation	zrzeczenie się	0.260	0.578	0.336
reopen	otworzyć na nowo	0.656	0.528	0.568
reorganization	reorganizacja	0.622	0.587	0.754
reorganize	zreorganizować	0.667	0.590	0.722
rep	rozpustnik	0.520	0.510	0.640
repaint	odmalować	0.622	0.382	0.308
repair	naprawa	0.583	0.460	0.589
repairman	mechanik	0.582	0.426	0.707
reparation	naprawa	0.531	0.615	0.732
repay	odwdzięczyć się	0.469	0.632	0.592
repayment	spłata	0.479	0.490	0.474
repeal	uchylać	0.260	0.480	0.482
repeat	powtarzać	0.490	0.529	0.552
repeated	powtarzający się	0.429	0.472	0.314
repeatedly	wielokrotnie	0.479	0.575	0.500
repeater	przekaźnik	0.479	0.426	0.430
repel	odpychać	0.224	0.620	0.441
repellant	repelent	0.292	0.620	0.426
repellent	odpychający	0.286	0.500	0.491
repelling	odpychanie	0.184	0.633	0.429
repent	żałować	0.449	0.422	0.386
repentance	skrucha	0.417	0.604	0.324
repentant	skruszony	0.326	0.500	0.200
repertoire	repertuar	0.633	0.594	0.667
repertory	repertuar	0.562	0.473	0.528
repetition	powtórzenie	0.375	0.519	0.396
repetitive	powtarzalny	0.320	0.438	0.362
rephrase	powtórzenie	0.547	0.451	0.549
replace	zastąpić	0.417	0.520	0.500
replacement	zastąpienie	0.385	0.519	0.500
replay	powtórna rozgrywka	0.612	0.522	0.761
replenish	uzupełniać	0.615	0.336	0.689
replete	nasycony	0.552	0.497	0.670
replica	replika	0.480	0.520	0.493
replicate	replika	0.480	0.630	0.585
replication	replikacja	0.342	0.618	0.510
reply	Odpowiadać	0.762	0.290	0.596
report	raport	0.583	0.444	0.575
reported	zgłaszane	0.418	0.442	0.567
reporter	reporter	0.531	0.550	0.604
repose	odpoczynek	0.469	0.100	0.330
reposition	repozycja	0.408	0.529	0.509
repository	magazyn	0.406	0.396	0.500
repossess	odzyskac	0.418	0.667	0.552
reprehensible	naganny	0.316	0.569	0.351
represent	przedstawiać	0.781	0.433	0.861
representation	reprezentacja	0.677	0.542	0.750
representative	przedstawiciel	0.704	0.366	0.694
represented	reprezentowane	0.724	0.444	0.688
representing	reprezentowanie	0.796	0.464	0.833
repress	stłumić	0.208	0.612	0.536
repressed	stłumiony	0.188	0.337	0.311
repression	represja	0.214	0.764	0.481
reprieve	wytchnienie	0.531	0.471	0.574
reprimand	nagana	0.153	0.528	0.465
reprint	przedruk	0.510	0.449	0.527
reprisal	akcja odwetowa	0.125	0.788	0.545
reprise	potrącenie od dochodu	0.459	0.500	0.464
reproach	zarzut	0.240	0.755	0.384
reproduce	rozmnażać się	0.823	0.622	0.760
reproduction	reprodukcja	0.800	0.736	0.713
reproductive	rozrodczy	0.770	0.604	0.856
reprogram	przeprogramować	0.519	0.404	0.557
reptile	gad	0.350	0.566	0.365
republic	republika	0.635	0.340	0.830
republican	republikański	0.398	0.551	0.664
repudiation	odrzucenie	0.167	0.686	0.274
repugnance	wstręt	0.062	0.684	0.425
repugnant	odrażający	0.061	0.735	0.453
repulsion	odpychanie	0.247	0.673	0.353
repulsive	odpychający	0.146	0.775	0.425
repurchase	odkup	0.531	0.592	0.557
reputable	renomowany	0.781	0.462	0.919
reputation	reputacja	0.740	0.542	0.721
repute	reputacja	0.729	0.500	0.702
reputed	rzekomy	0.439	0.528	0.627
request	żądanie	0.625	0.471	0.618
requiem	requiem	0.475	0.382	0.426
require	wymagać	0.398	0.439	0.560
required	wymagany	0.583	0.509	0.700
requirement	wymaganie	0.510	0.439	0.728
requisite	wymagany	0.448	0.363	0.609
requisition	zarekwirować	0.478	0.510	0.649
reread	ponownie przeczytać	0.448	0.377	0.492
reroute	przekierować	0.540	0.598	0.598
rerun	ponowne odtworzenie	0.333	0.620	0.529
reschedule	zmiana terminu	0.438	0.422	0.537
rescind	odwołać	0.347	0.380	0.391
rescission	anulowanie	0.333	0.529	0.360
rescue	ratować	0.806	0.926	0.850
research	Badania	0.633	0.663	0.741
researcher	badacz	0.569	0.510	0.857
resection	resekcja	0.375	0.482	0.500
resemblance	podobieństwo	0.743	0.216	0.570
resemble	przypominać	0.602	0.388	0.463
resembling	przypominający	0.592	0.250	0.529
resent	oburzać się	0.073	0.553	0.163
resentful	urażony	0.120	0.608	0.324
resentment	uraza	0.163	0.745	0.528
reservation	rezerwacja	0.688	0.343	0.561
reserve	rezerwować	0.585	0.289	0.589
reserved	zarezerwowany	0.594	0.316	0.583
reserves	rezerwy	0.653	0.363	0.520
reservoir	zbiornik	0.531	0.276	0.462
reset	nastawić	0.490	0.450	0.574
reside	zamieszkać	0.451	0.440	0.455
residence	rezydencja	0.615	0.382	0.585
residences	rezydencje	0.618	0.418	0.509
residency	pobyt	0.694	0.357	0.679
resident	Mieszkaniec	0.592	0.327	0.500
residential	osiedle mieszkaniowe	0.720	0.210	0.589
residual	pozostały	0.448	0.288	0.327
residue	pozostałość	0.354	0.330	0.183
resign	rezygnować	0.250	0.543	0.273
resignation	rezygnacja	0.145	0.392	0.310
resigned	zrezygnowany	0.240	0.170	0.268
resilience	sprężystość	0.531	0.440	0.667
resilient	sprężysty	0.542	0.540	0.801
resin	żywica	0.284	0.308	0.400
resist	opierać się	0.414	0.676	0.651
resistance	odporność	0.427	0.694	0.796
resistant	odporny	0.592	0.585	0.815
resisting	oporowy	0.408	0.776	0.789
resistive	oporny	0.396	0.519	0.651
resolute	zdecydowany	0.771	0.510	0.712
resolutely	zdecydowanie	0.714	0.453	0.805
resolution	rozkład	0.780	0.550	0.745
resolve	rozwiązać	0.710	0.472	0.750
resolved	zdecydowany	0.735	0.357	0.683
resonance	rezonans	0.541	0.426	0.629
resonant	rezonansowy	0.542	0.633	0.663
resonate	rezonować	0.582	0.610	0.644
resonator	rezonator	0.469	0.608	0.519
resort	Ośrodek wczasowy	0.573	0.441	0.632
resounding	tubalny	0.490	0.708	0.596
resource	ratunek	0.740	0.357	0.749
resourceful	pomysłowy	0.906	0.704	0.886
resources	zasoby	0.604	0.348	0.627
respect	Poszanowanie	0.927	0.344	0.758
respectability	poważanie	0.875	0.407	0.912
respectable	poważny	0.850	0.350	0.889
respected	szanowany	0.908	0.441	0.853
respectful	pełen szacunku	0.951	0.386	0.814
respecting	co do	0.837	0.321	0.720
respective	poszczególny	0.625	0.413	0.721
respects	wyrazy szacunku	0.840	0.387	0.824
respiration	oddychanie	0.760	0.377	0.669
respirator	respirator	0.433	0.398	0.453
respiratory	oddechowy	0.500	0.450	0.552
respite	wytchnienie	0.600	0.373	0.420
resplendent	olśniewający	0.905	0.673	0.755
respond	odpowiadać	0.573	0.435	0.594
respondent	pozwany	0.449	0.455	0.480
response	odpowiedź	0.615	0.500	0.472
responsibility	odpowiedzialność	0.760	0.500	0.852
responsible	odpowiedzialny	0.837	0.527	0.833
responsive	czuły	0.816	0.569	0.573
rest	odpoczynek	0.907	0.167	0.300
restart	uruchom ponownie	0.531	0.519	0.554
restaurant	restauracja	0.847	0.406	0.500
rested	wypoczęty	0.792	0.235	0.462
restful	spokojny	0.781	0.116	0.413
restitution	restytucja	0.583	0.542	0.643
restless	niespokojny	0.219	0.810	0.304
restlessness	niepokój	0.083	0.794	0.397
restock	uzupełniania zapasów	0.510	0.538	0.645
restoration	przywrócenie	0.755	0.426	0.734
restorative	wzmacniający	0.633	0.510	0.703
restore	przywracać	0.765	0.490	0.625
restored	przywrócono	0.892	0.410	0.728
restoring	przywracanie	0.820	0.490	0.783
restrain	powstrzymać się	0.134	0.696	0.434
restrained	powściągliwy	0.354	0.590	0.509
restraining	krępowanie	0.296	0.702	0.672
restraint	powściągliwość	0.167	0.618	0.520
restrict	ograniczać	0.115	0.539	0.577
restricted	ograniczony	0.276	0.500	0.407
restriction	ograniczenie	0.130	0.590	0.569
restrictive	ograniczający	0.215	0.596	0.500
restroom	ubikacja	0.653	0.279	0.267
result	wynik	0.812	0.490	0.652
resultant	wynikowy	0.670	0.441	0.637
resume	wznawianie	0.573	0.411	0.586
resumption	wznowienie	0.637	0.528	0.653
resurrect	wskrzesić	0.781	0.725	0.817
resurrection	wskrzeszenie	0.708	0.740	0.759
resuscitate	reanimować	0.531	0.696	0.818
resuscitation	reanimacja	0.753	0.768	0.795
retail	sprzedaż	0.510	0.353	0.411
retailer	detalista	0.708	0.439	0.595
retain	zachować	0.367	0.451	0.630
retainer	wynajęcie	0.396	0.422	0.356
retaining	wspornikowy	0.417	0.559	0.632
retake	odzyskać	0.616	0.471	0.591
retaliate	zemścić się	0.111	0.812	0.595
retaliation	odwet	0.156	0.812	0.491
retaliatory	odwetowy	0.194	0.865	0.598
retard	opóźniać	0.194	0.347	0.222
retardation	opóźnienie	0.125	0.360	0.155
retarded	niedorozwinięty	0.302	0.462	0.161
retards	opóźnienia	0.362	0.434	0.218
retention	zatrzymywanie	0.344	0.490	0.558
retentive	trwały	0.439	0.482	0.491
rethink	przemyśleć ponownie	0.480	0.423	0.583
reticent	małomówny	0.396	0.519	0.500
retina	Siatkówka oka	0.490	0.255	0.342
retinal	siatkówka	0.531	0.343	0.475
retire	przejść na emeryturę	0.398	0.392	0.186
retired	na emeryturze	0.270	0.259	0.301
retirement	przejście na emeryturę	0.250	0.324	0.255
retiring	ustępujący	0.408	0.376	0.214
retold	powtórz	0.459	0.385	0.352
retort	retorta	0.417	0.520	0.481
retrace	odtwarzać	0.250	0.482	0.317
retract	wycofać	0.316	0.443	0.358
retraction	wycofanie	0.312	0.491	0.427
retractor	rozwieracz	0.354	0.590	0.557
retreat	wycofać się	0.500	0.519	0.312
retrenchment	obwarowanie	0.230	0.650	0.384
retrial	ponowna rozprawa	0.500	0.577	0.593
retribution	zemsta	0.625	0.490	0.708
retrieval	wyszukiwanie	0.700	0.440	0.704
retrieve	odzyskać	0.740	0.576	0.705
retriever	aporter	0.459	0.500	0.464
retro	retro	0.650	0.276	0.321
retroactive	działający wstecz	0.521	0.452	0.655
retrograde	wsteczny	0.208	0.464	0.415
retrospect	retrospekcja	0.406	0.500	0.538
retrospective	z mocą wsteczną	0.594	0.481	0.528
retrospectively	retrospektywnie	0.516	0.400	0.560
return	powrót	0.602	0.412	0.463
reunion	Reunion	0.837	0.500	0.672
reunite	ponownie połączyć	0.656	0.550	0.657
reunited	ponownie się zjednoczył	0.708	0.439	0.658
rev	obrót silnika	0.367	0.422	0.353
reveal	odsłonić	0.493	0.637	0.526
revel	biesiada	0.740	0.705	0.684
revelation	objawienie	0.879	0.500	0.865
revelations	rewelacje	0.729	0.655	0.600
revels	rozkoszuje się	0.827	0.683	0.647
revenge	zemsta	0.230	0.940	0.627
revenue	dochód	0.873	0.510	0.854
reverberation	pogłos	0.390	0.639	0.551
revere	czcić	0.750	0.562	0.608
reverence	cześć	0.643	0.347	0.516
reverend	czcigodny	0.650	0.337	0.576
reverent	pełen szacunku	0.551	0.490	0.694
reverie	zaduma	0.667	0.413	0.471
reversal	odwrócenie	0.380	0.510	0.591
reverse	rewers	0.539	0.415	0.461
reversion	powrót	0.458	0.538	0.425
revert	Odwracać	0.380	0.451	0.519
reverting	powracanie	0.562	0.385	0.544
review	przejrzeć	0.667	0.408	0.636
reviewer	recenzent	0.562	0.344	0.500
revise	Poprawić	0.500	0.469	0.509
revision	rewizja	0.417	0.459	0.710
revisit	wróć	0.552	0.530	0.509
revival	odrodzenie	0.823	0.664	0.597
revive	wskrzesić	0.676	0.780	0.778
revocation	unieważnienie	0.260	0.610	0.673
revoke	unieważnić	0.251	0.696	0.737
revolt	bunt	0.343	0.878	0.658
revolting	oburzający	0.102	0.690	0.300
revolution	rewolucja	0.417	0.902	0.798
revolutionary	rewolucyjny	0.635	0.887	0.824
revolutionize	zrewolucjonizować	0.684	0.816	0.904
revolve	obracać się	0.592	0.546	0.402
revolver	rewolwer	0.194	0.796	0.750
revolving	obrotowy	0.602	0.570	0.580
revue	rewia	0.594	0.350	0.420
revulsion	wstręt	0.104	0.765	0.343
revving	revving	0.604	0.875	0.879
reward	nagroda	0.948	0.694	0.783
rewarding	satysfakcjonujący	0.958	0.637	0.783
rewind	przewijanie do tyłu	0.460	0.551	0.431
rewire	rewire	0.365	0.462	0.406
rewrite	przepisać	0.490	0.500	0.434
rhapsody	rapsodia	0.708	0.490	0.460
rhetoric	retoryka	0.417	0.429	0.504
rhetorical	retoryczny	0.417	0.569	0.635
rheumatism	reumatyzm	0.219	0.472	0.418
rhinestone	kryształ górski	0.531	0.551	0.408
rhino	nosorożec	0.531	0.549	0.555
rhinoceros	nosorożec	0.556	0.656	0.569
rhubarb	Rabarbar	0.582	0.304	0.340
rhyme	wierszyk	0.667	0.249	0.481
rhyming	rymowy	0.729	0.410	0.500
rhythm	rytm	0.771	0.759	0.573
rhythmic	rytmiczny	0.714	0.642	0.664
rhythmical	rytmiczny	0.844	0.694	0.632
rib	żebro	0.490	0.349	0.351
ribbed	żebrowany	0.365	0.378	0.409
ribbon	faborek	0.719	0.288	0.357
rice	Ryż	0.667	0.208	0.330
rich	bogaty	0.882	0.627	0.905
riches	bogactwa	0.958	0.694	0.880
richness	bogactwo	0.896	0.833	0.922
rick	stóg	0.459	0.420	0.444
rickety	kulawy	0.224	0.402	0.241
rickshaw	riksza	0.438	0.594	0.402
ricochet	rykoszet	0.287	0.618	0.430
rid	pozbyć się	0.194	0.408	0.327
riddance	uwolnienie	0.323	0.562	0.472
riddle	zagadka	0.521	0.583	0.543
riddled	podziurawiony	0.281	0.861	0.422
ride	jazda	0.806	0.465	0.472
rider	jeździec	0.635	0.627	0.574
ridge	grzbiet	0.484	0.402	0.349
ridicule	kpiny	0.143	0.745	0.255
ridiculed	wyśmiewany	0.112	0.806	0.212
ridiculous	śmieszny	0.159	0.594	0.245
riding	jazda konna	0.694	0.654	0.620
rife	rozpowszechniony	0.570	0.561	0.692
riff	riff	0.521	0.551	0.343
riffraff	hołota	0.360	0.404	0.397
rifle	karabin	0.329	0.900	0.718
rifleman	strzelec	0.245	0.863	0.767
rifles	karabiny	0.337	0.864	0.765
rift	strzelanina	0.246	0.519	0.289
rig	takielunek	0.542	0.382	0.746
rigged	sfałszowane	0.188	0.510	0.412
rigging	olinowanie	0.510	0.518	0.440
right	dobrze	0.740	0.352	0.710
righteous	sprawiedliwy	0.823	0.385	0.790
righteousness	prawość	0.802	0.660	0.897
rightful	prawowity	0.837	0.358	0.821
rightly	słusznie	0.740	0.471	0.782
righty	potężny	0.750	0.314	0.786
rigid	sztywny	0.357	0.552	0.591
rigidity	sztywność	0.198	0.530	0.726
rigor	rygor	0.375	0.745	0.713
rigorous	rygorystyczny	0.438	0.818	0.847
rim	obręcz	0.510	0.397	0.302
rind	skórka	0.542	0.280	0.491
ring	pierścień	0.677	0.427	0.464
ringer	dzwonnik	0.573	0.604	0.347
