Word	Icelandic-is	Valence	Arousal	Dominance
twentieth	tuttugasta	0.469	0.297	0.346
twenty	tuttugu	0.520	0.292	0.286
twerp	þjóta	0.408	0.443	0.384
twig	twig	0.378	0.288	0.236
twilight	twilight	0.622	0.341	0.633
twill	twill	0.449	0.415	0.353
twin	tvíbura	0.688	0.363	0.453
twine	garn	0.521	0.380	0.337
twinge	twinge	0.316	0.720	0.471
twinkle	twinkle	0.719	0.724	0.610
twins	tvíburar	0.760	0.473	0.602
twirl	twirl	0.552	0.647	0.409
twist	snúa	0.375	0.469	0.337
twisted	brenglaður	0.071	0.736	0.311
twister	twister	0.330	0.680	0.647
twit	twit	0.194	0.653	0.198
twitch	rísa	0.510	0.740	0.548
twitching	rifja	0.292	0.700	0.482
twitchy	kvaðst	0.094	0.918	0.281
two	tveir	0.520	0.200	0.404
two step	tvö skref	0.583	0.314	0.327
twofaced	NO TRANSLATION	0.387	0.620	0.384
twofold	tvíþætt	0.573	0.333	0.551
twosome	twosome	0.583	0.544	0.500
tycoon	tycoon	0.682	0.596	0.867
tyke	tyke	0.500	0.388	0.300
type	gerð	0.500	0.284	0.364
typewriter	ritvél	0.542	0.373	0.418
typhoid	tyfu	0.265	0.458	0.401
typhoon	tyfon	0.323	0.796	0.697
typical	dæmigerður	0.635	0.206	0.426
typically	venjulega	0.569	0.377	0.559
typist	ritari	0.551	0.559	0.528
typo	innsláttarvilla	0.224	0.415	0.255
typography	leturfræði	0.480	0.334	0.574
tyrannical	tyrannical	0.167	0.860	0.731
tyranny	herra	0.112	0.792	0.705
tyrant	tyrann	0.115	0.850	0.683
tyre	dekk	0.480	0.358	0.407
ubiquitous	alls staðar nálægur	0.635	0.571	0.884
ubiquity	alls staðar	0.578	0.490	0.595
ugliness	ljótleikur	0.094	0.407	0.267
ugly	ljótt	0.167	0.630	0.254
uhoh	NO TRANSLATION	0.320	0.622	0.284
ukulele	ukulele	0.513	0.358	0.365
ulcer	sár	0.286	0.596	0.377
ulterior	u.þ.b.	0.375	0.509	0.490
ultimate	fullkominn	0.648	0.645	0.544
ultimately	að lokum	0.385	0.480	0.558
ultimatum	ultimatum	0.219	0.855	0.837
ultimo	NO TRANSLATION	0.375	0.363	0.300
ultrasound	ómskoðun	0.573	0.594	0.600
ultraviolet	útfjólublátt	0.604	0.448	0.673
umbilical	umbilical	0.398	0.406	0.333
umbra	umbra	0.408	0.400	0.337
umbrella	regnhlíf	0.583	0.246	0.255
umpire	dómari	0.520	0.592	0.755
umpteen	umpteen	0.510	0.460	0.611
unabashed	unabashed	0.292	0.614	0.488
unabated	unabated	0.532	0.420	0.466
unable	ófær	0.132	0.459	0.193
unacceptable	óviðunandi	0.133	0.479	0.330
unaccompanied	unaccompanied	0.292	0.376	0.297
unaccountable	unaccountable	0.180	0.600	0.543
unaccounted	unaccounted	0.410	0.338	0.361
unacknowledged	óþekkt	0.240	0.269	0.116
unadulterated	unadulterated	0.570	0.420	0.528
unaffected	óbreytt	0.542	0.265	0.571
unafraid	óhræddur	0.500	0.520	0.655
unaided	unaided	0.290	0.410	0.336
unaltered	óbreytt	0.571	0.269	0.598
unambiguous	ótvíræð	0.406	0.390	0.578
unanimity	samhljóða	0.490	0.407	0.706
unanimous	samhljóða	0.656	0.380	0.682
unanimously	samhljóða	0.686	0.333	0.738
unannounced	unannounced	0.240	0.588	0.291
unanswered	ósvarað	0.276	0.361	0.219
unanticipated	óvænt	0.255	0.775	0.327
unappreciated	óviðurkenndur	0.143	0.431	0.209
unapproved	ósamþykkt	0.184	0.471	0.254
unarmed	unarmed	0.427	0.420	0.241
unassisted	unassisted	0.302	0.320	0.211
unassuming	ósanngjarnt	0.490	0.230	0.471
unattached	unattached	0.192	0.439	0.283
unattainable	unattainable	0.220	0.635	0.571
unattended	eftirlitslaus	0.255	0.400	0.167
unattractive	óaðlaðandi	0.177	0.307	0.208
unauthorized	óviðkomandi	0.260	0.448	0.259
unavailable	ekki tiltæk	0.323	0.281	0.159
unavoidable	óhjákvæmilegt	0.350	0.580	0.445
unaware	ókunnugt	0.208	0.355	0.310
unbalanced	ójafnvægi	0.302	0.596	0.343
unbearable	óþolandi	0.125	0.798	0.447
unbeatable	ósigrandi	0.735	0.719	0.681
unbeaten	ósigur	0.854	0.760	0.828
unbecoming	unbecoming	0.123	0.471	0.288
unbelief	vantrú	0.265	0.582	0.407
unbelievable	ótrúlegt	0.771	0.790	0.717
unbiased	óhlutdræg	0.625	0.378	0.618
unborn	ófætt	0.312	0.300	0.216
unbound	óbundið	0.354	0.402	0.283
unbounded	unbounded	0.646	0.600	0.736
unbreakable	óbrjótandi	0.653	0.573	0.759
unbridled	unbridled	0.396	0.759	0.448
unbroken	óslitinn	0.550	0.224	0.602
unbutton	unbutton	0.479	0.539	0.311
uncalled	uncalled	0.344	0.294	0.222
uncanny	ógnvekjandi	0.469	0.461	0.430
uncaring	uncaring	0.177	0.245	0.321
uncensured	NO TRANSLATION	0.438	0.649	0.509
uncertain	óviss	0.363	0.500	0.164
uncertainty	óvissa	0.064	0.494	0.282
unchallenged	unchallenged	0.552	0.394	0.545
unchangeable	óbreytt	0.375	0.442	0.709
unchanged	óbreytt	0.490	0.204	0.237
uncharted	uncharted	0.188	0.406	0.413
uncherished	NO TRANSLATION	0.250	0.412	0.280
uncivilized	uncivilized	0.133	0.600	0.400
unclaimed	óinnheimt	0.316	0.346	0.278
uncle	frændi	0.653	0.255	0.578
unclean	óhreinn	0.133	0.529	0.134
unclear	óljóst	0.229	0.463	0.202
uncomfortable	óþægilegt	0.188	0.610	0.214
uncommon	óalgengt	0.459	0.429	0.373
uncommonly	sjaldgæft	0.626	0.490	0.778
uncomplicated	óbrotinn	0.740	0.260	0.453
uncompromising	ósammála	0.320	0.531	0.613
unconcerned	unconcerned	0.562	0.283	0.298
unconditional	skilyrðislaust	0.760	0.493	0.715
unconfirmed	óstaðfest	0.334	0.321	0.339
unconnected	ótengdur	0.188	0.265	0.213
unconscionable	ósigrandi	0.208	0.618	0.429
unconscious	meðvitundarlaus	0.240	0.356	0.195
unconsciousness	meðvitundarleysi	0.177	0.440	0.121
unconstitutional	unconstitutional	0.230	0.588	0.491
unconstrained	unconstrained	0.653	0.640	0.635
uncontested	ótvírætt	0.510	0.471	0.689
uncontrollable	óstjórnandi	0.265	0.790	0.626
uncontrolled	ómeðhöndlað	0.188	0.891	0.544
unconventional	óhefðbundið	0.177	0.509	0.288
unconvinced	unconvinced	0.409	0.458	0.228
unconvincing	unconvincing	0.190	0.532	0.144
uncooked	ósoðið	0.312	0.321	0.241
uncooperative	samvinnu	0.250	0.422	0.246
uncorrelated	uncorrelated	0.333	0.327	0.316
uncouth	uncouth	0.080	0.761	0.350
uncover	afhjúpa	0.771	0.552	0.648
uncritical	uncritical	0.480	0.367	0.412
uncut	ósnortinn	0.448	0.422	0.278
undead	undead	0.367	0.635	0.406
undecided	óákveðnir	0.286	0.433	0.127
undefeated	undefeated	0.833	0.752	0.825
undefined	óskilgreint	0.260	0.418	0.350
undeniable	undeniable	0.552	0.473	0.778
underage	yngri	0.469	0.461	0.300
underbelly	underbelly	0.406	0.423	0.361
undercover	leynilegar	0.388	0.627	0.483
undercurrent	undercurrent	0.357	0.582	0.520
underdog	underdog	0.250	0.410	0.226
underestimate	vanmeta	0.413	0.464	0.193
undergo	gangast undir	0.398	0.554	0.339
undergraduate	grunnnámi	0.583	0.500	0.559
underground	neðanjarðar	0.396	0.455	0.452
underhanded	underhanded	0.188	0.415	0.527
underlay	undirlag	0.521	0.365	0.458
underlie	undirliggjandi	0.323	0.378	0.275
underline	undirstrika	0.480	0.412	0.509
underlying	undirliggjandi	0.480	0.445	0.452
undermine	grafa undan	0.316	0.491	0.413
undermined	grafið undan	0.365	0.409	0.394
underneath	undir	0.450	0.265	0.158
underpaid	undirborgað	0.146	0.413	0.209
underpants	undirpants	0.448	0.473	0.276
underprivileged	ófullnægjandi	0.167	0.449	0.172
underrated	undanskilin	0.208	0.520	0.333
underscore	undirstrikun	0.375	0.275	0.306
undersea	undersea	0.545	0.490	0.425
undersecretary	undir ritari	0.459	0.377	0.594
undersized	undir stærð	0.316	0.425	0.298
understaffed	understaffed	0.148	0.444	0.302
understand	skilja	0.760	0.374	0.643
understandable	skiljanlegt	0.776	0.363	0.566
understanding	skilningur	0.865	0.304	0.689
understatement	understatement	0.347	0.480	0.473
understood	skilið	0.780	0.441	0.686
understudy	Stuðningur	0.378	0.402	0.420
undertake	skuldbinda sig til	0.796	0.702	0.754
undertaker	undirverktaki	0.363	0.696	0.611
undertaking	fyrirtæki	0.667	0.530	0.696
undertow	undirrita	0.327	0.639	0.231
underwear	nærföt	0.610	0.546	0.375
underwood	underwood	0.510	0.453	0.510
underworld	undirheimunum	0.177	0.676	0.613
underwrite	undirrita	0.416	0.520	0.423
underwriter	handritshöfundur	0.571	0.327	0.620
undeserved	óskilyrt	0.219	0.552	0.283
undesirable	óæskilegt	0.177	0.644	0.260
undesired	óæskilegt	0.156	0.441	0.235
undetectable	ógreinanlegt	0.438	0.539	0.604
undetected	undetected	0.224	0.304	0.268
undetermined	óákveðinn	0.265	0.256	0.353
undeveloped	vanþróuð	0.292	0.330	0.254
undignified	óverðtryggð	0.122	0.627	0.308
undirected	óbein	0.330	0.417	0.310
undisclosed	óskráð	0.479	0.361	0.314
undiscovered	undiscovered	0.438	0.347	0.261
undisputed	ótvírætt	0.646	0.588	0.673
undisturbed	óstýrður	0.725	0.287	0.434
undivided	óskipt	0.510	0.380	0.490
undo	afturkalla	0.365	0.444	0.349
undoing	aftengja	0.219	0.452	0.298
undoubted	án efa	0.592	0.461	0.740
undress	klæðast	0.438	0.900	0.336
undressed	klæddur	0.375	0.755	0.356
undue	óþarfa	0.156	0.573	0.318
undying	undying	0.708	0.500	0.773
unearned	unearned	0.177	0.340	0.213
unearth	unearth	0.427	0.635	0.545
uneasiness	óþægindi	0.190	0.798	0.241
uneasy	órólegur	0.115	0.598	0.349
uneducated	uneducated	0.177	0.350	0.246
unemployed	atvinnulausir	0.094	0.481	0.230
unemployment	atvinnuleysi	0.094	0.400	0.297
unencumbered	unencumbered	0.604	0.280	0.472
unending	óendanlegt	0.385	0.519	0.454
unequal	ójöfn	0.118	0.433	0.202
unequalled	ójöfn	0.562	0.470	0.769
unequivocal	ótvíræð	0.604	0.415	0.615
unequivocally	ótvíræð	0.521	0.668	0.554
unethical	siðlaus	0.104	0.433	0.269
uneven	misjafn	0.125	0.457	0.240
uneventful	uneventful	0.510	0.343	0.410
unexpected	óvænt	0.500	0.720	0.333
unexpectedly	óvænt	0.354	0.759	0.462
unexplainable	óútskýranlegt	0.260	0.448	0.610
unexplained	óútskýrðir	0.271	0.531	0.349
unexplored	unexplored	0.401	0.640	0.388
unfailing	ófullnægjandi	0.625	0.635	0.594
unfair	ósanngjarnt	0.173	0.472	0.190
unfairness	ósanngjarnt	0.170	0.817	0.336
unfaithful	ótrúmennsku	0.031	0.806	0.298
unfamiliar	ókunnugt	0.219	0.558	0.273
unfavorable	óhagstæð	0.133	0.450	0.232
unfeeling	unfeeling	0.235	0.377	0.345
unfettered	unfettered	0.569	0.650	0.586
unfinished	ólokið	0.188	0.368	0.264
unfit	óhæft	0.250	0.368	0.185
unflinching	ósjálfrátt	0.667	0.606	0.882
unfold	þróast	0.612	0.510	0.520
unfollow	afgreiða	0.281	0.337	0.293
unforeseen	ófyrirséð	0.255	0.714	0.500
unforgettable	ógleymanleg	0.833	0.561	0.660
unforgivable	unforgivable	0.276	0.743	0.490
unforgiving	unforgiving	0.406	0.630	0.793
unfortunate	óheppilegt	0.073	0.487	0.195
unfortunately	því miður	0.104	0.494	0.281
unfounded	ósammála	0.271	0.520	0.410
unfreeze	frjósa	0.458	0.297	0.375
unfriendly	óvingjarnlegur	0.173	0.670	0.458
unfulfilled	ófullnægjandi	0.184	0.426	0.268
unfurnished	unfurnished	0.316	0.333	0.272
unglued	unglued	0.378	0.446	0.352
ungodly	óguðlega	0.296	0.423	0.388
ungrateful	óþolandi	0.219	0.461	0.275
unguarded	unguarded	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	óhamingju	0.083	0.630	0.222
unhappy	óhamingjusamur	0.112	0.500	0.155
unharmed	unharmed	0.740	0.378	0.491
unhealthy	óhollt	0.115	0.549	0.214
unheard	óheyrður	0.344	0.539	0.500
unhelpful	óhjákvæmilegt	0.104	0.320	0.118
unhindered	óhindrað	0.729	0.441	0.725
unholy	óheilagt	0.327	0.560	0.445
unhook	unhook	0.375	0.592	0.310
unicorn	Einhyrningur	0.776	0.510	0.480
unidentified	óþekkt	0.385	0.361	0.199
unification	sameiningu	0.688	0.345	0.788
unified	sameinað	0.729	0.439	0.764
uniform	einkennisbúningur	0.570	0.245	0.655
uniformed	einkennist	0.469	0.519	0.589
uniformity	einsleitni	0.745	0.353	0.538
uniformly	á sama hátt	0.625	0.333	0.704
unimaginable	ólýsanlegt	0.573	0.634	0.589
unimpeachable	unimpeachable	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	óveruleg	0.281	0.240	0.175
unimpressed	unimpressed	0.198	0.302	0.327
unimproved	unimproved	0.163	0.377	0.144
uninfected	ósýkt	0.688	0.304	0.389
uninformed	uninformed	0.156	0.370	0.182
uninhabited	óbyggð	0.301	0.230	0.221
uninitiated	uninitiated	0.271	0.288	0.288
uninspired	uninspired	0.163	0.243	0.260
unintelligible	óskiljanlegt	0.208	0.472	0.283
unintended	óviljandi	0.438	0.385	0.349
unintentional	óviljandi	0.333	0.538	0.306
unintentionally	óviljandi	0.460	0.490	0.286
uninterested	óþekkt	0.365	0.240	0.328
uninteresting	óþægilegt	0.153	0.235	0.228
uninterrupted	samfleytt	0.500	0.434	0.527
uninvited	óboðinn	0.090	0.385	0.307
union	Verkalýðsfélag	0.854	0.226	0.766
unique	einstakt	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	sameiningu	0.510	0.439	0.583
unit	eining	0.562	0.235	0.578
unitary	eininga	0.531	0.239	0.641
unite	sameina	0.781	0.375	0.610
united	sameinað	0.781	0.431	0.783
unity	einingu	0.837	0.288	0.658
universal	alhliða	0.802	0.417	0.833
universality	universality	0.796	0.410	0.840
universe	alheimurinn	0.694	0.454	0.839
university	háskóli	0.735	0.574	0.741
unjust	óréttlátt	0.115	0.625	0.278
unjustifiable	óréttmætar	0.115	0.596	0.394
unjustified	óréttmætar	0.288	0.541	0.314
unkind	unkind	0.135	0.409	0.310
unknowable	óþekkt	0.347	0.540	0.396
unknown	Óþekktur	0.357	0.450	0.204
unlawful	ólöglegt	0.094	0.759	0.402
unleash	lausan tauminn	0.479	0.775	0.559
unlicensed	unlicensed	0.306	0.574	0.196
unlike	ólíkt	0.439	0.439	0.418
unlikely	ólíklegt	0.271	0.293	0.245
unlimited	ótakmarkað	0.750	0.623	0.679
unlisted	óskráð	0.365	0.265	0.218
unload	afferma	0.656	0.639	0.573
unloaded	affermt	0.469	0.380	0.331
unlock	opna	0.582	0.442	0.592
unlucky	óheppinn	0.073	0.395	0.198
unmanageable	óviðráðanleg	0.177	0.666	0.482
unmanned	unmanned	0.235	0.441	0.324
unmarked	ómerkt	0.416	0.294	0.433
unmarried	ógiftur	0.438	0.480	0.545
unmask	unmask	0.323	0.690	0.520
unmatched	ósamþykkt	0.776	0.536	0.771
unmistakable	ómælanlegur	0.602	0.571	0.765
unmitigated	unmitigated	0.649	0.427	0.422
unmoved	unmoved	0.184	0.355	0.360
unnamed	ónefndur	0.316	0.189	0.284
unnatural	óeðlilegt	0.153	0.587	0.434
unnecessary	óþarfa	0.219	0.358	0.190
unneeded	óþarfa	0.177	0.375	0.245
unnoticed	óséður	0.302	0.440	0.260
unnumbered	unnumbered	0.406	0.255	0.331
unobserved	unobserved	0.398	0.255	0.257
unobstructed	óhindrað	0.583	0.440	0.573
unobtrusive	áberandi	0.447	0.327	0.402
unoccupied	upptekinn	0.258	0.245	0.412
unofficial	óopinber	0.260	0.302	0.255
unopened	óopnað	0.542	0.340	0.265
unopposed	óviðkomandi	0.615	0.375	0.537
unordered	unordered	0.224	0.482	0.190
unorganised	unorganized	0.250	0.500	0.212
unorganized	unorganized	0.260	0.657	0.173
unorthodox	óhefðbundið	0.340	0.480	0.441
unpack	pakka út	0.531	0.528	0.445
unpaid	ógreiddur	0.300	0.413	0.365
unparalleled	óviðjafnanlega	0.708	0.306	0.538
unpleasant	óþægilegt	0.122	0.612	0.185
unpleasantness	óþægindi	0.062	0.724	0.264
unplug	taktu úr sambandi	0.239	0.441	0.404
unplugged	unplugged	0.367	0.375	0.318
unpopular	óvinsæll	0.073	0.441	0.164
unprecedented	áður óþekkt	0.500	0.491	0.658
unpredictable	ófyrirsjáanlegt	0.429	0.769	0.515
unprepared	óundirbúinn	0.204	0.450	0.152
unpretentious	tilgerðarlaus	0.510	0.296	0.410
unproductive	unproductive	0.100	0.324	0.237
unprofessional	unprofessional	0.042	0.370	0.170
unprofitable	gagnslausar	0.163	0.376	0.217
unprotected	óvarinn	0.150	0.582	0.197
unproven	óprófaðir	0.296	0.427	0.216
unprovoked	unprovoked	0.565	0.327	0.385
unpublished	óútgefið	0.406	0.480	0.481
unpunished	óheiðarlegur	0.292	0.594	0.519
unqualified	óhæfur	0.170	0.433	0.173
unquestionable	ótvírætt	0.469	0.450	0.843
unquestionably	ótvírætt	0.500	0.630	0.750
unquestioned	unquestioned	0.562	0.509	0.746
unquote	unquote	0.388	0.363	0.517
unravel	unravel	0.378	0.598	0.455
unreachable	unreachable	0.208	0.679	0.557
unread	ólesin	0.458	0.240	0.214
unreal	óraunhæft	0.173	0.431	0.296
unrealistic	óraunhæft	0.229	0.500	0.245
unreasonable	óraunhæft	0.115	0.702	0.264
unrecorded	unrecorded	0.241	0.351	0.350
unregistered	óskráð	0.255	0.337	0.266
unregulated	óreglulegur	0.344	0.454	0.421
unrelated	ótengd	0.302	0.270	0.264
unrelenting	unrelenting	0.500	0.790	0.875
unreliable	óáreiðanlegur	0.108	0.480	0.240
unremarkable	unremarkable	0.271	0.155	0.230
unrepentant	unrepentant	0.240	0.445	0.413
unrequited	óþarfa	0.143	0.441	0.179
unresolved	óleyst	0.135	0.441	0.173
unresponsive	svara ekki	0.108	0.282	0.244
unrest	óróa	0.102	0.577	0.231
unrestrained	unrestrained	0.385	0.775	0.627
unrestricted	ótakmarkað	0.698	0.458	0.644
unromantic	unromantic	0.208	0.316	0.307
unruly	órólegur	0.240	0.745	0.547
unsafe	óörugg	0.115	0.562	0.147
unsanitary	óhreinindi	0.063	0.592	0.269
unsatisfactory	ófullnægjandi	0.122	0.520	0.189
unsatisfied	óánægður	0.200	0.547	0.241
unsavory	ósammála	0.071	0.637	0.353
unscathed	óskaddaður	0.625	0.308	0.611
unscheduled	unscheduled	0.312	0.436	0.300
unscientific	óvísindalegur	0.396	0.317	0.321
unscrew	skrúfaðu	0.333	0.462	0.396
unscrupulous	unscrupulous	0.094	0.727	0.465
unseat	unseat	0.229	0.500	0.312
unseen	óséður	0.427	0.351	0.421
unselfish	óeigingjarnt	0.615	0.353	0.377
unsettled	óbyggð	0.208	0.647	0.170
unsightly	óljós	0.226	0.559	0.373
unsolicited	óumbeðinn	0.094	0.339	0.280
unsolved	óleyst	0.146	0.390	0.235
unsophisticated	unsophisticated	0.327	0.491	0.339
unsound	ósammála	0.146	0.222	0.272
unspeakable	óaðfinnanlegur	0.327	0.567	0.393
unspecified	ótilgreint	0.240	0.365	0.165
unspoken	ósagt	0.177	0.260	0.208
unstable	óstöðug	0.167	0.587	0.150
unsteady	óstöðug	0.122	0.500	0.190
unstoppable	óstöðvandi	0.625	0.887	0.862
unsuccessful	misheppnaður	0.140	0.318	0.106
unsuitable	óhæfur	0.188	0.528	0.300
unsung	unsung	0.296	0.330	0.314
unsupervised	án eftirlits	0.478	0.481	0.442
unsupported	ekki studd	0.260	0.450	0.221
unsure	óviss	0.143	0.580	0.217
unsurpassed	óviðjafnanleg	0.694	0.569	0.798
unsuspecting	grunlaus	0.302	0.509	0.413
unsustainable	ósjálfbær	0.255	0.650	0.406
unsweetened	ósykrað	0.396	0.263	0.300
unsympathetic	unsympathetic	0.163	0.620	0.281
untamed	untamed	0.429	0.778	0.709
untenable	óviðunandi	0.143	0.637	0.425
untested	untested	0.302	0.296	0.348
unthinkable	óhugsandi	0.365	0.480	0.481
untidy	órólegur	0.106	0.610	0.254
untie	untie	0.542	0.463	0.472
untimely	ótímabært	0.245	0.676	0.233
untitled	untitled	0.213	0.240	0.240
untold	ótal	0.240	0.367	0.191
untouchable	ótrúlegt	0.490	0.602	0.683
untouched	ósnortið	0.531	0.276	0.600
untoward	ótrúlegt	0.122	0.555	0.291
untraceable	untraceable	0.321	0.674	0.574
untrained	untrained	0.149	0.529	0.282
untranslated	untranslated	0.271	0.188	0.264
untroubled	untroubled	0.750	0.213	0.653
untrue	ósatt	0.031	0.500	0.188
untrustworthy	óáreiðanlegt	0.097	0.449	0.287
unturned	unturned	0.312	0.255	0.316
unused	ónotað	0.344	0.231	0.234
unusual	óvenjulegt	0.429	0.433	0.361
unusually	óvenjulegt	0.385	0.406	0.358
unutterable	unutterable	0.406	0.592	0.538
unveil	afhjúpa	0.439	0.442	0.562
unveiling	afhjúpa	0.569	0.570	0.675
unverified	óstaðfest	0.214	0.365	0.180
unwanted	óæskilegt	0.177	0.546	0.205
unwarranted	unwarranted	0.091	0.500	0.345
unwary	ómeðvitað	0.286	0.417	0.402
unwashed	unwashed	0.365	0.427	0.360
unwavering	unwavering	0.740	0.630	0.858
unwed	unwed	0.541	0.595	0.459
unwelcome	óvelkomin	0.115	0.480	0.269
unwell	óæskilegt	0.143	0.640	0.221
unwilling	óviljug	0.302	0.316	0.179
unwillingly	óviljandi	0.204	0.548	0.182
unwillingness	óviljandi	0.204	0.311	0.113
unwind	slaka á	0.837	0.181	0.394
unwise	óviturlegt	0.141	0.610	0.304
unwitting	óvarandi	0.260	0.526	0.344
unwittingly	ómeðvitað	0.312	0.510	0.264
unworthy	óverðug	0.194	0.433	0.226
unwrap	unwrap	0.604	0.491	0.557
unwritten	óskýrt	0.367	0.384	0.272
unyielding	unyielding	0.367	0.806	0.738
unzip	unzip	0.378	0.520	0.538
upbeat	uppástungur	0.878	0.531	0.802
upbringing	uppeldi	0.677	0.490	0.600
upcoming	komandi	0.688	0.460	0.550
update	uppfæra	0.698	0.535	0.802
upgrade	uppfærsla	0.786	0.500	0.670
upheaval	umrót	0.290	0.830	0.570
uphill	upp á við	0.396	0.723	0.572
uphold	viðhalda	0.698	0.321	0.561
upholstery	áklæði	0.592	0.270	0.386
upkeep	viðhald	0.590	0.442	0.685
upland	uppi	0.719	0.578	0.607
uplands	upplendi	0.615	0.471	0.577
uplift	uppreisn	0.656	0.779	0.771
uplifting	upplífgandi	0.771	0.548	0.605
uplink	upplína	0.544	0.510	0.595
upload	senda inn	0.638	0.683	0.696
upper	efri	0.740	0.529	0.868
uppercut	uppercut	0.410	0.600	0.550
uppity	uppity	0.465	0.546	0.417
upright	upprétt	0.667	0.373	0.600
uprising	uppreisn	0.561	0.777	0.704
uproar	uppörvandi	0.271	0.902	0.462
upscale	upscale	0.698	0.526	0.846
upset	í uppnámi	0.071	0.680	0.330
upshot	upshot	0.693	0.490	0.716
upstairs	Uppi	0.663	0.408	0.645
upstanding	framúrskarandi	0.851	0.390	0.708
upstart	uppstart	0.449	0.500	0.455
uptight	uppþétt	0.184	0.716	0.333
upward	upp á við	0.792	0.481	0.620
upwards	upp á við	0.724	0.439	0.638
uranium	úran	0.375	0.580	0.490
urban	þéttbýli	0.561	0.528	0.644
urchin	urchin	0.417	0.510	0.373
urge	hvetja	0.418	0.680	0.653
urgency	brýnt	0.429	0.908	0.543
urgent	brýn	0.327	0.918	0.623
urinal	þvagi	0.214	0.510	0.306
urinalysis	þvaglát	0.344	0.532	0.398
urinate	þvaglát	0.360	0.500	0.353
urination	þvaglát	0.271	0.441	0.232
urine	þvagi	0.375	0.361	0.169
urn	urn	0.194	0.520	0.295
usable	nothæft	0.812	0.455	0.611
usage	notkun	0.646	0.360	0.426
use	nota	0.438	0.358	0.409
used	notaður	0.354	0.306	0.287
useful	nothæft	0.833	0.411	0.726
usefully	gagnlegt	0.650	0.481	0.760
usefulness	gagnsemi	0.806	0.519	0.741
useless	gagnslaus	0.052	0.342	0.184
user	notandi	0.629	0.347	0.442
usher	innherja	0.521	0.440	0.519
usual	venjulega	0.625	0.221	0.400
usurp	usurp	0.125	0.818	0.433
usurped	usurped	0.292	0.780	0.438
usury	króna	0.344	0.679	0.430
utensil	áhöld	0.573	0.279	0.383
uterus	legi	0.551	0.420	0.510
utilitarian	gagnsemi	0.427	0.363	0.639
utility	gagnsemi	0.622	0.400	0.704
utilization	nýtingu	0.562	0.469	0.706
utilize	nýta	0.694	0.445	0.545
utmost	æðsta	0.719	0.740	0.858
utopian	utopian	0.542	0.327	0.552
utter	allsherjar	0.531	0.422	0.549
utterance	orðrómur	0.542	0.640	0.704
utterly	algerlega	0.633	0.440	0.673
vacancy	laust	0.643	0.311	0.418
vacant	laust	0.578	0.220	0.464
vacate	sleppa	0.357	0.490	0.397
vacation	frí	0.840	0.490	0.598
vaccination	bólusetning	0.530	0.578	0.621
vaccine	bóluefni	0.500	0.520	0.555
vacuolar	vacuolar	0.439	0.370	0.439
vacuole	vacuole	0.490	0.406	0.481
vacuous	vacuous	0.354	0.267	0.304
vacuum	tómarúm	0.327	0.196	0.134
vagabond	vagabond	0.384	0.531	0.144
vagina	leggöngum	0.551	0.870	0.500
vaginal	leggöngum	0.449	0.765	0.420
vagrancy	vagrancy	0.219	0.567	0.277
vagrant	vagrant	0.265	0.548	0.250
vague	óljós	0.271	0.335	0.083
vagueness	óljós	0.150	0.324	0.221
vainly	til einskis	0.365	0.283	0.169
valance	valance	0.424	0.286	0.371
vale	vale	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	Valentine	0.888	0.615	0.510
valet	þjónn	0.635	0.406	0.389
valiant	hugrakkur	0.880	0.745	0.904
valid	gild	0.693	0.353	0.565
validate	staðfesta	0.760	0.431	0.745
validation	staðfesting	0.655	0.460	0.720
validity	gildi	0.646	0.470	0.706
valium	valíum	0.419	0.398	0.443
valley	dalur	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	dýrmætur	0.899	0.547	0.798
valuables	verðmætir	0.790	0.625	0.759
valuation	mat	0.615	0.480	0.795
value	gildi	0.875	0.582	0.802
valve	loki	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	vampíru	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	vandal	0.135	0.792	0.473
vandalism	vandalism	0.083	0.904	0.509
vane	vængi	0.561	0.280	0.231
vanguard	framhlið	0.693	0.640	0.780
vanilla	vanillu	0.706	0.216	0.284
vanish	hverfa	0.236	0.480	0.347
vanished	hverfa	0.208	0.566	0.255
vanishing	hverfa	0.292	0.550	0.322
vanity	hégómi	0.260	0.540	0.439
vanquish	vanquish	0.708	0.760	0.804
vanquished	vanquished	0.496	0.529	0.176
vanquishing	vanquishing	0.600	0.748	0.764
vantage	vantage	0.740	0.632	0.788
vapor	gufu	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	breytu	0.620	0.407	0.400
variance	afbrigði	0.540	0.405	0.509
variation	afbrigði	0.635	0.561	0.406
variations	afbrigði	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	æðahnúta	0.235	0.462	0.368
varied	fjölbreytt	0.604	0.701	0.472
