Word	Hebrew-iw	Valence	Arousal	Dominance
rascal	שׁוֹבָב	0.169	0.706	0.445
rash	פריחה	0.219	0.820	0.491
raspberries	פטל	0.802	0.278	0.333
raspberry	פֶּטֶל	0.735	0.336	0.291
rat	עכברוש	0.271	0.567	0.255
ratchet	מַחגֵר	0.449	0.520	0.343
rate	ציון	0.521	0.297	0.407
ratification	אִשׁרוּר	0.653	0.577	0.609
ratify	לְאַשׁרֵר	0.750	0.462	0.716
rating	דֵרוּג	0.663	0.679	0.637
ratio	יַחַס	0.560	0.461	0.741
ration	מָנָה	0.521	0.346	0.390
rational	רַצִיוֹנָלִי	0.775	0.347	0.632
rationale	רציונלי	0.656	0.400	0.815
rationalism	רַצִיוֹנָלִיזם	0.562	0.500	0.676
rationality	רַצִיוֹנָלִיוּת	0.633	0.510	0.767
rationalize	לְיַעֵל	0.633	0.400	0.746
rationing	קיצוב	0.396	0.404	0.540
rattan	ראטאן	0.434	0.334	0.377
rattle	טִרטוּר	0.490	0.429	0.268
rattled	מקשקש	0.354	0.641	0.330
rattler	רַעֲשָׁן	0.396	0.730	0.455
rattlesnake	אֶפעֶה	0.188	0.803	0.613
ratty	עכברוש	0.354	0.450	0.358
raucous	צָרוּד	0.316	0.740	0.538
ravage	לַהֲרוֹס	0.214	0.755	0.575
rave	לְהִשְׁתוֹלֵל	0.490	0.637	0.420
raven	עוֹרֵב	0.479	0.446	0.426
ravenous	מוּרעָב	0.406	0.700	0.509
ravine	גַיא	0.354	0.673	0.413
raving	מִשׁתוֹלֵל	0.312	0.764	0.358
ravioli	רביולי	0.656	0.281	0.308
ravishing	מקסים	0.745	0.833	0.830
raw	גלם	0.143	0.349	0.342
rawhide	rawhide	0.292	0.360	0.327
rawr	rawr	0.457	0.635	0.406
ray	קֶרֶן	0.550	0.670	0.538
razor	סכין גילוח	0.260	0.610	0.481
reach	לְהַגִיעַ	0.719	0.625	0.690
react	לְהָגִיב	0.500	0.716	0.717
reaction	תְגוּבָה	0.470	0.811	0.706
reactionary	רֵיאַקצִיוֹנֶר	0.406	0.573	0.690
reactive	תְגוּבָתִי	0.434	0.817	0.721
reactor	כור	0.438	0.794	0.772
read	לקרוא	0.740	0.283	0.611
reader	קוֹרֵא	0.776	0.224	0.602
readership	קְהַל הַקוֹראִים	0.698	0.306	0.422
readily	לְלֹא קוֹשִׁי	0.740	0.290	0.547
readiness	נְכוֹנוּת	0.708	0.531	0.700
reading	קריאה	0.781	0.183	0.415
readjustment	הסתגלות	0.560	0.563	0.510
readout	הקראתי	0.590	0.250	0.518
ready	מוּכָן	0.770	0.388	0.648
readytogo	מוכן ללכת	0.667	0.654	0.578
reaffirm	לַחֲזוֹר וְלְאַשֵׁר	0.750	0.559	0.654
reagent	מֵגִיב	0.385	0.698	0.642
real	אמיתי	0.719	0.510	0.717
realism	רֵיאָלִיזם	0.740	0.545	0.670
realist	רֵיאָלִיסט	0.720	0.572	0.809
realistic	מְצִיאוּתִי	0.700	0.520	0.783
reality	מְצִיאוּת	0.786	0.365	0.787
realization	הִתמַמְשׁוּת	0.554	0.510	0.836
realize	לִהַבִין	0.757	0.462	0.647
realm	תְחוּם	0.708	0.509	0.878
realtor	המתווך	0.429	0.471	0.582
realty	מְקַרקְעִין	0.633	0.471	0.648
ream	לְקַדֵד	0.490	0.173	0.346
reap	לִקצוֹר	0.677	0.422	0.623
reaper	קוֹצֵר	0.340	0.565	0.464
reappear	יופיע שוב	0.688	0.625	0.632
rear	חלק אחורי	0.459	0.520	0.284
rearrange	לסדר מחדש	0.656	0.510	0.729
rearrangement	סידור מחדש	0.542	0.527	0.769
reason	סיבה	0.781	0.455	0.712
reasonable	סביר	0.902	0.337	0.726
reasonableness	סבירות	0.729	0.448	0.665
reasoning	הַנמָקָה	0.729	0.365	0.729
reasons	סיבות	0.583	0.460	0.571
reassemble	להרכיב מחדש	0.552	0.540	0.589
reassign	להקצות מחדש	0.359	0.490	0.559
reassignment	שינוי מחדש	0.551	0.480	0.415
reassurance	ביטחון	0.875	0.127	0.593
reassure	לְהַרְגִיעַ	0.837	0.306	0.630
reassured	הרגיעו	0.854	0.186	0.519
reassuring	מרגיע	0.847	0.308	0.691
rebate	הֲנָחָה	0.667	0.569	0.510
rebel	לִמְרוֹד	0.235	0.830	0.555
rebellion	מֶרֶד	0.245	0.843	0.746
rebellious	מַרדָנִי	0.344	0.880	0.663
rebels	מורדים	0.135	0.860	0.609
rebirth	תְקוּמָה	0.781	0.712	0.780
reboot	לְאַתחֵל	0.673	0.577	0.519
reborn	נולד מחדש	0.802	0.618	0.737
rebound	רִיבָּאוּנד	0.521	0.480	0.506
rebuild	לִבנוֹת מִחָדָשׁ	0.656	0.557	0.519
rebuke	לִנְזוֹף	0.115	0.677	0.429
rebut	לְהַפְרִיך	0.154	0.519	0.573
rebuttal	הַכחָשָׁה	0.312	0.690	0.540
recalcitrant	סָרְבָנִי	0.357	0.624	0.580
recall	לִזכּוֹר	0.583	0.351	0.525
recant	לַחֲזוֹר בּוֹ	0.333	0.575	0.482
recap	לסכם	0.602	0.578	0.667
recapture	לְשַׁחְזֵר	0.333	0.656	0.658
recast	לִבנוֹת מִחָדָשׁ	0.367	0.481	0.500
recede	לָסֶגֶת	0.231	0.449	0.245
receding	נסוגו	0.224	0.418	0.333
receipt	קַבָּלָה	0.542	0.230	0.415
receipts	קבלות	0.320	0.333	0.381
receive	לְקַבֵּל	0.740	0.462	0.551
received	קיבלו	0.646	0.436	0.561
receiver	מַקְלֵט	0.583	0.464	0.586
receiving	קבלה	0.719	0.562	0.623
recent	לאחרונה	0.592	0.365	0.589
receptacle	קיבול	0.500	0.451	0.426
reception	קבלה	0.694	0.375	0.567
receptionist	פְּקִיד קַבָּלָה	0.677	0.430	0.385
receptive	פָּתוּחַ	0.729	0.519	0.639
receptor	קוֹלֵט	0.417	0.360	0.510
recess	פגרה	0.646	0.510	0.367
recesses	נסוג	0.367	0.470	0.379
recession	שֵׁפֶל	0.368	0.398	0.373
recharge	הטעינה	0.584	0.702	0.664
recheck	בדוק שוב	0.440	0.490	0.529
recherche	NO TRANSLATION	0.458	0.490	0.363
recidivism	הִשָׁנוּת	0.245	0.520	0.558
recipe	מתכון	0.698	0.271	0.415
recipient	מקבל	0.604	0.324	0.679
reciprocal	הֲדָדִי	0.677	0.520	0.660
reciprocate	לִגמוֹל	0.760	0.460	0.618
reciprocity	הֲדָדִיוּת	0.740	0.673	0.556
recital	קונצרט	0.838	0.440	0.572
recitation	דִקלוּם	0.708	0.519	0.462
recite	לְדַקלֵם	0.688	0.398	0.453
reckless	לֹא זָהִיר	0.262	0.788	0.279
recklessness	פזיזות	0.292	0.763	0.380
reckon	לְחַשֵׁב	0.643	0.420	0.472
reckoning	חשבון נפש	0.418	0.622	0.532
reclaim	לְטַיֵב	0.469	0.724	0.648
reclamation	טִיוּב	0.573	0.750	0.548
recline	לְהִשָׁעֵן	0.460	0.404	0.418
reclining	שְׁכִיבָה	0.448	0.312	0.317
recluse	מִתבּוֹדֵד	0.240	0.490	0.446
recognition	הַכָּרָה	0.833	0.587	0.726
recognizable	ניתן לזיהוי	0.625	0.400	0.609
recognize	לזהות	0.760	0.315	0.600
recognized	מוּכָּר	0.875	0.458	0.786
recoil	רתע	0.089	0.429	0.259
recollect	לִזכּוֹר	0.688	0.491	0.602
recollection	זְכִירָה	0.722	0.337	0.566
recombinant	רקומביננטי	0.561	0.519	0.463
recombination	רקומבינציה	0.510	0.492	0.602
recommend	לְהַמלִיץ	0.812	0.439	0.672
recommendation	המלצה	0.912	0.388	0.664
recompense	תַגמוּל	0.844	0.620	0.853
recon	recon	0.500	0.447	0.400
reconcile	ליישב	0.760	0.470	0.625
reconciliation	פִּיוּס	0.896	0.570	0.604
reconfigure	תצורה מחדש	0.429	0.500	0.658
reconnaissance	סִיוּר	0.729	0.604	0.712
reconnect	התחבר מחדש	0.630	0.548	0.667
reconsider	לִשְׁקוֹל שׁוּב	0.448	0.442	0.582
reconsideration	בדיקה מחודשת	0.531	0.459	0.611
reconstitution	שחזור	0.587	0.461	0.783
reconstruct	לְשַׁחְזֵר	0.740	0.618	0.718
reconstruction	שִׁחזוּר	0.625	0.719	0.667
reconstructive	שחזור	0.596	0.444	0.722
reconvene	להתכנס	0.490	0.529	0.560
record	תקליט	0.552	0.421	0.500
recorder	מַקלִיט	0.551	0.374	0.481
recording	הקלטה	0.573	0.537	0.474
recount	לְסַפֵּר	0.479	0.402	0.509
recoup	לְקַבֵּל בְּחַזָרָה	0.719	0.422	0.575
recourse	פְּנִיָה	0.402	0.337	0.598
recover	לְהַחלִים	0.918	0.510	0.647
recoverable	ניתן להחזרה	0.780	0.388	0.709
recovery	התאוששות	0.781	0.402	0.737
recreate	לשחזר	0.724	0.545	0.616
recreation	נוֹפֶשׁ	0.909	0.632	0.660
recreational	פנאי	0.896	0.686	0.479
recruit	לגיס	0.551	0.654	0.633
recruiter	מגייס	0.662	0.630	0.690
recruiting	גיוס	0.448	0.787	0.693
recruitment	גיוס	0.479	0.645	0.591
recruits	מגויסים	0.396	0.653	0.593
rectal	דֶרֶך פִּי הַטַבַּעַת	0.344	0.618	0.410
rectangle	מַלבֵּן	0.479	0.225	0.438
rectangular	מַלבֵּנִי	0.438	0.240	0.307
rectification	יִשׁוּר	0.449	0.560	0.695
rectify	לְתַקֵן	0.625	0.480	0.634
rector	רֶקטוֹר	0.458	0.406	0.862
rectory	כומר	0.490	0.373	0.704
rectum	חַלחוֹלֶת	0.438	0.443	0.491
recumbent	שַׂרוּעַ	0.429	0.370	0.352
recuperation	הַברָאָה	0.688	0.418	0.500
recur	לְהִתְרַחֵשׁ שֵׁנִית	0.479	0.500	0.416
recurrence	הִשָׁנוּת	0.490	0.538	0.615
recurrent	חוזר ונשנה	0.552	0.500	0.561
recurring	מַחזוֹרִי	0.370	0.560	0.445
recursion	רקורסיה	0.312	0.580	0.543
recursive	רקורסיבי	0.459	0.590	0.561
recursively	רקורסיבית	0.427	0.519	0.618
recycle	לְמַחְזֵר	0.521	0.392	0.526
recycled	ממוחזר	0.561	0.316	0.409
recycling	מִחזוּר	0.552	0.320	0.509
red	אָדוֹם	0.427	0.385	0.377
reddish	אֲדַמדַם	0.521	0.337	0.328
redecorate	לשפץ	0.602	0.444	0.490
redeem	לִפְדוֹת	0.633	0.469	0.491
redeemed	נגאל	0.625	0.378	0.434
redemption	גְאוּלָה	0.376	0.408	0.545
redesign	עיצוב מחדש	0.622	0.460	0.396
redhead	ג'ִינג'ִי	0.677	0.549	0.518
redheaded	אדמונית	0.510	0.520	0.428
redirect	הפניה מחדש	0.469	0.360	0.648
redneck	גזען	0.401	0.500	0.348
redness	אוֹדֶם	0.151	0.470	0.417
redo	לַעֲשׂוֹת שׁוּב	0.481	0.500	0.535
redress	לְתַקֵן	0.677	0.558	0.649
reduce	לְהַפחִית	0.219	0.304	0.336
reduced	מוּפחָת	0.229	0.365	0.204
reduction	צִמצוּם	0.365	0.382	0.240
redundancy	יתירות	0.316	0.262	0.589
redundant	מיותר	0.210	0.500	0.527
redwood	רדווד	0.592	0.350	0.443
reed	קנה סוף	0.490	0.350	0.307
reef	שׁוּנִית	0.583	0.490	0.456
reefer	חשיש	0.500	0.453	0.421
reefs	שוניות	0.531	0.471	0.455
reek	צַחֲנָה	0.177	0.480	0.311
reel	סְלִיל	0.449	0.332	0.395
reelection	בחירה מחדש	0.541	0.673	0.681
reeling	הִתנוֹדְדוּת	0.327	0.542	0.267
reenactment	שיקום	0.771	0.592	0.768
reentry	החזרה	0.604	0.449	0.500
reestablish	לְהַקִים מִחָדָשׁ	0.635	0.490	0.692
ref	נ"צ	0.469	0.380	0.368
refer	מתייחס	0.506	0.358	0.558
referee	שׁוֹפֵט	0.531	0.644	0.778
reference	התייחסות	0.633	0.312	0.595
referendum	משאל עם	0.510	0.469	0.643
referral	הפניה	0.694	0.314	0.603
refill	מִלוּי	0.670	0.400	0.464
refine	לעדן	0.653	0.460	0.640
refined	מְזוּקָק	0.850	0.430	0.653
refinement	עֲדִינוּת	0.719	0.387	0.709
refinery	בֵּית זִקוּק	0.646	0.444	0.565
refining	זיקוק	0.694	0.466	0.664
refit	לְשַׁפֵּץ	0.500	0.577	0.506
reflect	משקף	0.698	0.342	0.472
reflecting	המשקף	0.590	0.408	0.471
reflection	הִשׁתַקְפוּת	0.710	0.500	0.528
reflective	מחזיר אור	0.656	0.292	0.735
reflector	מַחֲזִירוֹר	0.479	0.510	0.500
reflex	רֶפלֶקס	0.583	0.460	0.538
reflux	רפלוקס	0.281	0.559	0.347
reform	רֵפוֹרמָה	0.531	0.490	0.797
reformation	רֵפוֹרמָצִיָה	0.809	0.500	0.558
reformer	מְתַקֵן	0.562	0.569	0.905
refraction	שבירה	0.388	0.471	0.526
refractor	מפזר	0.510	0.541	0.433
refractory	עַקשָׁן	0.520	0.357	0.588
refrain	לְהִמָנַע	0.314	0.373	0.277
refraining	הימנעות	0.418	0.453	0.404
refresh	לְרַעֲנֵן	0.719	0.640	0.689
refreshed	רַעֲנָן	0.910	0.377	0.480
refreshing	מְרַעֲנֵן	0.936	0.520	0.571
refreshment	רִעֲנוּן	0.667	0.410	0.352
refrigerate	לְקַרֵר	0.635	0.357	0.457
refrigeration	קֵרוּר	0.735	0.392	0.500
refrigerator	מְקָרֵר	0.677	0.260	0.391
refuel	לְתַדְלֵק	0.592	0.445	0.500
refuge	מקלט	0.640	0.238	0.481
refugee	פָּלִיט	0.379	0.607	0.327
refund	הֶחזֵר	0.541	0.528	0.430
refurbish	לְחַדֵשׁ	0.656	0.633	0.541
refusal	סֵרוּב	0.052	0.610	0.321
refuse	מסרב	0.180	0.520	0.331
refused	סירב	0.163	0.475	0.188
refusing	מְסַרֵב	0.143	0.670	0.203
refutation	הַפרָכָה	0.312	0.726	0.566
refute	לְהַפְרִיך	0.312	0.731	0.583
regain	לְקַבֵּל בְּחַזָרָה	0.729	0.520	0.759
regal	מַלכּוּתִי	0.643	0.459	0.556
regalia	סִימָנֵי מָלכּוּת	0.760	0.441	0.556
regard	לְהִתְיַחֵס	0.802	0.336	0.809
regatta	תַחֲרוּת שַׂיִט	0.740	0.471	0.435
regency	עוֹצְרוּת	0.520	0.472	0.630
regenerate	לְהִתְחַדֵשׁ	0.782	0.607	0.767
regeneration	הִתחַדְשׁוּת	0.760	0.640	0.845
regent	יוֹרֵשׁ עֶצֶר	0.680	0.529	0.675
reggae	רגאיי	0.698	0.520	0.500
regime	מִשׁטָר	0.290	0.668	0.773
regimen	מִשׁטָר	0.428	0.538	0.840
regiment	גְדוּד	0.469	0.722	0.755
regimental	גְדוּדִי	0.292	0.637	0.817
region	אזור	0.540	0.295	0.712
regional	אֵזוֹרִי	0.620	0.400	0.607
regionalism	אזוריות	0.640	0.500	0.773
register	הירשם	0.490	0.412	0.654
registrar	רַשָׁם	0.599	0.537	0.574
registration	הַרשָׁמָה	0.622	0.396	0.574
registry	הרישום	0.573	0.320	0.583
regress	לָסֶגֶת	0.255	0.442	0.300
regression	נְסִיגָה	0.312	0.500	0.324
regressive	רָגרֶסִיבִי	0.302	0.434	0.363
regret	חֲרָטָה	0.230	0.623	0.331
regretful	מצטער	0.167	0.480	0.188
regrettable	מְצַעֵר	0.104	0.374	0.245
regretted	הצטערתי	0.352	0.540	0.368
regretting	חרטה	0.255	0.567	0.273
regroup	לַעֲרוֹך מִחָדָשׁ	0.633	0.602	0.797
regular	רגיל	0.435	0.188	0.558
regularity	סְדִירוּת	0.663	0.337	0.585
regulars	הקבועים	0.729	0.327	0.508
regulate	לְהַסדִיר	0.510	0.275	0.481
regulated	מוסדר	0.531	0.269	0.483
regulation	תַקָנָה	0.542	0.425	0.667
regulator	וַסָת	0.500	0.336	0.668
regulatory	רגולטורים	0.531	0.448	0.528
regurgitation	רגורגיטציה	0.160	0.647	0.315
rehab	שיקומי	0.531	0.450	0.593
rehabilitate	לְשַׁקֵם	0.671	0.538	0.642
rehabilitation	שיקום	0.406	0.528	0.606
rehash	rehash	0.405	0.451	0.403
rehearsal	חֲזָרָה	0.667	0.470	0.500
rehearse	חזרות	0.588	0.622	0.500
reign	לִמְלוֹך	0.806	0.567	0.873
reigning	שולט	0.677	0.632	0.870
reimburse	להחזיר	0.680	0.418	0.527
reimbursement	החזר	0.653	0.610	0.567
rein	לְרַסֵן	0.500	0.357	0.438
reincarnation	גִלגוּל נְשָׁמוֹת	0.786	0.747	0.676
reindeer	אַיָל	0.592	0.336	0.396
reinforce	לחזק	0.604	0.583	0.760
reinforcement	תִגבּוֹרֶת	0.729	0.702	0.902
reinforcements	תגבורות	0.646	0.719	0.875
reins	המושכות	0.480	0.448	0.545
reinstall	התקן מחדש	0.458	0.500	0.745
reinstate	להחזיר	0.760	0.551	0.596
reinstatement	החזרה	0.729	0.521	0.707
reinvest	להשקיע	0.570	0.627	0.763
reinvestment	- השקעה חוזרת	0.582	0.622	0.782
reiterate	לחזור	0.422	0.451	0.655
reject	לִדחוֹת	0.060	0.647	0.370
rejected	נִדחֶה	0.102	0.480	0.250
rejection	דְחִיָה	0.080	0.704	0.330
rejects	דוחה	0.083	0.637	0.422
rejoice	לִשְׂמוֹחַ	0.827	0.650	0.698
rejoicing	צָהֳלָה	0.811	0.637	0.592
rejoin	לָשׁוּב וֵלְהִצְטַרֵף	0.655	0.548	0.556
rejuvenate	לְהַצְעִיר	0.776	0.588	0.767
rejuvenated	התחדשו	0.809	0.673	0.700
rekindle	להצית מחדש	0.656	0.520	0.788
relapse	לְהָרֵע	0.173	0.460	0.303
relate	לְסַפֵּר	0.653	0.500	0.623
related	קָשׁוּר	0.677	0.365	0.519
relation	יַחַס	0.857	0.604	0.625
relationship	מערכת יחסים	0.867	0.566	0.589
relative	קרוב משפחה	0.500	0.378	0.386
relativity	תוֹרַת הָיַחֲסוּת	0.594	0.393	0.615
relax	לְהִרָגַע	0.927	0.250	0.375
relaxant	מרגיע	0.878	0.087	0.357
relaxation	הַרפָּיָה	0.873	0.161	0.381
relaxed	רָגוּעַ	0.865	0.090	0.382
relaxing	מַרגִיעַ	0.854	0.157	0.475
relay	ממסר	0.738	0.542	0.543
release	לְשַׁחְרֵר	0.740	0.606	0.741
released	מְשׁוּחרָר	0.844	0.490	0.651
relegation	הוֹרָדָה בְּדַרגָה	0.375	0.500	0.434
relentless	חֲסַר רַחֲמִים	0.333	0.713	0.904
relevance	הרלוונטיות	0.710	0.599	0.791
relevancy	רלוונטיות	0.724	0.481	0.673
relevant	רלוונטי	0.719	0.608	0.764
reliability	אֲמִינוּת	0.917	0.380	0.696
reliable	אָמִין	0.912	0.241	0.875
reliance	הסתמכות	0.844	0.431	0.853
relic	שָׂרִיד מְקוּדָשׁ	0.646	0.452	0.591
relics	שרידים	0.719	0.580	0.579
relief	הֲקָלָה	0.844	0.278	0.481
relieve	לְהַקֵל	0.813	0.183	0.536
relieved	הקלה	0.896	0.314	0.391
relieving	הקלה	0.740	0.255	0.455
relight	רלייט	0.560	0.588	0.519
religion	דָת	0.646	0.320	0.755
religious	דָתִי	0.740	0.238	0.696
relinquish	לִנְטוֹשׁ	0.265	0.606	0.286
relish	הנאה	0.854	0.610	0.632
relive	מחדש	0.750	0.650	0.693
reload	לִטעוֹן מִחָדָשׁ	0.562	0.611	0.571
relocate	לְמַקֵם מְחָדָשׁ	0.500	0.594	0.640
relocation	רילוקיישן	0.396	0.500	0.475
reluctance	אִי רָצוֹן	0.240	0.606	0.373
reluctant	מסרב	0.292	0.630	0.432
rely	לִסְמוֹך	0.812	0.429	0.616
remain	לְהִשָׁאֵר	0.709	0.365	0.731
remainder	היתרה	0.398	0.357	0.324
remaining	נוֹתָר	0.449	0.290	0.296
remains	שְׂרִידִים	0.610	0.240	0.565
remake	מַהֲדוּרָה מְחוּדֶשֶׁת	0.583	0.488	0.642
remand	הַאֲרָכַת מַעְצָר	0.245	0.446	0.318
remark	הֶעָרָה	0.561	0.325	0.716
remarkable	ראוי לציון	0.880	0.573	0.720
remarkably	להפליא	0.688	0.618	0.868
remarry	נישואין שניים	0.653	0.791	0.540
rematch	rematch	0.469	0.798	0.627
remedial	מְרַפֵּא	0.369	0.418	0.509
remedy	תְרוּפָה	0.625	0.283	0.491
remember	לִזכּוֹר	0.776	0.422	0.454
remembered	נזכר	0.916	0.333	0.588
remembering	זוכרת	0.535	0.386	0.509
remembrance	זֵכֶר	0.812	0.250	0.519
remind	לְהַזכִּיר	0.721	0.415	0.563
reminder	תִזכּוֹרֶת	0.552	0.423	0.589
reminisce	לְהַעֲלוֹת זִכרוֹנוֹת	0.903	0.490	0.363
reminiscent	מַזכִּיר	0.500	0.481	0.611
reminiscing	הַעֲלָאַת זִכרוֹנוֹת	0.688	0.431	0.418
remiss	רַשְׁלָנִי	0.190	0.650	0.325
remission	הֲפוּגָה	0.418	0.330	0.518
remit	לִמְחוֹל	0.510	0.509	0.473
remittance	מִשׁלוֹחַ	0.684	0.479	0.454
remnant	שָׂרִיד	0.367	0.312	0.388
remodel	לשפץ	0.604	0.647	0.693
remorse	חרטה	0.103	0.673	0.377
remorseful	מָלֵא חֲרָטָה	0.347	0.429	0.250
remote	מְרוּחָק	0.458	0.333	0.477
remoteness	ריחוק	0.323	0.510	0.339
removal	הֲסָרָה	0.245	0.540	0.368
remove	לְהַסִיר	0.292	0.539	0.472
remover	מסיר	0.337	0.443	0.526
remuneration	שָׂכָר	0.792	0.760	0.607
renaissance	רֵנֵסַנס	0.771	0.670	0.767
renal	שֶׁל הַכְּלָיוֹת	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	לְדַקלֵם	0.541	0.395	0.448
rendering	טִיוּחַ	0.531	0.434	0.667
rendezvous	מִפגָשׁ	0.750	0.490	0.658
rendition	בִּצוּעַ	0.417	0.360	0.398
renegade	עָרִיק	0.140	0.640	0.509
renegotiate	מו"מ מחדש	0.580	0.702	0.708
renew	לְחַדֵשׁ	0.868	0.481	0.713
renewal	הִתחַדְשׁוּת	0.770	0.710	0.672
renounce	לְהִתְכַּחֵשׁ	0.156	0.490	0.552
renovate	לְשַׁפֵּץ	0.878	0.549	0.755
renovated	מְחוּדָשׁ	0.783	0.406	0.657
renovation	שיפוץ	0.816	0.590	0.779
renown	מוֹנֵיטִין	0.693	0.475	0.693
renowned	נודע	0.844	0.481	0.697
rent	השכרה	0.344	0.429	0.446
rental	השכרת	0.510	0.370	0.308
renter	מַשׂכִּיר	0.590	0.301	0.371
renunciation	הִתכַּחֲשׁוּת	0.260	0.578	0.336
reopen	לפתוח מחדש	0.656	0.528	0.568
reorganization	אִרְגוּן מִחָדָשׁ	0.622	0.587	0.754
reorganize	לְאַרגֵן מֵחָדָשׁ	0.667	0.590	0.722
rep	נציג	0.520	0.510	0.640
repaint	לצבוע מחדש	0.622	0.382	0.308
repair	לְתַקֵן	0.583	0.460	0.589
repairman	טכנאי	0.582	0.426	0.707
reparation	פיצוי	0.531	0.615	0.732
repay	לְהַחזִיר	0.469	0.632	0.592
repayment	גְמוּל	0.479	0.490	0.474
repeal	ביטול	0.260	0.480	0.482
repeat	חזור	0.490	0.529	0.552
repeated	חוזר על עצמו	0.429	0.472	0.314
repeatedly	שוב ושוב	0.479	0.575	0.500
repeater	מַהְדֵר	0.479	0.426	0.430
repel	לַהֲדוֹף	0.224	0.620	0.441
repellant	דוחה	0.292	0.620	0.426
repellent	דוֹחֶה	0.286	0.500	0.491
repelling	דוחה	0.184	0.633	0.429
repent	לְהִתְחַרֵט	0.449	0.422	0.386
repentance	חזרה בתשובה	0.417	0.604	0.324
repentant	בתשובה	0.326	0.500	0.200
repertoire	רֶפֶּרטוּאָר	0.633	0.594	0.667
repertory	רפרטואר	0.562	0.473	0.528
repetition	חזרה	0.375	0.519	0.396
repetitive	חוזרת	0.320	0.438	0.362
rephrase	לנסח מחדש	0.547	0.451	0.549
replace	החלף	0.417	0.520	0.500
replacement	תַחֲלִיף	0.385	0.519	0.500
replay	שידור חוזר	0.612	0.522	0.761
replenish	לְחַדֵשׁ מְלַאִי	0.615	0.336	0.689
replete	גָדוּשׁ	0.552	0.497	0.670
replica	הֶעתֵק מְדוּיָק	0.480	0.520	0.493
replicate	לשכפל	0.480	0.630	0.585
replication	שכפול	0.342	0.618	0.510
reply	תשובה	0.762	0.290	0.596
report	להגיש תלונה	0.583	0.444	0.575
reported	דיווח	0.418	0.442	0.567
reporter	כַתָב	0.531	0.550	0.604
repose	מְנוֹחָה	0.469	0.100	0.330
reposition	מיצוב	0.408	0.529	0.509
repository	מאגר	0.406	0.396	0.500
repossess	repossess	0.418	0.667	0.552
reprehensible	רָאוּי לִנְזִיפָה	0.316	0.569	0.351
represent	לְיַצֵג	0.781	0.433	0.861
representation	יִצוּג	0.677	0.542	0.750
representative	נציג	0.704	0.366	0.694
represented	מיוצג	0.724	0.444	0.688
representing	המייצג	0.796	0.464	0.833
repress	לְהַדחִיק	0.208	0.612	0.536
repressed	עָצוּר	0.188	0.337	0.311
repression	הַדחָקָה	0.214	0.764	0.481
reprieve	אַרכָּה	0.531	0.471	0.574
reprimand	לִנְזוֹף	0.153	0.528	0.465
reprint	הֶדפֵּס	0.510	0.449	0.527
reprisal	תַגמוּל	0.125	0.788	0.545
reprise	שְׁנַאי	0.459	0.500	0.464
reproach	תוֹכֵחָה	0.240	0.755	0.384
reproduce	לְשַׁחְזֵר	0.823	0.622	0.760
reproduction	שִׁעתוּק	0.800	0.736	0.713
reproductive	שֶׁל הַרְבִיָה	0.770	0.604	0.856
reprogram	תכנות	0.519	0.404	0.557
reptile	זוֹחֵל	0.350	0.566	0.365
republic	רפובליקה	0.635	0.340	0.830
republican	רֶפּוּבּלִיקָנִי	0.398	0.551	0.664
repudiation	דחייה	0.167	0.686	0.274
repugnance	סְלִידָה	0.062	0.684	0.425
repugnant	דוֹחֶה	0.061	0.735	0.453
repulsion	דְחִיָה	0.247	0.673	0.353
repulsive	דוֹחֶה	0.146	0.775	0.425
repurchase	רכש חוזר	0.531	0.592	0.557
reputable	מְכוּבָּד	0.781	0.462	0.919
reputation	מוֹנֵיטִין	0.740	0.542	0.721
repute	מוֹנֵיטִין	0.729	0.500	0.702
reputed	נֶחשָׁב	0.439	0.528	0.627
request	בַּקָשָׁה	0.625	0.471	0.618
requiem	אַשׁכָּבָה	0.475	0.382	0.426
require	לִדרוֹשׁ	0.398	0.439	0.560
required	נדרש	0.583	0.509	0.700
requirement	דְרִישָׁה	0.510	0.439	0.728
requisite	נָחוּץ	0.448	0.363	0.609
requisition	דְרִישָׁה	0.478	0.510	0.649
reread	לקרוא מחדש	0.448	0.377	0.492
reroute	reroute	0.540	0.598	0.598
rerun	rerun	0.333	0.620	0.529
reschedule	תזמון	0.438	0.422	0.537
rescind	לבטל	0.347	0.380	0.391
rescission	-	0.333	0.529	0.360
rescue	לְהַצִיל	0.806	0.926	0.850
research	מחקר	0.633	0.663	0.741
researcher	חוֹקֵר	0.569	0.510	0.857
resection	כְּרִיתָה	0.375	0.482	0.500
resemblance	דִמיוֹן	0.743	0.216	0.570
resemble	לִדמוֹת	0.602	0.388	0.463
resembling	דוֹמֶה	0.592	0.250	0.529
resent	לְהִתְרַעֵם	0.073	0.553	0.163
resentful	מִתרַעֵם	0.120	0.608	0.324
resentment	טינה	0.163	0.745	0.528
reservation	הזמנה	0.688	0.343	0.561
reserve	לְהַזמִין	0.585	0.289	0.589
reserved	שמורות	0.594	0.316	0.583
reserves	עתודות	0.653	0.363	0.520
reservoir	מאגר	0.531	0.276	0.462
reset	אִתחוּל	0.490	0.450	0.574
reside	לִשְׁכּוֹן	0.451	0.440	0.455
residence	מגורים	0.615	0.382	0.585
