Word	Mongolian-mn	Valence	Arousal	Dominance
probable	магадлалтай	0.583	0.433	0.481
probate	probate	0.684	0.462	0.780
probation	туршилт	0.206	0.635	0.440
probationary	туршилт	0.333	0.610	0.500
probative	магадлалтай	0.500	0.431	0.483
probe	шалгаж байна	0.398	0.444	0.512
probing	шалгаж байна	0.385	0.470	0.463
probity	магадлал	0.469	0.423	0.598
problem	асуудал	0.062	0.644	0.415
problematic	асуудалтай	0.073	0.720	0.361
procedural	процедур	0.500	0.450	0.611
procedure	журам	0.625	0.548	0.654
proceed	үргэлжлүүлнэ үү	0.729	0.630	0.565
proceeding	үргэлжлүүлэх	0.688	0.428	0.753
proceeds	орлого	0.677	0.470	0.585
process	үйл явц	0.510	0.471	0.615
processing	боловсруулалт	0.726	0.774	0.711
procession	процессор	0.656	0.539	0.643
processor	процессор	0.685	0.460	0.673
proclaim	тунхаглав	0.719	0.673	0.876
proclamation	тунхаглал	0.708	0.767	0.871
procrastinate	хойшлуулах	0.276	0.353	0.315
procrastination	хойшлуулах	0.323	0.430	0.491
procreate	үржүүлж байна	0.646	0.760	0.802
procreation	нөхөн үржихүй	0.792	0.714	0.787
proctologist	proctologist	0.531	0.582	0.722
proctor	проктор	0.552	0.460	0.587
procure	Худалдан авах	0.745	0.520	0.630
procurement	худалдан авалт	0.781	0.559	0.759
prod	prod	0.480	0.479	0.426
prodigal	үрэлгэн	0.643	0.491	0.660
prodigious	гайхамшигтай	0.875	0.670	0.904
prodigy	гайхалтай	0.812	0.704	0.824
produce	үйлдвэрлэх	0.908	0.737	0.836
produced	үйлдвэрлэсэн	0.724	0.528	0.693
producer	үйлдвэрлэгч	0.559	0.561	0.917
producing	үйлдвэрлэх	0.632	0.616	0.700
product	бүтээгдэхүүн	0.646	0.417	0.648
production	үйлдвэрлэл	0.694	0.594	0.781
productive	бүтээмжтэй	0.847	0.677	0.773
productivity	бүтээмж	0.958	0.691	0.857
profane	бузар юм	0.167	0.701	0.436
profanity	гутаан доромжлол	0.115	0.790	0.491
profess	профессор	0.633	0.420	0.643
profession	мэргэжил	0.680	0.529	0.786
professional	мэргэжлийн	0.833	0.447	0.943
professionalism	мэргэжлийн ур чадвар	0.781	0.541	0.944
professor	профессор	0.656	0.398	0.721
professorship	профессор	0.582	0.339	0.718
proficiency	ур чадвар	0.667	0.857	0.804
proficient	чадварлаг	0.854	0.461	0.817
profile	профайл	0.689	0.293	0.529
profiler	profiler	0.520	0.415	0.559
profit	ашиг	0.930	0.462	0.721
profitable	ашигтай	0.870	0.392	0.736
profound	гүнзгий	0.755	0.546	0.736
profuse	аугаа	0.479	0.398	0.545
profusion	давуу тал	0.542	0.490	0.575
prog	прог	0.448	0.412	0.397
progenitor	progenitor	0.781	0.480	0.798
progeny	үр удам	0.571	0.351	0.580
prognosis	таамаглал	0.500	0.506	0.629
prognostic	таамаглал	0.646	0.604	0.704
program	хөтөлбөр	0.561	0.323	0.713
programme	хөтөлбөр	0.740	0.298	0.537
programmer	программист	0.562	0.426	0.759
programming	програмчлал	0.600	0.435	0.732
progress	ахиц дэвшил	0.880	0.642	0.877
progression	дэвшил	0.740	0.562	0.800
progressive	дэвшилтэт	0.755	0.606	0.810
prohibit	хориглох	0.167	0.758	0.537
prohibited	хориглох	0.115	0.770	0.482
prohibition	хориглох	0.204	0.684	0.568
prohibitive	Сул тал	0.156	0.667	0.585
project	төсөл	0.725	0.462	0.853
projectile	projectile	0.276	0.865	0.774
projectiles	projectiles	0.250	0.848	0.868
projecting	төсөөлөл	0.635	0.564	0.786
projection	төсөөлөл	0.708	0.500	0.731
projector	проектор	0.573	0.491	0.711
proletarian	пролетарarian	0.385	0.500	0.426
proletariat	proletariat	0.404	0.548	0.600
prolific	үр ашигтай	0.625	0.550	0.604
prologue	Прогресс	0.571	0.392	0.546
prolong	уртасгах	0.573	0.567	0.535
prolongation	сунгалт	0.542	0.536	0.675
prolonged	удаан хугацаагаар	0.406	0.453	0.560
prom	урамшуулал	0.527	0.440	0.404
promenade	амралтын газар	0.837	0.444	0.425
prominence	алдар нэр	0.706	0.590	0.796
prominent	алдартай	0.676	0.627	0.779
prominently	тодорч байна	0.771	0.633	0.831
promiscuity	садар самууныг	0.219	0.960	0.396
promiscuous	садар самууныг	0.214	0.800	0.436
promise	амлалт	0.823	0.500	0.704
promising	ирээдүйтэй	0.791	0.549	0.858
promissory	амлалт	0.571	0.551	0.593
promo	сурталчилгаа	0.602	0.551	0.614
promontory	тунгалаг	0.500	0.497	0.542
promote	дэмжих	0.830	0.596	0.853
promoter	дэмжигч	0.646	0.573	0.817
promotion	сурталчилгаа	0.906	0.755	0.769
promotional	сурталчилгаа	0.840	0.646	0.679
prompt	түр хүлээнэ үү	0.602	0.548	0.582
prompting	өдөөлтийг	0.587	0.423	0.571
promulgate	илгээлт	0.511	0.433	0.678
promulgation	сурталчилгаа	0.602	0.529	0.651
prone	элемент	0.415	0.434	0.454
prong	шатлалт	0.367	0.244	0.293
pronounce	хэлэх	0.653	0.520	0.563
pronounced	гэж хэлсэн	0.670	0.551	0.694
pronouncement	тунхаглал	0.662	0.567	0.750
pronto	NO TRANSLATION	0.646	0.500	0.468
pronunciation	дуудлага	0.531	0.431	0.588
proof	нотолгоо	0.438	0.509	0.619
prop	тулгуур	0.510	0.427	0.436
propaganda	суртал ухуулга	0.521	0.651	0.618
propagate	сурталчлах	0.561	0.609	0.630
propagation	сурталчлах	0.354	0.712	0.648
propane	пропан	0.346	0.473	0.436
propel	түлхэх	0.750	0.786	0.804
propelled	түлхсэн	0.633	0.736	0.731
propeller	сэнсний	0.479	0.569	0.482
propelling	түлхэх	0.602	0.770	0.824
propensity	хандлага	0.521	0.462	0.660
proper	зохистой	0.796	0.312	0.757
property	өмч	0.740	0.221	0.805
prophecy	эш үзүүллэг	0.747	0.692	0.750
prophesy	эш үзүүлээрэй	0.673	0.538	0.682
prophet	эш үзүүлэгч	0.673	0.462	0.774
prophetic	эш үзүүллэг	0.688	0.586	0.796
prophylactic	урьдчилан сэргийлэх үйл ажиллагаа	0.510	0.491	0.527
prophylaxis	урьдчилан сэргийлэлт	0.292	0.404	0.647
proportion	хувь хэмжээ	0.541	0.462	0.518
proportional	пропорциональ	0.729	0.380	0.621
proportionate	хувь тэнцүү	0.704	0.370	0.670
proportions	хувь хэмжээ	0.625	0.430	0.500
proposal	санал	0.888	0.667	0.596
propose	санал болго	0.604	0.720	0.710
proposition	санал	0.627	0.750	0.565
proprietary	өмчийн	0.771	0.278	0.814
proprietor	эзэн	0.735	0.480	0.843
proprietorship	аж ахуйн нэгж	0.667	0.441	0.807
propriety	зохистой байдал	0.823	0.273	0.798
propulsion	тийрэлтэт хөдөлгүүр	0.615	0.773	0.644
prose	зохиол	0.542	0.274	0.436
prosecute	яллах	0.479	0.587	0.769
prosecution	яллах	0.245	0.857	0.647
prosecutor	прокурор	0.450	0.491	0.796
prospect	хэтийн төлөв	0.733	0.442	0.698
prospection	хайх	0.594	0.633	0.640
prospective	ирээдүйд	0.678	0.500	0.717
prospectively	ирээдүйтэй	0.760	0.620	0.679
prospector	хайгч	0.573	0.651	0.640
prospectus	танилцуулга	0.612	0.558	0.873
prosper	хөгжил цэцэглэлт	0.935	0.633	0.857
prosperity	хөгжил цэцэглэлт	0.917	0.600	0.860
prosperous	хөгжилтэй	0.948	0.627	0.890
prostate	түрүү булчирхай	0.323	0.510	0.438
prosthetic	хиймэл	0.340	0.464	0.426
prostitute	биеэ үнэлэгч	0.167	0.860	0.427
prostitution	биеэ үнэлэх явдал	0.125	0.843	0.475
prostrate	субстрат	0.276	0.402	0.295
protagonist	нисгэгч	0.765	0.704	0.877
protect	хамгаалах	0.823	0.714	0.791
protected	хамгаалагдсан	0.854	0.378	0.709
protecting	хамгаалах	0.878	0.558	0.832
protection	хамгаалах	0.863	0.530	0.664
protective	хамгаалах	0.844	0.459	0.860
protector	хамгаалагч	0.779	0.360	0.824
protein	уураг	0.750	0.337	0.654
protest	эсэргүүцэх	0.140	0.889	0.596
protestant	protestant	0.330	0.730	0.546
protocol	протокол	0.178	0.500	0.786
proton	proton	0.458	0.415	0.491
prototype	загвар	0.673	0.330	0.657
protozoa	protozoa	0.350	0.452	0.402
protracted	удаан хугацаагаар үргэлжилсэн	0.592	0.509	0.580
protrude	бөхнө	0.704	0.627	0.753
protrusion	уцаарлав	0.354	0.670	0.510
proud	бахархалтай	0.906	0.700	0.873
prove	батлах	0.583	0.520	0.566
proven	батлагдсан	0.724	0.311	0.611
proverb	зүйр үг	0.714	0.260	0.518
proverbial	яруу найраг	0.583	0.430	0.697
provide	өгнө	0.833	0.517	0.704
provided	өгсөн	0.871	0.353	0.648
providence	сүнслэг байдал	0.603	0.337	0.755
provider	үйлчилгээ үзүүлэгч	0.751	0.494	0.750
providing	хангах	0.816	0.550	0.896
province	аймаг	0.714	0.255	0.471
provincial	орон нутгийн	0.645	0.341	0.481
provision	заалт	0.750	0.450	0.692
provisional	түр хугацаагаар	0.531	0.539	0.364
provisionally	түр хугацаагаар	0.570	0.470	0.461
provisions	заалтууд	0.670	0.510	0.642
proviso	Санамж	0.418	0.406	0.569
provocation	өдөөн хатгалга	0.210	0.893	0.705
provocative	өдөөн хатгалга	0.438	0.814	0.684
provoke	өдөөлтийг	0.300	0.871	0.735
provoked	өдөөсөн	0.271	0.676	0.528
provoking	сэтгэл хөдлөл	0.338	0.920	0.717
provost	порно	0.480	0.474	0.464
prowess	үр дүнтэй	0.792	0.657	0.833
prowl	prowl	0.312	0.542	0.396
prowler	Ачаалагч	0.375	0.608	0.509
proximal	proximal	0.541	0.460	0.562
proximate	proximate	0.667	0.433	0.519
proximity	ойрхон байна	0.677	0.508	0.569
proxy	прокси	0.521	0.408	0.520
prude	prude	0.327	0.410	0.333
prudence	ухаалгаар	0.781	0.284	0.679
prudent	ухаалаг байна	0.706	0.250	0.657
prune	хар чавга	0.531	0.311	0.382
pruning	тайрах	0.265	0.302	0.310
pry	pry	0.406	0.482	0.500
prying	prying	0.385	0.647	0.547
psalm	Дуулал	0.688	0.224	0.557
psalms	дуулал	0.602	0.252	0.534
pseudo	псевдо	0.367	0.389	0.282
pseudonym	pseudonym	0.500	0.398	0.423
psi	psi	0.429	0.454	0.449
psoriasis	Psoriasis	0.125	0.674	0.330
psych	psych	0.480	0.500	0.526
psyche	psyche	0.427	0.375	0.435
psychedelic	psychedelic	0.450	0.630	0.482
psychiatric	сэтгэл мэдрэлийн	0.210	0.616	0.525
psychiatrist	сэтгэцийн эмч	0.489	0.627	0.765
psychiatry	сэтгэцийн эмгэг	0.191	0.663	0.698
psychic	сэтгэцийн	0.490	0.559	0.726
psychical	сэтгэцийн	0.500	0.500	0.811
psychics	сэтгэцийн	0.490	0.529	0.692
psycho	сэтгэл зүйн байдал	0.039	0.922	0.560
psychoanalysis	Психоанализ	0.438	0.490	0.741
psychoanalyst	Психоаналист	0.343	0.600	0.738
psychobabble	psychobabble	0.363	0.602	0.543
psychological	сэтгэл зүйн байдал	0.406	0.449	0.660
psychologist	сэтгэл судлаач	0.375	0.308	0.658
psychology	сэтгэл судлал	0.561	0.396	0.726
psychopath	Психопат	0.040	0.943	0.536
psychopathic	Психопатик	0.077	0.918	0.508
psychosis	сэтгэлзүй	0.167	0.859	0.312
psychosomatic	сэтгэл санааны	0.250	0.580	0.473
psychotherapy	сэтгэл зүйн эмчилгээ	0.396	0.547	0.651
psychotic	сэтгэлзүй	0.198	0.856	0.474
pterodactyl	птеродактил	0.354	0.716	0.625
ptsd	ptsd	0.373	0.520	0.346
pub	pub	0.592	0.637	0.446
puberty	бэлгийн харьцаа	0.552	0.786	0.504
pubes	pubes	0.490	0.513	0.349
pubescent	бөөрөнхий	0.550	0.570	0.455
pubic	олон нийтийн	0.406	0.570	0.509
public	нийтийн	0.592	0.510	0.664
publication	нийтлэл	0.549	0.470	0.600
publicist	нийтлэлч	0.562	0.531	0.676
publicity	сурталчилгаа	0.590	0.622	0.679
publicly	олон нийтэд мэдээлэх	0.740	0.481	0.632
publicspeaking	NO TRANSLATION	0.448	0.917	0.632
publish	нийтлэх	0.714	0.547	0.603
published	Нийтлэгдсэн	0.667	0.429	0.570
publisher	хэвлэн нийтлэгч	0.571	0.392	0.691
publishing	нийтлэх	0.708	0.615	0.660
puck	Пак	0.398	0.490	0.349
pucker	Пакер	0.327	0.427	0.315
pudding	курс	0.750	0.255	0.202
puddle	усан сан	0.396	0.302	0.298
pudgy	pudgy	0.310	0.428	0.300
puff	хийсвэр	0.531	0.367	0.260
puffing	хийсэх	0.396	0.612	0.375
puffy	бөөлжис	0.333	0.540	0.387
pug	БАРУУН	0.600	0.298	0.462
puke	Пек	0.204	0.545	0.292
pull	Татах	0.450	0.685	0.473
pulley	дамар	0.480	0.333	0.413
pullover	Pullover	0.657	0.340	0.439
pulmonary	уушиг	0.276	0.471	0.544
pulp	Целлюлоз	0.469	0.231	0.324
pulpit	инул	0.469	0.449	0.517
pulsar	pulsar	0.490	0.500	0.618
pulsation	импульс	0.448	0.567	0.585
pulse	импульс	0.507	0.412	0.492
puma	Пума	0.615	0.704	0.561
pump	насос	0.417	0.882	0.681
pumped	шахсан	0.615	0.700	0.528
pumpkin	хулуу	0.539	0.177	0.355
pun	NO TRANSLATION	0.653	0.529	0.457
punch	цоолтуурын	0.229	0.787	0.608
punched	цоолсон	0.188	0.634	0.452
punching	олшрох	0.332	0.915	0.623
punchy	punchy	0.520	0.618	0.745
punctual	цаг хугацаа	0.745	0.337	0.636
punctuality	цаг тухайд нь	0.810	0.406	0.758
punctually	цагтаа	0.760	0.380	0.728
punctuation	цэг таслал	0.561	0.385	0.592
puncture	цооролт	0.198	0.777	0.420
pundit	богин	0.644	0.582	0.833
pungent	хурц ухаан	0.347	0.755	0.535
punish	шийтгэх	0.061	0.808	0.610
punishable	шийтгэгдэх боломжтой	0.198	0.588	0.433
punished	шийтгэсэн	0.177	0.735	0.481
punishing	шийтгэх	0.094	0.898	0.471
punishment	шийтгэл	0.083	0.825	0.536
punitive	шийтгэх	0.281	0.576	0.605
punk	punk	0.429	0.630	0.358
punt	punt	0.365	0.480	0.393
puny	puny	0.312	0.324	0.135
pup	гөлөг	0.755	0.427	0.302
pupil	сурагч	0.729	0.406	0.368
puppet	хүүхэлдэй	0.459	0.433	0.298
puppeteer	Дуучин нь	0.337	0.491	0.390
puppy	гөлөг	0.908	0.461	0.324
purchase	худалдан авах	0.625	0.500	0.616
purchaser	Худалдан авагч	0.510	0.549	0.673
purchasing	худалдан авах	0.667	0.653	0.661
pure	цэвэр	0.811	0.306	0.652
purebliss	NO TRANSLATION	0.625	0.451	0.526
puree	нухаш	0.708	0.255	0.208
purely	цэвэрхэн	0.684	0.441	0.536
purgatory	цэвэр ариун байдал	0.255	0.705	0.413
purge	Цэвэрлэх	0.125	0.566	0.327
purification	цэвэршүүлэх	0.847	0.452	0.774
purify	цэвэршүүлэх	0.823	0.304	0.746
purist	цэвэрлэгч	0.625	0.418	0.575
purity	цэвэр байдал	0.823	0.205	0.712
purple	ягаан	0.700	0.298	0.330
purport	хайх	0.663	0.377	0.684
purpose	зорилго	0.800	0.534	0.782
purposely	Зорилго	0.646	0.706	0.703
purr	хөмсөг	0.604	0.460	0.302
purring	Хөөрхий	0.748	0.330	0.271
purse	түрийвч	0.656	0.176	0.306
pursuance	Зорилго	0.552	0.500	0.559
pursue	хайх	0.417	0.783	0.536
pursuing	Дараа нь	0.483	0.906	0.690
pursuit	эрэлхийлэх	0.643	0.453	0.617
purveyor	цэвэрлэгч	0.643	0.480	0.843
purview	Тойрог	0.635	0.480	0.681
pus	Нугас	0.135	0.431	0.226
push	түлхэх	0.417	0.608	0.524
pusher	pusher	0.323	0.828	0.585
pushing	түлхэх	0.396	0.644	0.731
pushover	түлхэх	0.347	0.558	0.375
pushy	түлхэх	0.080	0.906	0.741
puss	гацуур	0.306	0.582	0.236
pussy	pussy	0.323	0.759	0.409
pussycat	pussycat	0.541	0.290	0.196
put	тавьсан	0.520	0.398	0.510
putative	тавьсан	0.510	0.480	0.410
putrid	putrid	0.146	0.620	0.385
puts	тавьсан	0.428	0.407	0.369
putt	putt	0.480	0.500	0.418
putter	Путтер	0.371	0.394	0.381
putty	шаваас	0.438	0.304	0.314
puzzle	эндүүрэл	0.537	0.471	0.525
puzzled	төөрөлдсөн	0.204	0.500	0.272
puzzling	санааг зовоож байна	0.296	0.644	0.353
pygmy	pygmy	0.357	0.373	0.317
pylon	pylon	0.417	0.288	0.370
pyramid	пирамид	0.740	0.390	0.635
pyramidal	пирамид	0.613	0.385	0.600
pyrotechnics	пиротехник	0.561	0.821	0.532
python	Python	0.219	0.618	0.618
quack	quack	0.530	0.451	0.625
quad	quad	0.520	0.441	0.391
quadrangle	дөрвөлжин хэлбэртэй	0.458	0.589	0.573
quadrant	квадрат	0.500	0.269	0.482
quadratic	квадрат	0.430	0.385	0.471
quadrature	квадрат	0.458	0.363	0.472
quadruple	дөрөв	0.510	0.400	0.589
quadrupole	квадрупол	0.450	0.425	0.386
quagmire	quagmire	0.318	0.480	0.413
quail	quail	0.500	0.318	0.287
quaint	Сонссон	0.625	0.463	0.474
quake	газар хөдлөлт	0.110	0.824	0.672
qualifications	мэргэшил	0.776	0.576	0.750
qualified	мэргэшсэн	0.760	0.520	0.815
qualify	шаардлага хангасан	0.730	0.594	0.520
qualifying	шаардлага хангасан	0.788	0.577	0.789
qualities	чанарууд	0.844	0.510	0.731
quality	чанар	0.896	0.443	0.852
quandary	хуучирсан	0.208	0.575	0.422
quantify	тоо	0.719	0.459	0.721
quantitative	тоон үзүүлэлт	0.604	0.460	0.667
quantitatively	тоо хэмжээгээр	0.510	0.491	0.713
quantity	тоо хэмжээ	0.520	0.472	0.783
quantum	квант	0.704	0.500	0.600
quarantine	хорио цээр	0.160	0.577	0.589
quarrel	маргаантай	0.112	0.929	0.496
quarry	ил уурхай	0.378	0.426	0.450
quart	quart	0.439	0.265	0.436
quarter	улирал	0.568	0.296	0.509
quarterback	улирал	0.677	0.726	0.767
quartered	дөрөвдүгээрт	0.296	0.870	0.395
quarterly	улирал бүр	0.604	0.380	0.448
quartermaster	улиралч	0.551	0.580	0.661
quarters	улирал	0.510	0.412	0.480
quartet	Квартет	0.479	0.377	0.472
quartile	улирал	0.438	0.445	0.445
quarto	NO TRANSLATION	0.458	0.396	0.393
quartz	кварц	0.704	0.292	0.481
quash	quash	0.271	0.689	0.518
quasi	бараг л	0.510	0.343	0.330
quaternary	дөрөвдөгчийн	0.491	0.370	0.509
quay	NO TRANSLATION	0.542	0.209	0.442
queasiness	амар амгалан	0.230	0.594	0.135
queasy	амар амгалан	0.250	0.587	0.225
queen	Хатан хаан	0.875	0.692	0.860
queer	хэцүү	0.286	0.610	0.304
quell	quell	0.388	0.696	0.434
quench	иж бурдэл	0.385	0.344	0.333
query	хайлт	0.521	0.420	0.467
quest	эрэл хайгуул	0.643	0.716	0.545
question	асуулт	0.510	0.410	0.509
questionable	эргэлзээтэй байна	0.268	0.551	0.365
questioning	асуулт асуух	0.438	0.696	0.509
questionnaire	санал асуулга	0.385	0.327	0.606
queue	дараалал	0.458	0.344	0.365
queues	дараалал	0.385	0.479	0.269
quibble	quibble	0.312	0.685	0.466
quiche	quiche	0.500	0.456	0.396
quick	хурдан	0.704	0.755	0.750
quicken	quicken	0.686	0.750	0.799
quickie	quickie	0.600	0.700	0.431
quickly	түргэн	0.784	0.850	0.636
quickness	хурдан	0.774	0.635	0.740
quicksand	түргэн шуурга	0.219	0.740	0.508
quicksilver	түргэн шуурга	0.417	0.441	0.529
quid	яахав	0.479	0.378	0.327
quiescent	харанхуй байна	0.500	0.160	0.305
quiet	чимээгүй байна	0.792	0.105	0.431
quietly	чимээгүйхэн	0.561	0.125	0.321
quill	quill	0.521	0.216	0.263
quilt	халхавчин дор	0.643	0.123	0.226
quince	quince	0.557	0.368	0.474
quinine	кунин	0.418	0.461	0.375
quintet	quintet	0.560	0.560	0.500
quirk	quirk	0.490	0.384	0.618
quirky	Тодорхойлолт	0.708	0.373	0.564
quit	гарах	0.469	0.559	0.488
quits	татгалздаг	0.229	0.480	0.352
quitter	NO TRANSLATION	0.260	0.460	0.321
quiver	Сэрээ	0.320	0.452	0.335
quivering	чичирч байна	0.407	0.776	0.342
quiz	асуулт хариулт	0.462	0.610	0.527
quorum	кворум	0.615	0.544	0.602
quota	квот	0.427	0.410	0.400
quotation	үнийн санал	0.796	0.590	0.461
quote	иш татах	0.680	0.550	0.430
quotes	ишлэлүүд	0.625	0.578	0.520
quotient	quotient	0.615	0.290	0.580
rabbi	Рабби	0.459	0.362	0.723
rabbit	туулай	0.685	0.330	0.241
rabble	борлогдсон	0.184	0.602	0.292
rabid	галзуу	0.089	0.827	0.454
rabies	галзуу	0.115	0.750	0.382
raccoon	элбэнх	0.541	0.435	0.320
race	уралдаан	0.592	0.426	0.658
racehorse	морьтон	0.719	0.702	0.600
racer	racer	0.480	0.631	0.678
racetrack	уралдааны зам	0.708	0.808	0.624
racial	арьсны өнгө	0.292	0.519	0.513
racism	racism	0.122	0.673	0.487
racist	racist	0.061	0.673	0.482
rack	өлгүүр	0.385	0.373	0.409
racket	сарьсан багваахай	0.520	0.356	0.352
racketeering	Зорилго	0.167	0.877	0.697
racking	шүүмжлэл	0.411	0.442	0.375
racquetball	racquetball	0.582	0.667	0.444
racy	Тэнэг хүн	0.427	0.566	0.390
radar	радар	0.521	0.615	0.579
radial	radial	0.439	0.404	0.500
radiance	гэрэлтсэн	0.796	0.625	0.719
radiant	гэрэлтсэн	0.888	0.717	0.791
radiate	гэрэлтүүлэх	0.719	0.735	0.738
radiation	цацраг туяа	0.167	0.741	0.536
radiator	радиатор	0.385	0.452	0.475
radical	радикал	0.500	0.792	0.811
radically	нэн эмзэг	0.552	0.731	0.715
radio	радио	0.573	0.402	0.358
radioactive	цацраг идэвхт бодис	0.190	0.798	0.741
radioactivity	цацраг идэвхт	0.240	0.910	0.696
radiograph	гэрэл зураг	0.561	0.490	0.491
radiography	гэрэл зураг	0.469	0.614	0.543
radiologist	радиологч	0.490	0.423	0.634
radiology	радиологи	0.459	0.460	0.574
radish	улаан лууван	0.500	0.316	0.398
radium	радиум	0.469	0.360	0.517
radius	радиус	0.521	0.324	0.500
radon	радон	0.323	0.418	0.375
raffle	сугалаа	0.640	0.510	0.454
raft	салхи	0.510	0.229	0.228
rag	даавуу	0.255	0.226	0.180
rage	уур хилэн	0.082	0.888	0.658
ragemode	ragemode	0.363	0.663	0.454
ragetweet	NO TRANSLATION	0.398	0.551	0.431
ragged	зангидсан	0.198	0.519	0.226
raggedy	raggedy	0.198	0.531	0.314
raging	ноцож байна	0.219	0.927	0.598
rags	даавуу	0.434	0.309	0.198
ragtime	ragtime	0.469	0.602	0.398
raid	робот	0.350	0.726	0.560
raider	робот	0.302	0.860	0.525
rail	төмөр зам	0.470	0.500	0.526
railing	хашлага	0.551	0.298	0.440
railroad	төмөр зам	0.591	0.592	0.500
railway	төмөр зам	0.613	0.615	0.623
raiment	хувцас хунар	0.667	0.402	0.377
rain	бороо	0.542	0.388	0.330
rainbow	солонго	0.878	0.350	0.462
rainbow trout	солонгор хулд	0.700	0.462	0.330
rainbows	бороотой	0.875	0.517	0.402
raincoat	raincoat	0.458	0.300	0.525
raindrops	борооны дусал	0.698	0.337	0.311
rainfall	хур бороо	0.604	0.314	0.378
rainforest	ширэнгэн ой	0.612	0.375	0.398
rainmaker	rainmaker	0.448	0.509	0.544
rainstorm	шуурга	0.392	0.535	0.377
rainy	бороотой	0.610	0.451	0.433
rainyday	бороотой өдөр	0.520	0.380	0.315
raise	өсгөх	0.885	0.685	0.765
raised	өссөн	0.656	0.326	0.643
raisin	үзэм	0.594	0.235	0.246
raising	өсгөх	0.735	0.519	0.643
rake	тармуур	0.410	0.286	0.314
rally	ралли	0.612	0.680	0.554
ram	хуц	0.406	0.452	0.388
ramble	нуруу	0.615	0.464	0.440
rambling	ярвигтай байна	0.448	0.510	0.528
ramp	налуу	0.490	0.517	0.357
rampage	авирах	0.240	0.875	0.509
rampant	газар авсан	0.490	0.788	0.526
rampart	тавцан	0.322	0.520	0.538
ramrod	ramrod	0.406	0.408	0.349
ranch	фермерийн аж ахуй	0.357	0.420	0.409
rancher	ранчер	0.510	0.520	0.543
rancid	rancid	0.156	0.451	0.214
random	Санамсаргүй	0.490	0.520	0.321
randomly	санамсаргүй байдлаар	0.410	0.594	0.302
randomness	санамсаргүй байдлаар	0.418	0.449	0.433
randy	Рэнди	0.490	0.394	0.481
range	хүрээ	0.490	0.472	0.615
ranger	байгаль хамгаалагч	0.526	0.545	0.705
rank	зэрэглэл	0.531	0.380	0.686
ranking	зэрэглэл	0.540	0.592	0.680
ransom	золиос	0.582	0.800	0.565
rant	Харамсалтай нь	0.219	0.774	0.482
ranting	Тариалах	0.181	0.755	0.500
rap	rap	0.604	0.575	0.464
rape	хүчингийн хэрэг	0.062	0.856	0.527
rapid	хурдацтай	0.667	0.788	0.768
rapidity	хурдацтай	0.667	0.798	0.806
rapids	Хурдны зам	0.573	0.817	0.788
rapist	rapist	0.062	0.906	0.571
rapper	рэппер	0.550	0.755	0.482
rapping	рапп	0.565	0.716	0.417
rapport	NO TRANSLATION	0.771	0.664	0.567
rapt	рэп	0.521	0.736	0.510
raptor	Рэптор	0.270	0.773	0.612
raptors	махчин шувууд	0.280	0.565	0.591
rapture	өргөгдөл	0.439	0.883	0.567
rare	ховор	0.396	0.413	0.236
rarely	ховор тохиолддог	0.408	0.367	0.366
rarity	ховор байдал	0.646	0.548	0.364
rascal	хууран мэхлэгч	0.169	0.706	0.445
rash	тууралт	0.219	0.820	0.491
raspberries	бөөрөлзгөнө	0.802	0.278	0.333
raspberry	бөөрөлзгөнө	0.735	0.336	0.291
rat	хулгана	0.271	0.567	0.255
ratchet	ратчет	0.449	0.520	0.343
rate	хувь хэмжээ	0.521	0.297	0.407
ratification	соёрхон батлах	0.653	0.577	0.609
ratify	соёрхон батлах	0.750	0.462	0.716
rating	үнэлгээ	0.663	0.679	0.637
ratio	харьцаа	0.560	0.461	0.741
ration	мөнгө	0.521	0.346	0.390
rational	оновчтой	0.775	0.347	0.632
rationale	үндэслэл	0.656	0.400	0.815
rationalism	rationalism	0.562	0.500	0.676
rationality	оновчтой байдал	0.633	0.510	0.767
rationalize	оновчтой болгох	0.633	0.400	0.746
rationing	регистр	0.396	0.404	0.540
rattan	rattan	0.434	0.334	0.377
rattle	чимээ	0.490	0.429	0.268
rattled	гомдоллов	0.354	0.641	0.330
rattler	ратчер	0.396	0.730	0.455
rattlesnake	rattlesnake	0.188	0.803	0.613
ratty	мэхэлж байна	0.354	0.450	0.358
raucous	Уучлаарай	0.316	0.740	0.538
ravage	муудах	0.214	0.755	0.575
rave	сайшаал	0.490	0.637	0.420
raven	хар	0.479	0.446	0.426
ravenous	Яарах	0.406	0.700	0.509
ravine	жалга	0.354	0.673	0.413
raving	гомдох	0.312	0.764	0.358
ravioli	ravioli	0.656	0.281	0.308
ravishing	гайхалтай	0.745	0.833	0.830
raw	түүхий эд	0.143	0.349	0.342
rawhide	rawhide	0.292	0.360	0.327
rawr	rawr	0.457	0.635	0.406
ray	Рен	0.550	0.670	0.538
razor	сахлын машин	0.260	0.610	0.481
reach	хүрэх	0.719	0.625	0.690
react	урвалд орно	0.500	0.716	0.717
reaction	урвал	0.470	0.811	0.706
reactionary	урвалын	0.406	0.573	0.690
reactive	реактив	0.434	0.817	0.721
reactor	реактор	0.438	0.794	0.772
read	унш	0.740	0.283	0.611
reader	уншигч	0.776	0.224	0.602
readership	уншигчид	0.698	0.306	0.422
readily	хялбархан	0.740	0.290	0.547
