Word	Romanian-ro	Valence	Arousal	Dominance
screwed	înșurubate	0.302	0.520	0.464
screwy	screwy	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	bileţel	0.429	0.453	0.358
scribe	scrib	0.541	0.264	0.491
scrimmage	îmbulzeală	0.367	0.660	0.411
scrip	traistă	0.430	0.462	0.455
script	scenariu	0.610	0.450	0.527
scriptural	biblic	0.551	0.250	0.596
scripture	scriptură	0.745	0.270	0.630
scroll	sul	0.375	0.630	0.409
scrotum	scrot	0.396	0.653	0.361
scrounge	şterpeli	0.210	0.565	0.397
scrounger	scotocitor	0.323	0.490	0.358
scrub	tufărie	0.417	0.420	0.500
scruffy	hățișurile	0.194	0.435	0.176
scrumptious	scrumptious	0.959	0.650	0.566
scrupulous	scrupulos	0.545	0.685	0.602
scrutinize	scruta	0.458	0.587	0.573
scrutiny	control	0.500	0.653	0.658
scuba	diving	0.542	0.494	0.456
scuff	scuff	0.165	0.560	0.376
scuffle	încăierare	0.146	0.800	0.529
scullery	bucătărioară	0.469	0.337	0.353
sculptor	sculptor	0.653	0.431	0.694
sculpture	sculptură	0.750	0.346	0.490
sculptured	sculptată	0.708	0.373	0.557
scum	gunoi	0.357	0.380	0.218
scumbag	gunoiul	0.240	0.591	0.278
scurry	alergătură	0.398	0.647	0.509
scurvy	scorbut	0.354	0.462	0.312
scuttle	fugă	0.438	0.398	0.430
sea	mare	0.833	0.353	0.589
seaboard	țărm	0.663	0.356	0.507
seafood	fructe de mare	0.656	0.500	0.328
seagull	pescăruş de mare	0.635	0.245	0.314
seal	sigiliu, focă	0.490	0.218	0.518
seals	sigilii	0.412	0.241	0.402
seam	cusătură	0.427	0.250	0.414
seaman	marinar	0.520	0.510	0.672
seamless	fără sudură	0.459	0.140	0.302
seamstress	croitoreasă	0.535	0.288	0.389
seaport	port maritim	0.594	0.317	0.491
sear	cauteriza	0.490	0.553	0.600
search	căutare	0.635	0.580	0.462
searching	in cautarea	0.534	0.657	0.466
searchlight	proiector	0.622	0.510	0.552
seared	tocită	0.229	0.410	0.398
seashore	malul marii	0.796	0.310	0.375
seasick	rau de mare	0.115	0.683	0.245
seaside	litoral	0.887	0.520	0.508
season	sezon	0.792	0.410	0.519
seasonal	sezonier	0.592	0.273	0.305
seasoned	condimentată	0.812	0.570	0.509
seasoning	asezonare	0.633	0.388	0.479
seat	scaun	0.542	0.281	0.434
seatbelt	centura de siguranta	0.656	0.314	0.726
seating	așezare	0.552	0.265	0.286
seawater	apa de mare	0.760	0.197	0.491
seaweed	alge	0.446	0.286	0.382
sec	sec	0.490	0.385	0.380
secession	secesiune	0.323	0.561	0.509
secluded	retras	0.357	0.265	0.240
seclusion	izolare	0.230	0.558	0.505
second	al doilea	0.490	0.210	0.250
second cousin	al doilea var	0.698	0.360	0.441
secondary	secundar	0.636	0.375	0.260
secondhand	la mâna a doua	0.194	0.389	0.283
secrecy	secret	0.294	0.549	0.475
secret	secret	0.479	0.580	0.509
secretariat	secretariat	0.518	0.459	0.597
secretary	secretar	0.612	0.426	0.561
secrete	secreta	0.427	0.567	0.518
secretion	secreţie	0.354	0.582	0.529
secretive	secretor	0.390	0.250	0.538
secretly	secret	0.525	0.404	0.479
sect	sectă	0.265	0.667	0.526
sectarian	sectar	0.260	0.606	0.517
section	secțiune	0.500	0.269	0.421
sectional	secțională	0.427	0.415	0.464
sector	sector	0.594	0.190	0.569
secular	laic	0.463	0.461	0.520
secularism	secularismul	0.367	0.440	0.559
secure	sigur	0.844	0.380	0.914
securities	titluri de valoare	0.750	0.304	0.852
security	Securitate	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	potolit	0.656	0.157	0.345
sedation	sedare	0.510	0.270	0.398
sedative	sedativ	0.314	0.273	0.352
sedentary	sedentar	0.292	0.185	0.273
sedge	rogoz	0.406	0.396	0.339
sediment	sediment	0.438	0.306	0.372
sedimentary	sedimentar	0.398	0.265	0.500
sedition	răzvrătire	0.327	0.557	0.591
seduce	seduce	0.462	0.864	0.689
seducer	seducător	0.704	0.812	0.775
seducing	ademenire	0.569	0.794	0.708
seduction	seducţie	0.510	0.891	0.618
seductive	seducător	0.771	0.821	0.667
see	vedea	0.635	0.269	0.312
seed	sămânță	0.656	0.135	0.306
seedling	răsad	0.406	0.343	0.423
seeds	semințe	0.731	0.269	0.418
seedy	indispus	0.229	0.390	0.325
seek	căuta	0.622	0.429	0.482
seeker	căutător	0.646	0.464	0.553
seem	părea	0.471	0.302	0.298
seemingly	aparent	0.490	0.410	0.356
seer	clarvăzător	0.604	0.481	0.740
seesaw	legănare	0.570	0.559	0.410
seething	clocoteste	0.312	0.821	0.642
segment	segment	0.469	0.290	0.440
segregate	separa	0.290	0.627	0.440
segregated	segregate	0.164	0.575	0.411
segregation	segregare	0.302	0.545	0.390
seismic	seismic	0.323	0.925	0.578
seize	confisca	0.656	0.644	0.673
seizure	sechestrare	0.177	0.775	0.462
seldom	rar	0.323	0.379	0.287
select	Selectați	0.615	0.406	0.602
selection	selecţie	0.594	0.340	0.595
selective	selectiv	0.612	0.347	0.706
selectman	selectman	0.552	0.547	0.609
selenium	seleniu	0.469	0.408	0.336
self	de sine	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	egoist	0.061	0.637	0.495
selfishness	egoism	0.200	0.686	0.453
selfless	altruistă	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	vinde	0.618	0.608	0.605
seller	vânzător	0.635	0.471	0.635
sellout	sellout	0.398	0.490	0.465
seltzer	Seltzer	0.448	0.452	0.406
semantics	semantică	0.698	0.394	0.569
semaphore	semafor	0.552	0.374	0.598
semblance	simulacru	0.500	0.471	0.442
semen	material seminal	0.500	0.755	0.471
semester	semestru	0.521	0.327	0.482
semi	semi	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	punct şi virgulă	0.378	0.255	0.318
seminal	seminal	0.459	0.413	0.566
seminar	seminar	0.583	0.360	0.623
seminary	seminar teologic	0.594	0.367	0.589
semiotics	semiotică	0.449	0.417	0.596
senate	senat	0.490	0.349	0.836
senator	senator	0.391	0.422	0.821
send	trimite	0.663	0.480	0.537
sender	expeditor	0.542	0.449	0.509
senescence	senescenta	0.378	0.456	0.394
senile	senil	0.280	0.211	0.305
senior	senior	0.561	0.415	0.536
seniority	vechime in munca	0.408	0.427	0.602
senor	Senor	0.527	0.217	0.630
senorita	Senorita	0.765	0.550	0.500
sensation	senzaţie	0.781	0.663	0.673
sensational	senzaţional	0.938	0.827	0.858
sense	sens	0.781	0.417	0.474
senseless	fără simțire	0.125	0.388	0.136
senses	simțurile	0.740	0.461	0.693
sensibility	sensibilitate	0.583	0.423	0.448
sensible	sensibil	0.625	0.454	0.312
sensibly	judicios	0.786	0.337	0.396
sensitive	sensibil	0.714	0.426	0.254
sensitivity	sensibilitate	0.750	0.417	0.395
sensor	senzor	0.571	0.377	0.542
sensory	senzorial	0.583	0.480	0.442
sensual	senzual	0.730	0.790	0.642
sensuality	senzualitate	0.844	0.840	0.632
sensuous	senzual	0.854	0.798	0.625
sentence	propoziție	0.625	0.265	0.548
sentencing	condamnare	0.120	0.782	0.561
sentient	sensibil	0.583	0.417	0.363
sentiment	sentiment	0.765	0.451	0.639
sentimental	sentimental	0.583	0.378	0.312
sentimentality	sentimentalitate	0.771	0.548	0.319
sentinel	santinelă	0.531	0.602	0.845
sentry	santinelă	0.470	0.547	0.684
separable	separabil	0.469	0.390	0.368
separate	separa	0.240	0.514	0.349
separately	separat	0.310	0.365	0.368
separation	separare	0.198	0.592	0.409
separatist	separatist	0.245	0.627	0.537
sepia	sepia	0.448	0.270	0.345
sepsis	sepsis	0.229	0.452	0.327
sept	clan	0.521	0.333	0.361
septic	septic	0.281	0.462	0.425
septum	sept	0.276	0.423	0.410
sequel	continuare	0.650	0.480	0.574
sequence	secvenţă	0.543	0.350	0.529
sequent	secvențial	0.531	0.423	0.591
sequestered	sechestrat	0.160	0.863	0.427
sequestration	sechestrare	0.177	0.860	0.500
serenade	serenadă	0.875	0.570	0.491
serendipity	Serendipity	0.677	0.413	0.500
serene	senin	0.802	0.132	0.370
serenity	seninătate	0.900	0.122	0.557
sergeant	sergent	0.408	0.600	0.833
serial	serial	0.469	0.350	0.472
serialize	serializa	0.500	0.455	0.593
series	serie	0.622	0.431	0.420
serif	serif	0.531	0.417	0.415
serious	serios	0.500	0.455	0.619
seriousness	gravitate	0.439	0.365	0.750
sermon	predică	0.417	0.507	0.615
serpent	şarpe	0.115	0.696	0.679
serpentine	serpentin	0.576	0.646	0.329
serrated	zimtat	0.388	0.435	0.418
serum	ser	0.520	0.231	0.443
servant	servitor	0.340	0.408	0.331
serve	servi	0.622	0.400	0.384
server	Server	0.656	0.356	0.536
service	serviciu	0.684	0.408	0.535
serviceable	în stare de funcționare	0.834	0.400	0.684
servile	servil	0.439	0.327	0.415
servitude	servitute	0.250	0.490	0.250
sesame	susan	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	sesiune	0.510	0.481	0.491
sessions	sesiuni	0.646	0.578	0.650
set	a stabilit	0.521	0.482	0.630
setback	regres	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	prepelicar	0.541	0.455	0.473
settle	rezolva	0.833	0.520	0.772
settled	stabilit	0.521	0.510	0.473
settlement	așezare	0.635	0.412	0.723
settler	colonist	0.573	0.453	0.519
settlor	fondator	0.531	0.434	0.534
setup	înființat	0.667	0.398	0.635
seven	Șapte	0.672	0.265	0.373
seventeen	şaptesprezece	0.585	0.296	0.321
seventh	al șaptelea	0.500	0.245	0.288
seventy	șaptezeci	0.625	0.353	0.446
sever	reteza	0.156	0.635	0.451
severable	separabilă	0.406	0.451	0.398
severally	separat	0.719	0.298	0.600
severance	separare	0.396	0.620	0.541
severe	sever	0.164	0.735	0.635
severely	strict	0.219	0.673	0.700
severity	severitate	0.260	0.712	0.661
sew	a coase	0.510	0.340	0.340
sewage	canalizare	0.255	0.343	0.339
sewer	canal	0.286	0.367	0.282
sewerage	canalizare	0.208	0.450	0.198
sewing	cusut	0.625	0.337	0.356
sex	sex	0.803	0.939	0.704
sexist	sexistă	0.255	0.798	0.411
sexual	sexual	0.584	0.959	0.640
sexuality	sexualitate	0.670	0.898	0.657
sexy	sexy	0.865	0.945	0.802
shabby	ponosit	0.235	0.519	0.259
shack	baracă	0.396	0.425	0.339
shackle	toartă	0.276	0.580	0.414
shade	umbră	0.388	0.265	0.278
shades	nuanțe	0.490	0.300	0.380
shading	umbrire	0.420	0.324	0.318
shadow	umbră	0.302	0.343	0.158
shadowy	întunecos	0.135	0.373	0.330
shady	umbrit	0.323	0.509	0.375
shaft	ax	0.549	0.275	0.472
shag	loden	0.417	0.462	0.340
shaggy	pletos	0.510	0.302	0.321
shake	scutura	0.439	0.689	0.539
shakedown	pat pliant	0.286	0.692	0.481
shaken	scuturat	0.344	0.657	0.333
shaker	agitator	0.520	0.728	0.518
shaking	zguduire	0.275	0.849	0.255
shaky	tremurător	0.260	0.734	0.223
shall	trebuie	0.510	0.385	0.412
shallow	superficial	0.427	0.298	0.351
shallows	adancituri	0.388	0.368	0.368
sham	fals	0.354	0.602	0.395
shaman	șaman	0.490	0.531	0.604
shambles	abator	0.271	0.696	0.287
shame	rușine	0.060	0.670	0.155
shamed	rusinat	0.135	0.567	0.218
shameful	ruşinos	0.040	0.680	0.264
shameless	nerușinat	0.274	0.713	0.407
shampoo	şampon	0.604	0.180	0.250
shanghai	Shanghai	0.551	0.450	0.509
shank	coadă	0.530	0.393	0.286
shanty	cocioabă	0.427	0.459	0.255
shape	formă	0.592	0.240	0.422
shapely	bine proporţionat	0.771	0.441	0.830
shard	elitră	0.388	0.407	0.426
share	acțiune	0.759	0.548	0.545
shareholder	acționar	0.656	0.632	0.915
sharing	partajare	0.827	0.462	0.545
shark	rechin	0.260	0.845	0.596
sharp	ascuțit	0.459	0.585	0.585
sharpen	ascuţi	0.582	0.694	0.611
sharpened	ascuțit	0.573	0.647	0.727
sharpener	ascuţitoare	0.532	0.435	0.327
sharpness	acuitate	0.729	0.385	0.653
sharpshooter	trăgător de elită	0.240	0.929	0.764
shatter	sfărâma	0.108	0.821	0.464
shattered	spulberat	0.097	0.806	0.309
shattering	brizant	0.135	0.760	0.475
shave	bărbierit	0.521	0.410	0.480
shaver	aparat de ras electric	0.418	0.450	0.392
shaving	ras	0.500	0.469	0.353
shawl	şal	0.720	0.365	0.230
sheaf	snop	0.396	0.387	0.456
shear	foarfece	0.286	0.647	0.388
shears	foarfece	0.429	0.527	0.254
sheath	teacă	0.460	0.314	0.342
sheathing	cămașă	0.378	0.480	0.642
shed	vărsa	0.427	0.402	0.470
sheen	luciu	0.812	0.510	0.712
sheep	oaie	0.604	0.206	0.161
sheepdog	sheepdog	0.684	0.442	0.529
sheepish	bleg	0.326	0.441	0.205
sheer	pur	0.604	0.250	0.481
sheet	foaie	0.439	0.174	0.302
sheik	șeic	0.521	0.579	0.708
shelf	raft	0.561	0.202	0.366
shell	coajă	0.615	0.408	0.391
shellfish	crustacee	0.594	0.412	0.393
shelling	decojirea	0.337	0.917	0.773
shelter	adăpost	0.704	0.229	0.569
sheltered	adăpostit	0.590	0.377	0.717
shelters	adăposturi	0.582	0.333	0.482
shelved	shelved	0.306	0.166	0.321
shepherd	păstor	0.656	0.304	0.610
sherbet	șerbet	0.592	0.363	0.348
sheriff	şerif	0.602	0.541	0.802
sherry	sherry	0.594	0.477	0.315
shield	scut	0.510	0.373	0.663
shift	schimb	0.479	0.610	0.491
shifting	schimbare	0.518	0.548	0.546
shifty	şmecher	0.365	0.687	0.483
shilling	şiling	0.521	0.342	0.430
shimmer	sclipire	0.745	0.562	0.656
shimmering	Sclipire	0.844	0.648	0.904
shimmy	tremur	0.478	0.476	0.462
shin	fluierul piciorului	0.459	0.500	0.231
shindig	shindig	0.552	0.560	0.491
shine	strălucire	0.844	0.539	0.741
shiner	Shiner	0.740	0.510	0.556
shingle	şindrilă	0.510	0.200	0.410
shining	strălucitor	0.885	0.673	0.812
shiny	lucios	0.885	0.604	0.787
ship	navă	0.646	0.500	0.439
shipment	expediere	0.582	0.440	0.452
shipping	livrare	0.622	0.327	0.443
shipshape	pus la punct	0.594	0.480	0.474
shipwreck	naufragiu	0.268	0.768	0.373
shipyard	şantier naval	0.398	0.583	0.595
shire	shire	0.479	0.257	0.609
shirt	cămaşă	0.698	0.186	0.231
shit	rahat	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	rahat	0.120	0.645	0.302
shitless	shitless	0.271	0.545	0.333
shitload	foarte mult	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	de pulărie	0.020	0.679	0.163
shiver	fior	0.260	0.765	0.236
shivering	tremurături	0.122	0.663	0.373
shoals	bancuri de nisip	0.396	0.408	0.375
shock	şoc	0.286	0.821	0.453
shocked	șocat	0.292	0.773	0.375
shocker	persoană șocantă	0.235	0.804	0.616
shocking	şocant	0.378	0.853	0.833
shockingly	revoltător	0.510	0.924	0.721
shoddy	calitate inferioara	0.082	0.463	0.179
shoe	pantof	0.517	0.225	0.288
shoelace	șiret de pantofi	0.396	0.280	0.307
shoemaker	cizmar	0.396	0.269	0.491
shoes	pantofi	0.729	0.324	0.210
shoeshine	lustru de pantofi	0.392	0.387	0.325
shook	scuturat	0.163	0.759	0.509
shoot	trage	0.092	0.926	0.625
shooter	trăgător	0.224	0.814	0.774
shooting	filmare	0.276	0.931	0.602
shootout	schimb de focuri	0.080	0.927	0.615
shop	magazin	0.725	0.632	0.565
shopkeeper	negustor	0.677	0.510	0.730
shoplifter	hoț din magazine	0.167	0.830	0.500
shoplifting	furt din magazine	0.152	0.833	0.441
shopper	cumpărător	0.646	0.615	0.741
shopping	cumpărături	0.915	0.445	0.630
shore	ţărm	0.542	0.304	0.204
shoreline	linia țărmului	0.677	0.296	0.529
shorn	tuns	0.396	0.415	0.400
short	mic de statura	0.184	0.264	0.237
short story	poveste scurta	0.697	0.321	0.348
shortage	deficit	0.094	0.455	0.198
shortcake	Shortcake	0.677	0.359	0.398
shortcoming	neajuns	0.195	0.370	0.258
shortcut	scurtătură	0.594	0.308	0.426
shorten	scurta	0.302	0.382	0.460
shortening	prescurtare	0.286	0.333	0.385
shorthand	stenografie	0.459	0.450	0.461
shortly	pe scurt	0.582	0.310	0.360
shortness	scurtime	0.459	0.280	0.272
shorts	pantaloni scurti	0.622	0.481	0.287
shortstop	Coechipierul	0.418	0.529	0.450
shortwave	unde scurte	0.460	0.271	0.368
shot	lovitură	0.144	0.750	0.569
shotgun	pusca	0.200	0.868	0.684
shoulder	umăr	0.562	0.286	0.406
shout	strigăt	0.229	0.925	0.444
shove	îmbrânci	0.306	0.690	0.602
shovel	lopată	0.427	0.308	0.267
shoveling	curățau	0.265	0.620	0.537
show	spectacol	0.673	0.771	0.719
showbiz	showbiz	0.661	0.713	0.598
showboat	Showboat	0.618	0.625	0.509
showcase	casetă de prezentare	0.521	0.255	0.415
showdown	showdown	0.302	0.950	0.692
shower	duș	0.669	0.346	0.336
showgirl	showgirl	0.633	0.694	0.481
showing	arătând	0.622	0.540	0.491
showoff	se dă mare	0.344	0.598	0.463
showroom	showroom	0.740	0.441	0.536
showy	arătos	0.698	0.657	0.661
shrapnel	șrapnel	0.240	0.740	0.681
shred	rupe în bucăți	0.224	0.750	0.627
shrew	scorpie	0.306	0.463	0.390
shrewd	perspicace	0.551	0.673	0.816
shriek	ţipăt	0.459	0.827	0.491
shrill	strident	0.312	0.721	0.640
shrimp	crevetă	0.571	0.361	0.425
shrine	altar	0.802	0.255	0.574
shrink	se contracta	0.385	0.453	0.272
shrinking	scădere	0.190	0.400	0.217
shrivel	cocoloși	0.160	0.409	0.143
shroud	giulgiu	0.417	0.457	0.389
shrub	arbust	0.531	0.340	0.340
shrubbery	boschet	0.490	0.267	0.332
shrug	umeri	0.208	0.296	0.278
shrunk	coșcovit	0.163	0.354	0.218
shrunken	stafidit	0.500	0.373	0.221
shudder	fior	0.344	0.791	0.559
shuddering	încrâncenare	0.302	0.802	0.638
shuffle	amesteca	0.459	0.450	0.556
shuffleboard	shuffleboard	0.531	0.459	0.377
shuffling	cârmeală	0.521	0.408	0.293
shun	se feri	0.418	0.604	0.389
shunned	shunned	0.271	0.464	0.367
shunt	derivație	0.312	0.500	0.470
shut	închide	0.240	0.352	0.311
shutdown	închide	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	obturator	0.191	0.380	0.482
shuttle	navetă	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	timid	0.280	0.153	0.132
shyness	timiditate	0.312	0.265	0.246
shyster	shyster	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	frate	0.857	0.340	0.636
sic	sic	0.370	0.459	0.380
sick	bolnav	0.104	0.431	0.136
sickbay	infirmerie	0.296	0.510	0.345
sicken	îngrețoșa	0.051	0.500	0.294
sickening	grețos	0.074	0.618	0.259
sickle	seceră	0.427	0.585	0.370
sickly	bolnăvicios	0.188	0.550	0.191
sickness	boală	0.094	0.704	0.288
side	latură	0.439	0.288	0.395
sidearm	pistol	0.410	0.474	0.500
sidebar	bara laterală	0.469	0.364	0.405
sideboard	bufet	0.590	0.259	0.426
sideburns	perciunii	0.777	0.327	0.308
sidecar	atas	0.552	0.449	0.500
sidekick	Sidekick	0.602	0.439	0.509
sideline	linie colaterală	0.440	0.382	0.517
sideshow	sideshow	0.458	0.594	0.658
sidestep	ocoli	0.378	0.559	0.407
sidewalk	trotuar	0.479	0.192	0.348
sideways	lateral	0.788	0.245	0.291
sidewinder	Sidewinder	0.500	0.500	0.439
siege	asediu	0.271	0.750	0.567
siesta	siestă	0.740	0.046	0.295
sieve	sită	0.459	0.250	0.333
sift	cerne	0.542	0.412	0.461
sifting	cernere	0.571	0.469	0.474
sigh	suspin	0.469	0.387	0.273
sight	vedere	0.684	0.250	0.528
sighting	reperare	0.582	0.560	0.627
sightseeing	turistic	0.875	0.552	0.697
sigma	sigma	0.490	0.472	0.535
sign	semn	0.620	0.481	0.397
signal	semnal	0.615	0.417	0.464
signature	semnătură	0.570	0.422	0.657
significance	semnificaţie	0.820	0.460	0.644
significant	semnificativ	0.827	0.649	0.786
signification	semnificaţie	0.583	0.337	0.530
signify	semnifica	0.453	0.422	0.634
signpost	signpost	0.510	0.400	0.446
silence	tăcere	0.438	0.200	0.223
silencer	surdină	0.417	0.356	0.482
silent	tăcut	0.469	0.125	0.280
silently	tăcut	0.448	0.185	0.306
silhouette	siluetă	0.582	0.410	0.288
silicon	siliciu	0.439	0.448	0.445
silicone	silicon	0.480	0.340	0.333
silk	mătase	0.760	0.115	0.300
silken	de mătase	0.730	0.265	0.394
silky	mătăsos	0.802	0.397	0.271
sill	pervaz	0.433	0.375	0.324
silliness	imbecilitate	0.327	0.368	0.192
silly	prost	0.384	0.349	0.161
silo	siloz	0.400	0.365	0.357
silt	nămol	0.510	0.269	0.200
silver	argint	0.684	0.451	0.615
silverware	argintărie	0.663	0.365	0.409
silvery	argintiu	0.543	0.460	0.517
similar	asemănător	0.562	0.250	0.423
similarity	similitudine	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	fierbe	0.650	0.293	0.393
simmering	foc mic	0.382	0.613	0.412
simple	simplu	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	naiv	0.429	0.144	0.358
simplicity	simplitate	0.667	0.250	0.337
simplify	simplifica	0.565	0.347	0.602
simplistic	simplist	0.490	0.245	0.391
simply	pur şi simplu	0.535	0.148	0.393
simulate	simula	0.551	0.375	0.417
simulated	simulat	0.500	0.461	0.356
simulating	simulând	0.552	0.462	0.481
simulation	simulare	0.552	0.574	0.567
simulator	Simulator	0.677	0.559	0.583
simultaneous	simultan	0.691	0.577	0.554
simultaneously	simultan	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	sincer	0.918	0.265	0.725
sincerity	sinceritate	0.908	0.351	0.686
sinful	păcătos	0.143	0.788	0.417
sing	cânta	0.858	0.606	0.420
singer	cântăreaţă	0.802	0.735	0.628
singing	cântat	0.885	0.594	0.528
single	singur	0.291	0.354	0.259
singly	unul câte unul	0.553	0.354	0.466
singular	singular	0.610	0.302	0.482
singularity	singularitate	0.582	0.348	0.654
singularly	singularly	0.571	0.330	0.527
sinister	sinistru	0.125	0.896	0.581
sink	chiuvetă	0.375	0.439	0.322
sinker	platine	0.302	0.557	0.538
sinking	scufundare	0.135	0.439	0.342
sinner	păcătos	0.237	0.667	0.356
sinning	păcătuind	0.170	0.700	0.422
sinus	sinusală	0.531	0.563	0.340
sip	înghiţitură	0.375	0.380	0.213
siphon	sifon	0.354	0.333	0.435
sipping	savurând	0.469	0.349	0.377
sir	domn	0.622	0.306	0.778
sire	sire	0.854	0.452	0.808
siren	sirenă	0.570	0.627	0.500
sirloin	muşchi	0.546	0.418	0.373
sissy	surioară	0.333	0.562	0.232
sister	soră	0.916	0.324	0.562
sisterhood	sisterhood	0.837	0.415	0.696
sit	sta	0.561	0.230	0.368
sitcom	sitcom	0.562	0.537	0.407
site	teren	0.677	0.265	0.452
sith	Sith	0.439	0.564	0.373
sitter	cloșcă	0.656	0.429	0.404
sitting	ședință	0.561	0.146	0.353
situate	situa	0.510	0.310	0.483
situated	situat	0.542	0.231	0.543
situation	situatie	0.531	0.387	0.600
six	şase	0.500	0.154	0.271
sixpence	sixpence	0.469	0.417	0.463
sixteen	şaisprezece	0.583	0.290	0.324
sixth	şaselea	0.521	0.275	0.366
sixty	şaizeci	0.694	0.240	0.433
sizable	barosan	0.727	0.337	0.657
size	mărimea	0.531	0.336	0.569
sizzle	sfârâi	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	patine	0.740	0.653	0.508
skateboard	skateboard	0.677	0.550	0.353
skater	patinator	0.633	0.774	0.652
skating	patinaj	0.745	0.673	0.435
skedaddle	fugi în dezordine	0.427	0.596	0.422
skeet	Skeet	0.469	0.549	0.413
skein	jurubiţă	0.449	0.372	0.287
skeletal	scheletic	0.306	0.558	0.318
skeleton	schelet	0.183	0.464	0.343
skeptic	sceptic	0.135	0.440	0.500
skeptical	sceptic	0.207	0.500	0.452
skepticism	scepticism	0.229	0.480	0.582
sketch	schiță	0.704	0.276	0.420
sketching	schiță	0.729	0.327	0.400
sketchy	vag	0.333	0.479	0.241
skewed	oblică	0.340	0.480	0.361
skewer	frigare	0.470	0.365	0.457
ski	schi	0.684	0.670	0.471
skid	derapa	0.357	0.640	0.440
skier	schior	0.802	0.788	0.639
skiff	schif	0.479	0.375	0.472
skiing	schi	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	abilitate	0.847	0.701	0.833
skilled	calificat	0.886	0.614	0.929
skillet	tigaie	0.510	0.296	0.345
skillful	abil	0.802	0.616	0.908
skim	frunzări	0.418	0.328	0.322
skimpy	zgârcit	0.302	0.349	0.208
skin	piele	0.569	0.350	0.395
skinny	slab	0.333	0.333	0.298
skip	ocolire	0.458	0.804	0.439
skipper	comandant de vas	0.440	0.577	0.692
skirmish	încăierare	0.290	0.640	0.474
skirt	fustă	0.602	0.463	0.226
skirting	plinta	0.449	0.529	0.386
skirts	fuste	0.622	0.538	0.241
skit	satiră	0.438	0.434	0.421
skittish	sperios	0.156	0.815	0.172
skull	craniu	0.276	0.558	0.574
skunk	sconcs	0.284	0.491	0.380
sky	cer	0.958	0.234	0.401
skylight	lucarnă	0.708	0.314	0.343
skyline	orizont	0.592	0.412	0.662
skyscraper	zgârie-nori	0.622	0.696	0.798
slab	dală	0.398	0.265	0.264
slack	moale	0.521	0.283	0.446
slag	zgură	0.266	0.600	0.254
slam	șlem	0.459	0.577	0.480
slammer	Slammer	0.417	0.565	0.391
slander	calomnie	0.184	0.604	0.454
slanderous	calomnios	0.057	0.800	0.337
slang	argou	0.479	0.418	0.491
slant	pantă	0.469	0.396	0.536
slap	palmă	0.100	0.804	0.518
slash	bară oblică	0.260	0.500	0.509
slashes	slash-uri	0.330	0.328	0.410
slate	ardezie	0.531	0.283	0.431
slates	foi de ardezie	0.500	0.270	0.342
slaughter	măcel	0.052	0.953	0.602
slaughterhouse	abator	0.146	0.794	0.472
slaughtering	abatorizare	0.133	0.947	0.714
slave	sclav	0.171	0.795	0.151
slavery	robie	0.052	0.783	0.218
slay	ucide	0.133	0.920	0.585
slayer	criminal	0.041	0.930	0.661
sleaze	sleaze	0.312	0.538	0.405
sleazy	șlampăt	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	săniuș	0.625	0.547	0.422
sledge	Culisare	0.646	0.500	0.361
sledgehammer	baros	0.449	0.479	0.482
sleek	neted	0.750	0.484	0.643
sleep	dormi	0.719	0.090	0.339
sleeper	vagon de dormit	0.640	0.154	0.254
sleeping	dormit	0.704	0.091	0.312
sleepless	nedormit	0.213	0.410	0.207
sleeplessness	insomnie	0.104	0.604	0.202
sleepover	Sleepover	0.815	0.519	0.340
sleepy	somnoros	0.604	0.125	0.250
sleepyhead	somnoros	0.327	0.350	0.294
sleet	lapoviţă	0.410	0.355	0.395
sleeve	maneca	0.531	0.270	0.273
sleeveless	fără mâneci	0.638	0.290	0.200
sleigh	sanie	0.742	0.551	0.396
sleight	dibăcie	0.719	0.677	0.379
slender	subţire	0.812	0.548	0.664
