Word	Kannada-kn	Valence	Arousal	Dominance
tackled	ನಿಭಾಯಿಸಲಾಗಿದೆ	0.438	0.612	0.569
tackling	ಸಜ್ಜುಗೊಳಿಸುವಿಕೆ	0.480	0.694	0.613
tacky	ಅಂಟುವ	0.245	0.490	0.373
taco	ಟ್ಯಾಕೊ	0.561	0.353	0.277
tact	ತಂತ್ರ	0.550	0.417	0.417
tactful	ತಂತ್ರಜ್ಞ	0.704	0.292	0.537
tactic	ತಂತ್ರ	0.531	0.434	0.798
tactical	ಯುದ್ಧತಂತ್ರದ	0.594	0.481	0.684
tactics	ತಂತ್ರಗಳು	0.583	0.676	0.774
tactile	ಸ್ಪರ್ಶ	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	ಟಾಡ್ಪೋಲ್	0.350	0.434	0.218
taffeta	ಟಫೆಟಾ	0.604	0.279	0.405
taffy	ಟಾಫಿ	0.448	0.431	0.204
tag	ಟ್ಯಾಗ್	0.612	0.353	0.375
tail	ಬಾಲ	0.480	0.272	0.293
tailed	ಬಾಲ	0.438	0.358	0.351
tailgate	ಟೈಲ್ ಗೇಟ್	0.323	0.340	0.398
tailings	ಟೈಲಿಂಗ್ಗಳು	0.439	0.311	0.446
taillight	ಮುಷ್ಕರ	0.479	0.367	0.283
tailor	ತಕ್ಕಂತೆ	0.573	0.206	0.450
tailoring	ಟೈಲರಿಂಗ್	0.673	0.540	0.566
tailpipe	ಟೈಲ್ ಪೈಪ್	0.460	0.429	0.409
taint	ಕೊಳೆತ	0.141	0.425	0.226
take	ತೆಗೆದುಕೊಳ್ಳಿ	0.828	0.537	0.348
takeoff	ಟೇಕ್ಆಫ್	0.755	0.884	0.626
takeout	ಹೊರಗೆ ತೆಗಿ	0.736	0.392	0.368
takeover	ಸ್ವಾಧೀನ	0.663	0.531	0.861
taker	ಟೇಕರ್	0.375	0.521	0.618
talcum	ಟಾಲ್ಕಮ್	0.500	0.196	0.291
tale	ಕಥೆ	0.663	0.300	0.336
talent	ಪ್ರತಿಭೆ	0.959	0.607	0.811
talented	ಪ್ರತಿಭಾವಂತ	0.939	0.635	0.938
talisman	ತಾಲಿಸ್ಮನ್	0.704	0.542	0.642
talk	ಮಾತನಾಡಿ	0.833	0.346	0.594
talkative	ಮಾತುಕತೆ	0.562	0.673	0.535
talker	ಟಾಕರ್	0.500	0.604	0.552
tall	ಎತ್ತರದ	0.725	0.591	0.538
tallies	ಎತ್ತರ	0.551	0.290	0.402
tallow	ಟಾಲೋ	0.344	0.283	0.290
tally	ಒಟ್ಟು	0.542	0.420	0.518
talon	ತಲಾನ್	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	ಟಾಂಬೊರಿನ್	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	ಟ್ಯಾಮರ್	0.385	0.783	0.815
taming	ಟೇಮಿಂಗ್	0.569	0.514	0.575
tamper	ವಿರೂಪಗೊಳಿಸು	0.184	0.802	0.545
tampon	ಗಿಡಿದು ಮುಚ್ಚು	0.396	0.394	0.345
tan	ತನ್	0.643	0.460	0.444
tandem	ಬೆನ್ನುಸಾಲು	0.552	0.406	0.485
tang	ಟ್ಯಾಂಗ್	0.594	0.383	0.340
tangent	ಸ್ಪರ್ಶಕ	0.573	0.373	0.454
tangerine	ಟ್ಯಾಂಗರಿನ್	0.571	0.271	0.395
tangible	ಸ್ಪಷ್ಟವಾದ	0.646	0.350	0.679
tangle	ಸಿಕ್ಕು	0.354	0.545	0.254
tangled	ಅವ್ಯವಸ್ಥೆಯ	0.260	0.539	0.316
tango	ಟ್ಯಾಂಗೋ	0.622	0.560	0.430
tank	ಟ್ಯಾಂಕ್	0.431	0.454	0.634
tank top	ಟ್ಯಾಂಕ್ ಟಾಪ್	0.610	0.371	0.371
tanker	ಟ್ಯಾಂಕರ್	0.520	0.647	0.713
tanned	tanned	0.615	0.550	0.491
tantalizing	ಪ್ರಲೋಭನಾ	0.525	0.788	0.625
tantamount	tantamount	0.633	0.288	0.670
tantrum	tantrum	0.219	0.817	0.404
taoism	ಟಾವೊ ತತ್ತ್ವ	0.490	0.250	0.456
tap	ಟ್ಯಾಪ್ ಮಾಡಿ	0.461	0.370	0.349
tape	ಟೇಪ್	0.531	0.277	0.254
tape measure	ಪಟ್ಟಿ ಅಳತೆ	0.406	0.250	0.360
taper	taper	0.541	0.410	0.415
tapering	ಸುತ್ತುವರಿಯುವುದು	0.344	0.380	0.237
tapestry	ವಸ್ತ್ರ	0.520	0.176	0.362
tapeworm	ಟೇಪ್ ವರ್ಮ್	0.357	0.334	0.331
tapioca	ಟ್ಯಾಪಿಯಾಕಾ	0.594	0.297	0.324
taps	ಟ್ಯಾಪ್ಸ್	0.448	0.378	0.409
tar	ಟಾರ್	0.438	0.440	0.570
tarantula	ಟಾಂಟ್ಯುಲಾ	0.260	0.718	0.544
tardiness	tardiness	0.296	0.452	0.260
tardy	tardy	0.204	0.592	0.293
target	ಗುರಿ	0.633	0.573	0.798
targeted	ಗುರಿ	0.573	0.537	0.573
targeting	ಗುರಿ	0.510	0.420	0.580
tariff	ಸುಂಕ	0.459	0.402	0.491
tarmac	ಟಾರ್ಮ್ಯಾಕ್	0.357	0.302	0.398
tarnish	ಕ್ಷೀಣಿಸು	0.204	0.441	0.342
tarot	ಟ್ಯಾರೋ	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	ತರಿ	0.392	0.413	0.388
tart	ಟಾರ್ಟ್	0.719	0.380	0.219
tartan	ಟಾರ್ಟಾನ್	0.448	0.423	0.389
tartar	ಟಾರ್ಟರ್	0.214	0.351	0.212
task	ಕಾರ್ಯ	0.550	0.353	0.500
tassel	ಟಸೆಲ್	0.552	0.330	0.307
taste	ರುಚಿ	0.802	0.406	0.465
tasteful	ರುಚಿಕರವಾದ	0.918	0.458	0.625
tasteless	ರುಚಿ ಇಲ್ಲ	0.146	0.196	0.148
tasting	ರುಚಿ	0.781	0.603	0.600
tasty	ಟೇಸ್ಟಿ	0.959	0.786	0.555
tat	ಟ್ಯಾಟ್	0.429	0.380	0.404
tattler	ಟ್ಯಾಟ್ಲರ್	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	ಹಚ್ಚೆ	0.490	0.602	0.525
taught	ಕಲಿಸಿದ	0.814	0.481	0.642
taunt	ಅಸಮಾಧಾನ	0.083	0.696	0.355
taupe	ಟೂಪ್	0.406	0.340	0.386
taut	ಬಿಗಿಯಾದ	0.432	0.704	0.457
tavern	ಹೋಟೆಲು	0.516	0.577	0.475
tawdry	ಕೊಳೆತ	0.375	0.510	0.398
tawny	ಕಂದುಬಣ್ಣದ	0.551	0.398	0.400
tax	ತೆರಿಗೆ	0.260	0.481	0.534
taxed	ತೆರಿಗೆ	0.255	0.456	0.500
taxi	ಟ್ಯಾಕ್ಸಿ	0.542	0.362	0.430
taxicab	ಟ್ಯಾಕ್ಸಿಕ್ಯಾಬ್	0.479	0.430	0.355
taxonomy	ಟ್ಯಾಕ್ಸಾನಮಿ	0.370	0.410	0.630
taxpayer	ತೆರಿಗೆದಾರರು	0.592	0.528	0.647
tea	ಚಹಾ	0.698	0.163	0.370
teach	ಕಲಿಸು	0.840	0.510	0.852
teacher	ಶಿಕ್ಷಕ	0.760	0.404	0.885
teaching	ಬೋಧನೆ	0.822	0.444	0.736
teacup	ಟೀಕ್ಅಪ್	0.633	0.135	0.277
teahouse	ಟೀಹೌಸ್	0.802	0.314	0.288
teal	ಟೀಲ್	0.540	0.293	0.321
team	ತಂಡ	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	ಸಹ ಆಟಗಾರ	0.865	0.449	0.660
teamwork	ತಂಡದ ಕೆಲಸ	0.918	0.490	0.773
teapot	ಟೀಪಾಟ್	0.479	0.110	0.309
tear	ಕಣ್ಣೀರು	0.404	0.620	0.327
tearful	ಕಣ್ಣೀರಿನ	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	ಟೀರಿ	0.167	0.473	0.216
tease	ಕೀಟಲೆ ಮಾಡು	0.317	0.790	0.432
teaser	ಟೀಸರ್	0.510	0.558	0.534
teasing	ಕೆರಳಿಸುವುದು	0.235	0.725	0.352
teaspoon	ಟೀಚಮಚ	0.521	0.330	0.221
teat	ಟೀಟ್	0.612	0.469	0.328
teatime	ಚಹಾ ಸಮಯ	0.847	0.159	0.339
tech	ಟೆಕ್	0.684	0.491	0.732
technical	ತಾಂತ್ರಿಕ	0.510	0.490	0.736
technicality	ತಾಂತ್ರಿಕತೆ	0.632	0.471	0.661
technician	ತಂತ್ರಜ್ಞ	0.592	0.510	0.713
technique	ತಂತ್ರ	0.760	0.414	0.593
techno	ಟೆಕ್ನೋ	0.561	0.539	0.500
technological	ತಾಂತ್ರಿಕ	0.680	0.452	0.815
technology	ತಂತ್ರಜ್ಞಾನ	0.776	0.490	0.825
ted	ಟೆಡ್	0.712	0.453	0.336
teddy bear	ಮಗುವಿನ ಆಟದ ಕರಡಿ	0.890	0.170	0.192
tedious	ಬೇಸರದ	0.104	0.406	0.241
tedium	ಟೆಡಿಯಮ್	0.224	0.331	0.298
tee	ಟೀ	0.459	0.373	0.377
teeming	ಕಳೆಯುವುದು	0.582	0.550	0.727
teen	ಹದಿಹರೆಯದವರು	0.729	0.531	0.568
teenage	ಹದಿಹರೆಯದವರು	0.667	0.673	0.558
teenager	ಹದಿಹರೆಯದವರು	0.781	0.593	0.527
teens	ಹದಿಹರೆಯದವರು	0.653	0.660	0.440
teensy	ಹದಿಹರೆಯದವರು	0.520	0.427	0.347
teeny	ಹದಿಹರೆಯದವರು	0.427	0.418	0.216
teeth	ಹಲ್ಲುಗಳು	0.520	0.388	0.427
teething	ಹಲ್ಲು ಹುಟ್ಟುವುದು	0.396	0.471	0.474
teflon	ಟೆಫ್ಲಾನ್	0.354	0.245	0.434
telegram	ಟೆಲಿಗ್ರಾಮ್	0.561	0.542	0.550
telegraph	ಟೆಲಿಗ್ರಾಫ್	0.594	0.423	0.400
telekinesis	ಟೆಲಿಕೆನ್ಸಿಸ್	0.582	0.646	0.667
telemetry	ಟೆಲಿಮೆಟ್ರಿ	0.460	0.382	0.611
telepathic	ಟೆಲಿಪಥಿಕ್	0.602	0.490	0.642
telepathy	ಟೆಲಿಪಥಿ	0.594	0.510	0.588
telephone	ದೂರವಾಣಿ	0.694	0.520	0.425
telescope	ದೂರದರ್ಶಕ	0.531	0.340	0.500
telescopic	ಟೆಲಿಸ್ಕೋಪಿಕ್	0.490	0.290	0.660
telethon	ಟೆಲಿಥಾನ್	0.643	0.641	0.473
teletype	ಟೆಲಿಟೈಪ್	0.532	0.392	0.455
televised	ದೂರದರ್ಶನ	0.625	0.519	0.518
television	ದೂರದರ್ಶನ	0.633	0.391	0.547
tell	ಹೇಳಿ	0.551	0.350	0.457
teller	ಹೇಳುವವರು	0.500	0.395	0.443
telling	ಹೇಳುವುದು	0.719	0.441	0.527
telltale	ಹೇಳಿ	0.240	0.663	0.426
temp	ಟೆಂಪ್	0.490	0.440	0.314
temper	ಕೋಪ	0.633	0.623	0.818
tempera	ಟೆಂಪೆರಾ	0.458	0.318	0.245
temperament	ಮನೋಧರ್ಮ	0.420	0.625	0.703
temperamental	ಉದ್ವಿಗ್ನತೆ	0.316	0.774	0.608
temperance	ಆತ್ಮಸಂಯಮ	0.500	0.294	0.639
temperate	ಸಮಶೀತೋಷ್ಣ	0.469	0.394	0.593
temperature	ತಾಪಮಾನ	0.521	0.559	0.473
tempered	ಮೃದುಗೊಳಿಸುವಿಕೆ	0.583	0.437	0.667
tempest	ಚಂಡಮಾರುತ	0.245	0.843	0.653
template	ಟೆಂಪ್ಲೇಟ್	0.479	0.311	0.411
temple	ದೇವಸ್ಥಾನ	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	ತಾತ್ಕಾಲಿಕ	0.500	0.413	0.360
temporarily	ತಾತ್ಕಾಲಿಕವಾಗಿ	0.500	0.365	0.373
temporary	ತಾತ್ಕಾಲಿಕ	0.458	0.415	0.324
tempt	ಪ್ರಚೋದಿಸುತ್ತದೆ	0.210	0.677	0.500
temptation	ಪ್ರಲೋಭನೆ	0.365	0.817	0.560
tempting	ಪ್ರಲೋಭನಗೊಳಿಸುವ	0.615	0.740	0.519
temptress	ಪ್ರಚೋದಕ	0.427	0.787	0.667
ten	ಹತ್ತು	0.562	0.260	0.406
tenable	ಹರಾಜು	0.741	0.412	0.636
tenacious	ಧೈರ್ಯಶಾಲಿ	0.724	0.658	0.692
tenacity	ಜಿಗುಟುತನ	0.740	0.657	0.889
tenancy	ಹಿಡುವಳಿ	0.500	0.458	0.605
tenant	ಹಿಡುವಳಿದಾರನು	0.385	0.360	0.398
tend	ಒಲವು	0.604	0.398	0.412
tendency	ಪ್ರವೃತ್ತಿ	0.684	0.500	0.675
tender	ನವಿರಾದ	0.630	0.520	0.509
tenderfoot	ಟೆಂಡರ್ಫೂಟ್	0.469	0.421	0.438
tenderness	ಮೃದುತ್ವ	0.949	0.276	0.367
tending	ತಗ್ಗಿಸುವುದು	0.622	0.556	0.594
tendon	ಸ್ನಾಯುರಜ್ಜು	0.341	0.271	0.463
tenement	ಗುತ್ತಿಗೆ	0.470	0.384	0.550
tenet	ತತ್ವ	0.667	0.333	0.636
tenets	ತತ್ವಗಳು	0.734	0.357	0.667
tenfold	ಹತ್ತುಪಟ್ಟು	0.469	0.418	0.500
tennis	ಟೆನ್ನಿಸ್	0.622	0.519	0.431
tenor	ಟೆನರ್	0.587	0.451	0.500
tense	ಉದ್ವಿಗ್ನತೆ	0.396	0.439	0.655
tensile	ಕರ್ಷಕ	0.458	0.510	0.618
tension	ಒತ್ತಡ	0.304	0.810	0.529
tent	ಟೆಂಟ್	0.510	0.275	0.333
tentacle	ಗ್ರಹಣಾಂಗಗಳ	0.370	0.559	0.398
tentative	ತಾತ್ಕಾಲಿಕ	0.582	0.657	0.534
tenth	ಹತ್ತನೇ	0.510	0.349	0.382
tenths	tenths	0.406	0.294	0.284
tenuous	ತೆಳುವಾದ	0.398	0.263	0.276
tenure	ಅಧಿಕಾರಾವಧಿ	0.615	0.472	0.611
tepee	tepee	0.500	0.337	0.373
tepid	ತೆಳುವಾದ	0.337	0.327	0.237
tequila	ಟಕಿಲಾ	0.612	0.710	0.536
teriyaki	ಟೆರಿಯಾಕಿ	0.646	0.449	0.431
term	ಅವಧಿ	0.450	0.255	0.598
terminal	ಟರ್ಮಿನಲ್	0.316	0.434	0.483
terminate	ಕೊನೆಗೊಳ್ಳುತ್ತದೆ	0.171	0.410	0.441
termination	ಮುಕ್ತಾಯ	0.344	0.472	0.545
terminator	ಟರ್ಮಿನೇಟರ್	0.370	0.663	0.737
terminology	ಪರಿಭಾಷೆ	0.612	0.284	0.566
terminus	ಟರ್ಮಿನಸ್	0.281	0.382	0.615
termite	ಟರ್ಮಿನೇಟ್	0.265	0.480	0.408
terms	ಪದಗಳು	0.490	0.362	0.645
tern	ಟರ್ನ್	0.573	0.365	0.309
ternary	ತ್ರಯಾಧಾರಿತ	0.550	0.406	0.480
terrace	ಟೆರೇಸ್	0.615	0.269	0.411
terrain	ಭೂ ಪ್ರದೇಶ	0.540	0.300	0.472
terrestrial	ಭೂಮಿಯ	0.542	0.413	0.582
terrible	ಭಯಾನಕ	0.061	0.849	0.604
terribly	ಭಯಾನಕ	0.061	0.731	0.430
terrier	ಟೆರಿಯರ್	0.562	0.540	0.431
terrific	ಭಯಂಕರ	0.859	0.650	0.821
terrified	ಭಯಭೀತನಾಗಿರುವ	0.090	0.902	0.387
terrifies	ಭಯಂಕರವಾಗಿದೆ	0.083	0.923	0.500
terrify	ಭಯಹುಟ್ಟಿಸು	0.052	0.889	0.509
terrifying	ಭಯಾನಕ	0.031	0.836	0.602
territorial	ಪ್ರಾದೇಶಿಕ	0.405	0.600	0.766
territory	ಪ್ರದೇಶ	0.625	0.469	0.676
terror	ಭಯೋತ್ಪಾದನೆ	0.069	0.902	0.415
terrorism	ಭಯೋತ್ಪಾದನೆ	0.060	0.971	0.673
terrorist	ಭಯೋತ್ಪಾದಕ	0.019	0.930	0.679
terrorists	ಭಯೋತ್ಪಾದಕರು	0.062	0.967	0.688
terrorize	ಭಯಹುಟ್ಟಿಸು	0.041	0.907	0.577
terse	ಸಂಕ್ಷಿಪ್ತವಾಗಿ	0.542	0.393	0.409
tertiary	ತೃತೀಯ	0.500	0.350	0.431
test	ಪರೀಕ್ಷೆ	0.449	0.500	0.509
testament	ಪುರಾವೆ	0.594	0.420	0.806
testicle	ವೃಷಣ	0.458	0.651	0.410
testicular	ವೃತ್ತಾಕಾರ	0.388	0.680	0.453
testify	ಸಾಕ್ಷ್ಯ	0.521	0.650	0.741
testimonial	ಪ್ರಶಂಸಾಪತ್ರ	0.541	0.538	0.750
testimony	ಪುರಾವೆಯನ್ನು	0.615	0.578	0.643
testosterone	ಟೆಸ್ಟೋಸ್ಟೆರಾನ್	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	ಟೆಟನಸ್	0.133	0.577	0.368
tether	ಟೆಥರ್	0.323	0.620	0.407
tethered	ಕಟ್ಟಿಹಾಕಿದ	0.260	0.472	0.351
tetrahedral	ಟೆಟ್ರಾಹೆಡ್ರಲ್	0.595	0.468	0.423
text	ಪಠ್ಯ	0.604	0.157	0.402
textbook	ಪಠ್ಯಪುಸ್ತಕ	0.622	0.235	0.526
textile	ಜವಳಿ	0.604	0.235	0.395
textural	ರಚನೆ	0.660	0.296	0.445
texture	ವಿನ್ಯಾಸ	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	ಧನ್ಯವಾದ	0.958	0.353	0.526
thankful	ಕೃತಜ್ಞರಾಗಿರುವಂತೆ	0.969	0.344	0.714
thankgod	ಧನ್ಯವಾದ ದೇವರೆ	0.823	0.451	0.466
thanking	ಧನ್ಯವಾದ	0.917	0.538	0.658
thankless	thankless	0.146	0.500	0.497
thanks	ಧನ್ಯವಾದಗಳು	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	ಕೃತಜ್ಞತಾ	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	ತುಂಡು	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	ಥಾಮಟರ್ಜಿ	0.510	0.546	0.618
thaw	ಕರಗಿಸು	0.438	0.321	0.327
theater	ನಾಟಕ	0.760	0.635	0.516
theatrical	ನಾಟಕೀಯ	0.720	0.690	0.546
theatrics	ಥೆಟ್ರಿಕ್ಸ್	0.694	0.539	0.486
thebest	ದಿ ಬೆಸ್ಟ್	0.760	0.596	0.719
theft	ಕಳ್ಳತನ	0.135	0.867	0.394
theism	ಸಿದ್ಧಾಂತ	0.460	0.431	0.481
theistic	ಆಸ್ತಿಕ	0.397	0.365	0.509
thelife	ಜೀವನ	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	ಥೀಮ್	0.541	0.176	0.427
theocracy	ಪ್ರಜಾಪ್ರಭುತ್ವ	0.490	0.427	0.722
theocratic	ದೇವತಾವಾದಿ	0.380	0.480	0.605
theologian	ದೇವತಾಶಾಸ್ತ್ರಜ್ಞ	0.521	0.304	0.759
theological	ದೇವತಾಶಾಸ್ತ್ರ	0.480	0.363	0.683
theology	ದೇವತಾಶಾಸ್ತ್ರ	0.448	0.330	0.711
theorem	ಪ್ರಮೇಯ	0.500	0.296	0.615
theoretical	ಸೈದ್ಧಾಂತಿಕ	0.615	0.270	0.546
theory	ಸಿದ್ಧಾಂತ	0.583	0.314	0.529
therapeutic	ಚಿಕಿತ್ಸಕ	0.625	0.275	0.680
therapeutics	ಚಿಕಿತ್ಸೆಗಳು	0.552	0.343	0.625
therapist	ಚಿಕಿತ್ಸಕ	0.468	0.430	0.679
therapy	ಚಿಕಿತ್ಸೆ	0.490	0.353	0.607
thereabouts	ಅಲ್ಲಿಯೇ	0.427	0.365	0.285
thereof	ಅದರಲ್ಲಿ	0.542	0.265	0.281
therewith	ಅದರೊಂದಿಗೆ	0.462	0.317	0.398
thermal	ಉಷ್ಣ	0.480	0.360	0.509
thermocouple	ಉಷ್ಣಯುಗ್ಮ	0.406	0.406	0.422
thermodynamics	ಉಷ್ಣಬಲ ವಿಜ್ಞಾನ	0.510	0.594	0.678
thermometer	ಥರ್ಮಾಮೀಟರ್	0.400	0.327	0.473
thermos	ಥರ್ಮೋಸ್	0.582	0.255	0.328
thermostat	ಥರ್ಮೋಸ್ಟಾಟ್	0.439	0.480	0.321
thesaurus	ಪ್ರಬಂಧ	0.520	0.480	0.509
thesis	ಪ್ರಬಂಧ	0.583	0.582	0.552
thick	ದಪ್ಪ	0.449	0.433	0.596
thicken	ಗಟ್ಟಿಗೊಳಿಸು	0.406	0.398	0.509
thickening	ದಪ್ಪವಾಗುವುದು	0.448	0.355	0.434
thicket	ಪೊದೆ	0.385	0.373	0.324
thickness	ದಪ್ಪ	0.552	0.370	0.443
thief	ಕಳ್ಳ	0.088	0.888	0.443
thigh	ತೊಡೆ	0.469	0.433	0.588
thimble	ಥಿಂಬಲ್	0.490	0.192	0.218
thin	ತೆಳುವಾದ	0.469	0.337	0.356
thing	ವಿಷಯ	0.449	0.222	0.260
things	ವಿಷಯಗಳು	0.519	0.250	0.368
thingy	thingy	0.458	0.312	0.158
think	ಯೋಚಿಸು	0.786	0.408	0.618
thinker	ಚಿಂತಕ	0.706	0.386	0.764
thinking	ಆಲೋಚನೆ	0.720	0.308	0.595
third	ಮೂರನೇ	0.551	0.187	0.304
thirds	ಮೂರನೇಯ	0.402	0.327	0.345
thirst	ಬಾಯಾರಿಕೆ	0.298	0.519	0.307
thirsty	ಬಾಯಾರಿದ	0.281	0.660	0.310
thirteen	ಹದಿಮೂರು	0.459	0.385	0.331
thirteenth	ಹದಿಮೂರನೆಯದು	0.408	0.330	0.425
thirty	ಮೂವತ್ತು	0.562	0.349	0.316
thistle	ಥಿಸಲ್	0.427	0.423	0.357
thither	ಅಲ್ಲಿಗೆ	0.500	0.270	0.316
thong	ತೊಂಗ್	0.467	0.596	0.269
thorn	ಮುಳ್ಳು	0.296	0.541	0.427
thorny	ಮುಳ್ಳಿನ	0.177	0.690	0.500
thorough	ಸಂಪೂರ್ಣ	0.467	0.350	0.558
thoroughbred	ಥೊರೊಬ್ರೆಡ್	0.669	0.740	0.716
thoroughfare	ಸಂಪೂರ್ಣ ರಸ್ತೆ	0.582	0.481	0.490
thought	ಭಾವಿಸಲಾಗಿದೆ	0.780	0.315	0.571
thoughtful	ಚಿಂತನಶೀಲ	0.667	0.290	0.527
thoughtfulness	ಚಿಂತನಶೀಲತೆ	0.867	0.269	0.667
thoughtless	ಚಿಂತನೆಯಿಲ್ಲ	0.194	0.580	0.452
thoughts	ಆಲೋಚನೆಗಳು	0.745	0.382	0.691
thousand	ಸಾವಿರ	0.663	0.355	0.480
thrash	ಥ್ರಷ್	0.260	0.510	0.472
thread	ಎಳೆ	0.646	0.184	0.209
threat	ಬೆದರಿಕೆ	0.135	0.865	0.667
threaten	ಬೆದರಿಕೆ	0.104	0.958	0.590
threatened	ಬೆದರಿಕೆ ಹಾಕಿದೆ	0.052	0.928	0.354
threatening	ಬೆದರಿಕೆ	0.071	0.875	0.652
three	ಮೂರು	0.653	0.225	0.377
threefold	ಮೂರುಪಟ್ಟು	0.521	0.400	0.534
threesome	ತ್ರಿಕ	0.490	0.676	0.560
thresh	ಥ್ರೆಶ್	0.490	0.417	0.500
threshold	ಮಿತಿ	0.531	0.519	0.575
thrice	ಮೂರು ಬಾರಿ	0.469	0.442	0.462
thrift	ಸೋವಿ	0.760	0.217	0.649
thrifty	ಪ್ರವರ್ಧಮಾನ	0.604	0.380	0.676
thrill	ಥ್ರಿಲ್	0.888	0.837	0.711
thrilled	ಥ್ರಿಲ್ಡ್	0.898	0.818	0.807
thriller	ಥ್ರಿಲ್ಲರ್	0.490	0.796	0.645
thrilling	ರೋಮಾಂಚಕ	0.930	0.827	0.782
thrive	ಹುಲುಸಾಗಿ	0.948	0.529	0.772
thriving	ಅಭಿವೃದ್ಧಿ ಹೊಂದುತ್ತಿದೆ	0.865	0.521	0.779
throat	ಗಂಟಲು	0.350	0.538	0.346
throb	ಥ್ರೋಬ್	0.500	0.673	0.556
throbbing	ಥ್ರೋಬಿಂಗ್	0.645	0.808	0.491
throes	ಗಂಟಲುಗಳು	0.146	0.760	0.235
throne	ಸಿಂಹಾಸನ	0.724	0.606	0.887
throng	ಜನಸಮೂಹ	0.480	0.810	0.706
throttle	ಥ್ರೊಟಲ್	0.562	0.804	0.750
throw	ಎಸೆಯಿರಿ	0.344	0.770	0.623
throwback	ಥ್ರೋಬ್ಯಾಕ್	0.280	0.454	0.356
thrower	ಎಸೆತಗಾರ	0.470	0.690	0.717
thrown	ಎಸೆದ	0.500	0.550	0.619
thrush	ತಳ್ಳು	0.306	0.490	0.454
thrust	ಒತ್ತು	0.510	0.647	0.663
thruster	ಥ್ರಸ್ಟರ್	0.698	0.812	0.719
thud	ಥಡ್	0.255	0.686	0.620
thug	ಥಗ್	0.240	0.882	0.667
thumb	ಹೆಬ್ಬೆರಳು	0.673	0.271	0.361
thumbprint	ಹೆಬ್ಬೆರಳು	0.510	0.347	0.451
thump	ಹೊಡೆತ	0.280	0.792	0.608
thumper	ಥಂಪರ್	0.354	0.623	0.457
thumping	ಉತ್ತುಂಗಕ್ಕೇರಿತು	0.214	0.755	0.566
thunder	ಗುಡುಗು	0.296	0.916	0.526
thunderbolt	ಗುಡುಗು	0.418	0.719	0.642
thunderclap	ಗುಡುಗು	0.390	0.833	0.607
thundering	ಗುಡುಗು	0.337	0.778	0.700
thunderstorm	ಚಂಡಮಾರುತ	0.135	0.860	0.784
thunderstruck	ಗುಡುಗು	0.194	0.716	0.509
thwart	ಅಡ್ಡಿಪಡಿಸು	0.281	0.684	0.409
thx	ಧನ್ಯವಾದ	0.562	0.425	0.461
thyme	ಥೈಮ್	0.561	0.255	0.325
thyroid	ಥೈರಾಯ್ಡ್	0.234	0.455	0.373
tiara	ಕಿರೀಟ	0.719	0.300	0.472
tibia	ಟಿಬಿಯಾ	0.450	0.302	0.425
tic	ಟಿಕ್	0.271	0.438	0.250
tick	ಟಿಕ್	0.521	0.386	0.412
ticked	ಗುರುತಿಸಲಾಗಿದೆ	0.469	0.386	0.455
ticker	ಟಿಕ್ಕರ್	0.479	0.471	0.509
ticket	ಟಿಕೆಟ್	0.684	0.387	0.434
tickle	ಟಿಕ್ಲ್	0.760	0.727	0.342
tickled	tickled	0.755	0.707	0.364
ticklish	ಟಿಕ್ಲಿಷ್	0.823	0.814	0.345
tidal	ಉಬ್ಬರವಿಳಿತದ	0.592	0.539	0.519
tidal wave	ಮಾರಿ ಅಲೆ	0.240	0.894	0.736
tidbit	ಟಿಡ್ಬಿಟ್	0.552	0.382	0.385
tide	ಉಬ್ಬರವಿಳಿತ	0.541	0.556	0.420
tidings	ಸುದ್ಧಿ	0.610	0.510	0.694
tidy	ಅಚ್ಚುಕಟ್ಟಾದ	0.760	0.208	0.647
tie	ಕಟ್ಟು	0.663	0.464	0.431
tier	ಶ್ರೇಣಿ	0.520	0.245	0.560
tiff	ಟಿಫ್	0.531	0.415	0.343
tiger	ಹುಲಿ	0.479	0.765	0.664
tighten	ಬಿಗಿಗೊಳಿಸು	0.388	0.487	0.627
tightness	ಬಿಗಿತ	0.344	0.606	0.759
