Word	Azeerbaijani-az	Valence	Arousal	Dominance
squirrel	sincap	0.592	0.358	0.333
squirt	fışqırıq	0.406	0.460	0.255
squish	squish	0.260	0.788	0.481
squishy	qaranlıq	0.516	0.333	0.307
stab	stab	0.167	0.882	0.595
stabbed	bıçaqlandı	0.031	0.875	0.431
stability	sabitlik	0.812	0.264	0.849
stabilize	stabilləşdirmək	0.839	0.427	0.722
stabilizer	stabilizator	0.688	0.353	0.767
stable	sabitdir	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	yığışdırmaq	0.470	0.282	0.427
stadium	stadion	0.635	0.679	0.611
staff	heyət	0.745	0.274	0.627
stag	stag	0.594	0.250	0.389
stage	mərhələ	0.592	0.306	0.473
stagecoach	stagecoach	0.516	0.519	0.627
stagehand	stephand	0.420	0.684	0.555
stagger	qəribə	0.531	0.620	0.458
staggering	təəccüblü	0.520	0.657	0.683
stagnant	durgun	0.300	0.500	0.208
stagnation	durğunluq	0.276	0.324	0.396
staid	sakit	0.385	0.290	0.634
stain	ləkə	0.453	0.324	0.264
stained	ləkələndi	0.245	0.460	0.209
stainless	paslanmayan	0.594	0.329	0.618
stair	merdiven	0.375	0.354	0.345
staircase	merdiven	0.469	0.347	0.440
stairs	nərdivanlar	0.510	0.439	0.342
stairway	merdiven	0.562	0.510	0.407
stairwell	nərdivan	0.510	0.292	0.333
stake	payı	0.406	0.608	0.460
stakeout	paytaxtı	0.344	0.546	0.600
stale	köhnəlmişdir	0.235	0.461	0.286
stalemate	söndürmək	0.296	0.354	0.267
stalk	sapı	0.436	0.272	0.395
stalker	stalker	0.177	0.930	0.639
stall	tövlə	0.370	0.245	0.292
stallion	aygır	0.628	0.596	0.779
stalls	stalls	0.582	0.378	0.451
stalwart	stalwart	0.812	0.430	0.691
stamina	dözümlülük	0.664	0.694	0.877
stamp	möhürü	0.438	0.327	0.441
stampede	mühakimə	0.235	0.875	0.683
stance	duruş	0.604	0.333	0.609
stand	durun	0.600	0.324	0.509
standard	standart	0.673	0.143	0.605
standardize	standartlaşdırmaq	0.684	0.353	0.729
standardized	standartlaşdırılmışdır	0.610	0.324	0.607
standby	gözləmə	0.260	0.224	0.386
standing	ayaqda	0.604	0.317	0.425
standoff	qarşıdurma	0.333	0.840	0.558
standpoint	baxımdan	0.585	0.388	0.652
standstill	dayandırmaq	0.441	0.203	0.500
standup	ayağa qalx	0.633	0.583	0.550
stanza	stanza	0.612	0.343	0.297
staph	staph	0.375	0.480	0.412
staple	ştapel	0.542	0.306	0.438
stapler	stapler	0.370	0.264	0.394
star	ulduz	0.833	0.418	0.560
star fruit	ulduz meyvəsi	0.701	0.433	0.427
starboard	sancaqlar	0.531	0.388	0.558
starch	nişasta	0.507	0.354	0.312
stardom	stardom	0.844	0.786	0.689
stardust	stardust	0.843	0.410	0.549
stare	gözləyin	0.541	0.430	0.538
starfish	denizyıldızı	0.680	0.320	0.421
stargazing	xəyanətdir	0.802	0.461	0.709
staring	baxıram	0.542	0.306	0.423
stark	stark	0.330	0.630	0.577
starlet	starlet	0.806	0.471	0.587
starlight	ulduz illəri	0.908	0.368	0.611
starling	ulduzlu	0.500	0.490	0.514
starry	ulduzlu	0.438	0.643	0.434
stars	ulduzlar	0.796	0.521	0.484
starship	starship	0.740	0.719	0.704
start	başlamaq	0.684	0.430	0.589
starter	başlanğıc	0.667	0.461	0.827
startle	şaşırtıcı	0.276	0.817	0.417
startled	həyəcanlandı	0.333	0.865	0.526
startling	şaşırtıcı	0.750	0.768	0.830
starvation	aclıq	0.240	0.592	0.284
starve	aclıq	0.073	0.729	0.402
starved	açdı	0.097	0.689	0.219
starving	aclıq	0.163	0.670	0.336
stash	stash	0.344	0.630	0.361
stat	stat	0.479	0.460	0.395
state	dövlət	0.562	0.320	0.604
stately	heyecan verici	0.830	0.728	0.915
statement	Şərhdə	0.688	0.608	0.825
stateroom	stateroom	0.653	0.380	0.441
stateside	dövlətlər	0.643	0.480	0.708
statesman	dövlət xadimi	0.510	0.490	0.736
static	statik	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	statik	0.542	0.290	0.527
station	stansiya	0.688	0.367	0.519
stationary	stasionar	0.408	0.240	0.484
stationery	dəftərxana ləvazimatı	0.570	0.120	0.455
statistic	statistik	0.508	0.420	0.609
statistical	statistik	0.714	0.353	0.627
statistician	statistikist	0.571	0.360	0.703
stator	stator	0.281	0.453	0.557
statuary	heykəl	0.561	0.281	0.500
statue	heykəl	0.542	0.153	0.570
statuette	heykəlcək	0.677	0.433	0.518
stature	boyu	0.470	0.353	0.664
status	statusu	0.658	0.377	0.588
statute	nizamnamə	0.592	0.330	0.673
statutory	qanuni	0.510	0.376	0.539
staunch	səylə	0.480	0.363	0.833
stave	stave	0.417	0.333	0.424
stay	qalmaq	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	qaldı	0.497	0.270	0.395
stays	qalır	0.633	0.363	0.564
stead	yerinə qoyun	0.551	0.214	0.510
steadfast	səbrsiz	0.771	0.433	0.800
steady	sabit	0.680	0.186	0.763
steak	biftek	0.625	0.359	0.315
steakhouse	steakhouse	0.802	0.379	0.547
steal	oğurlamaq	0.021	0.856	0.528
stealing	oğurluq	0.086	0.913	0.455
stealth	gizli	0.520	0.270	0.452
stealthily	gizlicə	0.763	0.294	0.458
stealthy	gizli	0.380	0.363	0.534
steam	buxar	0.469	0.413	0.421
steamboat	Buxarboat	0.708	0.500	0.633
steamer	buxar	0.510	0.442	0.528
steaming	buxarlanma	0.592	0.553	0.402
steamroller	steamroller	0.396	0.567	0.667
steamship	buxarlanma	0.469	0.490	0.569
steamy	buxar	0.479	0.538	0.445
steel	polad	0.521	0.420	0.714
steep	dik	0.312	0.612	0.321
steeple	steeple	0.625	0.519	0.500
steer	sükutla	0.469	0.490	0.527
steering	Rəhbərlik	0.580	0.431	0.660
stellar	stellar	0.796	0.580	0.769
stem	kök	0.615	0.191	0.336
stench	kədər	0.104	0.570	0.298
stencil	stencil	0.500	0.327	0.421
stenographer	stenoqraf	0.510	0.408	0.589
step	addım	0.531	0.321	0.347
stepdaughter	övladlıq	0.510	0.510	0.432
stepfather	baba	0.396	0.491	0.611
stepmother	ögey ana	0.427	0.530	0.484
steppe	sahə	0.427	0.321	0.379
steps	addımlar	0.511	0.349	0.373
stepson	oğlu	0.614	0.406	0.480
stereo	stereo	0.617	0.519	0.500
stereoscopic	stereoskopik	0.363	0.417	0.574
stereotype	stereotip	0.151	0.422	0.612
stereotyped	stereotipli	0.375	0.510	0.436
sterile	steril	0.302	0.471	0.291
sterility	itaətsizlik	0.201	0.519	0.414
sterilize	sterilizasiya edin	0.406	0.510	0.520
sterling	sterlinq	0.529	0.481	0.615
stern	sərt	0.552	0.394	0.415
sternum	sternum	0.520	0.422	0.436
steroid	steroid	0.360	0.706	0.681
stethoscope	Steteskop	0.427	0.377	0.490
stew	güveç	0.667	0.373	0.250
steward	steward	0.633	0.238	0.550
stewardess	stüardessa	0.625	0.491	0.491
stewardship	İdarəetmə	0.551	0.440	0.617
stfu	stfu	0.292	0.500	0.390
stick	sopa	0.396	0.364	0.382
sticker	stiker	0.583	0.306	0.346
sticking	yapışdırmaq	0.486	0.425	0.356
stickler	stickler	0.385	0.471	0.417
stickup	stickup	0.453	0.537	0.434
sticky	yapışqan	0.385	0.569	0.292
stiff	sərt	0.158	0.459	0.569
stiffen	qorumaq	0.360	0.582	0.719
stiffness	sərtlik	0.323	0.500	0.657
stifle	boğulma	0.240	0.764	0.427
stifled	boğuldu	0.229	0.731	0.193
stifling	boğulma	0.163	0.858	0.608
stigma	stiqma	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	stiletto	0.396	0.430	0.427
stillbirth	ölü doğum	0.092	0.809	0.291
stillborn	ölü doğulmuşdur	0.271	0.519	0.337
stillness	sakitlik	0.729	0.125	0.339
stillwaiting	hələ də gözləyirəm	0.344	0.393	0.420
stilts	stilts	0.439	0.577	0.300
stimulant	stimulant	0.441	0.794	0.745
stimulate	stimullaşdırmaq	0.792	0.798	0.754
stimulating	stimullaşdırıcı	0.740	0.804	0.809
stimulation	stimullaşdırma	0.708	0.821	0.702
stimulus	stimul	0.771	0.779	0.750
sting	sting	0.163	0.651	0.373
stinger	stinger	0.279	0.625	0.508
stinging	boğulma	0.260	0.730	0.459
stingy	cəsarətli	0.094	0.548	0.283
stink	kədər	0.042	0.481	0.180
stinker	stinker	0.163	0.567	0.275
stinking	kəkələyici	0.041	0.657	0.264
stinky	stinky	0.092	0.558	0.176
stint	stint	0.490	0.326	0.342
stipend	təqaüd	0.604	0.546	0.614
stipulate	şərt qoyur	0.570	0.546	0.623
stipulation	şərtdir	0.469	0.622	0.654
stir	qarışdırın	0.448	0.773	0.453
stirring	qarışdırmaq	0.582	0.702	0.558
stitch	stitch	0.306	0.538	0.357
stitching	stitching	0.510	0.382	0.345
stock	səhmdar	0.594	0.418	0.407
stockade	şarampole	0.375	0.402	0.500
stockbroker	stockbroker	0.417	0.676	0.802
stockholder	səhmdar	0.573	0.625	0.716
stocking	çorap	0.594	0.324	0.688
stockings	çoraplar	0.458	0.365	0.382
stockpile	yığma	0.542	0.315	0.425
stockroom	stockroom	0.562	0.312	0.406
stocks	Səhmlər	0.573	0.598	0.586
stoic	stoic	0.427	0.473	0.602
stole	çaldılar	0.135	0.760	0.384
stolen	oğurlandılar	0.156	0.646	0.308
stomach	mədə	0.367	0.402	0.438
stomachache	mədə ağrısı	0.030	0.745	0.316
stomp	stomp	0.365	0.565	0.438
stomped	stomped	0.229	0.684	0.406
stone	daş	0.216	0.183	0.561
stoned	daşlaşmışdı	0.177	0.796	0.375
stonewall	daş divar	0.337	0.457	0.655
stoneware	daş parçaları	0.458	0.300	0.443
stony	daşlı	0.356	0.494	0.525
stooge	stooge	0.438	0.406	0.163
stool	tabure	0.448	0.269	0.302
stools	stools	0.459	0.382	0.327
stoop	stoop	0.490	0.430	0.284
stoopid	stoopid	0.280	0.431	0.382
stop	dayandırın	0.280	0.510	0.490
stopover	mola	0.531	0.327	0.575
stoppage	dayandırmaq	0.224	0.491	0.445
stopper	stoper	0.365	0.336	0.390
stopping	dayandırmaq	0.388	0.382	0.473
stopwatch	saniyəölçən	0.469	0.521	0.482
storage	saxlama	0.698	0.406	0.564
store	mağaza	0.646	0.538	0.407
storefront	mağazada	0.580	0.217	0.457
storehouse	anbar	0.570	0.250	0.491
storeroom	mağaza	0.560	0.217	0.588
storing	saxlama	0.630	0.378	0.548
storm	fırtına	0.188	0.940	0.543
storming	fırtına	0.265	0.910	0.669
stormy	tufanlı	0.146	0.870	0.562
story	hekayə	0.653	0.406	0.704
storybook	hikmət kitabı	0.854	0.306	0.383
storyteller	hekayəçi	0.730	0.357	0.462
storytelling	storytelling	0.643	0.375	0.472
stound	stad	0.490	0.473	0.446
stout	sanki	0.656	0.657	0.817
stove	soba	0.466	0.391	0.405
stow	stow	0.615	0.365	0.523
stowaway	qaçaq	0.224	0.481	0.357
straddle	straddle	0.306	0.550	0.444
straight	düz	0.667	0.298	0.669
straighten	düzəldin	0.677	0.500	0.685
straightforward	sadə	0.780	0.150	0.380
straightway	dərhal	0.667	0.444	0.565
strain	gərginlik	0.190	0.750	0.380
strained	gərginləşmişdi	0.122	0.656	0.580
strait	boğaz	0.438	0.433	0.412
straitjacket	bıçaq dəsti	0.224	0.719	0.579
straits	boğazlar	0.408	0.269	0.410
strand	qapaq	0.396	0.406	0.538
stranded	qapalı	0.292	0.459	0.219
strange	Qəribədir	0.314	0.663	0.395
stranger	qərib	0.330	0.449	0.302
strangle	boğmaq	0.094	0.927	0.527
strangulation	strangulyasiya	0.040	0.886	0.542
strap	kəmər	0.380	0.417	0.382
strapless	strapless	0.314	0.462	0.273
strapping	çəmənlik	0.552	0.413	0.454
strata	qatqı	0.500	0.457	0.411
strategic	strateji	0.786	0.708	0.861
strategist	strategist	0.571	0.594	0.810
strategy	strategiya	0.704	0.667	0.858
stratification	təbəqələşmə	0.531	0.490	0.651
stratosphere	stratosfer	0.604	0.583	0.636
stratum	qat	0.365	0.307	0.510
stratus	stratus	0.448	0.520	0.509
straw	saman	0.480	0.290	0.163
strawberry	çiyələk	0.833	0.270	0.336
stray	küçə	0.133	0.760	0.281
streak	zolaq	0.440	0.608	0.511
streaked	rəngarəngdir	0.458	0.426	0.393
stream	axın	0.449	0.537	0.559
streamer	dırmaşan	0.615	0.530	0.429
streaming	axın	0.592	0.481	0.582
streamline	düzəldin	0.656	0.573	0.618
street	küçə	0.594	0.324	0.398
streetcar	tramvay	0.390	0.569	0.566
streetlight	küçə işığı	0.673	0.268	0.390
strength	güc	0.802	0.682	0.858
strengthen	gücləndirmək	0.802	0.796	0.971
strengthening	gücləndirmək	0.913	0.627	0.945
strenuous	gərgin	0.104	0.660	0.481
strep	strep	0.365	0.594	0.353
stress	stress	0.173	0.843	0.317
stressed	vurğuladı	0.167	0.740	0.502
stresses	vurğulayır	0.115	0.817	0.396
stressfree	NO TRANSLATION	0.833	0.080	0.528
stressful	stresli	0.153	0.873	0.389
stressin	NO TRANSLATION	0.146	0.810	0.367
stressing	vurğulayır	0.163	0.866	0.462
stressrelief	NO TRANSLATION	0.627	0.417	0.475
stretch	uzanır	0.604	0.578	0.500
stretcher	sedye	0.438	0.196	0.295
stricken	ləğv edildi	0.163	0.720	0.368
strict	sərt	0.500	0.646	0.878
stride	gediş	0.490	0.670	0.434
strife	fitnə	0.344	0.898	0.630
strike	tətil	0.271	0.811	0.571
strikeout	silmək	0.316	0.520	0.371
striker	qolçu	0.500	0.589	0.696
striking	təəccüblü	0.357	0.827	0.657
strikingly	şəffaf bir şəkildə	0.690	0.684	0.811
string	simli	0.385	0.398	0.445
strings	strings	0.457	0.292	0.355
stringy	simli	0.430	0.510	0.527
strip	şerit	0.427	0.500	0.436
stripe	şerit	0.629	0.302	0.361
striped	zolaqlı	0.344	0.373	0.385
stripped	soyundu	0.255	0.615	0.278
stripper	striptizci	0.625	0.848	0.453
striptease	striptiz	0.607	0.918	0.608
strive	çalışırıq	0.582	0.837	0.769
strobe	strobe	0.490	0.633	0.537
stroke	vuruş	0.562	0.440	0.570
stroll	gəzmək	0.745	0.415	0.444
stroller	uşaq arabası	0.786	0.398	0.314
strolling	strolling	0.755	0.515	0.340
strong	güclüdür	0.912	0.745	0.895
stronghold	qala	0.708	0.636	0.954
strongly	güclü	0.630	0.817	0.885
structural	struktur	0.582	0.425	0.690
structure	strukturu	0.562	0.356	0.712
strudel	strudel	0.627	0.417	0.397
struggle	mübarizə	0.365	0.820	0.741
strut	kəmər	0.580	0.480	0.464
stub	stub	0.396	0.320	0.367
stubbed	qaçırdılar	0.323	0.642	0.241
stubble	hörümçək	0.333	0.442	0.264
stubborn	inadkar	0.157	0.702	0.575
stubbornness	inadkarlıq	0.156	0.673	0.508
stubby	köləlik	0.417	0.370	0.393
stucco	stükko	0.439	0.292	0.279
stuck	sıxışdı	0.153	0.644	0.285
stuckup	NO TRANSLATION	0.281	0.480	0.363
stud	stud	0.564	0.531	0.509
studded	dərslik	0.396	0.412	0.425
student	tələbə	0.634	0.318	0.537
studied	oxudu	0.786	0.306	0.806
studio	studiya	0.677	0.265	0.620
study	öyrənmək	0.653	0.361	0.768
stuff	şeylər	0.622	0.367	0.263
stuffed animal	doldurulmuş heyvan	0.684	0.255	0.306
stuffing	içmək	0.417	0.324	0.304
stuffy	təəccüblü	0.323	0.615	0.406
stumble	səhv et	0.153	0.716	0.259
stump	kələm	0.449	0.510	0.340
stumped	qaçırdılar	0.344	0.604	0.392
stun	stun	0.333	0.710	0.451
stunned	təəccübləndi	0.306	0.663	0.356
stunner	təəccüblü	0.418	0.780	0.492
stunning	təəccüblü	0.888	0.673	0.858
stunt	stunt	0.387	0.555	0.526
stunted	boğuldu	0.194	0.472	0.275
stuntman	stuntman	0.490	0.482	0.500
stupefaction	səhvsizləşmə	0.294	0.704	0.480
stupefy	səhvsiz	0.200	0.740	0.412
stupendous	möhtəşəm	0.823	0.690	0.798
stupid	axmaq	0.133	0.510	0.200
stupidity	axmaqlıq	0.060	0.418	0.151
stupidpeople	NO TRANSLATION	0.073	0.675	0.196
stupidrain	NO TRANSLATION	0.260	0.520	0.317
stupor	stupor	0.323	0.590	0.330
sturdy	güclü	0.580	0.642	0.824
sturgeon	balıq	0.417	0.473	0.465
stutter	stutter	0.250	0.469	0.258
sty	stil	0.296	0.500	0.225
style	stil	0.745	0.472	0.586
styling	üslubu	0.823	0.378	0.652
stylish	şık	0.885	0.490	0.689
stylist	stilist	0.760	0.445	0.500
suave	suave	0.724	0.265	0.269
sub	alt	0.510	0.370	0.312
subatomic	subatomik	0.385	0.538	0.491
subcommittee	alt komitə	0.396	0.467	0.600
subconscious	bilinçaltı	0.531	0.375	0.415
subcutaneous	subkutan	0.396	0.444	0.376
subdivide	subdivide	0.538	0.433	0.348
subdivision	alt bölmə	0.592	0.455	0.430
subduction	Subduksiya	0.350	0.569	0.445
subdue	itaətsiz	0.275	0.640	0.784
subdued	bədbəxtlik	0.236	0.463	0.223
subdural	subdural	0.381	0.491	0.425
subito	NO TRANSLATION	0.372	0.627	0.577
subject	mövzu	0.602	0.344	0.558
subjected	məruz qaldı	0.286	0.520	0.221
subjection	tabe olmaq	0.354	0.408	0.539
subjective	subyektiv	0.510	0.350	0.432
subjugation	itaətsizlik	0.280	0.610	0.377
sublet	sublet	0.469	0.551	0.545
sublevel	sublevel	0.365	0.298	0.333
sublimation	sublimasiya	0.510	0.390	0.538
sublime	böyükdür	0.784	0.333	0.585
subliminal	subliminal	0.410	0.528	0.464
submarine	sualtı	0.572	0.481	0.549
submerge	batmaq	0.517	0.643	0.456
submerged	su altında qaldı	0.337	0.528	0.357
submersible	dalğalı	0.406	0.459	0.540
submission	təqdim	0.531	0.580	0.633
submissive	itaətkar	0.480	0.217	0.173
submit	təqdim	0.635	0.448	0.500
submitting	təqdim edirlər	0.667	0.610	0.611
subordinate	tabe	0.276	0.392	0.121
subordination	tabe olmaq	0.270	0.527	0.343
subplot	subplot	0.469	0.413	0.446
subpoena	çağırış	0.281	0.634	0.555
subscribe	abunə olun	0.660	0.344	0.591
subscriber	abunəçi	0.562	0.398	0.570
subscription	abunə	0.583	0.333	0.651
subsequence	sonluq	0.438	0.510	0.413
subsequent	sonrakı	0.449	0.385	0.400
subsequently	sonradan	0.380	0.337	0.336
subservient	vəzifəli şəxs	0.255	0.402	0.339
subset	altlıq	0.429	0.358	0.404
subside	sakitləşmək	0.375	0.308	0.209
subsidence	çökmə	0.320	0.509	0.452
subsidiary	törəmə müəssisəsi	0.541	0.295	0.500
subsidize	subsidiya	0.604	0.615	0.589
subsidy	subsidiya	0.573	0.462	0.517
subsist	yaşamaq	0.573	0.418	0.472
subsistence	yaşamaq	0.510	0.404	0.491
subsoil	yeraltı ərazi	0.429	0.240	0.382
subspace	subspace	0.470	0.453	0.475
substance	maddə	0.615	0.422	0.528
substandard	qeyri-standart	0.235	0.333	0.150
substantial	əhəmiyyətli	0.590	0.490	0.690
substantially	əhəmiyyətli dərəcədə	0.646	0.471	0.684
substantiate	əsaslandırmaq	0.531	0.549	0.636
substantive	substantiv	0.500	0.350	0.455
substation	yarımstansiya	0.469	0.461	0.491
substitute	əvəz	0.427	0.406	0.398
substituted	əvəz edilmişdir	0.271	0.545	0.394
substitution	əvəz	0.406	0.480	0.353
substructure	alt quruluşu	0.441	0.358	0.587
subterranean	yeraltı	0.469	0.306	0.432
subtext	subtext	0.635	0.276	0.412
subtitle	altyazı	0.445	0.202	0.347
subtle	incə	0.708	0.167	0.228
subtlety	incəlik	0.615	0.176	0.363
subtract	çıxartmaq	0.208	0.330	0.283
subtraction	çıxarma	0.163	0.382	0.349
subtype	alt növü	0.427	0.296	0.420
suburb	şəhərətrafı	0.354	0.566	0.441
suburban	şəhərətrafı	0.439	0.450	0.453
suburbia	suburbiya	0.438	0.490	0.421
suburbs	şəhərətrafı	0.510	0.571	0.286
subversion	subversion	0.347	0.608	0.415
subversive	dağıdıcı	0.198	0.765	0.500
subvert	subvert	0.357	0.557	0.536
subway	metro	0.418	0.300	0.464
succeed	müvəffəqiyyət	0.926	0.755	0.926
succeeding	uğurlu	0.867	0.755	0.849
success	müvəffəqiyyət	0.959	0.880	0.981
successful	uğurlu	0.949	0.724	0.938
succession	ardıcıllıq	0.698	0.481	0.587
successive	ardıcıl	0.635	0.471	0.518
successor	varis	0.729	0.531	0.648
succinct	qısa	0.510	0.413	0.566
succubus	succubus	0.417	0.647	0.509
succulent	ətirli	0.823	0.538	0.556
succumb	suçun	0.202	0.787	0.292
suck	suck	0.344	0.706	0.377
sucker	sucker	0.265	0.393	0.204
sucking	əmzik	0.227	0.528	0.377
suckling	əmzik	0.596	0.558	0.518
sucks	sucks	0.115	0.683	0.302
suction	suction	0.460	0.593	0.526
sudden	birdən	0.449	0.660	0.435
suddenly	birdən	0.670	0.510	0.456
suds	köpüklər	0.458	0.365	0.255
sue	sue	0.219	0.731	0.679
suede	süet	0.542	0.259	0.259
suffer	əziyyət çəkirəm	0.082	0.910	0.259
sufferer	zərər çəkən	0.156	0.690	0.278
suffering	əziyyət çəkir	0.020	0.719	0.235
suffice	kifayətdir	0.643	0.326	0.504
sufficiency	kifayətdir	0.594	0.438	0.576
sufficient	kifayətdir	0.833	0.330	0.588
sufficiently	kifayət qədər	0.776	0.367	0.714
suffix	əlavə et	0.430	0.420	0.364
suffocate	boğulma	0.219	0.764	0.440
suffocating	boğulma	0.133	0.774	0.429
suffocation	boğulma	0.020	0.830	0.462
sugar	şəkər	0.896	0.382	0.402
suggest	təklif	0.573	0.471	0.517
suggestion	təklif	0.646	0.365	0.558
suggestive	düşüncəli	0.552	0.500	0.555
suicidal	intihar	0.021	0.867	0.382
suicide	intihar	0.030	0.873	0.429
suicidebombing	NO TRANSLATION	0.031	0.957	0.627
suit	kostyum	0.776	0.282	0.482
suitable	uyğun	0.792	0.298	0.722
suitcase	bavul	0.562	0.212	0.318
suite	suite	0.790	0.420	0.400
suitor	suitor	0.708	0.639	0.546
sulfate	sulfat	0.427	0.352	0.429
sulfur	kükürd	0.173	0.530	0.364
sulk	sulk	0.250	0.580	0.406
sullen	sanki	0.250	0.407	0.263
sully	sully	0.378	0.550	0.370
sulphur	kükürd	0.260	0.450	0.233
sultan	sultanı	0.529	0.423	0.821
sultry	səliqəli	0.735	0.696	0.627
sum	cəmi	0.792	0.340	0.420
summarily	ümumiyyətlə	0.469	0.431	0.543
summarize	yekunlaşdırmaq	0.590	0.323	0.471
summary	xülasə	0.729	0.260	0.427
summation	yekunlaşdırma	0.766	0.337	0.594
summer	yay	0.812	0.373	0.550
summerhouse	yay evi	0.796	0.308	0.443
summertime	yaz mövsümü	0.837	0.500	0.455
summit	zirvəsi	0.625	0.618	0.764
summon	çağırın	0.521	0.560	0.664
summons	çağırışlar	0.552	0.604	0.598
sumo	sumo	0.480	0.394	0.564
sump	kələm	0.365	0.451	0.340
sumptuous	dəbdəbəli	0.698	0.550	0.555
sun	günəş	0.877	0.400	0.681
sunbeam	günəş səsi	0.729	0.440	0.505
sunburn	günəş yanığı	0.061	0.755	0.447
sundae	sundae	0.743	0.414	0.404
sunday	bazar günü	0.776	0.196	0.394
sundial	günəşli	0.643	0.225	0.406
sundown	sundown	0.812	0.276	0.445
sundry	hər şey	0.543	0.369	0.407
sunflower	ayçiçəyi	0.878	0.231	0.270
sunglass	sunglass	0.684	0.264	0.324
sunglasses	günəş gözlüyü	0.844	0.443	0.364
sunk	batdı	0.146	0.531	0.185
sunken	batmışdı	0.103	0.476	0.173
sunless	günəşsiz	0.245	0.280	0.273
sunlight	günəş işığı	0.906	0.407	0.639
sunny	günəşli	0.740	0.348	0.481
sunrise	günəş doğuşu	0.823	0.347	0.640
sunroof	lövhə	0.681	0.325	0.425
sunscreen	günəş kremi	0.656	0.387	0.462
sunset	gün batışı	0.875	0.231	0.298
sunshine	günəş işığı	0.885	0.297	0.769
suntan	günəş	0.620	0.510	0.366
sunup	sunup	0.760	0.304	0.620
sup	sup	0.551	0.358	0.385
super	super	0.844	0.663	0.780
superannuation	superannuation	0.448	0.412	0.562
superb	üstün	0.980	0.708	0.852
superficial	səthi	0.357	0.407	0.309
superfluous	artıq deyil	0.316	0.469	0.393
superhero	superhero	0.910	0.820	0.893
superhuman	superhuman	0.810	0.745	0.895
superimposed	üst-üstə düşmüşdür	0.490	0.529	0.683
superintendent	nəzarətçi	0.592	0.570	0.942
superior	Üstün	0.801	0.697	0.940
superiority	üstünlük	0.582	0.602	0.959
superlative	üstünlük	0.714	0.566	0.737
superman	superman	0.945	0.794	0.929
supermarket	supermarket	0.690	0.547	0.571
supermodel	supermodel	0.880	0.663	0.698
supernatant	süpernatant	0.500	0.500	0.565
supernatural	fövqəltəbii	0.622	0.824	0.733
supernova	supernova	0.729	0.673	0.827
superposition	Üstünlük	0.480	0.570	0.806
superpower	super güc	0.806	0.784	0.972
supersede	supersede	0.479	0.510	0.518
superstar	superstar	0.885	0.860	0.880
superstition	xəyanətdir	0.177	0.640	0.418
superstitious	batil	0.281	0.545	0.514
superstore	superstore	0.719	0.600	0.640
supervise	nəzarət	0.698	0.555	0.889
supervision	nəzarət	0.459	0.578	0.825
supervisor	nəzarətçi	0.615	0.479	0.933
supper	axşam yeməyi	0.708	0.429	0.552
suppertime	təzminat	0.792	0.388	0.461
supplant	təzələmək	0.344	0.558	0.463
supple	elastik	0.812	0.528	0.436
supplement	əlavə et	0.745	0.406	0.491
supplemental	əlavə edir	0.604	0.404	0.555
supplementary	əlavə edir	0.625	0.352	0.541
supplication	dua edin	0.469	0.570	0.309
supplier	təchizatçı	0.615	0.462	0.736
supplies	təchizat	0.698	0.390	0.595
supply	təchizatı	0.708	0.519	0.603
support	dəstək	0.811	0.472	0.737
supported	dəstəklənir	0.853	0.408	0.613
supporter	tərəfdar	0.721	0.510	0.698
supporters	tərəfdarları	0.763	0.539	0.558
supporting	dəstəkləyirik	0.634	0.490	0.764
supportive	dəstəkləyici	0.875	0.420	0.635
suppose	güman	0.551	0.343	0.348
supposed	ehtimal edirdi	0.296	0.378	0.379
supposing	ehtimal edir	0.449	0.451	0.357
supposition	ehtimal	0.531	0.408	0.526
suppress	bastır	0.281	0.559	0.509
suppression	təzyiq	0.267	0.541	0.537
supremacy	üstünlük	0.794	0.706	0.943
supreme	ali	0.812	0.700	0.974
supremely	təəccüblü	0.833	0.725	0.897
surcharge	surcharge	0.375	0.528	0.500
sure	əminəm	0.724	0.270	0.793
surety	etibarlılıq	0.776	0.365	0.750
surf	sörf	0.847	0.650	0.500
surface	səthi	0.448	0.375	0.604
surfboard	surfboard	0.729	0.730	0.387
surfer	surfer	0.704	0.701	0.554
surge	dalğalanma	0.449	0.684	0.500
surgeon	cərrah	0.500	0.598	0.793
surgery	Əməliyyat	0.286	0.769	0.600
surgical	cərrahi	0.327	0.696	0.723
surly	hörmətli	0.221	0.469	0.493
surmise	surmise	0.529	0.400	0.347
surname	Soyad	0.670	0.250	0.493
surpassing	aşdı	0.719	0.660	0.720
surplus	artıq	0.602	0.680	0.630
surprise	sürpriz	0.875	0.875	0.562
surprised	təəccübləndi	0.784	0.855	0.539
surprises	sürprizlər	0.875	0.769	0.632
surprising	təəccüblü	0.888	0.790	0.692
surprisingly	təəccüblü	0.847	0.793	0.819
surreal	surreal	0.550	0.529	0.670
surrender	təslim	0.115	0.396	0.186
surrendering	təslim	0.198	0.411	0.245
surrogate	surrogate	0.406	0.590	0.472
surround	ətraf	0.542	0.623	0.627
surrounding	ətrafı	0.531	0.422	0.669
surroundings	ətrafı	0.600	0.346	0.492
