Word	Hungarian-hu	Valence	Arousal	Dominance
rigid	merev	0.357	0.552	0.591
rigidity	merevség	0.198	0.530	0.726
rigor	szigor	0.375	0.745	0.713
rigorous	szigorú	0.438	0.818	0.847
rim	abroncs	0.510	0.397	0.302
rind	kéreg	0.542	0.280	0.491
ring	gyűrű	0.677	0.427	0.464
ringer	csengő	0.573	0.604	0.347
ringing	gyűrűzés	0.724	0.598	0.693
ringleader	főkolompos	0.520	0.550	0.640
ringmaster	porondmester	0.630	0.622	0.732
ringside	első sor cirkuszban	0.500	0.644	0.411
rink	jégpálya	0.551	0.392	0.392
rinse	öblítés	0.663	0.168	0.409
riot	lázadás	0.061	0.946	0.586
rioting	zavargásokról	0.156	0.949	0.560
riotous	lázadó	0.163	0.837	0.588
riots	zavargások	0.099	0.882	0.564
rip	Nyugodj békében	0.146	0.676	0.365
riparian	parti	0.552	0.408	0.412
ripe	érett	0.671	0.337	0.670
ripen	érik	0.755	0.373	0.671
ripening	érés	0.615	0.490	0.759
ripper	ripper	0.219	0.887	0.642
ripple	fodrozódás	0.500	0.453	0.370
rippling	hullámzó	0.500	0.480	0.327
rise	emelkedik	0.667	0.593	0.745
rising	emelkedő	0.750	0.602	0.696
risk	kockázat	0.240	0.816	0.438
risky	kockázatos	0.224	0.922	0.700
risotto	rizottó	0.802	0.454	0.234
rite	rítus	0.378	0.570	0.606
ritual	szertartás	0.375	0.520	0.508
ritualistic	rituális	0.450	0.583	0.540
rival	vetélytárs	0.286	0.605	0.574
rivalry	versengés	0.192	0.765	0.538
river	folyó	0.688	0.392	0.605
riverbank	folyópart	0.684	0.300	0.330
riverbed	meder	0.610	0.233	0.421
riverboat	kirándulóhajó	0.561	0.347	0.462
rivet	szegecs	0.458	0.306	0.405
riveted	szegecselt	0.385	0.439	0.443
riveting	szegecselés	0.448	0.544	0.394
roach	csótány	0.146	0.598	0.259
road	út	0.656	0.404	0.404
roadblock	útzár	0.337	0.669	0.490
roadhouse	fogadó	0.500	0.620	0.458
roadie	roadie	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	roadrunner	0.490	0.702	0.590
roads	utak	0.677	0.448	0.496
roadside	országúti	0.500	0.569	0.472
roadster	sportkocsi	0.531	0.622	0.473
roadtrip	kirándulás	0.677	0.596	0.519
roadway	úttest	0.562	0.206	0.509
roadworks	útépítési munkák	0.562	0.538	0.509
roam	kóborol	0.510	0.550	0.444
roar	ordít	0.427	0.816	0.675
roaring	ordítozó	0.449	0.817	0.634
roast	sült	0.521	0.541	0.311
roasted	sült	0.615	0.520	0.339
rob	rabol	0.112	0.840	0.500
robber	rabló	0.135	0.772	0.481
robbery	rablás	0.133	0.843	0.435
robe	palást	0.594	0.216	0.298
robin	vörösbegy	0.552	0.363	0.393
robot	robot	0.441	0.337	0.543
robotic	robot	0.417	0.602	0.657
robotics	robotika	0.592	0.600	0.763
robust	erős	0.667	0.604	0.719
roc	keleti mesék óriási madara	0.427	0.510	0.415
rock	szikla	0.623	0.236	0.557
rocker	hintaszék	0.615	0.704	0.625
rocket	rakéta	0.664	0.824	0.774
rocks	sziklák	0.365	0.209	0.543
rod	rúd	0.479	0.319	0.355
rodent	rágcsáló	0.323	0.577	0.279
rodeo	rodeó	0.490	0.676	0.588
roe	őz	0.490	0.382	0.398
rogue	gazember	0.334	0.713	0.636
role	szerep	0.552	0.260	0.464
roll	tekercs	0.469	0.510	0.172
roller	henger	0.521	0.394	0.345
rollercoaster	hullámvasút	0.802	0.910	0.651
rollers	hengerek	0.490	0.365	0.336
rollicking	vidám	0.878	0.806	0.552
rolling	gördülő	0.510	0.606	0.321
roman	római	0.615	0.475	0.639
romance	románc	0.980	0.682	0.587
romantic	romantikus	0.936	0.531	0.598
romanticism	romantika	0.854	0.521	0.593
romp	pajkoskodik	0.610	0.640	0.417
roof	tető	0.602	0.226	0.342
rooftop	tetőtéri	0.571	0.471	0.461
rook	hamiskártyás	0.380	0.400	0.510
rookie	újonc	0.583	0.370	0.198
room	szoba	0.729	0.283	0.445
roomful	szobára való	0.786	0.425	0.634
roommate	szobatárs	0.750	0.481	0.480
rooms	szobák	0.677	0.241	0.386
roomy	tágas	0.760	0.342	0.736
roost	kakasülő	0.500	0.410	0.345
rooster	kakas	0.459	0.385	0.275
root	gyökér	0.602	0.279	0.508
root beer	gyökér sört	0.582	0.520	0.415
rooted	gyökeres	0.510	0.527	0.718
rope	kötél	0.385	0.280	0.345
ropes	kötelek	0.458	0.304	0.402
rosary	rózsafüzér	0.806	0.140	0.430
rose	rózsa	0.865	0.276	0.386
rosemary	rozmaring	0.688	0.381	0.425
rosette	rozetta	0.469	0.410	0.310
roster	névsor	0.531	0.306	0.381
rosy	rózsás	0.940	0.528	0.755
rot	rothadás	0.031	0.558	0.301
rota	rota	0.320	0.462	0.209
rotary	forgó	0.573	0.462	0.528
rotate	forog	0.458	0.470	0.492
rotation	forgás	0.670	0.520	0.550
rote	megszokás	0.561	0.481	0.696
rotor	forgórész	0.500	0.458	0.404
rotten	rothadt	0.104	0.590	0.327
rotting	rothadó	0.188	0.462	0.255
rotunda	rotunda	0.500	0.464	0.393
rouge	rúzs	0.562	0.400	0.382
rough	durva	0.406	0.794	0.632
roughly	nagyjából	0.448	0.539	0.463
roughneck	bugris	0.323	0.640	0.491
roughness	érdesség	0.214	0.578	0.490
roulette	rulett	0.326	0.690	0.422
round	kerek	0.552	0.434	0.311
roundabout	körforgalom	0.490	0.425	0.495
rounded	lekerekített	0.592	0.391	0.396
roundup	felhajt	0.520	0.580	0.474
rouse	felver	0.521	0.490	0.463
rouser	Rouser	0.480	0.540	0.423
rousing	lelkesítő	0.714	0.517	0.692
rout	csődület	0.163	0.625	0.233
route	útvonal	0.583	0.353	0.518
routine	rutin	0.365	0.219	0.333
rove	kószál	0.457	0.400	0.400
rover	vándor	0.510	0.538	0.421
roving	kóbor	0.583	0.442	0.491
row	sor	0.427	0.275	0.406
rowboat	csónak	0.455	0.393	0.353
rowdy	lármás	0.255	0.900	0.518
rowing	evezés	0.458	0.443	0.467
royal	királyi	0.796	0.430	0.759
royalty	royalty	0.832	0.571	0.833
rub	dörzsölés	0.521	0.565	0.400
rubber	gumi	0.460	0.217	0.315
rubbers	gumik	0.604	0.360	0.414
rubbing	dörzsölés	0.406	0.569	0.440
rubbish	szemét	0.198	0.454	0.164
rubble	terméskő	0.308	0.509	0.289
rubdown	dörzsölje le	0.561	0.491	0.404
rubric	rubrika	0.427	0.260	0.500
ruby	rubin	0.663	0.408	0.544
ruckus	ricsaj	0.271	0.706	0.411
rudder	oldalkormány	0.439	0.469	0.509
ruddy	pirospozsgás	0.490	0.630	0.395
rude	durva	0.061	0.821	0.402
rudeness	gorombaság	0.280	0.819	0.692
rudimentary	kezdetleges	0.286	0.321	0.509
rudiments	alapismeret	0.385	0.520	0.373
rue	rue	0.323	0.394	0.246
rueful	bánatos	0.173	0.429	0.225
ruff	nyakfodor	0.365	0.510	0.375
ruffian	útonálló	0.130	0.824	0.463
ruffle	fodor	0.443	0.561	0.518
rug	szőnyeg	0.520	0.240	0.245
rugby	rögbi	0.677	0.820	0.708
rugged	egyenetlen	0.561	0.569	0.793
ruin	ROM	0.125	0.588	0.192
ruination	tönkretétel	0.184	0.582	0.209
ruined	romos	0.135	0.564	0.194
ruinous	romboló	0.255	0.690	0.275
ruins	romok	0.250	0.490	0.248
rule	szabály	0.567	0.427	0.593
ruler	vonalzó	0.440	0.400	0.631
ruling	uralkodó	0.177	0.566	0.410
rum	rum	0.561	0.377	0.451
rumba	rumba	0.781	0.827	0.615
rumble	moraj	0.367	0.745	0.613
rummage	turkálás	0.243	0.615	0.289
rumor	szóbeszéd	0.255	0.582	0.282
rumored	pletykák	0.427	0.604	0.318
rump	far	0.449	0.425	0.396
rumpus	zűr	0.448	0.531	0.422
run	fuss	0.542	0.787	0.543
runaround	szaladgálni	0.448	0.519	0.349
runaway	elfutni	0.271	0.770	0.402
rundown	lepusztult	0.520	0.296	0.465
runes	rúnák	0.438	0.300	0.304
rung	felhívott	0.510	0.355	0.368
runner	futó	0.459	0.747	0.632
running	futás	0.730	0.858	0.442
running shoes	futócipő	0.653	0.573	0.491
runny	nyúlós	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	kifutópálya	0.585	0.373	0.406
rupture	törés	0.125	0.633	0.430
rural	vidéki	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	rohanás	0.406	0.809	0.546
rushing	rohanó	0.398	0.821	0.529
rust	rozsda	0.281	0.265	0.321
rusted	rozsdás	0.286	0.357	0.302
rustic	falusias	0.369	0.657	0.491
rustle	zizeg	0.333	0.538	0.394
rustler	marhatolvaj	0.281	0.830	0.429
rusty	rozsdás	0.271	0.345	0.231
rut	keréknyom	0.333	0.310	0.392
ruth	Ruth	0.469	0.427	0.444
ruthless	könyörtelen	0.208	0.850	0.670
rye	rozs	0.490	0.298	0.411
sabbatical	szombattal kapcsolatos	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	fekete	0.449	0.596	0.500
sabotage	szabotázs	0.135	0.906	0.500
saboteur	szabotőr	0.250	0.804	0.407
sac	zacskó	0.344	0.245	0.226
sack	zsák	0.385	0.337	0.264
sacrament	szentség	0.690	0.316	0.700
sacred	szentelt	0.833	0.375	0.862
sacrifice	áldozat	0.208	0.833	0.534
sacrifices	áldozatokat	0.281	0.717	0.538
sacrificial	áldozati	0.198	0.755	0.452
sacrilege	szentségtörés	0.281	0.708	0.491
sacrilegious	szentségtörő	0.146	0.736	0.449
sad	szomorú	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	elszomorít	0.104	0.436	0.144
saddle	nyereg	0.510	0.509	0.306
sadist	szadista	0.042	0.918	0.500
sadistic	szadista	0.031	0.906	0.618
sadly	sajnos	0.047	0.255	0.216
sadness	szomorúság	0.052	0.288	0.164
safari	szafari	0.663	0.673	0.640
safe	biztonságos	0.898	0.306	0.759
safeguard	biztosíték	0.786	0.624	0.700
safekeeping	megőrzésre	0.653	0.510	0.586
safety	biztonság	0.708	0.491	0.868
saffron	sáfrány	0.443	0.373	0.349
sag	megereszkedik	0.153	0.578	0.445
saga	saga	0.635	0.440	0.600
sage	zsálya	0.781	0.327	0.693
saggy	zsíros	0.370	0.429	0.300
sail	vitorla	0.615	0.220	0.325
sailboat	vitorlás	0.719	0.392	0.381
sailing	vitorlázás	0.667	0.520	0.500
sailor	tengerész	0.500	0.588	0.500
saint	szent	0.812	0.240	0.693
sainted	kanonizált	0.708	0.296	0.676
saintly	szent	0.865	0.286	0.591
sake	kedvéért	0.490	0.573	0.407
salad	saláta	0.750	0.260	0.307
salamander	szalamandra	0.410	0.362	0.309
salami	szalámi	0.667	0.360	0.339
salary	fizetés	0.786	0.480	0.652
sale	eladás	0.647	0.602	0.573
salesgirl	salesgirl	0.582	0.490	0.605
salesman	eladó	0.643	0.559	0.664
salient	kiugró	0.600	0.573	0.702
saline	sós	0.430	0.340	0.385
saliva	nyál	0.214	0.265	0.236
sally	kirohanás	0.604	0.390	0.451
salmon	lazac	0.760	0.250	0.444
salmonella	szalmonella	0.167	0.608	0.312
salon	szalon	0.531	0.296	0.463
saloon	szalon	0.630	0.300	0.364
salsa	salsa	0.742	0.500	0.370
salt	só	0.323	0.312	0.306
salted	sózott	0.333	0.400	0.304
saltwater	sós víz	0.327	0.330	0.364
salty	sós	0.388	0.531	0.288
salutary	üdvös	0.885	0.360	0.686
salutation	üdvözlés	0.878	0.417	0.500
salute	üdvözöl	0.833	0.542	0.681
salvage	mentés	0.622	0.510	0.832
salvation	megváltás	0.857	0.480	0.800
salve	kenőcs	0.612	0.390	0.500
samba	samba	0.781	0.740	0.465
sameness	azonosság	0.531	0.330	0.484
sample	minta	0.521	0.187	0.452
samurai	szamuráj	0.562	0.736	0.838
sanatorium	szanatórium	0.469	0.490	0.491
sanctification	megszentelés	0.770	0.431	0.816
sanctified	megszentelt	0.792	0.240	0.612
sanctify	megszentel	0.673	0.443	0.783
sanctimonious	álszent	0.240	0.365	0.327
sanction	szankció	0.201	0.750	0.517
sanctioned	szentesített	0.323	0.696	0.391
sanctity	szentség	0.771	0.330	0.628
sanctuary	szentély	0.863	0.226	0.575
sanctum	szentély	0.521	0.438	0.657
sand	homok	0.582	0.279	0.304
sandal	szandál	0.490	0.283	0.333
sandbox	sandbox	0.573	0.274	0.264
sander	csiszoló	0.438	0.580	0.445
sandman	homokbányász	0.479	0.469	0.388
sandpaper	csiszolópapír	0.417	0.425	0.404
sands	strand	0.646	0.304	0.377
sandstorm	homokvihar	0.324	0.821	0.629
sandwich	szendvics	0.672	0.314	0.310
sandy	homokos	0.406	0.265	0.296
sane	épelméjű	0.760	0.235	0.670
sanguine	bizakodó	0.520	0.560	0.545
sanitarium	szanatórium	0.448	0.645	0.570
sanitary	egészségügyi	0.458	0.320	0.425
sanitation	higiénia	0.742	0.312	0.500
sanity	józanság	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	Télapó	0.735	0.286	0.509
sap	nedv	0.470	0.298	0.258
sapiens	sapiens	0.480	0.453	0.584
sapphire	zafír-	0.770	0.472	0.651
sappy	életerős	0.583	0.469	0.330
sarcasm	gúny	0.125	0.685	0.346
sarcastic	szarkasztikus	0.397	0.781	0.298
sarcoma	szarkóma	0.260	0.519	0.402
sarcophagus	szarkofág	0.271	0.561	0.435
sardine	szardínia	0.541	0.236	0.236
sardonic	kaján	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	ablakszárny	0.480	0.298	0.333
sashimi	sashimi	0.704	0.310	0.359
sassafras	szaszafrász	0.469	0.388	0.471
sassy	pimasz	0.271	0.704	0.320
satanic	sátáni	0.062	0.843	0.720
satchel	táska	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	műhold	0.562	0.409	0.764
satin	szatén	0.519	0.396	0.481
satire	szatíra	0.458	0.655	0.472
satirical	szatirikus	0.323	0.615	0.538
satisfaction	megelégedettség	0.939	0.637	0.673
satisfactorily	kielégítően	0.765	0.570	0.802
satisfactory	kielégítő	0.959	0.569	0.702
satisfied	elégedett	0.959	0.510	0.685
satisfy	teljesít	0.867	0.790	0.705
satisfying	kielégítő	0.890	0.606	0.814
saturate	telít	0.281	0.680	0.467
saturated	telített	0.474	0.700	0.442
saturation	telítettség	0.255	0.582	0.583
satyr	szatír	0.280	0.639	0.500
sauce	szósz	0.562	0.515	0.288
saucepan	lábas	0.347	0.264	0.321
saucer	csészealj	0.510	0.327	0.337
saucy	pimasz	0.250	0.653	0.391
sauerkraut	savanyú káposzta	0.531	0.454	0.336
sauna	szauna	0.781	0.350	0.455
sausage	kolbász	0.542	0.429	0.300
savage	vad	0.204	0.931	0.605
savagery	vadság	0.219	0.907	0.711
savanna	szavanna	0.606	0.147	0.394
savannah	szavanna	0.729	0.212	0.309
savant	tudós	0.781	0.451	0.818
save	mentés	0.770	0.439	0.682
saver	megmentő	0.745	0.382	0.802
saving	megtakarítás	0.663	0.230	0.621
savings	megtakarítás	0.776	0.431	0.608
savior	megmentő	0.920	0.469	0.804
savor	ízesít	0.827	0.552	0.526
savory	ízletes	0.812	0.717	0.619
savvy	hozzáértés	0.719	0.520	0.706
saw	fűrész	0.316	0.541	0.518
sawdust	fűrészpor	0.398	0.279	0.241
sawmill	fűrésztelep	0.427	0.378	0.434
sax	palafedő kalapács	0.573	0.465	0.409
saxophone	szakszofon	0.688	0.444	0.482
say	mond	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	heg	0.354	0.330	0.272
scabbard	hüvely	0.325	0.219	0.217
scaffold	állvány	0.480	0.500	0.336
scaffolding	állvány	0.496	0.366	0.545
scalding	forró	0.271	0.540	0.381
scale	skála	0.310	0.350	0.577
scales	Mérleg	0.439	0.330	0.491
scallop	fésűkagyló	0.490	0.363	0.331
scalp	skalp	0.347	0.346	0.302
scalpel	sebészkés	0.302	0.700	0.482
scaly	pikkelyes	0.281	0.481	0.358
scam	átverés	0.042	0.745	0.418
scamp	csirkefogó	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	letapogatás	0.479	0.423	0.470
scandal	botrány	0.122	0.821	0.557
scandalous	botrányos	0.135	0.907	0.556
scanner	scanner	0.531	0.356	0.567
scanty	hiányos	0.287	0.333	0.127
scape	oszloptörés	0.290	0.625	0.536
scapegoat	bűnbak	0.184	0.685	0.481
scar	sebhely	0.146	0.500	0.397
scarab	skarabeusz	0.406	0.458	0.267
scarce	szűkös	0.292	0.324	0.218
scarcely	alig	0.082	0.412	0.160
scarcity	hiány	0.167	0.500	0.182
scare	megijeszt	0.122	0.910	0.264
scarecrow	madárijesztő	0.219	0.274	0.349
scared	megrémült	0.146	0.828	0.185
scares	ijeszt	0.122	0.847	0.386
scarf	sál	0.750	0.224	0.224
scarier	rémisztőbb	0.156	0.846	0.472
scariest	legijesztőbb	0.167	0.863	0.538
scarlet	skarlátvörös	0.507	0.390	0.411
scary	ijedős	0.062	0.952	0.528
scat	földadó	0.337	0.548	0.409
scatter	szétszór	0.229	0.620	0.404
scattered	elszórt	0.208	0.380	0.238
scattering	szóródás	0.347	0.550	0.394
scavenger	utcaseprő	0.177	0.578	0.408
scenario	forgatókönyv	0.667	0.510	0.683
scene	színhely	0.570	0.340	0.578
scenery	Látvány	0.745	0.253	0.592
scenic	színpadi	0.684	0.548	0.756
scent	illat	0.633	0.410	0.491
scented	illatos	0.865	0.509	0.431
scepter	jogar	0.630	0.300	0.670
sceptical	szkeptikus	0.214	0.387	0.466
scepticism	szkepticizmus	0.292	0.444	0.550
schadenfreude	Schadenfreude	0.354	0.640	0.463
schedule	menetrend	0.510	0.380	0.480
schematic	vázlatos	0.490	0.284	0.647
scheme	rendszer	0.521	0.269	0.577
schilling	shilling	0.367	0.410	0.418
schism	hitszakadás	0.280	0.569	0.386
schizophrenia	skizofrénia	0.092	0.880	0.435
schizophrenic	skizofrén	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	pálinka	0.583	0.567	0.417
schnitzel	rántott hús	0.365	0.430	0.382
scholar	tudós	0.694	0.421	0.731
scholarly	tudományos	0.750	0.466	0.709
scholarship	ösztöndíj	0.866	0.490	0.625
scholastic	skolasztikus	0.500	0.470	0.491
school	iskola	0.765	0.423	0.633
schoolboy	iskolásfiú	0.623	0.385	0.441
schoolgirl	iskoláslány	0.760	0.521	0.415
schoolhouse	iskolaépület	0.602	0.407	0.672
schooling	iskolázás	0.582	0.462	0.640
schoolmaster	iskolaigazgató	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	iskolai munka	0.479	0.500	0.481
schoolyard	iskolaudvar	0.684	0.529	0.440
schooner	kétárbocos hajó	0.635	0.408	0.427
sciatica	isiász	0.286	0.443	0.393
science	tudomány	0.588	0.429	0.741
scientific	tudományos	0.653	0.510	0.836
scientist	tudós	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	sziporkázó	0.650	0.736	0.612
scintillation	szcintillációs	0.576	0.579	0.573
scintillator	szcintillátor	0.583	0.670	0.510
scion	leszármazott	0.490	0.380	0.451
scissors	olló	0.458	0.462	0.302
scoff	kötekedés	0.125	0.686	0.306
scold	szid	0.194	0.755	0.626
scolding	szidás	0.071	0.833	0.417
scone	lángos	0.418	0.287	0.229
scoop	gombóc	0.583	0.543	0.640
scoot	rohan	0.510	0.490	0.412
scooter	robogó	0.510	0.587	0.371
scope	terület	0.656	0.386	0.718
scorch	megperzsel	0.214	0.689	0.491
scorching	pörkölés	0.406	0.635	0.464
score	pontszám	0.670	0.388	0.589
scoreboard	eredményjelző	0.667	0.484	0.472
scorer	pontozó	0.730	0.608	0.764
scores	pontszámok	0.594	0.469	0.629
scorn	megvetés	0.110	0.721	0.356
scorned	megvetette	0.062	0.529	0.226
scornful	megvető	0.173	0.608	0.368
scorpion	skorpió	0.198	0.745	0.600
scotch	skót	0.578	0.520	0.615
scoundrel	gazember	0.094	0.740	0.412
scour	súrol	0.388	0.602	0.632
scourge	korbács	0.214	0.640	0.302
scout	cserkész	0.656	0.611	0.763
scowl	mogorva tekintet	0.302	0.600	0.413
scrabble	firkál	0.625	0.412	0.399
scram	elsiet	0.306	0.485	0.409
scramble	tülekedés	0.469	0.744	0.500
scrambled	összekevert	0.451	0.535	0.539
scrambler	scrambler	0.417	0.550	0.444
scrambling	rejtjelező	0.421	0.810	0.731
scrap	darabka	0.156	0.339	0.173
scrapbook	vendégkönyv	0.562	0.274	0.432
scrape	kaparás	0.365	0.615	0.384
scrapie	súrlókóros	0.306	0.706	0.231
scraping	kaparás	0.265	0.479	0.305
scrappy	összefüggéstelen	0.301	0.375	0.406
scratch	karcolás	0.276	0.625	0.270
scratchy	felületes	0.235	0.610	0.436
scrawny	cingár	0.276	0.422	0.245
scream	sikoly	0.188	0.863	0.594
screamer	visító ember	0.156	0.670	0.392
screaming	visító	0.245	0.901	0.460
screech	sikoltás	0.214	0.802	0.306
screen	képernyő	0.670	0.300	0.417
screening	árnyékolás	0.562	0.570	0.709
screenplay	forgatókönyv	0.500	0.406	0.518
screenwriter	forgatókönyvíró	0.571	0.500	0.712
screw	csavar	0.385	0.460	0.377
screwball	dilis	0.271	0.680	0.505
screwdriver	csavarhúzó	0.520	0.519	0.439
screwed	csavart	0.302	0.520	0.464
screwy	csavaros	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	irkál	0.429	0.453	0.358
scribe	írnok	0.541	0.264	0.491
scrimmage	összecsapás	0.367	0.660	0.411
scrip	pásztortarisznya	0.430	0.462	0.455
script	forgatókönyv	0.610	0.450	0.527
scriptural	bibliai	0.551	0.250	0.596
scripture	szentírás	0.745	0.270	0.630
scroll	tekercs	0.375	0.630	0.409
scrotum	herezacskó	0.396	0.653	0.361
scrounge	elcsen	0.210	0.565	0.397
scrounger	tolvaj	0.323	0.490	0.358
scrub	cserjés	0.417	0.420	0.500
scruffy	ápolatlan	0.194	0.435	0.176
scrumptious	remek	0.959	0.650	0.566
scrupulous	lelkiismeretes	0.545	0.685	0.602
scrutinize	vizsgálják	0.458	0.587	0.573
scrutiny	ellenőrzéssel	0.500	0.653	0.658
scuba	búvárfelszerelés	0.542	0.494	0.456
scuff	papucs	0.165	0.560	0.376
scuffle	dulakodás	0.146	0.800	0.529
scullery	mosogató	0.469	0.337	0.353
sculptor	szobrász	0.653	0.431	0.694
sculpture	szobor	0.750	0.346	0.490
sculptured	faragott	0.708	0.373	0.557
scum	hab	0.357	0.380	0.218
scumbag	szemétláda	0.240	0.591	0.278
scurry	sietség	0.398	0.647	0.509
scurvy	skorbut	0.354	0.462	0.312
scuttle	szenesvödör	0.438	0.398	0.430
sea	tenger	0.833	0.353	0.589
seaboard	tengerparti	0.663	0.356	0.507
seafood	tenger gyümölcsei	0.656	0.500	0.328
seagull	sirály	0.635	0.245	0.314
seal	fóka	0.490	0.218	0.518
seals	tömítések	0.412	0.241	0.402
seam	varrás	0.427	0.250	0.414
seaman	tengerész	0.520	0.510	0.672
seamless	zökkenőmentes	0.459	0.140	0.302
seamstress	varrónő	0.535	0.288	0.389
seaport	tengeri kikötő	0.594	0.317	0.491
sear	kiéget	0.490	0.553	0.600
search	keresés	0.635	0.580	0.462
searching	kutató	0.534	0.657	0.466
searchlight	fényszóró	0.622	0.510	0.552
seared	érzéketlen	0.229	0.410	0.398
seashore	tengerpart	0.796	0.310	0.375
seasick	tengeribeteg	0.115	0.683	0.245
seaside	tengerpart	0.887	0.520	0.508
season	évad	0.792	0.410	0.519
seasonal	évszaki	0.592	0.273	0.305
seasoned	fűszerezett	0.812	0.570	0.509
seasoning	fűszerezés	0.633	0.388	0.479
seat	ülés	0.542	0.281	0.434
seatbelt	biztonsági öv	0.656	0.314	0.726
seating	ülés	0.552	0.265	0.286
seawater	tengervíz	0.760	0.197	0.491
seaweed	hínár	0.446	0.286	0.382
sec	sec	0.490	0.385	0.380
secession	kiválás	0.323	0.561	0.509
secluded	elvonult	0.357	0.265	0.240
seclusion	elkülönítés	0.230	0.558	0.505
second	második	0.490	0.210	0.250
second cousin	másod-unokatestvér	0.698	0.360	0.441
secondary	másodlagos	0.636	0.375	0.260
secondhand	használt	0.194	0.389	0.283
secrecy	titoktartás	0.294	0.549	0.475
secret	titok	0.479	0.580	0.509
secretariat	titkárság	0.518	0.459	0.597
secretary	titkár	0.612	0.426	0.561
secrete	kiválaszt	0.427	0.567	0.518
secretion	kiválasztás	0.354	0.582	0.529
secretive	kiválasztó	0.390	0.250	0.538
secretly	titkosan	0.525	0.404	0.479
sect	szekta	0.265	0.667	0.526
sectarian	szektariánus	0.260	0.606	0.517
section	szakasz	0.500	0.269	0.421
sectional	szekcionált	0.427	0.415	0.464
sector	ágazat	0.594	0.190	0.569
secular	világi	0.463	0.461	0.520
secularism	szekularizmus	0.367	0.440	0.559
secure	biztos	0.844	0.380	0.914
securities	értékpapír	0.750	0.304	0.852
security	Biztonság	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	nyugodt	0.656	0.157	0.345
sedation	nyugtatás	0.510	0.270	0.398
sedative	nyugtató	0.314	0.273	0.352
sedentary	ülő	0.292	0.185	0.273
sedge	sás	0.406	0.396	0.339
sediment	üledék	0.438	0.306	0.372
sedimentary	üledékes	0.398	0.265	0.500
sedition	lázadás	0.327	0.557	0.591
seduce	elcsábít	0.462	0.864	0.689
seducer	csábító	0.704	0.812	0.775
seducing	elcsábítani	0.569	0.794	0.708
seduction	csábítás	0.510	0.891	0.618
seductive	csábító	0.771	0.821	0.667
see	lát	0.635	0.269	0.312
seed	mag	0.656	0.135	0.306
seedling	palánta	0.406	0.343	0.423
seeds	magok	0.731	0.269	0.418
seedy	magvas	0.229	0.390	0.325
seek	törekszik	0.622	0.429	0.482
seeker	kereső	0.646	0.464	0.553
seem	látszik	0.471	0.302	0.298
seemingly	látszólag	0.490	0.410	0.356
seer	látnok	0.604	0.481	0.740
seesaw	mérleghinta	0.570	0.559	0.410
seething	forrongó	0.312	0.821	0.642
segment	szegmens	0.469	0.290	0.440
segregate	elkülönít	0.290	0.627	0.440
segregated	szegregált	0.164	0.575	0.411
segregation	elkülönítés	0.302	0.545	0.390
seismic	szeizmikus	0.323	0.925	0.578
seize	megragadják	0.656	0.644	0.673
seizure	elkobzás	0.177	0.775	0.462
seldom	ritkán	0.323	0.379	0.287
select	választ	0.615	0.406	0.602
selection	kiválasztás	0.594	0.340	0.595
selective	szelektív	0.612	0.347	0.706
selectman	selectman	0.552	0.547	0.609
selenium	szelén	0.469	0.408	0.336
self	maga	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	önző	0.061	0.637	0.495
selfishness	önzés	0.200	0.686	0.453
selfless	önzetlen	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	elad	0.618	0.608	0.605
seller	eladó	0.635	0.471	0.635
sellout	Kiárusítás	0.398	0.490	0.465
seltzer	szódavíz	0.448	0.452	0.406
semantics	szemantika	0.698	0.394	0.569
semaphore	szemafor	0.552	0.374	0.598
semblance	látszat	0.500	0.471	0.442
semen	sperma	0.500	0.755	0.471
semester	szemeszter	0.521	0.327	0.482
semi	félig	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	pontosvessző	0.378	0.255	0.318
seminal	mag-	0.459	0.413	0.566
