Word	Russian-ru	Valence	Arousal	Dominance
scorch	подгорать	0.214	0.689	0.491
scorching	палящий	0.406	0.635	0.464
score	Гол	0.670	0.388	0.589
scoreboard	табло	0.667	0.484	0.472
scorer	маркер	0.730	0.608	0.764
scores	множество	0.594	0.469	0.629
scorn	презирать	0.110	0.721	0.356
scorned	презирали	0.062	0.529	0.226
scornful	презрительный	0.173	0.608	0.368
scorpion	скорпион	0.198	0.745	0.600
scotch	скотч	0.578	0.520	0.615
scoundrel	негодяй	0.094	0.740	0.412
scour	рыскать	0.388	0.602	0.632
scourge	бич	0.214	0.640	0.302
scout	разведчик	0.656	0.611	0.763
scowl	хмуриться	0.302	0.600	0.413
scrabble	рыться	0.625	0.412	0.399
scram	Катись	0.306	0.485	0.409
scramble	свалка	0.469	0.744	0.500
scrambled	вскарабкался	0.451	0.535	0.539
scrambler	шифратор	0.417	0.550	0.444
scrambling	скремблирования	0.421	0.810	0.731
scrap	лом	0.156	0.339	0.173
scrapbook	альбом	0.562	0.274	0.432
scrape	скрести	0.365	0.615	0.384
scrapie	скрепи	0.306	0.706	0.231
scraping	выскабливание	0.265	0.479	0.305
scrappy	лоскутной	0.301	0.375	0.406
scratch	царапина	0.276	0.625	0.270
scratchy	колючий	0.235	0.610	0.436
scrawny	тощий	0.276	0.422	0.245
scream	орать	0.188	0.863	0.594
screamer	крикун	0.156	0.670	0.392
screaming	кричащий	0.245	0.901	0.460
screech	визг	0.214	0.802	0.306
screen	экран	0.670	0.300	0.417
screening	скрининг	0.562	0.570	0.709
screenplay	сценарий	0.500	0.406	0.518
screenwriter	сценарист	0.571	0.500	0.712
screw	винт	0.385	0.460	0.377
screwball	сумасброд	0.271	0.680	0.505
screwdriver	отвертка	0.520	0.519	0.439
screwed	пьяный	0.302	0.520	0.464
screwy	поддатый	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	мазня	0.429	0.453	0.358
scribe	писец	0.541	0.264	0.491
scrimmage	потасовка	0.367	0.660	0.411
scrip	сума	0.430	0.462	0.455
script	скрипт	0.610	0.450	0.527
scriptural	библейский	0.551	0.250	0.596
scripture	священное писание	0.745	0.270	0.630
scroll	свиток	0.375	0.630	0.409
scrotum	мошонка	0.396	0.653	0.361
scrounge	попрошайничать	0.210	0.565	0.397
scrounger	попрошайка	0.323	0.490	0.358
scrub	скраб	0.417	0.420	0.500
scruffy	неряшливый	0.194	0.435	0.176
scrumptious	восхитительный	0.959	0.650	0.566
scrupulous	щепетильный	0.545	0.685	0.602
scrutinize	тщательно исследовать	0.458	0.587	0.573
scrutiny	исследование	0.500	0.653	0.658
scuba	скуба	0.542	0.494	0.456
scuff	протереться	0.165	0.560	0.376
scuffle	драка	0.146	0.800	0.529
scullery	буфетная	0.469	0.337	0.353
sculptor	скульптор	0.653	0.431	0.694
sculpture	скульптура	0.750	0.346	0.490
sculptured	рельефная	0.708	0.373	0.557
scum	сволочь	0.357	0.380	0.218
scumbag	подонок	0.240	0.591	0.278
scurry	беготня	0.398	0.647	0.509
scurvy	цинга	0.354	0.462	0.312
scuttle	люк	0.438	0.398	0.430
sea	море	0.833	0.353	0.589
seaboard	морское побережье	0.663	0.356	0.507
seafood	морепродукты	0.656	0.500	0.328
seagull	чайка	0.635	0.245	0.314
seal	печать	0.490	0.218	0.518
seals	морские котики	0.412	0.241	0.402
seam	шов	0.427	0.250	0.414
seaman	матрос	0.520	0.510	0.672
seamless	бесшовный	0.459	0.140	0.302
seamstress	швея	0.535	0.288	0.389
seaport	морской порт	0.594	0.317	0.491
sear	высушивать	0.490	0.553	0.600
search	поиск	0.635	0.580	0.462
searching	поиск	0.534	0.657	0.466
searchlight	прожектор	0.622	0.510	0.552
seared	притупленный	0.229	0.410	0.398
seashore	взморье	0.796	0.310	0.375
seasick	страдающий морской болезнью	0.115	0.683	0.245
seaside	Приморский	0.887	0.520	0.508
season	время года	0.792	0.410	0.519
seasonal	сезонное	0.592	0.273	0.305
seasoned	закаленный	0.812	0.570	0.509
seasoning	приправа	0.633	0.388	0.479
seat	сиденье	0.542	0.281	0.434
seatbelt	ремень безопасности	0.656	0.314	0.726
seating	посадка	0.552	0.265	0.286
seawater	морская вода	0.760	0.197	0.491
seaweed	водоросли	0.446	0.286	0.382
sec	сек	0.490	0.385	0.380
secession	отложение	0.323	0.561	0.509
secluded	уединенный	0.357	0.265	0.240
seclusion	уединение	0.230	0.558	0.505
second	второй	0.490	0.210	0.250
second cousin	троюродный брат	0.698	0.360	0.441
secondary	вторичный	0.636	0.375	0.260
secondhand	подержанный	0.194	0.389	0.283
secrecy	секретность	0.294	0.549	0.475
secret	секрет	0.479	0.580	0.509
secretariat	секретариат	0.518	0.459	0.597
secretary	секретарь	0.612	0.426	0.561
secrete	выделять	0.427	0.567	0.518
secretion	секреция	0.354	0.582	0.529
secretive	скрытный	0.390	0.250	0.538
secretly	тайно	0.525	0.404	0.479
sect	секта	0.265	0.667	0.526
sectarian	сектант	0.260	0.606	0.517
section	раздел	0.500	0.269	0.421
sectional	секционный	0.427	0.415	0.464
sector	сектор	0.594	0.190	0.569
secular	светский	0.463	0.461	0.520
secularism	секуляризм	0.367	0.440	0.559
secure	безопасный	0.844	0.380	0.914
securities	ценные бумаги	0.750	0.304	0.852
security	безопасность	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	степенный	0.656	0.157	0.345
sedation	успокоение	0.510	0.270	0.398
sedative	успокоительное	0.314	0.273	0.352
sedentary	сидячий	0.292	0.185	0.273
sedge	осока	0.406	0.396	0.339
sediment	отстой	0.438	0.306	0.372
sedimentary	осадочный	0.398	0.265	0.500
sedition	крамола	0.327	0.557	0.591
seduce	соблазнять	0.462	0.864	0.689
seducer	соблазнитель	0.704	0.812	0.775
seducing	соблазняющий	0.569	0.794	0.708
seduction	обольщение	0.510	0.891	0.618
seductive	соблазнительный	0.771	0.821	0.667
see	видеть	0.635	0.269	0.312
seed	семя	0.656	0.135	0.306
seedling	саженец	0.406	0.343	0.423
seeds	семена	0.731	0.269	0.418
seedy	потрепанный	0.229	0.390	0.325
seek	искать	0.622	0.429	0.482
seeker	ищущий	0.646	0.464	0.553
seem	казаться	0.471	0.302	0.298
seemingly	по-видимому	0.490	0.410	0.356
seer	провидец	0.604	0.481	0.740
seesaw	неустойчиво	0.570	0.559	0.410
seething	кипящая	0.312	0.821	0.642
segment	сегмент	0.469	0.290	0.440
segregate	разделяться	0.290	0.627	0.440
segregated	сегрегированный	0.164	0.575	0.411
segregation	сегрегация	0.302	0.545	0.390
seismic	сейсмический	0.323	0.925	0.578
seize	воспользоваться	0.656	0.644	0.673
seizure	захват	0.177	0.775	0.462
seldom	редко	0.323	0.379	0.287
select	Выбрать	0.615	0.406	0.602
selection	выбор	0.594	0.340	0.595
selective	селективный	0.612	0.347	0.706
selectman	член городского управления	0.552	0.547	0.609
selenium	селен	0.469	0.408	0.336
self	сам	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	эгоистичный	0.061	0.637	0.495
selfishness	эгоизм	0.200	0.686	0.453
selfless	бескорыстный	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	продавать	0.618	0.608	0.605
seller	продавец	0.635	0.471	0.635
sellout	распродавать	0.398	0.490	0.465
seltzer	сельтерская вода	0.448	0.452	0.406
semantics	семантика	0.698	0.394	0.569
semaphore	семафор	0.552	0.374	0.598
semblance	видимость	0.500	0.471	0.442
semen	сперма	0.500	0.755	0.471
semester	семестр	0.521	0.327	0.482
semi	пол	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	точка с запятой	0.378	0.255	0.318
seminal	плодотворный	0.459	0.413	0.566
seminar	семинар	0.583	0.360	0.623
seminary	семинария	0.594	0.367	0.589
semiotics	семиотика	0.449	0.417	0.596
senate	сенат	0.490	0.349	0.836
senator	сенатор	0.391	0.422	0.821
send	Отправить	0.663	0.480	0.537
sender	отправитель	0.542	0.449	0.509
senescence	физиологическое старение	0.378	0.456	0.394
senile	старческий	0.280	0.211	0.305
senior	старшая	0.561	0.415	0.536
seniority	старшинство	0.408	0.427	0.602
senor	сеньор	0.527	0.217	0.630
senorita	сеньорита	0.765	0.550	0.500
sensation	ощущение	0.781	0.663	0.673
sensational	сенсационный	0.938	0.827	0.858
sense	смысл	0.781	0.417	0.474
senseless	бессмысленный	0.125	0.388	0.136
senses	чувств	0.740	0.461	0.693
sensibility	обидчивость	0.583	0.423	0.448
sensible	здравомыслящий	0.625	0.454	0.312
sensibly	здраво	0.786	0.337	0.396
sensitive	чувствительный	0.714	0.426	0.254
sensitivity	чувствительность	0.750	0.417	0.395
sensor	датчик	0.571	0.377	0.542
sensory	сенсорный	0.583	0.480	0.442
sensual	чувственный	0.730	0.790	0.642
sensuality	чувственность	0.844	0.840	0.632
sensuous	чувственный	0.854	0.798	0.625
sentence	предложение	0.625	0.265	0.548
sentencing	вынесение приговора	0.120	0.782	0.561
sentient	чувствующий	0.583	0.417	0.363
sentiment	настроение	0.765	0.451	0.639
sentimental	сентиментальный	0.583	0.378	0.312
sentimentality	сентиментальность	0.771	0.548	0.319
sentinel	страж	0.531	0.602	0.845
sentry	караул	0.470	0.547	0.684
separable	отделимый	0.469	0.390	0.368
separate	отдельный	0.240	0.514	0.349
separately	в отдельности	0.310	0.365	0.368
separation	разделение	0.198	0.592	0.409
separatist	сепаратистский	0.245	0.627	0.537
sepia	сепия	0.448	0.270	0.345
sepsis	сепсис	0.229	0.452	0.327
sept	сентябре	0.521	0.333	0.361
septic	септический	0.281	0.462	0.425
septum	перегородка	0.276	0.423	0.410
sequel	продолжение	0.650	0.480	0.574
sequence	последовательность	0.543	0.350	0.529
sequent	последовательный	0.531	0.423	0.591
sequestered	изолированный	0.160	0.863	0.427
sequestration	секвестр	0.177	0.860	0.500
serenade	серенада	0.875	0.570	0.491
serendipity	интуитивная прозорливость	0.677	0.413	0.500
serene	безмятежный	0.802	0.132	0.370
serenity	безмятежность	0.900	0.122	0.557
sergeant	сержант	0.408	0.600	0.833
serial	последовательный	0.469	0.350	0.472
serialize	сериализации	0.500	0.455	0.593
series	серии	0.622	0.431	0.420
serif	засечка	0.531	0.417	0.415
serious	серьезный	0.500	0.455	0.619
seriousness	серьезность	0.439	0.365	0.750
sermon	проповедь	0.417	0.507	0.615
serpent	змей	0.115	0.696	0.679
serpentine	змеевик	0.576	0.646	0.329
serrated	зазубренный	0.388	0.435	0.418
serum	сыворотка	0.520	0.231	0.443
servant	служащий	0.340	0.408	0.331
serve	обслуживать	0.622	0.400	0.384
server	сервер	0.656	0.356	0.536
service	оказание услуг	0.684	0.408	0.535
serviceable	исправный	0.834	0.400	0.684
servile	холопский	0.439	0.327	0.415
servitude	сервитут	0.250	0.490	0.250
sesame	кунжут	0.673	0.250	0.382
sess	NO TRANSLATION	0.418	0.481	0.411
session	сессия	0.510	0.481	0.491
sessions	сессий	0.646	0.578	0.650
set	задавать	0.521	0.482	0.630
setback	регресс	0.198	0.451	0.250
sett	NO TRANSLATION	0.560	0.413	0.500
setter	сеттер	0.541	0.455	0.473
settle	селиться	0.833	0.520	0.772
settled	решен	0.521	0.510	0.473
settlement	поселок	0.635	0.412	0.723
settler	отстойник	0.573	0.453	0.519
settlor	доверитель	0.531	0.434	0.534
setup	настроить	0.667	0.398	0.635
seven	семь	0.672	0.265	0.373
seventeen	семнадцать	0.585	0.296	0.321
seventh	седьмой	0.500	0.245	0.288
seventy	семьдесят	0.625	0.353	0.446
sever	разрывать	0.156	0.635	0.451
severable	делимый	0.406	0.451	0.398
severally	отдельно	0.719	0.298	0.600
severance	разрыв	0.396	0.620	0.541
severe	серьезный	0.164	0.735	0.635
severely	сильно	0.219	0.673	0.700
severity	строгость	0.260	0.712	0.661
sew	шить	0.510	0.340	0.340
sewage	сточная вода	0.255	0.343	0.339
sewer	сточная труба	0.286	0.367	0.282
sewerage	канализация	0.208	0.450	0.198
sewing	шитье	0.625	0.337	0.356
sex	секс	0.803	0.939	0.704
sexist	женофоб	0.255	0.798	0.411
sexual	половой	0.584	0.959	0.640
sexuality	сексуальность	0.670	0.898	0.657
sexy	сексуальный	0.865	0.945	0.802
shabby	потертый	0.235	0.519	0.259
shack	лачуга	0.396	0.425	0.339
shackle	дужка	0.276	0.580	0.414
shade	тень	0.388	0.265	0.278
shades	оттенков	0.490	0.300	0.380
shading	затенение	0.420	0.324	0.318
shadow	тень	0.302	0.343	0.158
shadowy	смутный	0.135	0.373	0.330
shady	сомнительный	0.323	0.509	0.375
shaft	вал	0.549	0.275	0.472
shag	махорка	0.417	0.462	0.340
shaggy	мохнатый	0.510	0.302	0.321
shake	встряхивать	0.439	0.689	0.539
shakedown	вымогательство	0.286	0.692	0.481
shaken	встряхивают	0.344	0.657	0.333
shaker	шейкер	0.520	0.728	0.518
shaking	сотрясение	0.275	0.849	0.255
shaky	непрочный	0.260	0.734	0.223
shall	должен	0.510	0.385	0.412
shallow	мелкий	0.427	0.298	0.351
shallows	перекат	0.388	0.368	0.368
sham	фиктивный	0.354	0.602	0.395
shaman	шаман	0.490	0.531	0.604
shambles	бойня	0.271	0.696	0.287
shame	позор	0.060	0.670	0.155
shamed	пристыженный	0.135	0.567	0.218
shameful	постыдный	0.040	0.680	0.264
shameless	бесстыдный	0.274	0.713	0.407
shampoo	шампунь	0.604	0.180	0.250
shanghai	Шанхай	0.551	0.450	0.509
shank	хвостовик	0.530	0.393	0.286
shanty	лачуга	0.427	0.459	0.255
shape	форма	0.592	0.240	0.422
shapely	стройный	0.771	0.441	0.830
shard	осколок	0.388	0.407	0.426
share	доля	0.759	0.548	0.545
shareholder	акционер	0.656	0.632	0.915
sharing	разделение	0.827	0.462	0.545
shark	акула	0.260	0.845	0.596
sharp	острый	0.459	0.585	0.585
sharpen	точить	0.582	0.694	0.611
sharpened	заточены	0.573	0.647	0.727
sharpener	точилка	0.532	0.435	0.327
sharpness	Острота	0.729	0.385	0.653
sharpshooter	меткий стрелок	0.240	0.929	0.764
shatter	раздробить	0.108	0.821	0.464
shattered	разрушенной	0.097	0.806	0.309
shattering	сокрушительный	0.135	0.760	0.475
shave	брить	0.521	0.410	0.480
shaver	бритва	0.418	0.450	0.392
shaving	бритье	0.500	0.469	0.353
shawl	шаль	0.720	0.365	0.230
sheaf	пучок	0.396	0.387	0.456
shear	сдвиг	0.286	0.647	0.388
shears	ножницы	0.429	0.527	0.254
sheath	ножны	0.460	0.314	0.342
sheathing	обшивка	0.378	0.480	0.642
shed	сарай	0.427	0.402	0.470
sheen	блеск	0.812	0.510	0.712
sheep	овца	0.604	0.206	0.161
sheepdog	овчарка	0.684	0.442	0.529
sheepish	глуповатый	0.326	0.441	0.205
sheer	отвесный	0.604	0.250	0.481
sheet	лист	0.439	0.174	0.302
sheik	шейх	0.521	0.579	0.708
shelf	полка	0.561	0.202	0.366
shell	оболочка	0.615	0.408	0.391
shellfish	моллюск	0.594	0.412	0.393
shelling	артобстрел	0.337	0.917	0.773
shelter	укрытие	0.704	0.229	0.569
sheltered	защищенный	0.590	0.377	0.717
shelters	приюты	0.582	0.333	0.482
shelved	сукно	0.306	0.166	0.321
shepherd	пасти	0.656	0.304	0.610
sherbet	шербет	0.592	0.363	0.348
sheriff	шериф	0.602	0.541	0.802
sherry	шерри	0.594	0.477	0.315
shield	щит	0.510	0.373	0.663
shift	сдвиг	0.479	0.610	0.491
shifting	переключение	0.518	0.548	0.546
shifty	нечестный	0.365	0.687	0.483
shilling	шиллинг	0.521	0.342	0.430
shimmer	мерцать	0.745	0.562	0.656
shimmering	мерцающий	0.844	0.648	0.904
shimmy	шимми	0.478	0.476	0.462
shin	голень	0.459	0.500	0.231
shindig	шумная вечеринка	0.552	0.560	0.491
shine	блеск	0.844	0.539	0.741
shiner	синяк	0.740	0.510	0.556
shingle	галька	0.510	0.200	0.410
shining	блестящий	0.885	0.673	0.812
shiny	блестящий	0.885	0.604	0.787
ship	корабль	0.646	0.500	0.439
shipment	отгрузка	0.582	0.440	0.452
shipping	Перевозка	0.622	0.327	0.443
shipshape	в полном порядке	0.594	0.480	0.474
shipwreck	кораблекрушение	0.268	0.768	0.373
shipyard	верфь	0.398	0.583	0.595
shire	графство	0.479	0.257	0.609
shirt	Рубашка	0.698	0.186	0.231
shit	дерьмо	0.000	0.678	0.294
shitday	NO TRANSLATION	0.281	0.658	0.390
shitfaced	shitfaced	0.214	0.695	0.380
shithead	говнюк	0.120	0.645	0.302
shitless	до смерти	0.271	0.545	0.333
shitload	хуя	0.020	0.606	0.161
shittest	NO TRANSLATION	0.076	0.673	0.232
shitty	сраный	0.020	0.679	0.163
shiver	дрожать	0.260	0.765	0.236
shivering	Дрожание	0.122	0.663	0.373
shoals	косяки	0.396	0.408	0.375
shock	шок	0.286	0.821	0.453
shocked	в шоке	0.292	0.773	0.375
shocker	бульварный роман	0.235	0.804	0.616
shocking	отвратительный	0.378	0.853	0.833
shockingly	потрясающе	0.510	0.924	0.721
shoddy	дрянной	0.082	0.463	0.179
shoe	башмак	0.517	0.225	0.288
shoelace	шнурки	0.396	0.280	0.307
shoemaker	сапожник	0.396	0.269	0.491
shoes	обувь	0.729	0.324	0.210
shoeshine	чистка обуви	0.392	0.387	0.325
shook	встряхнул	0.163	0.759	0.509
shoot	стрелять	0.092	0.926	0.625
shooter	стрелок	0.224	0.814	0.774
shooting	стрельба	0.276	0.931	0.602
shootout	перестрелка	0.080	0.927	0.615
shop	магазин	0.725	0.632	0.565
shopkeeper	лавочник	0.677	0.510	0.730
shoplifter	магазинный вор	0.167	0.830	0.500
shoplifting	воровство в магазинах	0.152	0.833	0.441
shopper	покупатель	0.646	0.615	0.741
shopping	поход по магазинам	0.915	0.445	0.630
shore	берег	0.542	0.304	0.204
shoreline	береговая линия	0.677	0.296	0.529
shorn	стриженый	0.396	0.415	0.400
short	короткая	0.184	0.264	0.237
short story	короткий рассказ	0.697	0.321	0.348
shortage	нехватка	0.094	0.455	0.198
shortcake	песочное печенье	0.677	0.359	0.398
shortcoming	недостаток	0.195	0.370	0.258
shortcut	сокращенный	0.594	0.308	0.426
shorten	укорачивать	0.302	0.382	0.460
shortening	укорачивание	0.286	0.333	0.385
shorthand	стенография	0.459	0.450	0.461
shortly	вскоре	0.582	0.310	0.360
shortness	краткость	0.459	0.280	0.272
shorts	шорты	0.622	0.481	0.287
shortstop	приятели	0.418	0.529	0.450
shortwave	коротковолновый	0.460	0.271	0.368
shot	выстрел	0.144	0.750	0.569
shotgun	дробовик	0.200	0.868	0.684
shoulder	плечо	0.562	0.286	0.406
shout	окрик	0.229	0.925	0.444
shove	совать	0.306	0.690	0.602
shovel	лопата	0.427	0.308	0.267
shoveling	лопатой	0.265	0.620	0.537
show	показать	0.673	0.771	0.719
showbiz	Шоу-бизнес	0.661	0.713	0.598
showboat	важничать	0.618	0.625	0.509
showcase	витрина	0.521	0.255	0.415
showdown	разборок	0.302	0.950	0.692
shower	душ	0.669	0.346	0.336
showgirl	статистка	0.633	0.694	0.481
showing	показ	0.622	0.540	0.491
showoff	выпендриваться	0.344	0.598	0.463
showroom	выставочный зал	0.740	0.441	0.536
showy	эффектный	0.698	0.657	0.661
shrapnel	шрапнель	0.240	0.740	0.681
shred	шинковать	0.224	0.750	0.627
shrew	землеройка	0.306	0.463	0.390
shrewd	проницательный	0.551	0.673	0.816
shriek	визг	0.459	0.827	0.491
shrill	пронзительный	0.312	0.721	0.640
shrimp	креветка	0.571	0.361	0.425
shrine	святыня	0.802	0.255	0.574
shrink	сокращаться	0.385	0.453	0.272
shrinking	сокращение	0.190	0.400	0.217
shrivel	высыхать	0.160	0.409	0.143
shroud	пелена	0.417	0.457	0.389
shrub	кустарник	0.531	0.340	0.340
shrubbery	кустарник	0.490	0.267	0.332
shrug	пожимание плечами	0.208	0.296	0.278
shrunk	сжавшийся	0.163	0.354	0.218
shrunken	сморщенный	0.500	0.373	0.221
shudder	содрогаться	0.344	0.791	0.559
shuddering	дрожащий	0.302	0.802	0.638
shuffle	шарканье	0.459	0.450	0.556
shuffleboard	шаффлборд	0.531	0.459	0.377
shuffling	шарканье	0.521	0.408	0.293
shun	гнушаться	0.418	0.604	0.389
shunned	сторониться	0.271	0.464	0.367
shunt	шунт	0.312	0.500	0.470
shut	закрыть	0.240	0.352	0.311
shutdown	неисправность	0.173	0.367	0.418
shuteye	NO TRANSLATION	0.521	0.430	0.431
shutit	NO TRANSLATION	0.281	0.442	0.480
shutter	затвор	0.191	0.380	0.482
shuttle	челнок	0.531	0.591	0.547
shutup	NO TRANSLATION	0.333	0.560	0.491
shy	застенчивый	0.280	0.153	0.132
shyness	застенчивость	0.312	0.265	0.246
shyster	стряпчий по темным делам	0.292	0.567	0.424
sib	NO TRANSLATION	0.698	0.298	0.593
sibling	родной брат	0.857	0.340	0.636
sic	так	0.370	0.459	0.380
sick	больной	0.104	0.431	0.136
sickbay	лазарет	0.296	0.510	0.345
sicken	пресытиться	0.051	0.500	0.294
sickening	тошнотворный	0.074	0.618	0.259
sickle	серп	0.427	0.585	0.370
sickly	тошнотворный	0.188	0.550	0.191
sickness	болезнь	0.094	0.704	0.288
side	боковая сторона	0.439	0.288	0.395
sidearm	пистолет	0.410	0.474	0.500
sidebar	боковая панель	0.469	0.364	0.405
sideboard	сервант	0.590	0.259	0.426
sideburns	бачки	0.777	0.327	0.308
sidecar	коляска мотоцикла	0.552	0.449	0.500
sidekick	кореш	0.602	0.439	0.509
sideline	боковая линия	0.440	0.382	0.517
sideshow	интермедия	0.458	0.594	0.658
sidestep	обходить	0.378	0.559	0.407
sidewalk	тротуар	0.479	0.192	0.348
sideways	вбок	0.788	0.245	0.291
sidewinder	удар сбоку	0.500	0.500	0.439
siege	осада	0.271	0.750	0.567
siesta	сиеста	0.740	0.046	0.295
sieve	сито	0.459	0.250	0.333
sift	просеять	0.542	0.412	0.461
sifting	просеивание	0.571	0.469	0.474
sigh	вздох	0.469	0.387	0.273
sight	взгляд	0.684	0.250	0.528
sighting	визирование	0.582	0.560	0.627
sightseeing	осмотр достопримечательностей	0.875	0.552	0.697
sigma	сигма	0.490	0.472	0.535
sign	знак	0.620	0.481	0.397
signal	сигнал	0.615	0.417	0.464
signature	подпись	0.570	0.422	0.657
significance	значение	0.820	0.460	0.644
significant	значительное	0.827	0.649	0.786
signification	значение	0.583	0.337	0.530
signify	означать	0.453	0.422	0.634
signpost	указательный столб	0.510	0.400	0.446
silence	тишина	0.438	0.200	0.223
silencer	глушитель	0.417	0.356	0.482
silent	бесшумный	0.469	0.125	0.280
silently	молча	0.448	0.185	0.306
silhouette	силуэт	0.582	0.410	0.288
silicon	кремний	0.439	0.448	0.445
silicone	силиконовый	0.480	0.340	0.333
silk	шелк	0.760	0.115	0.300
silken	вкрадчивый	0.730	0.265	0.394
silky	шелковистый	0.802	0.397	0.271
sill	подоконник	0.433	0.375	0.324
silliness	глупость	0.327	0.368	0.192
silly	глупый	0.384	0.349	0.161
silo	силос	0.400	0.365	0.357
silt	ил	0.510	0.269	0.200
silver	Серебряный	0.684	0.451	0.615
silverware	столовое серебро	0.663	0.365	0.409
silvery	серебристый	0.543	0.460	0.517
similar	аналогичный	0.562	0.250	0.423
similarity	сходство	0.729	0.255	0.518
simile	NO TRANSLATION	0.615	0.363	0.464
simmer	кипятить на медленном огне	0.650	0.293	0.393
simmering	кипение	0.382	0.613	0.412
simple	просто	0.653	0.130	0.314
simples	NO TRANSLATION	0.724	0.240	0.263
simpleton	простак	0.429	0.144	0.358
simplicity	простота	0.667	0.250	0.337
simplify	упрощать	0.565	0.347	0.602
simplistic	упрощенный	0.490	0.245	0.391
simply	просто	0.535	0.148	0.393
simulate	моделировать	0.551	0.375	0.417
simulated	симулированный	0.500	0.461	0.356
simulating	имитирующий	0.552	0.462	0.481
simulation	моделирование	0.552	0.574	0.567
simulator	имитатор	0.677	0.559	0.583
simultaneous	одновременный	0.691	0.577	0.554
simultaneously	одновременно	0.656	0.490	0.609
sin	NO TRANSLATION	0.177	0.712	0.449
sincere	искренний	0.918	0.265	0.725
sincerity	искренность	0.908	0.351	0.686
sinful	грешный	0.143	0.788	0.417
sing	петь	0.858	0.606	0.420
singer	певец	0.802	0.735	0.628
singing	пение	0.885	0.594	0.528
single	Один	0.291	0.354	0.259
singly	отдельно	0.553	0.354	0.466
singular	единственное число	0.610	0.302	0.482
singularity	особенность	0.582	0.348	0.654
singularly	особенно	0.571	0.330	0.527
sinister	зловещий	0.125	0.896	0.581
sink	раковина	0.375	0.439	0.322
sinker	грузило	0.302	0.557	0.538
sinking	тонущий	0.135	0.439	0.342
sinner	грешник	0.237	0.667	0.356
sinning	грешить	0.170	0.700	0.422
sinus	пазуха	0.531	0.563	0.340
sip	глоток	0.375	0.380	0.213
siphon	сифон	0.354	0.333	0.435
sipping	потягивая	0.469	0.349	0.377
sir	сэр	0.622	0.306	0.778
sire	сир	0.854	0.452	0.808
siren	сирена	0.570	0.627	0.500
sirloin	филей	0.546	0.418	0.373
sissy	неженка	0.333	0.562	0.232
sister	сестра	0.916	0.324	0.562
sisterhood	сестринская община	0.837	0.415	0.696
sit	сидеть	0.561	0.230	0.368
sitcom	комедия положений	0.562	0.537	0.407
site	сайт	0.677	0.265	0.452
sith	Sith	0.439	0.564	0.373
sitter	приходящая няня	0.656	0.429	0.404
sitting	сидящий	0.561	0.146	0.353
situate	располагать	0.510	0.310	0.483
situated	расположенный	0.542	0.231	0.543
situation	ситуация	0.531	0.387	0.600
six	шесть	0.500	0.154	0.271
sixpence	сумма в 6 пенсов	0.469	0.417	0.463
sixteen	шестнадцать	0.583	0.290	0.324
sixth	шестой	0.521	0.275	0.366
sixty	шестьдесят	0.694	0.240	0.433
sizable	значительный	0.727	0.337	0.657
size	размер	0.531	0.336	0.569
sizzle	шипение	0.427	0.704	0.368
ska	NO TRANSLATION	0.458	0.575	0.245
skate	кататься на коньках	0.740	0.653	0.508
skateboard	скейтборд	0.677	0.550	0.353
skater	конькобежец	0.633	0.774	0.652
skating	катание на коньках	0.745	0.673	0.435
skedaddle	драпанье	0.427	0.596	0.422
skeet	гитерс	0.469	0.549	0.413
skein	неразбериха	0.449	0.372	0.287
skeletal	скелетный	0.306	0.558	0.318
skeleton	скелет	0.183	0.464	0.343
skeptic	скептик	0.135	0.440	0.500
skeptical	скептический	0.207	0.500	0.452
skepticism	скептицизм	0.229	0.480	0.582
sketch	эскиз	0.704	0.276	0.420
sketching	зарисовка	0.729	0.327	0.400
sketchy	отрывочный	0.333	0.479	0.241
skewed	перекос	0.340	0.480	0.361
skewer	вертел	0.470	0.365	0.457
ski	лыжа	0.684	0.670	0.471
skid	занос	0.357	0.640	0.440
skier	лыжник	0.802	0.788	0.639
skiff	скиф	0.479	0.375	0.472
skiing	горнолыжный спорт	0.823	0.824	0.620
skijump	NO TRANSLATION	0.635	0.647	0.482
skill	умение	0.847	0.701	0.833
skilled	искусный	0.886	0.614	0.929
skillet	сковорода	0.510	0.296	0.345
skillful	искусный	0.802	0.616	0.908
skim	обезжиренное	0.418	0.328	0.322
skimpy	скудный	0.302	0.349	0.208
skin	кожа	0.569	0.350	0.395
skinny	тощий	0.333	0.333	0.298
skip	пропускать	0.458	0.804	0.439
skipper	шкипер	0.440	0.577	0.692
skirmish	перестрелка	0.290	0.640	0.474
skirt	юбка	0.602	0.463	0.226
skirting	плинтус	0.449	0.529	0.386
skirts	юбки	0.622	0.538	0.241
skit	капустник	0.438	0.434	0.421
skittish	пугливый	0.156	0.815	0.172
skull	череп	0.276	0.558	0.574
skunk	скунс	0.284	0.491	0.380
sky	небо	0.958	0.234	0.401
