Word	Gujarati-gu	Valence	Arousal	Dominance
registration	નોંધણી	0.622	0.396	0.574
registry	રજિસ્ટ્રી	0.573	0.320	0.583
regress	રિગ્રેસ	0.255	0.442	0.300
regression	રીગ્રેસન	0.312	0.500	0.324
regressive	પ્રતિબંધાત્મક	0.302	0.434	0.363
regret	દિલગીરી	0.230	0.623	0.331
regretful	ખેદજનક	0.167	0.480	0.188
regrettable	ખેદજનક	0.104	0.374	0.245
regretted	દિલગીરી	0.352	0.540	0.368
regretting	ખેદ	0.255	0.567	0.273
regroup	પુનઃગઠન કરો	0.633	0.602	0.797
regular	નિયમિત	0.435	0.188	0.558
regularity	નિયમિતતા	0.663	0.337	0.585
regulars	નિયમિત	0.729	0.327	0.508
regulate	નિયમન	0.510	0.275	0.481
regulated	નિયમન	0.531	0.269	0.483
regulation	નિયમન	0.542	0.425	0.667
regulator	નિયમનકાર	0.500	0.336	0.668
regulatory	નિયમનકારી	0.531	0.448	0.528
regurgitation	રિલિગ્રેટેશન	0.160	0.647	0.315
rehab	સુધારણા	0.531	0.450	0.593
rehabilitate	પુનર્વસન	0.671	0.538	0.642
rehabilitation	પુનર્વસન	0.406	0.528	0.606
rehash	રિહશે	0.405	0.451	0.403
rehearsal	રિહર્સલ	0.667	0.470	0.500
rehearse	રિહર્સલ	0.588	0.622	0.500
reign	શાસન	0.806	0.567	0.873
reigning	સત્તાધીશ	0.677	0.632	0.870
reimburse	ભરપાઈ કરવી	0.680	0.418	0.527
reimbursement	ભરપાઈ	0.653	0.610	0.567
rein	લગામ	0.500	0.357	0.438
reincarnation	પુનર્જન્મ	0.786	0.747	0.676
reindeer	શીત પ્રદેશનું હરણ	0.592	0.336	0.396
reinforce	મજબુત	0.604	0.583	0.760
reinforcement	અમલના	0.729	0.702	0.902
reinforcements	સૈન્યમાં	0.646	0.719	0.875
reins	મૂત્રપિંડ	0.480	0.448	0.545
reinstall	પુનઃસ્થાપિત કરો	0.458	0.500	0.745
reinstate	પુનઃસ્થાપિત કરો	0.760	0.551	0.596
reinstatement	પુનઃસ્થાપના	0.729	0.521	0.707
reinvest	પુનઃજન્મિત કરો	0.570	0.627	0.763
reinvestment	રીઇનવેસ્ટમેન્ટ	0.582	0.622	0.782
reiterate	પુનરુક્તિ કરવી	0.422	0.451	0.655
reject	નકારો	0.060	0.647	0.370
rejected	નકારી	0.102	0.480	0.250
rejection	અસ્વીકાર	0.080	0.704	0.330
rejects	નકારી કાઢે છે	0.083	0.637	0.422
rejoice	આનંદ કરો	0.827	0.650	0.698
rejoicing	આનંદ	0.811	0.637	0.592
rejoin	ફરી જોડાઓ	0.655	0.548	0.556
rejuvenate	કાયાકલ્પ કરવો	0.776	0.588	0.767
rejuvenated	rejuvenated	0.809	0.673	0.700
rekindle	ફરી સળગાવવું	0.656	0.520	0.788
relapse	ઊથલપાથલ	0.173	0.460	0.303
relate	સંબંધિત	0.653	0.500	0.623
related	સંબંધિત	0.677	0.365	0.519
relation	સંબંધ	0.857	0.604	0.625
relationship	સંબંધ	0.867	0.566	0.589
relative	સંબંધિત	0.500	0.378	0.386
relativity	સાપેક્ષતા	0.594	0.393	0.615
relax	આરામ કરો	0.927	0.250	0.375
relaxant	ઢોંગી	0.878	0.087	0.357
relaxation	છૂટછાટ	0.873	0.161	0.381
relaxed	હળવા	0.865	0.090	0.382
relaxing	ઢીલું મૂકી દેવાથી	0.854	0.157	0.475
relay	રિલે	0.738	0.542	0.543
release	પ્રકાશન	0.740	0.606	0.741
released	પ્રકાશિત	0.844	0.490	0.651
relegation	હદપાર	0.375	0.500	0.434
relentless	અવિરત	0.333	0.713	0.904
relevance	સુસંગતતા	0.710	0.599	0.791
relevancy	સુસંગતતા	0.724	0.481	0.673
relevant	સંબંધિત	0.719	0.608	0.764
reliability	વિશ્વસનીયતા	0.917	0.380	0.696
reliable	વિશ્વસનીય	0.912	0.241	0.875
reliance	નિર્ભરતા	0.844	0.431	0.853
relic	અવશેષ	0.646	0.452	0.591
relics	અવશેષો	0.719	0.580	0.579
relief	રાહત	0.844	0.278	0.481
relieve	રાહત	0.813	0.183	0.536
relieved	રાહત	0.896	0.314	0.391
relieving	રાહત	0.740	0.255	0.455
relight	રાહત	0.560	0.588	0.519
religion	ધર્મ	0.646	0.320	0.755
religious	ધાર્મિક	0.740	0.238	0.696
relinquish	છોડી દેવું	0.265	0.606	0.286
relish	સ્વાદ	0.854	0.610	0.632
relive	relive	0.750	0.650	0.693
reload	ફરીથી લોડ	0.562	0.611	0.571
relocate	પુનઃસ્થાપિત કરો	0.500	0.594	0.640
relocation	સ્થળાંતર	0.396	0.500	0.475
reluctance	અનિચ્છા	0.240	0.606	0.373
reluctant	અનિચ્છા	0.292	0.630	0.432
rely	આધાર રાખે છે	0.812	0.429	0.616
remain	બાકી રહેવું	0.709	0.365	0.731
remainder	બાકી	0.398	0.357	0.324
remaining	બાકી	0.449	0.290	0.296
remains	અવશેષો	0.610	0.240	0.565
remake	રિમેક	0.583	0.488	0.642
remand	રિમાન્ડ	0.245	0.446	0.318
remark	ટીકા	0.561	0.325	0.716
remarkable	નોંધનીય	0.880	0.573	0.720
remarkably	નોંધપાત્ર	0.688	0.618	0.868
remarry	પુનઃલગ્નતા	0.653	0.791	0.540
rematch	રિમેચ	0.469	0.798	0.627
remedial	ઉપચારાત્મક	0.369	0.418	0.509
remedy	ઉપાય	0.625	0.283	0.491
remember	યાદ રાખો	0.776	0.422	0.454
remembered	યાદ	0.916	0.333	0.588
remembering	યાદ રાખવું	0.535	0.386	0.509
remembrance	યાદ	0.812	0.250	0.519
remind	યાદ	0.721	0.415	0.563
reminder	રીમાઇન્ડર	0.552	0.423	0.589
reminisce	યાદ	0.903	0.490	0.363
reminiscent	યાદ અપાવે છે	0.500	0.481	0.611
reminiscing	યાદ	0.688	0.431	0.418
remiss	દૂર	0.190	0.650	0.325
remission	માફી	0.418	0.330	0.518
remit	માફ	0.510	0.509	0.473
remittance	રેમિટન્સ	0.684	0.479	0.454
remnant	અવશેષ	0.367	0.312	0.388
remodel	રિમોડેલ	0.604	0.647	0.693
remorse	પસ્તાવો	0.103	0.673	0.377
remorseful	પશ્ચાતાપ	0.347	0.429	0.250
remote	દૂરસ્થ	0.458	0.333	0.477
remoteness	અંતર	0.323	0.510	0.339
removal	દૂર	0.245	0.540	0.368
remove	દૂર કરો	0.292	0.539	0.472
remover	રીમુવરને	0.337	0.443	0.526
remuneration	મહેનતાણું	0.792	0.760	0.607
renaissance	પુનરુજ્જીવન	0.771	0.670	0.767
renal	રેનલ	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	રેન્ડર	0.541	0.395	0.448
rendering	રેન્ડરીંગ	0.531	0.434	0.667
rendezvous	અડ્ડો	0.750	0.490	0.658
rendition	પ્રસ્તુતિ	0.417	0.360	0.398
renegade	શરમજનક	0.140	0.640	0.509
renegotiate	ફરી ચર્ચા કરો	0.580	0.702	0.708
renew	નવીકરણ	0.868	0.481	0.713
renewal	નવીનીકરણ	0.770	0.710	0.672
renounce	ત્યાગ કરવો	0.156	0.490	0.552
renovate	ફરી નવું બનાવવું	0.878	0.549	0.755
renovated	જીર્ણોદ્ધાર	0.783	0.406	0.657
renovation	નવીનીકરણ	0.816	0.590	0.779
renown	જાણીતા	0.693	0.475	0.693
renowned	પ્રખ્યાત	0.844	0.481	0.697
rent	ભાડું	0.344	0.429	0.446
rental	રેન્ટલ	0.510	0.370	0.308
renter	ભાડુ	0.590	0.301	0.371
renunciation	ત્યાગ	0.260	0.578	0.336
reopen	ફરીથી ખોલો	0.656	0.528	0.568
reorganization	પુનર્રચના	0.622	0.587	0.754
reorganize	પુનઃસંગઠિત કરો	0.667	0.590	0.722
rep	પ્રતિનિધિ	0.520	0.510	0.640
repaint	પુનરાવર્તન કરો	0.622	0.382	0.308
repair	સમારકામ	0.583	0.460	0.589
repairman	રિપેરમેન	0.582	0.426	0.707
reparation	રિપેરરેશન	0.531	0.615	0.732
repay	ચૂકવવું	0.469	0.632	0.592
repayment	ચુકવણી	0.479	0.490	0.474
repeal	રદ કરવું	0.260	0.480	0.482
repeat	પુનરાવર્તન કરો	0.490	0.529	0.552
repeated	વારંવાર	0.429	0.472	0.314
repeatedly	વારંવાર	0.479	0.575	0.500
repeater	રીપીટર	0.479	0.426	0.430
repel	નિવારવા	0.224	0.620	0.441
repellant	repellant	0.292	0.620	0.426
repellent	જીવડાં	0.286	0.500	0.491
repelling	પ્રતિકાર	0.184	0.633	0.429
repent	પસ્તાવો કરવો	0.449	0.422	0.386
repentance	પસ્તાવો	0.417	0.604	0.324
repentant	પસ્તાવો	0.326	0.500	0.200
repertoire	ભવ્યતા	0.633	0.594	0.667
repertory	રેપર્ટોરી	0.562	0.473	0.528
repetition	પુનરાવર્તન	0.375	0.519	0.396
repetitive	પુનરાવર્તિત	0.320	0.438	0.362
rephrase	રેફ્રેઝ	0.547	0.451	0.549
replace	બદલો	0.417	0.520	0.500
replacement	રિપ્લેસમેન્ટ	0.385	0.519	0.500
replay	રીપ્લે	0.612	0.522	0.761
replenish	ફરી ભરવું	0.615	0.336	0.689
replete	ભરપૂર	0.552	0.497	0.670
replica	પ્રતિકૃતિ	0.480	0.520	0.493
replicate	નકલ કરો	0.480	0.630	0.585
replication	નકલ	0.342	0.618	0.510
reply	જવાબ આપો	0.762	0.290	0.596
report	અહેવાલ	0.583	0.444	0.575
reported	અહેવાલ	0.418	0.442	0.567
reporter	પત્રકાર	0.531	0.550	0.604
repose	આરામ કરો	0.469	0.100	0.330
reposition	સ્થાનાંતરિત	0.408	0.529	0.509
repository	રીપોઝીટરી	0.406	0.396	0.500
repossess	પુનઃપ્રાપ્ત કરો	0.418	0.667	0.552
reprehensible	દોષિત	0.316	0.569	0.351
represent	પ્રતિનિધિત્વ	0.781	0.433	0.861
representation	રજૂઆત	0.677	0.542	0.750
representative	પ્રતિનિધિ	0.704	0.366	0.694
represented	રજૂ કરે છે	0.724	0.444	0.688
representing	પ્રતિનિધિત્વ	0.796	0.464	0.833
repress	દબાવી	0.208	0.612	0.536
repressed	દબાવી	0.188	0.337	0.311
repression	દમન	0.214	0.764	0.481
reprieve	રાહત આપવી	0.531	0.471	0.574
reprimand	ઠપકો	0.153	0.528	0.465
reprint	પુનઃમુદ્રણ	0.510	0.449	0.527
reprisal	બદનક્ષી	0.125	0.788	0.545
reprise	ફરીથી દોરવું	0.459	0.500	0.464
reproach	નિંદા	0.240	0.755	0.384
reproduce	પ્રજનન	0.823	0.622	0.760
reproduction	પ્રજનન	0.800	0.736	0.713
reproductive	પ્રજનન	0.770	0.604	0.856
reprogram	રિપ્રોગ્રામ	0.519	0.404	0.557
reptile	સરીસૃપ	0.350	0.566	0.365
republic	ગણતંત્ર	0.635	0.340	0.830
republican	પ્રજાસત્તાક	0.398	0.551	0.664
repudiation	પ્રતિનિધિત્વ	0.167	0.686	0.274
repugnance	પ્રત્યાઘાત	0.062	0.684	0.425
repugnant	પ્રતિકૂળ	0.061	0.735	0.453
repulsion	ત્રાસ	0.247	0.673	0.353
repulsive	કંટાળાજનક	0.146	0.775	0.425
repurchase	પુનઃખરીદી	0.531	0.592	0.557
reputable	પ્રતિષ્ઠિત	0.781	0.462	0.919
reputation	પ્રતિષ્ઠા	0.740	0.542	0.721
repute	પ્રતિષ્ઠા	0.729	0.500	0.702
reputed	નામાંકિત	0.439	0.528	0.627
request	વિનંતિ	0.625	0.471	0.618
requiem	requiem	0.475	0.382	0.426
require	જરૂર	0.398	0.439	0.560
required	જરૂરી	0.583	0.509	0.700
requirement	જરૂરિયાત	0.510	0.439	0.728
requisite	આવશ્યક	0.448	0.363	0.609
requisition	માંગણી	0.478	0.510	0.649
reread	ફરી વાંચો	0.448	0.377	0.492
reroute	ફરીથી રસ્તો	0.540	0.598	0.598
rerun	ફરી ચલાવો	0.333	0.620	0.529
reschedule	ફરીથી સુનિશ્ચિત કરો	0.438	0.422	0.537
rescind	રદ કરવું	0.347	0.380	0.391
rescission	રિસિસિશન	0.333	0.529	0.360
rescue	બચાવ	0.806	0.926	0.850
research	સંશોધન	0.633	0.663	0.741
researcher	સંશોધક	0.569	0.510	0.857
resection	કાપ	0.375	0.482	0.500
resemblance	સામ્યતા	0.743	0.216	0.570
resemble	મળતા	0.602	0.388	0.463
resembling	રીસેમ્બલીંગ	0.592	0.250	0.529
resent	ગુસ્સે થવું	0.073	0.553	0.163
resentful	રોષની	0.120	0.608	0.324
resentment	રોષ	0.163	0.745	0.528
reservation	આરક્ષણ	0.688	0.343	0.561
reserve	અનામત	0.585	0.289	0.589
reserved	અનામત	0.594	0.316	0.583
reserves	અનામત	0.653	0.363	0.520
reservoir	જળાશય	0.531	0.276	0.462
reset	ફરીથી સેટ કરો	0.490	0.450	0.574
reside	રહેવું	0.451	0.440	0.455
residence	રહેઠાણ	0.615	0.382	0.585
residences	રહેઠાણો	0.618	0.418	0.509
residency	નિવાસસ્થાન	0.694	0.357	0.679
resident	નિવાસી	0.592	0.327	0.500
residential	રહેણાંક	0.720	0.210	0.589
residual	શેષ	0.448	0.288	0.327
residue	અવશેષ	0.354	0.330	0.183
resign	રાજીનામું આપવું	0.250	0.543	0.273
resignation	રાજીનામું	0.145	0.392	0.310
resigned	રાજીનામું આપ્યું	0.240	0.170	0.268
resilience	સ્થિતિસ્થાપકતા	0.531	0.440	0.667
resilient	સ્થિતિસ્થાપક	0.542	0.540	0.801
resin	રેઝિન	0.284	0.308	0.400
resist	પ્રતિકાર	0.414	0.676	0.651
resistance	પ્રતિકાર	0.427	0.694	0.796
resistant	પ્રતિરોધક	0.592	0.585	0.815
resisting	પ્રતિકાર	0.408	0.776	0.789
resistive	પ્રતિરોધક	0.396	0.519	0.651
resolute	અડગ	0.771	0.510	0.712
resolutely	દ્રઢપણે	0.714	0.453	0.805
resolution	ઠરાવ	0.780	0.550	0.745
resolve	ઉકેલવા	0.710	0.472	0.750
resolved	ઉકેલાઈ	0.735	0.357	0.683
resonance	પડઘો	0.541	0.426	0.629
resonant	પ્રતિધ્વનિત	0.542	0.633	0.663
resonate	પડઘો પાડવો	0.582	0.610	0.644
resonator	રિઝોનેટર	0.469	0.608	0.519
resort	ઉપાય	0.573	0.441	0.632
resounding	પ્રચંડ	0.490	0.708	0.596
resource	સાધન	0.740	0.357	0.749
resourceful	કોઠાસૂઝ ધરાવનાર	0.906	0.704	0.886
resources	સ્રોતો	0.604	0.348	0.627
respect	આદર	0.927	0.344	0.758
respectability	આદરણીયતા	0.875	0.407	0.912
respectable	આદરણીય	0.850	0.350	0.889
respected	આદરણીય	0.908	0.441	0.853
respectful	આદરણીય	0.951	0.386	0.814
respecting	આદરણીય	0.837	0.321	0.720
respective	સંબંધિત	0.625	0.413	0.721
respects	આદર	0.840	0.387	0.824
respiration	શ્વસન	0.760	0.377	0.669
respirator	શ્વસનકર્તા	0.433	0.398	0.453
respiratory	શ્વસન	0.500	0.450	0.552
respite	રાહત	0.600	0.373	0.420
resplendent	ઝળહળતું	0.905	0.673	0.755
respond	જવાબ આપો	0.573	0.435	0.594
respondent	પ્રતિવાદી	0.449	0.455	0.480
response	પ્રતિસાદ	0.615	0.500	0.472
responsibility	જવાબદારી	0.760	0.500	0.852
responsible	જવાબદાર	0.837	0.527	0.833
responsive	પ્રતિભાવ	0.816	0.569	0.573
rest	આરામ	0.907	0.167	0.300
restart	પુનઃપ્રારંભ	0.531	0.519	0.554
restaurant	રેસ્ટોરન્ટ	0.847	0.406	0.500
rested	આરામ આપ્યો	0.792	0.235	0.462
restful	શાંત	0.781	0.116	0.413
restitution	પુન: પ્રાપ્તિ	0.583	0.542	0.643
restless	બેચેન	0.219	0.810	0.304
restlessness	બેચેની	0.083	0.794	0.397
restock	પુનઃસ્થાપના	0.510	0.538	0.645
restoration	પુનઃસંગ્રહ	0.755	0.426	0.734
restorative	પુનઃસ્થાપન	0.633	0.510	0.703
restore	પુનઃસ્થાપિત	0.765	0.490	0.625
restored	પુનઃસ્થાપિત	0.892	0.410	0.728
restoring	પુનઃસ્થાપના	0.820	0.490	0.783
restrain	નિયંત્રણમાં રાખવું	0.134	0.696	0.434
restrained	પ્રતિબંધિત	0.354	0.590	0.509
restraining	રિસ્ટ્રેયનીંગ	0.296	0.702	0.672
restraint	સંયમ	0.167	0.618	0.520
restrict	પ્રતિબંધિત	0.115	0.539	0.577
restricted	પ્રતિબંધિત	0.276	0.500	0.407
restriction	પ્રતિબંધ	0.130	0.590	0.569
restrictive	પ્રતિબંધિત	0.215	0.596	0.500
restroom	આરામખંડ	0.653	0.279	0.267
result	પરિણામ	0.812	0.490	0.652
resultant	પરિણામે	0.670	0.441	0.637
resume	ફરી શરુ કરવું	0.573	0.411	0.586
resumption	પુનઃપ્રારંભ	0.637	0.528	0.653
resurrect	ફરી શરૂ કરો	0.781	0.725	0.817
resurrection	પુનરુત્થાન	0.708	0.740	0.759
resuscitate	ફરી શરૂ કરવું	0.531	0.696	0.818
resuscitation	રિસુસિટેશન	0.753	0.768	0.795
retail	રિટેલ	0.510	0.353	0.411
retailer	રિટેલર	0.708	0.439	0.595
retain	જાળવી રાખવી	0.367	0.451	0.630
retainer	અનુયાયી	0.396	0.422	0.356
retaining	જાળવી રાખવી	0.417	0.559	0.632
retake	પુનઃપ્રાપ્તિ	0.616	0.471	0.591
retaliate	ફરી બદલો	0.111	0.812	0.595
retaliation	પ્રતિશોધ	0.156	0.812	0.491
retaliatory	પ્રતિકારી	0.194	0.865	0.598
retard	રિચાર્ડ	0.194	0.347	0.222
retardation	મંદતા	0.125	0.360	0.155
retarded	ઢોંગી	0.302	0.462	0.161
retards	retards	0.362	0.434	0.218
retention	રીટેન્શન	0.344	0.490	0.558
retentive	અટકળો	0.439	0.482	0.491
rethink	પુનવિર્ચાર	0.480	0.423	0.583
reticent	જુસ્સાદાર	0.396	0.519	0.500
retina	રેટિના	0.490	0.255	0.342
retinal	રેટિના	0.531	0.343	0.475
retire	નિવૃત્તિ	0.398	0.392	0.186
retired	નિવૃત્ત	0.270	0.259	0.301
retirement	નિવૃત્તિ	0.250	0.324	0.255
retiring	નિવૃત્ત	0.408	0.376	0.214
retold	ફરી બોલતા	0.459	0.385	0.352
retort	જવાબ આપવો	0.417	0.520	0.481
retrace	પુન: પ્રાપ્તિ	0.250	0.482	0.317
retract	પાછું ખેંચવું	0.316	0.443	0.358
retraction	પાછો ખેંચી લેવું	0.312	0.491	0.427
retractor	રીટ્રેક્ટર	0.354	0.590	0.557
retreat	પીછેહઠ	0.500	0.519	0.312
retrenchment	છીનવી લેવું	0.230	0.650	0.384
retrial	ફેરારી	0.500	0.577	0.593
retribution	પ્રતિશોધ	0.625	0.490	0.708
retrieval	પુનઃપ્રાપ્તિ	0.700	0.440	0.704
retrieve	પુનઃપ્રાપ્ત કરો	0.740	0.576	0.705
retriever	પુન પ્રાપ્તી	0.459	0.500	0.464
retro	રેટ્રો	0.650	0.276	0.321
retroactive	પૂર્વગામી	0.521	0.452	0.655
retrograde	અધોગામી	0.208	0.464	0.415
retrospect	ભૂતકાળ	0.406	0.500	0.538
retrospective	પૂર્વલક્ષી	0.594	0.481	0.528
retrospectively	પાછલી તારીખથી	0.516	0.400	0.560
return	વળતર	0.602	0.412	0.463
reunion	રિયુનિયન	0.837	0.500	0.672
reunite	ફરી જોડવું	0.656	0.550	0.657
reunited	ફરી જોડાયું	0.708	0.439	0.658
rev	rev	0.367	0.422	0.353
reveal	ઉઘાડી	0.493	0.637	0.526
revel	મોજમજા	0.740	0.705	0.684
revelation	સાક્ષાત્કાર	0.879	0.500	0.865
revelations	ખુલાસો	0.729	0.655	0.600
revels	મોજણી	0.827	0.683	0.647
revenge	વેર	0.230	0.940	0.627
revenue	મહેસૂલ	0.873	0.510	0.854
reverberation	પુનરાવર્તન	0.390	0.639	0.551
revere	પૂજ્યભાવ	0.750	0.562	0.608
reverence	આદર	0.643	0.347	0.516
reverend	આદરણીય	0.650	0.337	0.576
reverent	આદરયુક્ત	0.551	0.490	0.694
reverie	રીવરી	0.667	0.413	0.471
reversal	રિવર્સલ	0.380	0.510	0.591
reverse	રિવર્સ	0.539	0.415	0.461
reversion	રિવર્સન	0.458	0.538	0.425
revert	પાછું ફેરવો	0.380	0.451	0.519
reverting	ફરી પાછા	0.562	0.385	0.544
review	સમીક્ષા	0.667	0.408	0.636
reviewer	સમીક્ષક	0.562	0.344	0.500
revise	સુધારો	0.500	0.469	0.509
revision	પુનરાવર્તન	0.417	0.459	0.710
revisit	ફરી મુલાકાત લો	0.552	0.530	0.509
revival	પુનઃસજીવન	0.823	0.664	0.597
revive	ફરી જીવવું	0.676	0.780	0.778
revocation	રદબાતલ	0.260	0.610	0.673
revoke	રદ કરો	0.251	0.696	0.737
revolt	બળવો	0.343	0.878	0.658
revolting	બળવો	0.102	0.690	0.300
revolution	ક્રાંતિ	0.417	0.902	0.798
revolutionary	ક્રાંતિકારી	0.635	0.887	0.824
revolutionize	ક્રાંતિ	0.684	0.816	0.904
revolve	ફરે છે	0.592	0.546	0.402
revolver	રિવોલ્વર	0.194	0.796	0.750
revolving	ફરતું	0.602	0.570	0.580
revue	પુનરાવર્તન	0.594	0.350	0.420
revulsion	રદ	0.104	0.765	0.343
revving	revving	0.604	0.875	0.879
reward	પુરસ્કાર	0.948	0.694	0.783
rewarding	લાભદાયી	0.958	0.637	0.783
rewind	રીવાઇન્ડ	0.460	0.551	0.431
rewire	રીવાયર	0.365	0.462	0.406
rewrite	ફરીથી લખવું	0.490	0.500	0.434
rhapsody	રેપસોડી	0.708	0.490	0.460
rhetoric	રેટરિક	0.417	0.429	0.504
rhetorical	રેટરિકલ	0.417	0.569	0.635
rheumatism	સંધિવા	0.219	0.472	0.418
rhinestone	રાઇનસ્ટોન	0.531	0.551	0.408
rhino	ગેંડો	0.531	0.549	0.555
rhinoceros	ગેંડા	0.556	0.656	0.569
rhubarb	રેવંચી	0.582	0.304	0.340
rhyme	કવિતા	0.667	0.249	0.481
rhyming	પ્રાસ	0.729	0.410	0.500
rhythm	લય	0.771	0.759	0.573
rhythmic	લયબદ્ધ	0.714	0.642	0.664
rhythmical	rhythmical	0.844	0.694	0.632
rib	પાંસળી	0.490	0.349	0.351
ribbed	પાંસળીદાર	0.365	0.378	0.409
ribbon	રિબન	0.719	0.288	0.357
rice	ચોખા	0.667	0.208	0.330
rich	સમૃદ્ધ	0.882	0.627	0.905
riches	સમૃદ્ધિ	0.958	0.694	0.880
richness	સમૃદ્ધિ	0.896	0.833	0.922
rick	રિક	0.459	0.420	0.444
rickety	ખખડી ગયેલું	0.224	0.402	0.241
rickshaw	રીક્ષા	0.438	0.594	0.402
ricochet	ઉછાળો ખાવો	0.287	0.618	0.430
rid	છુટકારો	0.194	0.408	0.327
riddance	છુટકારો	0.323	0.562	0.472
riddle	કોયડો	0.521	0.583	0.543
riddled	નિરાશાજનક	0.281	0.861	0.422
ride	રાઇડ	0.806	0.465	0.472
rider	સવાર	0.635	0.627	0.574
ridge	રિજ	0.484	0.402	0.349
ridicule	ઉપહાસ	0.143	0.745	0.255
ridiculed	ઉપહાસ	0.112	0.806	0.212
ridiculous	હાસ્યાસ્પદ	0.159	0.594	0.245
riding	સવારી	0.694	0.654	0.620
rife	પ્રચલિત	0.570	0.561	0.692
riff	રિફ	0.521	0.551	0.343
riffraff	રિફ્રેફ	0.360	0.404	0.397
rifle	રાઈફલ	0.329	0.900	0.718
rifleman	રાઇફલમેન	0.245	0.863	0.767
rifles	રાઇફલ્સ	0.337	0.864	0.765
rift	ઝઘડો	0.246	0.519	0.289
rig	ઋગ	0.542	0.382	0.746
rigged	સજ્જ	0.188	0.510	0.412
rigging	ભાવ વધારવો	0.510	0.518	0.440
right	અધિકાર	0.740	0.352	0.710
righteous	પ્રામાણિક	0.823	0.385	0.790
righteousness	પ્રામાણિકતા	0.802	0.660	0.897
rightful	હકનું	0.837	0.358	0.821
rightly	ન્યાયથી	0.740	0.471	0.782
righty	ન્યાયી	0.750	0.314	0.786
rigid	કઠોર	0.357	0.552	0.591
rigidity	કઠોરતા	0.198	0.530	0.726
rigor	સખતાઇ	0.375	0.745	0.713
rigorous	સખત	0.438	0.818	0.847
rim	રિમ	0.510	0.397	0.302
rind	છાલ	0.542	0.280	0.491
ring	રિંગ	0.677	0.427	0.464
ringer	રિંગર	0.573	0.604	0.347
ringing	રિંગિંગ	0.724	0.598	0.693
ringleader	રાઇડર	0.520	0.550	0.640
ringmaster	રિંગમાસ્ટર	0.630	0.622	0.732
ringside	રાઇડ્સાઇડ	0.500	0.644	0.411
rink	રિંક	0.551	0.392	0.392
rinse	કોગળા	0.663	0.168	0.409
riot	હુલ્લડ	0.061	0.946	0.586
rioting	રમખાણો	0.156	0.949	0.560
riotous	તોફાની	0.163	0.837	0.588
riots	હુલ્લડો	0.099	0.882	0.564
rip	રીપ	0.146	0.676	0.365
riparian	તટપ્રદેશક	0.552	0.408	0.412
ripe	પાકેલા	0.671	0.337	0.670
ripen	પકવવું	0.755	0.373	0.671
ripening	પાકા ફળમાં	0.615	0.490	0.759
ripper	રિપર	0.219	0.887	0.642
ripple	લહેરિયાં	0.500	0.453	0.370
rippling	rippling	0.500	0.480	0.327
rise	ઉદય	0.667	0.593	0.745
rising	વધતા	0.750	0.602	0.696
risk	જોખમ	0.240	0.816	0.438
risky	જોખમી	0.224	0.922	0.700
risotto	રિસોટ્ટો	0.802	0.454	0.234
rite	વિધિ	0.378	0.570	0.606
ritual	ધાર્મિક વિધિ	0.375	0.520	0.508
ritualistic	ધાર્મિક	0.450	0.583	0.540
rival	પ્રતિસ્પર્ધી	0.286	0.605	0.574
rivalry	હરીફાઈ	0.192	0.765	0.538
river	નદી	0.688	0.392	0.605
riverbank	નદી કિનારો	0.684	0.300	0.330
riverbed	નદીના કાંઠે	0.610	0.233	0.421
riverboat	નદીબૉટ	0.561	0.347	0.462
rivet	રિવેટ	0.458	0.306	0.405
riveted	riveted	0.385	0.439	0.443
riveting	રિવેટિંગ	0.448	0.544	0.394
roach	રોચ	0.146	0.598	0.259
road	માર્ગ	0.656	0.404	0.404
roadblock	રોડબ્લોક	0.337	0.669	0.490
roadhouse	રોડહાઉસ	0.500	0.620	0.458
roadie	રોડી	0.500	0.566	0.455
roadrage	NO TRANSLATION	0.458	0.567	0.565
roadrunner	રોડરનર	0.490	0.702	0.590
roads	રસ્તાઓ	0.677	0.448	0.496
roadside	રસ્તાની એકતરફ	0.500	0.569	0.472
roadster	રોડસ્ટર	0.531	0.622	0.473
roadtrip	માર્ગ સફર	0.677	0.596	0.519
roadway	માર્ગ	0.562	0.206	0.509
roadworks	રોડવર્ક્સ	0.562	0.538	0.509
roam	ભટકવું	0.510	0.550	0.444
roar	કિકિયારી	0.427	0.816	0.675
roaring	ઘૂંઘવાતી	0.449	0.817	0.634
roast	ભઠ્ઠીમાં	0.521	0.541	0.311
roasted	શેકેલા	0.615	0.520	0.339
rob	લૂંટ	0.112	0.840	0.500
robber	લૂંટારો	0.135	0.772	0.481
robbery	લૂંટ	0.133	0.843	0.435
robe	ઝભ્ભો	0.594	0.216	0.298
robin	રોબિન	0.552	0.363	0.393
robot	રોબોટ	0.441	0.337	0.543
robotic	રોબોટિક	0.417	0.602	0.657
robotics	રોબોટિક્સ	0.592	0.600	0.763
robust	મજબુત	0.667	0.604	0.719
roc	રૉક	0.427	0.510	0.415
rock	રોક	0.623	0.236	0.557
rocker	ડોલતી ખુરશી	0.615	0.704	0.625
rocket	રોકેટ	0.664	0.824	0.774
rocks	ખડકો	0.365	0.209	0.543
rod	લાકડી	0.479	0.319	0.355
rodent	ઉંદર	0.323	0.577	0.279
