Word	Bulgarian-bg	Valence	Arousal	Dominance
uncut	неразрязан	0.448	0.422	0.278
undead	немъртви	0.367	0.635	0.406
undecided	нерешителен	0.286	0.433	0.127
undefeated	непобеден	0.833	0.752	0.825
undefined	неопределен	0.260	0.418	0.350
undeniable	неоспорим	0.552	0.473	0.778
underage	непълнолетен	0.469	0.461	0.300
underbelly	корема	0.406	0.423	0.361
undercover	под прикритие	0.388	0.627	0.483
undercurrent	скрито мнение	0.357	0.582	0.520
underdog	преследван човек	0.250	0.410	0.226
underestimate	подценяваме	0.413	0.464	0.193
undergo	подложат	0.398	0.554	0.339
undergraduate	студент	0.583	0.500	0.559
underground	под земята	0.396	0.455	0.452
underhanded	задкулисно	0.188	0.415	0.527
underlay	подпирам	0.521	0.365	0.458
underlie	подкрепям	0.323	0.378	0.275
underline	подчертавам	0.480	0.412	0.509
underlying	основен	0.480	0.445	0.452
undermine	подкопае	0.316	0.491	0.413
undermined	подкопана	0.365	0.409	0.394
underneath	отдолу	0.450	0.265	0.158
underpaid	заплатен ниско	0.146	0.413	0.209
underpants	долни гащи	0.448	0.473	0.276
underprivileged	непривилегирован	0.167	0.449	0.172
underrated	недооценен	0.208	0.520	0.333
underscore	Долна черта	0.375	0.275	0.306
undersea	подводен	0.545	0.490	0.425
undersecretary	заместник-министър	0.459	0.377	0.594
undersized	маломерен	0.316	0.425	0.298
understaffed	с недостатъчен персонал	0.148	0.444	0.302
understand	разбирам	0.760	0.374	0.643
understandable	разбираем	0.776	0.363	0.566
understanding	разбиране	0.865	0.304	0.689
understatement	омаловажаване	0.347	0.480	0.473
understood	разбрах	0.780	0.441	0.686
understudy	дублирам	0.378	0.402	0.420
undertake	предприеме	0.796	0.702	0.754
undertaker	предприемач	0.363	0.696	0.611
undertaking	начинание	0.667	0.530	0.696
undertow	Undertow	0.327	0.639	0.231
underwear	бельо	0.610	0.546	0.375
underwood	шубрак	0.510	0.453	0.510
underworld	подземен свят	0.177	0.676	0.613
underwrite	подписвам	0.416	0.520	0.423
underwriter	застраховател	0.571	0.327	0.620
undeserved	незаслужено	0.219	0.552	0.283
undesirable	нежелан	0.177	0.644	0.260
undesired	нежелан	0.156	0.441	0.235
undetectable	неоткриваем	0.438	0.539	0.604
undetected	неоткрит	0.224	0.304	0.268
undetermined	неопределен	0.265	0.256	0.353
undeveloped	неразвит	0.292	0.330	0.254
undignified	непристоен	0.122	0.627	0.308
undirected	неадресиран	0.330	0.417	0.310
undisclosed	неразкрит	0.479	0.361	0.314
undiscovered	неоткрит	0.438	0.347	0.261
undisputed	безспорен	0.646	0.588	0.673
undisturbed	спокоен	0.725	0.287	0.434
undivided	неразделен	0.510	0.380	0.490
undo	премахвам	0.365	0.444	0.349
undoing	гибел	0.219	0.452	0.298
undoubted	безспорен	0.592	0.461	0.740
undress	събличам	0.438	0.900	0.336
undressed	съблечен	0.375	0.755	0.356
undue	неоправдан	0.156	0.573	0.318
undying	нестихващ	0.708	0.500	0.773
unearned	неприпечелен	0.177	0.340	0.213
unearth	откривам	0.427	0.635	0.545
uneasiness	безпокойство	0.190	0.798	0.241
uneasy	неспокоен	0.115	0.598	0.349
uneducated	необразован	0.177	0.350	0.246
unemployed	безработен	0.094	0.481	0.230
unemployment	безработица	0.094	0.400	0.297
unencumbered	необременен	0.604	0.280	0.472
unending	нескончаем	0.385	0.519	0.454
unequal	неравен	0.118	0.433	0.202
unequalled	ненадминат	0.562	0.470	0.769
unequivocal	недвусмислен	0.604	0.415	0.615
unequivocally	недвусмислено	0.521	0.668	0.554
unethical	неетично	0.104	0.433	0.269
uneven	неравен	0.125	0.457	0.240
uneventful	безметежен	0.510	0.343	0.410
unexpected	неочакван	0.500	0.720	0.333
unexpectedly	неочаквано	0.354	0.759	0.462
unexplainable	необясним	0.260	0.448	0.610
unexplained	необяснима	0.271	0.531	0.349
unexplored	неизследван	0.401	0.640	0.388
unfailing	неизчерпаем	0.625	0.635	0.594
unfair	несправедлива	0.173	0.472	0.190
unfairness	несправедливост	0.170	0.817	0.336
unfaithful	неверен	0.031	0.806	0.298
unfamiliar	непознат	0.219	0.558	0.273
unfavorable	неблагоприятен	0.133	0.450	0.232
unfeeling	безчувствен	0.235	0.377	0.345
unfettered	неограничен	0.569	0.650	0.586
unfinished	недовършен	0.188	0.368	0.264
unfit	негоден	0.250	0.368	0.185
unflinching	решителен	0.667	0.606	0.882
unfold	развивам	0.612	0.510	0.520
unfollow	спиране на следенето	0.281	0.337	0.293
unforeseen	непредвиден	0.255	0.714	0.500
unforgettable	незабравим	0.833	0.561	0.660
unforgivable	непростим	0.276	0.743	0.490
unforgiving	непримирим	0.406	0.630	0.793
unfortunate	нещастен	0.073	0.487	0.195
unfortunately	за жалост	0.104	0.494	0.281
unfounded	неоснователен	0.271	0.520	0.410
unfreeze	топя	0.458	0.297	0.375
unfriendly	недружелюбен	0.173	0.670	0.458
unfulfilled	неизпълнен	0.184	0.426	0.268
unfurnished	необзаведен	0.316	0.333	0.272
unglued	отлепен	0.378	0.446	0.352
ungodly	безбожен	0.296	0.423	0.388
ungrateful	неблагодарен	0.219	0.461	0.275
unguarded	непредпазлив	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	нещастие	0.083	0.630	0.222
unhappy	нещастен	0.112	0.500	0.155
unharmed	невредим	0.740	0.378	0.491
unhealthy	нездравословен	0.115	0.549	0.214
unheard	нечут	0.344	0.539	0.500
unhelpful	безполезен	0.104	0.320	0.118
unhindered	безпрепятствен	0.729	0.441	0.725
unholy	нечестив	0.327	0.560	0.445
unhook	откачам	0.375	0.592	0.310
unicorn	еднорог	0.776	0.510	0.480
unidentified	неизвестен	0.385	0.361	0.199
unification	уеднаквяване	0.688	0.345	0.788
unified	обединен	0.729	0.439	0.764
uniform	униформа	0.570	0.245	0.655
uniformed	униформен	0.469	0.519	0.589
uniformity	еднаквост	0.745	0.353	0.538
uniformly	еднакво	0.625	0.333	0.704
unimaginable	невъобразим	0.573	0.634	0.589
unimpeachable	несъмнен	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	маловажен	0.281	0.240	0.175
unimpressed	безразличен	0.198	0.302	0.327
unimproved	неподобрен	0.163	0.377	0.144
uninfected	неинфектирани	0.688	0.304	0.389
uninformed	неосведомен	0.156	0.370	0.182
uninhabited	необитаван	0.301	0.230	0.221
uninitiated	незапознат	0.271	0.288	0.288
uninspired	монотонен	0.163	0.243	0.260
unintelligible	неразбираем	0.208	0.472	0.283
unintended	непреднамерено	0.438	0.385	0.349
unintentional	неволен	0.333	0.538	0.306
unintentionally	неумишлено	0.460	0.490	0.286
uninterested	незаинтересован	0.365	0.240	0.328
uninteresting	безинтересен	0.153	0.235	0.228
uninterrupted	непрекъснат	0.500	0.434	0.527
uninvited	неканен	0.090	0.385	0.307
union	съюз	0.854	0.226	0.766
unique	единствен по рода си	0.823	0.347	0.661
unisex	унисекс	0.492	0.417	0.417
unison	унисон	0.510	0.439	0.583
unit	мерна единица	0.562	0.235	0.578
unitary	единен	0.531	0.239	0.641
unite	обедини	0.781	0.375	0.610
united	обединен	0.781	0.431	0.783
unity	единство	0.837	0.288	0.658
universal	универсален	0.802	0.417	0.833
universality	универсалност	0.796	0.410	0.840
universe	вселена	0.694	0.454	0.839
university	университет	0.735	0.574	0.741
unjust	несправедлив	0.115	0.625	0.278
unjustifiable	неоправдан	0.115	0.596	0.394
unjustified	неоправдан	0.288	0.541	0.314
unkind	нелюбезен	0.135	0.409	0.310
unknowable	непознаваем	0.347	0.540	0.396
unknown	неизвестен	0.357	0.450	0.204
unlawful	незаконен	0.094	0.759	0.402
unleash	отприщи	0.479	0.775	0.559
unlicensed	не лицензиран	0.306	0.574	0.196
unlike	за разлика от	0.439	0.439	0.418
unlikely	малко вероятно	0.271	0.293	0.245
unlimited	неограничен	0.750	0.623	0.679
unlisted	скрит	0.365	0.265	0.218
unload	разтоварвам	0.656	0.639	0.573
unloaded	разтоварват	0.469	0.380	0.331
unlock	отключвам	0.582	0.442	0.592
unlucky	без късмет	0.073	0.395	0.198
unmanageable	вироглав	0.177	0.666	0.482
unmanned	безпилотен	0.235	0.441	0.324
unmarked	неотбелязан	0.416	0.294	0.433
unmarried	неомъжена	0.438	0.480	0.545
unmask	свалям маската на	0.323	0.690	0.520
unmatched	ненадминат	0.776	0.536	0.771
unmistakable	несъмнен	0.602	0.571	0.765
unmitigated	отявлен	0.649	0.427	0.422
unmoved	равнодушен	0.184	0.355	0.360
unnamed	без име	0.316	0.189	0.284
unnatural	неестествен	0.153	0.587	0.434
unnecessary	ненужен	0.219	0.358	0.190
unneeded	ненужен	0.177	0.375	0.245
unnoticed	незабелязан	0.302	0.440	0.260
unnumbered	неномериран	0.406	0.255	0.331
unobserved	ненаблюдаващ	0.398	0.255	0.257
unobstructed	безпрепятствен	0.583	0.440	0.573
unobtrusive	ненатрапчив	0.447	0.327	0.402
unoccupied	неокупиран	0.258	0.245	0.412
unofficial	неофициален	0.260	0.302	0.255
unopened	неотворена	0.542	0.340	0.265
unopposed	несрещащ възражение	0.615	0.375	0.537
unordered	неподреден	0.224	0.482	0.190
unorganised	неорганизиран	0.250	0.500	0.212
unorganized	неорганизиран	0.260	0.657	0.173
unorthodox	неортодоксален	0.340	0.480	0.441
unpack	разопаковам	0.531	0.528	0.445
unpaid	неплатен	0.300	0.413	0.365
unparalleled	несравним	0.708	0.306	0.538
unpleasant	неприятен	0.122	0.612	0.185
unpleasantness	непривлекателност	0.062	0.724	0.264
unplug	изключете	0.239	0.441	0.404
unplugged	изключен	0.367	0.375	0.318
unpopular	непопулярен	0.073	0.441	0.164
unprecedented	безпрецедентен	0.500	0.491	0.658
unpredictable	непредвидим	0.429	0.769	0.515
unprepared	неприготвен	0.204	0.450	0.152
unpretentious	скромен	0.510	0.296	0.410
unproductive	непродуктивен	0.100	0.324	0.237
unprofessional	непрофесионален	0.042	0.370	0.170
unprofitable	нерентабилен	0.163	0.376	0.217
unprotected	беззащитен	0.150	0.582	0.197
unproven	недоказан	0.296	0.427	0.216
unprovoked	непровокиран	0.565	0.327	0.385
unpublished	непубликуван	0.406	0.480	0.481
unpunished	ненаказан	0.292	0.594	0.519
unqualified	неквалифициран	0.170	0.433	0.173
unquestionable	безспорен	0.469	0.450	0.843
unquestionably	без съмнение	0.500	0.630	0.750
unquestioned	неоспорван	0.562	0.509	0.746
unquote	завършвам цитат	0.388	0.363	0.517
unravel	обяснявам	0.378	0.598	0.455
unreachable	недостижим	0.208	0.679	0.557
unread	непрочетен	0.458	0.240	0.214
unreal	нереален	0.173	0.431	0.296
unrealistic	нереалистично	0.229	0.500	0.245
unreasonable	неразумен	0.115	0.702	0.264
unrecorded	незарегистриран	0.241	0.351	0.350
unregistered	нерегистриран	0.255	0.337	0.266
unregulated	нерегулиран	0.344	0.454	0.421
unrelated	несвързан	0.302	0.270	0.264
unrelenting	неумолим	0.500	0.790	0.875
unreliable	ненадежден	0.108	0.480	0.240
unremarkable	обикновен	0.271	0.155	0.230
unrepentant	неразкаян	0.240	0.445	0.413
unrequited	незаплатен	0.143	0.441	0.179
unresolved	нерешен	0.135	0.441	0.173
unresponsive	неотзивчив	0.108	0.282	0.244
unrest	неспокойствие	0.102	0.577	0.231
unrestrained	невъздържан	0.385	0.775	0.627
unrestricted	неограничен	0.698	0.458	0.644
unromantic	прозаичен	0.208	0.316	0.307
unruly	непокорен	0.240	0.745	0.547
unsafe	опасен	0.115	0.562	0.147
unsanitary	нехигиеничен	0.063	0.592	0.269
unsatisfactory	незадоволителен	0.122	0.520	0.189
unsatisfied	незадоволен	0.200	0.547	0.241
unsavory	отвратителен	0.071	0.637	0.353
unscathed	невредим	0.625	0.308	0.611
unscheduled	непредвидено	0.312	0.436	0.300
unscientific	ненаучен	0.396	0.317	0.321
unscrew	отвинтвам	0.333	0.462	0.396
unscrupulous	безскрупулен	0.094	0.727	0.465
unseat	измествам	0.229	0.500	0.312
unseen	невидим	0.427	0.351	0.421
unselfish	щедър	0.615	0.353	0.377
unsettled	нерешен	0.208	0.647	0.170
unsightly	грозен	0.226	0.559	0.373
unsolicited	непоискан	0.094	0.339	0.280
unsolved	нерешен	0.146	0.390	0.235
unsophisticated	неопитен	0.327	0.491	0.339
unsound	нездрав	0.146	0.222	0.272
unspeakable	неописуем	0.327	0.567	0.393
unspecified	неуточнен	0.240	0.365	0.165
unspoken	неизречен	0.177	0.260	0.208
unstable	нестабилен	0.167	0.587	0.150
unsteady	неустойчив	0.122	0.500	0.190
unstoppable	неудържим	0.625	0.887	0.862
unsuccessful	неуспешен	0.140	0.318	0.106
unsuitable	неподходящ	0.188	0.528	0.300
unsung	неизпят	0.296	0.330	0.314
unsupervised	без надзор	0.478	0.481	0.442
unsupported	неподдържан	0.260	0.450	0.221
unsure	несигурен	0.143	0.580	0.217
unsurpassed	ненадминат	0.694	0.569	0.798
unsuspecting	неподозиращ	0.302	0.509	0.413
unsustainable	неустойчива	0.255	0.650	0.406
unsweetened	неподсладено	0.396	0.263	0.300
unsympathetic	несимпатичен	0.163	0.620	0.281
untamed	неукротим	0.429	0.778	0.709
untenable	несъстоятелен	0.143	0.637	0.425
untested	неизпитан	0.302	0.296	0.348
unthinkable	немислим	0.365	0.480	0.481
untidy	небрежен	0.106	0.610	0.254
untie	развързвам	0.542	0.463	0.472
untimely	преждевременно	0.245	0.676	0.233
untitled	неозаглавен	0.213	0.240	0.240
untold	несметен	0.240	0.367	0.191
untouchable	недосегаем	0.490	0.602	0.683
untouched	недокоснат	0.531	0.276	0.600
untoward	неблагоприятен	0.122	0.555	0.291
untraceable	непроследими	0.321	0.674	0.574
untrained	необучен	0.149	0.529	0.282
untranslated	непреведен	0.271	0.188	0.264
untroubled	необезпокояван	0.750	0.213	0.653
untrue	неверен	0.031	0.500	0.188
untrustworthy	недостоверен	0.097	0.449	0.287
unturned	необърнат	0.312	0.255	0.316
unused	неизползван	0.344	0.231	0.234
unusual	необикновен	0.429	0.433	0.361
unusually	необикновено	0.385	0.406	0.358
unutterable	неизказан	0.406	0.592	0.538
unveil	откривам	0.439	0.442	0.562
unveiling	разбулване	0.569	0.570	0.675
unverified	непроверен	0.214	0.365	0.180
unwanted	нежелан	0.177	0.546	0.205
unwarranted	неоправдан	0.091	0.500	0.345
unwary	прибързан	0.286	0.417	0.402
unwashed	мръсен	0.365	0.427	0.360
unwavering	непоколебим	0.740	0.630	0.858
unwed	неомъжена	0.541	0.595	0.459
unwelcome	нежелан	0.115	0.480	0.269
unwell	неразположен	0.143	0.640	0.221
unwilling	неохотен	0.302	0.316	0.179
unwillingly	неохотно	0.204	0.548	0.182
unwillingness	нежелание	0.204	0.311	0.113
unwind	развивам	0.837	0.181	0.394
unwise	неразумен	0.141	0.610	0.304
unwitting	незнаещ	0.260	0.526	0.344
unwittingly	несъзнателно	0.312	0.510	0.264
unworthy	недостоен	0.194	0.433	0.226
unwrap	отварям	0.604	0.491	0.557
unwritten	неписан	0.367	0.384	0.272
unyielding	неотстъпчив	0.367	0.806	0.738
unzip	отварям се	0.378	0.520	0.538
upbeat	оптимистичен	0.878	0.531	0.802
upbringing	отглеждане	0.677	0.490	0.600
upcoming	предстоящ	0.688	0.460	0.550
update	актуализация	0.698	0.535	0.802
upgrade	подобряване на	0.786	0.500	0.670
upheaval	катаклизъм	0.290	0.830	0.570
uphill	нагоре	0.396	0.723	0.572
uphold	подкрепям	0.698	0.321	0.561
upholstery	тапицерия	0.592	0.270	0.386
upkeep	поддръжка	0.590	0.442	0.685
upland	възвишение	0.719	0.578	0.607
uplands	планинска част на страна	0.615	0.471	0.577
uplift	подем	0.656	0.779	0.771
uplifting	повдигане	0.771	0.548	0.605
uplink	качване	0.544	0.510	0.595
upload	качване	0.638	0.683	0.696
upper	горен	0.740	0.529	0.868
uppercut	апъркат	0.410	0.600	0.550
uppity	самомнителен	0.465	0.546	0.417
upright	изправено	0.667	0.373	0.600
uprising	въстание	0.561	0.777	0.704
uproar	врява	0.271	0.902	0.462
upscale	Изисканият	0.698	0.526	0.846
upset	разстроен	0.071	0.680	0.330
upshot	последица	0.693	0.490	0.716
upstairs	на горния етаж	0.663	0.408	0.645
upstanding	почтен	0.851	0.390	0.708
upstart	парвеню	0.449	0.500	0.455
uptight	впрягам	0.184	0.716	0.333
upward	нагоре	0.792	0.481	0.620
upwards	нагоре	0.724	0.439	0.638
uranium	уран	0.375	0.580	0.490
urban	градски	0.561	0.528	0.644
urchin	таралеж	0.417	0.510	0.373
urge	порив	0.418	0.680	0.653
urgency	спешност	0.429	0.908	0.543
urgent	спешно	0.327	0.918	0.623
urinal	писоар	0.214	0.510	0.306
urinalysis	изследване на урината	0.344	0.532	0.398
urinate	уринирам	0.360	0.500	0.353
urination	уриниране	0.271	0.441	0.232
urine	урина	0.375	0.361	0.169
urn	урна	0.194	0.520	0.295
usable	използваем	0.812	0.455	0.611
usage	употреба	0.646	0.360	0.426
use	употреба	0.438	0.358	0.409
used	употребяван	0.354	0.306	0.287
useful	полезен	0.833	0.411	0.726
usefully	полезно	0.650	0.481	0.760
usefulness	полезност	0.806	0.519	0.741
useless	безполезен	0.052	0.342	0.184
user	потребител	0.629	0.347	0.442
usher	вратар	0.521	0.440	0.519
usual	обичаен	0.625	0.221	0.400
usurp	узурпира	0.125	0.818	0.433
usurped	узурпирал	0.292	0.780	0.438
usury	лихварство	0.344	0.679	0.430
utensil	прибор	0.573	0.279	0.383
uterus	матка	0.551	0.420	0.510
utilitarian	утилитарен	0.427	0.363	0.639
utility	полезност	0.622	0.400	0.704
utilization	оползотворяване	0.562	0.469	0.706
utilize	използват	0.694	0.445	0.545
utmost	първостепенно	0.719	0.740	0.858
utopian	утопична	0.542	0.327	0.552
utter	пълен	0.531	0.422	0.549
utterance	изказване	0.542	0.640	0.704
utterly	напълно	0.633	0.440	0.673
vacancy	вакантно място	0.643	0.311	0.418
vacant	незает	0.578	0.220	0.464
vacate	овакантявам	0.357	0.490	0.397
vacation	ваканция	0.840	0.490	0.598
vaccination	ваксинация	0.530	0.578	0.621
vaccine	ваксина	0.500	0.520	0.555
vacuolar	вакуоларен	0.439	0.370	0.439
vacuole	вакуола	0.490	0.406	0.481
vacuous	безсмислен	0.354	0.267	0.304
vacuum	вакуум	0.327	0.196	0.134
vagabond	скитник	0.384	0.531	0.144
vagina	вагина	0.551	0.870	0.500
vaginal	влагалищен	0.449	0.765	0.420
vagrancy	скитничество	0.219	0.567	0.277
vagrant	скитник	0.265	0.548	0.250
vague	неясен	0.271	0.335	0.083
vagueness	неяснота	0.150	0.324	0.221
vainly	напразно	0.365	0.283	0.169
valance	дамаска	0.424	0.286	0.371
vale	долина	0.592	0.276	0.387
valedictorian	Valedictorian	0.500	0.490	0.594
valentine	Свети Валентин	0.888	0.615	0.510
valet	камериер	0.635	0.406	0.389
valiant	храбър	0.880	0.745	0.904
valid	валиден	0.693	0.353	0.565
validate	ратифицирам	0.760	0.431	0.745
validation	утвърждаване	0.655	0.460	0.720
validity	валидност	0.646	0.470	0.706
valium	валиум	0.419	0.398	0.443
valley	долина	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	ценен	0.899	0.547	0.798
valuables	ценности	0.790	0.625	0.759
valuation	оценка	0.615	0.480	0.795
value	стойност	0.875	0.582	0.802
valve	клапан	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	авантюристка	0.310	0.794	0.566
vampire	вампир	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	вандал	0.135	0.792	0.473
vandalism	вандализъм	0.083	0.904	0.509
vane	ветропоказател	0.561	0.280	0.231
vanguard	авангард	0.693	0.640	0.780
vanilla	ванилия	0.706	0.216	0.284
vanish	изчезвам	0.236	0.480	0.347
vanished	изчезнал	0.208	0.566	0.255
vanishing	изчезващ	0.292	0.550	0.322
vanity	суета	0.260	0.540	0.439
vanquish	подчинявам	0.708	0.760	0.804
vanquished	победени	0.496	0.529	0.176
vanquishing	покоряването	0.600	0.748	0.764
vantage	предимство	0.740	0.632	0.788
vapor	пара	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	променлив	0.620	0.407	0.400
variance	промяна	0.540	0.405	0.509
variation	вариация	0.635	0.561	0.406
variations	вариации	0.458	0.548	0.353
varicella	варицела	0.184	0.593	0.314
varicose	варикозен	0.235	0.462	0.368
varied	разнообразен	0.604	0.701	0.472
variegated	пъстър	0.398	0.549	0.406
variety	разнообразие	0.714	0.472	0.598
various	различни	0.500	0.296	0.342
varmint	пакостник	0.417	0.500	0.411
varnish	лак	0.448	0.353	0.361
varsity	университет	0.710	0.594	0.670
vary	варира	0.521	0.373	0.413
varying	различна	0.552	0.471	0.385
vascular	съдов	0.516	0.451	0.627
vase	ваза	0.638	0.225	0.215
vasectomy	вазектомия	0.208	0.663	0.431
vassal	васал	0.417	0.525	0.196
vast	обширен	0.520	0.535	0.545
vat	ДДС	0.333	0.491	0.509
vaudeville	водевил	0.490	0.471	0.472
vault	свод	0.490	0.378	0.644
vaulted	сводест	0.417	0.460	0.542
vaulting	свод	0.510	0.323	0.520
veal	телешко месо	0.438	0.337	0.410
vector	вектор	0.538	0.308	0.482
veer	промяна на курса	0.469	0.430	0.338
vega	Вега	0.510	0.333	0.434
vegan	строг вегетарианец	0.490	0.226	0.357
vegetable	зеленчук	0.551	0.120	0.289
vegetarian	вегетарианец	0.562	0.255	0.407
vegetarianism	вегетарианство	0.510	0.269	0.407
vegetation	растителност	0.740	0.177	0.500
vegetative	вегетативен	0.500	0.270	0.351
veggie	зеленчук	0.602	0.245	0.409
vehement	разпален	0.500	0.500	0.575
vehicle	превозно средство	0.641	0.565	0.500
veil	воал	0.500	0.235	0.415
veiled	забулено	0.370	0.317	0.324
vein	вена	0.347	0.373	0.318
veined	с жилки	0.487	0.459	0.294
vellum	паус	0.500	0.349	0.321
velocity	скорост	0.673	0.769	0.783
velour	велур	0.670	0.292	0.412
velvet	кадифе	0.663	0.226	0.304
velvety	кадифен	0.677	0.343	0.493
vena	вена	0.500	0.315	0.345
vendetta	вендета	0.198	0.784	0.583
vending	вендинг	0.417	0.565	0.549
vendor	продавач	0.541	0.541	0.627
veneer	фурнир	0.490	0.265	0.289
venerable	почитан	0.708	0.369	0.600
veneration	благоговение	0.745	0.650	0.712
venereal	венерически	0.302	0.654	0.424
venetian	венециански	0.633	0.373	0.464
vengeance	отмъщение	0.103	0.927	0.719
vengeful	отмъстителен	0.150	0.840	0.561
venison	еленово месо	0.510	0.422	0.296
venom	отрова	0.125	0.770	0.491
venomous	отровен	0.159	0.841	0.636
venous	венозен	0.406	0.571	0.453
vent	отдушник	0.479	0.519	0.529
ventilation	вентилация	0.719	0.451	0.568
ventilator	вентилатор	0.471	0.353	0.344
venting	обезвъздушаване	0.375	0.388	0.418
ventricle	камера на сърцето	0.520	0.387	0.464
ventricular	камерна	0.440	0.549	0.475
ventriloquist	вентрилоквист	0.552	0.600	0.526
venture	венчър	0.893	0.810	0.644
venue	място	0.727	0.316	0.395
veracity	истинност	0.735	0.724	0.798
veranda	веранда	0.743	0.343	0.439
verb	глагол	0.582	0.312	0.414
verbal	глаголен	0.520	0.291	0.562
verbatim	дословно	0.562	0.255	0.574
verbiage	пустословие	0.429	0.560	0.535
verbose	многословен	0.439	0.480	0.635
verbosity	многословие	0.300	0.491	0.451
verdant	незрял	0.600	0.260	0.389
verdict	присъда	0.325	0.689	0.800
verge	гранича	0.500	0.337	0.305
verification	проверка	0.750	0.276	0.642
verified	проверена	0.781	0.367	0.677
verify	провери	0.761	0.481	0.704
verily	наистина	0.713	0.351	0.585
veritable	същински	0.794	0.330	0.759
vermin	паразити	0.167	0.712	0.385
vermouth	вермут	0.503	0.480	0.425
vernacular	диалект	0.479	0.453	0.615
vernal	пролетен	0.553	0.402	0.451
veronica	вероника	0.594	0.399	0.402
versatile	гъвкав	0.906	0.625	0.714
versatility	гъвкавост	0.878	0.585	0.750
verse	стих	0.667	0.269	0.336
version	версия	0.604	0.423	0.538
versus	срещу	0.310	0.500	0.447
vert	зелен цвят	0.490	0.375	0.434
vertebra	гръбначен прешлен	0.427	0.330	0.532
vertebral	гръбначен	0.308	0.434	0.525
vertex	връх	0.316	0.510	0.491
vertical	вертикален	0.520	0.387	0.492
vertically	вертикално	0.534	0.385	0.545
vertigo	световъртеж	0.292	0.655	0.445
verve	ентусиазъм	0.724	0.840	0.693
very negative	много отрицателен	0.062	0.521	0.148
very positive	много положително	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	мехурче	0.359	0.509	0.379
vesicular	везикулозна	0.214	0.440	0.483
vessel	плавателен съд	0.490	0.398	0.538
vest	жилетка	0.667	0.380	0.371
vested	законен	0.663	0.415	0.648
vestibule	антре	0.541	0.385	0.422
vestige	следа	0.562	0.470	0.454
vet	ветеринар	0.531	0.400	0.644
veteran	ветеран	0.560	0.431	0.759
veterinarian	ветеринарен лекар	0.582	0.418	0.542
veterinary	ветеринарен	0.656	0.450	0.603
veto	вето	0.271	0.462	0.509
vexed	измъчваше	0.115	0.802	0.413
viability	жизнеспособност	0.776	0.500	0.684
viable	жизнеспособен	0.656	0.320	0.667
viaduct	виадукт	0.420	0.440	0.662
vial	шишенце	0.594	0.346	0.445
vibe	настроението	0.710	0.480	0.517
vibes	вибрации	0.635	0.688	0.574
vibrant	жизнена	0.771	0.824	0.782
vibrate	клатя	0.500	0.698	0.604
vibration	вибрация	0.583	0.657	0.528
vibrator	вибратор	0.479	0.798	0.500
vibratory	вибрационен	0.542	0.690	0.527
vicar	викарий	0.531	0.370	0.555
vicarious	косвен	0.479	0.452	0.517
vice	заместник	0.296	0.778	0.480
viceroy	вицекрал	0.541	0.481	0.712
vicinity	близост	0.700	0.353	0.466
vicious	порочен	0.208	0.694	0.407
victim	жертва	0.115	0.676	0.202
victimized	жертва	0.115	0.644	0.273
victor	победител	0.802	0.587	0.796
victoria	Виктория	0.896	0.811	0.837
victorious	победоносен	0.884	0.886	0.946
victory	победа	0.938	0.735	0.931
video	видео	0.646	0.577	0.427
video game	видео игра	0.707	0.765	0.414
videotape	видеокасета	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	изглед	0.896	0.292	0.555
viewer	зрител	0.592	0.358	0.558
viewing	гледане	0.690	0.394	0.598
viewpoint	гледна точка	0.673	0.306	0.644
vigil	нощно бдение	0.521	0.480	0.491
vigilance	бдителност	0.490	0.615	0.724
vigilant	бдителен	0.469	0.643	0.791
vigilante	саморазправа	0.418	0.627	0.720
vignette	винетка	0.717	0.283	0.382
vigor	жизненост	0.860	0.755	0.811
vigorous	енергичен	0.857	0.770	0.897
viking	викинг	0.541	0.755	0.605
vile	подъл	0.083	0.537	0.553
villa	вила	0.698	0.290	0.345
village	село	0.684	0.367	0.336
villager	селянин	0.710	0.387	0.509
villain	злодей	0.177	0.892	0.590
villainous	долен	0.122	0.840	0.470
vinaigrette	винегрет	0.490	0.286	0.300
vindicate	потвърждавам	0.656	0.596	0.767
vindicated	Доказан	0.615	0.480	0.609
vindication	реабилитиране	0.531	0.632	0.764
vindictive	отмъстителен	0.092	0.830	0.500
vine	лоза	0.531	0.292	0.405
vinegar	оцет	0.276	0.370	0.356
vineyard	лозе	0.806	0.382	0.595
vintage	реколта	0.680	0.390	0.481
vinyl	винил	0.490	0.241	0.440
viola	виола	0.521	0.461	0.481
violate	наруши	0.061	0.970	0.519
violation	нарушение	0.083	0.892	0.413
violence	насилие	0.061	0.933	0.719
violent	насилствен	0.112	0.918	0.616
violently	насилствено	0.120	0.970	0.527
violet	виолетов	0.688	0.272	0.401
