Word	Uzbek-uz	Valence	Arousal	Dominance
unequal	teng bo'lmagan	0.118	0.433	0.202
unequalled	tengsiz	0.562	0.470	0.769
unequivocal	aniq emas	0.604	0.415	0.615
unequivocally	albatta	0.521	0.668	0.554
unethical	axloqsiz	0.104	0.433	0.269
uneven	noto'g'ri	0.125	0.457	0.240
uneventful	muammosiz	0.510	0.343	0.410
unexpected	kutilmagan	0.500	0.720	0.333
unexpectedly	kutilmagan	0.354	0.759	0.462
unexplainable	tushunarsiz	0.260	0.448	0.610
unexplained	tushunarsiz	0.271	0.531	0.349
unexplored	o'rganilmagan	0.401	0.640	0.388
unfailing	mudhish	0.625	0.635	0.594
unfair	adolatsiz	0.173	0.472	0.190
unfairness	adolatsizlik	0.170	0.817	0.336
unfaithful	xiyonatkor	0.031	0.806	0.298
unfamiliar	begona odamlar	0.219	0.558	0.273
unfavorable	noqulay	0.133	0.450	0.232
unfeeling	befarq	0.235	0.377	0.345
unfettered	erkin bo'lmagan	0.569	0.650	0.586
unfinished	tugatilmagan	0.188	0.368	0.264
unfit	yaroqsiz	0.250	0.368	0.185
unflinching	boshlangan	0.667	0.606	0.882
unfold	ochish	0.612	0.510	0.520
unfollow	tugatish	0.281	0.337	0.293
unforeseen	kutilmagan	0.255	0.714	0.500
unforgettable	unutilmas	0.833	0.561	0.660
unforgivable	kechirilmaydigan	0.276	0.743	0.490
unforgiving	kechirimsiz	0.406	0.630	0.793
unfortunate	baxtsiz	0.073	0.487	0.195
unfortunately	afsuski	0.104	0.494	0.281
unfounded	asossiz	0.271	0.520	0.410
unfreeze	o'chirish	0.458	0.297	0.375
unfriendly	dushmanlik	0.173	0.670	0.458
unfulfilled	amalga oshmadi	0.184	0.426	0.268
unfurnished	ishlamay qolgan	0.316	0.333	0.272
unglued	yaroqsiz	0.378	0.446	0.352
ungodly	Xudosizlar	0.296	0.423	0.388
ungrateful	noshukurlikda	0.219	0.461	0.275
unguarded	himoyalanmagan	0.156	0.578	0.205
unhand	NO TRANSLATION	0.406	0.360	0.361
unhappiness	baxtsizlik	0.083	0.630	0.222
unhappy	baxtsiz	0.112	0.500	0.155
unharmed	sog'-salomat	0.740	0.378	0.491
unhealthy	noto'g'ri	0.115	0.549	0.214
unheard	eshitmadim	0.344	0.539	0.500
unhelpful	foydasiz	0.104	0.320	0.118
unhindered	to'siqsiz	0.729	0.441	0.725
unholy	g'ayritabiiy	0.327	0.560	0.445
unhook	chiqarish	0.375	0.592	0.310
unicorn	unicorn	0.776	0.510	0.480
unidentified	noma'lum	0.385	0.361	0.199
unification	birlashma	0.688	0.345	0.788
unified	birlashtirildi	0.729	0.439	0.764
uniform	uniforma	0.570	0.245	0.655
uniformed	uniforma	0.469	0.519	0.589
uniformity	bir xillik	0.745	0.353	0.538
uniformly	teng ravishda	0.625	0.333	0.704
unimaginable	aql bovar qilmas	0.573	0.634	0.589
unimpeachable	unimpachable	0.684	0.550	0.784
unimpeached	unimpeached	0.458	0.335	0.433
unimportant	ahamiyatsiz	0.281	0.240	0.175
unimpressed	unimpressed	0.198	0.302	0.327
unimproved	yangilanmagan	0.163	0.377	0.144
uninfected	noto'g'ri	0.688	0.304	0.389
uninformed	bildirilmagan	0.156	0.370	0.182
uninhabited	yashaydigan joy	0.301	0.230	0.221
uninitiated	uninitiated	0.271	0.288	0.288
uninspired	yo'q	0.163	0.243	0.260
unintelligible	tushunarsiz	0.208	0.472	0.283
unintended	so'ralmagan	0.438	0.385	0.349
unintentional	noma'lum	0.333	0.538	0.306
unintentionally	qasddan	0.460	0.490	0.286
uninterested	befarq	0.365	0.240	0.328
uninteresting	qiziq emas	0.153	0.235	0.228
uninterrupted	uzluksiz	0.500	0.434	0.527
uninvited	chaqirilmagan	0.090	0.385	0.307
union	ittifoq	0.854	0.226	0.766
unique	noyob	0.823	0.347	0.661
unisex	unisex	0.492	0.417	0.417
unison	Unison	0.510	0.439	0.583
unit	birlik	0.562	0.235	0.578
unitary	unitar	0.531	0.239	0.641
unite	birlashtir	0.781	0.375	0.610
united	birlashgan	0.781	0.431	0.783
unity	birlik	0.837	0.288	0.658
universal	universal	0.802	0.417	0.833
universality	universallik	0.796	0.410	0.840
universe	koinot	0.694	0.454	0.839
university	universitet	0.735	0.574	0.741
unjust	adolatsiz	0.115	0.625	0.278
unjustifiable	nohaqlik	0.115	0.596	0.394
unjustified	haqsiz	0.288	0.541	0.314
unkind	shafqatsiz	0.135	0.409	0.310
unknowable	taniqli emas	0.347	0.540	0.396
unknown	noma'lum	0.357	0.450	0.204
unlawful	noqonuniydir	0.094	0.759	0.402
unleash	ishga tushirish	0.479	0.775	0.559
unlicensed	litsenziyasiz	0.306	0.574	0.196
unlike	farqli o'laroq	0.439	0.439	0.418
unlikely	mumkin emas	0.271	0.293	0.245
unlimited	cheksiz	0.750	0.623	0.679
unlisted	ro'yxatdan o'tmagan	0.365	0.265	0.218
unload	tushirish	0.656	0.639	0.573
unloaded	tushirilmadi	0.469	0.380	0.331
unlock	qulfni ochish	0.582	0.442	0.592
unlucky	omadsiz	0.073	0.395	0.198
unmanageable	boshqarish mumkin emas	0.177	0.666	0.482
unmanned	uchuvchisiz	0.235	0.441	0.324
unmarked	belgilanmagan	0.416	0.294	0.433
unmarried	turmushga chiqmagan	0.438	0.480	0.545
unmask	siqilish	0.323	0.690	0.520
unmatched	noyob	0.776	0.536	0.771
unmistakable	tushunarsiz	0.602	0.571	0.765
unmitigated	xavotirlanmagan	0.649	0.427	0.422
unmoved	harakatsiz	0.184	0.355	0.360
unnamed	nomlanmagan	0.316	0.189	0.284
unnatural	tabiiy bo'lmagan	0.153	0.587	0.434
unnecessary	keraksiz	0.219	0.358	0.190
unneeded	keraksiz	0.177	0.375	0.245
unnoticed	e'tiborga olinmagan	0.302	0.440	0.260
unnumbered	nomaqbul	0.406	0.255	0.331
unobserved	kuzatilmagan	0.398	0.255	0.257
unobstructed	to'siqsiz	0.583	0.440	0.573
unobtrusive	bema'ni	0.447	0.327	0.402
unoccupied	bo'sh joy	0.258	0.245	0.412
unofficial	norasmiy	0.260	0.302	0.255
unopened	ochilmagan	0.542	0.340	0.265
unopposed	noma'lum	0.615	0.375	0.537
unordered	tartibsiz	0.224	0.482	0.190
unorganised	tashkil qilinmagan	0.250	0.500	0.212
unorganized	tashkil qilinmagan	0.260	0.657	0.173
unorthodox	noan'anaviy	0.340	0.480	0.441
unpack	ochish	0.531	0.528	0.445
unpaid	bepul	0.300	0.413	0.365
unparalleled	noyob	0.708	0.306	0.538
unpleasant	yoqimsiz	0.122	0.612	0.185
unpleasantness	noqulaylik	0.062	0.724	0.264
unplug	ajratib qo'ying	0.239	0.441	0.404
unplugged	ajratilgan	0.367	0.375	0.318
unpopular	mashhur bo'lmagan	0.073	0.441	0.164
unprecedented	misli ko'rilmagan	0.500	0.491	0.658
unpredictable	kutilmagan	0.429	0.769	0.515
unprepared	tayyorgarlik ko'rmagan	0.204	0.450	0.152
unpretentious	noaniq	0.510	0.296	0.410
unproductive	samarasiz	0.100	0.324	0.237
unprofessional	professional emas	0.042	0.370	0.170
unprofitable	foydasiz	0.163	0.376	0.217
unprotected	himoyalanmagan	0.150	0.582	0.197
unproven	tasdiqlanmagan	0.296	0.427	0.216
unprovoked	ajralmas	0.565	0.327	0.385
unpublished	nashrdan chiqmagan	0.406	0.480	0.481
unpunished	jazosiz qolgan	0.292	0.594	0.519
unqualified	malakasiz	0.170	0.433	0.173
unquestionable	shubhasizdir	0.469	0.450	0.843
unquestionably	shubhasiz	0.500	0.630	0.750
unquestioned	so'roqsiz	0.562	0.509	0.746
unquote	so'roq qiling	0.388	0.363	0.517
unravel	ochish	0.378	0.598	0.455
unreachable	erishib bo'lmaydi	0.208	0.679	0.557
unread	o'qilmagan	0.458	0.240	0.214
unreal	haqiqiy emas	0.173	0.431	0.296
unrealistic	haqiqiy emas	0.229	0.500	0.245
unreasonable	asossiz	0.115	0.702	0.264
unrecorded	ro'yxatdan o'tmagan	0.241	0.351	0.350
unregistered	ro'yxatdan o'tkazilmagan	0.255	0.337	0.266
unregulated	tartibga solinmagan	0.344	0.454	0.421
unrelated	aloqasiz	0.302	0.270	0.264
unrelenting	shafqatsiz	0.500	0.790	0.875
unreliable	ishonchsiz	0.108	0.480	0.240
unremarkable	ahamiyatsiz	0.271	0.155	0.230
unrepentant	Tovlamasdan tavba qilmagan	0.240	0.445	0.413
unrequited	javobsiz	0.143	0.441	0.179
unresolved	hal qilinmagan	0.135	0.441	0.173
unresponsive	javob bermayapti	0.108	0.282	0.244
unrest	tartibsizlik	0.102	0.577	0.231
unrestrained	cheklovsiz	0.385	0.775	0.627
unrestricted	cheklanmagan	0.698	0.458	0.644
unromantic	unromantic	0.208	0.316	0.307
unruly	asossiz	0.240	0.745	0.547
unsafe	xavfli	0.115	0.562	0.147
unsanitary	antisanitariya	0.063	0.592	0.269
unsatisfactory	qoniqarsiz	0.122	0.520	0.189
unsatisfied	qoniqmadi	0.200	0.547	0.241
unsavory	noma'qul	0.071	0.637	0.353
unscathed	yaramas	0.625	0.308	0.611
unscheduled	rejadan tashqari	0.312	0.436	0.300
unscientific	ilmiy bo'lmagan	0.396	0.317	0.321
unscrew	sökün	0.333	0.462	0.396
unscrupulous	vijdonsiz	0.094	0.727	0.465
unseat	bekor qiling	0.229	0.500	0.312
unseen	ko'rinmaydigan	0.427	0.351	0.421
unselfish	xushomadsiz	0.615	0.353	0.377
unsettled	ahvolga tushgan	0.208	0.647	0.170
unsightly	noqulay	0.226	0.559	0.373
unsolicited	nomaqbul	0.094	0.339	0.280
unsolved	ochilmadi	0.146	0.390	0.235
unsophisticated	noaniq	0.327	0.491	0.339
unsound	noto'g'ri	0.146	0.222	0.272
unspeakable	tushunarsiz	0.327	0.567	0.393
unspecified	aniqlanmagan	0.240	0.365	0.165
unspoken	so'zsiz	0.177	0.260	0.208
unstable	beqaror	0.167	0.587	0.150
unsteady	barqaror emas	0.122	0.500	0.190
unstoppable	to'xtatib bo'lmaydigan	0.625	0.887	0.862
unsuccessful	muvaffaqiyatsiz	0.140	0.318	0.106
unsuitable	yaroqsiz	0.188	0.528	0.300
unsung	noma'lum	0.296	0.330	0.314
unsupervised	tekshirilmagan	0.478	0.481	0.442
unsupported	qo'llab-quvvatlanmaydi	0.260	0.450	0.221
unsure	ishonch hosil qiling	0.143	0.580	0.217
unsurpassed	ajoyib	0.694	0.569	0.798
unsuspecting	shubhasiz	0.302	0.509	0.413
unsustainable	barqaror emas	0.255	0.650	0.406
unsweetened	unsweetened	0.396	0.263	0.300
unsympathetic	noma'lum	0.163	0.620	0.281
untamed	bezovta qilmadi	0.429	0.778	0.709
untenable	bexosdan	0.143	0.637	0.425
untested	tekshirilmagan	0.302	0.296	0.348
unthinkable	aql bovar qilmas	0.365	0.480	0.481
untidy	tartibsiz	0.106	0.610	0.254
untie	eching	0.542	0.463	0.472
untimely	vaqtincha emas	0.245	0.676	0.233
untitled	noma'lum	0.213	0.240	0.240
untold	belgilanmagan	0.240	0.367	0.191
untouchable	daxlsiz	0.490	0.602	0.683
untouched	tegmagan	0.531	0.276	0.600
untoward	noma'qul	0.122	0.555	0.291
untraceable	untraceable	0.321	0.674	0.574
untrained	o'qimagan	0.149	0.529	0.282
untranslated	o'zgartirilgan	0.271	0.188	0.264
untroubled	muammosiz	0.750	0.213	0.653
untrue	yolg'on	0.031	0.500	0.188
untrustworthy	ishonchsiz	0.097	0.449	0.287
unturned	bekor qilindi	0.312	0.255	0.316
unused	foydalanilmagan	0.344	0.231	0.234
unusual	noodatiy	0.429	0.433	0.361
unusually	noodatiy ravishda	0.385	0.406	0.358
unutterable	unutilmas	0.406	0.592	0.538
unveil	ochish	0.439	0.442	0.562
unveiling	ochilish	0.569	0.570	0.675
unverified	tasdiqlanmagan	0.214	0.365	0.180
unwanted	kiruvchi	0.177	0.546	0.205
unwarranted	asossiz	0.091	0.500	0.345
unwary	ehtiyotkorlik bilan	0.286	0.417	0.402
unwashed	yuvilmagan	0.365	0.427	0.360
unwavering	harakatsiz	0.740	0.630	0.858
unwed	ochilmadi	0.541	0.595	0.459
unwelcome	istalmagan	0.115	0.480	0.269
unwell	yomon emas	0.143	0.640	0.221
unwilling	istamayman	0.302	0.316	0.179
unwillingly	xohlamasdan	0.204	0.548	0.182
unwillingness	xohlamaslik	0.204	0.311	0.113
unwind	dam olish	0.837	0.181	0.394
unwise	aqlsiz	0.141	0.610	0.304
unwitting	tushunmovchilik	0.260	0.526	0.344
unwittingly	bilmasdan	0.312	0.510	0.264
unworthy	loyiq emas	0.194	0.433	0.226
unwrap	oching	0.604	0.491	0.557
unwritten	yozilmagan	0.367	0.384	0.272
unyielding	noaniq	0.367	0.806	0.738
unzip	ochish	0.378	0.520	0.538
upbeat	mamnuniyat bilan	0.878	0.531	0.802
upbringing	tarbiya	0.677	0.490	0.600
upcoming	kelgusi	0.688	0.460	0.550
update	yangilash	0.698	0.535	0.802
upgrade	yangilash	0.786	0.500	0.670
upheaval	shafqatsizlik	0.290	0.830	0.570
uphill	yuqoriga ko'tarildi	0.396	0.723	0.572
uphold	qo'llab-quvvatlash	0.698	0.321	0.561
upholstery	pol qoplamasi	0.592	0.270	0.386
upkeep	parvarish qilish	0.590	0.442	0.685
upland	tepalik	0.719	0.578	0.607
uplands	tepaliklar	0.615	0.471	0.577
uplift	ko'tarilish	0.656	0.779	0.771
uplifting	ko'tarilish	0.771	0.548	0.605
uplink	uplink	0.544	0.510	0.595
upload	yuklash	0.638	0.683	0.696
upper	yuqori	0.740	0.529	0.868
uppercut	uppercut	0.410	0.600	0.550
uppity	balandligi	0.465	0.546	0.417
upright	tik	0.667	0.373	0.600
uprising	qo'zg'olon	0.561	0.777	0.704
uproar	shovqin	0.271	0.902	0.462
upscale	yuqori darajali	0.698	0.526	0.846
upset	xafa	0.071	0.680	0.330
upshot	ko'tarilish	0.693	0.490	0.716
upstairs	yuqori qavatda	0.663	0.408	0.645
upstanding	qarshi	0.851	0.390	0.708
upstart	upstart	0.449	0.500	0.455
uptight	chuqurlik	0.184	0.716	0.333
upward	yuqoriga	0.792	0.481	0.620
upwards	yuqoriga ko'taring	0.724	0.439	0.638
uranium	uran	0.375	0.580	0.490
urban	shahar	0.561	0.528	0.644
urchin	urchin	0.417	0.510	0.373
urge	da'vat et	0.418	0.680	0.653
urgency	dolzarbligi	0.429	0.908	0.543
urgent	shoshilinch	0.327	0.918	0.623
urinal	urinal	0.214	0.510	0.306
urinalysis	siydik	0.344	0.532	0.398
urinate	siydik chiqarish	0.360	0.500	0.353
urination	siyish	0.271	0.441	0.232
urine	siydik	0.375	0.361	0.169
urn	urn	0.194	0.520	0.295
usable	mavjud	0.812	0.455	0.611
usage	foydalanish	0.646	0.360	0.426
use	foydalanish	0.438	0.358	0.409
used	ishlatilgan	0.354	0.306	0.287
useful	foydali	0.833	0.411	0.726
usefully	foydalidir	0.650	0.481	0.760
usefulness	foydasi	0.806	0.519	0.741
useless	foydasiz	0.052	0.342	0.184
user	foydalanuvchi	0.629	0.347	0.442
usher	usher	0.521	0.440	0.519
usual	odatiy	0.625	0.221	0.400
usurp	qasddan	0.125	0.818	0.433
usurped	qasddan	0.292	0.780	0.438
usury	qarzdorlik	0.344	0.679	0.430
utensil	idish	0.573	0.279	0.383
uterus	uterus	0.551	0.420	0.510
utilitarian	utilitarian	0.427	0.363	0.639
utility	qulaylik	0.622	0.400	0.704
utilization	foydalanish	0.562	0.469	0.706
utilize	foydalanish	0.694	0.445	0.545
utmost	eng yaxshi	0.719	0.740	0.858
utopian	utopik	0.542	0.327	0.552
utter	utter	0.531	0.422	0.549
utterance	so'zlar	0.542	0.640	0.704
utterly	butunlay	0.633	0.440	0.673
vacancy	vakansiya	0.643	0.311	0.418
vacant	bo'sh	0.578	0.220	0.464
vacate	bo'sh qoldiring	0.357	0.490	0.397
vacation	dam olish	0.840	0.490	0.598
vaccination	emlash	0.530	0.578	0.621
vaccine	emlash	0.500	0.520	0.555
vacuolar	vakuolalar	0.439	0.370	0.439
vacuole	vakuol	0.490	0.406	0.481
vacuous	bo'sh	0.354	0.267	0.304
vacuum	vakuum	0.327	0.196	0.134
vagabond	vagabond	0.384	0.531	0.144
vagina	vagina	0.551	0.870	0.500
vaginal	vaginal	0.449	0.765	0.420
vagrancy	vagrancy	0.219	0.567	0.277
vagrant	vagrant	0.265	0.548	0.250
vague	noaniq	0.271	0.335	0.083
vagueness	noaniqlik	0.150	0.324	0.221
vainly	behuda	0.365	0.283	0.169
valance	valance	0.424	0.286	0.371
vale	vale	0.592	0.276	0.387
valedictorian	valedictorian	0.500	0.490	0.594
valentine	valentin	0.888	0.615	0.510
valet	valet	0.635	0.406	0.389
valiant	jasur	0.880	0.745	0.904
valid	yaroqli	0.693	0.353	0.565
validate	tekshirish	0.760	0.431	0.745
validation	tekshirish	0.655	0.460	0.720
validity	amal qilish muddati	0.646	0.470	0.706
valium	valium	0.419	0.398	0.443
valley	vodiy	0.729	0.306	0.386
valor	NO TRANSLATION	0.833	0.442	0.763
valuable	qimmatli	0.899	0.547	0.798
valuables	qimmatbaho buyumlar	0.790	0.625	0.759
valuation	baholash	0.615	0.480	0.795
value	qiymati	0.875	0.582	0.802
valve	vana	0.323	0.363	0.471
vamoose	NO TRANSLATION	0.459	0.455	0.389
vamp	vamp	0.310	0.794	0.566
vampire	vampire	0.271	0.802	0.545
van	NO TRANSLATION	0.561	0.378	0.425
vandal	vandal	0.135	0.792	0.473
vandalism	vandalizm	0.083	0.904	0.509
vane	kanon	0.561	0.280	0.231
vanguard	avangard	0.693	0.640	0.780
vanilla	vanilya	0.706	0.216	0.284
vanish	yo'qotish	0.236	0.480	0.347
vanished	yo'qoldi	0.208	0.566	0.255
vanishing	vanishing	0.292	0.550	0.322
vanity	beparvolik	0.260	0.540	0.439
vanquish	engish	0.708	0.760	0.804
vanquished	mag'lub bo'ldi	0.496	0.529	0.176
vanquishing	yo'q qilish	0.600	0.748	0.764
vantage	vantage	0.740	0.632	0.788
vapor	bug '	0.510	0.358	0.318
vara	NO TRANSLATION	0.490	0.333	0.407
variable	o'zgarmaydigan	0.620	0.407	0.400
variance	o'zgaruvchanlik	0.540	0.405	0.509
variation	o'zgarish	0.635	0.561	0.406
variations	farqlar	0.458	0.548	0.353
varicella	varicella	0.184	0.593	0.314
varicose	varikoz	0.235	0.462	0.368
varied	turli xil	0.604	0.701	0.472
variegated	xilma-xil	0.398	0.549	0.406
variety	turli xil	0.714	0.472	0.598
various	turli xil	0.500	0.296	0.342
varmint	varmint	0.417	0.500	0.411
varnish	vernik	0.448	0.353	0.361
varsity	varsity	0.710	0.594	0.670
vary	farq qiladi	0.521	0.373	0.413
varying	o'zgaruvchan	0.552	0.471	0.385
vascular	qon tomirlari	0.516	0.451	0.627
vase	vaza	0.638	0.225	0.215
vasectomy	vazektomiya	0.208	0.663	0.431
vassal	vassal	0.417	0.525	0.196
vast	katta	0.520	0.535	0.545
vat	vat	0.333	0.491	0.509
vaudeville	vaudeville	0.490	0.471	0.472
vault	tovush	0.490	0.378	0.644
vaulted	tonozlangan	0.417	0.460	0.542
vaulting	tonoz	0.510	0.323	0.520
veal	buzoq go'shti	0.438	0.337	0.410
vector	vektor	0.538	0.308	0.482
veer	yigit	0.469	0.430	0.338
vega	vaga	0.510	0.333	0.434
vegan	vagan	0.490	0.226	0.357
vegetable	sabzavot	0.551	0.120	0.289
vegetarian	vajetaryen	0.562	0.255	0.407
vegetarianism	vegetarianizm	0.510	0.269	0.407
vegetation	o'simliklar	0.740	0.177	0.500
vegetative	vegetativ	0.500	0.270	0.351
veggie	Veggie	0.602	0.245	0.409
vehement	zo'riqish	0.500	0.500	0.575
vehicle	transport vositasi	0.641	0.565	0.500
veil	parda	0.500	0.235	0.415
veiled	qoplangan	0.370	0.317	0.324
vein	tomirlar	0.347	0.373	0.318
veined	tirnoqli	0.487	0.459	0.294
vellum	vellum	0.500	0.349	0.321
velocity	tezligi	0.673	0.769	0.783
velour	Velor	0.670	0.292	0.412
velvet	kadife	0.663	0.226	0.304
velvety	mayyit	0.677	0.343	0.493
vena	vena	0.500	0.315	0.345
vendetta	vendetta	0.198	0.784	0.583
vending	Vending	0.417	0.565	0.549
vendor	sotuvchi	0.541	0.541	0.627
veneer	qoplama	0.490	0.265	0.289
venerable	hurmatli	0.708	0.369	0.600
veneration	veneratsiya	0.745	0.650	0.712
venereal	venerologiya	0.302	0.654	0.424
venetian	venetsiyalik	0.633	0.373	0.464
vengeance	intiqom	0.103	0.927	0.719
vengeful	qasos	0.150	0.840	0.561
venison	geyser	0.510	0.422	0.296
venom	zahar	0.125	0.770	0.491
venomous	zaharli	0.159	0.841	0.636
venous	venoz	0.406	0.571	0.453
vent	vent	0.479	0.519	0.529
ventilation	ventilyatsiya	0.719	0.451	0.568
ventilator	ventilator	0.471	0.353	0.344
venting	shamollatish	0.375	0.388	0.418
ventricle	qorin bo'shlig'i	0.520	0.387	0.464
ventricular	qorinchalar	0.440	0.549	0.475
ventriloquist	ventriloquist	0.552	0.600	0.526
venture	shovqin	0.893	0.810	0.644
venue	joy	0.727	0.316	0.395
veracity	Haqiqat	0.735	0.724	0.798
veranda	veranda	0.743	0.343	0.439
verb	fe'l	0.582	0.312	0.414
verbal	og'zaki	0.520	0.291	0.562
verbatim	NO TRANSLATION	0.562	0.255	0.574
verbiage	so'zlar	0.429	0.560	0.535
verbose	batafsil	0.439	0.480	0.635
verbosity	ma'lumotlar	0.300	0.491	0.451
verdant	haydovchi	0.600	0.260	0.389
verdict	hukm	0.325	0.689	0.800
verge	chegara	0.500	0.337	0.305
verification	tekshirish	0.750	0.276	0.642
verified	tasdiqlangan	0.781	0.367	0.677
verify	tekshiring	0.761	0.481	0.704
verily	Albatta	0.713	0.351	0.585
veritable	haqiqiy	0.794	0.330	0.759
vermin	xashak	0.167	0.712	0.385
vermouth	Vermut	0.503	0.480	0.425
vernacular	mahalliy	0.479	0.453	0.615
vernal	vernal	0.553	0.402	0.451
veronica	Veronica	0.594	0.399	0.402
versatile	ko'p tomonli	0.906	0.625	0.714
versatility	juda yönlülük	0.878	0.585	0.750
verse	oyat	0.667	0.269	0.336
version	versiyasi	0.604	0.423	0.538
versus	ga qarshi	0.310	0.500	0.447
vert	vert	0.490	0.375	0.434
vertebra	vertebra	0.427	0.330	0.532
vertebral	vertebra	0.308	0.434	0.525
vertex	vertex	0.316	0.510	0.491
vertical	vertikal	0.520	0.387	0.492
vertically	vertikal ravishda	0.534	0.385	0.545
vertigo	vertigo	0.292	0.655	0.445
verve	verve	0.724	0.840	0.693
very negative	juda salbiy	0.062	0.521	0.148
very positive	juda ijobiy	1.000	0.551	0.825
veryangry	NO TRANSLATION	0.323	0.714	0.527
vesicle	vazikul	0.359	0.509	0.379
vesicular	vesikulyar	0.214	0.440	0.483
vessel	kema	0.490	0.398	0.538
vest	yelek	0.667	0.380	0.371
vested	berilgan	0.663	0.415	0.648
vestibule	vestibule	0.541	0.385	0.422
vestige	vestige	0.562	0.470	0.454
vet	veterinariya	0.531	0.400	0.644
veteran	faxriy	0.560	0.431	0.759
veterinarian	veterinar	0.582	0.418	0.542
veterinary	veterinariya	0.656	0.450	0.603
veto	veto	0.271	0.462	0.509
vexed	xafa	0.115	0.802	0.413
viability	hayotiylik	0.776	0.500	0.684
viable	hayotiy	0.656	0.320	0.667
viaduct	viyadük	0.420	0.440	0.662
vial	shishadan	0.594	0.346	0.445
vibe	vibe	0.710	0.480	0.517
vibes	vibes	0.635	0.688	0.574
vibrant	jonli	0.771	0.824	0.782
vibrate	tebranish	0.500	0.698	0.604
vibration	tebranish	0.583	0.657	0.528
vibrator	vibrator	0.479	0.798	0.500
vibratory	tebranish	0.542	0.690	0.527
vicar	vikar	0.531	0.370	0.555
vicarious	vicarious	0.479	0.452	0.517
vice	o'rinbosari	0.296	0.778	0.480
viceroy	viceroy	0.541	0.481	0.712
vicinity	atrofi	0.700	0.353	0.466
vicious	yomon	0.208	0.694	0.407
victim	qurbon	0.115	0.676	0.202
victimized	qurbon bo'lgan	0.115	0.644	0.273
victor	g'olib	0.802	0.587	0.796
victoria	Viktoriya	0.896	0.811	0.837
victorious	g'olib	0.884	0.886	0.946
victory	g'alaba	0.938	0.735	0.931
video	video	0.646	0.577	0.427
video game	video O'YIN	0.707	0.765	0.414
videotape	videotexnika	0.665	0.343	0.384
vie	NO TRANSLATION	0.484	0.491	0.500
view	ko'rinish	0.896	0.292	0.555
viewer	tomoshabin	0.592	0.358	0.558
viewing	ko'rish	0.690	0.394	0.598
viewpoint	nuqtai nazar	0.673	0.306	0.644
vigil	vigil	0.521	0.480	0.491
vigilance	hushyorlik	0.490	0.615	0.724
vigilant	ogoh	0.469	0.643	0.791
vigilante	vigilante	0.418	0.627	0.720
vignette	vinyetka	0.717	0.283	0.382
vigor	qudrat	0.860	0.755	0.811
vigorous	kuchli	0.857	0.770	0.897
viking	Viking	0.541	0.755	0.605
vile	yomon	0.083	0.537	0.553
villa	villa	0.698	0.290	0.345
village	qishloq	0.684	0.367	0.336
villager	qishloq aholisi	0.710	0.387	0.509
villain	yomon odam	0.177	0.892	0.590
villainous	yomon odam	0.122	0.840	0.470
vinaigrette	vinaigrette	0.490	0.286	0.300
vindicate	oqlash	0.656	0.596	0.767
vindicated	oqlangan	0.615	0.480	0.609
vindication	vindikatsiya	0.531	0.632	0.764
vindictive	vijdonli	0.092	0.830	0.500
vine	tok	0.531	0.292	0.405
vinegar	sirka	0.276	0.370	0.356
vineyard	uzumzor	0.806	0.382	0.595
vintage	vintage	0.680	0.390	0.481
vinyl	vinil	0.490	0.241	0.440
viola	viyola	0.521	0.461	0.481
violate	buzish	0.061	0.970	0.519
violation	buzilish	0.083	0.892	0.413
violence	zo'ravonlik	0.061	0.933	0.719
violent	zo'ravonlik	0.112	0.918	0.616
violently	zo'ravonlik bilan	0.120	0.970	0.527
violet	binafsha	0.688	0.272	0.401
violin	skripka	0.823	0.396	0.389
violinist	skripkachi	0.804	0.302	0.538
viper	Viper	0.173	0.846	0.632
viral	Virusli	0.240	0.612	0.518
virgin	bokira	0.622	0.433	0.462
virginal	bokira	0.673	0.577	0.464
virginity	bokiralik	0.691	0.676	0.576
virility	qobiliyatlilik	0.684	0.670	0.718
virology	virusologiya	0.418	0.569	0.562
virtual	virtual	0.598	0.532	0.463
virtually	deyarli	0.594	0.521	0.625
virtue	fazilat	0.896	0.443	0.827
virtuoso	virtuoz	0.929	0.591	0.863
virtuous	yaxshi	0.890	0.530	0.822
virulence	virulentlik	0.094	0.533	0.438
virus	virus	0.277	0.740	0.443
visa	viza	0.735	0.367	0.660
visage	NO TRANSLATION	0.700	0.361	0.482
viscosity	yopishqoqlik	0.417	0.521	0.454
viscous	yopishqoq	0.398	0.396	0.409
vise	NO TRANSLATION	0.533	0.391	0.451
visibility	ko'rinishi	0.750	0.444	0.676
visible	paydo bo'ladi	0.750	0.342	0.509
visibly	ko'z bilan ko'rish mumkin	0.724	0.373	0.591
vision	tuyulgan	0.708	0.447	0.742
visionary	vizyoner	0.823	0.565	0.791
visit	tashrif buyuring	0.771	0.443	0.445
visitation	tashrif	0.729	0.346	0.534
visiting	tashrif buyurish	0.729	0.440	0.519
visitor	Mehmon	0.646	0.480	0.461
visor	visor	0.396	0.490	0.265
vista	manzara	0.698	0.390	0.450
visual	ingl	0.813	0.462	0.462
visualize	tasavvur qiling	0.635	0.431	0.537
vital	hayotiy	0.750	0.716	0.847
vitality	muhimlik	0.923	0.565	0.869
vitals	vitals	0.704	0.604	0.798
vitamin	vitamin	0.827	0.330	0.560
vitreous	vitreus	0.312	0.413	0.396
viva	viva	0.840	0.567	0.644
vivacious	jonli	0.780	0.820	0.758
