Word	Hindi-hi	Valence	Arousal	Dominance
roaring	गर्जन	0.449	0.817	0.634
roast	भुना हुआ	0.521	0.541	0.311
roasted	भुना हुआ	0.615	0.520	0.339
rob	लूटना	0.112	0.840	0.500
robber	लूटेरा	0.135	0.772	0.481
robbery	डकैती	0.133	0.843	0.435
robe	लबादा	0.594	0.216	0.298
robin	रोबिन	0.552	0.363	0.393
robot	रोबोट	0.441	0.337	0.543
robotic	रोबोट	0.417	0.602	0.657
robotics	रोबोटिक्स	0.592	0.600	0.763
robust	मजबूत	0.667	0.604	0.719
roc	रूह	0.427	0.510	0.415
rock	चट्टान	0.623	0.236	0.557
rocker	घुमाव	0.615	0.704	0.625
rocket	राकेट	0.664	0.824	0.774
rocks	चट्टानों	0.365	0.209	0.543
rod	छड़ी	0.479	0.319	0.355
rodent	कृंतक	0.323	0.577	0.279
rodeo	रदेऊ	0.490	0.676	0.588
roe	छोटी हिरन	0.490	0.382	0.398
rogue	दुष्ट	0.334	0.713	0.636
role	भूमिका	0.552	0.260	0.464
roll	रोल	0.469	0.510	0.172
roller	बेलन	0.521	0.394	0.345
rollercoaster	रोलर कॉस्टर	0.802	0.910	0.651
rollers	रोलर्स	0.490	0.365	0.336
rollicking	आनंद मचानेवाला	0.878	0.806	0.552
rolling	रोलिंग	0.510	0.606	0.321
roman	रोमन	0.615	0.475	0.639
romance	रोमांस	0.980	0.682	0.587
romantic	प्रेम प्रसंगयुक्त	0.936	0.531	0.598
romanticism	प्राकृतवाद	0.854	0.521	0.593
romp	कोलाहल करते हुए खेलना	0.610	0.640	0.417
roof	छत	0.602	0.226	0.342
rooftop	छत	0.571	0.471	0.461
rook	कौआ	0.380	0.400	0.510
rookie	धोखेबाज़	0.583	0.370	0.198
room	कक्ष	0.729	0.283	0.445
roomful	पूरा कमरा	0.786	0.425	0.634
roommate	रहनेवाला	0.750	0.481	0.480
rooms	कमरा	0.677	0.241	0.386
roomy	विशाल	0.760	0.342	0.736
roost	बसेरा	0.500	0.410	0.345
rooster	मुरग़ा	0.459	0.385	0.275
root	जड़	0.602	0.279	0.508
root beer	रूट बियर	0.582	0.520	0.415
rooted	जड़ें	0.510	0.527	0.718
rope	रस्सी	0.385	0.280	0.345
ropes	रस्सियों	0.458	0.304	0.402
rosary	माला	0.806	0.140	0.430
rose	गुलाब का फूल	0.865	0.276	0.386
rosemary	रोजमैरी	0.688	0.381	0.425
rosette	थाली	0.469	0.410	0.310
roster	रोस्टर	0.531	0.306	0.381
rosy	गुलाबी	0.940	0.528	0.755
rot	सड़ांध	0.031	0.558	0.301
rota	रोटा	0.320	0.462	0.209
rotary	रोटरी	0.573	0.462	0.528
rotate	घुमाना	0.458	0.470	0.492
rotation	रोटेशन	0.670	0.520	0.550
rote	दुहराव	0.561	0.481	0.696
rotor	रोटार	0.500	0.458	0.404
rotten	साडी गली	0.104	0.590	0.327
rotting	सड़	0.188	0.462	0.255
rotunda	रोटोंडा	0.500	0.464	0.393
rouge	लाल होना	0.562	0.400	0.382
rough	असभ्य	0.406	0.794	0.632
roughly	मोटे तौर पर	0.448	0.539	0.463
roughneck	बदमाश	0.323	0.640	0.491
roughness	बेअदबी	0.214	0.578	0.490
roulette	रूले	0.326	0.690	0.422
round	गोल	0.552	0.434	0.311
roundabout	गोल चक्कर	0.490	0.425	0.495
rounded	गोल	0.592	0.391	0.396
roundup	बढ़ाना	0.520	0.580	0.474
rouse	जगाना	0.521	0.490	0.463
rouser	rouser	0.480	0.540	0.423
rousing	गर्मजोशी	0.714	0.517	0.692
rout	घोर पराजय	0.163	0.625	0.233
route	मार्ग	0.583	0.353	0.518
routine	सामान्य	0.365	0.219	0.333
rove	घूमना	0.457	0.400	0.400
rover	घुमंतू	0.510	0.538	0.421
roving	roving	0.583	0.442	0.491
row	पंक्ति	0.427	0.275	0.406
rowboat	नाव	0.455	0.393	0.353
rowdy	उपद्रवी	0.255	0.900	0.518
rowing	रोइंग	0.458	0.443	0.467
royal	राजसी	0.796	0.430	0.759
royalty	रॉयल्टी	0.832	0.571	0.833
rub	रगड़	0.521	0.565	0.400
rubber	रबर	0.460	0.217	0.315
rubbers	घिसने लोग	0.604	0.360	0.414
rubbing	मलाई	0.406	0.569	0.440
rubbish	बकवास	0.198	0.454	0.164
rubble	मलवा	0.308	0.509	0.289
rubdown	नीचे रगड़े	0.561	0.491	0.404
rubric	सरनामा	0.427	0.260	0.500
ruby	माणिक	0.663	0.408	0.544
ruckus	हंगामा	0.271	0.706	0.411
rudder	पतवार	0.439	0.469	0.509
ruddy	लाल	0.490	0.630	0.395
rude	अशिष्ट	0.061	0.821	0.402
rudeness	अशिष्टता	0.280	0.819	0.692
rudimentary	मौलिक	0.286	0.321	0.509
rudiments	मूलतत्त्व	0.385	0.520	0.373
rue	पछताना	0.323	0.394	0.246
rueful	उदास	0.173	0.429	0.225
ruff	एक प्रकार की मछली	0.365	0.510	0.375
ruffian	बदमाश	0.130	0.824	0.463
ruffle	चिढ़ाना	0.443	0.561	0.518
rug	गलीचा	0.520	0.240	0.245
rugby	रग्बी	0.677	0.820	0.708
rugged	बीहड़	0.561	0.569	0.793
ruin	बर्बाद	0.125	0.588	0.192
ruination	बर्बादी	0.184	0.582	0.209
ruined	तबाह	0.135	0.564	0.194
ruinous	खंडहर वाला	0.255	0.690	0.275
ruins	खंडहर	0.250	0.490	0.248
rule	नियम	0.567	0.427	0.593
ruler	शासक	0.440	0.400	0.631
ruling	सत्तारूढ़	0.177	0.566	0.410
rum	रम	0.561	0.377	0.451
rumba	रूंबा	0.781	0.827	0.615
rumble	गड़गड़ाहट	0.367	0.745	0.613
rummage	चप्पा चप्पा छान मारना	0.243	0.615	0.289
rumor	अफवाह	0.255	0.582	0.282
rumored	अफवाह	0.427	0.604	0.318
rump	दुम	0.449	0.425	0.396
rumpus	कलह	0.448	0.531	0.422
run	रन	0.542	0.787	0.543
runaround	के आस पास घूमना	0.448	0.519	0.349
runaway	भाग जाओ	0.271	0.770	0.402
rundown	मंद होना	0.520	0.296	0.465
runes	रून्स	0.438	0.300	0.304
rung	छड़	0.510	0.355	0.368
runner	हरकारा	0.459	0.747	0.632
running	दौड़ना	0.730	0.858	0.442
running shoes	दौड़ने के जूते	0.653	0.573	0.491
runny	बढनेवाला	0.540	0.439	0.325
runt	NO TRANSLATION	0.370	0.500	0.445
runway	मार्ग	0.585	0.373	0.406
rupture	टूटना	0.125	0.633	0.430
rural	ग्रामीण	0.562	0.245	0.408
ruse	NO TRANSLATION	0.531	0.640	0.546
rush	भीड़	0.406	0.809	0.546
rushing	भागने	0.398	0.821	0.529
rust	जंग	0.281	0.265	0.321
rusted	जंग लगा	0.286	0.357	0.302
rustic	देहाती	0.369	0.657	0.491
rustle	सरसराहट	0.333	0.538	0.394
rustler	चोर	0.281	0.830	0.429
rusty	ज़ंग खाया हुआ	0.271	0.345	0.231
rut	लीक	0.333	0.310	0.392
ruth	दया	0.469	0.427	0.444
ruthless	क्रूर	0.208	0.850	0.670
rye	राई	0.490	0.298	0.411
sabbatical	विश्राम	0.771	0.240	0.427
saber	NO TRANSLATION	0.551	0.620	0.553
sable	सेबल	0.449	0.596	0.500
sabotage	तोड़-फोड़	0.135	0.906	0.500
saboteur	नुक़सान पहुंचानेवाला	0.250	0.804	0.407
sac	थैली	0.344	0.245	0.226
sack	थैला	0.385	0.337	0.264
sacrament	संस्कार	0.690	0.316	0.700
sacred	धार्मिक	0.833	0.375	0.862
sacrifice	त्याग	0.208	0.833	0.534
sacrifices	बलि	0.281	0.717	0.538
sacrificial	बलि	0.198	0.755	0.452
sacrilege	अपवित्रीकरण	0.281	0.708	0.491
sacrilegious	पवित्र वस्तु दूषक	0.146	0.736	0.449
sad	उदास	0.225	0.333	0.149
sadday	NO TRANSLATION	0.520	0.418	0.411
saddens	saddens	0.104	0.436	0.144
saddle	सैडल	0.510	0.509	0.306
sadist	पीड़न कामुक	0.042	0.918	0.500
sadistic	परपीड़क	0.031	0.906	0.618
sadly	अफसोस की बात है	0.047	0.255	0.216
sadness	उदासी	0.052	0.288	0.164
safari	सफारी	0.663	0.673	0.640
safe	सुरक्षित	0.898	0.306	0.759
safeguard	रक्षा	0.786	0.624	0.700
safekeeping	सुरक्षित रखने के	0.653	0.510	0.586
safety	सुरक्षा	0.708	0.491	0.868
saffron	केसर	0.443	0.373	0.349
sag	शिथिलता	0.153	0.578	0.445
saga	कथा	0.635	0.440	0.600
sage	साधू	0.781	0.327	0.693
saggy	saggy	0.370	0.429	0.300
sail	पाल	0.615	0.220	0.325
sailboat	सेलबोट	0.719	0.392	0.381
sailing	नौकायन	0.667	0.520	0.500
sailor	नाविक	0.500	0.588	0.500
saint	संत	0.812	0.240	0.693
sainted	पुण्य	0.708	0.296	0.676
saintly	पुण्य	0.865	0.286	0.591
sake	खातिर	0.490	0.573	0.407
salad	सलाद	0.750	0.260	0.307
salamander	सैलामैंडर	0.410	0.362	0.309
salami	सलामी	0.667	0.360	0.339
salary	वेतन	0.786	0.480	0.652
sale	बिक्री	0.647	0.602	0.573
salesgirl	विक्रेती	0.582	0.490	0.605
salesman	विक्रेता	0.643	0.559	0.664
salient	मुख्य	0.600	0.573	0.702
saline	खारा	0.430	0.340	0.385
saliva	लार	0.214	0.265	0.236
sally	विप्लव	0.604	0.390	0.451
salmon	सैल्मन	0.760	0.250	0.444
salmonella	साल्मोनेला	0.167	0.608	0.312
salon	सैलून	0.531	0.296	0.463
saloon	बड़ा दालान	0.630	0.300	0.364
salsa	साल्सा	0.742	0.500	0.370
salt	नमक	0.323	0.312	0.306
salted	नमकीन	0.333	0.400	0.304
saltwater	खारा पानी	0.327	0.330	0.364
salty	नमकीन	0.388	0.531	0.288
salutary	लाभदायक	0.885	0.360	0.686
salutation	अभिवादन	0.878	0.417	0.500
salute	सलाम	0.833	0.542	0.681
salvage	उबार	0.622	0.510	0.832
salvation	मोक्ष	0.857	0.480	0.800
salve	मरहम	0.612	0.390	0.500
samba	साम्बा	0.781	0.740	0.465
sameness	समानता	0.531	0.330	0.484
sample	नमूना	0.521	0.187	0.452
samurai	समुराई	0.562	0.736	0.838
sanatorium	सेहतगाह	0.469	0.490	0.491
sanctification	पवित्रीकरण	0.770	0.431	0.816
sanctified	पवित्र	0.792	0.240	0.612
sanctify	पवित्रता	0.673	0.443	0.783
sanctimonious	पाखंडी	0.240	0.365	0.327
sanction	प्रतिबंध	0.201	0.750	0.517
sanctioned	स्वीकृत	0.323	0.696	0.391
sanctity	पवित्रता	0.771	0.330	0.628
sanctuary	अभ्यारण्य	0.863	0.226	0.575
sanctum	पवित्र स्थान	0.521	0.438	0.657
sand	रेत	0.582	0.279	0.304
sandal	चप्पल	0.490	0.283	0.333
sandbox	सैंडबॉक्स	0.573	0.274	0.264
sander	Sander	0.438	0.580	0.445
sandman	सैंडमैन	0.479	0.469	0.388
sandpaper	sandpaper	0.417	0.425	0.404
sands	रेत	0.646	0.304	0.377
sandstorm	बालू का तूफ़ान	0.324	0.821	0.629
sandwich	सैंडविच	0.672	0.314	0.310
sandy	रेतीला	0.406	0.265	0.296
sane	समझदार	0.760	0.235	0.670
sanguine	आशावादी	0.520	0.560	0.545
sanitarium	आरोग्यआश्रम	0.448	0.645	0.570
sanitary	सैनिटरी	0.458	0.320	0.425
sanitation	स्वच्छता	0.742	0.312	0.500
sanity	मानसिक स्वास्थ्य	0.667	0.333	0.655
sans	NO TRANSLATION	0.459	0.294	0.246
santa	सांता	0.735	0.286	0.509
sap	पौधों का रस	0.470	0.298	0.258
sapiens	सेपियंस	0.480	0.453	0.584
sapphire	नीलम	0.770	0.472	0.651
sappy	व्यवसायिक	0.583	0.469	0.330
sarcasm	ताना	0.125	0.685	0.346
sarcastic	कटु	0.397	0.781	0.298
sarcoma	सार्कोमा	0.260	0.519	0.402
sarcophagus	पत्थर की बनी हुई कब्र	0.271	0.561	0.435
sardine	सारडाइन	0.541	0.236	0.236
sardonic	तिरस्कारपूर्ण	0.208	0.679	0.446
sarsaparilla	sarsaparilla	0.542	0.488	0.345
sash	कमरबंद	0.480	0.298	0.333
sashimi	साशिमी	0.704	0.310	0.359
sassafras	एक प्रकार की सुगंधित छाल जो औषधियों में प्रयुक्त होती है	0.469	0.388	0.471
sassy	sassy	0.271	0.704	0.320
satanic	शैतानी	0.062	0.843	0.720
satchel	झोला	0.521	0.306	0.345
sate	NO TRANSLATION	0.667	0.400	0.472
satellite	उपग्रह	0.562	0.409	0.764
satin	साटन	0.519	0.396	0.481
satire	हास्य व्यंग्य	0.458	0.655	0.472
satirical	व्यंगपूर्ण	0.323	0.615	0.538
satisfaction	संतुष्टि	0.939	0.637	0.673
satisfactorily	संतोषजनक ढंग से	0.765	0.570	0.802
satisfactory	संतोषजनक	0.959	0.569	0.702
satisfied	संतुष्ट	0.959	0.510	0.685
satisfy	बदला देना	0.867	0.790	0.705
satisfying	संतोषजनक	0.890	0.606	0.814
saturate	तर	0.281	0.680	0.467
saturated	तर-बतर	0.474	0.700	0.442
saturation	परिपूर्णता	0.255	0.582	0.583
satyr	ऐयाश	0.280	0.639	0.500
sauce	चटनी	0.562	0.515	0.288
saucepan	सॉस पैन	0.347	0.264	0.321
saucer	तश्तरी	0.510	0.327	0.337
saucy	सजीव	0.250	0.653	0.391
sauerkraut	खट्टी गोभी	0.531	0.454	0.336
sauna	सॉना	0.781	0.350	0.455
sausage	सॉस	0.542	0.429	0.300
savage	बर्बर	0.204	0.931	0.605
savagery	क्रूरता	0.219	0.907	0.711
savanna	लंबा-चौड़ा चरागाह	0.606	0.147	0.394
savannah	सवाना	0.729	0.212	0.309
savant	पंडित	0.781	0.451	0.818
save	बचाना	0.770	0.439	0.682
saver	रक्षक	0.745	0.382	0.802
saving	बचत	0.663	0.230	0.621
savings	जमा पूंजी	0.776	0.431	0.608
savior	रक्षक	0.920	0.469	0.804
savor	स्वाद	0.827	0.552	0.526
savory	दिलकश	0.812	0.717	0.619
savvy	सामान्य बुद्धि	0.719	0.520	0.706
saw	देखा	0.316	0.541	0.518
sawdust	बुरादा	0.398	0.279	0.241
sawmill	आरा मशीन	0.427	0.378	0.434
sax	पत्थर में छेद करने का औजार	0.573	0.465	0.409
saxophone	सैक्सोफोन	0.688	0.444	0.482
say	कहना	0.571	0.310	0.482
sayonara	NO TRANSLATION	0.560	0.398	0.402
scab	पपड़ी	0.354	0.330	0.272
scabbard	म्यान	0.325	0.219	0.217
scaffold	पाड़	0.480	0.500	0.336
scaffolding	मचान	0.496	0.366	0.545
scalding	तीखा	0.271	0.540	0.381
scale	स्केल	0.310	0.350	0.577
scales	तराजू	0.439	0.330	0.491
scallop	घोंघा	0.490	0.363	0.331
scalp	खोपड़ी	0.347	0.346	0.302
scalpel	छुरी	0.302	0.700	0.482
scaly	दरिद्र	0.281	0.481	0.358
scam	घोटाला	0.042	0.745	0.418
scamp	ढिलाई से काम करना	0.458	0.464	0.371
scampi	scampi	0.531	0.448	0.224
scan	स्कैन	0.479	0.423	0.470
scandal	कांड	0.122	0.821	0.557
scandalous	लज्जाजनक	0.135	0.907	0.556
scanner	स्कैनर	0.531	0.356	0.567
scanty	अल्प	0.287	0.333	0.127
scape	निकास	0.290	0.625	0.536
scapegoat	बलि का बकरा	0.184	0.685	0.481
scar	चोट का निसान	0.146	0.500	0.397
scarab	scarab	0.406	0.458	0.267
scarce	दुर्लभ	0.292	0.324	0.218
scarcely	शायद ही	0.082	0.412	0.160
scarcity	कमी	0.167	0.500	0.182
scare	डराना	0.122	0.910	0.264
scarecrow	बिजूका	0.219	0.274	0.349
scared	डरा हुआ	0.146	0.828	0.185
scares	डराता	0.122	0.847	0.386
scarf	दुपट्टा	0.750	0.224	0.224
scarier	डरावना	0.156	0.846	0.472
scariest	सबसे डरावने	0.167	0.863	0.538
scarlet	लाल	0.507	0.390	0.411
scary	डरावना	0.062	0.952	0.528
scat	गोबर	0.337	0.548	0.409
scatter	बिखराव	0.229	0.620	0.404
scattered	बिखरे हुए	0.208	0.380	0.238
scattering	बिखरने	0.347	0.550	0.394
scavenger	मेहतर	0.177	0.578	0.408
scenario	परिदृश्य	0.667	0.510	0.683
scene	स्थल	0.570	0.340	0.578
scenery	दृश्यों	0.745	0.253	0.592
scenic	सुंदर	0.684	0.548	0.756
scent	खुशबू	0.633	0.410	0.491
scented	सुगंधित	0.865	0.509	0.431
scepter	प्रभुत्व	0.630	0.300	0.670
sceptical	उलझन में	0.214	0.387	0.466
scepticism	संदेहवाद	0.292	0.444	0.550
schadenfreude	schadenfreude	0.354	0.640	0.463
schedule	अनुसूची	0.510	0.380	0.480
schematic	ढांच के रूप में	0.490	0.284	0.647
scheme	योजना	0.521	0.269	0.577
schilling	आस्रिया का सिक्का	0.367	0.410	0.418
schism	फूट	0.280	0.569	0.386
schizophrenia	एक प्रकार का पागलपन	0.092	0.880	0.435
schizophrenic	सिज़ोफ्रेनिया	0.102	0.958	0.433
schlep	schlep	0.302	0.426	0.382
schmuck	NO TRANSLATION	0.363	0.412	0.375
schnapps	श्नैप्स	0.583	0.567	0.417
schnitzel	एक प्रकार का कटलेट	0.365	0.430	0.382
scholar	पंडित	0.694	0.421	0.731
scholarly	विद्वत्तापूर्ण	0.750	0.466	0.709
scholarship	छात्रवृत्ति	0.866	0.490	0.625
scholastic	स्कूली	0.500	0.470	0.491
school	स्कूल	0.765	0.423	0.633
schoolboy	स्कूली बच्चा	0.623	0.385	0.441
schoolgirl	छात्रा	0.760	0.521	0.415
schoolhouse	स्कूल	0.602	0.407	0.672
schooling	शिक्षा	0.582	0.462	0.640
schoolmaster	अध्यापक	0.667	0.368	0.852
schoolteacher	NO TRANSLATION	0.521	0.380	0.632
schoolwork	स्कूल का काम	0.479	0.500	0.481
schoolyard	स्कूल के एक	0.684	0.529	0.440
schooner	दो मस्तूलों का जहाज़	0.635	0.408	0.427
sciatica	कटिस्नायुशूल	0.286	0.443	0.393
science	विज्ञान	0.588	0.429	0.741
scientific	वैज्ञानिक	0.653	0.510	0.836
scientist	वैज्ञानिक	0.562	0.500	0.790
scifi	scifi	0.592	0.570	0.394
scintilla	NO TRANSLATION	0.476	0.528	0.385
scintillating	जुटाकर	0.650	0.736	0.612
scintillation	जगमगाहट	0.576	0.579	0.573
scintillator	सिंटिलेटर	0.583	0.670	0.510
scion	वंशज	0.490	0.380	0.451
scissors	कैंची	0.458	0.462	0.302
scoff	हँसी	0.125	0.686	0.306
scold	डांटना	0.194	0.755	0.626
scolding	डांट-डपट	0.071	0.833	0.417
scone	फुलका	0.418	0.287	0.229
scoop	स्कूप	0.583	0.543	0.640
scoot	दौड़ना	0.510	0.490	0.412
scooter	स्कूटर	0.510	0.587	0.371
scope	क्षेत्र	0.656	0.386	0.718
scorch	जलाकर राख कर देना	0.214	0.689	0.491
scorching	झुलसानेवाला	0.406	0.635	0.464
score	स्कोर	0.670	0.388	0.589
scoreboard	स्कोरबोर्ड	0.667	0.484	0.472
scorer	गणक	0.730	0.608	0.764
scores	स्कोर	0.594	0.469	0.629
scorn	घिन आना	0.110	0.721	0.356
scorned	अपमानित	0.062	0.529	0.226
scornful	तिरस्कारपूर्ण	0.173	0.608	0.368
scorpion	बिच्छू	0.198	0.745	0.600
scotch	स्कॉच मदीरा	0.578	0.520	0.615
scoundrel	दुष्ट	0.094	0.740	0.412
scour	दस्त	0.388	0.602	0.632
scourge	चाबुक से पीटना	0.214	0.640	0.302
scout	स्काउट	0.656	0.611	0.763
scowl	भ्रूभंग	0.302	0.600	0.413
scrabble	खरोंचना	0.625	0.412	0.399
scram	दौड़ना	0.306	0.485	0.409
scramble	संघर्ष	0.469	0.744	0.500
scrambled	तले हुए	0.451	0.535	0.539
scrambler	scrambler	0.417	0.550	0.444
scrambling	पांव मार	0.421	0.810	0.731
scrap	रद्दी माल	0.156	0.339	0.173
scrapbook	स्क्रैपबुक	0.562	0.274	0.432
scrape	खरोंच	0.365	0.615	0.384
scrapie	स्क्रैपी	0.306	0.706	0.231
scraping	स्क्रैप	0.265	0.479	0.305
scrappy	बेजोड़	0.301	0.375	0.406
scratch	खरोंच	0.276	0.625	0.270
scratchy	बद	0.235	0.610	0.436
scrawny	सूखा	0.276	0.422	0.245
scream	चिल्लाना	0.188	0.863	0.594
screamer	चिल्लानेवाला	0.156	0.670	0.392
screaming	चिल्ला	0.245	0.901	0.460
screech	फटा आवाज़	0.214	0.802	0.306
screen	स्क्रीन	0.670	0.300	0.417
screening	जाँच	0.562	0.570	0.709
screenplay	पटकथा	0.500	0.406	0.518
screenwriter	पटकथा लेखक	0.571	0.500	0.712
screw	स्क्रू	0.385	0.460	0.377
screwball	ऊटपटांग हरकत	0.271	0.680	0.505
screwdriver	पेंचकस	0.520	0.519	0.439
screwed	खराब कर दिया है	0.302	0.520	0.464
screwy	मदहोश	0.344	0.596	0.450
screwyou	NO TRANSLATION	0.260	0.647	0.509
scribble	घसीटना	0.429	0.453	0.358
scribe	मुंशी	0.541	0.264	0.491
scrimmage	धक्का मुक्की	0.367	0.660	0.411
scrip	थैला	0.430	0.462	0.455
script	लिपि	0.610	0.450	0.527
scriptural	लिखित	0.551	0.250	0.596
scripture	इंजील	0.745	0.270	0.630
scroll	स्क्रॉल	0.375	0.630	0.409
scrotum	अंडकोश की थैली	0.396	0.653	0.361
scrounge	याचना करना	0.210	0.565	0.397
scrounger	चोर	0.323	0.490	0.358
scrub	मलना	0.417	0.420	0.500
scruffy	मैला-कुचैला	0.194	0.435	0.176
scrumptious	शानदार	0.959	0.650	0.566
scrupulous	ईमानदार	0.545	0.685	0.602
scrutinize	ताकना	0.458	0.587	0.573
scrutiny	जांच	0.500	0.653	0.658
scuba	एक प्रकार का वृक्ष	0.542	0.494	0.456
scuff	खरोंच	0.165	0.560	0.376
scuffle	हाथापाई	0.146	0.800	0.529
scullery	बावरची की मददगर	0.469	0.337	0.353
sculptor	संगतराश	0.653	0.431	0.694
sculpture	मूर्ति	0.750	0.346	0.490
sculptured	तराशे	0.708	0.373	0.557
scum	मैल	0.357	0.380	0.218
scumbag	बदमाश	0.240	0.591	0.278
scurry	बौछाड़	0.398	0.647	0.509
scurvy	पाजी	0.354	0.462	0.312
scuttle	अऋगीठी	0.438	0.398	0.430
sea	समुद्र	0.833	0.353	0.589
seaboard	समुद्र-तट	0.663	0.356	0.507
seafood	समुद्री भोजन	0.656	0.500	0.328
seagull	गंगा-चिल्ली	0.635	0.245	0.314
seal	सील	0.490	0.218	0.518
seals	जवानों	0.412	0.241	0.402
seam	सीवन	0.427	0.250	0.414
seaman	नाविक	0.520	0.510	0.672
seamless	निर्बाध	0.459	0.140	0.302
seamstress	सीनेवाली स्री	0.535	0.288	0.389
seaport	बंदरगाह	0.594	0.317	0.491
sear	जलाना	0.490	0.553	0.600
search	खोज	0.635	0.580	0.462
searching	खोज कर	0.534	0.657	0.466
searchlight	खोज-दीप	0.622	0.510	0.552
seared	कड़ा किया हुआ	0.229	0.410	0.398
seashore	समुद्र का किनारा	0.796	0.310	0.375
seasick	समुद्र में घबराहट और चक्कर आता	0.115	0.683	0.245
seaside	समुंदर के किनारे का	0.887	0.520	0.508
season	ऋतु	0.792	0.410	0.519
seasonal	मौसमी	0.592	0.273	0.305
seasoned	अनुभवी	0.812	0.570	0.509
seasoning	मसाला	0.633	0.388	0.479
seat	सीट	0.542	0.281	0.434
seatbelt	सीट बेल्ट	0.656	0.314	0.726
seating	बैठने की	0.552	0.265	0.286
seawater	समुद्री जल	0.760	0.197	0.491
seaweed	समुद्री सिवार	0.446	0.286	0.382
sec	सेकंड	0.490	0.385	0.380
secession	अपगमन	0.323	0.561	0.509
secluded	एकांत	0.357	0.265	0.240
seclusion	तनहाई	0.230	0.558	0.505
second	दूसरा	0.490	0.210	0.250
second cousin	दूसरा चचेरा भाई	0.698	0.360	0.441
secondary	माध्यमिक	0.636	0.375	0.260
secondhand	सेकंड हैंड	0.194	0.389	0.283
secrecy	गुप्तता	0.294	0.549	0.475
secret	गुप्त	0.479	0.580	0.509
secretariat	सचिवालय	0.518	0.459	0.597
secretary	सचिव	0.612	0.426	0.561
secrete	छिपाना	0.427	0.567	0.518
secretion	स्राव	0.354	0.582	0.529
secretive	गुप्त	0.390	0.250	0.538
secretly	गुप्त रूप से	0.525	0.404	0.479
sect	संप्रदाय	0.265	0.667	0.526
sectarian	सांप्रदायिक	0.260	0.606	0.517
section	अनुभाग	0.500	0.269	0.421
sectional	अनुभागीय	0.427	0.415	0.464
sector	क्षेत्र	0.594	0.190	0.569
secular	धर्म निरपेक्ष	0.463	0.461	0.520
secularism	धर्मनिरपेक्षता	0.367	0.440	0.559
secure	सुरक्षित	0.844	0.380	0.914
securities	प्रतिभूतियों	0.750	0.304	0.852
security	सुरक्षा	0.837	0.360	0.821
sedan	NO TRANSLATION	0.480	0.423	0.680
sedate	गंभीर	0.656	0.157	0.345
sedation	बेहोश करने की क्रिया	0.510	0.270	0.398
sedative	सीडेटिव	0.314	0.273	0.352
sedentary	गतिहीन	0.292	0.185	0.273
sedge	सेज	0.406	0.396	0.339
sediment	तलछट	0.438	0.306	0.372
sedimentary	गाद का	0.398	0.265	0.500
sedition	राज - द्रोह	0.327	0.557	0.591
seduce	झांसना	0.462	0.864	0.689
seducer	प्रलोभक	0.704	0.812	0.775
seducing	seducing	0.569	0.794	0.708
seduction	लालच	0.510	0.891	0.618
seductive	मोहक	0.771	0.821	0.667
see	देख	0.635	0.269	0.312
seed	बीज	0.656	0.135	0.306
seedling	अंकुर	0.406	0.343	0.423
seeds	बीज	0.731	0.269	0.418
seedy	थका हुआ	0.229	0.390	0.325
seek	मांगना	0.622	0.429	0.482
seeker	साधक	0.646	0.464	0.553
seem	लगता है	0.471	0.302	0.298
seemingly	मालूम होता है	0.490	0.410	0.356
seer	पैग़ंबर	0.604	0.481	0.740
seesaw	झूला	0.570	0.559	0.410
seething	खदबदा	0.312	0.821	0.642
segment	खंड	0.469	0.290	0.440
segregate	अलग	0.290	0.627	0.440
segregated	जुदा	0.164	0.575	0.411
segregation	अलगाव	0.302	0.545	0.390
seismic	भूकंप	0.323	0.925	0.578
seize	को जब्त	0.656	0.644	0.673
seizure	जब्ती	0.177	0.775	0.462
seldom	कभी कभी	0.323	0.379	0.287
select	चुनते हैं	0.615	0.406	0.602
selection	चयन	0.594	0.340	0.595
selective	चयनात्मक	0.612	0.347	0.706
selectman	selectman	0.552	0.547	0.609
selenium	सेलेनियम	0.469	0.408	0.336
self	स्वयं	0.704	0.370	0.500
selfharm	NO TRANSLATION	0.350	0.620	0.407
selfish	स्वार्थी	0.061	0.637	0.495
selfishness	स्वार्थपरता	0.200	0.686	0.453
selfless	स्वार्थरहित	0.521	0.235	0.396
selflove	NO TRANSLATION	0.854	0.630	0.661
selfworth	NO TRANSLATION	0.704	0.460	0.594
sell	बेचना	0.618	0.608	0.605
seller	विक्रेता	0.635	0.471	0.635
sellout	बिक्री कर देना	0.398	0.490	0.465
seltzer	जर्मनी का रासायनिक जल	0.448	0.452	0.406
semantics	अर्थ विज्ञान	0.698	0.394	0.569
semaphore	सिकंदरा	0.552	0.374	0.598
semblance	दिखावा	0.500	0.471	0.442
semen	वीर्य	0.500	0.755	0.471
semester	छमाही	0.521	0.327	0.482
semi	अर्द्ध	0.296	0.345	0.304
semiautomatic	NO TRANSLATION	0.469	0.510	0.522
semicolon	सेमीकोलन	0.378	0.255	0.318
seminal	लाभदायक	0.459	0.413	0.566
seminar	सेमिनार	0.583	0.360	0.623
seminary	पाठशाला	0.594	0.367	0.589
semiotics	सांकेतिकता	0.449	0.417	0.596
senate	प्रबंधकारिणी समिति	0.490	0.349	0.836
senator	सीनेटर	0.391	0.422	0.821
send	भेजना	0.663	0.480	0.537
sender	प्रेषक	0.542	0.449	0.509
