Word	Hmong-hmn	Valence	Arousal	Dominance
reasoning	kev xav	0.729	0.365	0.729
reasons	vim li cas	0.583	0.460	0.571
reassemble	reassemble	0.552	0.540	0.589
reassign	reassign	0.359	0.490	0.559
reassignment	reassignment	0.551	0.480	0.415
reassurance	kev cia siab	0.875	0.127	0.593
reassure	txaus siab	0.837	0.306	0.630
reassured	ntxim nyiam	0.854	0.186	0.519
reassuring	reassuring	0.847	0.308	0.691
rebate	rebate	0.667	0.569	0.510
rebel	ntxeev siab	0.235	0.830	0.555
rebellion	ntxeev siab	0.245	0.843	0.746
rebellious	ntxeev siab	0.344	0.880	0.663
rebels	rebels	0.135	0.860	0.609
rebirth	rov tsim dua tshiab	0.781	0.712	0.780
reboot	reboot	0.673	0.577	0.519
reborn	reborn	0.802	0.618	0.737
rebound	rebound	0.521	0.480	0.506
rebuild	rebuild	0.656	0.557	0.519
rebuke	rebuke	0.115	0.677	0.429
rebut	rebut	0.154	0.519	0.573
rebuttal	rebuttal	0.312	0.690	0.540
recalcitrant	recalcitrant	0.357	0.624	0.580
recall	nco qab	0.583	0.351	0.525
recant	recant	0.333	0.575	0.482
recap	recap	0.602	0.578	0.667
recapture	rov ua dua	0.333	0.656	0.658
recast	rov pom dua	0.367	0.481	0.500
recede	rov qab	0.231	0.449	0.245
receding	rov qab tuaj	0.224	0.418	0.333
receipt	daim tw daim ntawv	0.542	0.230	0.415
receipts	cov ntawv pov thawj	0.320	0.333	0.381
receive	tau txais	0.740	0.462	0.551
received	tau txais	0.646	0.436	0.561
receiver	receiver	0.583	0.464	0.586
receiving	tau txais	0.719	0.562	0.623
recent	tsis ntev los no	0.592	0.365	0.589
receptacle	receptacle	0.500	0.451	0.426
reception	txais tos	0.694	0.375	0.567
receptionist	txais tos	0.677	0.430	0.385
receptive	txais tos	0.729	0.519	0.639
receptor	reseptor	0.417	0.360	0.510
recess	lub caij so	0.646	0.510	0.367
recesses	recesses	0.367	0.470	0.379
recession	kev txom nyem	0.368	0.398	0.373
recharge	recharge	0.584	0.702	0.664
recheck	recheck	0.440	0.490	0.529
recherche	NO TRANSLATION	0.458	0.490	0.363
recidivism	recidivism	0.245	0.520	0.558
recipe	daim ntawv qhia	0.698	0.271	0.415
recipient	tus neeg tau txais kev pab	0.604	0.324	0.679
reciprocal	txawv txav	0.677	0.520	0.660
reciprocate	reciprocate	0.760	0.460	0.618
reciprocity	reciprocity	0.740	0.673	0.556
recital	recital	0.838	0.440	0.572
recitation	recitation	0.708	0.519	0.462
recite	hais tawm	0.688	0.398	0.453
reckless	tsis txaus ntseeg	0.262	0.788	0.279
recklessness	tsis txaus ntseeg	0.292	0.763	0.380
reckon	reckon	0.643	0.420	0.472
reckoning	kev suav	0.418	0.622	0.532
reclaim	rov qab	0.469	0.724	0.648
reclamation	reclamation	0.573	0.750	0.548
recline	recline	0.460	0.404	0.418
reclining	reclining	0.448	0.312	0.317
recluse	recluse	0.240	0.490	0.446
recognition	kev paub	0.833	0.587	0.726
recognizable	recognizable	0.625	0.400	0.609
recognize	paub	0.760	0.315	0.600
recognized	pom zoo	0.875	0.458	0.786
recoil	rov ua dua	0.089	0.429	0.259
recollect	nco qab	0.688	0.491	0.602
recollection	recollection	0.722	0.337	0.566
recombinant	recombinant	0.561	0.519	0.463
recombination	recombination	0.510	0.492	0.602
recommend	pom zoo	0.812	0.439	0.672
recommendation	pom zoo	0.912	0.388	0.664
recompense	recompense	0.844	0.620	0.853
recon	recon	0.500	0.447	0.400
reconcile	reconcile	0.760	0.470	0.625
reconciliation	kev sib haum xeeb	0.896	0.570	0.604
reconfigure	reconfigure	0.429	0.500	0.658
reconnaissance	kev tshawb nrhiav	0.729	0.604	0.712
reconnect	reconnect	0.630	0.548	0.667
reconsider	rov qab xav dua	0.448	0.442	0.582
reconsideration	rov ntsuas dua	0.531	0.459	0.611
reconstitution	hloov dua tshiab	0.587	0.461	0.783
reconstruct	reconstruct	0.740	0.618	0.718
reconstruction	kev txua dua	0.625	0.719	0.667
reconstructive	reconstructive	0.596	0.444	0.722
reconvene	reconvene	0.490	0.529	0.560
record	cov ntaub ntawv	0.552	0.421	0.500
recorder	recorder	0.551	0.374	0.481
recording	sau cia	0.573	0.537	0.474
recount	nco ntsoov	0.479	0.402	0.509
recoup	rov tuaj dua	0.719	0.422	0.575
recourse	rov zoo dua	0.402	0.337	0.598
recover	rov qab	0.918	0.510	0.647
recoverable	recoverable	0.780	0.388	0.709
recovery	rov qab los	0.781	0.402	0.737
recreate	recreate	0.724	0.545	0.616
recreation	kev lom zem	0.909	0.632	0.660
recreational	ua si	0.896	0.686	0.479
recruit	nrhiav	0.551	0.654	0.633
recruiter	recruiter	0.662	0.630	0.690
recruiting	recruiting	0.448	0.787	0.693
recruitment	nrhiav	0.479	0.645	0.591
recruits	recruits	0.396	0.653	0.593
rectal	qhov quav	0.344	0.618	0.410
rectangle	duab plaub	0.479	0.225	0.438
rectangular	rectangular	0.438	0.240	0.307
rectification	rectification	0.449	0.560	0.695
rectify	rectify	0.625	0.480	0.634
rector	rector	0.458	0.406	0.862
rectory	rectory	0.490	0.373	0.704
rectum	qhov quav	0.438	0.443	0.491
recumbent	recumbent	0.429	0.370	0.352
recuperation	recuperation	0.688	0.418	0.500
recur	rov qab nyeem	0.479	0.500	0.416
recurrence	rov muaj dua	0.490	0.538	0.615
recurrent	recurrent	0.552	0.500	0.561
recurring	rov muaj dua	0.370	0.560	0.445
recursion	recursion	0.312	0.580	0.543
recursive	recursive	0.459	0.590	0.561
recursively	recursively	0.427	0.519	0.618
recycle	rov ua dua	0.521	0.392	0.526
recycled	rov qab dua	0.561	0.316	0.409
recycling	rov qab dua	0.552	0.320	0.509
red	liab	0.427	0.385	0.377
reddish	reddish	0.521	0.337	0.328
redecorate	kho dua tshiab	0.602	0.444	0.490
redeem	txhiv dim	0.633	0.469	0.491
redeemed	txhiv dim	0.625	0.378	0.434
redemption	kev txhiv dim	0.376	0.408	0.545
redesign	kho dua tshiab	0.622	0.460	0.396
redhead	redhead	0.677	0.549	0.518
redheaded	redheaded	0.510	0.520	0.428
redirect	redirect	0.469	0.360	0.648
redneck	redneck	0.401	0.500	0.348
redness	liab	0.151	0.470	0.417
redo	redo	0.481	0.500	0.535
redress	redress	0.677	0.558	0.649
reduce	txo	0.219	0.304	0.336
reduced	txo	0.229	0.365	0.204
reduction	txo	0.365	0.382	0.240
redundancy	redundancy	0.316	0.262	0.589
redundant	redundant	0.210	0.500	0.527
redwood	redwood	0.592	0.350	0.443
reed	reed	0.490	0.350	0.307
reef	reef	0.583	0.490	0.456
reefer	reefer	0.500	0.453	0.421
reefs	reefs	0.531	0.471	0.455
reek	reek	0.177	0.480	0.311
reel	lus	0.449	0.332	0.395
reelection	reelection	0.541	0.673	0.681
reeling	reeling	0.327	0.542	0.267
reenactment	reenactment	0.771	0.592	0.768
reentry	reentry	0.604	0.449	0.500
reestablish	reestablish	0.635	0.490	0.692
ref	ref	0.469	0.380	0.368
refer	xa	0.506	0.358	0.558
referee	referee	0.531	0.644	0.778
reference	siv	0.633	0.312	0.595
referendum	referendum	0.510	0.469	0.643
referral	xa mus	0.694	0.314	0.603
refill	rov qab ua dua tshiab	0.670	0.400	0.464
refine	cais	0.653	0.460	0.640
refined	ua kom zoo	0.850	0.430	0.653
refinement	kev hloov	0.719	0.387	0.709
refinery	refinery	0.646	0.444	0.565
refining	txhim kho	0.694	0.466	0.664
refit	rov qab ua dua	0.500	0.577	0.506
reflect	keeb kwm	0.698	0.342	0.472
reflecting	reflecting	0.590	0.408	0.471
reflection	xav txog	0.710	0.500	0.528
reflective	txig	0.656	0.292	0.735
reflector	reflector	0.479	0.510	0.500
reflex	reflex	0.583	0.460	0.538
reflux	reflux	0.281	0.559	0.347
reform	hloov kho	0.531	0.490	0.797
reformation	kev hloov siab	0.809	0.500	0.558
reformer	hloov kho	0.562	0.569	0.905
refraction	txoj kev poob siab	0.388	0.471	0.526
refractor	refractor	0.510	0.541	0.433
refractory	ua kom dua	0.520	0.357	0.588
refrain	refrain	0.314	0.373	0.277
refraining	noj tshuaj	0.418	0.453	0.404
refresh	ua tshiab	0.719	0.640	0.689
refreshed	txhawb zog siab	0.910	0.377	0.480
refreshing	laj siab	0.936	0.520	0.571
refreshment	khoom noj khoom haus	0.667	0.410	0.352
refrigerate	tso rau hauv tub yees	0.635	0.357	0.457
refrigeration	tub yees	0.735	0.392	0.500
refrigerator	tub yees	0.677	0.260	0.391
refuel	dej num	0.592	0.445	0.500
refuge	qhov chaw nkaum	0.640	0.238	0.481
refugee	tawg	0.379	0.607	0.327
refund	rov qab	0.541	0.528	0.430
refurbish	refurbish	0.656	0.633	0.541
refusal	tsis kam	0.052	0.610	0.321
refuse	tsis kam	0.180	0.520	0.331
refused	tsis kam	0.163	0.475	0.188
refusing	tsis kam	0.143	0.670	0.203
refutation	refutation	0.312	0.726	0.566
refute	refute	0.312	0.731	0.583
regain	regain	0.729	0.520	0.759
regal	regal	0.643	0.459	0.556
regalia	regalia	0.760	0.441	0.556
regard	hais txog	0.802	0.336	0.809
regatta	regatta	0.740	0.471	0.435
regency	regency	0.520	0.472	0.630
regenerate	tsim dua tshiab	0.782	0.607	0.767
regeneration	kev tsim rov qab	0.760	0.640	0.845
regent	regent	0.680	0.529	0.675
reggae	reggae	0.698	0.520	0.500
regime	tsoom fwv	0.290	0.668	0.773
regimen	regimen	0.428	0.538	0.840
regiment	kev coj noj coj ua	0.469	0.722	0.755
regimental	tswj hwm	0.292	0.637	0.817
region	thaj av	0.540	0.295	0.712
regional	thaj tsam	0.620	0.400	0.607
regionalism	regionalism	0.640	0.500	0.773
register	sau npe	0.490	0.412	0.654
registrar	tus neeg sau npe	0.599	0.537	0.574
registration	sau npe	0.622	0.396	0.574
registry	sau npe	0.573	0.320	0.583
regress	hloov siab	0.255	0.442	0.300
regression	regression	0.312	0.500	0.324
regressive	regressive	0.302	0.434	0.363
regret	khauv xim	0.230	0.623	0.331
regretful	tu siab	0.167	0.480	0.188
regrettable	regrettable	0.104	0.374	0.245
regretted	regretted	0.352	0.540	0.368
regretting	khu	0.255	0.567	0.273
regroup	regroup	0.633	0.602	0.797
regular	tsis tu ncua	0.435	0.188	0.558
regularity	qhov ua tau zoo	0.663	0.337	0.585
regulars	nquag	0.729	0.327	0.508
regulate	tswj	0.510	0.275	0.481
regulated	tswj	0.531	0.269	0.483
regulation	kev cai	0.542	0.425	0.667
regulator	regulator	0.500	0.336	0.668
regulatory	ntxawg	0.531	0.448	0.528
regurgitation	kev poob siab	0.160	0.647	0.315
rehab	rov kho dua	0.531	0.450	0.593
rehabilitate	rov kho dua	0.671	0.538	0.642
rehabilitation	rov kho	0.406	0.528	0.606
rehash	Rehash	0.405	0.451	0.403
rehearsal	rov xyaum	0.667	0.470	0.500
rehearse	rov xyaum dua	0.588	0.622	0.500
reign	kav	0.806	0.567	0.873
reigning	reigning	0.677	0.632	0.870
reimburse	reimburse	0.680	0.418	0.527
reimbursement	nyiaj rov qab	0.653	0.610	0.567
rein	rein	0.500	0.357	0.438
reincarnation	reincarnation	0.786	0.747	0.676
reindeer	reindeer	0.592	0.336	0.396
reinforce	txhawb zog	0.604	0.583	0.760
reinforcement	reinforcement	0.729	0.702	0.902
reinforcements	reinforcements	0.646	0.719	0.875
reins	reins	0.480	0.448	0.545
reinstall	reinstall	0.458	0.500	0.745
reinstate	rov qab tuaj dua	0.760	0.551	0.596
reinstatement	rov qab tuaj dua	0.729	0.521	0.707
reinvest	reinvest	0.570	0.627	0.763
reinvestment	reinvestment	0.582	0.622	0.782
reiterate	rov hais dua	0.422	0.451	0.655
reject	xyeej	0.060	0.647	0.370
rejected	tso tseg	0.102	0.480	0.250
rejection	thim rov qab	0.080	0.704	0.330
rejects	rejects	0.083	0.637	0.422
rejoice	zoo siab	0.827	0.650	0.698
rejoicing	rejoicing	0.811	0.637	0.592
rejoin	rejoin	0.655	0.548	0.556
rejuvenate	rejuvenate	0.776	0.588	0.767
rejuvenated	rejuvenated	0.809	0.673	0.700
rekindle	rekindle	0.656	0.520	0.788
relapse	relapse	0.173	0.460	0.303
relate	txheeb	0.653	0.500	0.623
related	txheeb ze	0.677	0.365	0.519
relation	kev sib txheeb	0.857	0.604	0.625
relationship	kev sib raug zoo	0.867	0.566	0.589
relative	tus txheeb ze	0.500	0.378	0.386
relativity	kev sib raug zoo	0.594	0.393	0.615
relax	so kom txaus	0.927	0.250	0.375
relaxant	relaxant	0.878	0.087	0.357
relaxation	so	0.873	0.161	0.381
relaxed	so	0.865	0.090	0.382
relaxing	relaxing	0.854	0.157	0.475
relay	relay	0.738	0.542	0.543
release	tso tawm	0.740	0.606	0.741
released	tso tawm	0.844	0.490	0.651
relegation	relegation	0.375	0.500	0.434
relentless	relentless	0.333	0.713	0.904
relevance	qhov tseeb	0.710	0.599	0.791
relevancy	qhov tseeb	0.724	0.481	0.673
relevant	yam	0.719	0.608	0.764
reliability	kev ntseeg tau	0.917	0.380	0.696
reliable	txhim khu kev qha	0.912	0.241	0.875
reliance	kev tso siab	0.844	0.431	0.853
relic	relic	0.646	0.452	0.591
relics	relics	0.719	0.580	0.579
relief	nyem	0.844	0.278	0.481
relieve	pab daws	0.813	0.183	0.536
relieved	relieved	0.896	0.314	0.391
relieving	relieving	0.740	0.255	0.455
relight	relight	0.560	0.588	0.519
religion	kev ntseeg	0.646	0.320	0.755
religious	kev ntseeg	0.740	0.238	0.696
relinquish	rho tawm	0.265	0.606	0.286
relish	relish	0.854	0.610	0.632
relive	relive	0.750	0.650	0.693
reload	reload	0.562	0.611	0.571
relocate	hloov chaw	0.500	0.594	0.640
relocation	hloov chaw	0.396	0.500	0.475
reluctance	tsis kam	0.240	0.606	0.373
reluctant	tsis kam	0.292	0.630	0.432
rely	vam khom	0.812	0.429	0.616
remain	nyob twj ywm	0.709	0.365	0.731
remainder	tshuav	0.398	0.357	0.324
remaining	tshuav	0.449	0.290	0.296
remains	tshua	0.610	0.240	0.565
remake	remake	0.583	0.488	0.642
remand	remand	0.245	0.446	0.318
remark	nco txog	0.561	0.325	0.716
remarkable	zoo kawg li	0.880	0.573	0.720
remarkably	remarkably	0.688	0.618	0.868
remarry	remarry	0.653	0.791	0.540
rematch	rematch	0.469	0.798	0.627
remedial	kho	0.369	0.418	0.509
remedy	tshuaj	0.625	0.283	0.491
remember	nco ntsoov	0.776	0.422	0.454
remembered	nco qab ntsoov	0.916	0.333	0.588
remembering	nco qab	0.535	0.386	0.509
remembrance	nco ntsoov	0.812	0.250	0.519
remind	hais qhia	0.721	0.415	0.563
reminder	ceeb toom	0.552	0.423	0.589
reminisce	reminisce	0.903	0.490	0.363
reminiscent	reminiscent	0.500	0.481	0.611
reminiscing	kev txhim kho	0.688	0.431	0.418
remiss	tshem tawm	0.190	0.650	0.325
remission	remission	0.418	0.330	0.518
remit	remit	0.510	0.509	0.473
remittance	kev xa nyiaj tuaj	0.684	0.479	0.454
remnant	remnant	0.367	0.312	0.388
remodel	kho dua tshiab	0.604	0.647	0.693
remorse	tu siab	0.103	0.673	0.377
remorseful	ntxhov siab	0.347	0.429	0.250
remote	tej thaj chaw deb	0.458	0.333	0.477
remoteness	remoteness	0.323	0.510	0.339
removal	tshem tawm	0.245	0.540	0.368
remove	tshem tawm	0.292	0.539	0.472
remover	tshem tawm	0.337	0.443	0.526
remuneration	nqi them	0.792	0.760	0.607
renaissance	renaissance	0.771	0.670	0.767
renal	lub raum	0.300	0.480	0.415
rencontre	NO TRANSLATION	0.510	0.452	0.463
rend	NO TRANSLATION	0.429	0.423	0.385
render	kav	0.541	0.395	0.448
rendering	rendering	0.531	0.434	0.667
rendezvous	rendezvous	0.750	0.490	0.658
rendition	khoom plig	0.417	0.360	0.398
renegade	renegade	0.140	0.640	0.509
renegotiate	renegotiate	0.580	0.702	0.708
renew	txuas hnub nyoog	0.868	0.481	0.713
renewal	rov qab thov dua	0.770	0.710	0.672
renounce	tshem tawm	0.156	0.490	0.552
renovate	kho dua	0.878	0.549	0.755
renovated	kho dua	0.783	0.406	0.657
renovation	kev kho dua	0.816	0.590	0.779
renown	renown	0.693	0.475	0.693
renowned	renowned	0.844	0.481	0.697
rent	xauj tsev	0.344	0.429	0.446
rental	qiv	0.510	0.370	0.308
renter	xauj tsev	0.590	0.301	0.371
renunciation	renunciation	0.260	0.578	0.336
reopen	rov qhib dua	0.656	0.528	0.568
reorganization	reorganization	0.622	0.587	0.754
reorganize	reorganize	0.667	0.590	0.722
rep	rep	0.520	0.510	0.640
repaint	repaint	0.622	0.382	0.308
repair	kho	0.583	0.460	0.589
repairman	kho dua	0.582	0.426	0.707
reparation	rov qab kho	0.531	0.615	0.732
repay	them rov qab	0.469	0.632	0.592
repayment	them rov qab	0.479	0.490	0.474
repeal	ncua	0.260	0.480	0.482
repeat	rov ua dua	0.490	0.529	0.552
repeated	rov qab ua dua	0.429	0.472	0.314
repeatedly	pheej hais dua	0.479	0.575	0.500
repeater	rov ntsuas dua	0.479	0.426	0.430
repel	repel	0.224	0.620	0.441
repellant	repellant	0.292	0.620	0.426
repellent	tiv thaiv	0.286	0.500	0.491
repelling	rov qab ua dua	0.184	0.633	0.429
repent	hloov siab lees txim	0.449	0.422	0.386
repentance	kev hloov siab lees txim	0.417	0.604	0.324
repentant	hloov siab lees txim	0.326	0.500	0.200
repertoire	repertoire	0.633	0.594	0.667
repertory	repertory	0.562	0.473	0.528
repetition	rov qab ua dua	0.375	0.519	0.396
repetitive	rov qab ua dua	0.320	0.438	0.362
rephrase	rephrase	0.547	0.451	0.549
replace	hloov	0.417	0.520	0.500
replacement	hloov	0.385	0.519	0.500
replay	replay	0.612	0.522	0.761
replenish	ntxiv	0.615	0.336	0.689
replete	tag nrho	0.552	0.497	0.670
replica	replica	0.480	0.520	0.493
replicate	replicate	0.480	0.630	0.585
replication	replication	0.342	0.618	0.510
reply	teb	0.762	0.290	0.596
report	ceeb toom	0.583	0.444	0.575
reported	qhia	0.418	0.442	0.567
reporter	reporter	0.531	0.550	0.604
repose	rov qab los	0.469	0.100	0.330
reposition	rov qab los	0.408	0.529	0.509
repository	repository	0.406	0.396	0.500
repossess	rov qab ua dua	0.418	0.667	0.552
reprehensible	yws	0.316	0.569	0.351
represent	sawv cev	0.781	0.433	0.861
representation	sawv cev	0.677	0.542	0.750
representative	tus sawv cev	0.704	0.366	0.694
represented	sawv cev	0.724	0.444	0.688
representing	sawv cev	0.796	0.464	0.833
repress	ntxeev siab	0.208	0.612	0.536
repressed	ntxeev siab	0.188	0.337	0.311
repression	kev tsuj	0.214	0.764	0.481
reprieve	txhawj	0.531	0.471	0.574
reprimand	reprimand	0.153	0.528	0.465
reprint	reprint	0.510	0.449	0.527
reprisal	kev ua haujlwm	0.125	0.788	0.545
reprise	reprise	0.459	0.500	0.464
reproach	reproach	0.240	0.755	0.384
reproduce	me nyuam	0.823	0.622	0.760
reproduction	luam tawm	0.800	0.736	0.713
reproductive	yug me nyuam	0.770	0.604	0.856
reprogram	reprogram	0.519	0.404	0.557
reptile	reptile	0.350	0.566	0.365
republic	koom pheej	0.635	0.340	0.830
republican	republican	0.398	0.551	0.664
repudiation	kev tsis lees paub	0.167	0.686	0.274
repugnance	repugnance	0.062	0.684	0.425
repugnant	kev sib tw	0.061	0.735	0.453
repulsion	kev tshem tawm	0.247	0.673	0.353
repulsive	ntxeev siab	0.146	0.775	0.425
repurchase	repurchase	0.531	0.592	0.557
reputable	reputable	0.781	0.462	0.919
reputation	lub koob npe nrov	0.740	0.542	0.721
repute	lees paub	0.729	0.500	0.702
reputed	reputed	0.439	0.528	0.627
request	thov	0.625	0.471	0.618
requiem	requiem	0.475	0.382	0.426
require	yuav tsum tau	0.398	0.439	0.560
required	yuav tsum tau	0.583	0.509	0.700
requirement	yuav tsum tau ua	0.510	0.439	0.728
requisite	tsim nyog	0.448	0.363	0.609
requisition	requisition	0.478	0.510	0.649
reread	rov hais dua	0.448	0.377	0.492
reroute	reroute	0.540	0.598	0.598
rerun	rerun	0.333	0.620	0.529
reschedule	teem dua tshiab	0.438	0.422	0.537
rescind	tshem tawm	0.347	0.380	0.391
rescission	kev zam txim	0.333	0.529	0.360
rescue	cawm	0.806	0.926	0.850
research	kev tshawb fawb	0.633	0.663	0.741
researcher	kws tshawb fawb	0.569	0.510	0.857
resection	resection	0.375	0.482	0.500
resemblance	sib xws	0.743	0.216	0.570
resemble	zoo li	0.602	0.388	0.463
resembling	zoo li	0.592	0.250	0.529
resent	resent	0.073	0.553	0.163
resentful	resentful	0.120	0.608	0.324
resentment	kev chim siab	0.163	0.745	0.528
reservation	reservation	0.688	0.343	0.561
reserve	cia tseg	0.585	0.289	0.589
reserved	tshwj tseg	0.594	0.316	0.583
reserves	reserves	0.653	0.363	0.520
reservoir	khaws cia	0.531	0.276	0.462
reset	pib dua	0.490	0.450	0.574
reside	chaw nyob	0.451	0.440	0.455
residence	chaw nyob	0.615	0.382	0.585
residences	chaw nyob	0.618	0.418	0.509
residency	chaw nyob	0.694	0.357	0.679
resident	tus neeg nyob hauv	0.592	0.327	0.500
residential	thaj chaw	0.720	0.210	0.589
residual	seem	0.448	0.288	0.327
residue	residue	0.354	0.330	0.183
resign	tshem tawm	0.250	0.543	0.273
resignation	kev tawm	0.145	0.392	0.310
resigned	resigned	0.240	0.170	0.268
resilience	resilience	0.531	0.440	0.667
resilient	resilient	0.542	0.540	0.801
resin	resin	0.284	0.308	0.400
resist	tiv taus	0.414	0.676	0.651
resistance	tsis kam	0.427	0.694	0.796
resistant	resistant	0.592	0.585	0.815
resisting	tiv taus	0.408	0.776	0.789
resistive	tiv taus	0.396	0.519	0.651
resolute	resolute	0.771	0.510	0.712
resolutely	resolutely	0.714	0.453	0.805
resolution	kev daws teeb meem	0.780	0.550	0.745
resolve	daws	0.710	0.472	0.750
resolved	daws	0.735	0.357	0.683
resonance	resonance	0.541	0.426	0.629
resonant	resonant	0.542	0.633	0.663
resonate	resonate	0.582	0.610	0.644
resonator	resonator	0.469	0.608	0.519
resort	chaw ua si	0.573	0.441	0.632
resounding	resounding	0.490	0.708	0.596
resource	kev pab	0.740	0.357	0.749
resourceful	kev pabcuam	0.906	0.704	0.886
resources	cov chaw muab kev pab	0.604	0.348	0.627
respect	hwm	0.927	0.344	0.758
respectability	kev saib taus	0.875	0.407	0.912
respectable	respectable	0.850	0.350	0.889
respected	hwm	0.908	0.441	0.853
respectful	sib fwm	0.951	0.386	0.814
respecting	saib taus	0.837	0.321	0.720
respective	lawv	0.625	0.413	0.721
respects	respects	0.840	0.387	0.824
respiration	respiration	0.760	0.377	0.669
respirator	respirator	0.433	0.398	0.453
respiratory	pa	0.500	0.450	0.552
respite	respite	0.600	0.373	0.420
resplendent	resplendent	0.905	0.673	0.755
respond	teb	0.573	0.435	0.594
respondent	tus neeg teb	0.449	0.455	0.480
response	teb	0.615	0.500	0.472
responsibility	lub luag haujlwm	0.760	0.500	0.852
responsible	lub luag haujlwm	0.837	0.527	0.833
responsive	teb	0.816	0.569	0.573
rest	so	0.907	0.167	0.300
restart	pib dua	0.531	0.519	0.554
restaurant	tsev noj mov	0.847	0.406	0.500
rested	so	0.792	0.235	0.462
restful	restful	0.781	0.116	0.413
restitution	rov qab kho dua	0.583	0.542	0.643
restless	nyob tsis tswm	0.219	0.810	0.304
restlessness	nyob tsis tswm	0.083	0.794	0.397
restock	restock	0.510	0.538	0.645
restoration	kev kho tshiab	0.755	0.426	0.734
restorative	rov qab kho	0.633	0.510	0.703
restore	restore	0.765	0.490	0.625
restored	rov qab los	0.892	0.410	0.728
restoring	rov qab kho	0.820	0.490	0.783
restrain	tswj yus tus kheej	0.134	0.696	0.434
restrained	khi	0.354	0.590	0.509
restraining	txwv	0.296	0.702	0.672
restraint	khi	0.167	0.618	0.520
restrict	txwv	0.115	0.539	0.577
restricted	txwv	0.276	0.500	0.407
restriction	txwv	0.130	0.590	0.569
restrictive	txwv tsis pub muaj kev txwv	0.215	0.596	0.500
restroom	chav dej	0.653	0.279	0.267
result	tshwm sim	0.812	0.490	0.652
resultant	ua tau	0.670	0.441	0.637
resume	rov pib dua	0.573	0.411	0.586
resumption	rov pib dua	0.637	0.528	0.653
resurrect	resurrect	0.781	0.725	0.817
resurrection	sawv rov qab los	0.708	0.740	0.759
resuscitate	resuscitate	0.531	0.696	0.818
resuscitation	resuscitation	0.753	0.768	0.795
retail	khw muag khoom	0.510	0.353	0.411
retailer	khw muag khoom	0.708	0.439	0.595
retain	khaws cia	0.367	0.451	0.630
retainer	tuav ntaub ntawv	0.396	0.422	0.356
retaining	ceev ceev	0.417	0.559	0.632
retake	rho tawm	0.616	0.471	0.591
retaliate	tawm tsam	0.111	0.812	0.595
retaliation	kev ua pauj	0.156	0.812	0.491
retaliatory	pauj kev chim siab	0.194	0.865	0.598
retard	retard	0.194	0.347	0.222
retardation	retardation	0.125	0.360	0.155
retarded	retarded	0.302	0.462	0.161
retards	retards	0.362	0.434	0.218
retention	tuav tseg	0.344	0.490	0.558
retentive	retentive	0.439	0.482	0.491
rethink	rethink	0.480	0.423	0.583
reticent	reticent	0.396	0.519	0.500
retina	retina	0.490	0.255	0.342
retinal	retinal	0.531	0.343	0.475
retire	so haujlwm	0.398	0.392	0.186
retired	so lawm	0.270	0.259	0.301
retirement	nyiaj laus	0.250	0.324	0.255
retiring	tawm haujlwm	0.408	0.376	0.214
retold	rov qab	0.459	0.385	0.352
retort	retort	0.417	0.520	0.481
retrace	retrace	0.250	0.482	0.317
retract	rov qab los	0.316	0.443	0.358
retraction	retraction	0.312	0.491	0.427
retractor	retractor	0.354	0.590	0.557
retreat	tawm	0.500	0.519	0.312
retrenchment	retrenchment	0.230	0.650	0.384
retrial	retrial	0.500	0.577	0.593
retribution	kev sib pauj	0.625	0.490	0.708
retrieval	rov qab	0.700	0.440	0.704
retrieve	rov qab los	0.740	0.576	0.705
retriever	retriever	0.459	0.500	0.464
retro	retro	0.650	0.276	0.321
retroactive	rov qab los	0.521	0.452	0.655
retrograde	retrograde	0.208	0.464	0.415
retrospect	retrospect	0.406	0.500	0.538
retrospective	retrospective	0.594	0.481	0.528
retrospectively	retrospectively	0.516	0.400	0.560
return	rov qab los	0.602	0.412	0.463
reunion	rov sib ntsib	0.837	0.500	0.672
reunite	koom ua ke	0.656	0.550	0.657
reunited	rov tuaj sib ntsib	0.708	0.439	0.658
rev	rev	0.367	0.422	0.353
reveal	qhia	0.493	0.637	0.526
revel	revel	0.740	0.705	0.684
revelation	kev tshwm sim	0.879	0.500	0.865
revelations	kev tshwm sim	0.729	0.655	0.600
revels	revels	0.827	0.683	0.647
revenge	kua zaub ntsuab	0.230	0.940	0.627
revenue	nyiaj tau	0.873	0.510	0.854
reverberation	reverberation	0.390	0.639	0.551
revere	Tshaj tawm	0.750	0.562	0.608
reverence	kev tswm seeb	0.643	0.347	0.516
reverend	reverend	0.650	0.337	0.576
reverent	tswm seeb	0.551	0.490	0.694
reverie	reverie	0.667	0.413	0.471
reversal	hloov tshiab	0.380	0.510	0.591
reverse	rov qab	0.539	0.415	0.461
reversion	rov qab los	0.458	0.538	0.425
revert	rov qab los	0.380	0.451	0.519
reverting	rov qab	0.562	0.385	0.544
review	rov ntsuam xyuas	0.667	0.408	0.636
reviewer	tshuaj ntsuam	0.562	0.344	0.500
revise	hloov kho	0.500	0.469	0.509
revision	kho dua tshiab	0.417	0.459	0.710
revisit	rov qab dua	0.552	0.530	0.509
revival	kev txhawb siab	0.823	0.664	0.597
revive	rov qab txhawj	0.676	0.780	0.778
revocation	tshem tawm	0.260	0.610	0.673
revoke	tshem tawm	0.251	0.696	0.737
revolt	kev tawm tsam	0.343	0.878	0.658
revolting	kev tawm tsam	0.102	0.690	0.300
