Word	Kurdish-ku	Valence	Arousal	Dominance
skull	tasa serî	0.276	0.558	0.574
skunk	sîxûrgennî	0.284	0.491	0.380
sky	asûman	0.958	0.234	0.401
skylight	skylight	0.708	0.314	0.343
skyline	ezman	0.592	0.412	0.662
skyscraper	skyscraper	0.622	0.696	0.798
slab	slab	0.398	0.265	0.264
slack	şaş	0.521	0.283	0.446
slag	slag	0.266	0.600	0.254
slam	slam	0.459	0.577	0.480
slammer	slammer	0.417	0.565	0.391
slander	derewî	0.184	0.604	0.454
slanderous	bêhêz	0.057	0.800	0.337
slang	gelziman	0.479	0.418	0.491
slant	berbiçav	0.469	0.396	0.536
slap	lêxistin	0.100	0.804	0.518
slash	slash	0.260	0.500	0.509
slashes	slashes	0.330	0.328	0.410
slate	slate	0.531	0.283	0.431
slates	slates	0.500	0.270	0.342
slaughter	serjêkirin	0.052	0.953	0.602
slaughterhouse	kuştinê	0.146	0.794	0.472
slaughtering	kuştinê	0.133	0.947	0.714
slave	xûlam	0.171	0.795	0.151
slavery	xulamî	0.052	0.783	0.218
slay	kuştin	0.133	0.920	0.585
slayer	slayer	0.041	0.930	0.661
sleaze	şaş	0.312	0.538	0.405
sleazy	şewitandin	0.292	0.674	0.370
sled	NO TRANSLATION	0.635	0.547	0.446
sledding	sledding	0.625	0.547	0.422
sledge	sembolê	0.646	0.500	0.361
sledgehammer	sembolker	0.449	0.479	0.482
sleek	sleek	0.750	0.484	0.643
sleep	xew	0.719	0.090	0.339
sleeper	xew	0.640	0.154	0.254
sleeping	şewitandin	0.704	0.091	0.312
sleepless	bêlez	0.213	0.410	0.207
sleeplessness	bêhêz	0.104	0.604	0.202
sleepover	bikişînin	0.815	0.519	0.340
sleepy	xewar	0.604	0.125	0.250
sleepyhead	xewê	0.327	0.350	0.294
sleet	şilope	0.410	0.355	0.395
sleeve	pî	0.531	0.270	0.273
sleeveless	şewitandin	0.638	0.290	0.200
sleigh	şev	0.742	0.551	0.396
sleight	şewitandin	0.719	0.677	0.379
slender	zeîf	0.812	0.548	0.664
sleuth	mirî	0.460	0.633	0.676
slice	kêl	0.583	0.375	0.303
slick	şaş	0.388	0.383	0.349
slicker	zirav	0.727	0.387	0.519
slide	şemitîn	0.615	0.435	0.432
slider	slider	0.585	0.491	0.518
sliding	veşartin	0.356	0.730	0.491
slight	piçûk	0.521	0.240	0.155
slight anticipation	pêşniyazek hûrgelan	0.562	0.490	0.445
slight disgust	piçûk	0.156	0.578	0.318
slight surprise	şaş e	0.677	0.746	0.557
slight trust	baweriya hûrgel	0.306	0.400	0.245
slightly	hinek	0.470	0.274	0.255
slightly negative	hindek negatîf	0.190	0.472	0.259
slightly positive	hinek erênî	0.792	0.480	0.567
slim	zirav	0.562	0.180	0.296
slime	slime	0.300	0.370	0.183
slimy	şewitandin	0.177	0.500	0.309
sling	girêk	0.417	0.423	0.404
slingshot	pûç	0.323	0.654	0.474
slink	dirûşm	0.460	0.546	0.314
slinky	slinky	0.400	0.637	0.603
slip	derpê	0.316	0.714	0.321
slipper	pêlava nav malê	0.635	0.298	0.245
slippers	kevir	0.573	0.413	0.236
slippery	serrast	0.219	0.740	0.343
slit	qelîştok	0.406	0.490	0.366
sliver	sliver	0.388	0.347	0.291
slob	slob	0.275	0.365	0.300
slobber	slobber	0.350	0.375	0.278
slogan	dirûşma	0.550	0.216	0.564
sloop	bêdeng	0.480	0.375	0.380
slop	NO TRANSLATION	0.306	0.409	0.325
slope	kendal	0.347	0.438	0.279
sloppy	bêbal	0.303	0.441	0.183
slot	slot	0.469	0.337	0.337
sloth	dirûşm	0.198	0.140	0.125
slouch	şaş	0.365	0.450	0.328
slough	bikuje	0.265	0.390	0.200
slow	hêdî	0.357	0.073	0.131
slowly	hêdî	0.427	0.185	0.295
slowness	bêhtir	0.302	0.212	0.191
sludge	darizandin	0.354	0.396	0.229
slug	şeytanok	0.276	0.370	0.160
slugger	slugger	0.458	0.500	0.518
sluggish	bêdeng	0.224	0.124	0.155
sluice	dirûşm	0.427	0.520	0.365
slum	mehella belelngazan	0.292	0.528	0.302
slumber	pêdivî ye	0.592	0.191	0.426
slump	şewitandin	0.194	0.438	0.130
slur	slûk	0.115	0.814	0.427
slurp	slûp	0.540	0.528	0.411
slush	herrî	0.427	0.283	0.296
slut	slut	0.071	0.808	0.309
slutty	slutty	0.224	0.810	0.371
sly	qetya	0.573	0.690	0.750
smack	smack	0.323	0.662	0.381
small	biçûk	0.542	0.205	0.120
smaller	piçûk	0.300	0.310	0.179
smallest	piçûk	0.281	0.340	0.129
smallpox	piçûk	0.156	0.583	0.222
smart	baqil	0.906	0.607	0.923
smartass	smartass	0.364	0.520	0.620
smarten	smarten	0.602	0.490	0.551
smarty	şehîd	0.673	0.510	0.848
smash	zorbirin	0.195	0.692	0.530
smashed	şikandin	0.143	0.660	0.256
smattering	şikandin	0.448	0.460	0.500
smear	dohnkirin	0.230	0.433	0.400
smell	bîn	0.510	0.520	0.330
smelling	bîhnxweş	0.458	0.481	0.349
smelly	bîhnxweş	0.100	0.528	0.245
smelt	bîhnxweş	0.333	0.441	0.345
smidgen	smidgen	0.367	0.385	0.357
smile	kenn	0.906	0.598	0.618
smiled	kişandin	0.949	0.530	0.536
smiles	bişikirin	0.892	0.606	0.607
smiley	smiley	0.865	0.470	0.571
smiling	bişirim	0.981	0.679	0.625
smirk	smirk	0.792	0.596	0.583
smite	kişandin	0.303	0.846	0.682
smith	smith	0.677	0.333	0.529
smithereens	smithereens	0.281	0.561	0.409
smitten	şikilandin	0.153	0.760	0.204
smock	bêdeng	0.429	0.250	0.250
smog	smog	0.271	0.480	0.382
smoke	dixan	0.188	0.500	0.391
smoker	bîhnxweş	0.208	0.528	0.311
smokey	smokey	0.494	0.462	0.430
smoking	vexwarinê	0.176	0.557	0.384
smoky	smoky	0.459	0.420	0.327
smoldering	kişandin	0.635	0.781	0.764
smooch	smooch	0.796	0.731	0.491
smooth	serrast	0.823	0.127	0.281
smoothie	smoothie	0.806	0.333	0.281
smoothly	hêsan	0.821	0.134	0.488
smoothness	hişk	0.833	0.221	0.412
smother	vetisîn	0.292	0.685	0.420
smudge	kişandin	0.327	0.429	0.245
smug	smug	0.198	0.552	0.587
smuggle	reşderbaskirin	0.194	0.775	0.570
smuggler	qaçaxçeyê	0.062	0.867	0.645
smuggling	qaçaxçeyê	0.229	0.783	0.510
smut	smut	0.357	0.360	0.349
snack	xûrekxane	0.646	0.407	0.345
snacks	snack	0.781	0.480	0.306
snafu	snafu	0.375	0.549	0.274
snag	snag	0.417	0.250	0.339
snags	qirêj	0.177	0.721	0.490
snail	şeytanok	0.480	0.104	0.296
snake	mar	0.276	0.750	0.549
snakes	snakes	0.176	0.662	0.606
snakeskin	snakeskin	0.276	0.696	0.391
snap	snap	0.344	0.517	0.352
snapper	snapper	0.417	0.429	0.245
snappy	şikir	0.573	0.592	0.418
snapshot	snapshot	0.573	0.578	0.588
snare	qirêj	0.229	0.850	0.466
snarl	snarl	0.430	0.787	0.455
snarling	şaş	0.312	0.704	0.491
snatch	veşartin	0.219	0.861	0.691
snatcher	snatcher	0.122	0.867	0.563
snazzy	snazzy	0.735	0.370	0.660
sneak	bixwarvekişîn	0.281	0.745	0.449
sneaker	sneaker	0.794	0.479	0.389
sneakers	sneakers	0.604	0.548	0.349
sneaking	sneaking	0.203	0.755	0.545
sneaky	şerm	0.240	0.740	0.560
sneer	şaş	0.133	0.755	0.345
sneeze	pişkîn	0.271	0.442	0.336
sneezing	şikandin	0.434	0.570	0.345
snicker	şêrîn	0.708	0.693	0.409
snide	spî	0.186	0.723	0.455
sniff	şaş	0.396	0.500	0.318
snip	snip	0.417	0.327	0.268
snipe	snipe	0.198	0.915	0.491
sniper	segman	0.167	0.870	0.853
snippet	snippet	0.612	0.410	0.368
snippy	spî	0.418	0.491	0.481
snitch	snitch	0.300	0.598	0.333
snob	snob	0.296	0.520	0.309
snoop	vekin	0.134	0.740	0.434
snoopy	snoopy	0.573	0.534	0.291
snooty	snooty	0.390	0.455	0.446
snooze	snooze	0.235	0.357	0.282
snore	xûrxûrkirin	0.245	0.610	0.481
snorkel	snorkel	0.510	0.470	0.327
snort	snort	0.469	0.531	0.413
snot	snot	0.214	0.340	0.269
snotty	qirêj	0.180	0.382	0.200
snout	snout	0.276	0.385	0.241
snow	berf	0.667	0.363	0.309
snowball	snowball	0.717	0.444	0.321
snowboard	snowboard	0.663	0.680	0.511
snowboarder	snowboarder	0.719	0.754	0.545
snowday	şevê	0.602	0.500	0.440
snowfall	zivistanê	0.675	0.280	0.455
snowflake	snowflake	0.748	0.192	0.260
snowing	berfkirin	0.586	0.490	0.387
snowmageddon	snowmageddon	0.375	0.575	0.472
snowman	snowman	0.776	0.291	0.323
snowplow	şewitandin	0.449	0.480	0.493
snowstorm	şewitandin	0.204	0.833	0.629
snowy	birçîbûnê	0.656	0.304	0.357
snub	snub	0.229	0.412	0.228
snubbed	veşartî	0.265	0.528	0.279
snuff	snuff	0.357	0.470	0.377
snug	snug	0.867	0.173	0.500
snuggle	bikişînin	0.781	0.390	0.350
snuggled	şaş kirin	0.552	0.439	0.314
snuggles	dirûşm	0.670	0.340	0.287
snuggling	qirêj	0.683	0.585	0.373
soak	nermkirin	0.480	0.370	0.240
soaked	veqetandin	0.365	0.462	0.358
soaking	şewitandin	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	sabûn	0.531	0.163	0.311
soapbox	soapbox	0.500	0.415	0.393
soapy	soapy	0.552	0.373	0.355
soar	çêdike	0.790	0.740	0.718
soaring	çêdike	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	berbiçav	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	sobriety	0.680	0.310	0.583
soc	sosyal	0.427	0.431	0.380
soccer	gog	0.698	0.837	0.644
sociable	civatşên	0.854	0.459	0.627
social	civatî	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	sosyalîzm	0.510	0.500	0.560
socialist	sosyalîst	0.448	0.400	0.543
socialite	civakî	0.684	0.668	0.570
socialize	sosyalîzmê	0.907	0.683	0.726
society	civat	0.674	0.464	0.782
sociology	sosolojiya	0.615	0.439	0.694
sociopath	sociopath	0.104	0.863	0.439
sock	şewitandin	0.500	0.167	0.290
socket	çarçowe	0.583	0.469	0.377
sod	sod	0.427	0.383	0.333
soda	soda	0.688	0.314	0.364
soda/pop	soda / pop	0.581	0.410	0.382
sodding	sodding	0.240	0.500	0.400
sodium	sodium	0.490	0.340	0.291
sofa	qenepe	0.583	0.106	0.263
soft	nerm	0.760	0.179	0.232
softball	softball	0.735	0.630	0.518
soften	nerm	0.694	0.194	0.392
softener	nerm	0.745	0.300	0.373
softening	nerm	0.700	0.255	0.361
softly	nerm	0.517	0.206	0.304
softness	nerm	0.875	0.086	0.402
software	nivîsbar	0.561	0.280	0.570
soggy	soggy	0.312	0.350	0.241
sohappy	wisa dilxweş	0.949	0.673	0.681
soil	erd	0.350	0.180	0.356
soiled	şaş	0.106	0.529	0.213
soiree	xilas	0.729	0.692	0.578
sojourn	dilsoz	0.514	0.243	0.509
solace	solace	0.776	0.294	0.453
solar	sedsala	0.622	0.452	0.645
solarium	solarium	0.602	0.356	0.421
solder	solder	0.439	0.510	0.611
soldering	soldering	0.573	0.536	0.538
soldier	leşker	0.392	0.708	0.768
sole	binpê	0.427	0.194	0.279
solemn	dilsoz	0.708	0.370	0.709
solicit	lêpirsîn	0.620	0.490	0.604
solicitation	lêpirsîn	0.612	0.519	0.415
solicitor	parêzkar	0.600	0.479	0.802
solid	liserxwe	0.667	0.304	0.763
solidarity	piştgiriya	0.792	0.407	0.781
solidification	xurtkirina	0.480	0.500	0.827
solidified	xurt kirin	0.633	0.415	0.745
solidify	xurt bikin	0.583	0.318	0.754
solidity	xurt	0.745	0.444	0.850
solitaire	solîtaire	0.365	0.227	0.279
solitary	tenê	0.224	0.202	0.268
solitude	tenêbûnî	0.208	0.226	0.358
solo	solo	0.438	0.190	0.325
solubility	tevlîhevkirinê	0.506	0.360	0.442
soluble	şewitandin	0.542	0.272	0.409
solucky	solokî	0.573	0.529	0.615
solution	çare	0.790	0.339	0.664
solve	çareserkirin	0.656	0.530	0.688
solvency	solvency	0.604	0.296	0.605
solvent	solvent	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	somatîkî	0.438	0.406	0.444
somber	xemgîn	0.184	0.500	0.380
some anticipation	hinek pêşniyarkirin	0.423	0.482	0.472
some disgust	hinek hêrs	0.094	0.657	0.321
some surprise	hinek şaş	0.827	0.849	0.500
some trust	hinek bawerî	0.594	0.451	0.547
somersault	somersault	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	hinek negatîf	0.208	0.480	0.150
somewhat positive	tiştek erênî	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	kur	0.792	0.365	0.528
sonar	sonar	0.541	0.480	0.414
sonata	sonata	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	Stran	0.854	0.413	0.500
songwriter	stranger	0.844	0.558	0.713
sonic	kurê	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	sonnet	0.718	0.294	0.404
sonorous	kurê	0.646	0.580	0.442
soot	şewitandin	0.375	0.328	0.292
soothe	şaş	0.817	0.194	0.412
soothing	bîhnxweş	0.625	0.179	0.519
sophisticated	sophisticated	0.865	0.481	0.845
sophistication	sophistication	0.792	0.472	0.704
sophomore	sophomore	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	soppy	0.510	0.355	0.297
soprano	soprano	0.552	0.550	0.685
sorcerer	sêrbaz	0.377	0.633	0.632
sorcery	xerîb	0.279	0.740	0.640
sordid	sordid	0.219	0.555	0.447
sore	birîn	0.094	0.650	0.224
soready	soready	0.622	0.500	0.545
sorely	xemgîn	0.284	0.727	0.370
soreness	xemgîniyê	0.113	0.843	0.302
sorghum	sorghum	0.469	0.358	0.420
sorority	xemgîniyê	0.635	0.637	0.627
sorrow	kûl	0.052	0.235	0.164
sorrowful	xemgîniyê	0.049	0.422	0.163
sorry	bibore	0.406	0.362	0.212
sort	jiberhevxistin	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	dabeşkirin	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	soscared	0.229	0.652	0.319
soscary	soscary	0.301	0.660	0.414
soslow	soslo	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	gelek şîrîn	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	rûh	0.770	0.220	0.510
soulful	ruhê	0.755	0.331	0.500
soulless	sond	0.125	0.591	0.400
soulmate	ruhê	0.890	0.500	0.628
sound	rengdan	0.765	0.623	0.398
sounding	dengê	0.690	0.500	0.558
soundness	dilsoz	0.780	0.377	0.893
soundproof	şaş	0.490	0.390	0.409
soundtrack	dengek	0.630	0.559	0.518
soup	şorbe	0.602	0.245	0.269
sour	tirş	0.276	0.594	0.373
source	kanî	0.740	0.318	0.684
sourpuss	xwar	0.188	0.620	0.382
south	başûr	0.562	0.265	0.429
southbound	başûr	0.510	0.370	0.395
southeast	başûr	0.510	0.283	0.413
southern	başûrî	0.552	0.269	0.370
southpaw	başûrê	0.542	0.389	0.404
southwest	başûrê rojavayê	0.406	0.314	0.355
souvenir	dîyarî	0.844	0.311	0.466
sovereign	serwer	0.698	0.500	0.885
sovereignty	hukumetê	0.719	0.529	0.886
soviet	soviet	0.347	0.580	0.536
sow	rûnê	0.667	0.430	0.446
soy	soy	0.438	0.250	0.286
soy sauce	soy sauce	0.573	0.382	0.318
soybean	soybean	0.521	0.250	0.293
spa	spa	0.622	0.151	0.386
space	dem	0.800	0.317	0.573
spacecraft	ajoteka asûmanî	0.646	0.698	0.680
spaceman	spaceman	0.688	0.577	0.848
spaceship	cihekî	0.643	0.781	0.664
spacing	spacing	0.621	0.425	0.507
spacious	mezin	0.880	0.365	0.557
spade	spade	0.469	0.667	0.529
spaghetti	spaghetti	0.729	0.353	0.288
spam	spam	0.188	0.354	0.304
spammers	spammers	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	spandex	0.429	0.520	0.429
spaniel	spaniel	0.561	0.435	0.385
spank	spank	0.112	0.882	0.642
spanking	spanking	0.194	0.736	0.392
spar	spar	0.417	0.438	0.536
spare	spare	0.552	0.398	0.411
spareribs	spareribs	0.635	0.431	0.395
sparingly	zehf	0.510	0.353	0.518
spark	çirûsk	0.688	0.745	0.529
sparkle	sparkle	0.819	0.765	0.510
sparkling	sparkling	0.700	0.418	0.598
sparkly	sparkly	0.885	0.590	0.726
sparring	xistin	0.292	0.870	0.704
sparrow	sparrow	0.583	0.460	0.327
sparse	şaş	0.240	0.367	0.209
spasm	spasm	0.194	0.594	0.366
spastic	spastic	0.240	0.541	0.491
spat	spat	0.427	0.413	0.309
spatial	spatial	0.604	0.625	0.645
spatter	belav dikin	0.292	0.630	0.315
spatula	spatula	0.302	0.198	0.369
spawn	spawn	0.542	0.586	0.709
spaz	spaz	0.443	0.500	0.268
speak	axaftin	0.765	0.472	0.500
speakeasy	speakeasy	0.680	0.536	0.442
speaker	hoparlo	0.604	0.660	0.723
speakerphone	speakerphone	0.531	0.569	0.560
speaking	axaftin	0.753	0.590	0.575
spear	tîr	0.510	0.601	0.500
spec	spec	0.583	0.426	0.691
special	taybetî	0.844	0.602	0.730
specialist	taybetzana	0.760	0.562	0.877
speciality	xûreka taybetî	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	taybetî	0.847	0.398	0.714
specialty	xûreka taybetî	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	cureyên	0.561	0.330	0.645
specific	taybetî	0.656	0.388	0.691
specification	taybetmendiyê	0.552	0.479	0.602
specify	diyar bikin	0.656	0.405	0.600
specimen	perçê ceribandinê	0.531	0.444	0.568
speck	xerîb	0.418	0.245	0.343
speckled	xelet	0.449	0.263	0.254
specs	xerîb	0.540	0.398	0.618
spectacle	spî	0.812	0.745	0.762
spectacles	xeyalan	0.816	0.775	0.648
spectacular	balkêş	0.947	0.740	0.887
spectator	xerîb	0.694	0.560	0.667
specter	spî	0.265	0.723	0.540
spectral	xerîb	0.430	0.667	0.500
spectrometer	spokromrometer	0.500	0.452	0.490
spectrophotometer	spectrophotometer	0.500	0.484	0.500
spectroscopy	spokroscopy	0.470	0.541	0.570
spectrum	spectrum	0.312	0.700	0.527
speculate	fêdedîtin	0.398	0.602	0.553
speculation	fêdedîtinî	0.325	0.683	0.394
speculative	spas	0.276	0.591	0.464
speculum	spululum	0.417	0.469	0.433
speech	axaftin	0.656	0.470	0.688
speechless	bêziman	0.459	0.320	0.315
speed	zûbûnî	0.719	0.849	0.658
speedboat	speedboat	0.635	0.858	0.612
speedily	lezgîn	0.688	0.740	0.665
speeding	lezgîn	0.438	0.908	0.645
speedometer	rêpîv	0.427	0.549	0.579
speedway	lezgîn	0.667	0.519	0.416
speedy	zûtirîn	0.625	0.625	0.793
spell	sihêr	0.385	0.380	0.368
spellbound	spellbound	0.531	0.647	0.387
spelling	rastnivîs	0.594	0.357	0.398
spencer	spencer	0.510	0.394	0.367
spend	xerckirin	0.672	0.745	0.429
spender	spender	0.312	0.692	0.377
spending	mesrefê	0.333	0.556	0.330
spent	derbas kirin	0.296	0.296	0.263
sperm	sperm	0.396	0.706	0.453
spew	spew	0.260	0.651	0.573
sphere	qada	0.633	0.277	0.500
spherical	spherîk	0.550	0.308	0.500
sphincter	çerm	0.347	0.633	0.375
sphinx	sphinx	0.604	0.324	0.490
spic	spic	0.302	0.455	0.451
spice	biharat	0.594	0.439	0.384
spicy	biharatî	0.440	0.733	0.610
spider	pîrê	0.229	0.569	0.430
spiders	spî	0.260	0.696	0.368
spiffy	spily	0.615	0.582	0.470
spigot	spigot	0.380	0.346	0.423
spike	spike	0.382	0.510	0.408
spiked	xist	0.281	0.613	0.407
spiky	spiky	0.284	0.657	0.587
spill	rijandin	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	hûnîn	0.551	0.422	0.345
spinach	îspenax	0.583	0.200	0.368
spinal	spinal	0.312	0.491	0.296
spindle	spindle	0.552	0.410	0.360
spine	movik	0.495	0.461	0.600
spineless	bêhêz	0.344	0.387	0.321
spinner	spinner	0.458	0.593	0.471
spinning	qirikê	0.594	0.610	0.481
spinster	spinster	0.357	0.368	0.345
spiny	spî	0.167	0.639	0.528
spiral	lihevgerya	0.490	0.624	0.361
spire	spire	0.354	0.358	0.389
spirit	rewş	0.786	0.370	0.621
spirited	spirît	0.854	0.587	0.734
spirits	ruhên	0.583	0.847	0.545
spiritual	fikrî	0.938	0.327	0.564
spirituality	ruhanî	0.865	0.281	0.667
spit	tûkirin	0.149	0.545	0.436
spite	vekin	0.080	0.600	0.317
spiteful	direş	0.073	0.710	0.330
spitfire	spitfire	0.233	0.623	0.566
spittoon	spittoon	0.276	0.426	0.280
splash	derzşkirin	0.521	0.412	0.281
splat	parçe	0.510	0.433	0.385
splatter	perçe	0.312	0.596	0.352
spleen	telaq	0.448	0.255	0.396
splendid	birqok	0.896	0.740	0.810
splendor	şêrîn	0.927	0.612	0.850
splice	perçe	0.386	0.460	0.377
spline	xistin	0.490	0.398	0.407
splint	hesinê tirênê	0.179	0.400	0.343
splinter	kûrtal	0.136	0.422	0.325
split	qelişandin	0.344	0.618	0.410
splitting	parçe	0.188	0.598	0.375
splurge	perçe	0.365	0.481	0.542
spoil	delalîkirin	0.146	0.723	0.328
spoiler	xistin	0.347	0.527	0.380
spoiling	şaş	0.135	0.678	0.306
spoils	çêdike	0.388	0.760	0.481
spoke	axivî	0.635	0.433	0.483
spoken	axaftin	0.551	0.363	0.545
spokesman	berdevkê	0.720	0.480	0.611
spokesperson	berdevkê	0.573	0.453	0.615
sponge	singer	0.551	0.192	0.219
spongy	spongy	0.469	0.324	0.344
sponsor	alîkar	0.729	0.537	0.800
sponsorship	sponsor	0.854	0.608	0.696
spontaneity	neheqiyê	0.817	0.698	0.655
spontaneous	bixwe	0.780	0.578	0.655
spoof	şewitandin	0.490	0.594	0.381
spook	xistin	0.327	0.887	0.322
spooky	xerîb	0.104	0.858	0.380
spool	spool	0.397	0.389	0.312
spoon	kevçî	0.479	0.236	0.259
spoonful	spoonful	0.582	0.208	0.308
sporadic	hemane	0.333	0.394	0.500
spore	qirêj	0.480	0.408	0.231
sport	sîpor	0.865	0.700	0.657
sporting	sporê	0.917	0.656	0.675
sports	sporê	0.833	0.683	0.587
sports car	otomobîlan	0.759	0.696	0.669
sportsman	bedenparêz	0.755	0.735	0.713
sportsmanship	sîporî	0.890	0.582	0.694
sportswriter	sporê	0.760	0.551	0.566
sporty	sîporî	0.735	0.713	0.648
spot	leke	0.510	0.180	0.336
spotless	bêleke	0.792	0.327	0.726
spotlight	balkêş	0.688	0.353	0.519
spotted	xuya kirin	0.354	0.472	0.295
spotter	xerîb	0.542	0.491	0.644
spotty	lekyî	0.281	0.606	0.241
spousal	kişandin	0.656	0.582	0.632
spouse	jin	0.750	0.600	0.645
spout	bifikirin	0.438	0.357	0.309
sprain	velistî	0.063	0.580	0.384
sprawl	çûk	0.600	0.596	0.672
spray	pejiqandin	0.438	0.410	0.333
spread	belakirin	0.570	0.583	0.651
spreader	belavkirin	0.510	0.480	0.500
spree	dilsoz	0.564	0.663	0.474
spring	bihar	0.837	0.370	0.481
springtime	zivistanê	0.837	0.439	0.722
sprinkle	pijiqandin	0.635	0.404	0.380
sprinkler	veşartî	0.510	0.434	0.473
sprinkling	veşartin	0.677	0.510	0.466
sprint	sprint	0.549	0.649	0.528
sprite	sprite	0.561	0.438	0.625
sprout	bifikirin	0.582	0.565	0.443
spruce	spruce	0.604	0.288	0.380
spud	spud	0.403	0.423	0.349
spunk	qirêj	0.438	0.632	0.473
spunky	spunky	0.646	0.879	0.755
spur	spur	0.378	0.545	0.340
spurious	bêhtir	0.178	0.480	0.343
spurred	xistin	0.562	0.684	0.472
spurt	lez	0.448	0.550	0.475
spy	xefî	0.260	0.686	0.530
squabble	xemgîn	0.173	0.850	0.500
squad	çûne	0.552	0.711	0.806
squadron	hêz	0.469	0.686	0.787
squall	tîrêj	0.191	0.833	0.655
squamous	xemgîn	0.344	0.446	0.418
squander	dorpêç	0.240	0.755	0.529
square	meydan	0.509	0.340	0.291
squash	avêtin	0.531	0.667	0.410
squat	dorpêç	0.330	0.550	0.453
squatter	çêdike	0.390	0.361	0.565
squaw	tîrêj	0.428	0.441	0.398
squawk	dorpêç	0.265	0.480	0.245
squeak	qirçîn	0.271	0.679	0.300
squeaky	xwar	0.229	0.771	0.367
squeal	salkal	0.250	0.731	0.375
squealer	squealer	0.541	0.519	0.330
squeamish	şaş	0.176	0.656	0.453
squeeze	pêlêkirin	0.458	0.676	0.532
squeezing	derxistin	0.260	0.598	0.557
squelch	dorpêç	0.271	0.510	0.462
squid	masî mirekeb	0.497	0.398	0.357
squint	çêdibe	0.385	0.461	0.452
squire	tîrêj	0.479	0.459	0.710
squirm	çêdike	0.235	0.824	0.373
squirrel	sihorîk	0.592	0.358	0.333
squirt	xemgîn	0.406	0.460	0.255
squish	veşartin	0.260	0.788	0.481
squishy	xemgîn	0.516	0.333	0.307
stab	têrekirin	0.167	0.882	0.595
stabbed	veşartin	0.031	0.875	0.431
stability	nehejî	0.812	0.264	0.849
stabilize	zexmkirin	0.839	0.427	0.722
stabilizer	stabilizer	0.688	0.353	0.767
stable	stewr	0.725	0.204	0.735
staccato	staccato	0.396	0.500	0.427
stack	lod	0.470	0.282	0.427
stadium	stadyom	0.635	0.679	0.611
staff	darik	0.745	0.274	0.627
stag	stag	0.594	0.250	0.389
stage	şanocî	0.592	0.306	0.473
stagecoach	stagecoach	0.516	0.519	0.627
stagehand	asteng	0.420	0.684	0.555
stagger	lerzîn	0.531	0.620	0.458
staggering	xemgîniyê	0.520	0.657	0.683
stagnant	sekinî	0.300	0.500	0.208
stagnation	stagnation	0.276	0.324	0.396
staid	stêdan	0.385	0.290	0.634
stain	leke	0.453	0.324	0.264
stained	dirûşm	0.245	0.460	0.209
stainless	stenbolê	0.594	0.329	0.618
stair	stir	0.375	0.354	0.345
staircase	kevir	0.469	0.347	0.440
stairs	pêlik	0.510	0.439	0.342
stairway	stairway	0.562	0.510	0.407
stairwell	stairwell	0.510	0.292	0.333
stake	parçeyek	0.406	0.608	0.460
stakeout	tevlihev	0.344	0.546	0.600
stale	stale	0.235	0.461	0.286
stalemate	stalemate	0.296	0.354	0.267
stalk	stalk	0.436	0.272	0.395
stalker	stalker	0.177	0.930	0.639
stall	axûr	0.370	0.245	0.292
stallion	stallion	0.628	0.596	0.779
stalls	stols	0.582	0.378	0.451
stalwart	stalwart	0.812	0.430	0.691
stamina	berxwedanî	0.664	0.694	0.877
stamp	mor	0.438	0.327	0.441
stampede	stampede	0.235	0.875	0.683
stance	helwesta	0.604	0.333	0.609
stand	serpêsekinîn	0.600	0.324	0.509
standard	wek herdem	0.673	0.143	0.605
standardize	yekkirin	0.684	0.353	0.729
standardized	standardîzekirin	0.610	0.324	0.607
standby	amade be	0.260	0.224	0.386
standing	rawesta	0.604	0.317	0.425
standoff	rawestandin	0.333	0.840	0.558
standpoint	nîqaş	0.585	0.388	0.652
