Word	Serbian-sr	Valence	Arousal	Dominance
snafu	снафу	0.375	0.549	0.274
snag	снаг	0.417	0.250	0.339
snags	снагс	0.177	0.721	0.490
snail	пуж	0.480	0.104	0.296
snake	змија	0.276	0.750	0.549
snakes	змије	0.176	0.662	0.606
snakeskin	снакескин	0.276	0.696	0.391
snap	снап	0.344	0.517	0.352
snapper	снаппер	0.417	0.429	0.245
snappy	снаппи	0.573	0.592	0.418
snapshot	снимак	0.573	0.578	0.588
snare	снаре	0.229	0.850	0.466
snarl	снарл	0.430	0.787	0.455
snarling	гурати	0.312	0.704	0.491
snatch	грабити	0.219	0.861	0.691
snatcher	хватач	0.122	0.867	0.563
snazzy	сназзи	0.735	0.370	0.660
sneak	снеак	0.281	0.745	0.449
sneaker	снеакер	0.794	0.479	0.389
sneakers	патике	0.604	0.548	0.349
sneaking	снеакинг	0.203	0.755	0.545
sneaky	лукав, препреден	0.240	0.740	0.560
sneer	снеер	0.133	0.755	0.345
sneeze	кијају	0.271	0.442	0.336
sneezing	кијавица	0.434	0.570	0.345
snicker	сницкер	0.708	0.693	0.409
snide	саркастичан	0.186	0.723	0.455
sniff	снифф	0.396	0.500	0.318
snip	снип	0.417	0.327	0.268
snipe	снипе	0.198	0.915	0.491
sniper	снајпер	0.167	0.870	0.853
snippet	сниппет	0.612	0.410	0.368
snippy	сниппи	0.418	0.491	0.481
snitch	нож	0.300	0.598	0.333
snob	сноб	0.296	0.520	0.309
snoop	снооп	0.134	0.740	0.434
snoopy	сноопи	0.573	0.534	0.291
snooty	снооти	0.390	0.455	0.446
snooze	сноозе	0.235	0.357	0.282
snore	хрчак	0.245	0.610	0.481
snorkel	сноркел	0.510	0.470	0.327
snort	снорт	0.469	0.531	0.413
snot	снот	0.214	0.340	0.269
snotty	снотти	0.180	0.382	0.200
snout	гриз	0.276	0.385	0.241
snow	снег	0.667	0.363	0.309
snowball	снежна кугла	0.717	0.444	0.321
snowboard	сновбоард	0.663	0.680	0.511
snowboarder	сновбоардер	0.719	0.754	0.545
snowday	снежни дан	0.602	0.500	0.440
snowfall	сновфалл	0.675	0.280	0.455
snowflake	сновфлаке	0.748	0.192	0.260
snowing	снег	0.586	0.490	0.387
snowmageddon	сновмагеддон	0.375	0.575	0.472
snowman	снеско Белиц	0.776	0.291	0.323
snowplow	грталица	0.449	0.480	0.493
snowstorm	снежна олуја	0.204	0.833	0.629
snowy	снег	0.656	0.304	0.357
snub	снуб	0.229	0.412	0.228
snubbed	снуббед	0.265	0.528	0.279
snuff	снуфф	0.357	0.470	0.377
snug	снуг	0.867	0.173	0.500
snuggle	пржите	0.781	0.390	0.350
snuggled	ухватио се	0.552	0.439	0.314
snuggles	снугглес	0.670	0.340	0.287
snuggling	снугглинг	0.683	0.585	0.373
soak	намакајте	0.480	0.370	0.240
soaked	натопљен	0.365	0.462	0.358
soaking	намакање	0.438	0.324	0.375
soangry	NO TRANSLATION	0.327	0.650	0.482
soannoyed	NO TRANSLATION	0.271	0.529	0.426
soap	сапун	0.531	0.163	0.311
soapbox	соапбок	0.500	0.415	0.393
soapy	сапун	0.552	0.373	0.355
soar	једрити	0.790	0.740	0.718
soaring	поражавајући	0.708	0.704	0.650
sob	NO TRANSLATION	0.115	0.480	0.212
sober	трезан	0.729	0.216	0.568
soblessed	NO TRANSLATION	0.542	0.395	0.287
sobriety	трезвеност	0.680	0.310	0.583
soc	соц	0.427	0.431	0.380
soccer	фудбал	0.698	0.837	0.644
sociable	друштвен	0.854	0.459	0.627
social	социјално	0.806	0.370	0.614
socialanxiety	NO TRANSLATION	0.270	0.588	0.426
socialism	социјализам	0.510	0.500	0.560
socialist	социјалистички	0.448	0.400	0.543
socialite	друштво	0.684	0.668	0.570
socialize	социјализовати	0.907	0.683	0.726
society	друштво	0.674	0.464	0.782
sociology	социологија	0.615	0.439	0.694
sociopath	социопатх	0.104	0.863	0.439
sock	чарапа	0.500	0.167	0.290
socket	соцкет	0.583	0.469	0.377
sod	сод	0.427	0.383	0.333
soda	сода	0.688	0.314	0.364
soda/pop	газирано пиће	0.581	0.410	0.382
sodding	соддинг	0.240	0.500	0.400
sodium	натријум	0.490	0.340	0.291
sofa	Софа	0.583	0.106	0.263
soft	меко	0.760	0.179	0.232
softball	мека лопта	0.735	0.630	0.518
soften	омекшати	0.694	0.194	0.392
softener	омекшивач	0.745	0.300	0.373
softening	омекшавање	0.700	0.255	0.361
softly	тихо	0.517	0.206	0.304
softness	мекоћа	0.875	0.086	0.402
software	софтвер	0.561	0.280	0.570
soggy	согги	0.312	0.350	0.241
sohappy	тако срећан	0.949	0.673	0.681
soil	земљиште	0.350	0.180	0.356
soiled	прљаве	0.106	0.529	0.213
soiree	Соирее	0.729	0.692	0.578
sojourn	боравак	0.514	0.243	0.509
solace	утеха	0.776	0.294	0.453
solar	соларни	0.622	0.452	0.645
solarium	соларијум	0.602	0.356	0.421
solder	лемљење	0.439	0.510	0.611
soldering	лемљење	0.573	0.536	0.538
soldier	војник	0.392	0.708	0.768
sole	једини	0.427	0.194	0.279
solemn	свечан	0.708	0.370	0.709
solicit	тражити	0.620	0.490	0.604
solicitation	позивање	0.612	0.519	0.415
solicitor	адвокат	0.600	0.479	0.802
solid	чврст	0.667	0.304	0.763
solidarity	солидарност	0.792	0.407	0.781
solidification	солидификација	0.480	0.500	0.827
solidified	солидифиед	0.633	0.415	0.745
solidify	солидифи	0.583	0.318	0.754
solidity	чврстоћа	0.745	0.444	0.850
solitaire	Солитаире	0.365	0.227	0.279
solitary	самит	0.224	0.202	0.268
solitude	самит	0.208	0.226	0.358
solo	соло	0.438	0.190	0.325
solubility	растворљивост	0.506	0.360	0.442
soluble	растворљив	0.542	0.272	0.409
solucky	те среће	0.573	0.529	0.615
solution	решење	0.790	0.339	0.664
solve	реши	0.656	0.530	0.688
solvency	солвентност	0.604	0.296	0.605
solvent	солвент	0.635	0.316	0.573
somad	NO TRANSLATION	0.429	0.490	0.463
somatic	соматски	0.438	0.406	0.444
somber	мрачно	0.184	0.500	0.380
some anticipation	неко антиципирање	0.423	0.482	0.472
some disgust	мало гнуса	0.094	0.657	0.321
some surprise	неко изненађење	0.827	0.849	0.500
some trust	неко поверење	0.594	0.451	0.547
somersault	сомерсаулт	0.214	0.769	0.519
somethingigetalot	NO TRANSLATION	0.573	0.567	0.509
somewhat negative	донекле негативан	0.208	0.480	0.150
somewhat positive	донекле позитивно	0.920	0.510	0.667
somuchtodo	NO TRANSLATION	0.510	0.598	0.441
son	син	0.792	0.365	0.528
sonar	сонар	0.541	0.480	0.414
sonata	соната	0.643	0.406	0.425
sonervous	NO TRANSLATION	0.344	0.655	0.373
song	песма	0.854	0.413	0.500
songwriter	текстописац	0.844	0.558	0.713
sonic	сониц	0.594	0.500	0.481
sonice	NO TRANSLATION	0.500	0.356	0.421
sonnet	Соннет	0.718	0.294	0.404
sonorous	звучно	0.646	0.580	0.442
soot	чађ	0.375	0.328	0.292
soothe	смири	0.817	0.194	0.412
soothing	умирујуће	0.625	0.179	0.519
sophisticated	софистициран	0.865	0.481	0.845
sophistication	софистицираност	0.792	0.472	0.704
sophomore	сопхоморе	0.653	0.415	0.427
sopissed	NO TRANSLATION	0.276	0.577	0.433
soppy	соппи	0.510	0.355	0.297
soprano	сопран	0.552	0.550	0.685
sorcerer	чаробњак	0.377	0.633	0.632
sorcery	магије	0.279	0.740	0.640
sordid	срдан	0.219	0.555	0.447
sore	боли	0.094	0.650	0.224
soready	сореади	0.622	0.500	0.545
sorely	ужасно	0.284	0.727	0.370
soreness	болест	0.113	0.843	0.302
sorghum	соргум	0.469	0.358	0.420
sorority	сорорити	0.635	0.637	0.627
sorrow	туга	0.052	0.235	0.164
sorrowful	тужан	0.049	0.422	0.163
sorry	извињавам се	0.406	0.362	0.212
sort	врста	0.673	0.389	0.674
sorter	NO TRANSLATION	0.594	0.412	0.823
sortie	NO TRANSLATION	0.490	0.450	0.311
sorting	сортирање	0.469	0.400	0.642
sos	NO TRANSLATION	0.354	0.675	0.386
soscared	тако уплашен	0.229	0.652	0.319
soscary	тако страшно	0.301	0.660	0.414
soslow	тако споро	0.347	0.312	0.284
sostressed	NO TRANSLATION	0.435	0.481	0.578
sosweet	баш слатко	0.755	0.354	0.417
sothankful	NO TRANSLATION	0.729	0.526	0.418
sou	NO TRANSLATION	0.480	0.390	0.412
soul	душу	0.770	0.220	0.510
soulful	душевно	0.755	0.331	0.500
soulless	без душе	0.125	0.591	0.400
soulmate	соулмате	0.890	0.500	0.628
sound	звук	0.765	0.623	0.398
sounding	звучи	0.690	0.500	0.558
soundness	исправност	0.780	0.377	0.893
soundproof	звучно отпоран	0.490	0.390	0.409
soundtrack	соундтрацк	0.630	0.559	0.518
soup	супа	0.602	0.245	0.269
sour	кисело	0.276	0.594	0.373
source	извор	0.740	0.318	0.684
sourpuss	соурпусс	0.188	0.620	0.382
south	југ	0.562	0.265	0.429
southbound	на југ	0.510	0.370	0.395
southeast	југоисток	0.510	0.283	0.413
southern	јужно	0.552	0.269	0.370
southpaw	сјеверна	0.542	0.389	0.404
southwest	југозапад	0.406	0.314	0.355
souvenir	сувенир	0.844	0.311	0.466
sovereign	суверен	0.698	0.500	0.885
sovereignty	суверенитет	0.719	0.529	0.886
soviet	советски	0.347	0.580	0.536
sow	сиј	0.667	0.430	0.446
soy	соја	0.438	0.250	0.286
soy sauce	соја сос	0.573	0.382	0.318
soybean	соја	0.521	0.250	0.293
spa	спа	0.622	0.151	0.386
space	простор	0.800	0.317	0.573
spacecraft	свемирски брод	0.646	0.698	0.680
spaceman	спацеман	0.688	0.577	0.848
spaceship	свемирски брод	0.643	0.781	0.664
spacing	размак	0.621	0.425	0.507
spacious	простран	0.880	0.365	0.557
spade	лопата	0.469	0.667	0.529
spaghetti	шпагете	0.729	0.353	0.288
spam	Спам	0.188	0.354	0.304
spammers	спамере	0.354	0.500	0.418
span	NO TRANSLATION	0.521	0.330	0.528
spandex	спандек	0.429	0.520	0.429
spaniel	спаниел	0.561	0.435	0.385
spank	плек	0.112	0.882	0.642
spanking	плекање	0.194	0.736	0.392
spar	спар	0.417	0.438	0.536
spare	резервни	0.552	0.398	0.411
spareribs	ребра	0.635	0.431	0.395
sparingly	поштено	0.510	0.353	0.518
spark	Искра	0.688	0.745	0.529
sparkle	сјај	0.819	0.765	0.510
sparkling	пенушаво	0.700	0.418	0.598
sparkly	спаркли	0.885	0.590	0.726
sparring	спаринг	0.292	0.870	0.704
sparrow	врабац	0.583	0.460	0.327
sparse	спарсе	0.240	0.367	0.209
spasm	спазма	0.194	0.594	0.366
spastic	спасти	0.240	0.541	0.491
spat	пљувати	0.427	0.413	0.309
spatial	просторно	0.604	0.625	0.645
spatter	прскање	0.292	0.630	0.315
spatula	спатула	0.302	0.198	0.369
spawn	спавн	0.542	0.586	0.709
spaz	спаз	0.443	0.500	0.268
speak	говорити	0.765	0.472	0.500
speakeasy	спеакеаси	0.680	0.536	0.442
speaker	звучник	0.604	0.660	0.723
speakerphone	спеакерпхоне	0.531	0.569	0.560
speaking	говорећи	0.753	0.590	0.575
spear	копље	0.510	0.601	0.500
spec	спец	0.583	0.426	0.691
special	посебан	0.844	0.602	0.730
specialist	специјалиста	0.760	0.562	0.877
speciality	специјалност	0.854	0.470	0.885
specialize	NO TRANSLATION	0.776	0.540	0.861
specially	посебно	0.847	0.398	0.714
specialty	специјалност	0.724	0.479	0.783
specie	NO TRANSLATION	0.583	0.471	0.650
species	врсте	0.561	0.330	0.645
specific	специфични	0.656	0.388	0.691
specification	спецификација	0.552	0.479	0.602
specify	спецификовати	0.656	0.405	0.600
specimen	примерак	0.531	0.444	0.568
speck	Мрљица	0.418	0.245	0.343
speckled	спецклед	0.449	0.263	0.254
specs	спецс	0.540	0.398	0.618
spectacle	спектакл	0.812	0.745	0.762
spectacles	наочаре	0.816	0.775	0.648
spectacular	спектакуларно	0.947	0.740	0.887
spectator	гледаоц	0.694	0.560	0.667
specter	авет	0.265	0.723	0.540
spectral	спектрално	0.430	0.667	0.500
spectrometer	спектрометар	0.500	0.452	0.490
spectrophotometer	спектрофотометар	0.500	0.484	0.500
spectroscopy	спектроскопија	0.470	0.541	0.570
spectrum	спектар	0.312	0.700	0.527
speculate	спекулишу	0.398	0.602	0.553
speculation	нагађања	0.325	0.683	0.394
speculative	спекулативно	0.276	0.591	0.464
speculum	спецулум	0.417	0.469	0.433
speech	говор	0.656	0.470	0.688
speechless	занемео	0.459	0.320	0.315
speed	брзина	0.719	0.849	0.658
speedboat	глисер	0.635	0.858	0.612
speedily	брзо	0.688	0.740	0.665
speeding	убрзање	0.438	0.908	0.645
speedometer	брзиномјер	0.427	0.549	0.579
speedway	спеедваи	0.667	0.519	0.416
speedy	брзо	0.625	0.625	0.793
spell	чаролија	0.385	0.380	0.368
spellbound	спеллбоунд	0.531	0.647	0.387
spelling	правопис	0.594	0.357	0.398
spencer	спенцер	0.510	0.394	0.367
spend	потрошити	0.672	0.745	0.429
spender	спендер	0.312	0.692	0.377
spending	трошење	0.333	0.556	0.330
spent	потрошено	0.296	0.296	0.263
sperm	сперма	0.396	0.706	0.453
spew	спев	0.260	0.651	0.573
sphere	сфера	0.633	0.277	0.500
spherical	сферично	0.550	0.308	0.500
sphincter	сфинктер	0.347	0.633	0.375
sphinx	сфинга	0.604	0.324	0.490
spic	спиц	0.302	0.455	0.451
spice	зачин	0.594	0.439	0.384
spicy	зачињено	0.440	0.733	0.610
spider	паук	0.229	0.569	0.430
spiders	паукови	0.260	0.696	0.368
spiffy	спиффи	0.615	0.582	0.470
spigot	спигот	0.380	0.346	0.423
spike	спике	0.382	0.510	0.408
spiked	спикед	0.281	0.613	0.407
spiky	спики	0.284	0.657	0.587
spill	просути	0.408	0.633	0.456
spillin	NO TRANSLATION	0.375	0.500	0.362
spin	завртети	0.551	0.422	0.345
spinach	спанаћ	0.583	0.200	0.368
spinal	спинална	0.312	0.491	0.296
spindle	вретено	0.552	0.410	0.360
spine	кичма	0.495	0.461	0.600
spineless	спинелесс	0.344	0.387	0.321
spinner	спиннер	0.458	0.593	0.471
spinning	предење	0.594	0.610	0.481
spinster	спинстер	0.357	0.368	0.345
spiny	спирале	0.167	0.639	0.528
spiral	спирала	0.490	0.624	0.361
spire	спире	0.354	0.358	0.389
spirit	дух	0.786	0.370	0.621
spirited	живахно	0.854	0.587	0.734
spirits	духови	0.583	0.847	0.545
spiritual	духовно	0.938	0.327	0.564
spirituality	духовност	0.865	0.281	0.667
spit	пљувати	0.149	0.545	0.436
spite	иначе	0.080	0.600	0.317
spiteful	зезнути	0.073	0.710	0.330
spitfire	спитфире	0.233	0.623	0.566
spittoon	спиттоон	0.276	0.426	0.280
splash	спласх	0.521	0.412	0.281
splat	сплат	0.510	0.433	0.385
splatter	сплаттер	0.312	0.596	0.352
spleen	слезина	0.448	0.255	0.396
splendid	сјајно	0.896	0.740	0.810
splendor	сјај	0.927	0.612	0.850
splice	сплице	0.386	0.460	0.377
spline	сплине	0.490	0.398	0.407
splint	сплинт	0.179	0.400	0.343
splinter	сплинтер	0.136	0.422	0.325
split	разделити	0.344	0.618	0.410
splitting	сплит	0.188	0.598	0.375
splurge	сплурге	0.365	0.481	0.542
spoil	покварити	0.146	0.723	0.328
spoiler	спојлер	0.347	0.527	0.380
spoiling	покварење	0.135	0.678	0.306
spoils	покварити	0.388	0.760	0.481
spoke	говорио је	0.635	0.433	0.483
spoken	говорио	0.551	0.363	0.545
spokesman	портпарол	0.720	0.480	0.611
spokesperson	портпарол	0.573	0.453	0.615
sponge	сунђер	0.551	0.192	0.219
spongy	спужве	0.469	0.324	0.344
sponsor	спонзор	0.729	0.537	0.800
sponsorship	спонзорство	0.854	0.608	0.696
spontaneity	спонтаност	0.817	0.698	0.655
spontaneous	спонтано	0.780	0.578	0.655
spoof	превар	0.490	0.594	0.381
spook	споок	0.327	0.887	0.322
spooky	сабластан	0.104	0.858	0.380
spool	споол	0.397	0.389	0.312
spoon	кашика	0.479	0.236	0.259
spoonful	жлица	0.582	0.208	0.308
sporadic	спорадично	0.333	0.394	0.500
spore	споре	0.480	0.408	0.231
sport	спорт	0.865	0.700	0.657
sporting	спортски	0.917	0.656	0.675
sports	спорт	0.833	0.683	0.587
sports car	Спортски ауто	0.759	0.696	0.669
sportsman	спортиста	0.755	0.735	0.713
sportsmanship	спортсмансхип	0.890	0.582	0.694
sportswriter	спортсвритер	0.760	0.551	0.566
sporty	спортски	0.735	0.713	0.648
spot	место	0.510	0.180	0.336
spotless	беспрекорно	0.792	0.327	0.726
spotlight	спотлигхт	0.688	0.353	0.519
spotted	споттед	0.354	0.472	0.295
spotter	споттер	0.542	0.491	0.644
spotty	петти	0.281	0.606	0.241
spousal	споусал	0.656	0.582	0.632
spouse	супруга	0.750	0.600	0.645
spout	бочица	0.438	0.357	0.309
sprain	спраин	0.063	0.580	0.384
sprawl	справл	0.600	0.596	0.672
spray	спреј	0.438	0.410	0.333
spread	ширити	0.570	0.583	0.651
spreader	расипач	0.510	0.480	0.500
spree	пијесак	0.564	0.663	0.474
spring	пролеће	0.837	0.370	0.481
springtime	пролеће	0.837	0.439	0.722
sprinkle	спринкле	0.635	0.404	0.380
sprinkler	прскалица	0.510	0.434	0.473
sprinkling	прскање	0.677	0.510	0.466
sprint	спринт	0.549	0.649	0.528
sprite	сприте	0.561	0.438	0.625
sprout	расте	0.582	0.565	0.443
spruce	смрча	0.604	0.288	0.380
spud	спуд	0.403	0.423	0.349
spunk	спунк	0.438	0.632	0.473
spunky	спунки	0.646	0.879	0.755
spur	спр	0.378	0.545	0.340
spurious	лажно	0.178	0.480	0.343
spurred	подстакнута	0.562	0.684	0.472
spurt	спурт	0.448	0.550	0.475
spy	шпијун	0.260	0.686	0.530
squabble	срамота	0.173	0.850	0.500
squad	скуад	0.552	0.711	0.806
squadron	ескадрила	0.469	0.686	0.787
squall	скуалл	0.191	0.833	0.655
squamous	сквамозан	0.344	0.446	0.418
squander	раскидају	0.240	0.755	0.529
square	квадрат	0.509	0.340	0.291
squash	скуасх	0.531	0.667	0.410
squat	чуче	0.330	0.550	0.453
squatter	скуаттер	0.390	0.361	0.565
squaw	скуав	0.428	0.441	0.398
squawk	скуавк	0.265	0.480	0.245
squeak	скитај	0.271	0.679	0.300
squeaky	скуеаки	0.229	0.771	0.367
squeal	скаал	0.250	0.731	0.375
squealer	скуеалер	0.541	0.519	0.330
squeamish	скуеамисх	0.176	0.656	0.453
squeeze	скуеезе	0.458	0.676	0.532
squeezing	стискање	0.260	0.598	0.557
squelch	скуелцх	0.271	0.510	0.462
squid	лигње	0.497	0.398	0.357
squint	Скуинт	0.385	0.461	0.452
squire	скуире	0.479	0.459	0.710
squirm	скуирм	0.235	0.824	0.373
squirrel	веверица	0.592	0.358	0.333
squirt	скуирт	0.406	0.460	0.255
squish	скуисх	0.260	0.788	0.481
squishy	скуисхи	0.516	0.333	0.307
stab	убод	0.167	0.882	0.595
stabbed	избоден	0.031	0.875	0.431
stability	стабилност	0.812	0.264	0.849
stabilize	стабилизовати	0.839	0.427	0.722
stabilizer	стабилизатор	0.688	0.353	0.767
stable	стабилна	0.725	0.204	0.735
staccato	стаццато	0.396	0.500	0.427
stack	стацк	0.470	0.282	0.427
stadium	стадион	0.635	0.679	0.611
staff	особље	0.745	0.274	0.627
stag	стаг	0.594	0.250	0.389
stage	фаза	0.592	0.306	0.473
stagecoach	стагецоацх	0.516	0.519	0.627
stagehand	стагеханд	0.420	0.684	0.555
stagger	стегер	0.531	0.620	0.458
staggering	запањујуће	0.520	0.657	0.683
stagnant	стагнира	0.300	0.500	0.208
stagnation	стагнација	0.276	0.324	0.396
staid	стаид	0.385	0.290	0.634
stain	мрља	0.453	0.324	0.264
stained	обојени	0.245	0.460	0.209
stainless	стаинлесс	0.594	0.329	0.618
stair	степениште	0.375	0.354	0.345
staircase	степениште	0.469	0.347	0.440
stairs	степенице	0.510	0.439	0.342
stairway	степениште	0.562	0.510	0.407
stairwell	степениште	0.510	0.292	0.333
stake	стаке	0.406	0.608	0.460
stakeout	ставити под присмотру	0.344	0.546	0.600
stale	застарело	0.235	0.461	0.286
stalemate	застој	0.296	0.354	0.267
stalk	сталк	0.436	0.272	0.395
stalker	сталкер	0.177	0.930	0.639
stall	штанда	0.370	0.245	0.292
stallion	стаљон	0.628	0.596	0.779
stalls	штандова	0.582	0.378	0.451
stalwart	сталан	0.812	0.430	0.691
stamina	издржљивост	0.664	0.694	0.877
stamp	печат	0.438	0.327	0.441
stampede	стампеде	0.235	0.875	0.683
stance	став	0.604	0.333	0.609
stand	стој	0.600	0.324	0.509
standard	стандард	0.673	0.143	0.605
standardize	стандардизовати	0.684	0.353	0.729
standardized	стандардизован	0.610	0.324	0.607
standby	причекати	0.260	0.224	0.386
standing	стојећи	0.604	0.317	0.425
standoff	стандофф	0.333	0.840	0.558
standpoint	стандпоинт	0.585	0.388	0.652
standstill	застоје	0.441	0.203	0.500
standup	Устати	0.633	0.583	0.550
stanza	станза	0.612	0.343	0.297
staph	стапх	0.375	0.480	0.412
staple	спајати	0.542	0.306	0.438
stapler	стаплер	0.370	0.264	0.394
star	Звезда	0.833	0.418	0.560
star fruit	стар воће	0.701	0.433	0.427
starboard	десно	0.531	0.388	0.558
starch	скроб	0.507	0.354	0.312
stardom	стардом	0.844	0.786	0.689
stardust	Звездана прасина	0.843	0.410	0.549
stare	буљити	0.541	0.430	0.538
starfish	Морска звезда	0.680	0.320	0.421
stargazing	старгазинг	0.802	0.461	0.709
staring	зурење	0.542	0.306	0.423
stark	старк	0.330	0.630	0.577
starlet	старлет	0.806	0.471	0.587
starlight	звезда	0.908	0.368	0.611
starling	старлинг	0.500	0.490	0.514
starry	старри	0.438	0.643	0.434
stars	Звездице	0.796	0.521	0.484
starship	звезде	0.740	0.719	0.704
start	почетак	0.684	0.430	0.589
starter	стартер	0.667	0.461	0.827
startle	зачарани	0.276	0.817	0.417
startled	запањено	0.333	0.865	0.526
startling	запањујуће	0.750	0.768	0.830
starvation	гладовање	0.240	0.592	0.284
starve	старве	0.073	0.729	0.402
starved	гладан	0.097	0.689	0.219
starving	гладан	0.163	0.670	0.336
stash	стасх	0.344	0.630	0.361
stat	стат	0.479	0.460	0.395
state	држава	0.562	0.320	0.604
stately	достојанствено	0.830	0.728	0.915
statement	изјава	0.688	0.608	0.825
stateroom	статероом	0.653	0.380	0.441
stateside	САД	0.643	0.480	0.708
statesman	државник	0.510	0.490	0.736
static	статички	0.297	0.250	0.366
staticky	NO TRANSLATION	0.357	0.278	0.358
statics	статика	0.542	0.290	0.527
station	станица	0.688	0.367	0.519
stationary	стационарно	0.408	0.240	0.484
stationery	канцеларијски материјал	0.570	0.120	0.455
statistic	статистика	0.508	0.420	0.609
statistical	статистички	0.714	0.353	0.627
statistician	статистичар	0.571	0.360	0.703
stator	статор	0.281	0.453	0.557
statuary	статуе	0.561	0.281	0.500
statue	статуа	0.542	0.153	0.570
statuette	статуетте	0.677	0.433	0.518
stature	раст	0.470	0.353	0.664
status	статус	0.658	0.377	0.588
statute	статут	0.592	0.330	0.673
statutory	законски	0.510	0.376	0.539
staunch	стаунцх	0.480	0.363	0.833
stave	стави	0.417	0.333	0.424
stay	остани	0.604	0.275	0.516
stayaway	NO TRANSLATION	0.369	0.284	0.526
stayed	остао	0.497	0.270	0.395
stays	остаје	0.633	0.363	0.564
stead	стеад	0.551	0.214	0.510
steadfast	истрајан	0.771	0.433	0.800
steady	стабилно	0.680	0.186	0.763
steak	бифтек	0.625	0.359	0.315
steakhouse	стеакхоусе	0.802	0.379	0.547
steal	укради	0.021	0.856	0.528
stealing	крађа	0.086	0.913	0.455
stealth	потајно	0.520	0.270	0.452
stealthily	скривено	0.763	0.294	0.458
stealthy	Скривен	0.380	0.363	0.534
steam	пар	0.469	0.413	0.421
steamboat	парни брод	0.708	0.500	0.633
steamer	пар	0.510	0.442	0.528
steaming	пари	0.592	0.553	0.402
steamroller	Парни Ваљак	0.396	0.567	0.667
steamship	пароброд	0.469	0.490	0.569
steamy	парни	0.479	0.538	0.445
steel	челик	0.521	0.420	0.714
steep	стрм	0.312	0.612	0.321
steeple	шипак	0.625	0.519	0.500
steer	водити	0.469	0.490	0.527
steering	управљање	0.580	0.431	0.660
stellar	звездане	0.796	0.580	0.769
stem	стабљика	0.615	0.191	0.336
stench	смрад	0.104	0.570	0.298
stencil	шаблон	0.500	0.327	0.421
stenographer	стенограф	0.510	0.408	0.589
step	корак	0.531	0.321	0.347
stepdaughter	степеница	0.510	0.510	0.432
stepfather	очух	0.396	0.491	0.611
stepmother	маћеха	0.427	0.530	0.484
steppe	степпе	0.427	0.321	0.379
steps	кораци	0.511	0.349	0.373
stepson	степсон	0.614	0.406	0.480
stereo	Стерео	0.617	0.519	0.500
stereoscopic	стереоскопски	0.363	0.417	0.574
stereotype	стереотип	0.151	0.422	0.612
stereotyped	стереотипно	0.375	0.510	0.436
sterile	стерилно	0.302	0.471	0.291
sterility	стерилност	0.201	0.519	0.414
sterilize	стерилизирати	0.406	0.510	0.520
sterling	стерлинг	0.529	0.481	0.615
stern	крило	0.552	0.394	0.415
sternum	стернум	0.520	0.422	0.436
steroid	стероид	0.360	0.706	0.681
stethoscope	стетоскоп	0.427	0.377	0.490
stew	чорба	0.667	0.373	0.250
steward	стјуард	0.633	0.238	0.550
stewardess	стјуардеса	0.625	0.491	0.491
stewardship	руководство	0.551	0.440	0.617
stfu	стфу	0.292	0.500	0.390
stick	штап	0.396	0.364	0.382
sticker	налепница	0.583	0.306	0.346
sticking	лепљење	0.486	0.425	0.356
stickler	стицклер	0.385	0.471	0.417
stickup	опљачкати	0.453	0.537	0.434
sticky	лепљива	0.385	0.569	0.292
stiff	круто	0.158	0.459	0.569
stiffen	укочен	0.360	0.582	0.719
stiffness	крутост	0.323	0.500	0.657
stifle	загушити	0.240	0.764	0.427
stifled	угушене	0.229	0.731	0.193
stifling	гушће	0.163	0.858	0.608
stigma	стигма	0.327	0.500	0.470
stile	NO TRANSLATION	0.750	0.359	0.691
stiletto	стилетто	0.396	0.430	0.427
stillbirth	мртвородјење	0.092	0.809	0.291
stillborn	мртворођенче	0.271	0.519	0.337
stillness	тишина	0.729	0.125	0.339
stillwaiting	NO TRANSLATION	0.344	0.393	0.420
stilts	шипке	0.439	0.577	0.300
stimulant	стимулант	0.441	0.794	0.745
stimulate	стимулишу	0.792	0.798	0.754
stimulating	стимулативно	0.740	0.804	0.809
stimulation	стимулација	0.708	0.821	0.702
stimulus	подстицај	0.771	0.779	0.750
sting	стинг	0.163	0.651	0.373
stinger	стингер	0.279	0.625	0.508
stinging	жудња	0.260	0.730	0.459
stingy	стинги	0.094	0.548	0.283
stink	смрдљив	0.042	0.481	0.180
stinker	стинкер	0.163	0.567	0.275
stinking	смрдљиви	0.041	0.657	0.264
stinky	смрдљиви	0.092	0.558	0.176
stint	стинт	0.490	0.326	0.342
stipend	стипенд	0.604	0.546	0.614
stipulate	стипулате	0.570	0.546	0.623
stipulation	стипулација	0.469	0.622	0.654
stir	комешање	0.448	0.773	0.453
stirring	мешање	0.582	0.702	0.558
stitch	шав	0.306	0.538	0.357
stitching	шивање	0.510	0.382	0.345
stock	акција	0.594	0.418	0.407
stockade	стоцкаде	0.375	0.402	0.500
stockbroker	берзански брокер	0.417	0.676	0.802
stockholder	акционар	0.573	0.625	0.716
stocking	складиштење	0.594	0.324	0.688
stockings	чарапе	0.458	0.365	0.382
stockpile	залиха	0.542	0.315	0.425
stockroom	стоцкроом	0.562	0.312	0.406
stocks	Акције	0.573	0.598	0.586
stoic	стоиц	0.427	0.473	0.602
stole	је украо	0.135	0.760	0.384
stolen	украден	0.156	0.646	0.308
stomach	стомак	0.367	0.402	0.438
