Word	Armenian-hy	Valence	Arousal	Dominance
sync	համաժամեցում	0.802	0.440	0.670
synchronize	համաժամեցեք	0.781	0.361	0.654
synchronous	համաժամանակյա	0.600	0.538	0.545
syncope	սինկոֆը	0.245	0.538	0.398
syndicate	սինդիկատ	0.439	0.491	0.673
syndrome	սինդրոմը	0.229	0.510	0.246
synergistic	սիներգիկ	0.571	0.550	0.547
synergy	սիներգիա	0.667	0.510	0.720
synod	սինոդ	0.469	0.377	0.574
synonym	հոմանիշ	0.615	0.210	0.433
synonymous	հոմանիշ	0.480	0.323	0.400
synopsis	գիրք	0.541	0.390	0.482
synoptic	սինոպիկ	0.561	0.510	0.596
syntax	շարահյուսություն	0.531	0.346	0.559
synthesis	սինթեզ	0.604	0.315	0.377
synthesizer	սինթեզատոր	0.500	0.410	0.592
synthetic	սինթետիկ	0.396	0.350	0.519
syphilis	սիֆիլիս	0.071	0.606	0.245
syringe	ներարկիչ	0.250	0.680	0.330
syrup	սիրոպ	0.620	0.223	0.318
system	համակարգը	0.615	0.346	0.764
systematic	համակարգված	0.617	0.444	0.594
systematically	պարբերաբար	0.690	0.390	0.651
t-shirt	T-shirt- ը	0.815	0.286	0.284
tab	էջանիշ	0.594	0.208	0.308
tabasco	տաբասկո	0.375	0.546	0.404
tabby	տաբբի	0.510	0.426	0.387
tabernacle	խորանը	0.408	0.480	0.605
table	սեղան	0.551	0.170	0.284
tableau	NO TRANSLATION	0.531	0.302	0.321
tablecloth	սփռոց	0.480	0.165	0.215
tablespoon	ճաշի գդալ	0.490	0.353	0.245
tablet	դեղահատ	0.562	0.330	0.438
tableware	սպասք	0.677	0.250	0.276
tabloid	աղյուսակ	0.438	0.365	0.444
taboo	տաբու	0.198	0.794	0.482
tabular	աղյուսակ	0.438	0.330	0.462
tabulate	աղյուսակը	0.480	0.403	0.598
tabulation	աղյուսակը	0.396	0.346	0.526
tachometer	տախոմետր	0.398	0.394	0.518
tacit	տասիտ	0.459	0.340	0.473
tack	կախված	0.365	0.431	0.431
tackle	լուծում	0.365	0.686	0.569
tackled	լուծված	0.438	0.612	0.569
tackling	լուծում	0.480	0.694	0.613
tacky	խճճված	0.245	0.490	0.373
taco	տակո	0.561	0.353	0.277
tact	տակտ	0.550	0.417	0.417
tactful	նրբագեղ	0.704	0.292	0.537
tactic	մարտավարությունը	0.531	0.434	0.798
tactical	մարտավարական	0.594	0.481	0.684
tactics	մարտավարություն	0.583	0.676	0.774
tactile	շոշափելի	0.573	0.410	0.491
tad	NO TRANSLATION	0.459	0.240	0.250
tadpole	խոզապուխտ	0.350	0.434	0.218
taffeta	տաֆտա	0.604	0.279	0.405
taffy	taffy	0.448	0.431	0.204
tag	պիտակը	0.612	0.353	0.375
tail	պոչը	0.480	0.272	0.293
tailed	պոչը	0.438	0.358	0.351
tailgate	բեռնախցիկ	0.323	0.340	0.398
tailings	պոչամբարներ	0.439	0.311	0.446
taillight	պոչը	0.479	0.367	0.283
tailor	դերձակ	0.573	0.206	0.450
tailoring	հագուստի կարում	0.673	0.540	0.566
tailpipe	տուփը	0.460	0.429	0.409
taint	տառապանք	0.141	0.425	0.226
take	վերցնել	0.828	0.537	0.348
takeoff	հանել	0.755	0.884	0.626
takeout	հանել	0.736	0.392	0.368
takeover	ստանձնել	0.663	0.531	0.861
taker	մղիչ	0.375	0.521	0.618
talcum	Տալցում	0.500	0.196	0.291
tale	հեքիաթը	0.663	0.300	0.336
talent	տաղանդը	0.959	0.607	0.811
talented	տաղանդավոր	0.939	0.635	0.938
talisman	թալիսմանը	0.704	0.542	0.642
talk	խոսել	0.833	0.346	0.594
talkative	խոսակցական	0.562	0.673	0.535
talker	խոսող	0.500	0.604	0.552
tall	բարձրահասակ	0.725	0.591	0.538
tallies	թալիսներ	0.551	0.290	0.402
tallow	ցնցուղ	0.344	0.283	0.290
tally	թալիսմանը	0.542	0.420	0.518
talon	թալան	0.344	0.569	0.475
talons	NO TRANSLATION	0.320	0.698	0.525
tambourine	տափօղակ	0.622	0.548	0.348
tame	NO TRANSLATION	0.560	0.604	0.642
tamer	Թամեր	0.385	0.783	0.815
taming	խաբեություն	0.569	0.514	0.575
tamper	կեղծել	0.184	0.802	0.545
tampon	թամպոն	0.396	0.394	0.345
tan	tan	0.643	0.460	0.444
tandem	տանդեմ	0.552	0.406	0.485
tang	տանգ	0.594	0.383	0.340
tangent	տանգստացնում	0.573	0.373	0.454
tangerine	մանդարին	0.571	0.271	0.395
tangible	շոշափելի	0.646	0.350	0.679
tangle	խճճվելով	0.354	0.545	0.254
tangled	խճճված	0.260	0.539	0.316
tango	տանգո	0.622	0.560	0.430
tank	բաք	0.431	0.454	0.634
tank top	տանկի վերեւում	0.610	0.371	0.371
tanker	տանկերը	0.520	0.647	0.713
tanned	թաղածածկ	0.615	0.550	0.491
tantalizing	թալանելով	0.525	0.788	0.625
tantamount	հավասարակշռություն	0.633	0.288	0.670
tantrum	տոնակատարություն	0.219	0.817	0.404
taoism	տաոիզմ	0.490	0.250	0.456
tap	թակել	0.461	0.370	0.349
tape	ժապավեն	0.531	0.277	0.254
tape measure	ժապավենը	0.406	0.250	0.360
taper	թաթեր	0.541	0.410	0.415
tapering	tapering	0.344	0.380	0.237
tapestry	գոբելեն	0.520	0.176	0.362
tapeworm	ժապավեն	0.357	0.334	0.331
tapioca	տապիոկա	0.594	0.297	0.324
taps	քիթը	0.448	0.378	0.409
tar	tar	0.438	0.440	0.570
tarantula	tarantula	0.260	0.718	0.544
tardiness	երեկոյին	0.296	0.452	0.260
tardy	ուշացումով	0.204	0.592	0.293
target	թիրախը	0.633	0.573	0.798
targeted	նպատակակետ	0.573	0.537	0.573
targeting	նպատակակետին	0.510	0.420	0.580
tariff	սակագին	0.459	0.402	0.491
tarmac	tarmac	0.357	0.302	0.398
tarnish	աղավաղում	0.204	0.441	0.342
tarot	tarot	0.479	0.422	0.430
tarp	NO TRANSLATION	0.479	0.210	0.364
tarry	մնացորդ	0.392	0.413	0.388
tart	տտիպ	0.719	0.380	0.219
tartan	թաթան	0.448	0.423	0.389
tartar	թաթար	0.214	0.351	0.212
task	խնդիրը	0.550	0.353	0.500
tassel	տասել	0.552	0.330	0.307
taste	համը	0.802	0.406	0.465
tasteful	ճաշակով	0.918	0.458	0.625
tasteless	անճաշակ	0.146	0.196	0.148
tasting	համտեսում	0.781	0.603	0.600
tasty	համեղ	0.959	0.786	0.555
tat	tat	0.429	0.380	0.404
tattler	tattler	0.417	0.530	0.434
tattletale	tattletale	0.633	0.406	0.317
tattoo	դաջվածք	0.490	0.602	0.525
taught	ուսուցանեց	0.814	0.481	0.642
taunt	խայտառակություն	0.083	0.696	0.355
taupe	տուպի	0.406	0.340	0.386
taut	տոտ	0.432	0.704	0.457
tavern	պանդոկ	0.516	0.577	0.475
tawdry	տառապում	0.375	0.510	0.398
tawny	տանձ	0.551	0.398	0.400
tax	հարկեր	0.260	0.481	0.534
taxed	հարկվող	0.255	0.456	0.500
taxi	տաքսի	0.542	0.362	0.430
taxicab	Տաքսի	0.479	0.430	0.355
taxonomy	տաքսոնոմիա	0.370	0.410	0.630
taxpayer	հարկ վճարող	0.592	0.528	0.647
tea	թեյ	0.698	0.163	0.370
teach	սովորեցնել	0.840	0.510	0.852
teacher	ուսուցիչ	0.760	0.404	0.885
teaching	ուսուցումը	0.822	0.444	0.736
teacup	թեյնիկ	0.633	0.135	0.277
teahouse	թեյնիկ	0.802	0.314	0.288
teal	թալան	0.540	0.293	0.321
team	թիմը	0.708	0.461	0.688
teamjesus	NO TRANSLATION	0.673	0.453	0.536
teammate	թիմակիցը	0.865	0.449	0.660
teamwork	թիմային աշխատանք	0.918	0.490	0.773
teapot	թեյաման	0.479	0.110	0.309
tear	արցունքաբեր	0.404	0.620	0.327
tearful	լարված	0.208	0.500	0.184
tearsofjoy	NO TRANSLATION	0.926	0.740	0.455
teary	արցունքաբեր	0.167	0.473	0.216
tease	զզվելի	0.317	0.790	0.432
teaser	դերասանը	0.510	0.558	0.534
teasing	զզվելի	0.235	0.725	0.352
teaspoon	թեյի գդալ	0.521	0.330	0.221
teat	զգեստ	0.612	0.469	0.328
teatime	ժամը	0.847	0.159	0.339
tech	տեխ	0.684	0.491	0.732
technical	տեխնիկական	0.510	0.490	0.736
technicality	տեխնիկական բնութագիրը	0.632	0.471	0.661
technician	տեխնիկ	0.592	0.510	0.713
technique	տեխնիկան	0.760	0.414	0.593
techno	տեխնո	0.561	0.539	0.500
technological	տեխնոլոգիական	0.680	0.452	0.815
technology	տեխնոլոգիան	0.776	0.490	0.825
ted	տ	0.712	0.453	0.336
teddy bear	խաղալիք արջուկ	0.890	0.170	0.192
tedious	հոգնեցուցիչ	0.104	0.406	0.241
tedium	մխիթարություն	0.224	0.331	0.298
tee	Թեյ	0.459	0.373	0.377
teeming	անպիտան	0.582	0.550	0.727
teen	անչափահասը	0.729	0.531	0.568
teenage	դեռահասը	0.667	0.673	0.558
teenager	դեռահաս	0.781	0.593	0.527
teens	դեռահասներ	0.653	0.660	0.440
teensy	անչափահաս	0.520	0.427	0.347
teeny	անչափահաս	0.427	0.418	0.216
teeth	ատամները	0.520	0.388	0.427
teething	ատամնաբուժություն	0.396	0.471	0.474
teflon	տեֆլոն	0.354	0.245	0.434
telegram	հեռագիր	0.561	0.542	0.550
telegraph	հեռագիր	0.594	0.423	0.400
telekinesis	հեռահաղորդակցություն	0.582	0.646	0.667
telemetry	հեռաչափը	0.460	0.382	0.611
telepathic	telepathic	0.602	0.490	0.642
telepathy	telepathy	0.594	0.510	0.588
telephone	հեռախոսով	0.694	0.520	0.425
telescope	աստղադիտակը	0.531	0.340	0.500
telescopic	հեռահաղորդակցական	0.490	0.290	0.660
telethon	Հեռուստամարաթոն	0.643	0.641	0.473
teletype	հեռաչափ	0.532	0.392	0.455
televised	հեռուստատեսությամբ	0.625	0.519	0.518
television	հեռուստատեսություն	0.633	0.391	0.547
tell	պատմեք	0.551	0.350	0.457
teller	հեռագրիչ	0.500	0.395	0.443
telling	պատմում	0.719	0.441	0.527
telltale	պատմություն	0.240	0.663	0.426
temp	temp	0.490	0.440	0.314
temper	բնավորություն	0.633	0.623	0.818
tempera	տառապանք	0.458	0.318	0.245
temperament	բնավորությունը	0.420	0.625	0.703
temperamental	ջերմաստիճան	0.316	0.774	0.608
temperance	ժուժկալություն	0.500	0.294	0.639
temperate	ջերմեռանդ	0.469	0.394	0.593
temperature	ջերմաստիճանը	0.521	0.559	0.473
tempered	հավասարակշռված	0.583	0.437	0.667
tempest	շոգին	0.245	0.843	0.653
template	Կաղապար	0.479	0.311	0.411
temple	տաճար	0.612	0.269	0.660
tempo	NO TRANSLATION	0.582	0.337	0.500
temporal	ժամանակավոր	0.500	0.413	0.360
temporarily	ժամանակավորապես	0.500	0.365	0.373
temporary	ժամանակավոր	0.458	0.415	0.324
tempt	գայթակղություն	0.210	0.677	0.500
temptation	գայթակղություն	0.365	0.817	0.560
tempting	գայթակղիչ	0.615	0.740	0.519
temptress	գայթակղիչը	0.427	0.787	0.667
ten	տասը	0.562	0.260	0.406
tenable	հավասարակշռված	0.741	0.412	0.636
tenacious	տառապող	0.724	0.658	0.692
tenacity	հաստատակամություն	0.740	0.657	0.889
tenancy	վարձակալությունը	0.500	0.458	0.605
tenant	վարձակալ	0.385	0.360	0.398
tend	հակված են	0.604	0.398	0.412
tendency	միտում	0.684	0.500	0.675
tender	մրցույթ	0.630	0.520	0.509
tenderfoot	Մրցավազք	0.469	0.421	0.438
tenderness	քնքշություն	0.949	0.276	0.367
tending	վարվելով	0.622	0.556	0.594
tendon	ջիլը	0.341	0.271	0.463
tenement	բնակարան	0.470	0.384	0.550
tenet	հավասարակշռություն	0.667	0.333	0.636
tenets	դրվագներ	0.734	0.357	0.667
tenfold	տասնապատիկ	0.469	0.418	0.500
tennis	թենիս	0.622	0.519	0.431
tenor	տենոր	0.587	0.451	0.500
tense	լարված	0.396	0.439	0.655
tensile	առաձգական	0.458	0.510	0.618
tension	լարում	0.304	0.810	0.529
tent	վրանը	0.510	0.275	0.333
tentacle	մթնոլորտ	0.370	0.559	0.398
tentative	նախնական	0.582	0.657	0.534
tenth	տասներորդը	0.510	0.349	0.382
tenths	տասներորդը	0.406	0.294	0.284
tenuous	տխուր	0.398	0.263	0.276
tenure	պաշտոնավարման ժամկետը	0.615	0.472	0.611
tepee	գագաթին	0.500	0.337	0.373
tepid	գագաթին	0.337	0.327	0.237
tequila	տեկիլա	0.612	0.710	0.536
teriyaki	teriyaki	0.646	0.449	0.431
term	ժամկետը	0.450	0.255	0.598
terminal	տերմինալը	0.316	0.434	0.483
terminate	դադարեցնել	0.171	0.410	0.441
termination	ավարտ	0.344	0.472	0.545
terminator	տերմինատոր	0.370	0.663	0.737
terminology	տերմինաբանություն	0.612	0.284	0.566
terminus	վերջնաժամկետը	0.281	0.382	0.615
termite	տերմիտ	0.265	0.480	0.408
terms	պայմանները	0.490	0.362	0.645
tern	Տեր	0.573	0.365	0.309
ternary	երրորդը	0.550	0.406	0.480
terrace	տեռաս	0.615	0.269	0.411
terrain	տեղանքով	0.540	0.300	0.472
terrestrial	երկրային	0.542	0.413	0.582
terrible	սարսափելի	0.061	0.849	0.604
terribly	ահավոր	0.061	0.731	0.430
terrier	մաշկի գույնը	0.562	0.540	0.431
terrific	սարսափելի	0.859	0.650	0.821
terrified	սարսափած	0.090	0.902	0.387
terrifies	սարսափները	0.083	0.923	0.500
terrify	սարսափը	0.052	0.889	0.509
terrifying	սարսափելի	0.031	0.836	0.602
territorial	տարածքային	0.405	0.600	0.766
territory	տարածքը	0.625	0.469	0.676
terror	ահաբեկչություն	0.069	0.902	0.415
terrorism	ահաբեկչություն	0.060	0.971	0.673
terrorist	ահաբեկիչ	0.019	0.930	0.679
terrorists	ահաբեկիչները	0.062	0.967	0.688
terrorize	ահաբեկելը	0.041	0.907	0.577
terse	տառ	0.542	0.393	0.409
tertiary	երրորդական	0.500	0.350	0.431
test	փորձարկում	0.449	0.500	0.509
testament	վկայություն	0.594	0.420	0.806
testicle	բորբոքում	0.458	0.651	0.410
testicular	թեստային	0.388	0.680	0.453
testify	վկայում են	0.521	0.650	0.741
testimonial	վկայություն	0.541	0.538	0.750
testimony	վկայություն	0.615	0.578	0.643
testosterone	թեստոստերոն	0.573	0.840	0.775
testy	NO TRANSLATION	0.135	0.640	0.357
tetanus	տետանուս	0.133	0.577	0.368
tether	Հղիություն	0.323	0.620	0.407
tethered	բախվելով	0.260	0.472	0.351
tetrahedral	tetrahedral	0.595	0.468	0.423
text	տեքստը	0.604	0.157	0.402
textbook	դասագիրք	0.622	0.235	0.526
textile	տեքստիլ	0.604	0.235	0.395
textural	textural	0.660	0.296	0.445
texture	հյուսվածք	0.615	0.215	0.412
tgif	tgif	0.542	0.471	0.436
thank	շնորհակալություն	0.958	0.353	0.526
thankful	շնորհակալ	0.969	0.344	0.714
thankgod	փառք Աստծո	0.823	0.451	0.466
thanking	շնորհակալություն	0.917	0.538	0.658
thankless	անշնորհակալ	0.146	0.500	0.497
thanks	շնորհակալություն	0.918	0.472	0.461
thanksalot	NO TRANSLATION	0.908	0.428	0.525
thanksgiving	գոհություն	0.927	0.449	0.637
thankyougod	NO TRANSLATION	0.900	0.446	0.651
thankyoujesus	NO TRANSLATION	0.878	0.406	0.604
thankyoulord	NO TRANSLATION	0.809	0.388	0.466
thatch	որչ	0.337	0.245	0.161
thatmoment	NO TRANSLATION	0.667	0.389	0.340
thaumaturgy	գաղափարախոսություն	0.510	0.546	0.618
thaw	հալեցնել	0.438	0.321	0.327
theater	թատրոն	0.760	0.635	0.516
theatrical	թատերական	0.720	0.690	0.546
theatrics	Theatrics- ը	0.694	0.539	0.486
thebest	Thebest	0.760	0.596	0.719
theft	գողությունը	0.135	0.867	0.394
theism	Theism	0.460	0.431	0.481
theistic	Theistic	0.397	0.365	0.509
thelife	կյանքը	0.688	0.566	0.629
thelittlethings	NO TRANSLATION	0.571	0.240	0.324
theme	թեման	0.541	0.176	0.427
theocracy	թատրոնն է	0.490	0.427	0.722
theocratic	աստվածապետական	0.380	0.480	0.605
theologian	աստվածաբան	0.521	0.304	0.759
theological	աստվածաբանական	0.480	0.363	0.683
theology	աստվածաբանություն	0.448	0.330	0.711
theorem	թեստեր	0.500	0.296	0.615
theoretical	տեսական	0.615	0.270	0.546
theory	տեսությունը	0.583	0.314	0.529
therapeutic	թերապեւտիկ	0.625	0.275	0.680
therapeutics	թերապեւտներ	0.552	0.343	0.625
therapist	թերապեւտ	0.468	0.430	0.679
therapy	թերապիա	0.490	0.353	0.607
thereabouts	այդտեղ	0.427	0.365	0.285
thereof	դրանցից	0.542	0.265	0.281
therewith	դրա հետ միասին	0.462	0.317	0.398
thermal	ջերմային	0.480	0.360	0.509
thermocouple	ջերմատուն	0.406	0.406	0.422
thermodynamics	տերմոդինամիկա	0.510	0.594	0.678
thermometer	ջերմաչափ	0.400	0.327	0.473
thermos	ջերմաստիճան	0.582	0.255	0.328
thermostat	ջերմաստիճան	0.439	0.480	0.321
thesaurus	թեզաուրուս	0.520	0.480	0.509
thesis	թեզը	0.583	0.582	0.552
thick	հաստ	0.449	0.433	0.596
thicken	խտացնելը	0.406	0.398	0.509
thickening	thickening- ը	0.448	0.355	0.434
thicket	տիկնիկ	0.385	0.373	0.324
thickness	հաստությունը	0.552	0.370	0.443
thief	գող	0.088	0.888	0.443
thigh	ազդր	0.469	0.433	0.588
thimble	բրդյա	0.490	0.192	0.218
thin	բարակ	0.469	0.337	0.356
thing	բան	0.449	0.222	0.260
things	բաներ	0.519	0.250	0.368
thingy	բանականություն	0.458	0.312	0.158
think	կարծում եմ	0.786	0.408	0.618
thinker	մտածող	0.706	0.386	0.764
thinking	մտածողությունը	0.720	0.308	0.595
third	երրորդը	0.551	0.187	0.304
thirds	երրորդը	0.402	0.327	0.345
thirst	ծարավը	0.298	0.519	0.307
thirsty	ծարավ	0.281	0.660	0.310
thirteen	տասներեք	0.459	0.385	0.331
thirteenth	տասներեքերորդ	0.408	0.330	0.425
thirty	երեսուն	0.562	0.349	0.316
thistle	շնչափող	0.427	0.423	0.357
thither	այնտեղ	0.500	0.270	0.316
thong	քիթը	0.467	0.596	0.269
thorn	փխրուն	0.296	0.541	0.427
thorny	փխրուն	0.177	0.690	0.500
thorough	մանրակրկիտ	0.467	0.350	0.558
thoroughbred	մանրակրկիտ	0.669	0.740	0.716
thoroughfare	մայրուղիները	0.582	0.481	0.490
thought	մտածեց	0.780	0.315	0.571
thoughtful	մտածող	0.667	0.290	0.527
thoughtfulness	մտածողությունը	0.867	0.269	0.667
thoughtless	անմիտ	0.194	0.580	0.452
thoughts	մտքերը	0.745	0.382	0.691
thousand	հազար	0.663	0.355	0.480
thrash	բախվելով	0.260	0.510	0.472
thread	թեմա	0.646	0.184	0.209
threat	սպառնալիք	0.135	0.865	0.667
threaten	սպառնում	0.104	0.958	0.590
threatened	սպառնում է	0.052	0.928	0.354
threatening	սպառնալից	0.071	0.875	0.652
three	երեքը	0.653	0.225	0.377
threefold	երեք անգամ	0.521	0.400	0.534
threesome	Երեքով	0.490	0.676	0.560
thresh	Թրեշ	0.490	0.417	0.500
threshold	շեմը	0.531	0.519	0.575
thrice	երեք անգամ	0.469	0.442	0.462
thrift	պահվածքը	0.760	0.217	0.649
thrifty	թանկագին	0.604	0.380	0.676
thrill	սենսացիա	0.888	0.837	0.711
thrilled	ոգեւորվում	0.898	0.818	0.807
thriller	թրիլեր	0.490	0.796	0.645
thrilling	ոգեւորված	0.930	0.827	0.782
thrive	զարգանալ	0.948	0.529	0.772
thriving	բարգավաճող	0.865	0.521	0.779
throat	կոկորդը	0.350	0.538	0.346
throb	քիթը	0.500	0.673	0.556
throbbing	լարվածություն	0.645	0.808	0.491
throes	տատանվում է	0.146	0.760	0.235
throne	գահը	0.724	0.606	0.887
throng	հորդորում	0.480	0.810	0.706
throttle	շնչափող	0.562	0.804	0.750
throw	նետում	0.344	0.770	0.623
throwback	նահանջը	0.280	0.454	0.356
thrower	նետաձիգ	0.470	0.690	0.717
thrown	նետված	0.500	0.550	0.619
thrush	քիթը	0.306	0.490	0.454
thrust	հարված	0.510	0.647	0.663
thruster	թռիչք	0.698	0.812	0.719
thud	թունդ	0.255	0.686	0.620
thug	գողություն	0.240	0.882	0.667
thumb	thumb	0.673	0.271	0.361
thumbprint	thumbprint	0.510	0.347	0.451
thump	թռիչք	0.280	0.792	0.608
thumper	բուլդոզեր	0.354	0.623	0.457
thumping	բախվելով	0.214	0.755	0.566
thunder	ամպրոպ	0.296	0.916	0.526
thunderbolt	ամպրոպ	0.418	0.719	0.642
thunderclap	ամպրոպ	0.390	0.833	0.607
thundering	գիշատիչը	0.337	0.778	0.700
thunderstorm	ամպրոպ	0.135	0.860	0.784
thunderstruck	thunderstruck	0.194	0.716	0.509
thwart	խանգարել	0.281	0.684	0.409
thx	thx	0.562	0.425	0.461
thyme	ուրց	0.561	0.255	0.325
thyroid	քաղցկեղը	0.234	0.455	0.373
tiara	տիարա	0.719	0.300	0.472
tibia	Տիբիա	0.450	0.302	0.425
tic	տիկ	0.271	0.438	0.250
tick	տեք	0.521	0.386	0.412
ticked	տված	0.469	0.386	0.455
ticker	տոնիկ	0.479	0.471	0.509
ticket	տոմս	0.684	0.387	0.434
tickle	հուզիչ	0.760	0.727	0.342
tickled	թխվածքը	0.755	0.707	0.364
ticklish	թելադրանքով	0.823	0.814	0.345
tidal	ալիքը	0.592	0.539	0.519
tidal wave	ալիքը	0.240	0.894	0.736
tidbit	տրիբիտ	0.552	0.382	0.385
tide	ալիքը	0.541	0.556	0.420
tidings	ծանուցումներ	0.610	0.510	0.694
tidy	կոկիկ	0.760	0.208	0.647
tie	փողկապը	0.663	0.464	0.431
tier	աստիճան	0.520	0.245	0.560
tiff	tiff	0.531	0.415	0.343
tiger	վագր	0.479	0.765	0.664
tighten	խստացնելով	0.388	0.487	0.627
tightness	խստություն	0.344	0.606	0.759
tightrope	խցկել	0.354	0.653	0.279
tights	տրիկո	0.583	0.343	0.269
tilde	թիլդա	0.520	0.314	0.321
tile	կղմինդր	0.429	0.245	0.348
tiling	սալիկապատում	0.600	0.330	0.315
till	NO TRANSLATION	0.490	0.327	0.319
tillage	վարելահողը	0.552	0.591	0.540
tiller	բեռնատարը	0.448	0.410	0.290
tilt	թեքում	0.365	0.549	0.463
tilting	թեքում	0.459	0.384	0.340
timber	փայտանյութ	0.332	0.202	0.386
timberland	տերմինալ	0.550	0.415	0.571
timbre	տառաչափը	0.460	0.480	0.296
time	ժամը	0.604	0.288	0.609
timeless	անժամկետ	0.408	0.468	0.583
timeliness	ժամանակին	0.760	0.404	0.582
timely	ժամանակին	0.865	0.387	0.591
timeout	ընդմիջում	0.344	0.433	0.322
timepiece	ժամացույց	0.650	0.279	0.461
timer	ժմչփ	0.469	0.433	0.500
times	անգամ	0.490	0.279	0.439
timetable	ժամանակացույցը	0.561	0.189	0.491
timewasters	NO TRANSLATION	0.391	0.535	0.291
timid	տխուր	0.327	0.276	0.132
timidity	հեգնանք	0.333	0.358	0.153
timing	ժամանակին	0.521	0.311	0.577
tin	NO TRANSLATION	0.469	0.370	0.217
tincture	թուրմ	0.440	0.360	0.402
tine	NO TRANSLATION	0.438	0.373	0.284
tinfoil	տատանումները	0.448	0.284	0.311
tinge	մոխրագույն	0.469	0.292	0.264
tingle	լսել	0.460	0.560	0.264
tingling	խառնաշփոթություն	0.427	0.615	0.340
tinker	տենդեր	0.396	0.528	0.275
tinkering	tinkering	0.531	0.490	0.448
tinkle	NO TRANSLATION	0.562	0.529	0.356
tinkling	զզվանք	0.612	0.530	0.324
tinnitus	տագնապը	0.384	0.536	0.411
tinsel	մոխրագույն	0.663	0.521	0.473
tint	երանգ	0.582	0.292	0.273
tiny	փոքրիկ	0.479	0.196	0.125
tip	հուշում	0.708	0.221	0.518
tipper	հրդեհաշեջ	0.427	0.571	0.431
tipster	ՏԵՍԵՐՏ	0.490	0.462	0.490
tipsy	տխուր	0.510	0.625	0.570
tiptoe	տիպի տոպրակ	0.510	0.490	0.407
tirade	թիրախը	0.378	0.587	0.532
tire	անվադող	0.438	0.385	0.381
tired	հոգնած	0.125	0.317	0.191
tiredness	հոգնածություն	0.387	0.408	0.242
tiredofit	NO TRANSLATION	0.300	0.270	0.204
tireless	անխոնջ	0.657	0.750	0.645
tiresome	անհանգիստ	0.240	0.542	0.153
tiring	հոգնած	0.153	0.510	0.176
tissue	հյուսվածք	0.558	0.236	0.345
tistheseason	NO TRANSLATION	0.646	0.548	0.435
tit	տիտ	0.402	0.539	0.388
titan	տիտան	0.598	0.653	0.811
titanic	տիտանիկ	0.427	0.786	0.795
titanium	տիտան	0.520	0.470	0.704
tithe	տիտղոսը	0.507	0.276	0.385
title	կոչում	0.708	0.356	0.574
titled	վերնագրով	0.677	0.240	0.658
titty	տատիկ	0.561	0.548	0.294
titular	NO TRANSLATION	0.704	0.385	0.760
toad	դոդոշ	0.302	0.452	0.196
toast	տոստ	0.740	0.382	0.356
toaster	տոստեր	0.542	0.337	0.387
toasty	տխուր	0.698	0.461	0.396
tobacco	ծխախոտ	0.327	0.546	0.387
toby	տատանվելով	0.427	0.375	0.330
tod	դոդոշ	0.469	0.330	0.384
today	այսօր	0.806	0.306	0.362
toddler	երեխա	0.812	0.469	0.368
toe	ոտք	0.406	0.221	0.293
toenail	ամբարձից	0.530	0.380	0.306
toffee	շաքարախտ	0.658	0.510	0.396
tofu	tofu	0.521	0.330	0.283
toga	NO TRANSLATION	0.698	0.393	0.373
together	միասին	0.874	0.392	0.658
togetherness	միասին	0.906	0.360	0.635
toil	աշխատել	0.558	0.510	0.583
toilet	զուգարան	0.490	0.290	0.233
toils	ծանրաբեռնվածությունը	0.480	0.710	0.482
token	նշան	0.510	0.418	0.414
tolerable	տանելի	0.750	0.350	0.374
tolerance	հանդուրժողականություն	0.875	0.206	0.649
tolerant	հանդուրժող	0.765	0.192	0.618
tolerate	հանդուրժել	0.724	0.430	0.588
toleration	հանդուրժողականություն	0.776	0.442	0.727
toll	տուգանք	0.296	0.422	0.453
tomahawk	Տոմահախք	0.510	0.642	0.504
tomato	լոլիկ	0.550	0.183	0.275
tomatoes	լոլիկ	0.615	0.240	0.272
tomb	գերեզման	0.112	0.500	0.343
tombstone	գերեզմանաքար	0.204	0.441	0.311
tomcat	տատիկ	0.520	0.412	0.386
tome	ինձ	0.429	0.316	0.492
tomorrow	վաղը	0.792	0.377	0.407
ton	NO TRANSLATION	0.560	0.418	0.604
tone	տոնով	0.551	0.355	0.411
toner	տոներ	0.448	0.300	0.368
tong	NO TRANSLATION	0.475	0.480	0.370
tongs	տոներ	0.500	0.459	0.321
tongue	լեզու	0.542	0.432	0.482
tonic	տոնիկ	0.541	0.360	0.500
tonnage	տոննաժը	0.323	0.382	0.590
tonsils	տոնինիլներ	0.347	0.373	0.283
toocold	NO TRANSLATION	0.420	0.550	0.379
tool	գործիքը	0.490	0.350	0.594
toolbox	գործիքային տուփ	0.531	0.316	0.472
tooling	գործիքավորումը	0.510	0.406	0.634
toomuchtodo	NO TRANSLATION	0.420	0.688	0.355
toot	տոպրակ	0.500	0.481	0.373
tooth	ատամը	0.439	0.250	0.367
toothache	ատամնաբույժ	0.188	0.853	0.412
toothbrush	ատամի խոզանակ	0.517	0.330	0.321
toothed	ատամնավոր	0.449	0.394	0.352
toothless	անատամ	0.312	0.541	0.272
toothpaste	ատամի մածուկ	0.510	0.290	0.371
toothpick	ատամնաբույժ	0.561	0.216	0.185
toots	տոներ	0.552	0.480	0.451
top	գագաթ	0.760	0.400	0.554
topaz	տոպազ	0.643	0.325	0.384
topic	թեման	0.520	0.276	0.427
